類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,WPA01675,文盛里,臺北市中正區羅斯福路三段244巷9弄1之1號,"25.017032,121.530556",B01,83.0,中正第二分局,
一般住宅,WPA01551,文盛里,臺北市中正區羅斯福路三段244巷9弄2-6號,"25.017151,121.530169",B01,393.0,中正第二分局,
一般住宅,WPA01565,文盛里,臺北市中正區羅斯福路三段244巷10弄17號,"25.016173,121.53142",B01,118.0,中正第二分局,
一般住宅,WPA01558,文盛里,臺北市中正區羅斯福路三段216號,"25.01892,121.529689",B01,525.0,中正第二分局,
一般住宅,WPA01585,文盛里,臺北市中正區羅斯福路三段240巷弄7號,"25.02347,121.524863",B01,104.0,中正第二分局,
一般住宅,WPA01238,文盛里,臺北市中正區羅斯福路三段272號,"25.01681,121.531904",B01,237.0,中正第二分局,
一般住宅,WPA01726,文盛里,臺北市中正區羅斯福路三段212號,"25.01912,121.529537",B01,165.0,中正第二分局,
一般住宅,WPA01647,文盛里,臺北市中正區羅斯福路三段316巷3號,"25.015775,121.532366",B01,340.0,中正第二分局,
一般住宅,WPA01702,文盛里,臺北市中正區辛亥路一段6號,"25.018276,121.528107",B02,1105.0,中正第二分局,
一般住宅,WPA01709,文盛里,臺北市中正區汀州路三段67號,"25.017963,121.528281",B01,345.0,中正第二分局,
一般住宅,WPA01722,文盛里,臺北市中正區羅斯福路四段22號,"25.01564,121.533115",B01,235.0,中正第二分局,
一般住宅,WPA01487,文盛里,臺北市中正區羅斯福路三段244巷10弄5號,"25.016529,121.531109",B01,224.0,中正第二分局,
一般住宅,WPA01286,文盛里,臺北市中正區羅斯福路三段244巷2弄6號,"25.016779,121.531254",B01,638.0,中正第二分局,
一般住宅,WPA01739,文盛里,臺北市中正區羅斯福路三段244巷9弄3號,"25.017806,121.530216",B01B02,251.0,中正第二分局,
一般住宅,WPA01560,水源里,臺北市中正區羅斯福路四段68號,"25.014503,121.534274",B03,1124.0,中正第二分局,
一般住宅,WPA01535,水源里,臺北市中正區羅斯福路四段60號,"25.014786,121.533978",B03,228.0,中正第二分局,
一般住宅,WPA01538,水源里,臺北市中正區羅斯福路四段76號,"25.01423,121.534572",B01,165.0,中正第二分局,
