電腦編號,建築物名稱,鄉鎮市區,村里別,地址,地下樓層,可容納人數,轄管分局
ZN2624,大樓,楠梓區,五常里,高雄市楠梓區五常里鳳楠路82號,2,2605.0,楠梓分局
ZN2625,大樓,楠梓區,翠屏里,高雄市楠梓區翠屏里德富街286巷1號,3,2818.0,楠梓分局
ZN2626,大樓,楠梓區,金田里,高雄市楠梓區金田里金富街113號,4,832.0,楠梓分局
ZN2627,大樓,楠梓區,享平里,高雄市楠梓區楠盛街131巷1號,1,185.0,楠梓分局
ZN2628,大樓,楠梓區,翠屏里,高雄市楠梓區德民路72號,4,2919.0,楠梓分局
ZN2629,大樓,楠梓區,中和里,高雄市楠梓區中和里藍田路1166號,3,428.0,楠梓分局
ZN2630,大樓,楠梓區,中和里,高雄市楠梓區中和里大學三十三街62號,2,600.0,楠梓分局
ZN2631,大樓,楠梓區,藍田里,高雄市楠梓區藍田里大學路298號,3,683.0,楠梓分局
ZN2632,大樓,楠梓區,仁昌里,高雄市楠梓區惠民路271號,4,602.0,楠梓分局
ZN2633,大樓,楠梓區,藍田里,高雄市楠梓區大學東路698號,2,654.0,楠梓分局
ZN2634,大樓,楠梓區,清豐里,高雄市楠梓區芎蕉二街88號,3,662.0,楠梓分局
ZN2635,大樓,楠梓區,中興里,高雄市楠梓區大學二街3號,3,4279.0,楠梓分局
ZN2636,大樓,楠梓區,藍田里,高雄市楠梓區藍田路1129號,5,11270.0,楠梓分局
ZN2637,大樓,楠梓區,中興里,高雄市楠梓區援中路970號,2,2110.0,楠梓分局
ZN2638,大樓,楠梓區,惠民里,高雄市楠梓區惠義街2號（地下1~2層）,2,5011.0,楠梓分局
ZN2639,大樓,楠梓區,中和里,高雄市楠梓區大學二十一路92號（地下1~2層）,2,4126.0,楠梓分局
ZN2640,大樓,楠梓區,藍田里,高雄市楠梓區大學十七街382號（地下1~3層）,3,2108.0,楠梓分局
ZN2641,大樓,楠梓區,中和里,高雄市楠梓區大學二十七街45號（地下1~3層）,3,1511.0,楠梓分局
ZN2642,大樓,楠梓區,中和里,高雄市楠梓區二十七街116號,3,4276.0,楠梓分局
ZN2643,大樓,楠梓區,翠屏里,高雄市楠梓區德富街286巷22號（地下1層）,1,1942.0,楠梓分局
ZN2644,大樓,楠梓區,清豐里,高雄市楠梓區創新路８８８號,1,439.0,楠梓分局
ZN2645,大樓,楠梓區,清豐里,高雄市楠梓區卓越路251號,1,455.0,楠梓分局
ZN2646,大樓,楠梓區,中興里,高雄市楠梓區大學二十七街180號(1-4層),4,3214.0,楠梓分局
ZN2647,大樓,楠梓區,金田里,高雄市楠梓區金和街199號(1-3層),3,4342.0,楠梓分局
ZN2648,大樓,楠梓區,金田里,高雄市楠梓區金富街1號(地下1層),1,1817.0,楠梓分局
ZN2649,大樓,楠梓區,中陽里,高雄市楠梓區朝明路20巷15號(地下1-3層),3,2614.0,楠梓分局
ZN2650,海科棧大樓,楠梓區,金田里,高雄市楠梓區金和街89號,1.2.3,4303.0,楠梓分局
GS0001,康庭大樓,岡山區,岡山里,高雄市岡山區岡山路172號,1,1576.0,岡山分局
GS0002,岡山國小,岡山區,平安里,高雄市岡山區柳橋東路36號,1,35.0,岡山分局
GS0003,竹圍國小,岡山區,竹圍里,高雄市岡山區大仁北路1號,1,1915.0,岡山分局
GS0004,岡山衛生所,岡山區,壽天里,高雄市岡山區公園路50號,1,484.0,岡山分局
GS0006,岡山郵局,岡山區,岡山里,高雄市岡山區民有路68號,1,1855.0,岡山分局
GS0007,新光人壽,岡山區,岡山里,高雄市岡山區岡山路339號,1,272.0,岡山分局
GS0008,大寶精密公司,岡山區,台上里,高雄市岡山區大寶街27號,1,81.0,岡山分局
GS0009,高雄市地政岡山所,岡山區,岡山里,高雄市岡山區岡山路341號,1,225.0,岡山分局
GS0010,光雄長安醫院,岡山區,岡山里,高雄市岡山區岡山路372號,1,240.0,岡山分局
GS0011,劉家修醫院,岡山區,岡山里,高雄市岡山區岡山路428號,1,255.0,岡山分局
GS0012,茵郡大樓,岡山區,竹圍里,高雄市岡山區竹圍東街199號,1,1111.0,岡山分局
GS0013,碧城大樓,岡山區,竹圍里,高雄市岡山區竹圍東街152巷26號,1,313.0,岡山分局
GS0014,藍波大樓,岡山區,後紅里,高雄市岡山區大德二路187號,1,78.0,岡山分局
GS0016,巨星大樓,岡山區,後紅里,高雄市岡山區大德三路9號,1,579.0,岡山分局
GS0017,岡山警察分局,岡山區,壽天里,高雄市岡山區壽天路10號,1,361.0,岡山分局
GS0018,陽光鎮大樓,岡山區,後紅里,高雄市岡山區大仁南路148號,1,568.0,岡山分局
GS0019,岡山農工,岡山區,壽天里,高雄市岡山區岡山路533號,1,227.0,岡山分局
GS0020,家闊天空大樓,岡山區,後紅里,高雄市岡山區大仁南路137巷10號,1,1463.0,岡山分局
GS0021,國寶大樓,岡山區,竹圍里,高雄市岡山區竹圍東街85號,1,1058.0,岡山分局
GS0022,開新大樓,岡山區,竹圍里,"高雄市岡山區竹圍東街 180號",1,585.0,岡山分局
GS0024,家慶團圓大樓,岡山區,竹圍里,高雄市岡山區竹圍南街71號,1,407.0,岡山分局
GS0025,四季富邑大樓,岡山區,竹圍里,"高雄市岡山區竹圍西街 48號",1,890.0,岡山分局
GS0026,向陽門地大樓,岡山區,竹圍里,高雄市岡山區竹圍西街276號,1,819.0,岡山分局
GS0034,岡山區農會,岡山區,岡山里,高雄市岡山區岡山路434號,1,1984.0,岡山分局
GS0094,岡山高中,岡山區,壽天里,高雄市岡山區壽天里公園路52號,1,639.0,岡山分局
GS0114,警悟禪寺,岡山區,維仁里,高雄市岡山區維仁里壽天路88號,1,447.0,岡山分局
GS0166,岡山國中,岡山區,後紅里,高雄市岡山區後紅里岡燕路238號,1,100.0,岡山分局
GS0195,葉盟熱處理,岡山區,灣裡里,高雄市岡山區灣裡里前峰路262巷5號,1,51.0,岡山分局
GS0203,台灣派頓,岡山區,為隨里,高雄市岡山區為隨東路50號,1,57.0,岡山分局
GS0232,後紅國小,岡山區,碧紅里,高雄市岡山區岡燕路2巷88號,1,66.0,岡山分局
GS0237,潮宇航太,岡山區,台上里,高雄市岡山區台上里嘉新東路100號,1,134.0,岡山分局
GS0276,保五總隊,岡山區,程香里,高雄市岡山區岡燕路387號,1,1167.0,岡山分局
GS0279,國泰人壽,岡山區,碧紅里,高雄市岡山區碧紅里中山北路28號,1,551.0,岡山分局
GS0287,高雄市政府文化局,岡山區,大遼里,高雄市岡山區大遼里岡山南路46號,1,1704.0,岡山分局
GS0289,惠川醫院,岡山區,岡山里,高雄市岡山區岡山路92號,1,1071.0,岡山分局
GS0294,綠洲大樓,岡山區,程香里,高雄市岡山區程香里華園路111號,1,644.0,岡山分局
GS0307,岡山火車站,岡山區,碧紅里,高雄市岡山區岡燕路115號,1,145.0,岡山分局
GS0316,殘障福利中心,岡山區,壽天里,高雄市岡山區壽天里公園東路131號,1,1082.0,岡山分局
GS0340,岡山農工-教學大樓,岡山區,岡山里,高雄市岡山區岡山路533號,1,2381.0,岡山分局
GS0346,岡山農工-教學大樓,岡山區,岡山里,高雄市岡山區岡山路533號,1,868.0,岡山分局
GS0352,"恆聚new star",岡山區,台上里,高雄市岡山區忠誠街219號,1,947.0,岡山分局
GS0353," 山景澤大樓",岡山區,台上里,高雄市岡山區大新街168號,1,1947.0,岡山分局
GS0354,恆聚大樓,岡山區,台上里,高雄市岡山區忠誠街209號,1,1555.0,岡山分局
GS0355,秀泰豐閣,岡山區,和平里,高雄市岡山區和平二街9號,1,2494.0,岡山分局
GS0356,達麗米樂,岡山區,大遼里,高雄市岡山區捷安路1巷2號,1,5464.0,岡山分局
GS0015,兆湘國小,岡山區,信義里,高雄市岡山區介壽路60號,1,533.0,岡山分局
GS0029,威辰大樓,岡山區,信義里,高雄市岡山區介壽路76號,1,222.0,岡山分局
GS0030,大福華城公寓,岡山區,協和里,高雄市岡山區後育英路168之1號,1,150.0,岡山分局
GS0032,名流世家大樓,岡山區,前峰里,"高雄市岡山區公園西路3段8 4巷27號",1,33.0,岡山分局
GS0045,玉都市大樓,岡山區,壽峰里,高雄市岡山區前峰路154巷10號,1,200.0,岡山分局
GS0112,中華電信岡山營業處,岡山區,信義里,高雄市岡山區信義里介壽路27號,1,64.0,岡山分局
GS0169,中華電信公司二維中心,岡山區,協榮里,高雄市岡山區介壽西路25號,1,331.0,岡山分局
GS0216,晉通公司,岡山區,本洲里,高雄市岡山區本洲里10鄰岡山北路120號,1,991.0,岡山分局
GS0236,福興公司,岡山區,本洲里,高雄市岡山區育才路88號,1,241.0,岡山分局
GS0262,華南永昌證卷,岡山區,前峰里,高雄市岡山區前峰里民族路88號,1,517.0,岡山分局
GS0269,仁壽社區發展協會,岡山區,仁壽里,高雄市岡山區仁壽里中華路68之5號,1,157.0,岡山分局
GS0311,興寬大樓,岡山區,後協里,高雄市岡山區後協里22鄰大義二路92號,1,915.0,岡山分局
GS0312,星座大樓,岡山區,後協里,高雄市岡山區後協里7鄰協德街2號,1,1166.0,岡山分局
GS0314,富麗天下大樓,岡山區,仁壽里,高雄市岡山區仁壽里公園西路3段163號,1,1665.0,岡山分局
GS0319,永富發大樓,岡山區,前峰里,高雄市岡山區前峰里公園西路3段100號一樓,1,399.0,岡山分局
GS0327,特新生活家大樓,岡山區,協榮里,高雄市岡山區久和路28號,1,522.0,岡山分局
GS0341,高雄市稅捐處,岡山區,仁壽里,高雄市岡山區仁壽里仁壽路53號,1,674.0,岡山分局
GS0347,前峰、壽豐里聯合活動中心,岡山區,壽峰里,高雄市岡山區壽峰里前峰路102號,1,236.0,岡山分局
GS0348,前峰國中,岡山區,信義里,高雄市岡山區信義里11鄰樹人路1號,1,544.0,岡山分局
GS0349,佛光山岡山講堂,岡山區,仁壽里,高雄市岡山區仁壽里中華路116號,1,986.0,岡山分局
GS0023,東昇紙廠,岡山區,嘉興里,高雄市岡山區嘉興里嘉華路47號,1,107.0,岡山分局
GS0128,元鴻工司,岡山區,嘉興里,高雄市岡山區嘉興里嘉興路641號,1,799.0,岡山分局
GS0204,信盛精工公司,岡山區,潭底里,高雄市岡山區潭底路301號,1,570.0,岡山分局
GS0299,燁聯鋼鐵,岡山區,嘉興里,高雄市岡山區嘉興里興隆街600號,1,2092.0,岡山分局
GS0318,嘉興國中,岡山區,嘉興里,高雄市岡山區嘉興里信中街486號,1,784.0,岡山分局
GS0323,中鴻鋼鐵,岡山區,嘉興里,高雄市岡山區嘉興里興隆街576號,1,74.0,岡山分局
GS0329,嘉興國小,岡山區,嘉興里,高雄市岡山區嘉興路322號,1,342.0,岡山分局
GS0339,朝友公司,岡山區,大莊里,高雄市岡山區大莊里5鄰聖得路1號,1,582.0,岡山分局
QT0002,中鴻公司,岡山區,芋寮里,橋頭區芋寮路301號,1,60.0,岡山分局
QT0007,橋頭中華電信,岡山區,橋頭里,橋頭區成功路235號,1,557.0,岡山分局
QT0008,中鴻公司,岡山區,芋寮里,橋頭區芋寮路301號,1,91.0,岡山分局
QT0022,燁輝鋼鐵公司,岡山區,芋寮里,橋頭區芋寮路296號,1,205.0,岡山分局
QT0023,高苑工商,岡山區,東林里,高雄市橋頭區東林里芋寮路1號,1,1250.0,岡山分局
QT0024,久陽精密公司,岡山區,西林里,橋頭區芋林路311號,1,103.0,岡山分局
QT0029,南六公司,岡山區,筆秀里,橋頭區筆秀路88號,1,61.0,岡山分局
QT0030,中鴻鋼鐵公司,岡山區,芋寮里,橋頭區芋寮路317號,1,488.0,岡山分局
QT0032,橋頭區公所,岡山區,橋頭里,橋頭區隆豐路1號,1,619.0,岡山分局
QT0033,橋頭區農會倉庫,岡山區,橋南里,橋頭區橋南路90號,1,416.0,岡山分局
QT0034,聯鐵企業,岡山區,中崎里,橋頭區中崎路36號,1,68.0,岡山分局
QT0035,欣建工業公司,岡山區,西林里,橋頭區芋林路301號,1,598.0,岡山分局
QT0036,代迪旅社,岡山區,橋頭里,橋頭區成功路57號,1,206.0,岡山分局
QT0037,海華鋼鐵公司,岡山區,西林里,橋頭區西林路149號,1,72.0,岡山分局
QT0038,鑫陽鋼鐵公司,岡山區,芋寮里,橋頭區芋寮路297號,1,706.0,岡山分局
QT0039,燁輝鋼鐵公司,岡山區,芋寮里,橋頭區芋寮路296之2號,1,1717.0,岡山分局
QT0041,福星大樓,岡山區,仕豐里,橋頭區仕豐路146之30號,1,2127.0,岡山分局
QT0043,陽光大廈,岡山區,德松里,橋頭區德松路18之1號,1,384.0,岡山分局
QT0044,家和天下大樓,岡山區,白樹里,橋頭區美德街119號,1,1621.0,岡山分局
QT0046,橋星大樓,岡山區,仕豐里,橋頭區仕豐南路100號,1,1200.0,岡山分局
QT0047,高雄大地大樓,岡山區,仕和里,橋頭區南溝路金福二巷39號,1,1609.0,岡山分局
QT0049,高橋町大樓,岡山區,白樹里,橋頭區樹德路24號,1,666.0,岡山分局
QT0051,橋頭國小,岡山區,橋頭里,橋頭區樹德路200號,1,1924.0,岡山分局
QT0052,橋頭國中,岡山區,橋頭里,橋頭區新興路70號,1,678.0,岡山分局
QT0058,橋頭區農會,岡山區,仕隆里,橋頭區隆豐路121號,1,609.0,岡山分局
QT0054,太子鎮,岡山區,新莊里,高雄市橋頭區新莊里橋新環路207號,1,3506.0,岡山分局
QT0055,橋頭地方檢察署,岡山區,新莊里,高雄市橋頭區新莊里經武路868號,1,3650.0,岡山分局
QT0056,橋頭地方法院,岡山區,新莊里,高雄市橋頭區經武路911號,1,6813.0,岡山分局
QT0057,橋頭地院宿舍,岡山區,新莊里,高雄市橋頭區新中五街23號,1,979.0,岡山分局
QT0058,龍騰鑫市鎮大樓,岡山區,新莊里,高雄市橋頭區經武路1130巷111號,1,2989.0,岡山分局
QT0059,鼎宇森之丘,岡山區,新莊里,高雄市橋頭區橋新七路5號,1,2724.0,岡山分局
YC0002,燕巢圖書館,岡山區,西燕里,高雄市燕巢區中民路592號,1,172.0,岡山分局
YC0005,安招活動中心,岡山區,安招里,高雄市燕巢區安南路1號,1,75.0,岡山分局
YC0009,台灣電力公司,岡山區,安招里,高雄市燕巢區安招里安招路643號,1,14.0,岡山分局
YC0010,正隆公司,岡山區,安招里,高雄市燕巢區中安路130號,1,374.0,岡山分局
YC0012,民宅(憶茶亭),岡山區,南燕里,高雄市燕巢區中民路655號,1,17.0,岡山分局
YC0014,燕巢農會,岡山區,南燕里,高雄市燕巢區南燕里中民路577號,1,683.0,岡山分局
YC0016,泰山彈簧,岡山區,瓊林里,高雄市燕巢區瓊林里瓊林路1005號,1,95.0,岡山分局
YC0023,台灣電力公司-燕巢所,岡山區,西燕里,高雄市燕巢區西燕里中華路106號,1,150.0,岡山分局
YC0025,中華電信公司-燕巢,岡山區,西燕里,高雄市燕巢區中西路199號,1,493.0,岡山分局
YC0031,燕巢多元照顧中心,岡山區,南燕里,高雄市燕巢區南燕里中興路431號,1,184.0,岡山分局
YC0039,三和製粉,岡山區,瓊林里,高雄市燕巢區瓊林里安招路1068號,1,99.0,岡山分局
YC0044,裕鐵公司,岡山區,安招里,高雄市燕巢區安招里安招路639號,1,486.0,岡山分局
YC0047,麗景大樓,岡山區,南燕里,高雄市燕巢區南燕里中民路707巷7號,1,532.0,岡山分局
YC0057,燕巢國小,岡山區,東燕里,高雄市燕巢區中華路177號,1,684.0,岡山分局
YC0001,亨昌鐵材,岡山區,鳳雄里,高雄市燕巢區鳳旗路300號,1,155.0,岡山分局
YC0015,強安橡膠,岡山區,角宿里,高雄市燕巢區四林路122號,1,369.0,岡山分局
YC0019,萬機鋼鐵工業,岡山區,角宿里,高雄市燕巢區安新路360號,1,334.0,岡山分局
YC0026,士昌公司,岡山區,角宿里,高雄市燕巢區四林路123號,1,97.0,岡山分局
YC0027,長潤工業,岡山區,角宿里,高雄市燕巢區四林路124號,1,49.0,岡山分局
YC0028,新鷹精器,岡山區,角宿里,高雄市燕巢區四林路134號,1,202.0,岡山分局
YC0029,富立交通器材,岡山區,角宿里,高雄市燕巢區四林路106號,1,86.0,岡山分局
YC0032,燁輝企業,岡山區,角宿里,高雄市燕巢區中安路600號,1,117.0,岡山分局
YC0033,建誌鋼鐵,岡山區,角宿里,高雄市燕巢區四林路116號,1,66.0,岡山分局
YC0035,長昱興業,岡山區,角宿里,高雄市燕巢區四林路121巷26號,1,121.0,岡山分局
YC0042,燕巢農會果菜市場,岡山區,鳳雄里,高雄市燕巢區鳳雄里角宿路488號,1,231.0,岡山分局
YC0051,第一科技大學,岡山區,鳳雄里,高雄市燕巢區大學路1號,1,848.0,岡山分局
YC0052,第一科技大學-教學大樓,岡山區,鳳雄里,高雄市燕巢區大學路1號,1,1244.0,岡山分局
YC0064,南六企業公司,岡山區,角宿里,高雄市燕巢區角宿里四林路108號,1,124.0,岡山分局
YC0020,高雄第二監獄,岡山區,橫山里,高雄市燕巢區橫山里正德新村1號,1,445.0,岡山分局
YC0024,仁愛之家,岡山區,深水里,高雄市燕巢區深水路1號,1,199.0,岡山分局
YC0034,台電燕巢倉庫,岡山區,深水里,高雄市燕巢區深水里臥牛巷5號,1,240.0,岡山分局
YC0036,泰成粉廠,岡山區,橫山里,高雄市燕巢區橫山里橫山路75號,1,778.0,岡山分局
YC0048,陽明中學,岡山區,橫山里,高雄市燕巢區橫山里正德新村6號,1,1200.0,岡山分局
YC0049,高雄二監宿舍,岡山區,橫山里,高雄市燕巢區橫山里正德新村12號,1,178.0,岡山分局
YC0050,沐恩之家,岡山區,橫山里,高雄市燕巢區橫山里正德新村4號,1,272.0,岡山分局
YC0054,國立高雄師範大學,岡山區,深水里,高雄市燕巢區深水里深中路62號,1,1492.0,岡山分局
YC0055,樹德科技大學,岡山區,橫山里,高雄市燕巢區橫山里橫山路59號,1,1583.0,岡山分局
YC0061,靜和醫院,岡山區,深水里,高雄市燕巢區深水里深水路3之20號,1,2688.0,岡山分局
YC0065,國立高雄科技大學,岡山區,深水里,高雄市燕巢區深水村9鄰深中路58號,1,998.0,岡山分局
ZG0001,梓官區公所,岡山區,梓義里,高雄市梓官區梓信里梓官路258號,1,113.0,岡山分局
ZG0004,台電變電所-梓官,岡山區,同安里,高雄市梓官區大舍東路293號,1,130.0,岡山分局
ZG0005,梓官區郵局,岡山區,梓義里,高雄市梓官區安厝里中崙路260號,1,125.0,岡山分局
ZG0007,梓官衛生所,岡山區,梓信里,高雄市梓官區梓信里公館路45號,1,89.0,岡山分局
ZG0009,梓官教會,岡山區,梓義里,高雄市梓官區梓義里14鄰進學路80號,1,88.0,岡山分局
ZG0010,梓官電信公司,岡山區,梓和里,高雄市梓官區梓和里和平路220巷40號,1,74.0,岡山分局
ZG0011,吉峰電機,岡山區,梓信里,高雄市梓官區梓信里信德街6號,1,81.0,岡山分局
ZG0014,技峰公司,岡山區,梓信里,高雄市梓官區梓信里信德路12號,1,67.0,岡山分局
ZG0015,梓官國小,岡山區,梓和里,高雄市梓官區進學路61號,1,535.0,岡山分局
ZG0016,昱香公司,岡山區,梓信里,高雄市梓官區梓信里信德街17號,1,168.0,岡山分局
ZG0017,梓官區農會,岡山區,梓義里,高雄市梓官區中崙路316號,1,363.0,岡山分局
ZG0002,天順木業工司,岡山區,典寶里,高雄市梓官區典寶里嘉展路152號,1,61.0,岡山分局
ZG0003,蚵寮基督教會,岡山區,禮蚵里,高雄市梓官區禮蚵里光明路152號,1,88.0,岡山分局
ZG0006,茄典基督教會,岡山區,茄苳里,高雄市梓官區茄苳里嘉展路467之1號,1,115.0,岡山分局
ZG0008,堃霖冷凍公司,岡山區,赤崁里,高雄市梓官區赤崁里赤崁北路336號,1,118.0,岡山分局
ZG0012,梓官區漁會,岡山區,信蚵里,高雄市梓官區信蚵里漁港二路32號,1,288.0,岡山分局
ZG0013,全聯超市-梓官,岡山區,信蚵里,高雄市梓官區信蚵里中正路77號,1,904.0,岡山分局
MT0003,彌陀區公所,岡山區,彌仁里,高雄市彌陀區中華路4號,1,223.0,岡山分局
MT0004,彌陀菜市場,岡山區,彌陀里,高雄市彌陀區中華路55號,1,840.0,岡山分局
MT0005,彌陀農會,岡山區,彌仁里,高雄市彌陀區中華路2號,1,155.0,岡山分局
MT0006,彌陀郵局,岡山區,彌陀里,高雄市彌陀區中正路7號,1,174.0,岡山分局
MT0007,冠泰家具,岡山區,鹽埕里,高雄市彌陀區鹽埕大路231號,1,82.0,岡山分局
MT0008,彌陀圖書館,岡山區,漯底里,高雄市彌陀區四維路1之1號,1,141.0,岡山分局
MT0009,興台實業,岡山區,南寮里,高雄市彌陀區新莊路107號,1,120.0,岡山分局
MT0014,鼎新工業,岡山區,鹽埕里,高雄市彌陀區產業路172號,1,184.0,岡山分局
MT0002,辰悅公司,岡山區,文安里,高雄市彌陀區文安里文安路154號,1,40.0,岡山分局
YA0001,晴綺光學公司,岡山區,維新里,高雄市永安區維新里永工二路19號,1,40.0,岡山分局
YA0002,聖輝公司,岡山區,維新里,高雄市永安區維新里永工一路15號,1,54.0,岡山分局
YA0003,高立熱處理公司,岡山區,維新里,高雄市永安區維新里永工二路21號,1,60.0,岡山分局
YA0004,鑽石公司,岡山區,維新里,高雄市永安區維新村永工三路18號,1,68.0,岡山分局
YA0005,卜蜂集團,岡山區,維新里,高雄市永安區維新村永工二路7號,1,394.0,岡山分局
YA0007,誠泰交通,岡山區,維新里,高雄市永安區維新里永工二路16號,1,40.0,岡山分局
YA0008,誼榮鋼鐵公司,岡山區,維新里,高雄市永安區維新里永工三路8號,1,110.0,岡山分局
YA0010,高興昌鋼鐵,岡山區,維新里,高雄市永安區維新里13鄰永工一路6號,1,179.0,岡山分局
YA0012,新澔豐通運公司,岡山區,維新里,高雄市永安區維新里永工九路3號,1,25.0,岡山分局
YA0013,海華鋼鐵二廠,岡山區,維新里,高雄市永安區永工二路22號,1,137.0,岡山分局
YA0014,照明志公司,岡山區,維新里,高雄市永安區維新里13鄰永工九路2號,1,56.0,岡山分局
YA0015,海華綱鐵一廠,岡山區,維新里,高雄市永安區維新里永工五路7號,1,409.0,岡山分局
YA0018,王冠鋁業,岡山區,維新里,高雄市永安區維新里永工一路19號,1,464.0,岡山分局
YA0019,慶圖金屬公司,岡山區,維新里,高雄市永安區維新里永工三路2號,1,81.0,岡山分局
YA0020,春星公司,岡山區,維新里,高雄市永安區永工三路13號,1,106.0,岡山分局
YA0021,信元實業,岡山區,維新里,高雄市永安區維新里永工五路3號,1,95.0,岡山分局
YA0023,王冠鋁業,岡山區,維新里,高雄市永安區永工一路19號,1,157.0,岡山分局
YA0024,國精化工,岡山區,維新里,高雄市永安區永工一路3號,1,60.0,岡山分局
YA0025,鳳山木業公司,岡山區,維新里,高雄市永安區維新里永工三路3號,1,543.0,岡山分局
YA0026,昀辰公司,岡山區,維新里,高雄市永安區永工一路11號,1,50.0,岡山分局
YA0028,煜盛企業,岡山區,維新里,高雄市永安區永安維新村永工九路6號,1,90.0,岡山分局
YA0029,美和實業,岡山區,維新里,高雄市永安區維新里永工三路15號,1,354.0,岡山分局
YA0030,全瑨化工,岡山區,維新里,高雄市永安區維新村永工三路7號,1,75.0,岡山分局
YA0032,衛普實業,岡山區,維新里,高雄市永安區維新里永工三路6號,1,107.0,岡山分局
YA0033,關西塗料公司,岡山區,維新里,高雄市永安區永工二路6號,1,583.0,岡山分局
YA0035,衛普實業,岡山區,維新里,高雄市永安區永安工業區永工三路4號,1,390.0,岡山分局
YA0036,聚惠公司,岡山區,維新里,高雄市永安區維新里永工一路10號,1,57.0,岡山分局
YA0037,勝一化工,岡山區,維新里,高雄市永安區維新里永工一路5號,1,426.0,岡山分局
YA0038,首帝公司,岡山區,維新里,高雄市永安區永工三路13號,1,91.0,岡山分局
YA0039,全瑨化工,岡山區,維新里,高雄市永安區維新村永工三路7號,1,101.0,岡山分局
YA0042,美和實業,岡山區,維新里,高雄市永安區永工三路15號,1,749.0,岡山分局
YA0044,雄順金屬,岡山區,保安里,高雄市永安區保寧里保興二路10號,1,45.0,岡山分局
YA0046,中油天然液化廠,岡山區,新港里,高雄市永安區新港里新興路1之20號,1,155.0,岡山分局
YA0047,遠東氣體工業公司,岡山區,新港里,高雄市永安區新港里新興路1之21號,1,55.0,岡山分局
YA0048,永安區農會,岡山區,永安里,高雄市永安區永安里永安路34號,1,221.0,岡山分局
YA0049,冠豪冷凍,岡山區,維新里,高雄市永安區維新里永工三路9號,1,102.0,岡山分局
YA0050,興達電廠,岡山區,新港里,高雄市永安區興達路6號,1,524.0,岡山分局
YA0051,大立工業,岡山區,維新里,高雄市永安區維新里永工三路9號,1,588.0,岡山分局
NM0002,觀亭市場,內門區,觀亭里,高雄市內門區觀亭村中正路115巷1號,1,221.0,旗山分局
NM0004,合作金庫,內門區,"22.72472,120.296664",高雄市內門區觀亭里南屏路148號,1,321.0,旗山分局
NM0005,實踐設計管理學院,內門區,內南里,高雄市內門區內南里菜園頂9號,1,1084.0,旗山分局
NM0006,實踐設計管理學院,內門區,內南里,高雄市內門區內南里菜園頂9號,1,818.0,旗山分局
NM0007,紫竹寺香客大樓,內門區,"22.72472,120.296664",高雄市內門區中正路115巷18之5號,1,1995.0,旗山分局
NM0008,紫竹寺圖書館,內門區,"22.72472,120.296664",高雄市內門區中正路115巷18之5號,1,68.0,旗山分局
NM0001,內門區公所,內門區,內門里,高雄市內門區內門村內門20號,1,222.0,旗山分局
JX0001,和安里活動中心,甲仙區,和安里,甲仙區中山路56號,1,139.0,旗山分局
JX0002,甲仙郵局,甲仙區,西安里,高雄市甲仙區林森路44號,1,101.0,旗山分局
JX0003,碧宮旅社,甲仙區,東安里,高雄市甲仙區東安里文化南路18號,1,66.0,旗山分局
JX0004,老人活動中心,甲仙區,和安里,高雄市甲仙區中正路99巷12號,1,61.0,旗山分局
JX0005,甲仙區公所,甲仙區,"22.727872,120.301462",高雄市甲仙區和安里中山路50號,1,242.0,旗山分局
JX0006,台電服務所,甲仙區,和安里,高雄市甲仙區文化路129號,1,147.0,旗山分局
SL0001,杉林區公所,杉林區,上平里,高雄市杉林區上平里山仙路6號,1,173.0,旗山分局
QS0001,第一銀行,旗山區,湄洲里,高雄市旗山區中山路120號,1,143.0,旗山分局
QS0002,彰化銀行,旗山區,湄洲里,高雄市旗山區中山路102號,1,187.0,旗山分局
QS0003,台電大樓,旗山區,太平里,高雄市旗山區旗南一路57號,1,85.0,旗山分局
QS0004,國稅局,旗山區,湄洲里,高雄市旗山區華中街3之1號,1,198.0,旗山分局
QS0005,轉運站(南站),旗山區,大德里,高雄市旗山區大德里大同街23號,1,341.0,旗山分局
QS0007,民宅,旗山區,三協里,高雄市旗山區三協里旗南一路168之2號,1,56.0,旗山分局
QS0008,民宅,旗山區,三協里,高雄市旗山區三協里旗南一路168之1號,1,16.0,旗山分局
QS0010,民宅,旗山區,大德里,高雄市旗山區延平一路688巷6號,1,24.0,旗山分局
QS0011,民宅,旗山區,大德里,高雄市旗山區延平一路688巷4號,1,25.0,旗山分局
QS0012,民宅,旗山區,湄洲里,高雄市旗山區延平一路591巷40弄10號,1,33.0,旗山分局
QS0013,台灣菸酒公司,旗山區,永和里,高雄市旗山區永和里旗甲路一段146號,1,401.0,旗山分局
QS0014,民宅,旗山區,永和里,高雄市旗山區永和里志航街10號,1,30.0,旗山分局
QS0015,民宅,旗山區,大德里,高雄市旗山區大德里中山路38號,1,22.0,旗山分局
QS0016,旗山報業營業處,旗山區,大德里,高雄市旗山區復新街24號,1,26.0,旗山分局
QS0017,民宅,旗山區,大德里,高雄市旗山區復新街22號,1,25.0,旗山分局
QS0020,民宅,旗山區,竹峰里,高雄市旗山區文中路98號,1,11.0,旗山分局
QS0021,旗山郵局,旗山區,"22.72652329,120.299658580821",高雄市旗山區延平一路690號,1,942.0,旗山分局
QS0022,民宅,旗山區,湄洲里,高雄市旗山區延平一路534之1號,1,51.0,旗山分局
