類別,編號,里別,防空避難設備地址,Location,地下層數位址,可容納人數,備註
一般建築,D0519,西山里,高雄市前鎮區西山里一心二路15號,"22.610337,120.312226",1,487.0,
一般建築,D0520,西山里,高雄市前鎮區西山里一心二路47之1號,"22.611221,120.310218",3,4225.0,
一般建築,D0521,西山里,高雄市前鎮區西山里一德路33號,"22.610137,120.308182",2,1600.0,
一般建築,D0522,西山里,高雄市前鎮區西山里一德路41號,"22.609966,120.308401",1,94.0,
一般建築,D0523,西山里,高雄市前鎮區西山里修文一街29號,"22.611077,120.30816",1,227.0,
一般建築,D0524,西山里,高雄市前鎮區西山里聖德二街10號,"22.609228,120.3108",2,1017.0,
一般建築,D0525,西山里,高雄市前鎮區西山里聖德二街7號,"22.609548,120.311314",1,193.0,
一般建築,D0526,西甲里,高雄市前鎮區西甲里一心二路119號,"22.612017,120.308468",1,600.0,
一般建築,D0527,西甲里,高雄市前鎮區西甲里一心二路11號,"22.610257,120.312445",1,158.0,
一般建築,D0528,西甲里,高雄市前鎮區西甲里一心二路128號,"22.612223,120.308932",1,1242.0,
一般建築,D0529,西甲里,高雄市前鎮區西甲里一心二路157號,"22.612304,120.307822",2,715.0,
一般建築,D0530,西甲里,高雄市前鎮區西甲里一心二路21號,"22.610453,120.311898",2,1396.0,
一般建築,D0531,西甲里,高雄市前鎮區西甲里一心二路252號,"22.613686,120.305555",3,1226.0,
一般建築,D0532,西甲里,高雄市前鎮區西甲里一心二路25號,"22.610624,120.311663",2,617.0,
一般建築,D0533,西甲里,高雄市前鎮區西甲里一心二路26號,"22.610816,120.31215",1,1756.0,
一般建築,D0534,西甲里,高雄市前鎮區西甲里一心二路33號,"22.610785,120.311288",2,987.0,
一般建築,D0535,西甲里,高雄市前鎮區西甲里一心二路34號,"22.610893,120.311877",1,2336.0,
一般建築,D0536,西甲里,高雄市前鎮區西甲里一心二路35號,"22.610855,120.311125",1,249.0,
一般建築,D0537,西甲里,高雄市前鎮區西甲里一心二路45號,"22.611031,120.310798",1,384.0,
一般建築,D0538,西甲里,高雄市前鎮區西甲里滇池街34號,"22.611242,120.306772",1,161.0,
政府機關,D0539,良和里,高雄市前鎮區良和里中山三路132號,"22.605841,120.308589",1,2720.0,
一般建築,D0540,良和里,高雄市前鎮區良和里滇池街44巷10之1號,"22.611456,120.306942",1,233.0,
一般建築,D0541,良和里,高雄市前鎮區良和里管仲路20號,"22.606328,120.31228",2,2198.0,
一般建築,D0542,忠孝里,高雄市前鎮區忠孝里三多二路423號,"22.617591,120.316055",1,129.0,
一般建築,D0543,忠孝里,高雄市前鎮區忠孝里三多二路427號,"22.617507,120.315907",3,1670.0,
一般建築,D0544,忠孝里,高雄市前鎮區忠孝里廣西路251號,"22.615082,120.315101",4,4414.0,
一般建築,D0545,忠孝里,高雄市前鎮區忠孝里廣西路398號,"22.615074,120.31099",1,112.0,
一般建築,D0546,忠孝里,高雄市前鎮區忠孝里廣西路435號,"22.614671,120.309916",1,238.0,
一般建築,D0547,忠孝里,高雄市前鎮區忠孝里廣西路478號,"22.614449,120.308479",1,146.0,
一般建築,D0548,忠孝里,高雄市前鎮區忠孝里廣西路512號,"22.614201,120.307602",2,1052.0,
一般建築,D0549,忠純里,高雄市前鎮區忠純里成功二路72號,"22.602484,120.302443",1,38388.0,
一般建築,D0550,忠純里,高雄市前鎮區忠純里成功二路88號,"22.604786,120.301885",4,9136.0,
一般建築,D0551,忠純里,高雄市前鎮區忠純里成功二路8之3號,"22.600619,120.303173",2,3686.0,
一般建築,D0552,明正里,高雄市前鎮區明正里明道北街27號,"22.581733,120.326531",1,641.0,
一般建築,D0553,明正里,高雄市前鎮區明正里草衙二路251號,"22.57584851,120.324688496181",1,1009.0,
一般建築,D0554,明正里,高雄市前鎮區明正里草衙二路273號,"22.576008,120.324423",1,1326.0,
一般建築,D0555,明孝里,高雄市前鎮區明孝里國光路134號,"22.570594,120.323352",1,380.0,
一般建築,D0556,明孝里,高雄市前鎮區明孝里國光路149號,"22.569944,120.322929",1,808.0,
一般建築,D0557,明孝里,高雄市前鎮區明孝里國光路25號,"22.571719,120.325351",1,924.0,
一般建築,D0558,明孝里,高雄市前鎮區明孝里國光路48號,"22.571812,120.325069",1,844.0,
一般建築,D0559,明孝里,高雄市前鎮區明孝里國光路5號,"22.571936,120.325737",1,694.0,
一般建築,D0560,明孝里,高雄市前鎮區明孝里國光路80號,"22.571126,120.324106",1,63.0,
一般建築,D0561,明孝里,高雄市前鎮區明孝里國光路85號,"22.570941,120.324271",1,265.0,
一般建築,D0562,明孝里,高雄市前鎮區明孝里新生路248之5號,"22.576879,120.318167",1,40597.0,
一般建築,D0563,明孝里,高雄市前鎮區明孝里新生路646號,"22.57017,120.321597",1,3509.0,
一般建築,D0564,明孝里,高雄市前鎮區明孝里新生路802號,"22.569369,120.322283",1,1313.0,
政府機關,D0565,明孝里,高雄市前鎮區明孝里漁港中一路2號,"22.572202,120.31658",2,5715.0,
政府機關,D0566,明孝里,高雄市前鎮區明孝里漁港北一路1號,"22.571546,120.310939",1,1593.0,
一般建築,D0567,明孝里,高雄市前鎮區明孝里漁港北一路66號,"22.575105,120.315884",1,155.0,
一般建築,D0568,前鎮里,"高雄市前鎮區前鎮里前鎮街 82號","22.5888031,120.306481325018",3,4318.0,
一般建築,D0569,前鎮里,高雄市前鎮區前鎮里新福路19號,"22.58109,120.31619",1,597.0,
一般建築,D0570,建隆里,高雄市前鎮區建隆里中華五路1287號,"22.607099,120.303701",3,4278.0,
一般建築,D0571,建隆里,高雄市前鎮區建隆里復興三路62號,"22.606344,120.305916",3,3799.0,
一般建築,D0572,振興里,"高雄市前鎮區振興里中山二路 208號","22.611388,120.305983",1,270.0,
一般建築,D0573,振興里,高雄市前鎮區振興里中山二路192號,"22.610979,120.305965",3,1024.0,
一般建築,D0574,振興里,高雄市前鎮區振興里中山二路199號,"22.610513,120.305466",5,1668.0,
一般建築,D0575,振興里,高雄市前鎮區振興里中山二路1號,"22.607315,120.306742",3,2495.0,
一般建築,D0576,振興里,高雄市前鎮區振興里中山二路208號,"22.611388,120.305983",5,2267.0,
一般建築,D0577,振興里,高雄市前鎮區振興里中山二路22號,"22.608319,120.30703",5,1278.0,
一般建築,D0578,振興里,高雄市前鎮區振興里中山二路2號,"22.60773,120.307321",6,2112.0,
一般建築,D0579,振興里,高雄市前鎮區振興里中山二路91號,"22.609299,120.305971",3,3862.0,
一般建築,D0580,振興里,高雄市前鎮區振興里中華五路1320號,"22.60696209,120.304719225018",1,284.0,
一般建築,D0581,振興里,高雄市前鎮區振興里中華五路1425號,"22.609248,120.303471",2,1698.0,
一般建築,D0582,振興里,高雄市前鎮區振興里中華五路1433號,"22.609634,120.303299",3,2367.0,
一般建築,D0583,振興里,高雄市前鎮區振興里中華五路1461號,"22.610099,120.303102",3,1234.0,
一般建築,D0584,振興里,高雄市前鎮區振興里中華五路768號,"22.605087,120.305628",3,5785.0,
一般建築,D0585,振興里,高雄市前鎮區振興里中華五路939巷68號,"22.599997,120.30417",1,12213.0,
一般建築,D0586,振興里,高雄市前鎮區振興里中華五路943號,"22.60085,120.306541",1,21287.0,
一般建築,D0587,振興里,高雄市前鎮區振興里林森四路166號,"22.609127,120.302984",1,676.0,
一般建築,D0588,振興里,高雄市前鎮區振興里林森四路189號,"22.609431,120.302092",6,3485.0,
一般建築,D0589,振興里,高雄市前鎮區振興里啟聖街80號,"22.607576,120.302054",3,2217.0,
一般建築,D0590,振興里,高雄市前鎮區振興里新光路1號,"22.611751,120.305053",7,5327.0,
一般建築,D0591,振興里,高雄市前鎮區振興里新光路33號,"22.611165,120.303467",7,22887.0,
圖書館,D0592,振興里,高雄市前鎮區振興里新光路61號,"22.610275,120.301783",1,12849.0,
一般建築,D0593,草衙里,高雄市前鎮區草衙里天后街4號,"22.572353,120.322791",1,187.0,
一般建築,D0594,草衙里,高雄市前鎮區草衙里天后街53號,"22.571355,120.321772",1,1136.0,
一般建築,D0595,草衙里,高雄市前鎮區草衙里天后街72號,"22.571071,120.321057",1,320.0,
一般建築,D0596,草衙里,高雄市前鎮區草衙里天倫街12號,"22.571491,120.324147",1,512.0,
一般建築,D0597,草衙里,高雄市前鎮區草衙里天倫街130號,"22.573865,120.322028",1,339.0,
一般建築,D0598,草衙里,高雄市前鎮區草衙里天倫街135號,"22.57373,120.321817",1,668.0,
一般建築,D0599,草衙里,高雄市前鎮區草衙里天倫街138號,"22.57402,120.321906",1,374.0,
一般建築,D0600,草衙里,高雄市前鎮區草衙里天倫街162號,"22.574601,120.321364",1,2105.0,
一般建築,D0601,草衙里,高雄市前鎮區草衙里天倫街21號,"22.571414,120.323853",1,753.0,
一般建築,D0602,草衙里,高雄市前鎮區草衙里天倫街37號,"22.571649,120.32364",1,220.0,
一般建築,D0603,草衙里,高雄市前鎮區草衙里天倫街70號,"22.572592,120.323094",1,820.0,
一般建築,D0604,草衙里,高雄市前鎮區草衙里天倫街85號,"22.572735,120.322675",1,498.0,
一般建築,D0605,草衙里,高雄市前鎮區草衙里天倫街87巷19號,"22.572403,120.322233",1,1224.0,
一般建築,D0606,草衙里,高雄市前鎮區草衙里后平路107號,"22.57198171,120.321616725017",1,144.0,
一般建築,D0607,草衙里,高雄市前鎮區草衙里后平路120巷13號,"22.572478,120.321972",1,157.0,
一般建築,D0608,草衙里,高雄市前鎮區草衙里后平路87號,"22.571427,120.321972",1,779.0,
一般建築,D0609,草衙里,高雄市前鎮區草衙里后安路263號,"22.572054,120.320746",1,263.0,
一般建築,D0610,草衙里,高雄市前鎮區草衙里佛中路66號,"22.571726,120.322554",2,794.0,
一般建築,D0611,草衙里,高雄市前鎮區草衙里佛中路68號,"22.571674,120.322496",2,802.0,
一般建築,D0612,草衙里,高雄市前鎮區草衙里佛公路197號,"22.574735,120.321825",1,403.0,
一般建築,D0613,草衙里,高雄市前鎮區草衙里佛公路31號,"22.571957,120.324282",1,1513.0,
一般建築,D0614,草衙里,高雄市前鎮區草衙里佛公路93號,"22.572662,120.323605",1,1143.0,
一般建築,D0615,草衙里,高雄市前鎮區草衙里佛西街76號,"22.571369,120.321138",1,454.0,
一般建築,D0616,草衙里,高雄市前鎮區草衙里佛佑路208號,"22.575617,120.323083",1,195.0,
一般建築,D0617,草衙里,高雄市前鎮區草衙里佛佑路25號,"22.573111,120.3248",1,174.0,
一般建築,D0618,草衙里,高雄市前鎮區草衙里佛佑路3號,"22.572634,120.3252",1,1134.0,
一般建築,D0619,草衙里,高雄市前鎮區草衙里佛佑路5號,"22.572669,120.325177",1,1347.0,
一般建築,D0620,草衙里,高雄市前鎮區草衙里佛東路87號,"22.576149,120.323657",1,167.0,
一般建築,D0621,草衙里,高雄市前鎮區草衙里佛南街88號,"22.570889,120.324743",1,205.0,
一般建築,D0622,草衙里,高雄市前鎮區草衙里佛南街94號,"22.570789,120.324723",1,205.0,
一般建築,D0623,草衙里,高雄市前鎮區草衙里佛道路58號,"22.575493,120.323323",1,152.0,
一般建築,D0624,草衙里,高雄市前鎮區草衙里佛德街189號,"22.574311,120.320665",1,183.0,
一般建築,D0625,草衙里,高雄市前鎮區草衙里草衙中街19號,"22.577369,120.321738",1,167.0,
一般建築,D0626,草衙里,高雄市前鎮區草衙里草衙中街59號,"22.577746,120.321252",1,184.0,
一般建築,D0627,盛興里,高雄市前鎮區盛興里一心二路228號,"22.613493,120.305936",7,1959.0,
一般建築,D0628,盛興里,高雄市前鎮區盛興里三多三路139號,"22.615776,120.310548",3,1791.0,
一般建築,D0629,盛興里,高雄市前鎮區盛興里三多三路149號,"22.615648,120.310249",1,163.0,
一般建築,D0630,盛興里,高雄市前鎮區盛興里三多三路215號,"22.614276,120.30614",2,237.0,
商場,D0631,盛興里,高雄市前鎮區盛興里三多三路217號,"22.614117,120.305916",5,4389.0,
一般建築,D0632,盛興里,高雄市前鎮區盛興里三多三路83號,"22.616088,120.311544",3,2181.0,
一般建築,D0633,盛興里,高雄市前鎮區盛興里大禹街5號,"22.613391,120.309272",2,4475.0,
一般建築,D0634,盛興里,高雄市前鎮區盛興里林森三路110號,"22.612677,120.308413",1,287.0,
一般建築,D0635,盛興里,高雄市前鎮區盛興里林森三路192巷10號,"22.61492,120.309181",1,86.0,
一般建築,D0636,盛興里,高雄市前鎮區盛興里林森三路193巷15號,"22.614463,120.307959",1,198.0,
一般建築,D0637,盛興里,高雄市前鎮區盛興里林森三路94號,"22.612168,120.308176",1,296.0,
一般建築,D0638,盛興里,高雄市前鎮區盛興里南天街111號,"22.61369109,120.306925267346",2,1817.0,
一般建築,D0639,盛興里,高雄市前鎮區盛興里復興三路118號,"22.611315,120.310996",1,2082.0,
一般建築,D0640,盛興里,高雄市前鎮區盛興里復興三路146號,"22.611986,120.311331",2,863.0,
一般建築,D0641,盛興里,高雄市前鎮區盛興里復興三路156之1號,"22.612303,120.311531",1,136.0,
一般建築,D0642,盛興里,高雄市前鎮區盛興里復興三路156號,"22.612321,120.311449",2,311.0,
一般建築,D0643,盛興里,高雄市前鎮區盛興里復興三路165之3號,"22.610187,120.30991",1,921.0,
一般建築,D0644,盛興里,高雄市前鎮區盛興里復興三路266號,"22.61595,120.312364",3,2303.0,
一般建築,D0645,盛興里,高雄市前鎮區盛興里復興三路381號,"22.612998,120.311291",3,1525.0,
一般建築,D0646,盛興里,高雄市前鎮區盛興里復興三路447號,"22.61532,120.311657",1,274.0,
一般建築,D0647,盛興里,高雄市前鎮區盛興里復興三路78號,"22.609106,120.30951",1,167.0,
一般建築,D0648,盛豐里,高雄市前鎮區盛豐里修文街196號,"22.61328,120.310176",1,273.0,
一般建築,D0649,盛豐里,高雄市前鎮區盛豐里修文街81之5號,"22.610676,120.308704",2,1272.0,
一般建築,D0650,盛豐里,高雄市前鎮區盛豐里修成街30號,"22.608184,120.303147",3,2848.0,
一般建築,D0651,盛豐里,高雄市前鎮區盛豐里修成街39號,"22.608563,120.302481",3,2778.0,
一般建築,D0652,復國里,高雄市前鎮區復國里光華二路273號,"22.614502,120.317911",3,2291.0,
一般建築,D0653,復國里,高雄市前鎮區復國里光華二路393號,"22.617018,120.318051",1,874.0,
一般建築,D0654,復國里,高雄市前鎮區復國里光華二路449號,"22.617958,120.317679",1,300.0,
一般建築,D0655,復國里,高雄市前鎮區復國里桂林街14號,"22.613696,120.316461",1,809.0,
一般建築,D0656,復國里,高雄市前鎮區復國里梧州街30巷30號,"22.614267,120.316138",1,2203.0,
一般建築,D0657,瑞文里,高雄市前鎮區瑞文里瑞文街42號,"22.610166,120.329483",1,1649.0,
一般建築,D0658,瑞文里,高雄市前鎮區瑞文里瑞興街115號,"22.611008,120.329961",2,2391.0,
一般建築,D0659,瑞文里,高雄市前鎮區瑞文里瑞興街138號,"22.611243,120.329989",1,852.0,
一般建築,D0660,瑞文里,高雄市前鎮區瑞文里瑞興街168號,"22.611186,120.329351",1,2604.0,
一般建築,D0661,瑞文里,高雄市前鎮區瑞文里瑞興街199之10號,"22.610854,120.327725",1,805.0,
一般建築,D0662,瑞文里,高雄市前鎮區瑞文里瑞興街208之9號,"22.611163,120.328303",1,2052.0,
一般建築,D0663,瑞文里,高雄市前鎮區瑞文里瑞興街238號之1,"22.61104012,120.327368063793",1,582.0,
一般建築,D0664,瑞北里,高雄市前鎮區瑞北里武德街62號,"22.607816,120.328188",2,3617.0,
一般建築,D0665,瑞北里,高雄市前鎮區瑞北里瑞北路210號,"22.608896,120.328605",2,1349.0,
一般建築,D0666,瑞北里,高雄市前鎮區瑞北里瑞北路273號,"22.608605,120.327518",1,1213.0,
一般建築,D0667,瑞北里,高雄市前鎮區瑞北里瑞北路39號,"22.609096,120.335037",3,2233.0,
一般建築,D0668,瑞北里,高雄市前鎮區瑞北里瑞北路66號,"22.609265,120.334194",2,10630.0,
一般建築,D0669,瑞北里,高雄市前鎮區瑞北里瑞孝街58號,"22.60949459,120.328611225018",2,1093.0,
一般建築,D0670,瑞平里,高雄市前鎮區瑞平里崗山南街277巷42號,"22.60449,120.332942",1,3945.0,
一般建築,D0671,瑞平里,高雄市前鎮區瑞平里崗山南街315號,"22.603207,120.332564",1,3157.0,
一般建築,D0672,瑞竹里,高雄市前鎮區瑞竹里凱旋三路23號,"22.605633,120.324603",1,548.0,
一般建築,D0673,瑞竹里,高雄市前鎮區瑞竹里凱旋四路800號,"22.601386,120.322387",2,1547.0,
一般建築,D0674,瑞竹里,高雄市前鎮區瑞竹里籬仔內路29巷6號,"22.603873,120.322579",2,2086.0,
一般建築,D0675,瑞西里,高雄市前鎮區瑞西里瑞泰街140巷12號,"22.608499,120.33486",2,1104.0,
一般建築,D0676,瑞西里,高雄市前鎮區瑞西里瑞祥街22號,"22.608207,120.329008",1,75.0,
一般建築,D0677,瑞和里,高雄市前鎮區瑞和里公正路208號,"22.606876,120.330853",1,2129.0,
一般建築,D0678,瑞和里,高雄市前鎮區瑞和里公正路282號,"22.608149,120.330811",2,1001.0,
一般建築,D0679,瑞和里,高雄市前鎮區瑞和里武慶一路128號,"22.606021,120.332703",2,3598.0,
一般建築,D0680,瑞和里,高雄市前鎮區瑞和里武慶一路184號,"22.606891,120.332448",1,772.0,
一般建築,D0681,瑞和里,高雄市前鎮區瑞和里武慶一路216號,"22.607431,120.332306",1,257.0,
一般建築,D0682,瑞和里,高雄市前鎮區瑞和里保泰路289號,"22.602087,120.3327",2,4895.0,
一般建築,D0683,瑞和里,高雄市前鎮區瑞和里保泰路303號,"22.602397,120.333209",1,1497.0,
一般建築,D0684,瑞和里,高雄市前鎮區瑞和里保泰路355號,"22.60329,120.334627",2,2625.0,
一般建築,D0685,瑞和里,高雄市前鎮區瑞和里保泰路43號,"22.599451,120.327178",1,608.0,
一般建築,D0686,瑞和里,高雄市前鎮區瑞和里保泰路542號,"22.605706,120.338931",2,1132.0,
一般建築,D0687,瑞和里,高雄市前鎮區瑞和里崗山中街161之3號,"22.602952,120.328034",1,1675.0,
一般建築,D0688,瑞和里,高雄市前鎮區瑞和里崗山中街191巷9弄9號,"22.60267056,120.327702773452",1,176.0,
一般建築,D0689,瑞和里,高雄市前鎮區瑞和里崗山中街208號,"22.602138,120.327279",1,1140.0,
一般建築,D0690,瑞和里,高雄市前鎮區瑞和里崗山中街217號,"22.602298,120.327119",2,1397.0,
一般建築,D0691,瑞和里,高雄市前鎮區瑞和里崗山中街218號,"22.602018,120.327108",1,3741.0,
一般建築,D0692,瑞和里,高雄市前鎮區瑞和里崗山中街263號,"22.60178,120.326362",1,744.0,
一般建築,D0693,瑞和里,高雄市前鎮區瑞和里崗山中街265號,"22.601754,120.326323",2,944.0,
一般建築,D0694,瑞和里,高雄市前鎮區瑞和里崗山橫街51號,"22.6041122,120.332067038509",1,88.0,
一般建築,D0695,瑞和里,高雄市前鎮區瑞和里康寧街36號,"22.610104,120.331934",1,365.0,
一般建築,D0696,瑞東里,高雄市前鎮區瑞東里隆興街16號,"22.602951,120.326634",2,2564.0,
一般建築,D0697,瑞南里,高雄市前鎮區瑞南里瑞士街21號,"22.598953,120.325678",3,1751.0,
一般建築,D0698,瑞南里,高雄市前鎮區瑞南里瑞田街99號,"22.598167,120.320659",1,5227.0,
一般建築,D0699,瑞崗里,高雄市前鎮區瑞崗里瑞和街65號,"22.606756,120.33024",1,2394.0,
一般建築,D0700,瑞崗里,高雄市前鎮區瑞崗里瑞南街58號,"22.595845,120.320567",2,2332.0,
一般建築,D0701,瑞祥里,高雄市前鎮區瑞祥里瑞誠街12號,"22.600892,120.329853",2,1528.0,
一般建築,D0702,瑞華里,高雄市前鎮區瑞華里崗山東街188巷22弄5號,"22.60813109,120.334372025018",1,2111.0,
一般建築,D0703,瑞華里,高雄市前鎮區瑞華里崗山東街58號,"22.608319,120.336087",1,5156.0,
一般建築,D0704,瑞華里,高雄市前鎮區瑞華里瑞安街56號,"22.607837,120.336153",1,327.0,
一般建築,D0705,瑞華里,高雄市前鎮區瑞華里瑞發街45號,"22.606078,120.327242",3,2797.0,
一般建築,D0706,瑞華里,高雄市前鎮區瑞華里瑞華街36號,"22.608687,120.336502",1,3594.0,
一般建築,D0707,瑞華里,高雄市前鎮區瑞華里瑞華街50號,"22.609238,120.336464",1,2907.0,
一般建築,D0708,瑞華里,高雄市前鎮區瑞華里瑞福路105巷19號,"22.60723779,120.335889767346",1,517.0,
一般建築,D0709,瑞華里,高雄市前鎮區瑞華里瑞福路218號,"22.609749,120.33571",1,1937.0,
一般建築,D0710,瑞華里,高雄市前鎮區瑞華里瑞福路21號,"22.604901,120.336149",1,974.0,
一般建築,D0711,瑞隆里,高雄市前鎮區瑞隆里永豐路171號,"22.607559,120.333142",4,1826.0,
一般建築,D0712,瑞隆里,高雄市前鎮區瑞隆里永豐路273號,"22.60971,120.332852",3,1431.0,
一般建築,D0713,瑞隆里,高雄市前鎮區瑞隆里班超路1號,"22.598832,120.326232",3,2182.0,
一般建築,D0714,瑞隆里,高雄市前鎮區瑞隆里班超路21號,"22.599482,120.326007",3,2217.0,
一般建築,D0715,瑞隆里,高雄市前鎮區瑞隆里瑞隆路482號,"22.60544,120.328789",2,5428.0,
一般建築,D0716,瑞隆里,高雄市前鎮區瑞隆里瑞隆路519號,"22.60508089,120.327737038509",1,262.0,
一般建築,D0717,瑞隆里,高雄市前鎮區瑞隆里瑞隆路521號,"22.605129,120.327764",3,4003.0,
一般建築,D0718,瑞誠里,高雄市前鎮區瑞誠里二聖路185號,"22.611988,120.330068",1,1968.0,
一般建築,D0719,瑞誠里,高雄市前鎮區瑞誠里二聖路187號,"22.611984,120.329993",1,852.0,
一般建築,D0720,瑞誠里,高雄市前鎮區瑞誠里二聖路63號,"22.612093,120.331394",2,4701.0,
一般建築,D0721,瑞興里,高雄市前鎮區瑞興里福祥街10巷11號,"22.600591,120.32817",1,1615.0,
一般建築,D0722,瑞興里,高雄市前鎮區瑞興里福祥街10巷40號,"22.600767,120.328575",1,1442.0,
一般建築,D0723,瑞興里,高雄市前鎮區瑞興里福祥街10巷60號之1,"22.60124399,120.328131267345",1,381.0,
一般建築,D0724,瑞興里,高雄市前鎮區瑞興里福祥街10巷71號,"22.601272,120.327894",1,770.0,
一般建築,D0725,瑞興里,高雄市前鎮區瑞興里福祥街10巷82號,"22.601742,120.327774",1,811.0,
一般建築,D0726,瑞興里,高雄市前鎮區瑞興里福祥街28號,"22.600936,120.327485",1,371.0,
一般建築,D0727,瑞興里,高雄市前鎮區瑞興里福祥街32號,"22.600964,120.327442",1,539.0,
一般建築,D0728,瑞興里,高雄市前鎮區瑞興里福祥街46號,"22.601179,120.327282",1,612.0,
一般建築,D0729,瑞興里,高雄市前鎮區瑞興里福祥街56巷12號,"22.601443,120.32746",1,1487.0,
一般建築,D0730,瑞豐里,高雄市前鎮區瑞豐里班超路11號,"22.599112,120.326151",3,1524.0,
一般建築,D0731,瑞豐里,高雄市前鎮區瑞豐里班超路92號,"22.602633,120.324938",1,252.0,
一般建築,D0732,瑞豐里,高雄市前鎮區瑞豐里凱旋四路970號,"22.604194,120.324945",2,2553.0,
商場,D0733,興邦里,高雄市前鎮區興邦里中華五路789號,"22.595526,120.30819",5,50180.0,
一般建築,D0734,興邦里,高雄市前鎮區興邦里凱旋四路119號,"22.593132,120.307428",2,3064.0,
一般建築,D0735,興邦里,高雄市前鎮區興邦里凱旋四路270號,"22.593456,120.311417",2,3947.0,
一般建築,D0736,興邦里,高雄市前鎮區興邦里凱旋四路316號,"22.593807,120.312523",2,1300.0,
一般建築,D0737,興邦里,高雄市前鎮區興邦里凱旋四路500號,"22.595946,120.317449",2,1311.0,
一般建築,D0738,興邦里,高雄市前鎮區興邦里翠亨北路305號,"22.590679,120.319455",3,1255.0,
一般建築,D0739,興邦里,高雄市前鎮區興邦里翠亨北路399巷18號,"22.593176,120.314635",2,1327.0,
一般建築,D0740,興邦里,高雄市前鎮區興邦里翠亨北路399巷26號,"22.592918,120.314849",1,991.0,
一般建築,D0741,興邦里,高雄市前鎮區興邦里翠亨北路399巷28號,"22.592828,120.314916",1,643.0,
一般建築,D0742,興邦里,高雄市前鎮區興邦里翠亨北路399巷3號之1,"22.5932487,120.314971996181",3,1068.0,
一般建築,D0743,興邦里,高雄市前鎮區興邦里翠村街75號,"22.594614,120.315871",2,1147.0,
一般建築,D0744,興東里,高雄市前鎮區興東里一心一路404號,"22.60958,120.314972",1,7532.0,
一般建築,D0745,興東里,高雄市前鎮區興東里二聖一路268號,"22.612724,120.320367",3,8874.0,
一般建築,D0746,興東里,高雄市前鎮區興東里天山路10巷10號,"22.609908,120.315233",1,3886.0,
一般建築,D0747,興東里,高雄市前鎮區興東里天山路21號,"22.610436,120.314815",2,1511.0,
一般建築,D0748,興東里,高雄市前鎮區興東里天山路23號,"22.610586,120.31488",1,195.0,
一般建築,D0749,興東里,高雄市前鎮區興東里民權二路378號,"22.61034699,120.313665296182",4,6570.0,
一般建築,D0750,興東里,高雄市前鎮區興東里民權二路382號,"22.610875,120.313948",3,2810.0,
一般建築,D0751,興東里,高雄市前鎮區興東里民權二路385號,"22.61148,120.313447",3,1031.0,
一般建築,D0752,興東里,高雄市前鎮區興東里民權二路386號,"22.610997,120.31401",1,717.0,
一般建築,D0753,興東里,高雄市前鎮區興東里民權二路407巷2號,"22.611913,120.313494",1,266.0,
一般建築,D0754,興東里,高雄市前鎮區興東里民權二路426號,"22.611709,120.314289",2,471.0,
一般建築,D0755,興東里,高雄市前鎮區興東里民權二路430號,"22.612079,120.31439",2,535.0,
一般建築,D0756,興東里,高雄市前鎮區興東里民權二路456號,"22.612786,120.314618",2,755.0,
一般建築,D0757,興東里,高雄市前鎮區興東里民權二路462號,"22.613092,120.314639",1,541.0,
一般建築,D0758,興東里,高雄市前鎮區興東里民權二路640號,"22.616968,120.314854",1,2991.0,
一般建築,D0759,興東里,高雄市前鎮區興東里光華二路286號,"22.614608,120.31836",1,175.0,
一般建築,D0760,興東里,高雄市前鎮區興東里南寧街149號,"22.611656,120.316563",1,8022.0,
一般建築,D0761,興東里,高雄市前鎮區興東里景德路15號,"22.611947,120.314867",1,168.0,
一般建築,D0762,興東里,高雄市前鎮區興東里景德路7號,"22.611996,120.314809",2,635.0,
一般建築,D0763,興東里,高雄市前鎮區興東里嘉陵街1號,"22.611305,120.314415",1,1224.0,
一般建築,D0764,興東里,高雄市前鎮區興東里嘉陵街36號,"22.610792,120.315149",1,7426.0,
一般建築,D0765,興東里,高雄市前鎮區興東里嘉陵街5號,"22.611208,120.31485",1,650.0,
一般建築,D0766,鎮北里,高雄市前鎮區鎮北里大華三路16之1號,"22.60704,120.284893",4,134.0,
一般建築,D0767,鎮北里,高雄市前鎮區鎮北里建基街9號,"22.595815,120.297646",1,1587.0,
一般建築,D0768,鎮北里,高雄市前鎮區鎮北里擴建路1之16號之1,"22.590109,120.302747325018",2,10986.0,
一般建築,D0769,鎮海里,高雄市前鎮區鎮海里樹人路275號,"22.5912411,120.317454425018",1,964.0,
一般建築,D0770,鎮海里,高雄市前鎮區鎮海里鎮海路40號,"22.591411,120.317156",2,2051.0,
一般建築,D0771,鎮海里,高雄市前鎮區鎮海里鎮海路68號,"22.591021,120.316637",1,2186.0,
一般建築,D0772,鎮海里,高雄市前鎮區鎮海里鎮海路82巷5號,"22.590703,120.316661",2,749.0,
一般建築,D0773,鎮陽里,高雄市前鎮區鎮陽里前鎮二巷9之1號,"22.58851241,120.309031247634",1,841.0,
一般建築,D0774,竹西里,高雄市前鎮區光華二路80號,"22.610565455041744, 120.31788629456844",1,650.0,
一般建築,D0775,竹南里,高雄市前鎮區光華三路269號,"22.606664101669605, 120.31585980506034",3,3889.0,
一般建築,D0776,瑞竹里,高雄市前鎮區育群街1號,"22.604990454123712, 120.32384687177243",4,11514.0,
