類別,電腦編號,村里別,地址,地下樓層數,可容納人數,備註,placemark_address
公寓,TPA00021,福興村,宜蘭縣五結鄉福和一路39巷3號,1.0,33.0,,"TPA00021 宜蘭縣五結鄉福和一路39巷3號"
工廠,TPA00022,"大吉村 ",宜蘭縣五結鄉五結中路3段38號,1.0,132.0,,"TPA00022 宜蘭縣五結鄉五結中路3段38號"
工廠,TPA00024,福興村,宜蘭縣五結鄉仁五路一段23號,1.0,76.0,,"TPA00024 宜蘭縣五結鄉仁五路一段23號"
大樓,TPA00025,福興村,宜蘭縣五結鄉陽明北路2號,1.0,1620.0,,"TPA00025 宜蘭縣五結鄉陽明北路2號"
工廠,TPA00026,五結村,宜蘭縣五結鄉五結路三段503號,1.0,37.0,,"TPA00026 宜蘭縣五結鄉五結路三段503號"
公寓,TPA00027,福興村,宜蘭縣五結鄉五結路三段390號,1.0,85.0,,"TPA00027 宜蘭縣五結鄉五結路三段390號"
大樓,TPA00029,福興村,宜蘭縣五結鄉五結路三段751號,1.0,206.0,,"TPA00029 宜蘭縣五結鄉五結路三段751號"
大樓,TPA00031,協和村,宜蘭縣五結鄉協福路62號,1.0,1017.0,,"TPA00031 宜蘭縣五結鄉協福路62號"
大樓,TPA00032,協和村,宜蘭縣五結鄉公園三路35號,1.0,1162.0,,"TPA00032 宜蘭縣五結鄉公園三路35號"
大樓,TPA00033,協和村,宜蘭縣五結鄉親河路二段123號,1.0,1132.0,,"TPA00033 宜蘭縣五結鄉親河路二段123號"
公寓,TPA00035,集祥里,宜蘭縣羅東鎮興東路14號,1.0,25.0,,"TPA00035 宜蘭縣羅東鎮興東路14號"
公寓,TPA00036,公正里,宜蘭縣羅東鎮公正路202號,1.0,41.0,,"TPA00036 宜蘭縣羅東鎮公正路202號"
公寓,TPA00037,大新里,宜蘭縣羅東鎮中正北路40號,1.0,114.0,,"TPA00037 宜蘭縣羅東鎮中正北路40號"
大樓,TPA00038,公正里,宜蘭縣羅東鎮公正路158號,1.0,746.0,,"TPA00038 宜蘭縣羅東鎮公正路158號"
公寓,TPA00039,賢文里,宜蘭縣羅東鎮忠孝路90巷2之2號,1.0,28.0,,"TPA00039 宜蘭縣羅東鎮忠孝路90巷2之2號"
公寓,TPA00040,集祥里,宜蘭縣羅東鎮中正路163號,1.0,33.0,,"TPA00040 宜蘭縣羅東鎮中正路163號"
公寓,TPA00042,集祥里,宜蘭縣羅東鎮公正街70號,1.0,20.0,,"TPA00042 宜蘭縣羅東鎮公正街70號"
公寓,TPA00043,樹林里,宜蘭縣羅東鎮樹人路52號,1.0,29.0,,"TPA00043 宜蘭縣羅東鎮樹人路52號"
電力公司,TPA00044,信義里,宜蘭縣羅東鎮中正北路93號,1.0,109.0,,"TPA00044 宜蘭縣羅東鎮中正北路93號"
公寓,TPA00045,賢文里,宜蘭縣羅東鎮民意街115號,1.0,216.0,,"TPA00045 宜蘭縣羅東鎮民意街115號"
大樓,TPA00046,集祥里,宜蘭縣羅東鎮興東路8之1號,1.0,973.0,,"TPA00046 宜蘭縣羅東鎮興東路8之1號"
公寓,TPA00047,集祥里,宜蘭縣羅東鎮公正路89巷9號,1.0,38.0,,"TPA00047 宜蘭縣羅東鎮公正路89巷9號"
公寓,TPA00048,信義里,宜蘭縣羅東鎮興東路246號,1.0,30.0,,"TPA00048 宜蘭縣羅東鎮興東路246號"
公寓,TPA00049,信義里,宜蘭縣羅東鎮興東路248號,1.0,30.0,,"TPA00049 宜蘭縣羅東鎮興東路248號"
學校,TPA00050,樹林里,宜蘭縣羅東鎮公正路324號,1.0,424.0,,"TPA00050 宜蘭縣羅東鎮公正路324號"
公寓,TPA00051,樹林里,宜蘭縣羅東鎮豐年路119巷4弄41號,1.0,25.0,,"TPA00051 宜蘭縣羅東鎮豐年路119巷4弄41號"
公寓,TPA00052,集祥里,宜蘭縣羅東鎮民生路80之1號,1.0,117.0,,"TPA00052 宜蘭縣羅東鎮民生路80之1號"
公寓,TPA00053,賢文里,宜蘭縣羅東鎮忠孝路89號,1.0,22.0,,"TPA00053 宜蘭縣羅東鎮忠孝路89號"
公寓,TPA00054,賢文里,宜蘭縣羅東鎮興東路91號,1.0,22.0,,"TPA00054 宜蘭縣羅東鎮興東路91號"
農田水利會,TPA00055,賢文里,宜蘭縣羅東鎮興東路93號,1.0,181.0,,"TPA00055 宜蘭縣羅東鎮興東路93號"
公寓,TPA00056,公正里,宜蘭縣羅東鎮公正路188號,1.0,112.0,,"TPA00056 宜蘭縣羅東鎮公正路188號"
公寓,TPA00057,公正里,宜蘭縣羅東鎮中華路72號,1.0,53.0,,"TPA00057 宜蘭縣羅東鎮中華路72號"
公寓,TPA00058,信義里,宜蘭縣羅東鎮長春路29號,1.0,53.0,,"TPA00058 宜蘭縣羅東鎮長春路29號"
大樓,TPA00059,公正里,宜蘭縣羅東鎮公正路157號,1.0,468.0,,"TPA00059 宜蘭縣羅東鎮公正路157號"
公寓,TPA00061,公正里,宜蘭縣羅東鎮興東路153號,1.0,46.0,,"TPA00061 宜蘭縣羅東鎮興東路153號"
公寓,TPA00062,樹林里,宜蘭縣羅東鎮文林路17號,1.0,92.0,,"TPA00062 宜蘭縣羅東鎮文林路17號"
公寓,TPA00063,公正里,宜蘭縣羅東鎮鍾山新村1號,1.0,454.0,,"TPA00063 宜蘭縣羅東鎮鍾山新村1號"
公寓,TPA00065,賢文里,宜蘭縣羅東鎮純精路二段226巷7號,1.0,518.0,,"TPA00065 宜蘭縣羅東鎮純精路二段226巷7號"
公寓,TPA00067,樹林里,宜蘭縣羅東鎮竹林街269巷103號,1.0,122.0,,"TPA00067 宜蘭縣羅東鎮竹林街269巷103號"
公寓,TPA00068,樹林里,宜蘭縣羅東鎮竹林街269巷103號,1.0,113.0,,"TPA00068 宜蘭縣羅東鎮竹林街269巷103號"
大樓,TPA00069,賢文里,宜蘭縣羅東鎮民權路162號,1.0,266.0,,"TPA00069 宜蘭縣羅東鎮民權路162號"
大樓,TPA00070,公正里,宜蘭縣羅東鎮公正路284巷1號,1.0,380.0,,"TPA00070 宜蘭縣羅東鎮公正路284巷1號"
大樓,TPA00071,公正里,宜蘭縣羅東鎮公正路238號,1.0,330.0,,"TPA00071 宜蘭縣羅東鎮公正路238號"
大樓,TPA00072,信義里,宜蘭縣羅東鎮純精路3段160巷16號,1.0,733.0,,"TPA00072 宜蘭縣羅東鎮純精路3段160巷16號"
大樓,TPA00073,集祥里,宜蘭縣羅東鎮公正路103號,1.0,213.0,,"TPA00073 宜蘭縣羅東鎮公正路103號"
公寓,TPA00074,信義里,宜蘭縣羅東鎮純精路三段252巷1號,1.0,681.0,,"TPA00074 宜蘭縣羅東鎮純精路三段252巷1號"
大樓,TPA00075,公正里,宜蘭縣羅東鎮天津路42號,1.0,580.0,,"TPA00075 宜蘭縣羅東鎮天津路42號"
公寓,TPA00076,集祥里,宜蘭縣羅東鎮天津路1巷12號,1.0,98.0,,"TPA00076 宜蘭縣羅東鎮天津路1巷12號"
公寓,TPA00077,公正里,宜蘭縣羅東鎮天津路18之1號,1.0,60.0,,"TPA00077 宜蘭縣羅東鎮天津路18之1號"
公寓,TPA00078,信義里,宜蘭縣羅東鎮復興路一段93巷3號,1.0,46.0,,"TPA00078 宜蘭縣羅東鎮復興路一段93巷3號"
學校,TPA00079,樹林里,宜蘭縣羅東鎮公正路324號,1.0,241.0,,"TPA00079 宜蘭縣羅東鎮公正路324號"
大樓,TPA00080,賢文里,宜蘭縣羅東鎮興東路85號,1.0,965.0,,"TPA00080 宜蘭縣羅東鎮興東路85號"
農田水利會,TPA00081,集祥里,宜蘭縣羅東鎮興東路16號,1.0,609.0,,"TPA00081 宜蘭縣羅東鎮興東路16號"
大樓,TPA00082,信義里,宜蘭縣羅東鎮中正北路42號,1.0,942.0,,"TPA00082 宜蘭縣羅東鎮中正北路42號"
大樓,TPA00083,公正里,宜蘭縣羅東鎮倉前路67號,1.0,1782.0,,"TPA00083 宜蘭縣羅東鎮倉前路67號"
大樓,TPA00084,公正里,宜蘭縣羅東鎮倉前路119號,1.0,160.0,,"TPA00084 宜蘭縣羅東鎮倉前路119號"
公寓,TPA00085,信義里,宜蘭縣羅東鎮純精路三段162號,1.0,1162.0,,"TPA00085 宜蘭縣羅東鎮純精路三段162號"
公寓,TPA00086,信義里,宜蘭縣羅東鎮天津路75號,1.0,844.0,,"TPA00086 宜蘭縣羅東鎮天津路75號"
大樓,TPA00087,信義里,宜蘭縣羅東鎮純精路3段252巷1號,1.0,1260.0,,"TPA00087 宜蘭縣羅東鎮純精路3段252巷1號"
大樓,TPA00088,信義里,宜蘭縣羅東鎮興東路245號,1.0,518.0,,"TPA00088 宜蘭縣羅東鎮興東路245號"
公寓,TPA00089,信義里,宜蘭縣羅東鎮愛國路85號,1.0,473.0,,"TPA00089 宜蘭縣羅東鎮愛國路85號"
大樓,TPA00090,信義里,宜蘭縣羅東鎮興東路263號,1.0,829.0,,"TPA00090 宜蘭縣羅東鎮興東路263號"
大樓,TPA00091,賢文里,宜蘭縣羅東鎮民生路113號,1.0,330.0,,"TPA00091 宜蘭縣羅東鎮民生路113號"
公寓,TPA00092,公正里,宜蘭縣羅東鎮公正路196號,1.0,262.0,,"TPA00092 宜蘭縣羅東鎮公正路196號"
大樓,TPA00093,賢文里,宜蘭縣羅東鎮純精路二段195號,1.0,3224.0,,"TPA00093 宜蘭縣羅東鎮純精路二段195號"
大樓,TPA00094,信義里,宜蘭縣羅東鎮興東路280號,1.0,372.0,,"TPA00094 宜蘭縣羅東鎮興東路280號"
大樓,TPA00096,賢文里,宜蘭縣羅東鎮公正路289號,1.0,1369.0,,"TPA00096 宜蘭縣羅東鎮公正路289號"
大樓,TPA00097,仁愛里,宜蘭縣羅東鎮河濱路25號,1.0,373.0,,"TPA00097 宜蘭縣羅東鎮河濱路25號"
公寓,TPA00099,樹林里,宜蘭縣羅東鎮豐年路207號,1.0,1130.0,,"TPA00099 宜蘭縣羅東鎮豐年路207號"
大樓,TPA00103,賢文里,宜蘭縣羅東鎮公正路371號,1.0,860.0,,"TPA00103 宜蘭縣羅東鎮公正路371號"
大樓,TPA00104,信義里,宜蘭縣羅東鎮興東路205號,1.0,214.0,,"TPA00104 宜蘭縣羅東鎮興東路205號"
大樓,TPA00105,公正里,宜蘭縣羅東鎮興東路117號,1.0,316.0,,"TPA00105 宜蘭縣羅東鎮興東路117號"
大樓,TPA00106,賢文里,宜蘭縣羅東鎮公正路173號,1.0,145.0,,"TPA00106 宜蘭縣羅東鎮公正路173號"
大樓,TPA00107,信義里,宜蘭縣羅東鎮純精路三段162號,1.0,2092.0,,"TPA00107 宜蘭縣羅東鎮純精路三段162號"
大樓,TPA00108,公正里,宜蘭縣羅東鎮倉前路81號,1.0,898.0,,"TPA00108 宜蘭縣羅東鎮倉前路81號"
大樓,TPA00109,信義里,宜蘭縣羅東鎮純精路三段107號,1.0,524.0,,"TPA00109 宜蘭縣羅東鎮純精路三段107號"
大樓,TPA00110,漢民里,宜蘭縣羅東鎮中山西街224號,1.0,165.0,,"TPA00110 宜蘭縣羅東鎮中山西街224號"
公寓,TPA00111,國華里,宜蘭縣羅東鎮建中街2號,1.0,62.0,,"TPA00111 宜蘭縣羅東鎮建中街2號"
學校,TPA00115,南豪里,宜蘭縣羅東鎮文化街45號,1.0,132.0,,"TPA00115 宜蘭縣羅東鎮文化街45號"
大樓,TPA00116,中山里,宜蘭縣羅東鎮興東路6號,1.0,1056.0,,"TPA00116 宜蘭縣羅東鎮興東路6號"
學校,TPA00117,北成里,宜蘭縣羅東鎮中山路四段360號,1.0,313.0,,"TPA00117 宜蘭縣羅東鎮中山路四段360號"
公寓,TPA00121,中山里,宜蘭縣羅東鎮中山路三段386號,1.0,22.0,,"TPA00121 宜蘭縣羅東鎮中山路三段386號"
公寓,TPA00122,漢民里,宜蘭縣羅東鎮民意街77巷3號,1.0,45.0,,"TPA00122 宜蘭縣羅東鎮民意街77巷3號"
公寓,TPA00123,開民里,宜蘭縣羅東鎮中山路三段5號,1.0,28.0,,"TPA00123 宜蘭縣羅東鎮中山路三段5號"
公寓,TPA00124,國華里,宜蘭縣羅東鎮尚武街2號,1.0,53.0,,"TPA00124 宜蘭縣羅東鎮尚武街2號"
公寓,TPA00125,漢民里,宜蘭縣羅東鎮北成路一段11號,1.0,389.0,,"TPA00125 宜蘭縣羅東鎮北成路一段11號"
公寓,TPA00126,中山里,宜蘭縣羅東鎮中山路三段348號,1.0,297.0,,"TPA00126 宜蘭縣羅東鎮中山路三段348號"
公寓,TPA00127,漢民里,宜蘭縣羅東鎮民意街63巷10號,1.0,37.0,,"TPA00127 宜蘭縣羅東鎮民意街63巷10號"
公寓,TPA00128,中山里,宜蘭縣羅東鎮民權路107號,1.0,70.0,,"TPA00128 宜蘭縣羅東鎮民權路107號"
公寓,TPA00129,中山里,宜蘭縣羅東鎮民權路111號,1.0,70.0,,"TPA00129 宜蘭縣羅東鎮民權路111號"
公寓,TPA00130,中山里,宜蘭縣羅東鎮民權路109巷3號,1.0,53.0,,"TPA00130 宜蘭縣羅東鎮民權路109巷3號"
公寓,TPA00131,中山里,宜蘭縣羅東鎮民權路109巷5號,1.0,45.0,,"TPA00131 宜蘭縣羅東鎮民權路109巷5號"
公寓,TPA00132,中山里,宜蘭縣羅東鎮中山路三段296號,1.0,53.0,,"TPA00132 宜蘭縣羅東鎮中山路三段296號"
公寓,TPA00135,國華里,宜蘭縣羅東鎮培英路84號,1.0,33.0,,"TPA00135 宜蘭縣羅東鎮培英路84號"
公寓,TPA00136,國華里,宜蘭縣羅東鎮培英路61巷2號,1.0,77.0,,"TPA00136 宜蘭縣羅東鎮培英路61巷2號"
公寓,TPA00138,仁和里,宜蘭縣羅東鎮中山路三段145號,1.0,46.0,,"TPA00138 宜蘭縣羅東鎮中山路三段145號"
公寓,TPA00139,仁和里,宜蘭縣羅東鎮中山路三段147號,1.0,46.0,,"TPA00139 宜蘭縣羅東鎮中山路三段147號"
公寓,TPA00140,漢民里,宜蘭縣羅東鎮中山路三段367號,1.0,46.0,,"TPA00140 宜蘭縣羅東鎮中山路三段367號"
公寓,TPA00141,漢民里,宜蘭縣羅東鎮中山路三段369號,1.0,38.0,,"TPA00141 宜蘭縣羅東鎮中山路三段369號"
學校,TPA00144,北成里,宜蘭縣羅東鎮北成路一段80號,1.0,421.0,,"TPA00144 宜蘭縣羅東鎮北成路一段80號"
公寓,TPA00145,中山里,宜蘭縣羅東鎮中山路三段350號,1.0,297.0,,"TPA00145 宜蘭縣羅東鎮中山路三段350號"
學校,TPA00147,國華里,宜蘭縣羅東鎮國華街101號,1.0,314.0,,"TPA00147 宜蘭縣羅東鎮國華街101號"
公寓,TPA00148,漢民里,宜蘭縣羅東鎮忠孝37號,1.0,46.0,,"TPA00148 宜蘭縣羅東鎮忠孝37號"
公寓,TPA00152,漢民里,宜蘭縣羅東鎮民權路163-165號,1.0,390.0,,"TPA00152 宜蘭縣羅東鎮民權路163-165號"
公寓,TPA00153,仁和里,宜蘭縣羅東鎮中山西街3-5號,1.0,149.0,,"TPA00153 宜蘭縣羅東鎮中山西街3-5號"
公寓,TPA00154,國華里,宜蘭縣羅東鎮培英路145號,1.0,125.0,,"TPA00154 宜蘭縣羅東鎮培英路145號"
公寓,TPA00155,仁和里,宜蘭縣羅東鎮康樂巷16號,1.0,85.0,,"TPA00155 宜蘭縣羅東鎮康樂巷16號"
公寓,TPA00156,仁和里,宜蘭縣羅東鎮仁和里中山西路7號,1.0,74.0,,"TPA00156 宜蘭縣羅東鎮仁和里中山西路7號"
公寓,TPA00157,仁和里,宜蘭縣羅東鎮中山西街75-77號,1.0,693.0,,"TPA00157 宜蘭縣羅東鎮中山西街75-77號"
農會,TPA00158,西安里,宜蘭縣羅東鎮純精路一段109號,1.0,745.0,,"TPA00158 宜蘭縣羅東鎮純精路一段109號"
學校,TPA00159,北成里,宜蘭縣羅東鎮北成路一段111號,1.0,386.0,,"TPA00159 宜蘭縣羅東鎮北成路一段111號"
公寓,TPA00160,成功里,宜蘭縣羅東鎮純精路一段215號,1.0,98.0,,"TPA00160 宜蘭縣羅東鎮純精路一段215號"
公寓,TPA00161,成功里,宜蘭縣羅東鎮純精路一段217號,1.0,178.0,,"TPA00161 宜蘭縣羅東鎮純精路一段217號"
大樓,TPA00162,仁德里,宜蘭縣羅東鎮興東南路188之2號,1.0,436.0,,"TPA00162 宜蘭縣羅東鎮興東南路188之2號"
公寓,TPA00164,漢民里,宜蘭縣羅東鎮中山路四段75號,1.0,48.0,,"TPA00164 宜蘭縣羅東鎮中山路四段75號"
學校,TPA00166,國華里,宜蘭縣羅東鎮國華路101號,1.0,170.0,,"TPA00166 宜蘭縣羅東鎮國華路101號"
公寓,TPA00167,漢民里,宜蘭縣羅東鎮中山路四段162號,1.0,33.0,,"TPA00167 宜蘭縣羅東鎮中山路四段162號"
公寓,TPA00169,漢民里,宜蘭縣羅東鎮忠孝路53號,1.0,190.0,,"TPA00169 宜蘭縣羅東鎮忠孝路53號"
公寓,TPA00170,維揚里,宜蘭縣羅東鎮維揚路245巷15-25號,1.0,474.0,,"TPA00170 宜蘭縣羅東鎮維揚路245巷15-25號"
公寓,TPA00171,仁和里,宜蘭縣羅東鎮中正路5號,1.0,154.0,,"TPA00171 宜蘭縣羅東鎮中正路5號"
公寓,TPA00172,國華里,宜蘭縣羅東鎮四育路10號,1.0,933.0,,"TPA00172 宜蘭縣羅東鎮四育路10號"
大樓,TPA00173,成功里,宜蘭縣羅東鎮興東南路245號,1.0,518.0,,"TPA00173 宜蘭縣羅東鎮興東南路245號"
大樓,TPA00174,成功里,宜蘭縣羅東鎮南門路121號,1.0,421.0,,"TPA00174 宜蘭縣羅東鎮南門路121號"
公寓,TPA00175,國華里,宜蘭縣羅東鎮光華街18號,1.0,816.0,,"TPA00175 宜蘭縣羅東鎮光華街18號"
大樓,TPA00176,國華里,宜蘭縣羅東鎮光華街38號,1.0,537.0,,"TPA00176 宜蘭縣羅東鎮光華街38號"
大樓,TPA00177,國華里,宜蘭縣羅東鎮培英路38號,1.0,441.0,,"TPA00177 宜蘭縣羅東鎮培英路38號"
大樓,TPA00178,漢民里,宜蘭縣羅東鎮北成路一段16號,1.0,2018.0,,"TPA00178 宜蘭縣羅東鎮北成路一段16號"
大樓,TPA00179,維揚里,宜蘭縣羅東鎮成功街156-158號,1.0,304.0,,"TPA00179 宜蘭縣羅東鎮成功街156-158號"
大樓,TPA00180,仁和里,宜蘭縣羅東鎮康樂巷14號,1.0,245.0,,"TPA00180 宜蘭縣羅東鎮康樂巷14號"
學校,TPA00183,北成里,宜蘭縣羅東鎮中山路四段360號,1.0,610.0,,"TPA00183 宜蘭縣羅東鎮中山路四段360號"
大樓,TPA00184,成功里,宜蘭縣羅東鎮南門路37號,1.0,752.0,,"TPA00184 宜蘭縣羅東鎮南門路37號"
大樓,TPA00185,維揚里,宜蘭縣羅東鎮中山路四段297號,1.0,538.0,,"TPA00185 宜蘭縣羅東鎮中山路四段297號"
大樓,TPA00186,漢民里,宜蘭縣羅東鎮中山路三段492號,1.0,280.0,,"TPA00186 宜蘭縣羅東鎮中山路三段492號"
大樓,TPA00187,成功里,宜蘭縣羅東鎮南門路105號,1.0,308.0,,"TPA00187 宜蘭縣羅東鎮南門路105號"
大樓,TPA00188,國華里,宜蘭縣羅東鎮公正路557號,1.0,1500.0,,"TPA00188 宜蘭縣羅東鎮公正路557號"
大樓,TPA00189,北成里,宜蘭縣羅東鎮四維路157號,1.0,5133.0,,"TPA00189 宜蘭縣羅東鎮四維路157號"
旅館,TPA00190,中山里,宜蘭縣羅東鎮中山路三段306號,1.0,454.0,,"TPA00190 宜蘭縣羅東鎮中山路三段306號"
大樓,TPA00191,西安里,宜蘭縣羅東鎮純精路一段1號,1.0,137.0,,"TPA00191 宜蘭縣羅東鎮純精路一段1號"
大樓,TPA00192,國華里,宜蘭縣羅東鎮培英路132號,1.0,272.0,,"TPA00192 宜蘭縣羅東鎮培英路132號"
公寓,TPA00194,國華里,宜蘭縣羅東鎮四育路83號,1.0,872.0,,"TPA00194 宜蘭縣羅東鎮四育路83號"
大樓,TPA00195,國華里,宜蘭縣羅東鎮公正路517號,1.0,1337.0,,"TPA00195 宜蘭縣羅東鎮公正路517號"
大樓,TPA00196,國華里,宜蘭縣羅東鎮公正路561號,1.0,2389.0,,"TPA00196 宜蘭縣羅東鎮公正路561號"
大樓,TPA00197,西安里,宜蘭縣羅東鎮純精路一段1號,1.0,542.0,,"TPA00197 宜蘭縣羅東鎮純精路一段1號"
大樓,TPA00198,漢民里,宜蘭縣羅東鎮北成路一段59號,1.0,625.0,,"TPA00198 宜蘭縣羅東鎮北成路一段59號"
學校,TPA00200,成功里,宜蘭縣羅東鎮成功街131號,1.0,288.0,,"TPA00200 宜蘭縣羅東鎮成功街131號"
公寓,TPA00201,漢民里,宜蘭縣羅東鎮北成路一段13號,1.0,1044.0,,"TPA00201 宜蘭縣羅東鎮北成路一段13號"
大樓,TPA00202,開明里,宜蘭縣羅東鎮清潭路74、76號,1.0,229.0,,"TPA00202 宜蘭縣羅東鎮清潭路74、76號"
公寓,TPA00203,南昌里,宜蘭縣羅東鎮中正南路154號,1.0,20.0,,"TPA00203 宜蘭縣羅東鎮中正南路154號"
公寓,TPA00204,開明里,宜蘭縣羅東鎮中正路26號,1.0,36.0,,"TPA00204 宜蘭縣羅東鎮中正路26號"
公寓,TPA00205,大新里,宜蘭縣羅東鎮公正路37號,1.0,118.0,,"TPA00205 宜蘭縣羅東鎮公正路37號"
公寓,TPA00206,開明里,宜蘭縣羅東鎮清潭路112之1號,1.0,104.0,,"TPA00206 宜蘭縣羅東鎮清潭路112之1號"
公寓,TPA00207,開明里,宜蘭縣羅東鎮中山路三段59號,1.0,28.0,,"TPA00207 宜蘭縣羅東鎮中山路三段59號"
公寓,TPA00208,東安里,宜蘭縣羅東鎮中山路二段400號,1.0,30.0,,"TPA00208 宜蘭縣羅東鎮中山路二段400號"
大樓,TPA00210,大新里,宜蘭縣羅東鎮中正路186號,1.0,706.0,,"TPA00210 宜蘭縣羅東鎮中正路186號"
公寓,TPA00212,大新里,宜蘭縣羅東鎮和平路97號,1.0,218.0,,"TPA00212 宜蘭縣羅東鎮和平路97號"
公寓,TPA00213,開明里,宜蘭縣羅東鎮開羅街13號,1.0,20.0,,"TPA00213 宜蘭縣羅東鎮開羅街13號"
公寓,TPA00215,中山里,宜蘭縣羅東鎮振泰街34號,1.0,141.0,,"TPA00215 宜蘭縣羅東鎮振泰街34號"
公寓,TPA00217,大新里,宜蘭縣羅東鎮和平路122號,1.0,66.0,,"TPA00217 宜蘭縣羅東鎮和平路122號"
寺廟,TPA00218,開明里,宜蘭縣羅東鎮清潭路2號,1.0,121.0,,"TPA00218 宜蘭縣羅東鎮清潭路2號"
公寓,TPA00219,大新里,宜蘭縣羅東鎮中正路146號,1.0,73.0,,"TPA00219 宜蘭縣羅東鎮中正路146號"
公寓,TPA00220,開明里,宜蘭縣羅東鎮中正路78號,1.0,36.0,,"TPA00220 宜蘭縣羅東鎮中正路78號"
公寓,TPA00221,開明里,宜蘭縣羅東鎮清潭路148巷13號,1.0,102.0,,"TPA00221 宜蘭縣羅東鎮清潭路148巷13號"
公寓,TPA00222,大新里,宜蘭縣羅東鎮站前路38-44號,1.0,122.0,,"TPA00222 宜蘭縣羅東鎮站前路38-44號"
公寓,TPA00223,開明里,宜蘭縣羅東鎮中正路76號,1.0,53.0,,"TPA00223 宜蘭縣羅東鎮中正路76號"
公寓,TPA00224,開明里,宜蘭縣羅東鎮中正路72之1號,1.0,64.0,,"TPA00224 宜蘭縣羅東鎮中正路72之1號"
公寓,TPA00225,開明里,宜蘭縣羅東鎮中正路72號,1.0,96.0,,"TPA00225 宜蘭縣羅東鎮中正路72號"
醫院,TPA00226,南昌里,宜蘭縣羅東鎮南昌街79號,1.0,2564.0,,"TPA00226 宜蘭縣羅東鎮南昌街79號"
公寓,TPA00227,開明里,宜蘭縣羅東鎮中正路74號,1.0,52.0,,"TPA00227 宜蘭縣羅東鎮中正路74號"
公寓,TPA00228,開明里,宜蘭縣羅東鎮民族路5號,1.0,104.0,,"TPA00228 宜蘭縣羅東鎮民族路5號"
公寓,TPA00229,大新里,宜蘭縣羅東鎮和平路132、134號,1.0,266.0,,"TPA00229 宜蘭縣羅東鎮和平路132、134號"
公寓,TPA00231,南昌里,宜蘭縣羅東鎮中正南路102號,1.0,201.0,,"TPA00231 宜蘭縣羅東鎮中正南路102號"
醫院,TPA00232,南昌里,宜蘭縣羅東鎮南昌街81號,1.0,3842.0,,"TPA00232 宜蘭縣羅東鎮南昌街81號"
公寓,TPA00233,大新里,宜蘭縣羅東鎮和平路87號,1.0,72.0,,"TPA00233 宜蘭縣羅東鎮和平路87號"
學校,TPA00234,南昌里,宜蘭縣羅東鎮南昌街53巷1號,1.0,857.0,,"TPA00234 宜蘭縣羅東鎮南昌街53巷1號"
公寓,TPA00235,大新里,宜蘭縣羅東鎮公正路60之1號,1.0,98.0,,"TPA00235 宜蘭縣羅東鎮公正路60之1號"
公寓,TPA00236,大新里,宜蘭縣羅東鎮安平路47之1號,1.0,1953.0,,"TPA00236 宜蘭縣羅東鎮安平路47之1號"
公寓,TPA00237,南昌里,宜蘭縣羅東鎮站前南路183巷1、3號,1.0,149.0,,"TPA00237 宜蘭縣羅東鎮站前南路183巷1、3號"
