類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
大樓,WNA03782,黎元里,臺北市大安區樂業街182號,"25.0191,121.554035",1,"564 ",
大樓,WNA00858,黎元里,臺北市大安區安居街75巷7號號,"25.018571,121.553569",1,"320 ",
大樓,WNA01824,黎元里,臺北市大安區臥龍街195巷36號,"25.019216,121.553503",1,"450 ",
大樓,WNA01822,黎元里,臺北市大安區臥龍街195巷24號,"25.018922,121.553157",1,"628 ",
公寓,WNA01823,黎元里,臺北市大安區臥龍街195巷32號,"25.01912,121.553391",1,"113 ",
公寓,WNA01752,黎元里,臺北市大安區臥龍街207號,"25.01821,121.55319",1,"118 ",
大樓,WNA01821,黎元里,臺北市大安區臥龍街195巷21號,"25.018501,121.553039",1,"228 ",
公寓,WNA01814,黎元里,臺北市大安區臥龍街195巷10號,"25.01858,121.55278",1,"46 ",
大樓,WNA01817,黎元里,臺北市大安區臥龍街195巷12號,"25.018625,121.552881",1,"1260 ",
公寓,WNA01827,黎元里,臺北市大安區臥龍街195巷6號,"25.018388,121.552594",1,"117 ",
大樓,WNA01820,黎元里,臺北市大安區臥龍街195巷2號,"25.018104,121.552294",1,"424 ",
大樓,WNA01750,黎元里,臺北市大安區臥龍街187號,"25.017921,121.552017",1,"165 ",
大樓,WNA03780,黎元里,臺北市大安區樂業街146號,"25.020036,121.552882",1,"644 ",
公寓,WNA03781,黎元里,臺北市大安區樂業街152-154號,"25.019853,121.553094",1,"1014 ",
公寓,WNA01764,黎元里,臺北市大安區臥龍街151巷29號,"25.020033,121.55246",1,"60 ",
公寓,WNA01765,黎元里,臺北市大安區臥龍街151巷35號,"25.020218,121.552679",1,"132 ",
大樓,WNA01763,黎元里,臺北市大安區臥龍街151巷17號,"25.019811,121.552077",1,"209 ",
大樓,WNA00848,黎元里,臺北市大安區安居街108巷12號,"25.01902,121.552021",1,"870 ",
公寓,WNA01748,黎元里,臺北市大安區臥龍街153號,"25.018367,121.551045",1,"149 ",
大樓,WNA01808,黎元里,臺北市大安區臥龍街188巷2號,"25.01793,121.551073",1,"285 ",
大樓,WNA04723,黎元里,臺北市大安區臥龍街198號,"25.017965,121.551379",1、2,"238 ",
大樓,WNA01751,黎元里,臺北市大安區臥龍街190號,"25.018076,121.551122",1,"192 ",
大樓,WNA00937,黎元里,臺北市大安區辛亥路三段157巷24弄11號,"25.01773,121.550445",1,"157 ",
公寓,WNA00939,黎元里,臺北市大安區辛亥路三段157巷24弄15號,"25.017534,121.550407",1,"97 ",
公寓,WNA00940,黎元里,臺北市大安區辛亥路三段157巷24弄20號,"25.017479,121.550236",1,"56 ",
公寓,WNA00941,黎元里,臺北市大安區辛亥路三段157巷24弄23號,"25.017305,121.550349",1,"104 ",
公寓,WNA00938,黎元里,臺北市大安區辛亥路三段157巷24弄12號,"25.01773,121.550293",1,"116 ",
公寓,WNA00931,黎元里,臺北市大安區辛亥路三段157巷12弄2號,"25.017358,121.549656",1,"57 ",
公寓,WNA00932,黎元里,臺北市大安區辛亥路三段157巷12弄22號,"25.017019,121.550209",1,"58 ",
公寓,WNA00933,黎元里,臺北市大安區辛亥路三段157巷12弄26號,"25.016947,121.550326",1,"61 ",
公寓,WNA00936,黎元里,臺北市大安區辛亥路三段157巷12弄6號,"25.017299,121.549753",1,"58 ",
公寓,WNA00934,黎元里,臺北市大安區辛亥路三段157巷12弄30號,"25.016819,121.550496",1,"38 ",
公寓,WNA00935,黎元里,臺北市大安區辛亥路三段157巷12弄32號,"25.016812,121.550537",1,"38 ",
公寓,WNA00819,黎元里,臺北市大安區辛亥路三段159號,"25.017092,121.549515",1,"76 ",
公寓,WNA00927,黎元里,臺北市大安區辛亥路三段157巷28號,"25.018056,121.550605",1,"66 ",
公寓,WNA00926,黎元里,臺北市大安區辛亥路三段157巷14號,"25.017586,121.549591",1,"309 ",
公寓,WNA01809,黎元里,臺北市大安區臥龍街188巷31號,"25.017154,121.550653",1,"97 ",
公寓,WNA00825,黎元里,臺北市大安區辛亥路三段157巷10號,"25.017451,121.549488",1,"141 ",
公寓,WNA01811,黎元里,臺北市大安區臥龍街188巷42-4號,"25.016576,121.550673",1,"101 ",
大樓,WNA01810,黎元里,臺北市大安區臥龍街188巷42號,"25.016819,121.550743",1,"164 ",
大樓,WNA04823,黎元里,臺北市大安區臥龍街188巷45號,"25.016902,121.549924",1,"600 ",
公寓,WNA01812,黎元里,臺北市大安區臥龍街188巷45號,"25.016902,121.549924",1,"674 ",
大樓,WNA01813,黎元里,臺北市大安區臥龍街195巷1號,"25.018111,121.552539",1,"828 ",
大樓,WNA00866,黎元里,臺北市大安區安居街98巷22號,"25.019584,121.552051",2,"669 ",
臥龍街派出所,WNA04419,黎元里,臺北市大安區臥龍街185號,"25.017945,121.551929",1,"532 ",
大樓,WNA01272,黎孝里,臺北市大安區和平東路三段230號,"25.022137,121.554644",1,"1084 ",
公寓,WNA01273,黎孝里,臺北市大安區和平東路三段240號,"25.021834,121.554948",1,"138 ",
公寓,WNA01274,黎孝里,臺北市大安區和平東路三段246號,"25.021744,121.555049",1,"262 ",
公寓,WNA00862,黎孝里,臺北市大安區安居街8巷9號,"25.021585,121.554802",1,"361 ",
公寓,WNA00861,黎孝里,臺北市大安區安居街8巷5號,"25.021476,121.554919",1,"145 ",
公寓,WNA00859,黎孝里,臺北市大安區安居街8巷3號,"25.021321,121.555085",1,"926 ",
大樓,WNA01360,黎孝里,臺北市大安區和平東路三段228巷7號,"25.021939,121.554458",1,"994 ",
公寓,WNA00864,黎孝里,臺北市大安區安居街8巷6弄2號,"25.021431,121.554672",1,"70 ",
大樓,WNA01355,黎孝里,臺北市大安區和平東路三段228巷21號,"25.021402,121.554154",1,"1660 ",
大樓,WNA00863,黎孝里,臺北市大安區安居街8巷6弄1號,"25.02128,121.554755",1,"828 ",
公寓,WNA00851,黎孝里,臺北市大安區安居街34巷5號,"25.020918,121.554329",1,"44 ",
公寓,WNA00844,黎孝里,臺北市大安區安居街26號,"25.020864,121.554641",1,"437 ",
公寓,WNA00843,黎孝里,臺北市大安區安居街12號,"25.021121,121.554934",1,"722 ",
公寓,WNA00849,黎孝里,臺北市大安區安居街34巷10號,"25.02089,121.554053",1,"336 ",
大樓,WNA00850,黎孝里,臺北市大安區安居街34巷2,"25.020689,121.55434",1,"730 ",
大樓,WNA00853,黎孝里,臺北市大安區安居街46巷1號,"25.020471,121.55415",1,"878 ",
公寓,WNA01356,黎孝里,臺北市大安區和平東路三段228巷31號,"25.02103,121.553878",1,"414 ",
公寓,WNA04326,黎孝里,臺北市大安區和平東路三段228巷45號,"25.020638,121.553285",1,"166 ",
公寓,WNA01357,黎孝里,臺北市大安區和平東路三段228巷39號,"25.020766,121.55349",1,"961 ",
公寓,WNA00854,黎孝里,臺北市大安區安居街46巷6號,"25.020465,121.553871",1,"469 ",
公寓,WNA00855,黎孝里,臺北市大安區安居街60巷16號,"25.020368,121.553235",1,"57 ",
公寓,WNA03779,黎孝里,臺北市大安區樂業街131號,"25.020157,121.55309",1,"566 ",
大樓,WNA00857,黎孝里,臺北市大安區安居街60巷2號,"25.020016,121.55365",1,"969 ",
大樓,WNA00856,黎孝里,臺北市大安區安居街60巷18號,"25.020441,121.553183",1,"1164 ",
公寓,WNA03778,黎孝里,臺北市大安區樂業街129號,"25.020198,121.553027",1,"84 ",
大樓,WNA00845,黎孝里,臺北市大安區安居街29號,"25.020529,121.554558",1,"700 ",
大樓,WNA00847,黎孝里,臺北市大安區安居街45號,"25.019902,121.553819",1,"1584 ",
公寓,WNA00852,黎孝里,臺北市大安區安居街35巷6號,"25.019922,121.554672",1,"730 ",
公寓,WNA03787,黎孝里,臺北市大安區樂業街159巷9號,"25.019565,121.554194",1,"68 ",
公寓,WNA03786,黎孝里,臺北市大安區樂業街159巷15號,"25.019665,121.554309",1,"29 ",
大樓,WNA01276,黎孝里,臺北市大安區和平東路三段274號,"25.021052,121.555807",1,"1260 ",
公寓,WNA01275,黎孝里,臺北市大安區和平東路三段260號,"25.021372,121.55549",1,"70 ",
公寓,WNA01277,黎孝里,臺北市大安區和平東路三段290號,"25.020776,121.556099",1,"366 ",
大樓,WNA04898,黎孝里,臺北市大安區和平東路三段308巷16號,"25.020095,121.555939",1,"448 ",
大樓,WNA03788,黎孝里,臺北市大安區樂業街169巷23號,"25.019746,121.55513",1,"674 ",
公寓,WNA01362,黎孝里,臺北市大安區和平東路三段308巷30號,"25.019818,121.555646",1,"132 ",
公寓,WNA01364,黎孝里,臺北市大安區和平東路三段308巷50號,"25.019372,121.555086",1,"1001 ",
公寓,WNA01365,黎孝里,臺北市大安區和平東路三段308巷62號,"25.0191,121.554777",1,"96 ",
公寓,WNA02786,黎孝里,臺北市大安區富陽街96-100號,"25.020189,121.556563",1,"294 ",
公寓,WNA01363,黎孝里,臺北市大安區和平東路三段308巷51號,"25.018851,121.554835",1,"165 ",
公寓,WNA02783,黎孝里,臺北市大安區富陽街170號,"25.017441,121.556937",1,"141 ",
公寓,WNA02784,黎孝里,臺北市大安區富陽街142號,"25.018813,121.556718",1,"94 ",
公寓,WNA01759,黎孝里,臺北市大安區臥龍街269號,"25.018674,121.556394",1,"241 ",
公寓,WNA01760,黎孝里,臺北市大安區臥龍街271號,"25.01865,121.556616",1,"65 ",
大樓,WNA01755,黎孝里,臺北市大安區富陽街158巷1號,"25.017946,121.55683",1,"1144 ",
公寓,WNA04894,黎孝里,臺北市大安區臥龍街222號,"25.018418,121.553887",3、4,"693 ",
大樓,WNA00846,黎孝里,臺北市大安區安居街39號,"25.020119,121.554087",1,"884 ",
大樓,WNA04507,黎孝里,臺北市大安區和平東路三段308巷68號,"25.018896,121.554596",1,"437 ",
公寓,WNA01756,黎孝里,臺北市大安區臥龍街250號,"25.018393,121.556737",1,"368 ",
行政院人力發展中心,WNA02782,黎孝里,臺北市大安區富陽街116號,"25.019539,121.556627",1,"113 ",
警械修理廠,WNA01753,黎孝里,臺北市大安區臥龍街234號,"25.018502,121.554232",1,"748 ",
警械修理廠,WNA01754,黎孝里,臺北市大安區臥龍街236號,"25.018363,121.555216",1,"1817 ",
大樓,WNA01278,黎和里,臺北市大安區和平東路三段318號,"25.020002,121.556927",1,"437 ",
公寓,WNA01279,黎和里,臺北市大安區和平東路三段344號,"25.019587,121.557332",1,"354 ",
公寓,WNA01281,黎和里,臺北市大安區富陽街113號,"25.019606,121.55682",1,"101 ",
大樓,WNA01370,黎和里,臺北市大安區和平東路三段346巷27號,"25.018768,121.557494",1,"788 ",
大樓,WNA01281,黎和里,臺北市大安區和平東路三段346巷2號,"25.01949,121.557131",1,"493 ",
公寓,WNA01280,黎和里,臺北市大安區和平東路三段348號,"25.019501,121.557469",1,"89 ",
公寓,WNA01372,黎和里,臺北市大安區和平東路三段416巷5號,"25.017918,121.559045",1,"885 ",
大樓,WNA01178,黎和里,臺北市大安區臥龍街293號,"25.017119,121.558711",1,"3324 ",
大樓,WNA01761,黎和里,臺北市大安區臥龍街285-2號,"25.01754,121.558148",1,"217 ",
公寓,WNA01844,黎和里,臺北市大安區臥龍街272巷8弄1號,"25.01713,121.557747",1,"742 ",
大樓,WNA04545,黎和里,臺北市大安區富陽街165號,"25.017144,121.55725",1,"1690 ",
大樓,WNA01843,黎和里,臺北市大安區臥龍街272巷1號,"25.016916,121.558391",1,"440 ",
大樓,WNA04910,黎和里,臺北市大安區臥龍街292號,"25.016848,121.559203",1、2,"314 ",
大樓,WNA04567,黎和里,臺北市大安區臥龍街302號,"25.016812,121.55958",1,"406 ",
大樓,WNA01282,黎和里,臺北市大安區和平東路三段372號,"25.019078,121.557914",1,"525 ",
公寓,WNA01283,黎和里,臺北市大安區和平東路三段392號,"25.018929,121.558066",1,"348 ",
大樓,WNA01373,黎和里,臺北市大安區和平東路三段434巷1號,"25.017686,121.559511",1,"1402 ",
大樓,WNA01371,黎和里,臺北市大安區和平東路三段406巷8號,"25.018318,121.55802",3,"704 ",
大樓,WNA04788,黎和里,臺北市大安區臥龍街316號,"25.016603,121.559948",5,"2041 ",
大樓,WNA04510,黎和里,臺北市大安區和平東路三段464巷2號,"25.017046,121.559957",1,"3672 ",
大樓,WNA04205,學府里,臺北市大安區羅斯福路四段119巷20號,"25.010498,121.537935",1,"201 ",
大樓,WNA04208,學府里,臺北市大安區羅斯福路四段119巷36號,"25.010116,121.538375",1,"257 ",
大樓,WNA04207,學府里,臺北市大安區羅斯福路四段119巷34號,"25.010165,121.538282",1,"258 ",
大樓,WNA04206,學府里,臺北市大安區羅斯福路四段119巷22號,"25.010349,121.53811",1,"869 ",
大樓,WNA04728,學府里,臺北市大安區羅斯福路四段119巷6號,"25.010719,121.537628",1,"249 ",
公寓,WNA04706,學府里,臺北市大安區基隆路三段75-85號,"25.017678,121.545267",2,"6598 ",
臺灣大學,WNA04163,學府里,臺北市大安區羅斯福路四段1號,"25.016981,121.5337",1,"2073 ",
臺灣大學,WNA04193,學府里,臺北市大安區羅斯福路四段1號,"25.016981,121.5337",1,"2961 ",
臺灣大學,WNA04196,學府里,臺北市大安區羅斯福路四段1號,"25.016981,121.5337",1,"7157 ",
臺灣大學,WNA02538,學府里,臺北市大安區羅斯福路四段1號,"25.016981,121.5337",1,"2577 ",
臺灣大學,WNA04192,學府里,臺北市大安區羅斯福路四段1號,"25.016981,121.5337",1,"928 ",
