類別,建築物名稱,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
公寓大廈,崇文天下,MNA01001,過溝里,嘉義市東區過溝里垂楊路276號,"23.4743,120.45266",1.0,2099.0,
一般建築,,MNA01002,過溝里,嘉義市東區過溝里成仁街31號,"23.47569,120.45254",1.0,41.0,
公寓大廈,一千零一夜大樓,MNA01004,中央里,嘉義市東區中央里蘭井街148號,"23.47773,120.45188",1.0,340.0,
大樓,,MNA01005,過溝里,嘉義市東區過溝里民族路349號,"23.47607,120.45194",1.0,100.0,
大樓,,MNA01006,過溝里,嘉義市東區過溝里蘭井街169號,"23.47752,120.45092",1.0,111.0,
廠房,嘉友電子,MNA01007,後湖里,嘉義市東區後湖里忠孝二街88號,"23.50373,120.45146",1.0,160.0,
一般建築,文化大亨大樓,MNA01008,過溝里,嘉義市東區過溝里蘭井街179號,"23.47732,120.45046",1.0,509.0,
一般建築,,MNA01022,過溝里,嘉義市東區過溝里延平街206號,"23.4769,120.45091",1.0,21.0,
一般建築,,MNA01023,過溝里,嘉義市東區過溝里蘭井街157號之1,"23.47755,120.45127",1.0,46.0,
一般建築,,MNA01024,過溝里,嘉義市東區過溝里延平街224號,"23.47688,120.45058",1.0,42.0,
一般建築,,MNA01026,過溝里,嘉義市東區過溝里興中街103號,"23.47727,120.4514",1.0,46.0,
一般建築,,MNA01027,過溝里,嘉義市東區過溝里興中街105號,"23.47731,120.4514",1.0,45.0,
一般建築,,MNA01031,過溝里,嘉義市東區過溝里延平街190號,"23.47695,120.45131",1.0,54.0,
一般建築,,MNA01032,過溝里,嘉義市東區過溝里延平街196號,"23.47691,120.45105",1.0,37.0,
一般建築,,MNA01076,東興里,嘉義市東區東興里公明路296巷2號,"23.48022,120.45383",1.0,8.0,
一般建築,,MNA01077,東興里,嘉義市東區東興里公明路198號,"23.48036,120.4564",1.0,15.0,
一般建築,,MNA01079,東興里,嘉義市東區東興里中山路189號,"23.48162,120.45532",1.0,48.0,
一般建築,,MNA01080,東興里,嘉義市東區東興里公明路304號,"23.48,120.45357",1.0,57.0,
一般建築,,MNA01082,東興里,嘉義市東區東興里公明路218號,"23.4803,120.4561",1.0,32.0,
一般建築,,MNA01084,東興里,嘉義市東區東興里民樂街133號,"23.48074,120.45451",1.0,23.0,
一般建築,,MNA01085,東興里,嘉義市東區東興里民樂街123號,"23.48077,120.4548",1.0,16.0,
一般建築,,MNA01086,東興里,嘉義市東區東興里中山路177號,"23.48166,120.45566",1.0,24.0,
一般建築,,MNA01088,東興里,嘉義市東區東興里公明路276號,"23.4801,120.45444",1.0,56.0,
一般建築,,MNA01089,東興里,嘉義市東區東興里共和路236號,"23.48072,120.45539",1.0,37.0,
醫院,陽明醫院,MNA01091,東興里,嘉義市東區東興里吳鳳北路252號,"23.48057,120.45319",1.0,222.0,
一般建築,,MNA01093,東興里,嘉義市東區東興里忠孝路133號,"23.48028,120.4542",1.0,36.0,
大樓,,MNA01094,東興里,嘉義市東區東興里公明路220號,"23.48029,120.45601",1.0,213.0,
醫院,陽明醫院,MNA01095,東興里,嘉義市東區東興里吳鳳北路252號,"23.48057,120.45319",1.0,672.0,
一般建築,,MNA01096,東興里,嘉義市東區東興里公明路202號,"23.48033,120.45635",1.0,32.0,
一般建築,,MNA01097,東興里,嘉義市東區東興里公明路204號,"23.48032,120.45631",1.0,75.0,
一般建築,,MNA01098,東興里,嘉義市東區東興里忠孝路152號,"23.48025,120.45434",1.0,38.0,
一般建築,,MNA01099,東興里,嘉義市東區東興里忠孝路150號,"23.48022,120.45434",1.0,38.0,
一般建築,,MNA01100,東興里,嘉義市東區東興里公明路208號,"23.48031,120.45623",1.0,78.0,
一般建築,,MNA01101,東興里,嘉義市東區東興里公明路210號,"23.48031,120.45618",1.0,67.0,
醫院,陽明醫院,MNA01102,東興里,嘉義市東區東興里吳鳳北路252號,"23.48057,120.45319",1.0,144.0,
一般建築,,MNA01103,東興里,嘉義市東區東興里中山路187號,"23.48163,120.45542",1.0,143.0,
大樓,,MNA01104,東興里,嘉義市東區東興里和平路283號,"23.4808,120.45643",1.0,168.0,
一般建築,,MNA01107,過溝里,嘉義市東區過溝里吳鳳北路87號,"23.47594,120.4535",1.0,6.0,
一般建築,,MNA01108,過溝里,嘉義市東區過溝里吳鳳北路109號,"23.47654,120.45342",1.0,20.0,
一般建築,,MNA01109,過溝里,嘉義市東區過溝里吳鳳北路117號,"23.4767,120.4534",1.0,17.0,
一般建築,,MNA01110,過溝里,嘉義市東區過溝里吳鳳北路119號,"23.47671,120.45311",1.0,36.0,
一般建築,,MNA01111,過溝里,嘉義市東區過溝里吳鳳北路159號,"23.47752,120.45332",1.0,14.0,
一般建築,,"MNA01112 ",過溝里,嘉義市東區過溝里民族路316號,"23.47639,120.45297",1.0,6.0,
一般建築,,MNA01113,過溝里,嘉義市東區過溝里民族路318號,"23.47639,120.45293",1.0,13.0,
一般建築,,MNA01114,過溝里,嘉義市東區過溝里蘭井街117號,"23.47767,120.45266",1.0,13.0,
一般建築,,MNA01115,過溝里,嘉義市東區過溝里成仁街58號,"23.4771,120.45252",1.0,53.0,
大樓,,MNA01117,過溝里,嘉義市東區過溝里成仁街60號,"23.47716,120.45251",1.0,190.0,
一般建築,,MNA01118,過溝里,嘉義市東區過溝里成仁街6號之1,"23.47538,120.45271",1.0,24.0,
一般建築,,MNA01119,過溝里,嘉義市東區過溝里康樂街36號,"23.47529,120.45286",1.0,20.0,
一般建築,,MNA01120,過溝里,嘉義市東區過溝里吳鳳北路133號,"23.47701,120.45338",1.0,33.0,
一般建築,,MNA01121,過溝里,嘉義市東區過溝里成仁街6號之3,"23.4755,120.45271",1.0,20.0,
一般建築,,MNA01122,過溝里,嘉義市東區過溝里成仁街6號之4,"23.47554,120.4527",1.0,17.0,
一般建築,,MNA01123,過溝里,嘉義市東區過溝里延平街173號,"23.47699,120.45309",1.0,241.0,
一般建築,,MNA01124,過溝里,嘉義市東區過溝里成仁街6號,"23.47542,120.45271",1.0,64.0,
一般建築,,MNA01125,過溝里,嘉義市東區過溝里成仁街6號之2,"23.47546,120.45271",1.0,64.0,
一般建築,,MNA01126,過溝里,嘉義市東區過溝里康樂街26號,"23.4753,120.45306",1.0,38.0,
一般建築,,MNA01127,過溝里,嘉義市東區過溝里成仁街20號,"23.47573,120.45269",1.0,17.0,
一般建築,,MNA01128,過溝里,嘉義市東區過溝里成仁街24號,"23.47582,120.45269",1.0,17.0,
一般建築,,MNA01129,過溝里,嘉義市東區過溝里民族路291號,"23.47619,120.45324",1.0,17.0,
一般建築,,MNA01130,過溝里,嘉義市東區過溝里康樂街15號,"23.47519,120.45308",1.0,51.0,
一般建築,,MNA01131,過溝里,嘉義市東區過溝里吳鳳北路157號,"23.47749,120.45335",1.0,60.0,
大樓,,MNA01132,過溝里,嘉義市東區過溝里吳鳳北路91號,"23.476,120.45349",1.0,92.0,
一般建築,,MNA01133,過溝里,嘉義市東區過溝里吳鳳北路55號,"23.47536,120.45356",1.0,21.0,
一般建築,,MNA01134,過溝里,嘉義市東區過溝里吳鳳北路57號,"23.47538,120.45356",1.0,40.0,
一般建築,,MNA01135,過溝里,嘉義市東區過溝里吳鳳北路59號,"23.47541,120.45356",1.0,41.0,
一般建築,,MNA01136,過溝里,嘉義市東區過溝里吳鳳北路61號,"23.47547,120.45354",1.0,41.0,
一般建築,,MNA01137,過溝里,嘉義市東區過溝里吳鳳北路63號,"23.4755,120.45354",1.0,41.0,
一般建築,,MNA01138,過溝里,嘉義市東區過溝里吳鳳北路65號,"23.47554,120.45354",1.0,48.0,
一般建築,,MNA01139,過溝里,嘉義市東區過溝里吳鳳北路67號,"23.47557,120.45354",1.0,45.0,
一般建築,,MNA01140,過溝里,嘉義市東區過溝里吳鳳北路151號,"23.47738,120.45335",1.0,48.0,
大樓,,MNA01141,過溝里,嘉義市東區過溝里民族路305號,"23.47615,120.45299",1.0,173.0,
一般建築,,MNA01143,過溝里,嘉義市東區過溝里民族路418號,"23.4762,120.45091",1.0,13.0,
一般建築,,MNA01144,過溝里,嘉義市東區過溝里民族路420號,"23.47621,120.45085",1.0,13.0,
一般建築,,MNA01145,過溝里,嘉義市東區過溝里民族路446號,"23.47616,120.45025",1.0,54.0,
一般建築,,MNA01146,過溝里,嘉義市東區過溝里文化路84號,"23.47647,120.45007",1.0,80.0,
一般建築,,MNA01147,過溝里,嘉義市東區過溝里民族路384號,"23.4763,120.45153",1.0,76.0,
一般建築,,MNA01148,過溝里,嘉義市東區過溝里文化路86號,"23.47651,120.45006",1.0,74.0,
大樓,,MNA01149,過溝里,嘉義市東區過溝里民族路430號,"23.47618,120.4506",1.0,227.0,
大樓,,MNA01150,過溝里,嘉義市東區過溝里文化路76號,"23.47618,120.4501",1.0,221.0,
一般建築,,MNA01151,過溝里,嘉義市東區過溝里興中街81號,"23.4767,120.45147",1.0,12.0,
一般建築,,MNA01152,過溝里,嘉義市東區過溝里興中街83號,"23.47674,120.45147",1.0,13.0,
一般建築,,MNA01153,過溝里,嘉義市東區過溝里延平街223號,"23.47682,120.45105",1.0,14.0,
一般建築,,MNA01154,過溝里,嘉義市東區過溝里延平街237號,"23.47678,120.45059",1.0,17.0,
一般建築,,MNA01155,過溝里,嘉義市東區過溝里延平街233號之1,"23.47676,120.45068",1.0,64.0,
一般建築,,MNA01156,民族里,嘉義市東區民族里共和路9號,"23.47747,120.45567",1.0,16.0,
大樓,,MNA01158,民族里,嘉義市東區民族里光華路43號,"23.4775,120.45398",1.0,107.0,
一般建築,,MNA01159,民族里,嘉義市東區民族里光華路45號,"23.47752,120.45394",1.0,36.0,
一般建築,,MNA01160,民族里,嘉義市東區民族里光華路54號,"23.47764,120.45398",1.0,7.0,
一般建築,,MNA01161,民族里,嘉義市東區民族里光彩街135號,"23.47871,120.45541",1.0,7.0,
一般建築,,MNA01164,民族里,嘉義市東區民族里延平街134號之2,"23.47733,120.45508",1.0,21.0,
一般建築,,MNA01165,民族里,嘉義市東區民族里延平街134號之1,"23.47733,120.45511",1.0,21.0,
一般建築,,MNA01167,民族里,嘉義市東區民族里光彩街161號,"23.47864,120.45491",1.0,21.0,
一般建築,,MNA01168,民族里,嘉義市東區民族里蘭井街89號之1,"23.47784,120.45421",1.0,30.0,
大樓,,MNA01169,民族里,嘉義市東區民族里吳鳳北路116號,"23.47728,120.45362",1.0,97.0,
一般建築,,MNA01170,民族里,嘉義市東區民族里蘭井街83號,"23.47787,120.45438",1.0,16.0,
一般建築,,MNA01171,民族里,嘉義市東區民族里蘭井街85號,"23.47786,120.45435",1.0,16.0,
一般建築,,MNA01172,民族里,嘉義市東區民族里蘭井街87號,"23.47786,120.45431",1.0,16.0,
一般建築,,MNA01173,民族里,嘉義市東區民族里蘭井街62號,"23.47807,120.45528",1.0,26.0,
大樓,,MNA01175,民族里,嘉義市東區民族里忠孝路8號,"23.47727,120.45473",1.0,147.0,
一般建築,,MNA01177,民族里,嘉義市東區民族里蘭井街64號,"23.47807,120.45524",1.0,70.0,
大樓,,MNA01179,民族里,嘉義市東區民族里蘭井街68巷1號,"23.4782,120.45524",1.0,160.0,
一般建築,,MNA01181,朝陽里,嘉義市東區朝陽里和平路62號,"23.4755,120.45777",1.0,37.0,
一般建築,,MNA01182,朝陽里,嘉義市東區朝陽里和平路54號,"23.47536,120.45779",1.0,27.0,
一般建築,,MNA01183,朝陽里,嘉義市東區朝陽里和平路52號,"23.47533,120.45779",1.0,31.0,
一般建築,,MNA01184,朝陽里,嘉義市東區朝陽里文昌街53號,"23.47625,120.4566",1.0,50.0,
一般建築,,MNA01185,朝陽里,嘉義市東區朝陽里文昌街55號,"23.47629,120.45659",1.0,51.0,
一般建築,,MNA01186,朝陽里,嘉義市東區朝陽里文昌街57號,"23.47633,120.45659",1.0,50.0,
公寓大廈,,MNA01187,朝陽里,嘉義市東區朝陽里垂楊路132號,"23.47477,120.45765",1.0,422.0,
一般建築,,MNA01188,民族里,嘉義市東區民族里光彩街216號,"23.47891,120.45615",1.0,21.0,
一般建築,,MNA01189,民族里,嘉義市東區民族里光彩街264號,"23.47877,120.45497",1.0,21.0,
一般建築,,MNA01190,民族里,嘉義市東區民族里共和路208號,"23.47938,120.45559",1.0,26.0,
一般建築,,MNA01191,民族里,嘉義市東區民族里中正路179號,"23.47931,120.45481",1.0,26.0,
一般建築,,MNA01195,民族里,嘉義市東區民族里中正路187號,"23.47931,120.45464",1.0,44.0,
大樓,,MNA01197,民族里,嘉義市東區民族里中正路191號,"23.47931,120.45455",1.0,230.0,
一般建築,,MNA01201,民族里,嘉義市東區民族里光彩街276號,"23.47875,120.45474",1.0,10.0,
一般建築,,MNA01202,民族里,嘉義市東區民族里中正路185巷15號,"23.47898,120.45479",1.0,20.0,
一般建築,,MNA01203,民族里,嘉義市東區民族里延平街111號,"23.47733,120.45619",1.0,30.0,
一般建築,,MNA01204,民族里,嘉義市東區民族里光彩街256號,"23.4788,120.45511",1.0,25.0,
一般建築,,MNA01205,民族里,嘉義市東區民族里共和路63號,"23.47917,120.45545",1.0,65.0,
一般建築,,MNA01206,民族里,嘉義市東區民族里共和路106號,"23.47741,120.45587",1.0,30.0,
一般建築,,MNA01207,民族里,嘉義市東區民族里延平街102號,"23.47746,120.45625",1.0,23.0,
一般建築,,MNA01208,民族里,嘉義市東區民族里延平街102號之1,"23.47744,120.4562",1.0,26.0,
一般建築,,MNA01209,民族里,嘉義市東區民族里共和路128號,"23.47788,120.45581",1.0,36.0,
一般建築,,MNA01210,民族里,嘉義市東區民族里共和路130號,"23.47792,120.4558",1.0,36.0,
一般建築,,MNA01211,民族里,嘉義市東區民族里文昌街67號,"23.47682,120.45653",1.0,40.0,
一般建築,,MNA01212,民族里,嘉義市東區民族里中正路169號,"23.47938,120.45505",1.0,30.0,
一般建築,,MNA01213,民族里,嘉義市東區民族里中正路169號之1,"23.47937,120.45502",1.0,30.0,
一般建築,,MNA01214,民族里,嘉義市東區民族里光彩街242號,"23.47881,120.45534",1.0,63.0,
一般建築,,MNA01215,民族里,嘉義市東區民族里中正路151號,"23.47946,120.45577",1.0,38.0,
一般建築,,MNA01216,民族里,嘉義市東區民族里共和路202號,"23.47932,120.4556",1.0,36.0,
大樓,,MNA01217,民族里,嘉義市東區民族里延平街98號,"23.47746,120.45635",1.0,121.0,
一般建築,,MNA01218,民族里,嘉義市東區民族里共和路67號,"23.47927,120.45545",1.0,62.0,
公寓大廈,,MNA01219,民族里,嘉義市東區民族里共和路61號之31,"23.4791,120.45546",1.0,393.0,
一般建築,,MNA01220,民族里,嘉義市東區民族里中正路167號,"23.47938,120.45514",1.0,26.0,
一般建築,,MNA01221,朝陽里,嘉義市東區朝陽里垂楊路36號,"23.47498,120.46014",1.0,16.0,
一般建築,,MNA01223,朝陽里,嘉義市東區朝陽里朝陽街31號,"23.47592,120.46091",1.0,8.0,
一般建築,,MNA01224,朝陽里,嘉義市東區朝陽里朝陽街46號,"23.47591,120.45982",1.0,16.0,
一般建築,,MNA01225,朝陽里,嘉義市東區朝陽里朝陽街54號,"23.47593,120.45964",1.0,6.0,
一般建築,,MNA01226,朝陽里,嘉義市東區朝陽里垂楊路60號,"23.47492,120.4595",1.0,21.0,
一般建築,,MNA01227,朝陽里,嘉義市東區朝陽里垂楊路62號,"23.47491,120.45946",1.0,21.0,
一般建築,,MNA01228,朝陽里,嘉義市東區朝陽里垂楊路58號,"23.47492,120.45954",1.0,21.0,
一般建築,,MNA01229,朝陽里,嘉義市東區朝陽里安和街34號,"23.47642,120.45844",1.0,43.0,
一般建築,,MNA01230,朝陽里,嘉義市東區朝陽里啟明路23號,"23.4755,120.46143",1.0,38.0,
學校,嘉義高商,MNA012301,東興里,嘉義市東區東興里中山路7號,"23.48245,120.46282",1.0,136.0,
一般建築,,MNA01231,朝陽里,嘉義市東區朝陽里朝陽街120號,"23.47574,120.45783",1.0,73.0,
一般建築,,MNA01232,朝陽里,嘉義市東區朝陽里和平路74號之2,"23.47604,120.45806",1.0,20.0,
一般建築,,MNA01233,朝陽里,嘉義市東區朝陽里安和街12號,"23.47598,120.45849",1.0,20.0,
一般建築,,MNA01234,朝陽里,嘉義市東區朝陽里安和街14號,"23.47603,120.45849",1.0,20.0,
一般建築,,MNA01235,朝陽里,嘉義市東區朝陽里垂楊路2號,"23.4751,120.46135",1.0,50.0,
一般建築,,MNA01236,朝陽里,嘉義市東區朝陽里民族路77號,"23.47677,120.45968",1.0,28.0,
一般建築,,MNA01237,朝陽里,嘉義市東區朝陽里民族路81號,"23.47676,120.45957",1.0,82.0,
一般建築,,MNA01238,朝陽里,嘉義市東區朝陽里朝陽街99號,"23.47571,120.45876",1.0,23.0,
一般建築,,MNA01239,朝陽里,嘉義市東區朝陽里朝陽街101號,"23.4757,120.45872",1.0,45.0,
大樓,,MNA01240,朝陽里,嘉義市東區朝陽里民族路97號,"23.47671,120.4591",1.0,200.0,
大樓,,MNA01241,朝陽里,嘉義市東區朝陽里安和街45號,"23.47636,120.45834",1.0,181.0,
廟宇,大天宮,MNA01242,朝陽里,嘉義市東區朝陽里和平路84號,"23.47625,120.4577",1.0,350.0,
公寓大廈,泛國新象,MNA01243,朝陽里,嘉義市東區朝陽里朝陽街37號,"23.4759,120.46064",1.0,205.0,
一般建築,,MNA01244,華南里,嘉義市東區華南里和平路225號,"23.47782,120.45735",1.0,10.0,
一般建築,,MNA01245,華南里,嘉義市東區華南里和平路239號,"23.47845,120.45722",1.0,18.0,
一般建築,,MNA01246,華南里,嘉義市東區華南里蘭井街21號,"23.47816,120.45679",1.0,26.0,
一般建築,,MNA01247,華南里,嘉義市東區華南里中正路127號,"23.47958,120.45666",1.0,15.0,
一般建築,,MNA01248,華南里,嘉義市東區華南里文昌街76號,"23.47805,120.45649",1.0,12.0,
一般建築,,MNA01249,華南里,嘉義市東區華南里蘭井街32號之1至6,"23.47826,120.45676",1.0,60.0,
一般建築,,MNA01250,華南里,嘉義市東區華南里和平路265號,"23.4795,120.45687",1.0,22.0,
一般建築,,MNA01251,華南里,嘉義市東區華南里安和街87號,"23.47821,120.45809",1.0,33.0,
一般建築,,MNA01253,華南里,嘉義市東區華南里安和街89號,"23.47846,120.45805",1.0,20.0,
一般建築,,MNA01254,華南里,嘉義市東區華南里安和街75號,"23.47793,120.45813",1.0,16.0,
一般建築,,MNA01255,華南里,嘉義市東區華南里安和街77號,"23.47796,120.45813",1.0,42.0,
一般建築,,MNA01257,華南里,嘉義市東區華南里蘭井街13號,"23.4782,120.4571",1.0,52.0,
一般建築,,MNA01258,華南里,嘉義市東區華南里文昌街98號,"23.479,120.45635",1.0,40.0,
一般建築,,MNA01259,華南里,嘉義市東區華南里延平街86號之1,"23.47759,120.45694",1.0,46.0,
一般建築,,MNA01260,華南里,嘉義市東區華南里中正路133號,"23.47954,120.45638",1.0,36.0,
一般建築,,MNA01261,華南里,嘉義市東區華南里中正路135號,"23.47953,120.45634",1.0,35.0,
一般建築,,MNA01262,華南里,嘉義市東區華南里蘭井街4號,"23.4784,120.45784",1.0,36.0,
一般建築,,MNA01263,華南里,嘉義市東區華南里蘭井街2號,"23.4784,120.45791",1.0,51.0,
公寓大廈,三貴甲天下,MNA01264,華南里,嘉義市東區華南里和平路261號,"23.47939,120.45692",1.0,642.0,
一般建築,,MNA01265,華南里,嘉義市東區華南里中正路131號,"23.47954,120.45644",1.0,46.0,
公寓大廈,書香琴園,MNA01268,華南里,嘉義市東區華南里光彩街106號之1,"23.47935,120.45978",1.0,341.0,
大樓,,MNA01269,華南里,嘉義市東區華南里公明路67號,"23.48035,120.45838",1.0,174.0,
大樓,,MNA01270,華南里,嘉義市東區華南里公明路47號,"23.48051,120.45978",1.0,146.0,
公寓大廈,大家門第,MNA01271,華南里,嘉義市東區華南里中正路68號,"23.48002,120.45951",1.0,456.0,
一般建築,,MNA01273,東興里,嘉義市東區東興里民國路213號之2,"23.48157,120.45994",1.0,23.0,
一般建築,,MNA01274,東興里,嘉義市東區東興里中山路109號,"23.48189,120.45755",1.0,63.0,
學校,嘉義高商,MNA01275,東興里,嘉義市東區東興里中山路7號,"23.48245,120.46282",1.0,147.0,
學校,嘉義高商,MNA01276,東興里,嘉義市東區東興里中山路7號,"23.48245,120.46282",1.0,101.0,
一般建築,,MNA01277,東興里,嘉義市東區東興里和平路156號,"23.48067,120.45664",1.0,10.0,
一般建築,,MNA01278,東興里,嘉義市東區東興里中山路47號,"23.48213,120.45962",1.0,53.0,
一般建築,,MNA01279,東興里,嘉義市東區東興里公明路34號之1,"23.48089,120.4611",1.0,23.0,
一般建築,,MNA01280,東興里,嘉義市東區東興里公明路34號,"23.48089,120.46115",1.0,26.0,
一般建築,,MNA01281,東興里,嘉義市東區東興里公明路34號之2,"23.48088,120.46106",1.0,23.0,
一般建築,,MNA01282,東興里,嘉義市東區東興里公明路34號之3,"23.48088,120.46101",1.0,23.0,
一般建築,,MNA01283,東興里,嘉義市東區東興里公明路34號之4,"23.48087,120.46097",1.0,23.0,
一般建築,,MNA01284,東興里,嘉義市東區東興里公明路34號之5,"23.48087,120.46092",1.0,23.0,
一般建築,,MNA01285,東興里,嘉義市東區東興里公明路34號之6,"23.48086,120.46088",1.0,23.0,
一般建築,,MNA01286,東興里,嘉義市東區東興里公明路34號之7,"23.48086,120.46083",1.0,23.0,
學校,嘉義高商,MNA01287,東興里,嘉義市東區東興里中山路7號,"23.48245,120.46282",1.0,92.0,
一般建築,,MNA01288,東興里,嘉義市東區東興里民樂街95號,"23.481,120.45675",1.0,38.0,
一般建築,,MNA01289,東興里,嘉義市東區東興里中山路57號,"23.48209,120.45933",1.0,75.0,
一般建築,,MNA01290,東興里,嘉義市東區東興里中山路19號,"23.48223,120.46061",1.0,398.0,
住商大樓,臥雲大廈,MNA01291,東興里,嘉義市東區東興里中山路77號之1,"23.48197,120.45854",1.0,490.0,
一般建築,,MNA01292,東興里,嘉義市東區東興里安和街122號,"23.48167,120.45772",1.0,26.0,
學校,嘉義高商,MNA01293,東興里,嘉義市東區東興里中山路7號,"23.48245,120.46282",1.0,97.0,
一般建築,,MNA01294,東興里,嘉義市東區東興里新生路165號,"23.48117,120.46118",1.0,23.0,
一般建築,,MNA01295,東興里,嘉義市東區東興里新生路167號,"23.4812,120.46117",1.0,26.0,
一般建築,,MNA01296,東興里,嘉義市東區東興里新生路169號,"23.48127,120.46116",1.0,26.0,
一般建築,,MNA01297,東興里,嘉義市東區東興里新生路171號,"23.48132,120.46115",1.0,16.0,
一般建築,,MNA01298,東興里,嘉義市東區東興里新生路173號,"23.48135,120.46113",1.0,16.0,
學校,嘉義高商,MNA01299,東興里,嘉義市東區東興里中山路7號,"23.48245,120.46282",1.0,596.0,
一般建築,,MNA01302,東興里,嘉義市東區東興里民樂街81號,"23.48106,120.4572",1.0,31.0,
大樓,,MNA01303,東興里,嘉義市東區東興里中山路73號,"23.48182,120.45864",1.0,67.0,
一般建築,,MNA01304,東興里,嘉義市東區東興里中山路59號,"23.48208,120.45928",1.0,61.0,
大樓,,MNA01305,東興里,嘉義市東區東興里民樂街30號之1,"23.48145,120.45962",1.0,296.0,
公寓大廈,中山翡翠大樓,MNA01306,東興里,嘉義市東區東興里新生路283號,"23.48188,120.46096",1.0,207.0,
大樓,,MNA01307,東興里,嘉義市東區東興里中山路83號,"23.48197,120.45833",1.0,244.0,
一般建築,名仕華廈,MNA01308,東興里,嘉義市東區東興里民樂街77號,"23.48107,120.45749",1.0,297.0,
學校,嘉義高商,MNA01309,東興里,嘉義市東區東興里中山路7號,"23.48245,120.46282",1.0,582.0,
公寓大廈,中山尊王大樓,MNA01310,東興里,嘉義市東區東興里維新路70號,"23.48188,120.45899",2.0,267.0,
一般建築,,MNA01312,民族里,嘉義市東區民族里共和路3號,"23.47709,120.45576",1.0,33.0,
一般建築,,MNA01313,民族里,嘉義市東區民族里民族路274號,"23.47651,120.45417",1.0,13.0,
一般建築,,MNA01314,民族里,嘉義市東區民族里民族路274號,"23.47651,120.45417",1.0,13.0,
一般建築,,MNA01315,民族里,嘉義市東區民族里民族路276號,"23.47651,120.45413",1.0,13.0,
一般建築,,MNA01317,民族里,嘉義市東區民族里民族路280號,"23.4765,120.45404",1.0,13.0,
一般建築,,MNA01319,民族里,嘉義市東區民族里忠孝路5號,"23.47711,120.45461",1.0,56.0,
學校,民族國小,MNA01320,民族里,嘉義市東區民族里民族路235號,"23.47587,120.45517",1.0,73.0,
一般建築,,MNA01321,民族里,嘉義市東區民族里延平街137號,"23.47711,120.45423",1.0,180.0,
一般建築,,MNA01322,民族里,嘉義市東區民族里延平街127號,"23.47714,120.45456",1.0,46.0,
學校,民族國小,MNA01323,民族里,嘉義市東區民族里民族路235號,"23.47587,120.45517",1.0,60.0,
大樓,,MNA01325,民族里,嘉義市東區民族里民族路248號,"23.47657,120.45469",1.0,133.0,
一般建築,,MNA01327,民族里,"嘉義市東區民族里延平街117號 ","23.47724,120.45551",1.0,126.0,
一般建築,,MNA01328,民族里,嘉義市東區民族里光華路21號,"23.47703,120.45489",1.0,220.0,
學校,民族國小,MNA01330,民族里,嘉義市東區民族里民族路235號,"23.47587,120.45517",1.0,1156.0,
公寓大廈,,MNA01332,民族里,嘉義市東區民族里忠孝路1號,"23.47683,120.45465",1.0,263.0,
一般建築,,MNA01333,東興里,嘉義市東區東興里中正路206號,"23.47947,120.4549",1.0,10.0,
一般建築,,MNA01334,東興里,嘉義市東區東興里忠孝路138號,"23.47972,120.4544",1.0,33.0,
一般建築,,MNA01335,東興里,嘉義市東區東興里公明路151號,"23.48007,120.45528",1.0,10.0,
一般建築,,MNA01336,東興里,嘉義市東區東興里公明路145號,"23.48011,120.45574",1.0,13.0,
一般建築,真耶穌教會,MNA01337,華南里,嘉義市東區華南里和平路138號,"23.47932,120.45714",1.0,22.0,
一般建築,,MNA01339,東興里,嘉義市東區東興里公明路155號,"23.48006,120.4552",1.0,17.0,
一般建築,,MNA01340,東興里,嘉義市東區東興里公明路157號,"23.48005,120.45515",1.0,13.0,
一般建築,,MNA01341,東興里,嘉義市東區東興里中正路226號,"23.47943,120.45446",1.0,43.0,
一般建築,,MNA01342,東興里,嘉義市東區東興里中正路202號,"23.47949,120.45502",1.0,40.0,
一般建築,,MNA01343,東興里,嘉義市東區東興里中正路202號之1,"23.47949,120.45499",1.0,40.0,
一般建築,,MNA01344,華南里,嘉義市東區華南里文昌街124號,"23.47981,120.45623",1.0,23.0,
一般建築,,MNA01345,東興里,嘉義市東區東興里公明路179號,"23.47998,120.45462",1.0,26.0,
一般建築,,MNA01347,華南里,嘉義市東區華南里和平路269號,"23.47994,120.45673",1.0,56.0,
一般建築,,MNA01348,華南里,嘉義市東區華南里安和街115號之1,"23.47939,120.45792",1.0,23.0,
一般建築,,MNA01349,華南里,嘉義市東區華南里安和街115號之2,"23.47943,120.45792",1.0,42.0,
大樓,,MNA01350,華南里,嘉義市東區華南里中正路172號之1,"23.47964,120.45627",1.0,168.0,
一般建築,,MNA01351,東興里,嘉義市東區東興里中正路204號,"23.47949,120.45495",1.0,45.0,
一般建築,,MNA01352,華南里,嘉義市東區華南里公明路123號,"23.48012,120.45647",1.0,20.0,
一般建築,,MNA01353,東興里,嘉義市東區東興里共和路214號,"23.47965,120.45555",1.0,43.0,
一般建築,,MNA01354,華南里,嘉義市東區華南里公明路121號,"23.48008,120.45652",1.0,53.0,
大樓,,MNA01356,東興里,嘉義市東區東興里公明路143號,"23.47999,120.45583",1.0,200.0,
一般建築,,MNA01357,東興里,嘉義市東區東興里文昌街167號,"23.47986,120.4561",1.0,35.0,
一般建築,,MNA01358,東興里,嘉義市東區東興里共和路75號,"23.47956,120.45541",1.0,63.0,
一般建築,,MNA01359,東興里,嘉義市東區東興里共和路77號,"23.4796,120.4554",1.0,46.0,
