電腦編號,建築物名稱,里別,緯度,經度,避難樓層,容量,轄管分局,備註
D0026,慶紅有限公司,新安里,24.908696,121.25179,B1,147.0,平鎮分局,
D0027,東安國中,東安里,24.916586,121.249811,B1,5173.0,平鎮分局,
D0028,上楓紙業公司,東勢里,24.905639,121.243905,B1,567.0,平鎮分局,
D0030,綠大地社區,新安里,24.917492,121.25429,B1B2,2520.0,平鎮分局,
D0031,東方貴族社區,華安里,24.915067,121.24952,B1B2,349.0,平鎮分局,
D0032,國宏老人長期照顧中心,北貴里,24.929263,121.221084,B1,563.0,平鎮分局,
D0033,中華電信,東勢里,,,B1,653.0,平鎮分局,
D0035,力特光電2廠,建安里,24.910193,121.241108,B1,811.0,平鎮分局,
D0036,力特光電3廠,建安里,24.910054,121.241294,B1,2273.0,平鎮分局,
D0037,力特光電5廠-仁寶電腦,建安里,24.908296,121.241857,B1,874.0,平鎮分局,
D0038,揚弘實業(股)公司,建安里,24.910887,121.241481,B1,6332.0,平鎮分局,
D0039,中華電信,建安里,,,B1,40.0,平鎮分局,
D0040,東安國小,東安里,24.91752,121.250291,B1,557.0,平鎮分局,
D0041,義美食品公司3廠,東勢里,24.878455,121.247643,B1,47.0,平鎮分局,
D0042,九豪精密股份公司,建安里,24.911792,121.232883,B1B2,1354.0,平鎮分局,
D0043,豐達科技公司,新安里,24.9041,121.25041,B1,1406.0,平鎮分局,
D0044,國立北商業技術學院,東勢里,24.902888,121.230344,B1B2,2584.0,平鎮分局,
D0045,大清誠品社區,東勢里,24.896514,121.230718,B1B2,2509.0,平鎮分局,
D0046,北商之星,東勢里,24.904285,121.230686,B1,88.0,平鎮分局,
D0047,雅居樂6社區,新安里,24.908946,121.24806,B1B2,819.0,平鎮分局,
D0048,騰元逸境社區,東勢里,24.908626,121.223694,B1,317.0,平鎮分局,
D0049,築樂社區,新安里,24.917095,121.253815,B1B2B3,1058.0,平鎮分局,
D0050,龍昌兄弟股份有限公司,東勢里,24.902321,121.250476,B1,1427.0,平鎮分局,
D0052,亞碩企業股份有限公司,東勢里,24.901543,121.250615,B1,829.0,平鎮分局,
D0053,雅居樂NO7,北富里,24.92538,121.222797,B1,262.0,平鎮分局,
D0054,卓悅首富社區,東勢里,24.899818,121.236886,B1,861.0,平鎮分局,
D0055,義美食品股份有限公司,東勢里,24.878054,121.246912,B1,2961.0,平鎮分局,
D0056,慶賀天樂大樓,東勢里,24.895054,121.238213,B1B2,1357.0,平鎮分局,
D0057,豐僑君薈,北貴里,24.929956,121.221805,B1B2,1161.0,平鎮分局,
D0058,金陵樹里,建安里,24.921094,121.226966,B1,1047.0,平鎮分局,
E0002,御花園管委會,東社里,24.923875,121.243335,B1,1860.0,平鎮分局,
E0003,私人住宅,龍興里,24.923387,121.248819,B1,21.0,平鎮分局,
E0005,透天,龍興里,24.923405,121.248769,B1,26.0,平鎮分局,
E0006,名翔大樓,東社里,24.92254,121.24818,B1,970.0,平鎮分局,
E0008,中正社區,中正里,24.927254,121.25561,B1,1311.0,平鎮分局,
E0012,香榭社區,貿易里,24.927831,121.252208,B1B2,1664.0,平鎮分局,
E0013,遠雄龍岡Ⅰ社區,忠貞里,24.928673,121.254165,B1B2B3B4,2000.0,平鎮分局,
E0014,遠雄龍岡Ⅱ社區,忠貞里,24.928561,121.25455,B1B2B3B4,2052.0,平鎮分局,
