"建築物名稱the names of the buildings","電腦編號 serial number",村里別village,"地址 address","緯經度 latitude and longitude","地下樓層數number of basement levels",可容納人數capacity,轄管分局jurisdiction,"備駐 notes"
—,QMA01122,華山里,屏東縣屏東市華山里11鄰廣東路566號,"22.68357836003541, 120.49885042547729",1,30.0,屏東分局,
—,QMA01169,華山里,屏東縣屏東市華山里27鄰大連路6號之4,"22.68443545964863, 120.51060235431338",1,31.0,屏東分局,
—,QMA01173,華山里,屏東縣屏東市華山里08鄰大連路12號之2,"22.684788856812947, 120.51011152547733",1,26.0,屏東分局,
中華電信/機房,QMA01172,華山里,屏東縣屏東市華山里08鄰大連路12號之3,"22.68480865452867, 120.51012225431337",1,698.0,屏東分局,
—,QMA01171,華山里,屏東縣屏東市華山里08鄰大連路12號之5,"22.684778957954027, 120.51010079664127",1,98.0,屏東分局,
基督教醫院/韓偉大樓,QMA02035,華山里,屏東縣屏東市華山里21鄰大連路60號,"22.681997264623188, 120.50203086780519",1.2,969.0,屏東分局,共有3處、總計可容納人數5185人
基督教醫院路加/馬可/約翰大樓,QMA01258,華山里,屏東縣屏東市華山里21鄰大連路60號,"22.681997264623188, 120.50203086780519",1.2,2829.0,屏東分局,共有3處、總計可容納人數5185人
基督教醫院,QMA02664,華山里,屏東縣屏東市華山里21鄰大連路60號,"22.681997264623188, 120.50203086780519",1.2,1387.0,屏東分局,共有3處、總計可容納人數5185人
—,QMA01175,華山里,屏東縣屏東市華山里14鄰瑞光路三段34號,"22.684391760817913, 120.50487518314944",1,23.0,屏東分局,
—,QMA01176,華山里,屏東縣屏東市華山里14鄰瑞光路三段36號,"22.684477156275122, 120.5048709678052",1,48.0,屏東分局,
優生產後護理之家,QMA02179,華山里,屏東縣屏東市華山里008鄰瑞光路三段56號,"22.684889165274743, 120.50486667784418",1,569.0,屏東分局,
六合養護中心,QMA02677,華山里,屏東縣屏東市華山里25鄰瑞光路三段96號,"22.68661565476957, 120.50516086780516",1,1674.0,屏東分局,
優生醫院,QMA01201,華山里,屏東縣屏東市華山里25鄰瑞光路三段103號,"22.686267157837353, 120.5038552966414",1,155.0,屏東分局,
—,QMA01183,華山里,屏東縣屏東市華山里38鄰華正路75號,"22.686735950769663, 120.50180785431344",1,35.0,屏東分局,
屏東縣社會福利綜合館,QMA02061,華山里,屏東縣屏東市華山里38鄰華正路95號,"22.684904153212283, 120.50122649664125",1,951.0,屏東分局,
—,QMA01137,華山里,屏東縣屏東市華山里31鄰華二街8號,"22.682879161247566, 120.5016419678051",1,42.0,屏東分局,
—,QMA01138,華山里,屏東縣屏東市華山里31鄰華二街10號,"22.682848559333735, 120.50159702547731",1,42.0,屏東分局,
—,QMA01139,華山里,屏東縣屏東市華山里31鄰華二街12號,"22.682813961360544, 120.50155905431328",1,40.0,屏東分局,
—,QMA01142,華山里,屏東縣屏東市華山里31鄰華二街14號,"22.68275576048438, 120.50139311198542",1,42.0,屏東分局,
—,QMA01141,華山里,屏東縣屏東市華山里31鄰華二街16號,"22.68274316050712, 120.50132172547734",1,42.0,屏東分局,
—,QMA01140,華山里,屏東縣屏東市華山里31鄰華二街20號,"22.682748357572333, 120.50122942547729",1,57.0,屏東分局,
—,QMA01143,華山里,屏東縣屏東市華山里12鄰華二街39號,"22.68248296193437, 120.50098036780518",1,38.0,屏東分局,
—,QMA01131,華山里,屏東縣屏東市華山里01鄰華二街86號,"22.683272754489426, 120.49965538129712",1,30.0,屏東分局,
—,QMA02104,華山里,屏東縣屏東市華山里05鄰華山街32號,"22.684288160982536, 120.5010357966413",1,255.0,屏東分局,
國宅社區,QMA01184,華山里,屏東縣屏東市華山里29鄰華山街86號,"22.68500845641641, 120.50024291198551",1,466.0,屏東分局,
國宅社區,QMA01182,華山里,屏東縣屏東市華山里09鄰華山街99號,"22.684518657300842, 120.50038839664121",1,252.0,屏東分局,
國宅社區,QMA01202,華山里,屏東縣屏東市華山里29鄰華山街126號,"22.68551565432469, 120.49957088129703",1,258.0,屏東分局,
—,QMA01185,華山里,屏東縣屏東市華山里09鄰華山街141號,"22.68491625884985, 120.49999995431345",1,51.0,屏東分局,
—,QMA01186,華山里,屏東縣屏東市華山里09鄰華山街143號,"22.684939557675584, 120.49999338314952",1,50.0,屏東分局,
—,QMA011897,華山里,屏東縣屏東市華山里09鄰華山街145號,"22.68489136342639, 120.50001584082158",1,50.0,屏東分局,
—,QMA01188,華山里,屏東縣屏東市華山里09鄰華山街147號,"22.685052350633118, 120.49989959664131",1,50.0,屏東分局,
—,QMA01240,華山里,屏東縣屏東市華山里17鄰莊敬街一段12號,"22.682420759185707, 120.50247881013301",1,41.0,屏東分局,
屏東市社區長照服務中心,QMA02111,華山里,屏東縣屏東市華山里10鄰莊敬街一段99號,"22.684683752544665, 120.50241139664138",1,790.0,屏東分局,
當代鉅座大樓/A棟,QMA02646,華山里,屏東縣屏東市華山里25鄰莊敬街一段148號,"22.68517785726246, 120.50334735431346",1,686.0,屏東分局,
當代鉅座大樓/B棟,QMA01200,華山里,屏東縣屏東市華山里35鄰莊敬街一段151號,"22.685280352451414, 120.50311866780527",1,257.0,屏東分局,
—,QMA02632,華山里,屏東縣屏東市華山里35鄰莊敬街一段157號,"22.68532695003805, 120.50323398129704",1,494.0,屏東分局,
—,QMA01198,華山里,屏東縣屏東市華山里35鄰莊敬街一段173號,"22.685551456614682, 120.50341912547731",1,48.0,屏東分局,
—,QMA01197,華山里,屏東縣屏東市華山里35鄰莊敬街一段175號,"22.68553305311577, 120.50336559664127",1,48.0,屏東分局,
國宅社區,QMA01199,華山里,屏東縣屏東市華山里35鄰莊敬街一段181號,"22.685815857355145, 120.50363832547737",1,207.0,屏東分局,
—,QMA01002,豐田里,屏東縣屏東市豐田里30鄰建豐路37號,"22.675865675329742, 120.50869973896891",1,36.0,屏東分局,
—,QMA01335,豐田里,屏東縣屏東市豐田里16鄰建豐路217號,"22.67643877084997, 120.50407411198529",1,125.0,屏東分局,
緯城學府王朝大樓,QMA01003,豐田里,屏東縣屏東市豐田里01鄰瑞光路二段2巷7-1號,"22.673690677820694, 120.51121298314914",1,476.0,屏東分局,
登皇天廈,QMA02167,豐田里,屏東縣屏東市豐田里01鄰瑞光路二段2巷12號,"22.672886027332428, 120.51121470539441",1,156.0,屏東分局,
中正國中/行政樓,QMA02679,豐田里,屏東縣屏東市豐田里03鄰民學路2號,"22.673334977196514, 120.50958888129682",1,1746.0,屏東分局,共有4處、總計可容納人數4368人
中正國中/進華堂,QMA01014,豐田里,屏東縣屏東市豐田里03鄰民學路2號,"22.673334977196514, 120.50958888129682",1,970.0,屏東分局,共有4處、總計可容納人數4368人
中正國中/勵志樓,QMA02145,豐田里,屏東縣屏東市豐田里03鄰民學路2號,"22.672823827310406, 120.51026141307803",1,937.0,屏東分局,共有4處、總計可容納人數4368人
中正國中/科學樓,QMA02146,豐田里,屏東縣屏東市豐田里03鄰民學路2號,"22.673376254641294, 120.50980031226175",1,715.0,屏東分局,共有4處、總計可容納人數4368人
國宅社區,QMA01314,豐田里,屏東縣屏東市豐田里08鄰民學路16巷35號,"22.67354080209008, 120.50609707812964",1,804.0,屏東分局,
—,QMA01006,豐田里,屏東縣屏東市豐田里03鄰民學路36號,"22.673574878031914, 120.50537961584875",1,43.0,屏東分局,
名學軒大樓,QMA01004,豐田里,屏東縣屏東市豐田里03鄰民學路58巷5號之1,"22.675674595361727, 120.50518625088424",1,412.0,屏東分局,
—,QMA01005,豐田里,屏東縣屏東市豐田里10鄰民學路68號,"22.673350777762288, 120.50467985431314",1,68.0,屏東分局,
—,QMA01012,豐田里,屏東縣屏東市豐田里10鄰民學路74號,"22.67500900984202, 120.50395784475315",1,42.0,屏東分局,
屏榮高中/江來樓,QMA01015,豐田里,屏東縣屏東市豐田里10鄰民學路100號,"22.673761378368887, 120.50303851013282",1,1590.0,屏東分局,共有3處、總計可容納人數3209人
屏榮高中/北萱樓,QMA01016,豐田里,屏東縣屏東市豐田里10鄰民學路100號,"22.673761378368887, 120.50303851013282",1,862.0,屏東分局,共有3處、總計可容納人數3209人
屏榮高中/育英樓,QMA01017,豐田里,屏東縣屏東市豐田里10鄰民學路100號,"22.673761378368887, 120.50303851013282",1,757.0,屏東分局,共有3處、總計可容納人數3209人
—,QMA01211,豐田里,屏東縣屏東市豐田里17鄰民學路120巷2號,"22.67422597516397, 120.50237046965725",1,144.0,屏東分局,
—,QMA01214,豐田里,屏東縣屏東市豐田里10鄰民學路122號,"22.674083377196826, 120.50213374082128",1,42.0,屏東分局,
—,QMA01216,豐田里,屏東縣屏東市豐田里10鄰民學路124號,"22.674160175292265, 120.5020025236247",1,42.0,屏東分局,
—,QMA01215,豐田里,屏東縣屏東市豐田里10鄰民學路132號,"22.674146077097305, 120.50189539664106",1,42.0,屏東分局,
—,QMA01267,豐田里,屏東縣屏東市豐田里32鄰廣東路116號,"22.673498477506463, 120.499838996641",1,52.0,屏東分局,
陸興中學,QMA01210,豐田里,屏東縣屏東市豐田里19鄰廣東路150號,"22.674927274618486, 120.50032131198533",1,346.0,屏東分局,
—,QMA01281,豐田里,屏東縣屏東市豐田里21鄰廣東路152巷53號,"22.67515817463015, 120.50232486780503",1,28.0,屏東分局,
—,QMA01268,豐田里,屏東縣屏東市豐田里22鄰廣東路164號,"22.675447374129007, 120.50037058129685",1,51.0,屏東分局,
—,QMA01273,豐田里,屏東縣屏東市豐田里23鄰廣東路172巷23號,"22.675607675702416, 120.501321696641",1,36.0,屏東分局,
—,QMA01264,豐田里,屏東縣屏東市豐田里26鄰廣東路258巷35號,"22.676449773437586, 120.50193221013286",1,34.0,屏東分局,
—,QMA01262,豐田里,屏東縣屏東市豐田里27鄰廣東路274號,"22.67704827362166, 120.50092869664105",1,38.0,屏東分局,
—,QMA01289,豐田里,屏東縣屏東市豐田里27鄰廣東路276號之3,"22.677139773489536, 120.50099095431327",1,166.0,屏東分局,
—,QMA01259,豐田里,屏東縣屏東市豐田里24鄰高豐街40號,"22.675885674333774, 120.50176788314927",1,33.0,屏東分局,
—,QMA01283,豐田里,屏東縣屏東市豐田里25鄰高豐街41號,"22.676053973571697, 120.50175752547707",1,33.0,屏東分局,
—,QMA01261,豐田里,屏東縣屏東市豐田里24鄰高豐街42號,"22.675761476432317, 120.50202462547712",1,50.0,屏東分局,
—,QMA01284,豐田里,屏東縣屏東市豐田里25鄰高豐街43號,"22.676040672116994, 120.50186858314923",1,33.0,屏東分局,
大地名廈大樓,QMA01282,豐田里,屏東縣屏東市豐田里25鄰高豐街47號,"22.675975473213782, 120.50203203896892",1,694.0,屏東分局,
—,QMA01287,豐田里,屏東縣屏東市豐田里24鄰高豐街66巷3號,"22.67538577692068, 120.50279718314921",1,53.0,屏東分局,
—,QMA01269,豐田里,屏東縣屏東市豐田里23鄰高豐街66巷5號,"22.675396274664056, 120.50277345431321",1,53.0,屏東分局,
—,QMA01271,豐田里,屏東縣屏東市豐田里23鄰高豐街66巷7號,"22.675346375190493, 120.50272826780508",1,53.0,屏東分局,
—,QMA01272,豐田里,屏東縣屏東市豐田里23鄰高豐街66巷17號,"22.67520477454942, 120.50264148129682",1,36.0,屏東分局,
—,QMA01279,豐田里,屏東縣屏東市豐田里24鄰高豐街90號,"22.67552667217524, 120.50323941198523",1,38.0,屏東分局,
—,QMA01280,豐田里,屏東縣屏東市豐田里24鄰高豐街92號,"22.675472374085693, 120.50326348314923",1,38.0,屏東分局,
—,QMA01338,豐田里,屏東縣屏東市豐田里25鄰高豐街117巷5號,"22.676031769689864, 120.50338029664107",1,30.0,屏東分局,
—,QMA01339,豐田里,屏東縣屏東市豐田里25鄰高豐街117巷9號,"22.675977773209812, 120.50334729664111",1,30.0,屏東分局,
—,QMA01341,豐田里,屏東縣屏東市豐田里25鄰高豐街117巷13號,"22.675972275175816, 120.50329601198528",1,37.0,屏東分局,
—,QMA01342,豐田里,屏東縣屏東市豐田里25鄰高豐街117巷15號,"22.675989174660014, 120.50310191198531",1,37.0,屏東分局,
—,QMA00851,橋南里,屏東縣屏東市橋南里07鄰民生路91號,"22.667683786719817, 120.49741403896873",1,43.0,屏東分局,
—,QMA00872,橋南里,屏東縣屏東市橋南里02鄰民生路141號,"22.66862208608744, 120.49601009664086",1,62.0,屏東分局,
—,QMA00850,橋南里,屏東縣屏東市橋南里02鄰民生路145號,"22.668738786133414, 120.495854825477",1,26.0,屏東分局,
—,QMA00871,橋南里,屏東縣屏東市橋南里02鄰民生路147號,"22.668726785774357, 120.49572206780486",1,36.0,屏東分局,
復興醫療社團法人/復興醫院,QMA00870,橋南里,屏東縣屏東市橋南里02鄰民生路147之3號,"22.66870698573668, 120.495743525477",1,173.0,屏東分局,
—,QMA00856,橋南里,屏東縣屏東市橋南里05鄰自立路186號,"22.667765687335148, 120.49422478314902",1,77.0,屏東分局,
—,QMA00854,橋南里,屏東縣屏東市橋南里05鄰民有路70號,"22.66219373455493, 120.47093052234239",1,32.0,屏東分局,
宏青企業有限公司,QMA00880,橋南里,屏東縣屏東市橋南里19鄰工業路3號,"22.66387859417314, 120.49839418314892",1,150.0,屏東分局,
屏東汽笛客運公司,QMA00881,橋南里,屏東縣屏東市橋南里19鄰工業路4號,"22.664670291495455, 120.49841286780473",1,93.0,屏東分局,
宏青企業有限公司,QMA00882,橋南里,屏東縣屏東市橋南里19鄰工業路5號,"22.663418097071474, 120.49903499664092",1,23.0,屏東分局,
C.P.M教育公司,QMA00883,橋南里,屏東縣屏東市橋南里19鄰工業路7號,"22.66320009752779, 120.49917999664085",1,200.0,屏東分局,
明光金屬工業有限公司,QMA00884,橋南里,屏東縣屏東市橋南里19鄰工業路8號,"22.663096094646825, 120.49843981198492",1,65.0,屏東分局,
有線電視公司,QMA00885,橋南里,屏東縣屏東市橋南里19鄰工業路10號,"22.662677496253593, 120.49884482732921",1,87.0,屏東分局,
謝啟鴻,QMA00886,橋南里,屏東縣屏東市橋南里19鄰工業路11號,"22.662726193372478, 120.49948291198497",1,77.0,屏東分局,
再陽企業/二廠,QMA00887,橋南里,屏東縣屏東市橋南里19鄰工業路12號,"22.662358198294378, 120.49888336780482",1,73.0,屏東分局,
高點文具有限公司,QMA00889,橋南里,屏東縣屏東市橋南里19鄰工業路17號,"22.659800499879285, 120.50099398314887",1,87.0,屏東分局,
大豐彈簧工業公司,QMA00890,橋南里,屏東縣屏東市橋南里19鄰工業路18號,"22.660194404472772, 120.50038175246027",1,53.0,屏東分局,
南王化工公司,QMA00891,橋南里,屏東縣屏東市橋南里19鄰工業路19號,"22.65935559987594, 120.50132216965702",1,103.0,屏東分局,
鉅領冷凍股份有限公司,QMA00921,橋南里,屏東縣屏東市橋南里19鄰工業路21號,"22.659133808233545, 120.50143769664066",1,166.0,屏東分局,
益農工業有限公司,QMA00892,橋南里,屏東縣屏東市橋南里19鄰工業路23號,"22.658464705880245, 120.50174631013242",1,70.0,屏東分局,
盈正豫順電子公司/第二廠,QMA02059,橋南里,屏東縣屏東市橋南里19鄰工業路36號,"22.657889002913834, 120.50183078129632",1,2481.0,屏東分局,
工廠,QMA00894,橋南里,屏東縣屏東市橋南里19鄰工業一路2號,"22.66395179366685, 120.49944709664071",1,63.0,屏東分局,
宏毅股份有限公司,QMA00895,橋南里,屏東縣屏東市橋南里19鄰工業一路4號,"22.664644794170897, 120.4991177254768",1,187.0,屏東分局,
屏東工業區管理中心,QMA00896,橋南里,屏東縣屏東市橋南里19鄰工業一路5號,"22.663459395731437, 120.49975969664078",1,150.0,屏東分局,
國光客運屏東保養廠,QMA00897,橋南里,屏東縣屏東市橋南里19鄰工業一路7號,"22.662835893686353, 120.50057018314888",1,46.0,屏東分局,
國光客運屏東保養廠,QMA00898,橋南里,屏東縣屏東市橋南里19鄰工業一路7號之1,"22.662915097209165, 120.50053799664072",1,50.0,屏東分局,
三通車體有限公司,QMA00899,橋南里,屏東縣屏東市橋南里19鄰工業一路9號,"22.662466994676002, 120.50022303896864",1,48.0,屏東分局,
國興畜產有限公司,QMA00900,橋南里,屏東縣屏東市橋南里19鄰工業一路11號,"22.662046095798487, 120.49961369664072",1,170.0,屏東分局,
工業金屬有限公司,QMA00901,橋南里,屏東縣屏東市橋南里19鄰工業一路12號,"22.6626312972853, 120.50016422732924",1,36.0,屏東分局,
盛僑五金工業有限公司,QMA00902,橋南里,屏東縣屏東市橋南里19鄰工業二路2號,"22.66371709485001, 120.49757088129658",1,93.0,屏東分局,
地天泰國際有限公司,QMA00903,橋南里,屏東縣屏東市橋南里19鄰工業二路3號,"22.662685596239562, 120.49772464082106",1,123.0,屏東分局,
京華福士科股份有限公司,QMA00904,橋南里,屏東縣屏東市橋南里19鄰工業二路6號,"22.66315059851522, 120.49675035246044",1,66.0,屏東分局,
工廠,QMA00905,橋南里,屏東縣屏東市橋南里19鄰工業二路7號,"22.662014797401486, 120.49779953711615",1,20.0,屏東分局,
堅林企業有限公司,QMA00906,橋南里,屏東縣屏東市橋南里19鄰工業二路8號,"22.66300439748586, 120.49697431198499",1,50.0,屏東分局,
大中華生技食品有限公司,QMA00908,橋南里,屏東縣屏東市橋南里19鄰工業二路12號,"22.662152896144462, 120.49730098129649",1,130.0,屏東分局,
成政興塗裝有限公司,QMA00909,橋南里,屏東縣屏東市橋南里19鄰工業二路16號,"22.661559200406163, 120.49779599664072",1,67.0,屏東分局,
健鼎精密鑄造有限公司,QMA00912,橋南里,屏東縣屏東市橋南里19鄰工業三路1號,"22.6600531007991, 120.50209978314889",1,26.0,屏東分局,
螺絲有限公司,QMA00913,橋南里,屏東縣屏東市橋南里19鄰工業三路2號,"22.660568401781696, 120.50179051013247",1,233.0,屏東分局,
矗鎰工程公司,QMA00914,橋南里,屏東縣屏東市橋南里19鄰工業三路3號,"22.660167999947618, 120.5012320966407",1,720.0,屏東分局,
力厲企業有限公司,QMA00915,橋南里,屏東縣屏東市橋南里19鄰工業三路5號,"22.659746898602233, 120.5004347119849",1,40.0,屏東分局,
仁宏金企業有限公司,QMA00918,橋南里,屏東縣屏東市橋南里19鄰工業三路9號,"22.65922870439181, 120.4995912119849",1,60.0,屏東分局,
峻旺實業有限公司,QMA00920,橋南里,屏東縣屏東市橋南里19鄰工業三路12號,"22.65951909753887, 120.49947871198488",1,40.0,屏東分局,
新峻億工業有限公司,QMA00922,橋南里,屏東縣屏東市橋南里19鄰工業三路14號,"22.659301201386235, 120.49942209849316",1,36.0,屏東分局,
台灣常溫有限公司,QMA00924,橋南里,屏東縣屏東市橋南里19鄰工業三路18號,"22.658891105796997, 120.49901912547672",1,43.0,屏東分局,
匯豐汽車公司/屏東鈑噴中心,QMA00925,橋南里,屏東縣屏東市橋南里19鄰工業三路22號,"22.65844449739048, 120.49944605431277",1,41.0,屏東分局,
海宇漁具有限公司,QMA00926,橋南里,屏東縣屏東市橋南里19鄰工業四路1號,"22.659756704048135, 120.50303029611568",1,33.0,屏東分局,
中華電信/客戶服務中心,QMA00927,橋南里,屏東縣屏東市橋南里19鄰工業四路2號,"22.659997496256914, 120.5031573268042",1,666.0,屏東分局,
永新肉品興業有限公司,QMA00928,橋南里,屏東縣屏東市橋南里19鄰工業四路3號,"22.660455699470088, 120.50230708129646",1,33.0,屏東分局,
虹球橡膠工業有限公司,QMA00930,橋南里,屏東縣屏東市橋南里19鄰工業四路5號,"22.659132802392858, 120.50146839664067",1,96.0,屏東分局,
神豐帽服有限公司,QMA00931,橋南里,屏東縣屏東市橋南里19鄰工業四路6號,"22.659597902281774, 120.50220363659135",1,106.0,屏東分局,
力厲企業有限公司,QMA00933,橋南里,屏東縣屏東市橋南里19鄰工業四路12號,"22.659019405537748, 120.50060966595221",1,86.0,屏東分局,
達安企業有限公司,QMA00935,橋南里,屏東縣屏東市橋南里19鄰工業四路42號,"22.65531400400013, 120.496242730509",1,30.0,屏東分局,
中央畜產會技術服務中心,QMA00937,橋南里,屏東縣屏東市橋南里19鄰工業五路2號,"22.65821109215945, 120.50254373473882",1,64.0,屏東分局,
易維特科技有限公司,QMA00939,橋南里,屏東縣屏東市橋南里19鄰工業五路5號,"22.658930997565424, 120.50263685246034",1,55.0,屏東分局,
大東製藥有限公司,QMA00940,橋南里,屏東縣屏東市橋南里19鄰工業五路6號,"22.65929060570923, 120.50345298129639",1,41.0,屏東分局,
工廠,QMA00941,橋南里,屏東縣屏東市橋南里19鄰工業五路7號,"22.65912720022206, 120.50377604585327",1,136.0,屏東分局,
鳳盛企業公司,QMA00942,橋南里,屏東縣屏東市橋南里19鄰工業五路8號,"22.65967490421343, 120.50398206595223",1,27.0,屏東分局,
日瓏工業公司,QMA00943,橋南里,屏東縣屏東市橋南里19鄰工業五路11號,"22.659632401527674, 120.50350936595214",1,71.0,屏東分局,
源山香料粉末廠,QMA00944,橋南里,屏東縣屏東市橋南里19鄰工業五路15號,"22.65980759783908, 120.5047358268043",1,40.0,屏東分局,
崑興企業公司,QMA00945,橋南里,屏東縣屏東市橋南里19鄰工業五路19號,"22.660068700772086, 120.50322438314885",1,74.0,屏東分局,
佑冠光電科技有限公司,QMA00946,橋南里,屏東縣屏東市橋南里19鄰工業五路21號,"22.659866792412853, 120.50350404400102",1,87.0,屏東分局,
東發生物科技製藥公司,QMA00948,橋南里,屏東縣屏東市橋南里19鄰工業六路5號,"22.656444907969448, 120.49693628129641",1,76.0,屏東分局,
鼎弘塑鋼實業公司,QMA00949,橋南里,屏東縣屏東市橋南里19鄰工業六路東段10號,"22.657779302264625, 120.49738889664057",1,17.0,屏東分局,
豐釧機械有限公司,QMA00950,橋南里,屏東縣屏東市橋南里19鄰工業六路西段5號,"22.6546534955111, 120.49666958077144",1,62.0,屏東分局,
亞生特電業股份有限公司,QMA00951,橋南里,屏東縣屏東市橋南里19鄰工業六路西段6號,"22.65549691265405, 120.49699415431273",1,28.0,屏東分局,
芳隆農產公司,QMA00952,橋南里,屏東縣屏東市橋南里19鄰工業六路西段9號,"22.654366601033544, 120.49569648314873",1,80.0,屏東分局,
新興汽車修配廠,QMA00953,橋南里,屏東縣屏東市橋南里19鄰工業六路西段11號,"22.654191007701726, 120.49540285246026",1,75.0,屏東分局,
資展不銹鋼公司,QMA00954,橋南里,屏東縣屏東市橋南里19鄰工業環路2號,"22.66222349653579, 120.50264791013251",1,54.0,屏東分局,
屏榮實業公司,QMA00955,橋南里,屏東縣屏東市橋南里19鄰工業環路4號,"22.66130109635891, 120.50264221331237",1,90.0,屏東分局,
和泰電機公司,QMA00956,橋南里,屏東縣屏東市橋南里19鄰工業環路7號,"22.662184299653607, 120.50188789849318",1,38.0,屏東分局,
—,QMA01311,豐源里,屏東縣屏東市豐源里11鄰廣東路68號,"22.67140428308222, 120.49979598262429",1,48.0,屏東分局,
—,QMA00981,豐源里,屏東縣屏東市豐源里30鄰廣東路98號,"22.67273797984684, 120.499554596641",1,44.0,屏東分局,
—,QMA00974,豐源里,屏東縣屏東市豐源里32鄰廣東路114號,"22.673428778849186, 120.49984761198532",1,26.0,屏東分局,
—,QMA00979,豐源里,屏東縣屏東市豐源里31鄰廣東路108號之1,"22.673072178523743, 120.49969973896886",1,26.0,屏東分局,
—,QMA00975,豐源里,屏東縣屏東市豐源里35鄰廣東路140號,"22.674226777696745, 120.50009558314926",1,22.0,屏東分局,
—,QMA01294,豐源里,屏東縣屏東市豐源里22鄰民教路118巷6號,"22.670950581921325, 120.50126285246063",1,48.0,屏東分局,
東方聖羅蘭大樓,QMA00978,豐源里,屏東縣屏東市豐源里24鄰民教路168號,"22.671639380033785, 120.5011143389689",1,296.0,屏東分局,
—,QMA00991,豐源里,屏東縣屏東市豐源里11鄰林森路2巷59弄11號,"22.671137682157728, 120.50473159664101",1,42.0,屏東分局,
—,QMA00990,豐源里,屏東縣屏東市豐源里20鄰林森路2巷59弄9號,"22.67111168164217, 120.50466456595252",1,42.0,屏東分局,
臺灣自來水公司/屏東區屏東營運所,QMA01293,豐源里,屏東縣屏東市豐源里21鄰林森路6號,"22.669933883841658, 120.50398582732942",1,164.0,屏東分局,
屏東縣醫師公會,QMA01312,豐源里,屏東縣屏東市豐源里07鄰林森路東段86號,"22.66981288389258, 120.50549996965731",1,232.0,屏東分局,
水源第大樓,QMA00985,豐源里,屏東縣屏東市豐源里11鄰林森路東三段4號之4,"22.670756182938117, 120.50760043896882",1,430.0,屏東分局,
社區華廈,QMA00983,豐源里,屏東縣屏東市豐源里11鄰林森路東三段10號,"22.670810082164756, 120.50764205431302",1,328.0,屏東分局,
藍宇雅築大樓,QMA00982,豐源里,屏東縣屏東市豐源里12鄰林森路東四段79號之1,"22.670835782120225, 120.50616795431306",1,210.0,屏東分局,
—,QMA01292,豐源里,屏東縣屏東市豐源里27鄰水源路32號,"22.67207147770197, 120.5033965799402",1,350.0,屏東分局,
—,QMA01313,豐源里,屏東縣屏東市豐源里26鄰公園東路20號,"22.671634981086136, 120.50126118129675",1,71.0,屏東分局,
社區華廈,QMA01307,豐源里,屏東縣屏東市豐源里26鄰公園東路27號之1,"22.671626981451205, 120.500611396641",1,108.0,屏東分局,
—,QMA01291,豐源里,屏東縣屏東市豐源里27鄰公園東路57號,"22.67203217923974, 120.49944328314912",1,65.0,屏東分局,
—,QMA01296,豐源里,屏東縣屏東市豐源里27鄰公園東路64號,"22.671982279735754, 120.50056971198525",1,22.0,屏東分局,
—,QMA01019,豐榮里,屏東縣屏東市豐榮里01鄰廣東路53號之2,"22.671452881212783, 120.4988561812967",1,95.0,屏東分局,
新光銀行/東園分行,QMA01018,豐榮里,屏東縣屏東市豐榮里01鄰廣東路63號,"22.67205968041159, 120.49911116965737",1,222.0,屏東分局,
—,QMA01367,豐榮里,屏東縣屏東市豐榮里14鄰廣東路65號,"22.672276180067605, 120.49916629664095",1,140.0,屏東分局,
—,QMA01368,豐榮里,屏東縣屏東市豐榮里14鄰廣東路67號,"22.67221678148301, 120.49916629664095",1,62.0,屏東分局,
—,QMA01369,豐榮里,屏東縣屏東市豐榮里14鄰廣東路71號,"22.672453178388743, 120.499180996641",1,45.0,屏東分局,
—,QMA01370,豐榮里,屏東縣屏東市豐榮里14鄰廣東路75號,"22.67243878004377, 120.49919939664105",1,56.0,屏東分局,
—,QMA01366,豐榮里,屏東縣屏東市豐榮里14鄰廣東路79號,"22.672561679371583, 120.49922826780491",1,45.0,屏東分局,
—,QMA01365,豐榮里,屏東縣屏東市豐榮里14鄰廣東路81號,"22.672618579031134, 120.49916616595249",1,67.0,屏東分局,
—,QMA01364,豐榮里,屏東縣屏東市豐榮里14鄰廣東路83號,"22.672606080285245, 120.49924353896891",1,45.0,屏東分局,
—,QMA01378,豐榮里,屏東縣屏東市豐榮里14鄰廣東路107號,"22.67316287981011, 120.49943369664096",1,65.0,屏東分局,
—,QMA01355,豐榮里,屏東縣屏東市豐榮里14鄰廣東路115號,"22.67340087797796, 120.49950979664109",1,58.0,屏東分局,
—,QMA01356,豐榮里,屏東縣屏東市豐榮里14鄰廣東路117號,"22.673409578876903, 120.49952369664102",1,28.0,屏東分局,
縣水土保持工作站,QMA01377,豐榮里,屏東縣屏東市豐榮里13鄰廣東路151號,"22.674673178644817, 120.49994959664092",1,22.0,屏東分局,
—,QMA01361,豐榮里,屏東縣屏東市豐榮里11鄰廣東路157巷16號,"22.675069973098548, 120.49944646595252",1,51.0,屏東分局,
—,QMA01371,豐榮里,屏東縣屏東市豐榮里13鄰廣東路171號,"22.675378574248217, 120.50016271198527",1,27.0,屏東分局,
—,QMA01059,豐榮里,屏東縣屏東市豐榮里16鄰廣東路197號,"22.676206173318995, 120.50040005431318",1,42.0,屏東分局,
—,QMA01057,豐榮里,屏東縣屏東市豐榮里16鄰廣東路197號之1,"22.676225972274104, 120.50044296965744",1,42.0,屏東分局,
