編號,地址,可容納人數,經度,緯度,里別,避難所在之地下樓層數,轄管分局
240.0,臺中市大雅區員林里31鄰神林路一段234巷40號,258.0,120.657738,24.236758,員林里,1.0,大雅分局
241.0,臺中市大雅區忠義里24鄰東大路二段999號,390.0,120.61344,24.22761,忠義里,1.0,大雅分局
242.0,臺中市大雅區大雅里14鄰中清東路232號,143.0,120.64688,24.22496,大雅里,1.0,大雅分局
243.0,臺中市大雅區上雅里13鄰雅環路二段299號,1000.0,120.64848,24.22919,上雅里,1.0,大雅分局
244.0,臺中市大雅區上雅里13鄰雅環路二段301號,886.0,120.64764,24.2288,上雅里,1.0,大雅分局
245.0,臺中市大雅區大雅里27鄰雅潭路四段837號,518.0,120.64789,24.22083,大雅里,1.0,大雅分局
246.0,臺中市大雅區文雅里12鄰中山北路235號,1085.0,120.646118,24.220349,文雅里,1.0,大雅分局
247.0,臺中市大雅區大雅里13鄰民生路一段100號,948.0,120.648077,24.226491,大雅里,2.0,大雅分局
248.0,臺中市大雅區文雅里17鄰永和路149巷12號,23.0,120.646064,24.222757,文雅里,1.0,大雅分局
249.0,臺中市大雅區文雅里17鄰永和路149巷14號,24.0,120.646064,24.222757,文雅里,1.0,大雅分局
250.0,臺中市大雅區文雅里17鄰永和路149巷22號,24.0,120.646064,24.222757,文雅里,1.0,大雅分局
251.0,臺中市大雅區文雅里17鄰永和路149巷24號,24.0,120.646064,24.222757,文雅里,1.0,大雅分局
252.0,臺中市大雅區員林里7鄰大林路319號,508.0,120.651353,24.246366,員林里,2.0,大雅分局
253.0,臺中市大雅區大雅里15鄰中清路三段1200號,845.0,120.645862,24.225152,大雅里,3.0,大雅分局
254.0,臺中市大雅區文雅里8鄰中清路三段997巷27號,3984.0,120.6478,24.21966,文雅里,2.0,大雅分局
255.0,臺中市大雅區大雅里16鄰中清路三段1132巷12號,759.0,120.64726,24.22314,大雅里,2.0,大雅分局
256.0,臺中市大雅區文雅里20鄰中清路三段1195號,574.0,120.6455,24.22469,文雅里,1.0,大雅分局
257.0,臺中市大雅區大雅里27鄰雅潭路四段908號,825.0,120.64782,24.22133,大雅里,2.0,大雅分局
258.0,臺中市大雅區上雅里23鄰雅環路297巷2號,1610.0,120.65346,24.22286,上雅里,2.0,大雅分局
259.0,臺中市大雅區大雅里2鄰學府路250巷82弄82號,665.0,120.65224,24.22347,大雅里,1.0,大雅分局
260.0,臺中市大雅區上雅里雅環路二段120巷33之6號,725.0,120.6532885,24.22779403,上雅里,2.0,大雅分局
261.0,臺中市大雅區忠義里17鄰月祥路86號,2493.0,120.619761,24.222972,忠義里,1.0,大雅分局
262.0,臺中市潭子區潭陽里7鄰福潭路313巷10號,5401.0,120.70996,24.2093,潭陽里,1.0,大雅分局
263.0,臺中市潭子區潭陽里16鄰潭子街一段31巷2號,229.0,120.70622,24.21039,潭陽里,1.0,大雅分局
264.0,臺中市潭子區潭陽里21鄰中山路二段237巷9號,164.0,120.70417,24.20949,潭陽里,1.0,大雅分局
265.0,臺中市潭子區潭陽里14鄰復興路二段130號,642.0,120.70699,24.21005,潭陽里,1.0,大雅分局
266.0,臺中市潭子區潭陽里23鄰中山路二段345號,323.0,120.705167,24.212185,潭陽里,1.0,大雅分局
267.0,臺中市潭子區潭陽里18鄰潭子街一段31巷64號,762.0,120.70645,24.21199,潭陽里,1.0,大雅分局
268.0,臺中市潭子區潭陽里1鄰潭興路二段36巷79號,2038.0,120.71441,24.2072,潭陽里,1.0,大雅分局
269.0,臺中市潭子區潭陽里9鄰潭興路二段332巷7號,1953.0,120.71079,24.21014,潭陽里,1.0,大雅分局
270.0,臺中市潭子區潭陽里23鄰興華一路326號,231.0,120.70369,24.21237,潭陽里,1.0,大雅分局
271.0,臺中市潭子區甘蔗里31鄰興華一路141巷83號,483.0,120.70094,24.20658,甘蔗里,2.0,大雅分局
272.0,臺中市潭子區甘蔗里31鄰興華一路141巷70號,519.0,120.70138,24.20673,甘蔗里,1.0,大雅分局
273.0,臺中市潭子區甘蔗里26鄰勝利十二街87巷18號,641.0,120.69987,24.21299,甘蔗里,1.0,大雅分局
274.0,臺中市潭子區甘蔗里22鄰勝利五街23號,123.0,120.70041,24.20891,甘蔗里,1.0,大雅分局
275.0,臺中市潭子區甘蔗里20鄰勝利三街35號,490.0,120.70248,24.20834,甘蔗里,1.0,大雅分局
276.0,臺中市潭子區東寶里31鄰大豐路二段1號,259.0,120.69177,24.21872,東寶里,1.0,大雅分局
277.0,臺中市潭子區甘蔗里11鄰勝利九街30號,529.0,120.6995,24.21265,甘蔗里,1.0,大雅分局
278.0,臺中市潭子區甘蔗里5鄰勝利十街2號,772.0,120.700951,24.212703,甘蔗里,2.0,大雅分局
279.0,臺中市潭子區潭陽里1鄰潭興路二段36巷89號,2040.0,120.71391,24.208136,潭陽里,1.0,大雅分局
280.0,臺中市潭子區甘蔗里6鄰興華一路475號,397.0,120.702014,24.213953,甘蔗里,1.0,大雅分局
281.0,臺中市潭子區潭陽里23鄰興華一路332號,174.0,120.70365,24.21251,潭陽里,1.0,大雅分局
282.0,臺中市潭子區潭陽里21鄰興華一路198號,1019.0,120.703342,24.207695,潭陽里,2.0,大雅分局
283.0,臺中市潭子區東寶里16鄰雅潭路三段2號,389.0,120.684273,24.216801,東寶里,1.0,大雅分局
284.0,臺中市潭子區甘蔗里25鄰勝利七街12號,126.0,120.700365,24.210376,甘蔗里,1.0,大雅分局
285.0,臺中市潭子區潭陽里23鄰中山路二段391巷5號,227.0,120.70411,24.21281,潭陽里,2.0,大雅分局
286.0,臺中市潭子區甘蔗里17鄰潭興路三段111巷1號,484.0,120.70071,24.21188,甘蔗里,2.0,大雅分局
287.0,臺中市潭子區甘蔗里17鄰勝利路140號,2325.0,120.70047,24.21348,甘蔗里,2.0,大雅分局
288.0,臺中市潭子區東寶里23大富路一段7號之1,744.0,120.67907,24.20662,東寶里,3.0,大雅分局
289.0,臺中市潭子區東寶里16鄰雅潭路三段2號,84.0,120.68433,24.21648,東寶里,1.0,大雅分局
290.0,臺中市潭子區東寶里16鄰雅潭路三段2號,291.0,120.69952,24.21617,東寶里,1.0,大雅分局
291.0,臺中市潭子區甘蔗里12鄰雅潭路一段175號,586.0,120.69952,24.21617,甘蔗里,1.0,大雅分局
292.0,臺中市潭子區甘蔗里12鄰雅潭路一段175號,459.0,120.70387,24.20984,甘蔗里,1.0,大雅分局
293.0,臺中市潭子區甘蔗里12鄰雅潭路一段175號,772.0,120.70387,24.20984,甘蔗里,1.0,大雅分局
294.0,臺中市潭子區甘蔗里1鄰中山路二段241巷7號,751.0,120.70071,24.21363,甘蔗里,2.0,大雅分局
295.0,臺中市潭子區甘蔗里18鄰勝利路310號,442.0,120.70387,24.20984,甘蔗里,1.0,大雅分局
296.0,臺中市潭子區潭陽里11鄰潭陽路19號,589.0,120.71012,24.21304,潭陽里,1.0,大雅分局
297.0,臺中市潭子區潭陽里11鄰潭陽路19號,1603.0,120.71012,24.21304,潭陽里,1.0,大雅分局
298.0,臺中市潭子區潭陽里23鄰潭興路三段40號,1010.0,120.70411,24.21175,潭陽里,1.0,大雅分局
299.0,臺中市潭子區潭陽里8鄰潭興路二段419巷1號,228.0,120.70839,24.21011,潭陽里,1.0,大雅分局
300.0,臺中市潭子區潭陽里8鄰潭興路二段419巷1號,199.0,120.70839,24.21011,潭陽里,1.0,大雅分局
301.0,臺中市潭子區潭陽里3鄰大智街15巷12號,467.0,120.70934,24.20752,潭陽里,1.0,大雅分局
302.0,臺中市潭子區潭陽里3鄰大智街15巷2弄5號,578.0,120.70906,24.20774,潭陽里,1.0,大雅分局
303.0,臺中市潭子區潭陽里4鄰圓通南路72巷22號,602.0,120.70887,24.20735,潭陽里,1.0,大雅分局
304.0,臺中市潭子區潭陽里10鄰潭興路二段388號,16.0,120.70926,24.21072,潭陽里,1.0,大雅分局
305.0,臺中市潭子區潭陽里10鄰潭興路二段390號,16.0,120.70921,24.21066,潭陽里,1.0,大雅分局
306.0,臺中市潭子區潭陽里10鄰潭興路二段394號,32.0,120.70914,24.21072,潭陽里,1.0,大雅分局
307.0,臺中市潭子區潭陽里21鄰圓通南路278號,1025.0,120.70251,24.20735,潭陽里,1.0,大雅分局
308.0,臺中市潭子區東寶里28鄰大富路一段2巷22弄36號,189.0,120.68023,24.20402,東寶里,1.0,大雅分局
309.0,臺中市潭子區東寶里2鄰雅豐街76巷29弄8號,1076.0,120.69466,24.21825,東寶里,1.0,大雅分局
310.0,臺中市潭子區東寶里1鄰雅潭路二段56號,202.0,120.69613,24.2164,東寶里,1.0,大雅分局
311.0,臺中市潭子區潭陽里潭興路三段25號,1247.0,120.7042408,24.21153994,潭陽里,1.0,大雅分局
312.0,臺中市大雅區員林里4鄰大林路350巷52號,357.0,120.6568272,24.246115,員林里,1.0,大雅分局
313.0,臺中市大雅區民生路三段267巷5號,726.0,120.6600811,24.23374537,上楓里,1.0,大雅分局
