類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,WVA01543,社新里,臺北市士林區延平北路六段119號,"25.08854,121.508093",1,275.0,士林分局,
一般住宅,WVA01544,社新里,臺北市士林區延平北路六段125號,"25.08873,121.508061",1,81.0,士林分局,
一般住宅,WVA01545,社新里,臺北市士林區延平北路六段131號,"25.088902,121.50792",1,98.0,士林分局,
一般住宅,WVA01546,社新里,臺北市士林區延平北路六段133號,"25.088961,121.50785",1,381.0,士林分局,
一般住宅,WVA01566,社新里,臺北市士林區延平北路六段115巷16弄6號,"25.088594,121.507731",1,85.0,士林分局,
一般住宅,WVA01809,社新里,臺北市士林區社子街1號,"25.087769,121.508674",1,83.0,士林分局,
一般住宅,WVA01810,社新里,臺北市士林區社子街19號,"25.087672,121.50819",1,57.0,士林分局,
一般住宅,WVA01811,社新里,臺北市士林區社子街28號,"25.087464,121.507848",1,65.0,士林分局,
一般住宅,WVA01812,社新里,臺北市士林區社子街22巷54號,"25.086646,121.506806",1,46.0,士林分局,
一般住宅,WVA01815,社新里,臺北市士林區社子街24號,"25.087508,121.508052",1,65.0,士林分局,
一般住宅,WVA01818,社新里,臺北市士林區社子街22巷22弄19號,"25.086796,121.507506",1,107.0,士林分局,
一般住宅,WVA01823,社新里,臺北市士林區社子街50號,"25.087406,121.507289",1,48.0,士林分局,
一般住宅,WVA01944,社新里,臺北市士林區社子街38號,"25.087399,121.507537",1,309.0,士林分局,
一般住宅,WVA01946,社新里,臺北市士林區社子街5號,"25.087771,121.508519",1,146.0,士林分局,
一般住宅,WVA01950,社新里,臺北市士林區社子街25巷12號,"25.088242,121.507777",1,175.0,士林分局,
一般住宅,WVA01951,社新里,臺北市士林區社子街25巷3弄18號,"25.088159,121.50839",1,44.0,士林分局,
一般住宅,WVA02819,社新里,臺北市士林區社子街32-34號,"25.087419,121.507775",1,106.0,士林分局,
一般住宅,WVA03087,社新里,臺北市士林區社子街22巷52號,"25.086697,121.50704",1,238.0,士林分局,
