電腦編號,建築物名稱,里別,緯度,經度,避難樓層,容量,轄管分局,備註
EQA00423,私人住宅,中山里,24.906276,121.154281,B1,5970.0,楊梅分局,
EQA00424,私人住宅,永寧里,24.901253,121.146678,B1,1771.0,楊梅分局,
EQA00425,私人住宅,永寧里,24.901263,121.148092,B1,296.0,楊梅分局,
EQA00426,私人住宅,瑞塘里,24.909495,121.173333,B1,1863.0,楊梅分局,
EQA00427,私人住宅,梅溪里,24.910713,121.168009,B1,826.0,楊梅分局,
EQA00428,私人住宅,楊明里,24.912367,121.1611,B1,7787.0,楊梅分局,
EQA00429,瑞梅國小,梅溪里,24.910047,121.168627,B1,1037.0,楊梅分局,
EQA00430,博皇國際,高上里,24.92753,121.158358,B1,581.0,楊梅分局,
EQA00432,私人住宅,豐野里,24.936337,121.084264,B1,479.0,楊梅分局,
EQA00433,富岡圖書館,富岡里,24.934692,121.078956,B1,832.0,楊梅分局,
EQA00434,景碩員工宿舍,石磊里,24.99101,121.097464,B1,1521.0,楊梅分局,
EQA00435,社子國小,社子里,24.956797,121.079488,B1,87.0,楊梅分局,
EQA00437,楊梅經典社區,楊江里,24.908454,121.146101,B1,1247.0,楊梅分局,
EQA00438,夢想家,東流里,24.90386,121.124907,B1,1463.0,楊梅分局,
EQA00439,立多祿工業,青山里,24.925047,121.171736,B1,854.0,楊梅分局,
EQA00440,大硯一期社區,青山里,24.921293,121.171267,B1,5026.0,楊梅分局,
EQA00441,聖光雕塑,青山里,24.925844,121.170774,B1,953.0,楊梅分局,
EQA00442,私人住宅,金溪里,24.898041,121.174494,B1,5307.0,楊梅分局,
EQA00443,櫻花博社區,梅溪里,24.912077,121.171661,B1,5256.0,楊梅分局,
EQA00444,臺億建築建築經理股份有限公司紀玉枝,頭洲里,24.961861,121.158317,B2,1029.0,楊梅分局,
EQA00445,大清雄讚,石磊里,24.98589,121.103196,B1,309.0,楊梅分局,
EQA00446,私人住宅,青山里,24.921707,121.172582,B1,3617.0,楊梅分局,
EQA00447,私人住宅,瑞塘里,24.908807,121.173518,B1,1916.0,楊梅分局,
EQA00448,私人住宅,永寧里,24.873363,121.169921,B1,1218.0,楊梅分局,
EQA00449,私人住宅,豐野里,24.936426,121.084177,B1,346.0,楊梅分局,
EQA00450,福隆硬鉻,高上里,24.925466,121.168265,B1,817.0,楊梅分局,
EQA00451,楊梅區農會法定代理人理事長：傅鑫財,楊明里,,,B3,4090.0,楊梅分局,
EQA00452,楊梅科技廠辦大樓,中山里,24.906706,121.154252,B1,9464.0,楊梅分局,
EQA00454,私人住宅,大同里,24.912664,121.150508,B1,10474.0,楊梅分局,
EQA00455,私人住宅,楊明里,24.908493,121.156257,B1,242.0,楊梅分局,
EQA00456,景碩幼兒園,清華里,24.98351,121.104409,B1,1018.0,楊梅分局,
EQA00457,私人住宅,楊梅里,24.911976,121.14347,B2,112.0,楊梅分局,
EQA00458,私人住宅,四維里,24.91512,121.178228,B1,6472.0,楊梅分局,
EQA00459,私人住宅,清華里,24.984211,121.121701,B1,712.0,楊梅分局,
EQA00460,私人住宅,瑞塘里,24.913118,121.177593,B1,3813.0,楊梅分局,
EQA00462,富岡國小,豐野里,24.937676,121.080747,B1,548.0,楊梅分局,
EQA00479,億可國際飲食公司,上田里,24.940672,121.126795,B1,118.0,楊梅分局,
EQA00480,私人住宅,瑞坪里,24.905594,121.17543,B3,2290.0,楊梅分局,
EQA00481,傻師傅食品有限公司負責人:江凱軒,永平里,24.92113,121.178449,B1,866.0,楊梅分局,
EQA00482,私人住宅,永寧里,24.902318,121.142606,B2,1426.0,楊梅分局,
EQA00483,私人住宅,永平里,24.920915,121.178111,B1,1129.0,楊梅分局,
EQA00484,家家買生活百貨有限公司負責人:陳柏壽,仁美里,24.921456,121.179386,B1,817.0,楊梅分局,
EQA00485,欣興電子股份有限公司負責人:曾子章,永平里,24.917431,121.174921,B1,1811.0,楊梅分局,
EQA00486,私人住宅,梅溪里,24.909647,121.170099,B1,372.0,楊梅分局,
EQA00487,中華電信研究院,新榮里,,,B1,1080.0,楊梅分局,
EQA00488,私人住宅,瑞坪里,24.908738,121.181259,B3,853.0,楊梅分局,
EQA00489,民安診所,楊梅里,24.913115,121.146728,B2,160.0,楊梅分局,
EQA00490,私人住宅,中山里,24.906991,121.15864,B1,636.0,楊梅分局,
EQA00491,私人住宅,上田里,24.941011,121.1272,B2,1029.0,楊梅分局,
EQA00492,私人住宅,金龍里,24.911912,121.18606,B2,2428.0,楊梅分局,
EQA00493,大清雄讚2.0,石磊里,24.984803,121.105271,B3,1482.0,楊梅分局,
EQA00494,私人住宅,永平里,24.912365,121.172734,B2,506.0,楊梅分局,
EQA00495,私人住宅,中山里,24.907797,121.151537,B1,161.0,楊梅分局,
EQA00496,私人住宅,頭湖里,24.904512,121.109089,B1,2719.0,楊梅分局,
EQA00497,私人住宅,中山里,24.906901,121.160066,B1,4024.0,楊梅分局,
EQA00498,私人住宅,高榮里,24.952307,121.166324,B1,166.0,楊梅分局,
EQA00499,私人住宅,社子里,24.960177,121.089178,B1,624.0,楊梅分局,
EQA00500,私人住宅,仁美里,24.922716,121.182651,B3,321.0,楊梅分局,
EQA00501,私人住宅,中山里,24.91851,121.151926,B2,2401.0,楊梅分局,
EQA00502,私人住宅,楊梅里,24.913712,121.143608,B3,985.0,楊梅分局,
EQA00503,私人住宅,高上里,24.925977,121.1588007,B1,601.0,楊梅分局,
EQA00504,私人住宅,大同里,24.911658,121.1506208,B2,1325.0,楊梅分局,
EQA00505,私人住宅,紅梅里,24.904621,121.142477,B2,1467.0,楊梅分局,
EQA00506,千如電機工業股份有限公司,中山里,24.910721,121.172414,B2,654.0,楊梅分局,
EQA00507,欣興電子股份有限公司,永平里,24.915772,121.173694,B2,442.0,楊梅分局,
EQA00508,美吾華股份有限公司,青山里,24.924381,121.172364,B2,677.0,楊梅分局,
EQA00509,欣興電子股份有限公司,永平里,24.915722,121.173866,B1,1390.0,楊梅分局,
EQA00510,桃園市政府住宅發展處,金龍里,24.91461,121.185485,B2,2388.0,楊梅分局,
EQA00511,私人住宅,員本里,24.915772,121.173694,B1,260.0,楊梅分局,
EQA00512,私人住宅,頭州里,24.936081,121.088845,B3,2831.0,楊梅分局,
EQA00513,欣興電子股份有限公司,永平里,24.915645,121.173862,B1,1041.0,楊梅分局,
EQA00514,桃苗汽車股份有限公司,清華里,24.988025,121.107372,B1,9215.0,楊梅分局,
EQA00515,私人住宅,仁美里,24.921317,121.182001,B2,204.0,楊梅分局,
EQA00516,私人住宅,瑞坪里,24.907708,121.183095,B1,423.0,楊梅分局,
EQA00517,私人住宅,瑞坪里,24.907705,121.183092,B2,2140.0,楊梅分局,
EQA00518,國泰人壽保險股份有限公司,中山里,24.904956,121.156051,B1,1417.0,楊梅分局,
EQA00519,立進興業有限公司負責人:徐福川,永寧里,24.902346,121.148275,B1,176.0,楊梅分局,
EQA00520,培堅建設有限公司負責人：王培珠,永寧里,24.898906,121.148602,B1,229.0,楊梅分局,
EQA00521,豪發建設有限公司負責人：曾添培,陽明里,24.912678,121.160021,B3,1466.0,楊梅分局,
