類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,COA00001,梅花里,臺南市安南區梅花里18鄰同安路342號,"23.042956,120.192736",1,62.0,第三分局,
一般住宅,COA00002,梅花里,臺南市安南區梅花里18鄰同安路340號,"23.042919,120.192725",1,62.0,第三分局,
一般住宅,COA00003,梅花里,臺南市安南區梅花里18鄰同安路338號,"23.042884,120.192708",1,44.0,第三分局,
一般住宅,COA00004,梅花里,臺南市安南區梅花里18鄰同安路334號,"23.042825,120.192655",1,44.0,第三分局,
一般住宅,COA00005,梅花里,臺南市安南區梅花里18鄰同安路346號,"23.043087,120.19284",1,106.0,第三分局,
公有,COA00006,梅花里,臺南市安南區梅花里17鄰安中路一段703巷80號,"23.040147,120.19311",1,797.0,第三分局,
供公眾使用,COA00008,大安里,臺南市安南區大安里11鄰大安街252號,"23.035260,120.194767",1,111.0,第三分局,
一般住宅,COA00009,理想里,臺南市安南區理想里19鄰大安街461巷37弄93號,"23.037834,120.193155",1,347.0,第三分局,
一般住宅,COA00010,理想里,臺南市安南區理想里19鄰大安街461巷46號,"23.038214,120.191865",1,347.0,第三分局,
供公眾使用,COA00011,理想里,臺南市安南區理想里20鄰同安路70號,"23.039649,120.189327",1,33.0,第三分局,
一般住宅,COA00013,原佃里,臺南市安南區原佃里5鄰本原街一段191號,"23.051186,120.197742",1,33.0,第三分局,
供公眾使用,COA00014,原佃里,臺南市安南區原佃里1鄰怡安路二段102號,"23.045435,120.199555",1,555.0,第三分局,
一般住宅,COA00015,梅花里,臺南市安南區梅花里12鄰安中路1段701巷45號,"23.041388,120.194871",1,1111.0,第三分局,
一般住宅,COA00016,梅花里,臺南市安南區梅花里12鄰安中路一段701巷45號,"23.041388,120.194872",1,1111.0,第三分局,
供公眾使用,COA00017,安東里,臺南市安南區安東里8鄰安和路二段54巷216號,"23.036217,120.216347",1,916.0,第三分局,
供公眾使用,COA00018,安東里,臺南市安南區安東里8鄰安和路二段98號,"23.038405,120.214766",1,888.0,第三分局,
一般住宅,COA00020,新順里,臺南市安南區新順里14鄰安和路二段318巷125弄15號,"23.043437,120.220279",1,35.0,第三分局,
一般住宅,COA00021,溪北里,臺南市安南區溪北里4鄰敬安街15號,"23.027331,120.211198",1,44.0,第三分局,
一般住宅,COA00024,安東里,臺南市安南區安東里6鄰安和路一段288巷59號,"23.032867,120.213999",1,35.0,第三分局,
一般住宅,COA00025,新順里,臺南市安南區新順里13鄰永安路69號,"23.044374,120.222273",1,35.0,第三分局,
一般住宅,COA00026,新順里,臺南市安南區新順里13鄰永安路13號,"23.045745,120.219675",1,35.0,第三分局,
一般住宅,COA00027,新順里,臺南市安南區新順里13鄰永安路89巷6號,"23.044107,120.224323",1,35.0,第三分局,
一般住宅,COA00028,新順里,臺南市安南區新順里13鄰永安路89巷9號,"23.044342,120.224231",1,35.0,第三分局,
一般住宅,COA00029,安西里,臺南市安南區安西里11鄰安和路一段317號,"23.032921,120.212248",1,38.0,第三分局,
一般住宅,COA00030,溪北里,臺南市安南區溪北里4鄰敬安街9號,"23.027888,120.211563",1,44.0,第三分局,
一般住宅,COA00031,新順里,臺南市安南區新順里10鄰政安路91號,"23.041135,120.219541",1,44.0,第三分局,
一般住宅,COA00033,新順里,臺南市安南區新順里13鄰安通路二段8號,"23.044107,120.224323",1,38.0,第三分局,
一般住宅,COA00034,新順里,臺南市安南區新順里13鄰開安路49號,"23.046710,120.222539",1,38.0,第三分局,
一般住宅,COA00035,新順里,臺南市安南區新順里13鄰開安一街8巷15弄15號,"23.046122,120.224425",1,38.0,第三分局,
一般住宅,COA00036,安東里,臺南市安南區安東里16鄰安和路一段478巷38弄2號,"23.034928,120.214688",1,35.0,第三分局,
一般住宅,COA00037,安東里,臺南市安南區安東里8鄰安和路二段54巷20號,"23.037358,120.214782",1,38.0,第三分局,
公有,COA00039,安慶里,臺南市安南區安慶里12鄰長溪路一段76號,"23.035378,120.211422",1,555.0,第三分局,
公有,COA00040,安慶里,臺南市安南區安慶里12鄰長溪路一段76號,"23.035378,120.211422",1,555.0,第三分局,
公有,COA00041,安慶里,臺南市安南區安慶里12鄰長溪路一段76號,"23.035378,120.211422",1,555.0,第三分局,
一般住宅,COA00042,安慶里,臺南市安南區安慶里26鄰長溪路一段133號,"23.035851,120.210216",1,35.0,第三分局,
一般住宅,COA00043,安慶里,臺南市安南區安慶里26鄰長溪路一段135號,"23.035902,120.210158",1,38.0,第三分局,
一般住宅,COA00044,安慶里,臺南市安南區安慶里26鄰長溪路一段143號,"23.036037,120.210027",1,38.0,第三分局,
一般住宅,COA00046,安慶里,臺南市安南區安慶里3鄰長溪路一段168巷115號,"23.038979,120.210137",1,38.0,第三分局,
公有,COA00047,淵東里,臺南市安南區淵東里16鄰安中路三段252號,"23.048549,120.178054",1,555.0,第三分局,
公有,COA00048,淵東里,臺南市安南區淵東里16鄰安中路三段252號,"23.048549,120.178054",1,555.0,第三分局,
一般住宅,COA00050,淵東里,臺南市安南區淵東里16鄰安中路三段292號,"23.048855,120.176744",1,38.0,第三分局,
一般住宅,COA00051,淵東里,臺南市安南區淵東里10鄰安中路三段362號,"23.049081,120.175652",1,35.0,第三分局,
一般住宅,COA00052,淵東里,臺南市安南區淵東里10鄰安中路三段366號,"23.049104,120.175576",1,35.0,第三分局,
一般住宅,COA00053,淵東里,臺南市安南區淵東里10鄰安中路三段368號,"23.049115,120.175529",1,35.0,第三分局,
一般住宅,COA00054,淵東里,臺南市安南區淵東里10鄰安中路三段374號,"23.049147,120.175411",1,50.0,第三分局,
一般住宅,COA00055,淵東里,臺南市安南區淵東里10鄰安中路三段376號,"23.049159,120.175371",1,50.0,第三分局,
一般住宅,COA00056,淵東里,臺南市安南區淵東里10鄰安中路三段380號,"23.049177,120.175293",1,50.0,第三分局,
一般住宅,COA00057,淵東里,臺南市安南區淵東里10鄰安中路三段382號,"23.049188,120.175248",1,50.0,第三分局,
一般住宅,COA00058,淵東里,臺南市安南區淵東里10鄰安中路三段384號,"23.049195,120.175208",1,50.0,第三分局,
一般住宅,COA00059,淵東里,臺南市安南區淵東里10鄰安中路三段386號,"23.049211,120.175171",1,50.0,第三分局,
一般住宅,COA00060,淵東里,臺南市安南區淵東里10鄰安中路三段388號,"23.049219,120.17513",1,50.0,第三分局,
一般住宅,COA00061,淵東里,臺南市安南區淵東里10鄰安中路三段388之1號,"23.049232,120.175088",1,50.0,第三分局,
一般住宅,COA00062,淵東里,臺南市安南區淵東里10鄰安中路三段388號之2,"23.049242,120.17505",1,50.0,第三分局,
一般住宅,COA00063,淵東里,臺南市安南區淵東里10鄰安中路三段388號之3,"23.049247,120.174985",1,50.0,第三分局,
供公眾使用,COA00065,淵東里,臺南市安南區淵東里9鄰安中路三段400巷13號,"23.050007,120.17475",1,133.0,第三分局,
一般住宅,COA00071,海東里,臺南市安南區海東里8鄰海佃路二段509巷65號,"23.041492, 120.185298",1,222.0,第三分局,
一般住宅,COA00073,海東里,臺南市安南區海東里5鄰海佃路二段483巷106號,"23.040589,120.184458",1,38.0,第三分局,
一般住宅,COA00077,海東里,臺南市安南區海東里24鄰同安路173號,"23.041512,120.191092",1,38.0,第三分局,
一般住宅,COA00078,海東里,臺南市安南區海東里24鄰同安路177號,"23.04156,120.191154",1,38.0,第三分局,
一般住宅,COA00079,海東里,臺南市安南區海東里24鄰同安路179號,"23.041595,120.191185",1,38.0,第三分局,
一般住宅,COA00080,海東里,臺南市安南區海東里13鄰海環街51號,"23.038841,120.186615",1,44.0,第三分局,
一般住宅,COA00081,海東里,臺南市安南區海東里13鄰海環街53號,"23.038823,120.186572",1,44.0,第三分局,
一般住宅,COA00082,海東里,臺南市安南區海東里16鄰同安路133號,"23.040875,120.190355",1,54.0,第三分局,
一般住宅,COA00083,海東里,臺南市安南區海東里16鄰同安路131號,"23.040849,120.190321",1,54.0,第三分局,
一般住宅,COA00084,海東里,臺南市安南區海東里24鄰同安路225巷53號,"23.042622,120.191076",1,38.0,第三分局,
一般住宅,COA00086,溪心里,臺南市安南區溪心里8鄰海佃路二段770號,"23.045869,120.185128",1,45.0,第三分局,
一般住宅,COA00087,溪心里,臺南市安南區溪心里16鄰安中路二段17號,"23.045718,120.190139",1,44.0,第三分局,
一般住宅,COA00088,溪心里,臺南市安南區溪心里1鄰安中路三段27號,"23.047139,120.183273",1,51.0,第三分局,
一般住宅,COA00089,溪心里,臺南市安南區溪心里2鄰海佃路二段597號,"23.044360,120.185755",1,365.0,第三分局,
一般住宅,COA00090,溪心里,臺南市安南區溪心里12鄰海佃路二段666號,"23.044319,120.186224",1,36.0,第三分局,
一般住宅,COA00091,溪心里,臺南市安南區溪心里12鄰海佃路二段668號,"23.044346,120.186197",1,36.0,第三分局,
一般住宅,COA00092,溪心里,臺南市安南區溪心里12鄰海佃路二段750號,"23.045441,120.185408",1,36.0,第三分局,
一般住宅,COA00093,溪心里,臺南市安南區溪心里12鄰海佃路二段746號,"23.045366,120.185463",1,36.0,第三分局,
一般住宅,COA00094,溪心里,臺南市安南區溪心里12鄰海佃路二段752號,"23.045477,120.185384",1,36.0,第三分局,
一般住宅,COA00095,溪心里,臺南市安南區溪心里12鄰海佃路二段748號,"23.045400,120.185438",1,36.0,第三分局,
一般住宅,COA00096,溪心里,臺南市安南區溪心里8鄰海佃路二段822號,"23.046807,120.184402",1,44.0,第三分局,
一般住宅,COA00097,溪心里,臺南市安南區溪心里2鄰海佃路二段631號,"23.045113,120.185100",1,36.0,第三分局,
公有,COA00099,溪心里,臺南市安南區溪心里21鄰安中路二段308號,"23.047322,120.184721",1,167.0,第三分局,
一般住宅,COA00101,溪心里,臺南市安南區溪心里23鄰海佃路三段22號,"23.047609,120.18377",1,35.0,第三分局,
一般住宅,COA00104,溪心里,臺南市安南區溪心里10鄰海佃路三段11號,"23.047487,120.183475",1,34.0,第三分局,
一般住宅,COA00106,溪心里,臺南市安南區溪心里19鄰安中路三段246號,"23.048379,120.178957",1,51.0,第三分局,
一般住宅,COA00107,溪心里,臺南市安南區溪心里19鄰安中路三段242號,"23.048344,120.179039",1,50.0,第三分局,
一般住宅,COA00108,溪心里,臺南市安南區溪心里19鄰安中路三段244號,"23.048344,120.179039",1,51.0,第三分局,
一般住宅,COA00109,溪心里,臺南市安南區溪心里19鄰安中路三段240號,"23.048338,120.179086",1,51.0,第三分局,
一般住宅,COA00115,淵中里,臺南市安南區淵中里17鄰安中路三段281號,"23.048376, 120.177484",1,61.0,第三分局,
公有,COA00116,淵中里,臺南市安南區淵中里1鄰安中路三段381號,"23.049022,120.174806",1,334.0,第三分局,
一般住宅,COA00120,州南里,臺南市安南區州南里2鄰安和路四段533巷85弄11號,"23.060596,120.217198",1,43.0,第三分局,
供公眾使用,COA00122,州南里,臺南市安南區州南里20鄰安和路四段538巷81號,"23.060879,120.220147",1,156.0,第三分局,
公有,COA00126,州南里,臺南市安南區州南里13鄰長和路二段74號,"23.064129,120.222343",1,415.0,第三分局,
公有,COA00127,州南里,臺南市安南區州南里13鄰長和路二段74號,"23.064129,120.222343",1,486.0,第三分局,
公有,COA00128,州南里,臺南市安南區州南里13鄰長和路二段74號,"23.064129,120.222343",1,515.0,第三分局,
供公眾使用,COA00129,州南里,臺南市安南區州南里13鄰長和路二段12巷28號,"23.064558,120.224774",1,193.0,第三分局,
公有,COA00130,州南里,臺南市安南區州南里13鄰長和路二段74號,"23.064129,120.222343",1,417.0,第三分局,
一般住宅,COA00131,州南里,臺南市安南區州南里16鄰安和路四段516號,"23.06128,120.218858",1,44.0,第三分局,
一般住宅,COA00133,州南里,臺南市安南區州南里16鄰安和路四段518號,"23.061322,120.218855",1,30.0,第三分局,
一般住宅,COA00134,州南里,臺南市安南區州南里1鄰安和路四段316號,"23.057459,120.218791",1,56.0,第三分局,
一般住宅,COA00135,州南里,臺南市安南區州南里11鄰安和路四段544號,"23.061730,120.218858",1,47.0,第三分局,
一般住宅,COA00136,州南里,臺南市安南區州南里11鄰安和路四段544之1號,"23.061730,120.218858",1,51.0,第三分局,
一般住宅,COA00137,州南里,臺南市安南區州南里11鄰安和路四段542號,"23.061686,120.218849",1,44.0,第三分局,
