類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
公寓,WVA00278,三玉里,臺北市士林區德行東路129巷10號,"25.108452,121.52923",1,"1400 ",
大樓,WVA00358,三玉里,臺北市士林區忠誠路二段12號,"25.108778,121.529929",1,"2729 ",
公寓,WVA01652,三玉里,臺北市士林區忠誠路二段1號,"25.108689,121.530797",1,"1602 ",
大樓,WVA01659,三玉里,臺北市士林區忠誠路二段6號,"25.108588,121.530109",1,"386 ",
公寓,WVA01680,三玉里,臺北市士林區忠誠路二段32巷9號,"25.109323,121.529546",1,"494 ",
大樓,WVA02054,三玉里,臺北市士林區德行東路233號,"25.109584,121.533429",1,"1172 ",
公寓,WVA02691,三玉里,臺北市士林區德行東路157號,"25.108326,121.529822",1,"225 ",
公寓,WVA02693,三玉里,臺北市士林區德行東路187號,"25.10893,121.531541",1,"469 ",
公寓,WVA02694,三玉里,臺北市士林區德行東路191號,"25.109002,121.531732",1,"405 ",
公寓,WVA02696,三玉里,臺北市士林區德行東路197號,"25.109078,121.531942",1,"406 ",
公寓,WVA02700,三玉里,臺北市士林區德行東路227號,"25.109535,121.53308",1,"265 ",
公寓,WVA02702,三玉里,臺北市士林區德行東路239號,"25.109772,121.533959",1,"201 ",
大樓,WVA03024,三玉里,臺北市士林區德行東路183號,"25.108916,121.531304",3,"810 ",
大樓,WVA03129,三玉里,臺北市士林區忠誠路二段21巷20號,"25.109323,121.531419",1,"784 ",
大樓,WVA03156,三玉里,臺北市士林區忠誠路二段10巷5號,"25.108848,121.529763",1,"148 ",
大樓,WVA03162,三玉里,臺北市士林區德行東路177號,"25.108785,121.531015",1,"1706 ",
公寓,WVA00011,三玉里,臺北市士林區士東路222號,"25.11271,121.534522",1,"397 ",
公寓,WVA00022,三玉里,臺北市士林區士東路200巷15弄6號,"25.111986,121.534154",1,"125 ",
公寓,WVA00022,三玉里,臺北市士林區士東路200巷15弄6號,"25.111986,121.534154",2,"245 ",
公寓,WVA00024,三玉里,臺北市士林區士東路200巷58弄15號,"25.110476,121.533353",1,"716 ",
公寓,WVA01167,三玉里,臺北市士林區天母東路106號,"25.117951,121.536626",1,"397 ",
