類別,電腦編號,行政區,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)","unnamed (2)","unnamed (3)","unnamed (4)","unnamed (5)","unnamed (6)"
一般建築,FS4571,區新甲里,新甲里,高雄市鳳山區新甲里新樂街279號,"22.61045489,120.339982964806",1,1030.0,鳳山分局,,,,,,,
一般建築,FS4348,區富甲里,富甲里,高雄市鳳山區富甲里保泰路154號,"22.60041343,120.330387809496",1,1062.0,鳳山分局,,,,,,,
一般建築,FS4955,區新興里,新興里,高雄市鳳山區新興里復仁街21號,"22.625243,120.354487",1,1065.0,鳳山分局,,,,,,,
一般建築,FS6415,區鎮南里,鎮南里,高雄市鳳山區鎮南里龍成路111號,"22.59797726,120.32883733158",1,1069.0,鳳山分局,,,,,,,
一般建築,FS5139,區瑞興里,瑞興里,高雄市鳳山區瑞興里瑞竹路173巷21號,"22.628202,120.368072",1,1083.0,鳳山分局,,,,,,,
一般建築,FS1615,區文德里,文德里,高雄市鳳山區文德里文樂街60號,"22.645434,120.348725",2,1085.0,鳳山分局,,,,,,,
一般建築,FS1127,區文山里,文山里,高雄市鳳山區文山里文澄街1巷1號,"22.643068,120.356072",1,1089.0,鳳山分局,,,,,,,
一般建築,FS4073,區埤頂里,埤頂里,高雄市鳳山區埤頂里埤頂街55號,"22.63002745,120.38050421756",1,1092.0,鳳山分局,,,,,,,
一般建築,FS1583,區文德里,文德里,高雄市鳳山區文德里文雅街145號,"22.635939,120.350103",1,1096.0,鳳山分局,,,,,,,
一般建築,FS1443,區文華里,文華里,高雄市鳳山區文華里文勇街25號,"22.638850424036093, 120.35844379489176",1,1099.0,鳳山分局,,,,,,,
一般建築,FS1441,區文華里,文華里,高雄市鳳山區文華里文勇街25號,"22.63895,120.358464",1,1101.0,鳳山分局,,,,,,,
一般建築,FS5729,區鳳崗里,鳳崗里,高雄市鳳山區鳳崗里光遠路161號,"22.624977,120.363443",1,1107.0,鳳山分局,,,,,,,
一般建築,FS4111,區曹公里,曹公里,高雄市鳳山區曹公里曹公路25號,"22.627538,120.357105",2,1110.0,鳳山分局,,,,,,,
一般建築,FS5151,區誠信里,誠信里,高雄市鳳山區誠信里杭州街8號,"22.621863,120.374619",1,1112.0,鳳山分局,,,,,,,
一般建築,FS6558,區鎮南里,鎮南里,高雄市鳳山區鎮南里永安街45號,"22.597206,120.332786",2,1128.0,鳳山分局,,,,,,,
一般建築,FS5795,區興仁里,興仁里,高雄市鳳山區興仁里中山路138號,"22.62410332,120.357637179969",1,1138.0,鳳山分局,,,,,,,
一般建築,FS5143,區瑞興里,瑞興里,高雄市鳳山區瑞興里瑞竹路155之5號,"22.627706,120.368516",1,1140.0,鳳山分局,,,,,,,
一般建築,FS1997,區正義里,正義里,高雄市鳳山區正義里瑞隆東路205號,"22.605865,120.339164",1,1153.0,鳳山分局,,,,,,,
一般建築,FS3031,區東門里,東門里,高雄市鳳山區東門里中山東路227號,"22.625285,120.372009",1,1165.0,鳳山分局,,,,,,,
一般建築,FS5176,區過埤里,過埤里,高雄市鳳山區過埤里過埤路188號,"22.590371,120.362089",1,1167.0,鳳山分局,,,,,,,
一般建築,FS6228,區鎮北里,鎮北里,高雄市鳳山區鎮北里北文街101號,"22.643494,120.368697",1,1178.0,鳳山分局,,,,,,,
一般建築,FS0456,區曹公里,曹公里,高雄市鳳山區曹公里中正路229號,"22.629997,120.360465",3,1195.0,鳳山分局,,,,,,,
一般建築,FS5186,區過埤里,過埤里,高雄市鳳山區過埤里過埤路595號,"22.590347,120.355827",2,1198.0,鳳山分局,,,,,,,
一般建築,FS2572,區和興里,和興里,高雄市鳳山區和興里5鄰五甲一路11之1號,"22.621855,120.358537",3,1200.0,鳳山分局,,,,,,,
一般建築,FS0458,區鎮北里,鎮北里,高雄市鳳山區鎮北里鳳仁路110巷336號,"22.644373,120.373874",2,1202.0,鳳山分局,,,,,,,
一般建築,FS5976,區新興里,新興里,高雄市鳳山區新興里經武路36號,"22.627611,120.362821",1,1206.0,鳳山分局,,,,,,,
一般建築,FS3863,區南和里,南和里,高雄市鳳山區南和里南和街21號,"22.595947511495858, 120.3339760406303",1,1216.0,鳳山分局,,,,,,,
一般建築,FS5887,區興仁里,興仁里,高雄市鳳山區興仁里12鄰立德街222號,"22.623145,120.356877",3,1236.0,鳳山分局,,,,,,,
一般建築,FS2733,區忠孝里,忠孝里,高雄市鳳山區忠孝里光復路65號,"22.62929065,120.347730040117",1,1245.0,鳳山分局,,,,,,,
一般建築,FS1567,區文德里,文德里,高雄市鳳山區文德里八德路2段275號,"22.644691,120.351685",1,1259.0,鳳山分局,,,,,,,
一般建築,FS5210,區福祥里,福祥里,高雄市鳳山區福祥里福誠二街168號,"22.592234,120.322866",1,1264.0,鳳山分局,,,,,,,
一般建築,FS4911,區新樂里,新樂里,高雄市鳳山區新樂里興隆街33巷11號,"22.605130949419085, 120.34421224611457",1,1269.0,鳳山分局,,,,,,,
一般建築,FS4358,區富甲里,富甲里,高雄市鳳山區富甲里南正一路48巷8之1號,"22.595317,120.337093",1,1272.0,鳳山分局,,,,,,,
一般建築,FS6230,區鎮北里,鎮北里,高雄市鳳山區鎮北里北文街82巷1號,"22.642966,120.368978",1,1278.0,鳳山分局,,,,,,,
一般建築,FS5696,區鳳崗里,鳳崗里,高雄市鳳山區鳳崗里光遠路228號,"22.62622228,120.363371867178",1,1313.0,鳳山分局,,,,,,,
一般建築,FS5172,區過埤里,過埤里,高雄市鳳山區過埤里過雄街80號,"22.58649,120.361303",1,1314.0,鳳山分局,,,,,,,
一般建築,FS5142,區瑞興里,瑞興里,高雄市鳳山區瑞興里瑞興路369巷8號,"22.630348,120.367459",1,1328.0,鳳山分局,,,,,,,
一般建築,FS6379,區鎮西里,鎮西里,高雄市鳳山區鎮西里光復路1段120巷8號,"22.629959,120.350616",1,1332.0,鳳山分局,,,,,,,
一般建築,FS0535,區中和里,中和里,高雄市鳳山區中和里信義街258號,"22.627177,120.348844",1,1343.0,鳳山分局,,,,,,,
一般建築,FS0539,區中和里,中和里,高雄市鳳山區中和里信義街272號,"22.627271,120.348484",1,1343.0,鳳山分局,,,,,,,
一般建築,FS3531,區南和里,南和里,高雄市鳳山區南和里南和街122之20號,"22.593077,120.335883",1,1344.0,鳳山分局,,,,,,,
一般建築,FS5745,區鳳崗里,鳳崗里,高雄市鳳山區鳳崗里光遠路406號,"22.62620979,120.35690129826",1,1356.0,鳳山分局,,,,,,,
一般建築,FS1270,區文英里,文英里,高雄市鳳山區文英里八德路2段90巷31號,"22.6427281,120.355877240074",1,1357.0,鳳山分局,,,,,,,
一般建築,FS3025,區東門里,東門里,高雄市鳳山區東門里鳳林路89之25號,"22.62248504,120.373620237701",1,1361.0,鳳山分局,,,,,,,
一般建築,FS0979,區文山里,文山里,高雄市鳳山區文山里濱山街55巷6號,"22.64646,120.351283",1,1364.0,鳳山分局,,,,,,,
一般建築,FS1448,區文華里,文華里,高雄市鳳山區文華里文雅街189號,"22.636147,120.348855",3,1364.0,鳳山分局,,,,,,,
一般建築,FS4351,區富甲里,富甲里,高雄市鳳山區富甲里五甲二路472號,"22.597584,120.334907",1,1369.0,鳳山分局,,,,,,,
一般建築,FS2295,區協和里,協和里,高雄市鳳山區協和里新富路373號,"22.614944,120.347465",1,1372.0,鳳山分局,,,,,,,
一般建築,FS4352,區富甲里,富甲里,高雄市鳳山區富甲里南正一路48巷12號,"22.595389,120.33721",1,1372.0,鳳山分局,,,,,,,
一般建築,FS2294,區協和里,協和里,高雄市鳳山區協和里新富路389號,"22.616326,120.348466",1,1373.0,鳳山分局,,,,,,,
一般建築,FS1730,區文衡里,文衡里,高雄市鳳山區文衡里文衡路303號,"22.640217,120.353386",1,1379.0,鳳山分局,,,,,,,
一般建築,FS0329,區大德里,大德里,高雄市鳳山區大德里福安二街106號,"22.59023,120.332584",1,1389.0,鳳山分局,,,,,,,
一般建築,FS3783,區國泰里,國泰里,高雄市鳳山區國泰里五甲二路565巷69號,"22.594676,120.332184",1,1390.0,鳳山分局,,,,,,,
一般建築,FS4574,區新甲里,新甲里,高雄市鳳山區新甲里瑞隆東路38巷37號,"22.607776,120.344994",1,1408.0,鳳山分局,,,,,,,
一般建築,FS5206,區福祥里,福祥里,高雄市鳳山區福祥里福德街143巷46號,"22.589742,120.327402",1,1422.0,鳳山分局,,,,,,,
一般建築,FS1580,區文德里,文德里,高雄市鳳山區文德里文化西路160巷16號,"22.635612,120.346216",1,1438.0,鳳山分局,,,,,,,
一般建築,FS4557,區新甲里,新甲里,高雄市鳳山區新甲里新康街236巷1號,"22.611198,120.344663",1,1449.0,鳳山分局,,,,,,,
一般建築,FS4558,區新甲里,新甲里,高雄市鳳山區新甲里新康街254巷6號,"22.611454,120.34478",1,1449.0,鳳山分局,,,,,,,
一般建築,FS2060,區生明里,生明里,高雄市鳳山區生明里王生明路85巷59號,"22.61768,120.360995",1,1454.0,鳳山分局,,,,,,,
一般建築,FS0108,區一甲里,一甲里,高雄市鳳山區一甲里林森路408號,"22.598579,120.33962",1,1483.0,鳳山分局,,,,,,,
一般建築,FS6560,區鎮南里,鎮南里,高雄市鳳山區鎮南里南正二路49號,"22.59802,120.333485",1,1493.0,鳳山分局,,,,,,,
一般建築,FS2326,區協和里,協和里,高雄市鳳山區協和里平等路174號,"22.620504,120.351173",1,1500.0,鳳山分局,,,,,,,
一般建築,FS4562,區新甲里,新甲里,高雄市鳳山區新甲里新樂街110號,"22.60865493,120.341010995907",1,1504.0,鳳山分局,,,,,,,
一般建築,FS3468,區南成里,南成里,高雄市鳳山區南成里南和街118之7號,"22.593513,120.335564",1,1506.0,鳳山分局,,,,,,,
一般建築,FS4556,區新甲里,新甲里,高雄市鳳山區新甲里新康街254巷3號,"22.61168,120.344716",1,1511.0,鳳山分局,,,,,,,
一般建築,FS2390,區和德里,和德里,高雄市鳳山區和德里光華路69號,"22.620757,120.353294",1,1538.0,鳳山分局,,,,,,,
一般建築,FS1570,區文德里,文德里,高雄市鳳山區文德里濱山街55巷22號,"22.647086,120.349874",1,1543.0,鳳山分局,,,,,,,
一般建築,FS1591,區文德里,文德里,高雄市鳳山區文德里文澄街94號,"22.644227,120.352986",1,1546.0,鳳山分局,,,,,,,
一般建築,FS1587,區文德里,文德里,高雄市鳳山區文德里文澄街98號,"22.644178,120.352814",1,1546.0,鳳山分局,,,,,,,
一般建築,FS2954,區忠誠里,忠誠里,高雄市鳳山區忠誠里鳳北路192巷31號,"22.64395546,120.36777761662",1,1556.0,鳳山分局,,,,,,,
一般建築,FS5170,區過埤里,過埤里,高雄市鳳山區過埤里過常路223號,"22.588173,120.359875",1,1559.0,鳳山分局,,,,,,,
一般建築,FS1271,區文英里,文英里,高雄市鳳山區文英里八德路179號,"22.638162,120.358704",1,1563.0,鳳山分局,,,,,,,
一般建築,FS4357,區富甲里,富甲里,高雄市鳳山區富甲里南正二路150巷44號,"22.59933404,120.331112681836",1,1564.0,鳳山分局,,,,,,,
一般建築,FS1446,區文華里,文華里,高雄市鳳山區文華里35鄰文雅東街8號,"22.634436,120.358779",1,1572.0,鳳山分局,,,,,,,
一般建築,FS5138,區瑞興里,瑞興里,高雄市鳳山區瑞興里瑞興路135巷28號,"22.626929,120.365806",1,1573.0,鳳山分局,,,,,,,
一般建築,FS4142,區善美里,善美里,高雄市鳳山區善美里善美路1號,"22.600318,120.334177",2,1581.0,鳳山分局,,,,,,,
一般建築,FS1439,區文華里,文華里,高雄市鳳山區文華里文湖街5號,"22.643523,120.353022",1,1583.0,鳳山分局,,,,,,,
一般建築,FS3380,區武慶里,武慶里,高雄市鳳山區武慶里漢慶街82巷2號,"22.613506,120.335134",1,1595.0,鳳山分局,,,,,,,
一般建築,FS5891,區興仁里,興仁里,高雄市鳳山區興仁里長明街76號,"22.62030781,120.357181433671",2,1611.0,鳳山分局,,,,,,,
一般建築,FS3314,區武漢里,武漢里,高雄市鳳山區武漢里大明路242號,"22.612204,120.341586",1,1614.0,鳳山分局,,,,,,,
一般建築,FS4350,區富甲里,富甲里,高雄市鳳山區富甲里保泰路292號,"22.60182,120.333097",1,1618.0,鳳山分局,,,,,,,
一般建築,FS4144,區善美里,善美里,高雄市鳳山區善美里保泰路308號,"22.6021,120.333754",4,1622.0,鳳山分局,,,,,,,
一般建築,FS1132,區文山里,文山里,高雄市鳳山區文山里八德路2段142巷3號,"22.644123,120.355662",1,1645.0,鳳山分局,,,,,,,
一般建築,FS1609,區文德里,文德里,高雄市鳳山區文德里2鄰文中街232巷28號,"22.642249,120.352817",1,1646.0,鳳山分局,,,,,,,
一般建築,FS0112,區一甲里,一甲里,高雄市鳳山區一甲里南榮路268號,"22.602124,120.337498",1,1651.0,鳳山分局,,,,,,,
一般建築,FS5741,區鳳崗里,鳳崗里,高雄市鳳山區鳳崗里中正路197號,"22.6293388,120.360578940127",1,1656.0,鳳山分局,,,,,,,
一般建築,FS5145,區瑞興里,瑞興里,高雄市鳳山區瑞興里瑞興路293巷22號,"22.629168,120.366519",1,1676.0,鳳山分局,,,,,,,
一般建築,FS0931,區文山里,文山里,高雄市鳳山區文山里濱山街2之2號,"22.64495304,120.350881427986",1,1683.0,鳳山分局,,,,,,,
一般建築,FS1589,區文德里,文德里,高雄市鳳山區文德里文化西路70巷12弄2號,"22.635577,120.348516",1,1697.0,鳳山分局,,,,,,,
一般建築,FS2385,區和德里,和德里,高雄市鳳山區和德里和興街106號,"22.616107,120.354951",1,1731.0,鳳山分局,,,,,,,
一般建築,FS4817,區新富里,新富里,高雄市鳳山區新富里新富路356號,"22.612755,120.343142",2,1742.0,鳳山分局,,,,,,,
一般建築,FS5411,區福誠里,福誠里,高雄市鳳山區福誠里瑞隆東路38巷47號,"22.608332,120.344881",1,1757.0,鳳山分局,,,,,,,
一般建築,FS4812,區新富里,新富里,高雄市鳳山區新富里新富路504號,"22.613862,120.347305",1,1758.0,鳳山分局,,,,,,,
一般建築,FS4617,區新強里,新強里,高雄市鳳山區新強里南京路387巷2號,"22.614045,120.345291",1,1762.0,鳳山分局,,,,,,,
一般建築,FS5956,區龍成里,龍成里,高雄市鳳山區龍成里龍成路34巷28號,"22.596041,120.330738",3,1764.0,鳳山分局,,,,,,,
一般建築,FS4355,區富甲里,富甲里,高雄市鳳山區富甲里南正一路42號,"22.595049,120.33684",1,1774.0,鳳山分局,,,,,,,
一般建築,FS2328,區協和里,協和里,高雄市鳳山區協和里青年路一段262巷35號,"22.624202,120.351857",1,1805.0,鳳山分局,,,,,,,
一般建築,FS4271,區富甲里,富甲里,高雄市鳳山區富甲里華興街37號,"22.603287,120.336795",1,1806.0,鳳山分局,,,,,,,
一般建築,FS1601,區文德里,文德里,高雄市鳳山區文德里文化西路160巷23號,"22.635867,120.345837",1,1814.0,鳳山分局,,,,,,,
一般建築,FS2736,區忠孝里,忠孝里,高雄市鳳山區忠孝里青年路2段358號,"22.641522,120.351408",2,1821.0,鳳山分局,,,,,,,
一般建築,FS2384,區和德里,和德里,高雄市鳳山區和德里光華東路100號,"22.617149,120.358728",1,1827.0,鳳山分局,,,,,,,
一般建築,FS1584,區文德里,文德里,高雄市鳳山區文德里文衡路361號,"22.640481,120.351849",1,1834.0,鳳山分局,,,,,,,
一般建築,FS1746,區文衡里,文衡里,高雄市鳳山區文衡里文衡路215號,"22.639852,120.355698",3,1857.0,鳳山分局,,,,,,,
一般建築,FS3312,區武漢里,武漢里,高雄市鳳山區武漢里武慶二路56巷18號,"22.611101,120.33393",1,1866.0,鳳山分局,,,,,,,
一般建築,FS1592,區文德里,文德里,高雄市鳳山區文德里建國路3段401號,"22.637578,120.348337",2,1872.0,鳳山分局,,,,,,,
一般建築,FS4353,區富甲里,富甲里,高雄市鳳山區富甲里南正一路48巷23號,"22.595627,120.337138",1,1878.0,鳳山分局,,,,,,,
一般建築,FS5878,區興仁里,興仁里,高雄市鳳山區興仁里中山路149號,"22.622554,120.358104",2,1901.0,鳳山分局,,,,,,,
一般建築,FS5101,區瑞竹里,瑞竹里,高雄市鳳山區瑞竹里博愛路145號,"22.627818,120.371629",1,1905.0,鳳山分局,,,,,,,
一般建築,FS6248,區鎮北里,鎮北里,高雄市鳳山區鎮北里7鄰文龍東路52號,"22.641598,120.373437",2,1912.0,鳳山分局,,,,,,,
一般建築,FS1742,區文衡里,文衡里,高雄市鳳山區文衡里文龍東路326號,"22.640737,120.366206",2,1921.0,鳳山分局,,,,,,,
一般建築,FS2955,區忠誠里,忠誠里,高雄市鳳山區忠誠里鳳北路192巷47號,"22.64395445,120.367776672346",1,1928.0,鳳山分局,,,,,,,
一般建築,FS1732,區文衡里,文衡里,高雄市鳳山區文衡里文衡路392號,"22.640677,120.35217",2,1947.0,鳳山分局,,,,,,,
一般建築,FS2727,區忠孝里,忠孝里,高雄市鳳山區忠孝里光復路2段339之6號,"22.629382,120.340891",1,1981.0,鳳山分局,,,,,,,
一般建築,FS1602,區文德里,文德里,高雄市鳳山區文德里文雅街194巷9號,"22.636669,120.348489",1,1983.0,鳳山分局,,,,,,,
一般建築,FS5191,區過埤里,過埤里,高雄市鳳山區過埤里頂新一街51號,"22.589251,120.365145",3,1983.0,鳳山分局,,,,,,,
一般建築,FS5141,區瑞興里,瑞興里,高雄市鳳山區瑞興里瑞興路57號,"22.624703,120.36808",1,1993.0,鳳山分局,,,,,,,
一般建築,FS5774,區興中里,興中里,高雄市鳳山區興中里復華一街2號,"22.58923,120.363367",2,1999.0,鳳山分局,,,,,,,
一般建築,FS5181,區過埤里,過埤里,高雄市鳳山區過埤里頂新七街33號,"22.587391,120.363812",2,2010.0,鳳山分局,,,,,,,
一般建築,FS3866,區國隆里,國隆里,高雄市鳳山區國隆里南京路188號,"22.610842,120.345789",1,2022.0,鳳山分局,,,,,,,
一般建築,FS4712,區新強里,新強里,高雄市鳳山區新強里新富路192號,"22.612558,120.337798",1,2032.0,鳳山分局,,,,,,,
一般建築,FS5693,區鳳東里,鳳東里,高雄市鳳山區鳳東里鎮東街88號,"22.621946,120.364406",2,2050.0,鳳山分局,,,,,,,
一般建築,FS4816,區新富里,新富里,高雄市鳳山區新富里新富路257號,"22.61342,120.343188",1,2075.0,鳳山分局,,,,,,,
一般建築,FS3645,區海洋里,海洋里,高雄市鳳山區海洋里南福街107號,"22.611511,120.346008",2,2088.0,鳳山分局,,,,,,,
一般建築,FS2724,區忠孝里,忠孝里,高雄市鳳山區忠孝里文建街107號,"22.632272,120.347001",1,2090.0,鳳山分局,,,,,,,
一般建築,FS1451,區文福里,文福里,高雄市鳳山區文福里建國路3段539號,"22.636664,120.345371",2,2091.0,鳳山分局,,,,,,,
一般建築,FS1125,區文山里,文山里,高雄市鳳山區文山里文澄街21號,"22.643265,120.3555",1,2098.0,鳳山分局,,,,,,,
一般建築,FS3311,區武漢里,武漢里,高雄市鳳山區武漢里新甲路89號,"22.611846,120.335239",1,2120.0,鳳山分局,,,,,,,
一般建築,FS3642,區海洋里,海洋里,高雄市鳳山區海洋里海洋一路69號,"22.610008,120.34331",1,2133.0,鳳山分局,,,,,,,
一般建築,FS4566,區新甲里,新甲里,高雄市鳳山區新甲里新甲路67號,"22.611725,120.33526",1,2148.0,鳳山分局,,,,,,,
一般建築,FS5146,區瑞興里,瑞興里,高雄市鳳山區瑞興里瑞興路293巷19號,"22.628755,120.366459",1,2152.0,鳳山分局,,,,,,,
一般建築,FS3535,區南和里,南和里,高雄市鳳山區南和里南昌街55號,"22.603997,120.340127",1,2154.0,鳳山分局,,,,,,,
一般建築,FS5144,區瑞興里,瑞興里,高雄市鳳山區瑞興里瑞興路283號,"22.628637,120.366834",1,2154.0,鳳山分局,,,,,,,
一般建築,FS1432,區文華里,文華里,高雄市鳳山區文華里文湖街63號,"22.645288,120.354112",1,2160.0,鳳山分局,,,,,,,
一般建築,FS3644,區海洋里,海洋里,高雄市鳳山區海洋里南福街33號,"22.610284,120.347641",1,2164.0,鳳山分局,,,,,,,
一般建築,FS1593,區文德里,文德里,高雄市鳳山區文德里建國路3段415號,"22.637578,120.347775",2,2179.0,鳳山分局,,,,,,,
一般建築,FS1133,區文山里,文山里,高雄市鳳山區文山里八德路382號,"22.640805,120.354693",3,2196.0,鳳山分局,,,,,,,
一般建築,FS0932,區文山里,文山里,高雄市鳳山區文山里濱山街6之10號,"22.645256,120.351043",1,2266.0,鳳山分局,,,,,,,
一般建築,FS1597,區文德里,文德里,高雄市鳳山區文德里青年路2段201之5號,"22.636402,120.350309",2,2274.0,鳳山分局,,,,,,,
一般建築,FS1744,區文衡里,文衡里,高雄市鳳山區文衡里建國路三段319巷21號,"22.636634,120.350168",2,2304.0,鳳山分局,,,,,,,
一般建築,FS4568,區新甲里,新甲里,高雄市鳳山區新甲里新泰街22號,"22.61054,120.342993",1,2327.0,鳳山分局,,,,,,,
一般建築,FS1574,區文德里,文德里,高雄市鳳山區文德里青年路2段180號,"22.636696,120.350633",1,2330.0,鳳山分局,,,,,,,
一般建築,FS3467,區南成里,南成里,高雄市鳳山區南成里林森路139巷46號,"22.594425,120.333656",1,2335.0,鳳山分局,,,,,,,
一般建築,FS4354,區富甲里,富甲里,高雄市鳳山區富甲里南正一路76號,"22.595963,120.336111",1,2346.0,鳳山分局,,,,,,,
一般建築,FS4910,區新樂里,新樂里,高雄市鳳山區新樂里新康街151巷1號,"22.609193,120.344306",1,2350.0,鳳山分局,,,,,,,
