類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納數
公寓,WXA01787,松基里,臺北市松山區民生東路三段130巷18弄10號,1,86
公寓,WXA00075,松基里,"臺北市松山區民生東路三段130巷18弄28號 ",1,118
公寓,WXA01789,松基里,"臺北市松山區民生東路三段130巷18弄5號 ",1,64
公寓,WXA00482,松基里,"臺北市松山區民生東路三段130巷34號 ",1,282
公寓,WXA00483,松基里,臺北市松山區民生東路130巷18弄2號,1,262
公寓,WXA00484,松基里,"臺北市松山區民生東路130巷18弄26號 ",1,38
公寓,WXA00485,松基里,臺北市松山區民生東路130巷18弄9號,1,2873
公寓,WXA00489,松基里,臺北市松山區復興北路231巷32號,1,526
公寓,WXA01609,松基里,臺北市松山區興安街137號,2,172
公寓,WXA01610,松基里,臺北市松山區興安街141號之1,1,234
公寓,WXA01611,松基里,臺北市松山區興安街147號,1,301
公寓,WXA01612,松基里,臺北市松山區興安街151號,1,550
公寓,WXA01777,松基里,臺北市松山區興安街159號,1,318
公寓,WXA00073,松基里,臺北市松山區興安街174巷3弄6號,1,97
公寓,WXA00428,松基里,"臺北市松山區民生東路三段132號 ",1,1005
公寓,WXA00486,松基里,"臺北市松山區民生東路130巷5弄16號 ",1,630
公寓,WXA00487,松基里,"臺北市松山區民生東路130巷5弄2號 ",1,477
公寓,WXA00488,松基里,"臺北市松山區民生東路三段130巷5弄8號 ",1,177
公寓,WXA00491,松基里,臺北市松山區民生東路三段140巷11號,1,316
公寓,WXA00607,松基里,臺北市松山區民生東路三段130巷9號B5,5,1202
公寓,WXA00785,松基里,臺北市松山區興安街174巷1號,1,109
公寓,WXA01789,松基里,臺北市松山區興安街174巷3弄13號,1,73
公寓,WXA01784,松基里,臺北市松山區興安街174巷3弄15號,1,49
公寓,WXA01535,松基里,臺北市松山區慶城街61號,2,2092
公寓,WXA01614,松基里,臺北市松山區興安街176號,1,125
公寓,WXA01615,松基里,臺北市松山區興安街208號,1,1105
公寓,WXA01839,松基里,臺北市松山區慶城街45號,3,4150
公寓,WXA01895,松基里,臺北市松山區民生東路三段138號,2,1066
公寓,WXA00933,松基里,臺北市松山區長春路343號,2、3,2438
公寓,WXA00938,松基里,臺北市松山區長春路457號,1,300
公寓,WXA01372,松基里,臺北市松山區敦化北路150號,3,768
公寓,WXA01533,松基里,臺北市松山區慶城街48號,1,2610
公寓,WXA01839,松基里,臺北市松山區慶城街46巷29號,1,197
公寓,WXA01791,松基里,臺北市松山區長春路445號,2,1005
公寓,WXA01862,松基里,臺北市松山區敦化北路158號,4,14589
公寓,WXA01868,松基里,臺北市松山區慶城街55號,4,3452
公寓,WXA00095,三民里,臺北市松山區三民路101巷2號,1,1706
大樓,WXA00598,三民里,臺北市松山區民生東路五段138巷3號,1,1542
公寓,WXA00077,三民里,臺北市松山區三民路113巷10號,1,412
公寓,WXA00354,三民里,臺北市松山區三民路113巷16號,1,288
大樓,WXA00404,三民里,臺北市松山區民生東路五段170號,1,2248
大樓,WXA00476,三民里,臺北市松山區民生東路五段148.146號,1,1080
大樓,WXA00477,三民里,臺北市松山區民生東路五段150號,1,853
大樓,WXA00405,三民里,臺北市松山區民生東路五段143號,2,106
大樓,WXA00600,三民里,臺北市松山區民生東路五段137巷2號,1,1188
公寓,WXA00601,三民里,臺北市松山區民生東路五段137巷2號,1,97
公寓,WXA00603,三民里,臺北市松山區民生東路五段137巷4弄7號,1,212
公寓,WXA00604,三民里,臺北市松山區民生東路五段137巷6弄1號,1,208
公寓,WXA00605,三民里,臺北市松山區民生東路五段137巷6弄11號,1,124
公寓,WXA00606,三民里,臺北市松山區民生東路五段137巷6弄5號,1,161
公寓,WXA01276,三民里,"臺北市松山區富錦街442號之1 ",1,446
公寓,WXA01277,三民里,臺北市松山區富錦街446號,1,433
公寓,WXA01279,三民里,臺北市松山區富錦街450號,1,230
公寓,WXA01727,三民里,臺北市松山區民生東路五段137巷6弄8號,1,60
公寓,WXA00352,三民里,臺北市松山區三民路155巷32號,1,56
公寓,WXA00563,三民里,臺北市松山區三民路161巷1號,1,153
公寓,WXA00352,三民里,臺北市松山區三民路155巷18號,1,89
公寓,WXA00917,三民里,臺北市松山區三民路155巷22號,1,240
公寓,WXA00990,三民里,臺北市松山區三民路167巷2號,1,365
公寓,WXA01278,三民里,臺北市松山區富錦街447號,1,121
公寓,WXA01280,三民里,臺北市松山區富錦街451號,1,196
公寓,WXA01281,三民里,臺北市松山區富錦街461號,1,40
公寓,WXA01290,三民里,臺北市松山區富錦街429巷2號,1,152
公寓,WXA01498,三民里,臺北市松山區三民路155巷30號,1,45
公寓,WXA01500,三民里,臺北市松山區三民路155巷30號,1,1120
公寓,WXA00597,東榮里,臺北市松山區民生東路五段125號,1,1117
公寓,WXA00599,東榮里,臺北市松山區民生東路五段137巷1號,1,368
公寓,WXA00602,東榮里,臺北市松山區民生東路五段137巷7號,1,362
公寓,WXA01272,東榮里,臺北市松山區富錦街415號,1,118
公寓,WXA01274,東榮里,臺北市松山區富錦街421號,1,437
公寓,WXA01275,東榮里,臺北市松山區富錦街427號,1,504
公寓,WXA01288,東榮里,臺北市松山區富錦街417巷6號,1,125
大樓,WXA01477,東榮里,臺北市松山區新中街12號,1,826
公寓,WXA01481,東榮里,臺北市松山區新中街50號,1,877
公寓,WXA01484,東榮里,"臺北市松山區新中街8號之1 ",1,357
公寓,WXA01485,東榮里,"臺北市松山區新中街10巷10號之1 ",1,30
公寓,WXA01486,東榮里,"臺北市松山區新中街12巷18號之1 ",1,30
大樓,WXA01488,東榮里,臺北市松山區新中街52巷20號,1,726
公寓,WXA00474,東榮里,臺北市松山區民生東路五段107號,1,220
公寓,WXA00584,東榮里,臺北市松山區民生東路五段69巷2弄1號,1,588
公寓,WXA00596,東榮里,臺北市松山區民生東路五段69巷4弄40號,1,234
公寓,WXA00571,東榮里,臺北市松山區民生東路五段69巷2-3號,1,788
公寓,WXA01270,東榮里,臺北市松山區富錦街339號,1,470
大樓,WXA01271,東榮里,臺北市松山區富錦街407號,1,1334
公寓,WXA01284,東榮里,臺北市松山區富錦街359巷3弄13號,1,165
公寓,WXA01285,東榮里,臺北市松山區富錦街359巷3弄1號,1,404
公寓,WXA01286,東榮里,臺北市松山區富錦街359巷3弄19號,1,84
公寓,WXA01849,東榮里,臺北市松山區富錦街337號,1,356
公寓,WXA00460,東榮里,臺北市松山區民生東路五段29號,1,80
公寓,WXA00462,東榮里,臺北市松山區民生東路五段31號,1,277
公寓,WXA00466,東榮里,臺北市松山區民生東路五段45號,1,510
公寓,WXA00569,東榮里,臺北市松山區民生東路五段69巷1號,1,524
大樓,WXA00574,東榮里,臺北市松山區民生東路五段69巷13號,1,2057
公寓,WXA00575,東榮里,臺北市松山區民生東路五段6巷1弄15號,1,236
公寓,WXA00576,東榮里,臺北市松山區民生東路五段69巷1弄23號,1,478
公寓,WXA00577,東榮里,臺北市松山區民生東路五段69巷1弄27號,1,218
公寓,WXA00578,東榮里,臺北市松山區民生東路五段69巷1弄28號,1,138
公寓,WXA00581,東榮里,臺北市松山區民生東路五段69巷1弄41號,1,49
公寓,WXA00582,東榮里,臺北市松山區民生東路五段69巷1弄43號,1,381
公寓,WXA00589,東榮里,臺北市松山區民生東路五段69巷3弄10號,1,92
公寓,WXA00590,東榮里,臺北市松山區民生東路五段69巷3弄27號,1,157
公寓,WXA00591,東榮里,臺北市松山區民生東路五段69巷3弄28號,1,142
公寓,WXA00592,東榮里,臺北市松山區民生東路五段69巷3弄29號,1,262
公寓,WXA00575,東榮里,臺北市松山區民生東路五段69巷25號,1,401
大樓,WXA0587,東榮里,臺北市松山區民生東路五段69巷21弄10號,1,4746
公寓,WXA00588,東榮里,臺北市松山區民生東路五段69巷21弄15號,1,278
大樓,WXA00453,東榮里,臺北市松山區民生東路五段3號,2,1916
大樓,WXA00454,東榮里,臺北市松山區民生東路五段7號,2,2513
公寓,WXA01900,東榮里,臺北市松山區民生東路五段27號,1,109
大樓,WXA00475,介壽里,臺北市松山區民生東路五段120號,1,2004
大樓,WXA00565,介壽里,臺北市松山區民生東路五段36巷4弄2號,1,3044
大樓,WXA00567,介壽里,臺北市松山區民生東路五段36巷8弄1號,1,1521
大樓,WXA01482,介壽里,"臺北市松山區新中街7號之1 ",1,4220
大樓,WXA00747,介壽里,臺北市松山區光復北路167號,1,1069
公寓,WXA00912,介壽里,臺北市松山區延壽街389號,1,1101
大樓,WXA01211,中華里,臺北市松山區南京東路四段55號之1,1,656
公寓,WXA00358,中華里,臺北市松山區敦化北路153號,1,650
公寓,WXA01240,中華里,臺北市松山區健康路7巷2號,1,878
公寓,WXA01242,中華里,臺北市松山區敦化北路9號,1,712
大樓,WXA00431,中華里,臺北市松山區敦化北路165巷1-19號,1,369
大樓,WXA01254,中華里,臺北市松山區敦化北路165巷2-20號,1,1132
大樓,WXA01245,中華里,臺北市松山區敦化北路155巷111號,1,497
大樓,WXA01246,中華里,臺北市松山區敦化北路155巷103號,1,118
公寓,WXA01413,中華里,臺北市松山區敦化北路145巷36號,1,254
公寓,WXA01739,中華里,臺北市松山區敦化北路155巷100弄2號,1,4737
大樓,WXA00392,中華里,臺北市松山區敦化北路199號,1,543
大樓,WXA01373,中華里,臺北市松山區敦化北路167號,4,3661
大樓,WXA01374,中華里,臺北市松山區敦化北路199號,1,2820
公寓,WXA01425,中華里,臺北市松山區敦化北路155巷66弄38號,1,202
公寓,WXA01426,中華里,臺北市松山區敦化北路155巷66弄39號,1,576
大樓,WXA01432,中華里,臺北市松山區敦化北路199巷6號,3,226
大樓,WXA01433,中華里,臺北市松山區敦化北路199巷8號,2,2412
大樓,WXA01435,中華里,臺北市松山區敦化北路199巷16弄1號,1,3810
公寓,WXA01436,中華里,臺北市松山區敦化北路199巷2弄1號,1,790
公寓,WXA01562,中華里,臺北市松山區敦化北路199巷2弄7-19號,1,268
大樓,WXA01183,中華里,臺北市松山區南京東路四段1號,1,1528
大樓,WXA01371,中華里,臺北市松山區敦化北路147號,1,118
大樓,WXA01202,中華里,臺北市松山區南京東路四段19號,1,748
大樓,WXA01204,中華里,臺北市松山區南京東路四段25號,1,342
大樓,WXA01205,中華里,臺北市松山區南京東路四段45號,1,332
大樓,WXA01422,中華里,臺北市松山區敦化北路155巷87號,1,792
大樓,WXA01209,中華里,臺北市松山區南京東路四段51號,1,318
大樓,WXA01210,中華里,臺北市松山區南京東路四段51號之2,1,176
公寓,WXA01416,中華里,臺北市松山區敦化北路145巷8號,1,665
大樓,WXA01754,中華里,臺北市松山區南京東路四段53巷3弄12號,1,1292
大樓,WXA01837,中華里,臺北市松山區南京東路四段23號,1,582
公寓,WXA01850,中華里,臺北市松山區南京東路四段53巷11弄18號,1,113
大樓,WXA01241,中華里,臺北市松山區南京東路四段53巷8弄1號,1,1945
公寓,WXA01410,中華里,臺北市松山區敦化北路145巷20號,1,344
公寓,WXA01417,中華里,臺北市松山區敦化北路145巷18弄2號,1,382
大樓,WXA01418,中華里,臺北市松山區敦化北路155巷1號,1,318
公寓,WXA01415,中華里,臺北市松山區敦化北路145巷71號,1,329
大樓,WXA01421,中華里,臺北市松山區敦化北路155巷76號,1,580
大樓,WXA01424,中華里,臺北市松山區敦化北路155巷100弄9號,1,522
大樓,WXA01780,中華里,臺北市松山區敦化北路155巷78號,1,2145
大樓,WXA01419,中華里,臺北市松山區敦化北路155巷2號,1,2436
大樓,WXA01420,中華里,臺北市松山區敦化北路155巷7號,1,281
大樓,WXA01423,中華里,臺北市松山區敦化北路155巷9號,3,629
大樓,WXA01817,中華里,臺北市松山區敦化北路165巷21號,1,2630
大樓,WXA01914,中華里,臺北市松山區敦化北路129號,5,7941
大樓,WXA01921,中華里,臺北市松山區敦化北路145巷23弄3號,1,641
大樓,WXA00743,東光里,臺北市松山區光復北路133號,1,402
公寓,WXA01050,東光里,臺北市松山區南京東路五段31號,1,208
公寓,WXA01090,東光里,臺北市松山區南京東路五段23巷15弄19號,1,454
大樓,WXA01091,東光里,臺北市松山區南京東路五段33號,3,396
公寓,WXA01256,東光里,臺北市松山區三民路9號,1,2196
大樓,WXA01231,東光里,臺北市松山區光復北路137號,1,208
大樓,WXA01260,東光里,臺北市松山區健康路162號之2,2,1024
大樓,WXA01772,東光里,臺北市松山區健康路152-156號,2,5869
公寓,WXA01773,東光里,臺北市松山區南京東路五段1號,1,1349
公寓,WXA00369,東光里,臺北市松山區南京東路五段59巷28弄1號之25,1,354
大樓,WXA01162,東光里,臺北市松山區南京東路五段59巷28弄11號,1,1152
公寓,WXA01163,東光里,臺北市松山區南京東路五段59巷30弄12號,1,1128
公寓,WXA01259,東光里,臺北市松山區健康路168號,1,2209
大樓,WXA01874,東光里,臺北市松山區南京東路五段23巷20號,1,109
大樓,WXA01743,東光里,臺北市松山區南京東路五段59巷29弄1號之2,2,1456
大樓,WXA00950,東光里,臺北市松山區南京東路五段99號,3,565
大樓,WXA01069,東光里,臺北市松山區南京東路五段61號,1,1853
大樓,WXA01785,東光里,臺北市松山區南京東路五段161號,1,2132
大樓,WXA01075,東光里,臺北市松山區南京東路五段89號,3,658
大樓,WXA01076,東光里,臺北市松山區南京東路五段123巷25號,1,282
公寓,WXA01077,東光里,臺北市松山區南京東路五段123巷1弄19號,1,206
大樓,WXA01858,東光里,臺北市松山區南京東路五段165號,1,2566
大樓,WXA01221,東光里,臺北市松山區南京東路五段71號,1,1018
公寓,WXA01257,東光里,臺北市松山區南京東路五段97號,1,394
大樓,WXA00430,東光里,臺北市松山區南京東路五段59巷28弄2號,1,262
公寓,WXA01061,東光里,臺北市松山區南京東路五段37號,1,1962
大樓,WXA00634,東光里,臺北市松山區健康路264號,1,874
公寓,WXA01022,東光里,臺北市松山區南京東路五段125號,3,2492
大樓,WXA01023,東光里,臺北市松山區南京東路五段145號之1,1,212
大樓,WXA01030,東光里,臺北市松山區東光里34鄰南京東路五段163號,2,1005
大樓,WXA01034,東光里,臺北市松山區東光里34鄰南京東路五段171號,2,942
大樓,WXA01078,東光里,臺北市松山區南京東路五段147巷3號,1,192
公寓,WXA00554,東昌里,臺北市松山區民生東路四段112巷5弄5號,1,166
公寓,WXA00555,東昌里,臺北市松山區民生東路四段112巷5弄8號,1,106
公寓,WXA00526,東昌里,臺北市松山區民生東路四段80巷13號,1,78
公寓,WXA00527,東昌里,臺北市松山區民生東路四段80巷3號,1,38
公寓,WXA00528,東昌里,臺北市松山區民生東路四段80巷7號,1,1846
公寓,WXA00529,東昌里,臺北市松山區民生東路四段80巷1弄2號,1,147
公寓,WXA00560,東昌里,臺北市松山區民生東路四段112巷7弄3號,1,129
公寓,WXA00531,東昌里,臺北市松山區民生東路四段80巷11弄11號,1,166
公寓,WXA00532,東昌里,臺北市松山區民生東路四段80巷11弄15號,1,458
公寓,WXA00533,東昌里,臺北市松山區民生東路四段80巷11弄21號,1,145
大樓,WXA00534,東昌里,臺北市松山區民生東路四段80巷11弄23號,1,630
公寓,WXA00535,東昌里,臺北市松山區民生東路四段80巷11弄7號,1,77
公寓,WXA00561,東昌里,臺北市松山區民生東路四段112巷7弄7號,1,160
公寓,WXA00537,東昌里,臺北市松山區民生東路四段80巷11弄9號,1,206
公寓,WXA00538,東昌里,臺北市松山區民生東路四段80巷3弄1號,1,93
公寓,WXA00558,東昌里,臺北市松山區民生東路四段112巷7弄17號,1,393
公寓,WXA00559,東昌里,臺北市松山區民生東路四段112巷7弄18號,1,108
公寓,WXA00541,東昌里,臺北市松山區民生東路四段80巷3弄5號,1,92
公寓,WXA00542,東昌里,臺北市松山區民生東路四段80巷3弄8號之1,2,2029
公寓,WXA00543,東昌里,臺北市松山區民生東路四段112巷28號,1,86
大樓,WXA01859,東昌里,臺北市松山區民生東路四段80巷15弄11號之2,4,1198
大樓,WXA01891,東昌里,臺北市松山區民生東路四段80巷15弄7號,3,1260
公寓,WXA00544,東昌里,臺北市松山區民生東路四段112巷1弄1號,1,293
公寓,WXA00562,東昌里,臺北市松山區民生東路四段112巷7弄9號,1,74
公寓,WXA00767,東昌里,臺北市松山區光復北路230巷8號,2,624
公寓,WXA00547,東昌里,臺北市松山區民生東路四段112巷1弄2號,1,237
公寓,WXA00556,東昌里,臺北市松山區民生東路四段80巷7弄15號,1,72
公寓,WXA00550,東昌里,臺北市松山區民生東路四段112巷3弄2號,1,142
公寓,WXA00557,東昌里,臺北市松山區民生東路四段112巷7弄1號,1,150
公寓,WXA00552,東昌里,臺北市松山區光復北路236號,1,393
公寓,WXA00553,東昌里,臺北市松山區民生東路四段112巷5弄12號,1,113
公寓,WXA01915,東昌里,臺北市松山區光復北路242號,1,272
大樓,WXA01185,東勢里,臺北市松山區南京東路四段105號,1,853
大樓,WXA01215,東勢里,臺北市松山區南京東路四段77號,1,1218
大樓,WXA01216,東勢里,臺北市松山區南京東路四段93號,1,325
大樓,WXA01269,東勢里,臺北市松山區健康路8巷1號,1,2805
大樓,WXA01557,東勢里,臺北市松山區南京東路四段57號,1,140
大樓,WXA01558,東勢里,臺北市松山區健康路10號,1,400
公寓,WXA01555,東勢里,臺北市松山區南京東路四段75巷11號,1,1218
大樓,WXA00420,東勢里,臺北市松山區南京東路四段133巷5弄13號,1,66
大樓,WXA01253,東勢里,臺北市松山區南京東路四段75巷14弄17號,1,234
大樓,WXA01189,東勢里,臺北市松山區南京東路四段143號,1,237
大樓,WXA01193,東勢里,臺北市松山區南京東路四段161號,2,778
大樓,WXA01194,東勢里,臺北市松山區南京東路四段169號,1,466
大樓,WXA01197,東勢里,臺北市松山區南京東路四段183號,1,338
大樓,WXA01203,東勢里,臺北市松山區南京東路四段197號,1,354
公寓,WXA01228,東勢里,臺北市松山區南京東路四段179巷15弄5號,1,860
大樓,WXA00445,東勢里,臺北市松山區光復北路162號,1,448
大樓,WXA00745,東勢里,臺北市松山區光復北路158號,1,553
大樓,WXA00839,東勢里,臺北市松山區健康路98號,1,353
大樓,WXA01261,東勢里,臺北市松山區健康路22號,1,638
大樓,WXA01226,東勢里,臺北市松山區南京東路四段133巷9弄27號,1,265
公寓,WXA01258,東勢里,臺北市松山區健康路114號,1,318
大樓,WXA01396,東勢里,臺北市松山區光復北路138號,1,354
大樓,WXA01832,東勢里,臺北市松山區南京東路四段133巷9弄25號,1,129
大樓,WXA01560,東勢里,臺北市松山區南京東路四段69號,1,669
大樓,WXA01561,東勢里,臺北市松山區健康路16號之1,1,1350
大樓,WXA01808,東勢里,臺北市松山區健康路6號,1,769
大樓,WXA01214,東勢里,臺北市松山區南京東路四段75號,1,317
大樓,WXA01559,東勢里,臺北市松山區南京東路四段75巷30號,1,1360
大樓,WXA01248,東勢里,臺北市松山區南京東路四段75巷26號,1,140
大樓,WXA01249,東勢里,臺北市松山區南京東路四段75巷28號,1,290
大樓,WXA01250,東勢里,臺北市松山區南京東路四段75巷6號,1,122
大樓,WXA01252,東勢里,臺北市松山區南京東路四段75巷14弄1號,1,309
中崙高中,WXA01774,吉祥里,臺北市松山區八德路四段101號,1,3688
退輔會榮民服務處,WXA00200,吉祥里,臺北市松山區八德路四段1號,1,566
監理站,WXA00214,吉祥里,臺北市松山區八德路四段21號,1,222
公有停車場,WXA00279,吉祥里,臺北市松山區八德路四段17巷9號,1,142
健康國小,WXA01738,自強里,臺北市松山區延壽街168號,2,11424
敦化國中,WXA00963,中正里,臺北市松山區南京東路三段300號,1,2378
敦化國小,WXA01375,中正里,臺北市松山區敦化北路2號,1,94
敦化國小,WXA01376,中正里,臺北市松山區敦化北路2號,1,202
敦化國小,WXA01378,中正里,臺北市松山區敦化北路2號,1,1570
敦化國小,WXA01379,中正里,臺北市松山區敦化北路2號,1,644
敦化國小,WXA01380,中正里,臺北市松山區敦化北路2號,1,2096
消防局,WXA01519,中正里,臺北市松山區長安東路二段229號,2,1517
台北市塯公農田水利會,WXA00702,民有里,臺北市松山區民權東路三段107巷6號,1、2,1078
民有市場,WXA00726,民有里,臺北市松山區民權東路三段140巷15號,1、4,3158
台北市立中山國中,WXA01353,民有里,臺北市松山區復興北路361巷7號,1,1902
交通部運輸研究所,WXA01392,民有里,臺北市松山區敦化北路240號,2、3,1329
臺北市政府民政局,WXA00608,三民里,臺北市松山區民生東路五段163-1號,3,2426
民權國小,WXA00354,三民里,臺北市松山區三民路167巷1號,1,1629
民權國小,WXA00355,三民里,臺北市松山區三民路167巷1號,1,1304
民生立體停車場,WXA00468,介壽里,臺北市松山區民生東路五段84號,1,2137
臺北市政府警察局,WXA00906,介壽里,臺北市松山區延壽街339號,1,1097
介壽國中,WXA00913,介壽里,臺北市松山區延壽街401號,1,758
民生國小,WXA00512,中華里,臺北市松山區民生東路四段56巷5弄2號,1,1330
西松國小,WXA01034,東光里,臺北市松山區南京東路五段147巷16號,1,225
百貨公司(南京微風),WXA00971,中正里,臺北市松山區南京東路三段337號,1,2693
百貨公司(南京微風),WXA00972,中正里,臺北市松山區南京東路三段337號,1,2693
百貨公司(南京微風),WXA00973,中正里,臺北市松山區南京東路三段337號,3,7250
百貨公司(南京微風),WXA00974,中正里,臺北市松山區南京東路三段337號,3,19617
公寓,WXA01264,鵬程里,臺北市松山區健康路325巷14號,1,129
大樓,WXA01266,鵬程里,臺北市松山區健康路325巷21號,1,1798
大樓,WXA01267,鵬程里,臺北市松山區健康路325巷22號,1,1690
大樓,WXA01744,鵬程里,臺北市松山區健康路325巷5弄1號之2,1,1785
大樓,WXA01906,鵬程里,臺北市松山區健康路309號,1,3457
大樓,WXA01265,鵬程里,臺北市松山區健康路325巷2號,1,1190
大樓,WXA01268,鵬程里,臺北市松山區健康路325巷8號,1,3821
大樓,WXA01737,鵬程里,臺北市松山區健康路327號,2,3308
大樓,WXA00651,鵬程里,臺北市松山區塔悠路188巷2號,1,1560
大樓,WXA01262,鵬程里,臺北市松山區健康路399號,2,1162
大樓,WXA01733,鵬程里,臺北市松山區塔悠路198號,2,2386
大樓,WXA00379,鵬程里,臺北市松山區健康路325巷24弄2-12號,1,760
大樓,WXA00380,鵬程里,臺北市松山區健康路325巷25弄2-34號,1,694
大樓,WXA00382,鵬程里,臺北市松山區健康路14巷24弄34-36號,1,580
大樓,WXA00383,鵬程里,臺北市松山區延壽街18巷1-17號,1,528
大樓,WXA00691,鵬程里,臺北市松山區延壽街42號,1,722
大樓,WXA00692,鵬程里,臺北市松山區延壽街40巷6號,1,1000
大樓,WXA00812,鵬程里,臺北市松山區延壽街26號,1,5386
大樓,WXA01892,鵬程里,臺北市松山區健康路325巷24弄2號,2,965
大樓,WXA01910,鵬程里,臺北市松山區延壽街18巷19號,1,430
大樓,WXA00062,鵬程里,臺北市松山區延壽街66號,1,3262
大樓,WXA01142,鵬程里,臺北市松山區健康路325巷25弄1-23號,1,372
大樓,WXA01922,鵬程里,臺北市松山區健康路325巷25弄2號,3,1613
大樓,WXA00327,新聚里,臺北市松山區八德路四段389巷18號,1,234
大樓,WXA00329,新聚里,臺北市松山區基隆路一段32號,1,173
大樓,WXA00330,新聚里,臺北市松山區基隆路一段30號,1,670
大樓,WXA00334,新聚里,臺北市松山區基隆路一段40號,1,97
大樓,WXA01053,新聚里,臺北市松山區南京東路五段328號,1,284
大樓,WXA01054,新聚里,臺北市松山區南京東路五段332號,1,92
大樓,WXA01057,新聚里,臺北市松山區南京東路五段348號,1,498
大樓,WXA01058,新聚里,臺北市松山區南京東路五段352號,1,456
大樓,WXA01060,新聚里,臺北市松山區南京東路五段368號,1,124
大樓,WXA01159,新聚里,臺北市松山區基隆路一段8號,3,704
大樓,WXA01619,新聚里,臺北市松山區寶清街10號,2,249
大樓,WXA01623,新聚里,臺北市松山區寶清街21號,1,1136
大樓,WXA01622,新聚里,臺北市松山區寶清街18號,1,426
大樓,WXA01627,新聚里,臺北市松山區寶清街43號,1,190
大樓,WXA01798,新聚里,臺北市松山區南京東路五段328號,1,440
大樓,WXA01048,新聚里,臺北市松山區南京東路五段296號,1,410
大樓,WXA01049,新聚里,臺北市松山區南京東路五段308號,1,262
大樓,WXA01051,新聚里,臺北市松山區南京東路五段312-316號,1,540
大樓,WXA01092,新聚里,臺北市松山區南京東路五段250巷6號,1,1362
大樓,WXA01094,新聚里,臺北市松山區南京東路五段250巷2弄18號,1,1710
大樓,WXA01095,新聚里,臺北市松山區南京東路五段250巷2弄21號,1,1360
大樓,WXA01120,新聚里,臺北市松山區南京東路五段286巷2號,1,2745
公寓,WXA01624,新聚里,臺北市松山區寶清街22號,1,49
大樓,WXA00218,新聚里,臺北市松山區八德路四段246號,1,184
大樓,WXA00219,新聚里,臺北市松山區八德路四段248號,1,1530
大樓,WXA00220,新聚里,臺北市松山區八德路四段257號,1,216
大樓,WXA00221,新聚里,臺北市松山區八德路四段261號,1,197
公寓,WXA00222,新聚里,臺北市松山區八德路四段279號,1,70
#REF!,WXA00223,新聚里,臺北市松山區八德路四段285號,1,284
#REF!,WXA00224,新聚里,臺北市松山區八德路四段289號,1,284
#REF!,WXA00293,新聚里,臺北市松山區八德路四段245巷27號,1,1441
公寓,WXA00296,新聚里,臺北市松山區八德路四段245巷13弄10號,1,44
公寓,WXA00297,新聚里,台北市松山區八德路四段245巷13弄13號,1,190
公寓,WXA00298,新聚里,臺北市松山區八德路四段245巷13弄2號,1,65
公寓,WXA00320,新聚里,臺北市松山區八德路四段295巷18弄16號,1,304
大樓,WXA00322,新聚里,臺北市松山區八德路四段295巷18弄8號,1,421
大樓,WXA01084,新聚里,臺北市松山區東興路12號,4,2400
大樓,WXA01794,新聚里,臺北市松山區八德路四段312號,1,250
大樓,WXA01038,新聚里,臺北市松山區南京東路五段200號,2,1089
大樓,WXA01039,新聚里,臺北市松山區南京東路五段202號,1,1114
大樓,WXA01041,新聚里,臺北市松山區南京東路五段206號,1,388
大樓,WXA01042,新聚里,臺北市松山區南京東路五段212號,1,386
公寓,WXA01045,新聚里,臺北市松山區南京東路五段222號,1,352
大樓,WXA01046,新聚里,臺北市松山區南京東路五段230號,1,1905
大樓,WXA01081,新聚里,臺北市松山區東興路8號,5,2168
大樓,WXA01083,新聚里,臺北市松山區東興路19號,1,353
公寓,WXA01085,新聚里,臺北市松山區東興路23號,1,104
公寓,WXA01087,新聚里,臺北市松山區東興路2號,1,182
大樓,WXA01088,新聚里,臺北市松山區東興路15巷1號,1,216
大樓,WXA01089,新聚里,臺北市松山區東興路15巷2號,1,161
大樓,WXA00225,新聚里,臺北市松山區八德路四段293號,1,693
大樓,WXA00226,新聚里,臺北市松山區八德路四段361號,1,1181
大樓,WXA01093,新聚里,臺北市松山區南京東路五段250巷18弄22號,1,4330
大樓,WXA01096,新聚里,臺北市松山區南京東路五段250巷36弄25號,1,1124
大樓,WXA01097,新聚里,臺北市松山區南京東路五段250巷36弄34號,1,3160
公寓,WXA00266,慈祐里,臺北市松山區八德路四段767之1號,1,58
公寓,WXA00267,慈祐里,臺北市松山區松河街230號,1,46
公寓,WXA00268,慈祐里,臺北市松山區松河街232號,1,225
公寓,WXA00269,慈祐里,臺北市松山區松河街236號,1,201
公寓,WXA00342,慈祐里,臺北市松山區里松河街240號,1,132
公寓,WXA00343,慈祐里,臺北市松山區松河街246號,1,613
公寓,WXA00345,慈祐里,台北市松山區八德路四段829巷15號,1,32
公寓,WXA00346,慈祐里,臺北市松山區八德路四段829巷18號,1,46
公寓,WXA00346,慈祐里,臺北市松山區八德路四段829巷18號,1,46
公寓,WXA00347,慈祐里,臺北市松山區八德路四段829巷20號,1,61
大樓,WXA00391,慈祐里,臺北市松山區八德路四段765號,2,2140
大樓,WXA00927,慈祐里,臺北市松山區松河街264號,1,110
大樓,WXA01735,慈祐里,臺北市松山區八德路四段831號,2,424
大樓,WXA01822,慈祐里,臺北市松山區八德路四段777號,4,1358
大樓,WXA01741,慈祐里,臺北市松山區八德路四段795號,1,557
