地址,避難所在之地下樓層數,經度,緯度,里別,可容納人數,轄管分局,編號
"臺中市北屯區青島路4段10號 ",1.0,120.6855347,24.16900366,北屯里,"  166 ",第五分局,244.0
臺中市北屯區青島路4段199號,1.0,120.6918808,24.16746073,北屯里,"  116 ",第五分局,245.0
臺中市北屯區青島路4段203號,1.0,120.6918709,24.16723607,北屯里,"  3,333 ",第五分局,246.0
臺中市北屯區青島路4段239號,1.0,120.6924526,24.16623504,北屯里,"  416 ",第五分局,247.0
臺中市北屯區南京東路3段142號,1.0,120.6999573,24.16864104,三光里,"  516 ",第五分局,248.0
臺中市北屯區軍功路2段88號,1.0,120.7196034,24.17823492,軍功里,"  144 ",第五分局,249.0
"臺中市北屯區軍和街227巷22弄2號 ",1.0,120.7204169,24.17865137,軍功里,"  624 ",第五分局,250.0
臺中市北屯區軍和街27號,1.0,120.7151256,24.17594158,軍功里,"  3,562 ",第五分局,251.0
"臺中市北屯區軍榮一街28號 ",3.0,120.7204689,24.17930266,軍功里,"  1,056 ",第五分局,252.0
臺中市北屯區軍榮一街35號,3.0,120.7202336,24.17990561,軍功里,"  365 ",第五分局,253.0
"臺中市北屯區軍福18路99號 ",2.0,120.7180521,24.17901257,軍功里,"  834 ",第五分局,254.0
"臺中市北屯區軍福十八路275號 ",1.0,120.7142459,24.17898702,軍功里,"  877 ",第五分局,255.0
臺中市北屯區國校巷41號,1.0,120.6905465,24.16535337,北京里,"  116 ",第五分局,256.0
臺中市北屯區國校巷48號,1.0,120.690518,24.16509014,北屯里,"  116 ",第五分局,257.0
臺中市北屯區國校巷69號,1.0,120.6906375,24.16639971,北屯里,"  125 ",第五分局,258.0
臺中市北屯區國校巷7-2號,1.0,120.6906281,24.16489974,北京里,"  116 ",第五分局,259.0
臺中市北屯區崇興路1段15號,1.0,120.6916707,24.1665437,北屯里,"  186 ",第五分局,260.0
臺中市北屯區崇興路1段1號,1.0,120.6920562,24.16664605,北屯里,"  739 ",第五分局,261.0
臺中市北屯區崇興路1段78號,1.0,120.6905258,24.16656262,北屯里,"  1,527 ",第五分局,262.0
臺中市北屯區景和東街360號,2.0,120.7178592,24.17026501,水景里,"  523 ",第五分局,263.0
"臺中市北屯區景和街336號 ",2.0,120.7095209,24.17052801,水景里,"  831 ",第五分局,264.0
臺中市北屯區景賢6路200號,1.0,120.7123086,24.16742726,水景里,"  2,022 ",第五分局,265.0
"臺中市北屯區景賢二路56號 ",2.0,120.7149405,24.16590505,水景里,"  1,020 ",第五分局,266.0
"臺中市北屯區景賢南一路26號 ",1.0,120.7111053,24.16667118,水景里,"  366 ",第五分局,267.0
臺中市北屯區景賢南二路307號,4.0,120.7074945,24.16622,水景里,"  735 ",第五分局,268.0
"臺中市北屯區景賢路390號 ",1.0,120.7140436,24.16844961,水景里,"  101 ",第五分局,269.0
臺中市北屯區景賢路392號,1.0,120.7140001,24.16812638,水景里,"  101 ",第五分局,270.0
"臺中市北屯區景賢路392號 ",1.0,120.7140001,24.16812638,水景里,"  101 ",第五分局,271.0
臺中市北屯區進化北路10號,1.0,120.6903847,24.16431444,北京里,"  150 ",第五分局,272.0
臺中市北屯區進化北路24巷7弄12號,1.0,120.6898503,24.1641222,北京里,"  116 ",第五分局,273.0
臺中市北屯區進化北路24巷7弄8號,1.0,120.6898074,24.16420051,北京里,"  175 ",第五分局,274.0
臺中市北屯區進化北路24巷8弄10號,1.0,120.690384,24.16393338,北京里,"  133 ",第五分局,275.0
"臺中市北屯區進化北路24巷8弄6號 ",1.0,120.6902393,24.16394895,北京里,"  133 ",第五分局,276.0
臺中市北屯區進化北路24巷8弄8號,1.0,120.6902592,24.16425925,北京里,"  133 ",第五分局,277.0
臺中市北屯區進化北路2號,1.0,120.6916082,24.16459189,北京里,"  156 ",第五分局,278.0
臺中市北屯區進化北路33號,1.0,120.6915086,24.16355254,北京里,"  116 ",第五分局,279.0
"臺中市北屯區進化北路39巷6號 ",1.0,120.6907951,24.16311282,北京里,"  275 ",第五分局,280.0
臺中市北屯區進化北路53巷4號,1.0,120.6901873,24.16282137,北京里,"  133 ",第五分局,281.0
臺中市北屯區進化北路53巷6號,1.0,120.6902355,24.16354844,北京里,"  300 ",第五分局,282.0
臺中市北屯區進化北路53號,1.0,120.6903597,24.16363621,北京里,"  250 ",第五分局,283.0
臺中市北屯區進化北路55-10號,1.0,120.690353,24.16360791,北京里,"  166 ",第五分局,284.0
臺中市北屯區進化北路55-4號,1.0,120.6901377,24.16357917,北京里,"  166 ",第五分局,285.0
臺中市北屯區進化北路55-5號,1.0,120.6901594,24.16370794,北京里,"  142 ",第五分局,286.0
臺中市北屯區進化北路55號,1.0,120.6902693,24.16374938,北京里,"  300 ",第五分局,287.0
臺中市北屯區進化北路61號,1.0,120.6898985,24.1635405,北京里,"  208 ",第五分局,288.0
臺中市北屯區進化北路63巷10號,1.0,120.6897371,24.16301044,北京里,"  258 ",第五分局,289.0
臺中市北屯區進化北路64巷7弄16號,1.0,120.6886786,24.1640996,北京里,"  166 ",第五分局,290.0
臺中市北屯區進化北路82號,1.0,120.687974,24.16409277,北京里,"  250 ",第五分局,291.0
臺中市北屯區進化北路8號,1.0,120.6904381,24.16367413,北京里,"  150 ",第五分局,292.0
臺中市北屯區漢口路五段147巷135-1號,1.0,120.6901429,24.168097,平昌里,"  685 ",第五分局,293.0
臺中市北屯區衛道路36號,2.0,120.6917923,24.16269596,北京里,"  1,184 ",第五分局,294.0
臺中市北屯區衛道路38號,1.0,120.6920747,24.16290092,北京里,"  833 ",第五分局,295.0
臺中市北屯區衛道路66-80號,1.0,120.6913618,24.16282782,北京里,"  375 ",第五分局,296.0
臺中市北屯區衛道路84-94號,1.0,120.6903181,24.16303627,北京里,"  552 ",第五分局,297.0
臺中市北屯區興安路1段17號,1.0,120.691074,24.16632173,北屯里,"  250 ",第五分局,298.0
臺中市北屯區興安路1段22號,2.0,120.6913462,24.16674259,北屯里,"  1,563 ",第五分局,299.0
臺中市北屯區興安路1段32號,2.0,120.691466,24.1672421,北屯里,"  857 ",第五分局,300.0
臺中市北屯區興安路1段49號,1.0,120.6911415,24.16768104,北屯里,"  133 ",第五分局,301.0
北屯區水景里22鄰東山路一段191巷17之8-3號,1.0,120.7088686,24.17216411,水景里,"  671 ",第五分局,302.0
北屯區水景里32鄰軍福十一路459號,2.0,120.71812,24.17155,水景里,"  441 ",第五分局,303.0
臺中市北屯區水景里38鄰軍福十八路333號,1.0,120.7122406,24.17813193,水景里,"  1,518 ",第五分局,304.0
臺中市北屯區中清路2段415巷6號,1.0,120.6667077,24.18001095,新平里,"  312 ",第五分局,305.0
臺中市北屯區中清路2段451號,3.0,120.666652,24.18057786,新平里,"  781 ",第五分局,306.0
臺中市北屯區仁愛里13鄰大連北街119號,1.0,120.6717967,24.17818136,仁愛里,"  22 ",第五分局,307.0
臺中市北屯區仁愛里13鄰大連北街120號,1.0,120.6715299,24.17850686,仁愛里,"  22 ",第五分局,308.0
臺中市北屯區經貿路1段110號,4.0,120.6615346,24.17864057,新平里,"  1,534 ",第五分局,309.0
臺中市北屯區經貿路1段110號,4.0,120.6615346,24.17864057,新平里,"  1,534 ",第五分局,310.0
臺中市北屯區雷中街2-23號,1.0,120.6687082,24.18061019,大德里,"  1,562 ",第五分局,311.0
臺中市北屯區雷中街2-23號,1.0,120.6687082,24.18061019,大德里,"  1,041 ",第五分局,312.0
臺中市北屯區大連北街24巷27號,1.0,120.6744675,24.17816874,水湳里,"  216 ",第五分局,313.0
臺中市北屯區大連北街43號,1.0,120.6738164,24.17750688,水湳里,"  192 ",第五分局,314.0
臺中市北屯區大連北街46巷55號,1.0,120.6745155,24.17926217,水湳里,"  666 ",第五分局,315.0
臺中市北屯區大連北街46巷56號,1.0,120.6746438,24.17920952,水湳里,"  192 ",第五分局,316.0
臺中市北屯區大連路1段145號,1.0,120.674511,24.17696142,水湳里,"  108 ",第五分局,317.0
臺中市北屯區大連路1段147號,1.0,120.6746074,24.17698936,水湳里,"  108 ",第五分局,318.0
臺中市北屯區大連路1段149號,1.0,120.6746759,24.17701927,水湳里,"  354 ",第五分局,319.0
臺中市北屯區大連路1段16巷9號,1.0,120.6719881,24.17479256,水湳里,"  150 ",第五分局,320.0
臺中市北屯區大連路1段54巷36號,1.0,120.6732494,24.17507018,水湳里,"  166 ",第五分局,321.0
臺中市北屯區大德里13鄰平德路18巷17弄6號,1.0,120.6728573,24.18219532,大德里,"  66 ",第五分局,322.0
臺中市北屯區大德里15鄰平德路156號,1.0,120.6697563,24.1856008,大德里,"  50 ",第五分局,323.0
臺中市北屯區大德里21鄰平德路122巷22號,1.0,120.6707706,24.18507408,大德里,"  50 ",第五分局,324.0
臺中市北屯區大德里7鄰雷中街32巷16號,1.0,120.6703056,24.18165694,大德里,"  50 ",第五分局,325.0
臺中市北屯區大德里7鄰雷中街32巷18號,1.0,120.6703629,24.18155428,大德里,"  50 ",第五分局,326.0
臺中市北屯區中清東一街21號,1.0,120.6724802,24.17509588,水湳里,"  260 ",第五分局,327.0
臺中市北屯區中清東一街52-54號,1.0,120.6730031,24.17463887,水湳里,"  416 ",第五分局,328.0
臺中市北屯區中清東一街67號,1.0,120.6736123,24.17469769,水湳里,"  325 ",第五分局,329.0
臺中市北屯區中清東一街6號,1.0,120.6722329,24.1752244,水湳里,"  543 ",第五分局,330.0
臺中市北屯區中清路2段332號,1.0,120.668274,24.17892741,大德里,"  260 ",第五分局,331.0
臺中市北屯區中清路2段362巷3號,1.0,120.6683412,24.17970057,大德里,"  550 ",第五分局,332.0
臺中市北屯區中清路2段415巷86號,2.0,120.6655089,24.17923343,新平里,"  454 ",第五分局,333.0
臺中市北屯區中清路2段552巷8弄25號,1.0,120.6670418,24.181667,陳平里,"  520 ",第五分局,334.0
臺中市北屯區中清路2段552巷8弄26號,1.0,120.6671208,24.18127413,陳平里,"  166 ",第五分局,335.0
臺中市北屯區中清路2段630號,2.0,120.6655734,24.18334709,陳平里,"  2,736 ",第五分局,336.0
臺中市北屯區中清路2段742巷25號,1.0,120.6653172,24.18545683,陳平里,"  905 ",第五分局,337.0
臺中市北屯區中清路2段742巷28號,1.0,120.6653899,24.18534079,陳平里,"  3,364 ",第五分局,338.0
臺中市北屯區中清路2段742巷55號,2.0,120.6658569,24.18572388,新平里,"  229 ",第五分局,339.0
臺中市北屯區中清路2段742巷63號,1.0,120.6660908,24.1858707,陳平里,"  905 ",第五分局,340.0
臺中市北屯區中清路2段7號,1.0,120.671107,24.1741288,水湳里,"  667 ",第五分局,341.0
臺中市北屯區仁愛里13鄰大連北街111號,1.0,120.6720013,24.17814209,仁愛里,"  22 ",第五分局,342.0
臺中市北屯區仁愛里13鄰大連北街115號,1.0,120.6718451,24.17817236,仁愛里,"  22 ",第五分局,343.0
臺中市北屯區仁愛里13鄰大連北街116號,1.0,120.6716449,24.17844403,仁愛里,"  33 ",第五分局,344.0
臺中市北屯區仁愛里13鄰大連北街117號,1.0,120.6718278,24.17814283,仁愛里,"  21 ",第五分局,345.0
臺中市北屯區仁愛里13鄰大連北街121號,1.0,120.671776,24.17819703,仁愛里,"  16 ",第五分局,346.0
臺中市北屯區仁愛里13鄰大連北街123號,1.0,120.6716295,24.17814204,仁愛里,"  21 ",第五分局,347.0
臺中市北屯區仁愛里13鄰水湳路108號,1.0,120.6717072,24.17823612,仁愛里,"  24 ",第五分局,348.0
臺中市北屯區文心路3段1023號,2.0,120.6699069,24.17375927,水湳里,"  541 ",第五分局,349.0
臺中市北屯區文心路3段1029號,2.0,120.6704857,24.17387382,水湳里,"  541 ",第五分局,350.0
臺中市北屯區文心路3段1041號,1.0,120.6707043,24.17391732,水湳里,"  125 ",第五分局,351.0
臺中市北屯區文心路3段447號,3.0,120.6686091,24.17364351,水湳里,"  625 ",第五分局,352.0
臺中市北屯區文心路4段57號,6.0,120.6719326,24.1740907,水湳里,"  1,537 ",第五分局,353.0
臺中市北屯區文心路4段81號,2.0,120.6726536,24.17421747,水湳里,"  954 ",第五分局,354.0
臺中市北屯區文心路四段99號,5.0,120.67335,24.17423702,水湳里,"  1,551 ",第五分局,355.0
臺中市北屯區水湳里14鄰大連路1段193-1號,1.0,120.6754982,24.17740076,水湳里,"  58 ",第五分局,356.0
臺中市北屯區水湳里14鄰大連路1段193號,1.0,120.6754982,24.17740076,水湳里,"  58 ",第五分局,357.0
臺中市北屯區水湳里14鄰大連路1段217號,1.0,120.6751383,24.17702457,水湳里,"  50 ",第五分局,358.0
臺中市北屯區水湳里14鄰大連路1段219號,1.0,120.6751304,24.17699422,水湳里,"  50 ",第五分局,359.0
臺中市北屯區水湳里14鄰大連路1段221號,1.0,120.6762238,24.17707875,水湳里,"  50 ",第五分局,360.0
臺中市北屯區水湳里14鄰大連路1段223號,1.0,120.6762162,24.17711487,水湳里,"  50 ",第五分局,361.0
臺中市北屯區水湳里15鄰大連路1段66巷29號,1.0,120.6742601,24.17623853,水湳里,"  58 ",第五分局,362.0
臺中市北屯區水湳里18鄰大連路1段18號,1.0,120.6716929,24.17525521,水湳里,"  42 ",第五分局,363.0
臺中市北屯區水湳里18鄰大連路1段20號,1.0,120.671727,24.17525515,水湳里,"  42 ",第五分局,364.0
臺中市北屯區水湳里18鄰大連路1段22號,1.0,120.6717821,24.17525902,水湳里,"  42 ",第五分局,365.0
臺中市北屯區水湳里18鄰大連路1段24號,1.0,120.6718051,24.1752801,水湳里,"  42 ",第五分局,366.0
臺中市北屯區水湳里18鄰大連路1段26號,1.0,120.6718664,24.17530092,水湳里,"  42 ",第五分局,367.0
臺中市北屯區水湳里18鄰大連路1段28號,1.0,120.6718894,24.175328,水湳里,"  42 ",第五分局,368.0
臺中市北屯區水湳里18鄰大連路1段30號,1.0,120.6719295,24.17534636,水湳里,"  42 ",第五分局,369.0
臺中市北屯區水湳里18鄰大連路1段32號,1.0,120.6719603,24.17536211,水湳里,"  58 ",第五分局,370.0
臺中市北屯區水湳里18鄰中清東一街4號,1.0,120.6721777,24.17522087,水湳里,"  50 ",第五分局,371.0
臺中市北屯區水湳里2鄰大連北街51號,1.0,120.6736227,24.17755668,水湳里,"  43 ",第五分局,372.0
臺中市北屯區水湳里2鄰大連北街53號,1.0,120.6736326,24.17755707,水湳里,"  43 ",第五分局,373.0
臺中市北屯區水湳里2鄰大連北街65巷3號,1.0,120.6733382,24.17742632,水湳里,"  42 ",第五分局,374.0
臺中市北屯區水湳里6鄰大連路1段56-4號,1.0,120.6728157,24.17582538,水湳里,"  42 ",第五分局,375.0
臺中市北屯區水湳里6鄰大連路1段56-5號,1.0,120.67289,24.17583231,水湳里,"  58 ",第五分局,376.0
臺中市北屯區水湳里7鄰大連西路1號23樓之2,1.0,120.6707262,24.17445436,水湳里,"  661 ",第五分局,377.0
臺中市北屯區水湳里7鄰中清路2段7號,1.0,120.6711221,24.17412053,水湳里,"  66 ",第五分局,378.0
臺中市北屯區水湳里7鄰中清路2段9號,1.0,120.6710926,24.17416315,水湳里,"  66 ",第五分局,379.0
臺中市北屯區水湳路4之2巷15號,3.0,120.6712436,24.17715225,水湳里,"  619 ",第五分局,380.0
臺中市北屯區四平路1號,1.0,120.6695952,24.17755201,大德里,"  292 ",第五分局,381.0
臺中市北屯區四平路35-1號,1.0,120.670512,24.17852352,大德里,"  991 ",第五分局,382.0
臺中市北屯區四平路71號,1.0,120.6717575,24.18024623,仁愛里,"  244 ",第五分局,383.0
臺中市北屯區平德路103巷10號,1.0,120.6704291,24.18374392,水湳里,"  500 ",第五分局,384.0
臺中市北屯區平德路128號,2.0,120.6701833,24.18516052,大德里,"  589 ",第五分局,385.0
臺中市北屯區平德路142巷1號,1.0,120.6700363,24.18556454,大德里,"  416 ",第五分局,386.0
臺中市北屯區平德路187巷37號,2.0,120.6688357,24.18534046,忠平里,"  750 ",第五分局,387.0
臺中市北屯區平德路18巷33弄49號,1.0,120.6721627,24.18314951,水湳里,"  183 ",第五分局,388.0
臺中市北屯區平德路36號,1.0,120.6719834,24.18216438,水湳里,"  1,894 ",第五分局,389.0
臺中市北屯區平德路62巷2號,1.0,120.6718261,24.18308788,大德里,"  100 ",第五分局,390.0
臺中市北屯區平德路96巷11號,1.0,120.6712508,24.18398728,大德里,"  183 ",第五分局,391.0
臺中市北屯區忠平里11鄰陳平路117巷46號,1.0,120.6680327,24.18721369,忠平里,"  50 ",第五分局,392.0
臺中市北屯區忠平里14鄰陳平路65巷1號,1.0,120.6671578,24.18571409,忠平里,"  50 ",第五分局,393.0
臺中市北屯區忠平里14鄰陳平路73號,1.0,120.6675663,24.18553184,忠平里,"  33 ",第五分局,394.0
臺中市北屯區忠平里14鄰陳平路77號,1.0,120.6676954,24.18558145,忠平里,"  33 ",第五分局,395.0
臺中市北屯區忠平里14鄰陳平路79號,1.0,120.667786,24.18559286,忠平里,"  33 ",第五分局,396.0
臺中市北屯區忠平里14鄰陳平路81號,1.0,120.6678031,24.18560909,忠平里,"  33 ",第五分局,397.0
臺中市北屯區忠平里14鄰陳平路83號,1.0,120.6678294,24.1856534,忠平里,"  33 ",第五分局,398.0
臺中市北屯區忠平里14鄰陳平路85號,1.0,120.6678931,24.1856271,忠平里,"  33 ",第五分局,399.0
臺中市北屯區忠平里14鄰陳平路87號,1.0,120.6678726,24.18565313,忠平里,"  33 ",第五分局,400.0
臺中市北屯區忠平里14鄰陳平路89號,1.0,120.667893,24.1856717,忠平里,"  33 ",第五分局,401.0
臺中市北屯區忠平里8鄰陳平路60巷21號,1.0,120.6688229,24.18464354,忠平里,"  66 ",第五分局,402.0
臺中市北屯區陳平里2鄰雷中街25巷13號,1.0,120.6678854,24.18157409,陳平里,"  83 ",第五分局,403.0
臺中市北屯區陳平里2鄰雷中街25巷3號,1.0,120.6682238,24.18095913,陳平里,"  83 ",第五分局,404.0
臺中市北屯區陳平路10巷2號,1.0,120.6661735,24.18381486,陳平里,"  105 ",第五分局,405.0
臺中市北屯區陳平路10巷7號,1.0,120.666357,24.18388411,陳平里,"  1,515 ",第五分局,406.0
臺中市北屯區敦化路1段481號,2.0,120.6677352,24.18739286,忠平里,"  156 ",第五分局,407.0
臺中市北屯區敦化路1段509號,3.0,120.6671048,24.18707,忠平里,"  946 ",第五分局,408.0
臺中市北屯區敦化路1段629號,3.0,120.6645937,24.18583335,陳平里,"  1,596 ",第五分局,409.0
臺中市北屯區華美西街2段470號,1.0,120.6685625,24.17554455,水湳里,"  242 ",第五分局,410.0
臺中市北屯區新平里14鄰中平路758號,1.0,120.6642208,24.18444573,新平里,"  569 ",第五分局,411.0
臺中市北屯區新平里2鄰中清路2段299號,1.0,120.6681303,24.17852617,新平里,"  33 ",第五分局,412.0
臺中市北屯區新平里9鄰順平路147號,1.0,120.6629168,24.17911844,新平里,"  5,192 ",第五分局,413.0
臺中市北屯區新平里9鄰經貿路一段350號,1.0,120.6581078,24.18729577,新平里,"  4,326 ",第五分局,414.0
臺中市北屯區經貿二路138號,1.0,120.6605259,24.18749412,新平里,"  520 ",第五分局,415.0
臺中市北屯區經貿路1段100號,3.0,120.6608034,24.17857639,新平里,"  1,685 ",第五分局,416.0
臺中市北屯區經貿路1段120號,4.0,120.6608034,24.17857639,新平里,"  1,204 ",第五分局,417.0
臺中市北屯區雷中街102巷1號,1.0,120.6707932,24.18569303,大德里,"  416 ",第五分局,418.0
臺中市北屯區雷中街112巷2號,1.0,120.6711825,24.18543731,大德里,"  955 ",第五分局,419.0
臺中市北屯區雷中街18巷22號,1.0,120.6698351,24.18153499,大德里,"  216 ",第五分局,420.0
臺中市北屯區雷中街19巷57號,1.0,120.6671198,24.18184475,陳平里,"  260 ",第五分局,421.0
臺中市北屯區雷中街19巷8號,1.0,120.6680844,24.18075318,陳平里,"  166 ",第五分局,422.0
臺中市北屯區雷中街21-3號,1.0,120.6680599,24.18058232,陳平里,"  243 ",第五分局,423.0
臺中市北屯區雷中街2-16號,1.0,120.6680761,24.1802105,大德里,"  374 ",第五分局,424.0
臺中市北屯區雷中街2巷24號,1.0,120.6701679,24.18065608,大德里,"  258 ",第五分局,425.0
臺中市北屯區雷中街2巷4號,1.0,120.6694485,24.18144025,大德里,"  166 ",第五分局,426.0
臺中市北屯區雷中街32巷65號,1.0,120.670892,24.18107496,大德里,"  265 ",第五分局,427.0
臺中市北屯區雷中街42巷1弄18號,1.0,120.6702218,24.18355028,大德里,"  104 ",第五分局,428.0
臺中市北屯區雷中街59巷7弄28號,1.0,120.6688342,24.18312249,忠平里,"  364 ",第五分局,429.0
臺中市北屯區雷中街61巷9號,1.0,120.6692798,24.18347957,忠平里,"  333 ",第五分局,430.0
臺中市北屯區雷中街66號,1.0,120.6699171,24.18383531,大德里,"  416 ",第五分局,431.0
臺中市北屯區雷中街95號,1.0,120.6699706,24.18480745,忠平里,"  233 ",第五分局,432.0
臺中市北屯區瀋陽北路113號,1.0,120.6742366,24.17866521,水湳里,"  100 ",第五分局,433.0
臺中市北屯區瀋陽北路13巷23號,1.0,120.672132,24.17648192,水湳里,"  333 ",第五分局,434.0
臺中市北屯區瀋陽北路13巷43號,1.0,120.6718006,24.17694862,水湳里,"  1,159 ",第五分局,435.0
臺中市北屯區瀋陽北路65巷12號,1.0,120.6721875,24.17758118,水湳里,"  1,036 ",第五分局,436.0
臺中市北屯區瀋陽北路67號,1.0,120.6724256,24.17759772,水湳里,"  573 ",第五分局,437.0
臺中市北屯區新平里15鄰中清路二段989號,1.0,120.6618076,24.18918319,新平里,"  235 ",第五分局,438.0
臺中市北屯區新平里24鄰敦化路2段129號,1.0,120.6606558,24.18506638,新平里,"  623 ",第五分局,439.0
臺中市北屯區山西中街78號,1.0,"120.684546609082 ","24.186111300627 ",仁和里,"  461 ",第五分局,440.0
臺中市北屯區山西南一街12號,3.0,"120.685416449562 ","24.184303960662 ",仁和里,"  970 ",第五分局,441.0
臺中市北屯區山西路三段102號,4.0,"120.684056280247 ","24.185421897851 ",仁和里,"  351 ",第五分局,442.0
"臺中市北屯區中清路110-28號  ",1.0,"120.661783236069 ","24.190082339882 ",后庄里,"  265 ",第五分局,443.0
臺中市北屯區中清路110-64號,1.0,"120.661265607234 ","24.190798025601 ",后庄里,"  6,233 ",第五分局,444.0
臺中市北屯區中清路112-87號,1.0,"120.661224893741 ","24.192067623749 ",后庄里,"  192 ",第五分局,445.0
臺中市北屯區中清路112巷11-2號,1.0,"120.670700736069 ","24.175903456699 ",后庄里,"  1,166 ",第五分局,446.0
臺中市北屯區仁和里25鄰四平路284號,1.0,120.6810983,24.19072074,仁和里,"  66 ",第五分局,447.0
臺中市北屯區仁和里25鄰四平路286號,1.0,120.6811664,24.19073835,仁和里,"  66 ",第五分局,448.0
臺中市北屯區仁美十巷88號,1.0,120.6880142,24.19579303,仁美里,"  150 ",第五分局,449.0
臺中市北屯區仁美里30鄰豐樂路10-22,1.0,120.6855217,24.193294,仁美里,"  58 ",第五分局,450.0
臺中市北屯區仁美里9鄰豐樂路15-2號,1.0,120.6870022,24.19369401,仁美里,"  50 ",第五分局,451.0
臺中市北屯區仁美里豐樂路12-7號,1.0,120.6869356,24.19330817,仁美里,"  66 ",第五分局,452.0
臺中市北屯區水湳路136-1號,1.0,120.6790738,24.18576078,仁和里,"  638 ",第五分局,453.0
"臺中市北屯區水湳路145-5號  ",1.0,120.6821507,24.19109378,仁和里,"  261 ",第五分局,454.0
"臺中市北屯區水湳路建昌巷8號  ",1.0,120.6825701,24.19159484,仁和里,"  416 ",第五分局,455.0
"臺中市北屯區四平路152-6號  ",1.0,120.676416,24.18453217,四民里,"  250 ",第五分局,456.0
臺中市北屯區四平路161號,1.0,120.6751872,24.18316074,仁和里,"  3,638 ",第五分局,457.0
"臺中市北屯區四平路161號 ",1.0,120.6751872,24.18316074,仁和里,"  250 ",第五分局,458.0
臺中市北屯區四平路216-1號,1.0,120.6798196,24.18834158,仁和里,"  590 ",第五分局,459.0
臺中市北屯區四平路238巷11號,2.0,120.6811918,24.18935127,仁和里,"  614 ",第五分局,460.0
臺中市北屯區四平路238巷25號,2.0,120.6823203,24.19058429,仁和里,"  565 ",第五分局,461.0
臺中市北屯區四平路238巷390號,2.0,120.6833592,24.19114084,仁和里,"  317 ",第五分局,462.0
臺中市北屯區四平路318號,2.0,120.6813359,24.19159444,仁和里,"  976 ",第五分局,463.0
"臺中市北屯區四平路417巷1-6號 ",1.0,120.6803077,24.190373,仁和里,"  275 ",第五分局,464.0
臺中市北屯區四平路486巷18號,1.0,120.6830856,24.19549195,四民里,"  581 ",第五分局,465.0
臺中市北屯區四平路568巷5號,5.0,120.6841803,24.19660183,四民里,"  5,228 ",第五分局,466.0
臺中市北屯區四民里四平路154-15號,1.0,120.6764173,24.1845197,四民里,"  66 ",第五分局,467.0
"臺中市北屯區中清路2段1250巷96弄10號  ",1.0,120.6607116,24.195412,同榮里,"  508 ",第五分局,468.0
臺中市北屯區同榮路163號,1.0,120.6619089,24.19610144,同榮里,"  142 ",第五分局,469.0
"臺中市北屯區中清路2段1250巷158弄20號 ",1.0,120.6611825,24.1970973,同榮里,"  266 ",第五分局,470.0
臺中市北屯區同榮里27鄰新興路9巷45弄23號,1.0,120.661845,24.19536748,同榮里,"  66 ",第五分局,471.0
臺中市北屯區同榮路130巷1號,2.0,120.661995,24.19448735,同榮里,"  513 ",第五分局,472.0
臺中市北屯區同榮路267巷9號,1.0,120.6630482,24.19839091,同榮里,"  668 ",第五分局,473.0
臺中市北屯區同榮路299號,1.0,120.6635879,24.19930651,同榮里,"  309 ",第五分局,474.0
臺中市北屯區后庄一街158號,1.0,120.6635332,24.18826303,后庄里,"  1,180 ",第五分局,475.0
臺中市北屯區后庄一街63號,1.0,120.6635502,24.18788386,后庄里,"  754 ",第五分局,476.0
"臺中市北屯區后庄七街188號 ",1.0,120.6652453,24.19157236,后庄里,"  116 ",第五分局,477.0
"臺中市北屯區后庄七街196號 ",1.0,120.6650699,24.1917996,后庄里,"  116 ",第五分局,478.0
臺中市北屯區后庄七街201號,1.0,120.6648171,24.19197067,后庄里,"  96 ",第五分局,479.0
臺中市北屯區后庄七街308巷36號,2.0,120.6652438,24.19438762,后庄里,"  427 ",第五分局,480.0
臺中市北屯區后庄二街90號,3.0,120.6646496,24.18790731,后庄里,"  980 ",第五分局,481.0
臺中市北屯區后庄六街68號,2.0,120.6656461,24.18969539,后庄里,"  618 ",第五分局,482.0
臺中市北屯區后庄北路108號,1.0,120.6640632,24.19024851,后庄里,"  257 ",第五分局,483.0
臺中市北屯區后庄北路187號,2.0,120.666135,24.19225791,后庄里,"  1,338 ",第五分局,484.0
臺中市北屯區后庄北路86號,2.0,120.6638589,24.1901376,后庄里,"  528 ",第五分局,485.0
臺中市北屯區后庄里6鄰中清路二段1166巷55號2樓之1,1.0,120.6616866,24.19315457,后庄里,"  640 ",第五分局,486.0
臺中市北屯區后庄路137號,1.0,120.6654413,24.19050452,后庄里,"  125 ",第五分局,487.0
"臺中市北屯區后庄路2-10巷12-2號  ",1.0,120.6659997,24.19058123,后庄里,"  650 ",第五分局,488.0
"臺中市北屯區后庄路2-10巷13弄9號  ",1.0,120.6660001,24.19057923,后庄里,"  883 ",第五分局,489.0
"臺中市北屯區后庄路24號 ",1.0,120.663012,24.18879618,仁和里,"  500 ",第五分局,490.0
臺中市北屯區后庄路306號,3.0,120.6675125,24.19147607,后庄里,"  437 ",第五分局,491.0
臺中市北屯區后庄路39號,2.0,120.6636906,24.18949995,后庄里,"  1,802 ",第五分局,492.0
"臺中市北屯區后庄路699號  ",1.0,120.6770229,24.19356157,同榮里,"  2,131 ",第五分局,493.0
"臺中市北屯區后庄路910號  ",1.0,120.6785891,24.19204227,仁和里,"  1,668 ",第五分局,494.0
臺中市北屯區庄美街169號,2.0,120.6662922,24.1928374,后庄里,"  500 ",第五分局,495.0
