地址,經度,緯度,避難所在之地下樓層數,可容納人數,村里別,轄區分局,編號
臺中市西屯區福雅里福順路255巷22號,"120.620137 ","24.181912 ",B01,"62 ",福雅里,第六分局,FE00020
臺中市西屯區福雅里福順路255巷20號,"120.620172 ","24.181968 ",B01,"62 ",福雅里,第六分局,FE00021
臺中市西屯區福雅里福順路255巷18號,"120.620185 ","24.182033 ",B01,"62 ",福雅里,第六分局,FE00022
臺中市西屯區福雅里福順路255巷16號,"120.620234 ","24.182081 ",B01,"62 ",福雅里,第六分局,FE00023
臺中市西屯區福雅里福順路255巷12號,"120.620267 ","24.182137 ",B01,"62 ",福雅里,第六分局,FE00024
臺中市西屯區福雅里福順路255巷10號,"120.620299 ","24.182195 ",B01,"62 ",福雅里,第六分局,FE00025
臺中市西屯區福雅里福順路255巷8號,"120.620330 ","24.182251 ",B01,"62 ",福雅里,第六分局,FE00026
臺中市西屯區福雅里福順路255巷6號,"120.620363 ","24.182309 ",B01,"62 ",福雅里,第六分局,FE00027
臺中市西屯區福雅里福順路255巷2號,"120.620391 ","24.182372 ",B01,"62 ",福雅里,第六分局,FE00028
臺中市西屯區福雅里福順路241號,"120.621018 ","24.182060 ",B01,"62 ",福雅里,第六分局,FE00029
臺中市西屯區福雅里福順路243號,"120.620954 ","24.182085 ",B01,"62 ",福雅里,第六分局,FE00030
臺中市西屯區福雅里福順路245號,"120.620876 ","24.182124 ",B01,"62 ",福雅里,第六分局,FE00031
臺中市西屯區福雅里福順路247號,"120.620812 ","24.182150 ",B01,"62 ",福雅里,第六分局,FE00032
臺中市西屯區福雅里福順路249號,"120.620735 ","24.182189 ",B01,"62 ",福雅里,第六分局,FE00033
臺中市西屯區福雅里福順路251號,"120.620670 ","24.182213 ",B01,"62 ",福雅里,第六分局,FE00034
臺中市西屯區福雅里福順路253號,"120.620586 ","24.182251 ",B01,"62 ",福雅里,第六分局,FE00035
臺中市西屯區福雅里福順路268號,"120.620777 ","24.182482 ",B01,"62 ",福雅里,第六分局,FE00036
臺中市西屯區福安里福林路133號,"120.613888 ","24.186033 ",B01,"99 ",福安里,第六分局,FE00037
臺中市西屯區福雅里永福路7號,"120.619198 ","24.181851 ",B01,"62 ",福雅里,第六分局,FE00065
臺中市西屯區福雅里臺灣大道四段786巷36號,"120.621038 ","24.181616 ",B01,"62 ",福雅里,第六分局,FE00114
臺中市西屯區福雅里臺灣大道四段786巷40號,"120.621117 ","24.181775 ",B01,"62 ",福雅里,第六分局,FE00115
臺中市西屯區福雅里臺灣大道四段786巷42號,"120.621148 ","24.181840 ",B01,"62 ",福雅里,第六分局,FE00116
臺中市西屯區福雅里臺灣大道四段786巷46號,"120.621196 ","24.181915 ",B01,"62 ",福雅里,第六分局,FE00117
臺中市西屯區福雅里臺灣大道四段786巷48號,"120.621236 ","24.181978 ",B01,"62 ",福雅里,第六分局,FE00118
臺中市西屯區福雅里福順路227巷1號,"120.621365 ","24.181927 ",B01,"62 ",福雅里,第六分局,FE00119
臺中市西屯區福雅里福順路227巷3號,"120.621312 ","24.181857 ",B01,"62 ",福雅里,第六分局,FE00120
臺中市西屯區福雅里福順路227巷5號,"120.621269 ","24.181785 ",B01,"62 ",福雅里,第六分局,FE00121
臺中市西屯區福雅里福順路227巷7號,"120.621233 ","24.181719 ",B01,"62 ",福雅里,第六分局,FE00122
臺中市西屯區福雅里福順路227巷9號,"120.621190 ","24.181647 ",B01,"62 ",福雅里,第六分局,FE00123
臺中市西屯區福雅里福順路227巷11號,"120.621154 ","24.181580 ",B01,"62 ",福雅里,第六分局,FE00124
臺中市西屯區福雅里西屯路三段148號,"120.624585 ","24.185567 ",B01,"93 ",福雅里,第六分局,FE00147
臺中市西屯區永安里西屯路三段123號,"120.625883 ","24.184818 ",B01,"364 ",永安里,第六分局,FE00226
臺中市西屯區林厝里西平北巷1之10號,"120.613549 ","24.198000 ",B01,"375 ",林厝里,第六分局,FE00285
臺中市西屯區福安里臺灣大道四段670號,"120.622450 ","24.179828 ",B01,"112 ",福安里,第六分局,FE00293
"臺中市西屯區福安里台中港路三段88-1號
1020101門牌整編(臺灣大道四段670號)","120.622450 ","24.179828 ",B01,"112 ",福安里,第六分局,FE00294
臺中市西屯區福雅里臺灣大道四段790號,"120.620363 ","24.180951 ",B01,"58 ",福雅里,第六分局,FE00307
臺中市西屯區林厝里安林路49號之6,"120.625221 ","24.200443 ",B01,"61 ",林厝里,第六分局,FE00357
臺中市西屯區福雅里臺灣大道四段768號,"120.620796 ","24.180762 ",B01,"310 ",福雅里,第六分局,FE00361
臺中市西屯區永安里西屯路三段宏安巷4號,"120.618562 ","24.188414 ",B01,"68 ",永安里,第六分局,FE00366
臺中市西屯區永安里西屯路三段宏安巷6號,"120.618582 ","24.188469 ",B01,"68 ",永安里,第六分局,FE00367
臺中市西屯區福林里福雅路41號,"120.618135 ","24.183650 ",B01,"67 ",福林里,第六分局,FE00368
臺中市西屯區福林里福雅路65巷7號,"120.618030 ","24.184137 ",B01,"111 ",福林里,第六分局,FE00386
臺中市西屯區福林里玉門路86號,"120.610260 ","24.186394 ",B01,"150 ",福林里,第六分局,FE00387
臺中市西屯區福林里玉門路100號,"120.610335 ","24.186761 ",B01,"157 ",福林里,第六分局,FE00388
臺中市西屯區福林里福科路689號,"120.610557 ","24.186840 ",B01,"146 ",福林里,第六分局,FE00389
臺中市西屯區福林里福雅路111巷8號,"120.619051 ","24.185874 ",B01,"79 ",福林里,第六分局,FE00391
臺中市西屯區福林里福康路82號,"120.618163 ","24.186250 ",B01,"74 ",福林里,第六分局,FE00394
臺中市西屯區福林里玉門路106號,"120.610360 ","24.186893 ",B01,"72 ",福林里,第六分局,FE00401
臺中市西屯區福林里福康路102號,"120.618482 ","24.186699 ",B01,"197 ",福林里,第六分局,FE00404
臺中市西屯區林厝里西平北巷1號之15,"120.622136 ","24.201635 ",B01,"79 ",林厝里,第六分局,FE00406
臺中市西屯區林厝里西屯路三段宏安巷3弄22號,"120.616926 ","24.191116 ",B01,"104 ",林厝里,第六分局,FE00407
臺中市西屯區永安里永康街38號,"120.625285 ","24.185639 ",B01,"85 ",永安里,第六分局,FE00425
臺中市西屯區永安里永康街32號,"120.625528 ","24.185575 ",B01,"70 ",永安里,第六分局,FE00426
臺中市西屯區永安里永康街30號,"120.625592 ","24.185563 ",B01,"79 ",永安里,第六分局,FE00427
臺中市西屯區永安里永康街28號,"120.625699 ","24.185528 ",B01,"72 ",永安里,第六分局,FE00428
臺中市西屯區永安里永康街26號,"120.625808 ","24.185509 ",B01,"70 ",永安里,第六分局,FE00429
臺中市西屯區福林里西屯路三段宏福五巷4弄2之8號,"120.615869 ","24.188424 ",B01,"529 ",福林里,第六分局,FE00430
臺中市西屯區福林里西屯路三段宏福三巷4弄5號,"120.616311 ","24.188020 ",B01,"311 ",福林里,第六分局,FE00432
臺中市西屯區福林里西屯路三段宏福三巷4弄9號,"120.616125 ","24.188065 ",B01,"635 ",福林里,第六分局,FE00433
臺中市西屯區福林里西屯路三段159之72號,"120.617142 ","24.188352 ",B01,"680 ",福林里,第六分局,FE00434
臺中市西屯區福林里西屯路三段宏福一巷30號,"120.617131 ","24.187498 ",B02,"400 ",福林里,第六分局,FE00435
臺中市西屯區福林里西屯路三段159之74號,"120.616873 ","24.188330 ",B02,"881 ",福林里,第六分局,FE00436
臺中市西屯區福林里西屯路三段159號之53,"120.617999 ","24.187957 ",B02,"434 ",福林里,第六分局,FE00437
臺中市西屯區福林里西屯路三段宏福五巷16號,"120.615596 ","24.187984 ",B01,"363 ",福林里,第六分局,FE00438
臺中市西屯區福林里西屯路三段169號之10,"120.616265 ","24.188566 ",B02,"987 ",福林里,第六分局,FE00439
臺中市西屯區福林里福順路333號,"120.617363 ","24.183444 ",B02,"2248 ",福林里,第六分局,FE00440
臺中市西屯區林厝里福林路452號,"120.616941 ","24.191369 ",B01B02,"940 ",林厝里,第六分局,FE00441
臺中市西屯區林厝里福林路508號,"120.617408 ","24.191990 ",B01,"1602 ",林厝里,第六分局,FE00442
臺中市西屯區林厝里福林路550號,"120.617718 ","24.192404 ",B02,"586 ",林厝里,第六分局,FE00443
臺中市西屯區林厝里福林路482號,"120.617350 ","24.191754 ",B01B02,"2162 ",林厝里,第六分局,FE00444
臺中市西屯區福林里福康路80號,"120.618047 ","24.186031 ",B01B02,"854 ",福林里,第六分局,FE00447
臺中市西屯區福林里西屯路三段159-11巷2號,"120.619108 ","24.187346 ",B02,"1672 ",福林里,第六分局,FE00448
臺中市西屯區林厝里福林路428號,"120.616574 ","24.190729 ",B01,"252 ",林厝里,第六分局,FE00450
臺中市西屯區永安里西屯路三段164號之15,"120.617503 ","24.188846 ",B02,"1000 ",永安里,第六分局,FE00451
臺中市西屯區福林里福科路681號,"120.610742 ","24.186820 ",B01,"67 ",福林里,第六分局,FE00453
"臺中市西屯區福雅里西屯路三段159之26巷35弄20號
0881220門牌整編(福雅路137巷3號)","120.619440 ","24.186307 ",B01,"63 ",福雅里,第六分局,FE00455
臺中市西屯區福林里福科路545號,"120.616968 ","24.185404 ",B01,"185 ",福林里,第六分局,FE00456
臺中市西屯區福雅里永福路60號,"120.620604 ","24.182925 ",B02,"2758 ",福雅里,第六分局,FE00457
臺中市西屯區永安里福雅路172號,"120.620390 ","24.187218 ",B01,"250 ",永安里,第六分局,FE00458
臺中市西屯區福林里福雅路143號,"120.619722 ","24.186613 ",B02,"399 ",福林里,第六分局,FE00459
"臺中市西屯區福安里台中港路三段108之5號
1020101門牌整編(臺灣大道四段932號)","120.617915 ","24.182193 ",B01B02,"576 ",福安里,第六分局,FE00460
臺中市西屯區福雅里永福路22巷61號,"120.621624 ","24.181137 ",B01,"464 ",福雅里,第六分局,FE00461
臺中市西屯區永安里安和路185號,"120.626396 ","24.185618 ",B01,"537 ",永安里,第六分局,FE00462
臺中市西屯區福林里福順路500號,"120.614993 ","24.185383 ",B01,"391 ",福林里,第六分局,FE00463
臺中市西屯區福林里西屯路三段宏福三巷24號,"120.616293 ","24.187621 ",B02,"465 ",福林里,第六分局,FE00464
臺中市西屯區福林里福科路541號,"120.617262 ","24.185247 ",B01,"219 ",福林里,第六分局,FE00465
臺中市西屯區永安里安和路179號,"120.626262 ","24.185395 ",B01,"344 ",永安里,第六分局,FE00466
臺中市西屯區福林里福科路468號,"120.616774 ","24.186025 ",B02,"281 ",福林里,第六分局,FE00467
臺中市西屯區福林里西屯路三段宏福三巷9號,"120.616725 ","24.187705 ",B01B02B03,"2838 ",福林里,第六分局,FE00468
臺中市西屯區福林里福順路627號,"120.613955 ","24.185299 ",B01,"275 ",福林里,第六分局,FE00469
臺中市西屯區福雅里福科路399號,"120.621575 ","24.183320 ",B01,"1056 ",福雅里,第六分局,FE00470
臺中市西屯區福雅里永福路80號,"120.620510 ","24.183447 ",B01,"1341 ",福雅里,第六分局,FE00471
臺中市西屯區福林里福科路529號,"120.618270 ","24.184711 ",B01,"1782 ",福林里,第六分局,FE00473
臺中市西屯區福林里西屯路三段159號之6,"120.619694 ","24.187106 ",B01,"2541 ",福林里,第六分局,FE00474
臺中市西屯區福林里西屯路三段169號,"120.616265 ","24.188566 ",B01,"625 ",福林里,第六分局,FE00475
臺中市西屯區福安里福科路202號,"120.624726 ","24.182303 ",B01B02,"1568 ",福安里,第六分局,FE00476
臺中市西屯區福林里福科路557巷1號,"120.616365 ","24.185607 ",B02,"311 ",福林里,第六分局,FE00477
臺中市西屯區福安里臺灣大道四段698號,"120.622022 ","24.180059 ",B02,"513 ",福安里,第六分局,FE00478
臺中市西屯區永安里國祥街1號,"120.608873 ","24.193708 ",B01,"1934 ",永安里,第六分局,FE00479
臺中市西屯區福林里臺灣大道四段1230巷20號之3,"120.611799 ","24.185593 ",B01,"1856 ",福林里,第六分局,FE00481
"臺中市西屯區福安里西屯路三段159巷96弄66號
0930705門牌整編（福林里福科路460號）","120.616825 ","24.185886 ",B03,"876 ",福安里,第六分局,FE00482
臺中市西屯區永安里西屯路三段166號之25,"120.615307 ","24.189392 ",B01,"2129 ",永安里,第六分局,FE00487
臺中市西屯區福安里福安路57號,"120.622196 ","24.180641 ",B01,"2175 ",福安里,第六分局,FE00488
臺中市西屯區永安里西屯路三段133號,"120.624808 ","24.184711 ",B01,"1288 ",永安里,第六分局,FE00489
臺中市西屯區福林里臺灣大道四段1238號,"120.611067 ","24.184992 ",B01,"559 ",福林里,第六分局,FE00490
臺中市西屯區永安里永安一巷10號之6,"120.626418 ","24.186462 ",B01,"218 ",永安里,第六分局,FE00491
臺中市西屯區福林里臺灣大道四段1176號,"120.612575 ","24.184671 ",B01,"547 ",福林里,第六分局,FE00492
臺中市西屯區永安里國安一路51號,"120.614602 ","24.190383 ",B01B02B03,"749 ",永安里,第六分局,FE00493
臺中市西屯區福安里福泰街43號,"120.624847 ","24.183544 ",B01,"533 ",福安里,第六分局,FE00494
臺中市西屯區福林里臺灣大道四段1150號,"120.612891 ","24.184493 ",B03,"572 ",福林里,第六分局,FE00495
臺中市西屯區福林里臺灣大道四段1138號,"120.613699 ","24.184522 ",B01,"1036 ",福林里,第六分局,FE00496
臺中市西屯區永安里國安一路25號,"120.615272 ","24.190190 ",B01,"708 ",永安里,第六分局,FE00497
臺中市西屯區福林里臺灣大道四段1086號,"120.614735 ","24.183944 ",B01,"5644 ",福林里,第六分局,FE00498
臺中市西屯區永安里國安一路149號,"120.612358 ","24.191466 ",B01,"1474 ",永安里,第六分局,FE00499
臺中市西屯區永安里國安一路162號,"120.612373 ","24.191748 ",B01,"4524 ",永安里,第六分局,FE00500
臺中市西屯區福林里福科路620巷18弄10號,"120.613554 ","24.187209 ",B01,"62 ",福林里,第六分局,FE00501
臺中市西屯區福林里臺灣大道四段1186號,"120.612335 ","24.184849 ",B01,"1953 ",福林里,第六分局,FE00502
臺中市西屯區永安里國安一路67-1號,"120.614122 ","24.190738 ",B01,"5766 ",永安里,第六分局,FE00503
臺中市西屯區永安里玉門路496號,"120.611324 ","24.191731 ",B02,"2208 ",永安里,第六分局,FE00504
臺中市西屯區永安里國安一路83號,"120.613710 ","24.190790 ",B01,"2471 ",永安里,第六分局,FE00505
臺中市西屯區福林里福科路718號,"120.610856 ","24.187244 ",B01,"294 ",福林里,第六分局,FE00506
臺中市西屯區林厝里國安二路242巷199號,"120.614403 ","24.194662 ",B01,"838 ",林厝里,第六分局,FE00507
臺中市西屯區福林里臺灣大道四段1216號,"120.611452 ","24.184868 ",B01B02B03B04,"8518 ",福林里,第六分局,FE00508
臺中市西屯區福林里福林路333號,"120.614751 ","24.188723 ",B01,"1221 ",福林里,第六分局,FE00509
臺中市西屯區福林里臺灣大道四段1270號,"120.610708 ","24.185690 ",B01,"1521 ",福林里,第六分局,FE00510
臺中市西屯區福安里福安路55巷3號,"120.622490 ","24.180899 ",B01,"1824 ",福安里,第六分局,FE00511
臺中市西屯區永安里國安一路133號,"120.612675 ","24.191327 ",B01,"1327 ",永安里,第六分局,FE00512
臺中市西屯區福雅里福順路288號,"120.619712 ","24.182944 ",B01,"1824 ",福雅里,第六分局,FE00513
臺中市西屯區永安里國安一路229號,"120.610188 ","24.192355 ",B01,"735 ",永安里,第六分局,FE00514
臺中市西屯區永安里西屯路三段166之100號,"120.609915 ","24.191492 ",B01,"735 ",永安里,第六分局,FE00515
臺中市西屯區福雅里永福路37號之17,"120.619718 ","24.183684 ",B01,"99 ",福雅里,第六分局,FE00516
臺中市西屯區福安里安和路166號,"120.625112 ","24.180378 ",B01,"925 ",福安里,第六分局,FE00517
臺中市西屯區永安里西屯路三段166號之98,"120.610252 ","24.191573 ",B01,"980 ",永安里,第六分局,FE00518
臺中市西屯區福林里福康路8號,"120.616924 ","24.183364 ",B02,"1738 ",福林里,第六分局,FE00519
臺中市西屯區福安里安和路188號,"120.625559 ","24.183219 ",B01,"683 ",福安里,第六分局,FE00520
臺中市西屯區福安里福科路243號,"120.626033 ","24.181412 ",B01,"847 ",福安里,第六分局,FE00521
臺中市西屯區福安里臺灣大道四段528號,"120.625236 ","24.178543 ",B02,"1765 ",福安里,第六分局,FE00522
臺中市西屯區永安里國安一路168號,"120.612064 ","24.192233 ",B02,"1455 ",永安里,第六分局,FE00523
臺中市西屯區永安里玉門路233號,"120.610676 ","24.191331 ",B01,"1096 ",永安里,第六分局,FE00525
臺中市西屯區永安里東大路一段555號,"120.606331 ","24.194056 ",1,"2322 ",永安里,第六分局,FE00526
臺中市西屯區福雅里福科路362巷90號,"120.620531 ","24.185644 ",B01,"234 ",福雅里,第六分局,FE00527
臺中市西屯區福雅里福雅路56號,"120.618905 ","24.183589 ",B01,"577 ",福雅里,第六分局,FE00528
臺中市西屯區福安里福科路152號,"120.626780 ","24.181577 ",B01,"918 ",福安里,第六分局,FE00530
臺中市西屯區永安里國安二路179號,"120.612635 ","24.192376 ",B01,"1088 ",永安里,第六分局,FE00531
臺中市西屯區福雅里福雅路156巷51號,"120.620657 ","24.185956 ",B01,"232 ",福雅里,第六分局,FE00532
臺中市西屯區福林里福科路522號,"120.615378 ","24.186527 ",B03,"2752 ",福林里,第六分局,FE00533
臺中市西屯區福雅里福雅路156巷39號,"120.620594 ","24.186012 ",B01,"96 ",福雅里,第六分局,FE00534
臺中市西屯區福林里福雅路81號,"120.618906 ","24.185009 ",B01,"84 ",福林里,第六分局,FE00535
臺中市西屯區福雅里永福路176巷2號,"120.621978 ","24.185507 ",B01,"319 ",福雅里,第六分局,FE00536
臺中市西屯區福雅里西屯路三段155巷19號,"120.621050 ","24.185887 ",B01,"133 ",福雅里,第六分局,FE00537
臺中市西屯區福林里福科路663號,"120.611215 ","24.186779 ",B01,"210 ",福林里,第六分局,FE00538
臺中市西屯區福安里安和路182號,"120.625750 ","24.183760 ",B01,"1447 ",福安里,第六分局,FE00539
臺中市西屯區福林里福林路158號,"120.614850 ","24.186844 ",B03,"2111 ",福林里,第六分局,FE00540
臺中市西屯區福安里安和路196號,"120.625959 ","24.183888 ",B01,"166 ",福安里,第六分局,FE00541
臺中市西屯區福林里福科路571號,"120.615102 ","24.186338 ",B01,"394 ",福林里,第六分局,FE00542
臺中市西屯區林厝里東大路一段888號,"120.607840 ","24.195641 ",01B01,"651 ",林厝里,第六分局,FE00543
臺中市西屯區福林里臺灣大道四段966號,"120.617021 ","24.183138 ",B03,"2087 ",福林里,第六分局,FE00544
臺中市西屯區福安里福科路168號,"120.626200 ","24.181760 ",B01,"447 ",福安里,第六分局,FE00545
臺中市西屯區福安里福裕路167號,"120.627427 ","24.182992 ",B01,"101 ",福安里,第六分局,FE00546
臺中市西屯區福林里福康路119巷7之1號,"120.617462 ","24.186031 ",B01B02,"500 ",福林里,第六分局,FE00547
臺中市西屯區福林里福順路568號,"120.613788 ","24.185905 ",B03,"1881 ",福林里,第六分局,FE00548
臺中市西屯區福安里福科路239號,"120.626242 ","24.181257 ",B01,"179 ",福安里,第六分局,FE00549
臺中市西屯區福安里福元街69號,"120.626633 ","24.178899 ",B01,"3313 ",福安里,第六分局,FE00550
臺中市西屯區協和里工業區四十一路16號,"120.585582 ","24.174585 ",B01,"57 ",協和里,第六分局,FF00001
臺中市南屯區寶山里工業區二十四路26號,"120.602822 ","24.161182 ",B01,"166 ",寶山里,第六分局,FF00004
臺中市西屯區協和里工業區十四路2號,"120.595091 ","24.176336 ",B01,"61 ",協和里,第六分局,FF00006
臺中市西屯區協和里工業區三十八路150號,"120.587485 ","24.176549 ",B01,"121 ",協和里,第六分局,FF00007
臺中市西屯區協和里工業區三十五路52號,"120.591203 ","24.168563 ",B01,"65 ",協和里,第六分局,FF00012
臺中市西屯區協和里工業區三十八路38巷6號,"120.590131 ","24.176331 ",B01,"164 ",協和里,第六分局,FF00015
臺中市西屯區協和里順和一街21號,"120.589969 ","24.175529 ",B01,"657 ",協和里,第六分局,FF00016
臺中市西屯區協和里工業區三十五路66號,"120.590012 ","24.166502 ",B01,"88 ",協和里,第六分局,FF00017
臺中市西屯區協和里工業區三十五路35號,"120.593024 ","24.174389 ",B01,"376 ",協和里,第六分局,FF00019
臺中市西屯區協和里工業區三十三路16號,"120.593425 ","24.165505 ",B01,"200 ",協和里,第六分局,FF00020
臺中市西屯區協和里工業區三十八路76號,"120.589254 ","24.177055 ",B01,"222 ",協和里,第六分局,FF00021
臺中市西屯區協和里工業區三十八路82巷6號,"120.589077 ","24.177306 ",B01,"135 ",協和里,第六分局,FF00022
臺中市西屯區協和里工業區十四路9號,"120.595308 ","24.178278 ",B01,"58 ",協和里,第六分局,FF00023
臺中市西屯區協和里工業區三十五路64號,"120.590468 ","24.166757 ",B01,"153 ",協和里,第六分局,FF00024
臺中市西屯區協和里工業區六路17號,"120.606520 ","24.168124 ",B01,"86 ",協和里,第六分局,FF00027
臺中市西屯區協和里工業區三十四路6號,"120.594243 ","24.172994 ",B01,"188 ",協和里,第六分局,FF00029
臺中市南屯區寶山里工業區二十二路37號,"120.604996 ","24.157471 ",B01,"57 ",寶山里,第六分局,FF00030
臺中市西屯區協和里順和七街1號,"120.587188 ","24.175785 ",B01,"206 ",協和里,第六分局,FF00033
臺中市南屯區寶山里工業區二十四路15號,"120.603977 ","24.162487 ",B01,"152 ",寶山里,第六分局,FF00034
臺中市南屯區寶山里工業區二十五路20號,"120.601482 ","24.161022 ",B01,"279 ",寶山里,第六分局,FF00035
臺中市西屯區協和里工業區三十一路10號,"120.598013 ","24.171153 ",B01,"841 ",協和里,第六分局,FF00036
臺中市西屯區協和里順和六街41號,"120.588446 ","24.176453 ",B01,"616 ",協和里,第六分局,FF00038
臺中市西屯區協和里工業區三十八路38巷2號,"120.589977 ","24.176417 ",B01,"394 ",協和里,第六分局,FF00039
臺中市西屯區協和里工業區十路13號,"120.600318 ","24.171756 ",B01,"61 ",協和里,第六分局,FF00040
臺中市西屯區協和里工業區三十八路148巷13號,"120.587173 ","24.176244 ",B01,"250 ",協和里,第六分局,FF00047
臺中市西屯區協和里工業區十七路2號之1,"120.591789 ","24.179307 ",B01,"74 ",協和里,第六分局,FF00048
臺中市西屯區協和里工業區三十五路30號,"120.593139 ","24.173091 ",B01,"66 ",協和里,第六分局,FF00049
臺中市西屯區協和里工業區三十六路17號,"120.591244 ","24.172433 ",B01,"131 ",協和里,第六分局,FF00051
臺中市南屯區寶山里工業區二十二路16號,"120.605345 ","24.160264 ",B01,"70 ",寶山里,第六分局,FF00053
臺中市西屯區協和里工業區二十八路101號,"120.597147 ","24.165355 ",B01,"67 ",協和里,第六分局,FF00054
臺中市南屯區寶山里工業區二十三路6號,"120.605563 ","24.163863 ",B01,"73 ",寶山里,第六分局,FF00055
臺中市西屯區協和里工業區八路14之1號,"120.603186 ","24.169970 ",B01,"476 ",協和里,第六分局,FF00056
臺中市西屯區協和里工業區三十一路2號,"120.598341 ","24.172188 ",B01,"129 ",協和里,第六分局,FF00059
臺中市西屯區協和里工業區三十二路53號,"120.596131 ","24.167677 ",B01,"56 ",協和里,第六分局,FF00060
臺中市西屯區協和里工業區三十五路51號,"120.591571 ","24.167804 ",B01,"2691 ",協和里,第六分局,FF00061
臺中市西屯區協和里工業區三十五路54號,"120.591096 ","24.168222 ",B01,"428 ",協和里,第六分局,FF00062
臺中市西屯區協和里工業區五路12號,"120.607290 ","24.166500 ",B01,"58 ",協和里,第六分局,FF00063
臺中市西屯區協和里工業區三十六路18號,"120.591229 ","24.173371 ",B01,"77 ",協和里,第六分局,FF00067
臺中市西屯區協和里工業區三十路1號,"120.597263 ","24.164816 ",B01,"517 ",協和里,第六分局,FF00068
臺中市西屯區協和里工業區三十七路39之1號,"120.588195 ","24.169943 ",B01,"95 ",協和里,第六分局,FF00069
臺中市西屯區協和里工業區三十八路62號,"120.589433 ","24.176916 ",B01,"201 ",協和里,第六分局,FF00071
臺中市南屯區寶山里工業區二十五路6號,"120.602664 ","24.164169 ",B01,"156 ",寶山里,第六分局,FF00072
臺中市西屯區協和里工業區三十五路36號,"120.593442 ","24.173819 ",B01,"119 ",協和里,第六分局,FF00074
臺中市西屯區協和里工業區三十一路13號,"120.596105 ","24.164790 ",B01,"303 ",協和里,第六分局,FF00076
臺中市西屯區協和里工業區三十五路7號,"120.591850 ","24.170790 ",B01,"127 ",協和里,第六分局,FF00078
臺中市西屯區協和里工業區十路12號,"120.600375 ","24.173557 ",B01,"120 ",協和里,第六分局,FF00079
臺中市西屯區協和里工業區三十三路3號,"120.595255 ","24.170680 ",B01,"59 ",協和里,第六分局,FF00080
臺中市西屯區協和里工業區三十五路3號,"120.591419 ","24.169459 ",B01,"99 ",協和里,第六分局,FF00082
臺中市西屯區協和里工業區三十六路50之2號,"120.588883 ","24.167473 ",B01,"86 ",協和里,第六分局,FF00083
臺中市西屯區協和里工業區三十四路16號,"120.593687 ","24.170946 ",B01,"303 ",協和里,第六分局,FF00085
臺中市西屯區協和里工業區三路8號,"120.609599 ","24.167206 ",B01,"2556 ",協和里,第六分局,FF00086
臺中市西屯區協和里工業區十五路10號,"120.592997 ","24.176970 ",B01,"1332 ",協和里,第六分局,FF00087
臺中市西屯區協和里工業區七路7號,"120.605831 ","24.172064 ",B01,"225 ",協和里,第六分局,FF00088
臺中市西屯區協和里工業區十一路13號,"120.600119 ","24.176101 ",B01,"148 ",協和里,第六分局,FF00089
臺中市西屯區協和里工業區三十一路1號,"120.598548 ","24.171667 ",B01,"60 ",協和里,第六分局,FF00091
臺中市西屯區協和里工業區三十一路11號,"120.596204 ","24.165068 ",B01,"52 ",協和里,第六分局,FF00093
臺中市西屯區協和里工業區三十三路6號,"120.595596 ","24.170912 ",B01,"125 ",協和里,第六分局,FF00094
臺中市西屯區協和里工業區三十一路12之1號,"120.597804 ","24.170458 ",B01,"128 ",協和里,第六分局,FF00098
臺中市西屯區協和里順和八街5號,"120.586435 ","24.176519 ",B01,"156 ",協和里,第六分局,FF00100
臺中市西屯區協和里工業區三十六路47號,"120.589684 ","24.166905 ",B01,"61 ",協和里,第六分局,FF00102
臺中市西屯區協和里工業區三十六路34號,"120.590170 ","24.170442 ",B01,"72 ",協和里,第六分局,FF00104
臺中市西屯區協和里工業區三十六路2號,"120.592076 ","24.175808 ",B01,"152 ",協和里,第六分局,FF00105
臺中市西屯區協和里順和六街2號,"120.587710 ","24.175449 ",B01,"140 ",協和里,第六分局,FF00111
臺中市西屯區協和里工業區三十三路12之1號,"120.593559 ","24.166217 ",B01,"84 ",協和里,第六分局,FF00112
臺中市西屯區協和里工業區三十二路71號,"120.595542 ","24.165737 ",B01,"68 ",協和里,第六分局,FF00114
臺中市西屯區協和里工業區三十四路13號,"120.594203 ","24.171571 ",B01,"65 ",協和里,第六分局,FF00115
臺中市西屯區協和里工業區三十四路11號,"120.594391 ","24.172110 ",B01,"53 ",協和里,第六分局,FF00116
臺中市西屯區協和里工業區二十八路406號,"120.592565 ","24.168426 ",B01,"118 ",協和里,第六分局,FF00118
臺中市西屯區協和里順和三街39號,"120.589939 ","24.177026 ",B01,"428 ",協和里,第六分局,FF00119
臺中市西屯區協和里工業區三十二路15號,"120.597493 ","24.172522 ",B01,"1462 ",協和里,第六分局,FF00120
臺中市西屯區協和里工業區三十四路1號,"120.595067 ","24.173392 ",B01,"139 ",協和里,第六分局,FF00122
臺中市西屯區協和里工業區三十二路8號,"120.596732 ","24.169447 ",B01,"110 ",協和里,第六分局,FF00123
臺中市西屯區協和里工業區三十六路15號,"120.591652 ","24.172796 ",B01,"207 ",協和里,第六分局,FF00124
臺中市西屯區協和里工業區四十一路10號,"120.586035 ","24.175276 ",B01,"117 ",協和里,第六分局,FF00125
臺中市西屯區協和里工業區三十七路3號,"120.591261 ","24.175526 ",B01,"81 ",協和里,第六分局,FF00126
臺中市西屯區協和里工業區三十七路5號,"120.590888 ","24.175357 ",B01,"65 ",協和里,第六分局,FF00127
