類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
大樓,WMA02556,晴光里,臺北市中山區德惠街32號,"25.066592,121.52606",1,"352 ",
大樓,WMA02557,晴光里,臺北市中山區德惠街34號,"25.066586,121.526186",1,"1194 ",
大樓,WMA02561,晴光里,臺北市中山區德惠街40號,"25.066579,121.526745",1,"244 ",
大樓,WMA02564,晴光里,臺北市中山區德惠街42-62號,"25.066576,121.52684",1,"1510 ",
公寓,WMA02374,晴光里,臺北市中山區新生北路三段50-54號,"25.065014,121.527743",1,"545 ",
大樓,WMA02378,晴光里,臺北市中山區新生北路三段64號,"25.06585,121.527392",1,"318 ",
大樓,WMA02379,晴光里,臺北市中山區新生北路三段74-76號,"25.066438,121.527401",1,"1390 ",
公寓,WMA02409,晴光里,臺北市中山區新生北路三段68巷11-17號,"25.06622,121.52712",1,"497 ",
公寓,WMA02410,晴光里,臺北市中山區新生北路三段68巷18號,"25.066126,121.526931",1,"76 ",
公寓,WMA02411,晴光里,臺北市中山區新生北路三段68巷19號,"25.066223,121.52684",1,"32 ",
公寓,WMA02412,晴光里,臺北市中山區新生北路三段68巷21、23號,"25.066247,121.526086",1,"89 ",
公寓,WMA02413,晴光里,臺北市中山區新生北路三段68巷22號,"25.066119,121.526819",1,"70 ",
大樓,WMA02414,晴光里,臺北市中山區新生北路三段68巷25、27號,"25.066247,121.526086",1,"374 ",
大樓,WMA02415,晴光里,臺北市中山區新生北路三段68巷33-39號,"25.06623,121.526551",1,"466 ",
公寓,WMA02416,晴光里,臺北市中山區新生北路三段68巷6、8號,"25.066247,121.526086",1,"156 ",
公寓,WMA02417,晴光里,臺北市中山區新生北路三段68巷5、7號,"25.066247,121.526086",1,"352 ",
公寓,WMA02418,晴光里,臺北市中山區新生北路三段68巷9號,"25.066229,121.527159",1,"37 ",
大樓,WMA02397,晴光里,臺北市中山區新生北路三段56巷10號,"25.065304,121.52704",1,"328 ",
大樓,WMA02399,晴光里,臺北市中山區新生北路三段56巷16號,"25.065314,121.526717",1,"93 ",
公寓,WMA02396,晴光里,臺北市中山區新生北路三段56巷1號,"25.065387,121.527298",1,"794 ",
大樓,WMA02400,晴光里,臺北市中山區新生北路三段56巷18、18-1號,"25.06546,121.526112",1,"310 ",
大樓,WMA02401,晴光里,臺北市中山區新生北路三段56巷20、20-1號,"25.06546,121.526112",1,"310 ",
大樓,WMA02402,晴光里,臺北市中山區新生北路三段56巷22號,"25.065325,121.526263",1,"200 ",
大樓,WMA02403,晴光里,臺北市中山區新生北路三段56巷4、6號,"25.06546,121.526112",1,"93 ",
公寓,WMA02404,晴光里,臺北市中山區新生北路三段56巷5號,"25.065396,121.527034",1,"197 ",
大樓,WMA02405,晴光里,臺北市中山區新生北路三段62巷16號,"25.065743,121.52699",1,"248 ",
大樓,WMA02406,晴光里,臺北市中山區新生北路三段62巷23號,"25.065909,121.526712",1,"1032 ",
大樓,WMA02407,晴光里,臺北市中山區新生北路三段62巷4、6號,"25.065735,121.52618",1,"729 ",
大樓,WMA02408,晴光里,臺北市中山區新生北路三段62巷7-11號,"25.065812,121.527219",1,"417 ",
大樓,WMA02483,晴光里,臺北市中山區農安街41-45號,"25.064986,121.526278",1,"813 ",
大樓,WMA02484,晴光里,臺北市中山區農安街47、49號,"25.064869,121.536419",1,"357 ",
大樓,WMA02486,晴光里,臺北市中山區農安街51、53號,"25.064869,121.536419",1,"860 ",
大樓,WMA03585,晴光里,臺北市中山區新生北路三段56巷19號,"25.065435,121.526762",1,"2346 ",
大樓,WMA03760,晴光里,臺北市中山區新生北路三段62巷17號,"25.065825,121.52697",1,"473 ",
大樓,WMA01294,晴光里,臺北市中山區林森北路573、575號,"25.068172,121.525895",1,"2349 ",
大樓,WMA01296,晴光里,臺北市中山區林森北路612、614號,"25.068172,121.525895",1,"469 ",
大樓,WMA02964,晴光里,臺北市中山區雙城街23巷16、18號,"25.06577,121.525268",1,"318 ",
大樓,WMA02965,晴光里,臺北市中山區雙城街23巷4、4-1號,"25.06577,121.525268",1,"433 ",
