類別,A01-04-004,電腦編號:,電腦編號,地址,地下樓層數,可容納人數,轄管分局,備註
公寓,成功里,桃園區成功里20鄰園一街63號,1,314.0,桃園分局,
公寓,三元里,桃園區三元里3鄰三元街269號,1,100.0,桃園分局,
大樓,三元里,桃園區三元里17鄰民有六街85號,1、2,2478.0,桃園分局,
大樓,大業里,桃園區民光東路260號,1、2,1752.0,桃園分局,
大樓,大業里,桃園區春日路634號,1、2、3,1493.0,桃園分局,
公寓,成功里,桃園區成功里20鄰中央街66號,1,444.0,桃園分局,
大樓,寶山里,桃園區寶山里2鄰大興路205號,1、2,1602.0,桃園分局,
大樓,三民里,桃園區三民里1鄰自強路52號,1、2、3,1409.0,桃園分局,
公寓,三民里,桃園區三民里3鄰鎮撫街312號,1,770.0,桃園分局,
公寓,成功里,桃園區成功里22鄰中山東路100號,1,112.0,桃園分局,
公寓,青溪里,桃園區青溪里14鄰自強路80號,1,1638.0,桃園分局,
公寓,朝陽里,桃園區朝陽里6鄰鎮三街2號,1,1732.0,桃園分局,
公寓,三元里,桃園區三元里11鄰成功路三段38號,1,382.0,桃園分局,
公寓,大有里,桃園區大有里7鄰民有東路19號,1,4050.0,桃園分局,
大樓,忠義里,桃園區忠義里8鄰大業路一段112號,1、2,2900.0,桃園分局,
公寓,福元里,桃園區大業路一段135號,1,702.0,桃園分局,
大樓,大興里,桃園區大興里10鄰雙峰路70號,1、2,330.0,桃園分局,
大樓,大業里,桃園區春日路656號,1、2,7902.0,桃園分局,
大樓,福元里,桃園區民有五街73號,1、2,1474.0,桃園分局,
大樓,朝陽里,桃園區朝陽里1鄰朝陽街51號,1、2,3126.0,桃園分局,
公寓,福元里,桃園區福元街94號,1,668.0,桃園分局,
大樓,福元里,桃園區民有三街12號,1、2,2134.0,桃園分局,
大樓,大興里,桃園區大興里5鄰春日路1155號,1、2、3、4,1390.0,桃園分局,
公寓,福元里,桃園區大業路一段290號,1,514.0,桃園分局,
公寓,大有里,桃園區大有里11鄰大有路220號,1,6773.0,桃園分局,
大樓,寶山里,桃園區寶山里19鄰坤成街91號,1、2,1773.0,桃園分局,
公寓,福元里,桃園區大業路一段135號,1,1677.0,桃園分局,
公寓,三民里,桃園區三民里9鄰中山東路219號,1,305.0,桃園分局,
大樓,寶山里,桃園區寶山里16鄰民光東路108號,1、2、3,1382.0,桃園分局,
公寓,福元里,桃園區福元街140號,1,138.0,桃園分局,
大樓,忠義里,桃園區忠義里13鄰大業路一段10號,1、2,3932.0,桃園分局,
大樓,三民里,桃園區三民里11鄰三民路一段59號,1、2,961.0,桃園分局,
公寓,大業里,桃園區大業里4鄰大業路一段153號,1,484.0,桃園分局,
大樓,寶山里,桃園區寶山里24鄰寶山街185號,1、2、3,5221.0,桃園分局,
公寓,福元里,桃園區福元街198號,1,1082.0,桃園分局,
大樓,福元里,桃園區民光東路170號,1、2、3,5122.0,桃園分局,
大樓,寶山里,桃園區大德一街3號,1、2,945.0,桃園分局,
大樓,福元里,桃園區大業路一段89號,1、2,1272.0,桃園分局,
公寓,福元里,桃園區民富五街18號,1,925.0,桃園分局,
大樓,大興里,桃園區大興里6鄰春日路1157號,1、2、3,1214.0,桃園分局,
大樓,福元里,桃園區大業路一段80號,1、2,2830.0,桃園分局,
公寓,大有里,桃園區大有里9鄰大有路215號,1,4125.0,桃園分局,
大樓,寶山里,桃園區寶山里16鄰民光東路120號,1、2、3,5564.0,桃園分局,
大樓,福元里,桃園區大業路一段250號,1、2、3,6996.0,桃園分局,
大樓,忠義里,桃園區忠義里7鄰民富一街8號,1、2,1688.0,桃園分局,
公寓,大有里,桃園區大有里10鄰大有路426號,1,3181.0,桃園分局,
公寓,朝陽里,桃園區朝陽里10鄰民生路386號,1,318.0,桃園分局,
公寓,三元里,桃園區三元里8鄰成功路三段100號,1,900.0,桃園分局,
公寓,福元里,桃園區民光東路151號,1,1344.0,桃園分局,
公寓,青溪里,桃園區青溪里10鄰鎮四街87號,1,1194.0,桃園分局,
大樓,大業里,桃園區大業里14鄰民有十二街47號,1、2、3,4170.0,桃園分局,
大樓,大興里,桃園區大興里12鄰大業路一段323號,1、2,7216.0,桃園分局,
公寓,大有里,桃園區大有里11鄰民有十五街2號,1,4554.0,桃園分局,
大樓,忠義里,桃園區忠義里8鄰福元街127號,1、2,3466.0,桃園分局,
大樓,大有里,桃園區大有里10鄰民富十三街47號,1、2,618.0,桃園分局,
大樓,大業里,桃園區寶山街261號,1、2、3,10884.0,桃園分局,
公寓,忠義里,桃園區忠義里1鄰大業路一段45號,1,281.0,桃園分局,
公寓,三民里,桃園區三民里3鄰鎮撫街320號,1,133.0,桃園分局,
公寓,福元里,桃園區大業路一段135號,1,1016.0,桃園分局,
大樓,大興里,桃園區大興里24鄰大業路一段426號,1、2,1341.0,桃園分局,
大樓,大有里,桃園區大有里8鄰大有路466號,1、2、3,5777.0,桃園分局,
大樓,青溪里,桃園區青溪里32鄰三民路一段121號,1、2、3,8205.0,桃園分局,
公寓,青溪里,桃園區青溪里15鄰三民路一段200號,1,1760.0,桃園分局,
大樓,三民里,桃園區三民里14鄰三民路一段140號,1、2,1509.0,桃園分局,
大樓,福元里,桃園區大業路一段272號,1、2、3,1294.0,桃園分局,
公寓,大業里,桃園區大業里4鄰大業路一段301巷6號,1,197.0,桃園分局,
大樓,大業里,桃園區寶山街375號,1、2,3302.0,桃園分局,
公寓,成功里,桃園區成功里22鄰自強路77號,1,448.0,桃園分局,
大樓,三民里,桃園區三民里17鄰成功路二段181巷28號,1、2,1617.0,桃園分局,
大樓,朝陽里,桃園區朝陽里3鄰東興街31號,1、2,993.0,桃園分局,
大樓,三民里,桃園區三民里17鄰成功路二段205號,1、2,5378.0,桃園分局,
大樓,忠義里,桃園區忠義里14鄰三元街152號,1、2、3,8085.0,桃園分局,
公寓,成功里,桃園區成功里23鄰自強路31號,1,237.0,桃園分局,
大樓,大興里,桃園區大興里9鄰春日路848號,1、2,2872.0,桃園分局,
大樓,寶山里,桃園區寶山里16鄰民有五街102號,1、2,1872.0,桃園分局,
大樓,成功里,桃園區成功里3鄰中山東路93號,1、2、3,4334.0,桃園分局,
公寓,大興里,桃園區大興里21鄰大業路一段388號,1,689.0,桃園分局,
大樓,寶山里,桃園區寶山里16鄰民有五街120號,1、2,3326.0,桃園分局,
公寓,寶安里,桃園區寶安里永安北路441號,1,441.0,桃園分局,
公寓,中埔里,桃園區中埔里永安北路221號,1,24.0,桃園分局,
公寓,中埔里,桃園區中埔里永安路890號,1,32.0,桃園分局,
公寓,中埔里,桃園區中埔里永安北路299巷8弄12號,1,24.0,桃園分局,
公寓,永安里,桃園區永安里中正三街188號,1,440.0,桃園分局,
公寓,永安里,桃園區永安里中正三街202號,1,89.0,桃園分局,
公寓,永安里,桃園區永安里永康街57號,1,2266.0,桃園分局,
公寓,永安里,桃園區永安里永康街125號,1,254.0,桃園分局,
公寓,永安里,桃園區永安里永光街133號,1,450.0,桃園分局,
公寓,中寧里,桃園區中寧里大興西路二段25號,1,241.0,桃園分局,
公寓,中寧里,桃園區中寧里中正路897號,1,44.0,桃園分局,
大樓,寶慶里,桃園區寶慶里大興西路二段198號,1、2,457.0,桃園分局,
大樓,中寧里,桃園區中寧里大興西路二段106號,1、2,322.0,桃園分局,
公寓,同德里,桃園區同德里中正路1011號,1,46.0,桃園分局,
公寓,同德里,桃園區同德里中正路1009號,1,46.0,桃園分局,
大樓,同德里,桃園區同德里中正路1025號,1、2、3,1268.0,桃園分局,
公寓,中寧里,桃園區中寧里中正路899號,1,65.0,桃園分局,
公寓,中寧里,桃園區中寧里中正路901號,1,65.0,桃園分局,
公寓,中寧里,桃園區中寧里中正路995號,1,30.0,桃園分局,
公寓,中寧里,桃園區中寧里中正路997號,1,30.0,桃園分局,
公寓,中寧里,"桃園區中寧里中正路999 號",1,30.0,桃園分局,
公寓,同德里,桃園區同德里中正路1057號,1,26.0,桃園分局,
公寓,同德里,桃園區同德里中正路1061號,1,161.0,桃園分局,
公寓,明德里,桃園區明德里中正路1215號,1,34.0,桃園分局,
公寓,西埔里,桃園區西埔里永安路1306號,1,270.0,桃園分局,
公寓,西埔里,桃園區西埔里富國路962巷108號,1,60.0,桃園分局,
公寓,中興里,桃園區中興里民安路25巷15號,1,65.0,桃園分局,
公寓,中興里,桃園區中興里永安路303巷21弄7號,1,44.0,桃園分局,
公寓,中興里,桃園區中興里保定二街16號,1,413.0,桃園分局,
公寓,中興里,桃園區中興里永安路303巷22弄1號,1,338.0,桃園分局,
公寓,中興里,桃園區中興里民安路27號,1,92.0,桃園分局,
公寓,中興里,桃園區中興里民安路96號,1,301.0,桃園分局,
公寓,中興里,桃園區中興里民安路25巷7號,1,154.0,桃園分局,
公寓,西埔里,桃園區西埔里永安路1075號,1,158.0,桃園分局,
公寓,中興里,桃園區中興里保定一街22號,1,1282.0,桃園分局,
公寓,中興里,桃園區中興里忠二路96號,1,24.0,桃園分局,
公寓,中興里,桃園區中興里忠二路36號,1,52.0,桃園分局,
公寓,中興里,桃園區中興里永安路301號,1,93.0,桃園分局,
公寓,中興里,桃園區中興里永安路335號,1,38.0,桃園分局,
公寓,中興里,桃園區中興里忠五路188巷4號,1,40.0,桃園分局,
公寓,中興里,桃園區中興里忠五路182號,1,26.0,桃園分局,
公寓,明德里,桃園區明德里中寧街12巷17號,1,170.0,桃園分局,
公寓,明德里,桃園區明德里中寧街12巷18號,1,245.0,桃園分局,
公寓,明德里,桃園區明德里中寧街12巷7弄1號,1,261.0,桃園分局,
公寓,明德里,桃園區明德里中寧街12巷10號,1,234.0,桃園分局,
公寓,同德里,桃園區同德里中埔五街3巷8號,1,161.0,桃園分局,
公寓,明德里,桃園區明德里同德十二街179號,1,524.0,桃園分局,
公寓,長安里,桃園區長安里力行路48號,1,20.0,桃園分局,
公寓,長安里,桃園區長安里中正路577號,1,38.0,桃園分局,
公寓,長安里,桃園區長安里中正路611號,1,45.0,桃園分局,
公寓,永安里,桃園區永安里埔新路151號,1,45.0,桃園分局,
公寓,長德里,桃園區長德里中正五街180號,1,100.0,桃園分局,
公寓,長德里,桃園區長德里中正五街112號,1,138.0,桃園分局,
公寓,長德里,桃園區長德里中正五街120號,1,114.0,桃園分局,
公寓,長德里,桃園區長德里中正五街154號,1,732.0,桃園分局,
公寓,長德里,桃園區長德里慈文路295號,1,17.0,桃園分局,
公寓,長德里,桃園區長德里慈文路323號,1,109.0,桃園分局,
公寓,長德里,桃園區長德里慈文路343號,1,61.0,桃園分局,
公寓,長安里,桃園區長安里長春路162號,1,18.0,桃園分局,
公寓,長安里,桃園區長安里長春路144號,1,22.0,桃園分局,
公寓,長安里,桃園區長安里力行路42號,1,18.0,桃園分局,
公寓,瑞慶里,桃園區瑞慶里敬二街22號,1,2986.0,桃園分局,
大樓,瑞慶里,桃園區瑞慶里中埔一街355號,1、2,3017.0,桃園分局,
大樓,同德里,桃園區同德里南平路445號之1,1、2,2505.0,桃園分局,
大樓,長德里,桃園區長德里中正路703號,1、2、3,1445.0,桃園分局,
大樓,長安里,桃園區長安里中正五街141號,1、2,1476.0,桃園分局,
公寓,同德里,桃園區同德里中埔六街34巷1號,1,1128.0,桃園分局,
大樓,寶慶里,桃園區寶慶里寶慶路152號,1、2,3433.0,桃園分局,
大樓,北埔里,桃園區北埔里莊敬路二段66號,1、2,2790.0,桃園分局,
大樓,北埔里,桃園區北埔里敬三街185號,1、2,6408.0,桃園分局,
公寓,同德里,桃園區同德里同德六街175號,1,712.0,桃園分局,
大樓,南埔里,桃園區大興西路二段225號,1、2,2018.0,桃園分局,
大樓,中埔里,桃園區中埔里富國路218號,1、2,1246.0,桃園分局,
公寓,中埔里,桃園區中埔里永安路1015號,1,1177.0,桃園分局,
大樓,中成里,桃園區中成里永安路385巷11號,1、2,7153.0,桃園分局,
大樓,中興里,桃園區中興里永安路223號,1、2,489.0,桃園分局,
公寓,寶慶里,桃園區寶慶里寶慶路282號,1,2450.0,桃園分局,
大樓,寶安里,桃園區寶安里南平路452號,1、2、3,4610.0,桃園分局,
大樓,寶安里,桃園區寶安里中埔一街339巷1號,1、2,5690.0,桃園分局,
公寓,北埔里,桃園區北埔里莊二街95號,1,2052.0,桃園分局,
大樓,寶慶里,桃園區寶慶里中埔二街121號,1、2,532.0,桃園分局,
大樓,中成里,桃園區中成里永安路401號,1、2、3,5042.0,桃園分局,
大樓,寶慶里,桃園區寶慶里中埔二街125號,1、2,1765.0,桃園分局,
公寓,中寧里,桃園區中寧里大興西路二段36號,1,2180.0,桃園分局,
大樓,瑞慶里,桃園區瑞慶里莊敬路二段169號,1、2、3,7053.0,桃園分局,
大樓,寶慶里,桃園區寶慶里大興西路二段122號,1、2、3,7054.0,桃園分局,
公寓,南埔里,桃園區永順街115號,1,617.0,桃園分局,
大樓,寶安里,桃園區寶安里同德十街20巷1號,1、2、3,9546.0,桃園分局,
公寓,慈文里,桃園區慈文里慈光街101巷12號,1,1429.0,桃園分局,
大樓,同德里,桃園區同德里同德五街220號,1、2,3193.0,桃園分局,
公寓,同德里,桃園區同德里同德六街175號,1,1620.0,桃園分局,
大樓,北埔里,桃園區北埔里中正路1393號,1、2,3393.0,桃園分局,
大樓,明德里,桃園區明德里中正路1333號,1、2、3,3168.0,桃園分局,
大樓,同德里,桃園區同德里同德六街148號,1、2,1518.0,桃園分局,
大樓,中埔里,桃園區中埔里富國路100號,1、2、3,1946.0,桃園分局,
大樓,寶慶里,桃園區寶慶里寶慶路122號,1、2,5249.0,桃園分局,
大樓,慈文里,桃園區慈文里慈光街93號,1、2、3,4493.0,桃園分局,
公寓,中興里,桃園區中興里中山北路201號,1,533.0,桃園分局,
公寓,長安里,桃園區長安里中正路687號,1,226.0,桃園分局,
公寓,長安里,桃園區長安里中正路685號,1,249.0,桃園分局,
公寓,北埔里,桃園區北埔里敬二街23號,1,888.0,桃園分局,
大樓,中興里,桃園區中興里永安路333號,1、2,1032.0,桃園分局,
大樓,同德里,桃園區同德里南平路402號,1、2、3,7981.0,桃園分局,
公寓,中寧里,桃園區中寧里同德二街168號,1,252.0,桃園分局,
大樓,瑞慶里,桃園區瑞慶里莊敬路二段113號,1、2、3,5849.0,桃園分局,
大樓,寶安里,桃園區寶安里永安北路450號之1,1、2,1817.0,桃園分局,
大樓,同德里,桃園區同德里中埔五街26號,1、2,1817.0,桃園分局,
公寓,永安里,桃園區永安里永康街141號,1,604.0,桃園分局,
公寓,永安里,桃園區永安里永安路330號,1,665.0,桃園分局,
大樓,寶慶里,桃園區寶慶里同德五街281號,1、2,2026.0,桃園分局,
公寓,寶慶里,桃園區寶慶里南平路487號,1,1117.0,桃園分局,
大樓,同德里,桃園區同德里中埔六街10號,1、2,2404.0,桃園分局,
大樓,明德里,桃園區明德里中正路1309號,1、2、3,12318.0,桃園分局,
大樓,南埔里,桃園區大興西路二段255號,1、2、3,2104.0,桃園分局,
公寓,瑞慶里,桃園區瑞慶里莊一街107號,1,3062.0,桃園分局,
大樓,寶慶里,桃園區寶慶里大興西路二段192號,1、2、3,2350.0,桃園分局,
公寓,北埔里,桃園區北埔里敬二街61-71號,1,960.0,桃園分局,
大樓,寶慶里,桃園區寶慶里中埔二街200號,1、2,1293.0,桃園分局,
大樓,北埔里,桃園區北埔里莊二街168號,1、2,2850.0,桃園分局,
大樓,同德里,桃園區同德里中正路1165號,1、2、3,7472.0,桃園分局,
大樓,北埔里,桃園區北埔里莊二街215號,1、2,1020.0,桃園分局,
公寓,寶慶里,桃園區寶慶里中埔二街202號,1,1293.0,桃園分局,
大樓,長安里,桃園區長安里愛六街71號,1、2,812.0,桃園分局,
大樓,同德里,桃園區同德里中埔六街37號,1、2,1472.0,桃園分局,
大樓,同德里,桃園區同德里中正路1113號,1、2、3,4881.0,桃園分局,
大樓,慈文里,桃園區慈文里慈德街110號,1、2、3,5522.0,桃園分局,
大樓,寶安里,桃園區寶安里中埔六街131號,1、2,9716.0,桃園分局,
公寓,同德里,桃園區同德里中正路1167號,1,794.0,桃園分局,
大樓,明德里,桃園區明德里同德十一街76號,1、2,2746.0,桃園分局,
大樓,中興里,桃園區中興里民安路65號,1、2,632.0,桃園分局,
大樓,寶慶里,桃園區寶慶里大興西路二段130號,1、2、3,6970.0,桃園分局,
大樓,慈文里,桃園區慈文里蓮埔街22號,1、2,306.0,桃園分局,
公寓,同德里,桃園區同德里中埔六街79號,1,524.0,桃園分局,
公寓,寶安里,桃園區寶安里永安北路381巷6弄1號,1,4474.0,桃園分局,
大樓,瑞慶里,桃園區瑞慶里莊一街156號,1、2,4325.0,桃園分局,
公寓,同德里,桃園區同德里中埔六街59號,1,502.0,桃園分局,
大樓,同德里,桃園區同德里中埔六街17號,1、2,4690.0,桃園分局,
公寓,南埔里,桃園區蓮埔街11號,1,186.0,桃園分局,
公寓,瑞慶里,桃園區瑞慶里莊一街25號,1,23861.0,桃園分局,
公寓,中寧里,桃園區中寧里中埔一街50號,1,744.0,桃園分局,
大樓,同德里,桃園區同德里中埔六街1號,1、2,7146.0,桃園分局,
大樓,西埔里,桃園區西埔里富國路437號,1、2,3707.0,桃園分局,
大樓,永安里,桃園區永安里埔新路138號,1、2、3,2083.0,桃園分局,
公寓,中成里,桃園區中成里力行路258號,1,3735.0,桃園分局,
公寓,中寧里,桃園區中寧里大興西路二段29號,1,519.0,桃園分局,
公寓,同德里,桃園區同德里中埔一街86號,1,497.0,桃園分局,
公寓,南埔里,桃園區永順街100號,1,3735.0,桃園分局,
大樓,同德里,桃園區同德里中埔ㄧ街88巷88號,1、2、3,4272.0,桃園分局,
大樓,中成里,桃園區中成里力行路280號,1、2,5126.0,桃園分局,
大樓,同德里,桃園區同德里南平路366號,1、2、3,1010.0,桃園分局,
大樓,寶慶里,桃園區寶慶里中埔一街105號,1、2,4865.0,桃園分局,
大樓,中寧里,桃園區中寧里大興西路二段139巷91號,1、2,11083.0,桃園分局,
大樓,同德里,桃園區同德里中埔六街67號,1、2、3,1561.0,桃園分局,
大樓,寶慶里,桃園區寶慶里同德五街331號,1、2,952.0,桃園分局,
大樓,寶慶里,桃園區寶慶里同德五街300號,1、2,1866.0,桃園分局,
大樓,長德里,桃園區長德里愛九街13號,1、2,3217.0,桃園分局,
大樓,同德里,桃園區同德里13鄰中正路1071號,1、2、3,983.0,桃園分局,
大樓,寶安里,桃園區中埔ㄧ街398號,1、2、3,8052.0,桃園分局,
大樓,慈文里,桃園區慈文里慈光街26號,1、2、3,2450.0,桃園分局,
公寓,光興里,桃園區莒光街84號,1,33.0,桃園分局,
公寓,光興里,桃園區光興里中山北路11號之1,1,52.0,桃園分局,
公寓,光興里,桃園區光興里縣府路102號,1,137.0,桃園分局,
公寓,光興里,桃園區光興里忠一路66號,1,321.0,桃園分局,
公寓,光興里,桃園區光興里縣府路92號,1,136.0,桃園分局,
公寓,光興里,桃園區光興里文康街113號,1,34.0,桃園分局,
大樓,光興里,桃園區光興里縣府路110號,1、2,980.0,桃園分局,
公寓,光興里,桃園區光興里中山北路83號,1,560.0,桃園分局,
公寓,光興里,桃園區光興里忠一路51號,1,401.0,桃園分局,
公寓,中山里,桃園區中山里國際路一段1070號,1,797.0,桃園分局,
公寓,光興里,桃園區光興里縣府路98號,1,369.0,桃園分局,
大樓,光興里,桃園區光興里縣府路76號,1、2,2986.0,桃園分局,
大樓,光興里,桃園區光興里孝一街5號,1、2,1990.0,桃園分局,
公寓,光興里,桃園區光興里中山北路45號,1,300.0,桃園分局,
公寓,光興里,桃園區光興里中山北路45號,1,360.0,桃園分局,
公寓,光興里,桃園區光興里育樂街61號,1,232.0,桃園分局,
公寓,光興里,桃園區光興里中山北路42號,1,129.0,桃園分局,
公寓,光興里,桃園區光興里勇一街17號,1,58.0,桃園分局,
公寓,光興里,桃園區光興里文康街1號之9,1,120.0,桃園分局,
公寓,光興里,桃園區光興里中山路448巷2號,1,34.0,桃園分局,
公寓,光興里,桃園區光興里縣府路46號,1,325.0,桃園分局,
公寓,光興里,桃園區光興里縣府路132號,1,268.0,桃園分局,
公寓,光興里,桃園區光興里文康街2號,1,60.0,桃園分局,
公寓,光興里,桃園區光興里中山北路56號,1,42.0,桃園分局,
公寓,光興里,桃園區光興里文康街10號,1,20.0,桃園分局,
公寓,光興里,桃園區光興里勇一街1號,1,165.0,桃園分局,
公寓,光興里,桃園區光興里縣府路128號,1,90.0,桃園分局,
公寓,光興里,桃園區光興里縣府路116號,1,457.0,桃園分局,
大樓,光興里,桃園區光興里縣府路26號,1、2,388.0,桃園分局,
公寓,光興里,桃園區光興里中山北路14號,1,192.0,桃園分局,
公寓,光興里,桃園區光興里孝二街9號,1,30.0,桃園分局,
公寓,光興里,桃園區光興里忠一路72號,1,50.0,桃園分局,
公寓,光興里,桃園區仁一街14號,1,26.0,桃園分局,
公寓,光興里,桃園區光興里縣府路192號,1,160.0,桃園分局,
公寓,光興里,桃園區光興里忠二路53號,1,32.0,桃園分局,
公寓,光興里,桃園區光興里忠一路75號,1,30.0,桃園分局,
公寓,光興里,桃園區光興里忠一路63號,1,44.0,桃園分局,
公寓,光興里,桃園區光興里忠二路47號,1,39.0,桃園分局,
公寓,光興里,桃園區光興里忠二路61號,1,157.0,桃園分局,
公寓,光興里,桃園區光興里忠一路93號,1,21.0,桃園分局,
公寓,光興里,桃園區光興里忠一路67號,1,13.0,桃園分局,
公寓,光興里,桃園區光興里忠二路67號,1,28.0,桃園分局,
公寓,光興里,桃園區光興里忠二路47號,1,37.0,桃園分局,
公寓,光興里,桃園區光興里忠二路97號,1,40.0,桃園分局,
公寓,光興里,桃園區光興里忠一路149號,1,109.0,桃園分局,
公寓,光興里,桃園區光興里忠一路161號,1,38.0,桃園分局,
大樓,光興里,桃園區光興里民安路102號,1、2,1048.0,桃園分局,
大樓,中路里,桃園區中路里延壽街121-10巷17號,1、2,1053.0,桃園分局,
大樓,中平里,桃園區中平里中平路103號,1、2、3,1600.0,桃園分局,
公寓,中平里,桃園區中平里宏昌五街7號之2,1,417.0,桃園分局,
大樓,中平里,桃園區中平里宏昌六街124號,1、2,2232.0,桃園分局,
大樓,中平里,桃園區中平里泰昌七街90號,1、2,619.0,桃園分局,
公寓,中原里,桃園區中原里宏昌十三街596號,1,1040.0,桃園分局,
公寓,中原里,桃園區中原里宏昌十三街566號,1,942.0,桃園分局,
公寓,中山里,桃園區中山里宏昌十二街530號,1,1232.0,桃園分局,
公寓,中山里,桃園區中山里國際路一段1008號,1,376.0,桃園分局,
大樓,中山里,桃園區中山里中平路160號,1、2,1102.0,桃園分局,
公寓,中山里,桃園區中山里泰昌十三街7號,1,648.0,桃園分局,
公寓,中原里,桃園區中原里中平路178號,1,473.0,桃園分局,
公寓,泰山里,桃園區泰山里潮州街78號,1,742.0,桃園分局,
公寓,玉山里,桃園區玉山里大同西路69巷13號,1,273.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄28號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路107號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路109號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路111號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路97號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路99號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路101號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路103號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路105號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄1號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄3號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄5號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄7號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄6號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄9號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄8號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄12號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄14號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄16號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄18號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄20號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄22號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄24號,1,32.0,桃園分局,
公寓,文中里,桃園區文中里文中路95巷2弄26號,1,32.0,桃園分局,
公寓,中正里,桃園區中正里仁愛路21號,1,32.0,桃園分局,
公寓,中正里,桃園區中正里正光路125號,1,32.0,桃園分局,
公寓,中正里,桃園區中正里正光路165號,1,32.0,桃園分局,
公寓,中正里,桃園區中正里正光路167號,1,32.0,桃園分局,
公寓,中正里,桃園區中正里正光路143巷2號,1,32.0,桃園分局,
大樓,中正里,桃園區仁愛路42號,1、2,1633.0,桃園分局,
大樓,中正里,桃園區文中路25號,1、2、3,5440.0,桃園分局,
公寓,中正里,桃園區法院後街54號,1,32.0,桃園分局,
公寓,中正里,桃園區法院後街56號,1,13.0,桃園分局,
公寓,玉山里,桃園區秀山路96巷10號,1,550.0,桃園分局,
公寓,泰山里,桃園區復興路389號,1,744.0,桃園分局,
公寓,玉山里,桃園區秀山路138號,1,145.0,桃園分局,
公寓,玉山里,桃園區秀山路140號,1,161.0,桃園分局,
公寓,玉山里,桃園區秀山路104號,1,1404.0,桃園分局,
公寓,中正里,桃園區延壽街12號,1,1505.0,桃園分局,
公寓,中正里,桃園區仁愛路85號,1,884.0,桃園分局,
公寓,中正里,桃園區延壽街28號,1,24.0,桃園分局,
公寓,中正里,桃園區壽星街22號,1,784.0,桃園分局,
公寓,文中里,桃園區仁愛路120號,1,113.0,桃園分局,
公寓,中正里,桃園區壽星街41號,1,136.0,桃園分局,
公寓,中正里,桃園區壽星街37號,1,86.0,桃園分局,
公寓,中正里,桃園區壽星街25號,1,256.0,桃園分局,
公寓,中正里,桃園區壽星街39號,1,90.0,桃園分局,
公寓,中正里,桃園區壽星街43號,1,97.0,桃園分局,
公寓,中正里,桃園區壽星街33號,1,56.0,桃園分局,
大樓,文中里,桃園區延壽街134號,1、2、3,37.0,桃園分局,
公寓,文中里,桃園區延壽街132號,1,37.0,桃園分局,
公寓,文中里,桃園區延壽街70號,1,26.0,桃園分局,
公寓,中正里,桃園區守法路21號,1,346.0,桃園分局,
公寓,中正里,桃園區法治路12號,1,48.0,桃園分局,
公寓,中正里,桃園區守法路1號,1,52.0,桃園分局,
公寓,中正里,桃園區中山路658巷2弄12號,1,149.0,桃園分局,
大樓,中正里,桃園區法治路10號,1、2,1244.0,桃園分局,
大樓,中正里,桃園區守法路19號,1、2,2194.0,桃園分局,
公寓,中正里,桃園區中山路642號,1,188.0,桃園分局,
大樓,中原里,桃園區宏昌六街145號,1、2,2633.0,桃園分局,
公寓,玉山里,桃園區大同西路120巷1號,1,150.0,桃園分局,
公寓,中正里,桃園區守法路16號,1,117.0,桃園分局,
公寓,中正里,桃園區守法路58號,1,666.0,桃園分局,
公寓,中正里,桃園區守法路76巷2號,1,36.0,桃園分局,
公寓,中正里,桃園區守法路76巷6號,1,36.0,桃園分局,
公寓,中正里,桃園區守法路76巷3號,1,40.0,桃園分局,
公寓,中正里,桃園區守法路76巷5號,1,116.0,桃園分局,
公寓,中正里,桃園區館後一街28號,1,5.0,桃園分局,
公寓,中正里,桃園區廈門街61巷6號,1,8.0,桃園分局,
公寓,中正里,桃園區廈門街61巷9號,1,114.0,桃園分局,
大樓,光興里,桃園區縣府路18號,1、2,326.0,桃園分局,
