電腦編號,鄉鎮市區,村里別,地址,經度,緯度,避難樓層,可容納人數,轄管分局
XG2274,小港區,二苓里,高雄市小港區二苓里4鄰二苓路119號,"120.350883 ","22.565162 ",B1,161.0,小港分局
XG2309,小港區,二苓里,高雄市小港區二苓里17鄰大業北路348號,"120.347532 ","22.564146 ",B1,324.0,小港分局
XG2310,小港區,二苓里,高雄市小港區二苓里17鄰大業北路350號,"120.347492 ","22.564191 ",B1,286.0,小港分局
XG2670,小港區,二苓里,高雄市小港區二苓里21鄰漢民路188巷1弄29號,"120.352019 ","22.565420 ",B1,374.0,小港分局
XG2687,小港區,二苓里,高雄市小港區二苓里20鄰漢民路125號,"120.350410 ","22.564221 ",B1,592.0,小港分局
XG2707,小港區,二苓里,高雄市小港區二苓里2鄰學府路117號,"120.356849 ","22.565266 ",B1,1275.0,小港分局
XG2758,小港區,二苓里,高雄市小港區二苓里19鄰大業北路362號,"120.347361 ","22.564371 ",B1,638.0,小港分局
XG2759,小港區,二苓里,高雄市小港區二苓里2鄰學府路115號,"120.359392 ","22.565158 ",B1,6680.0,小港分局
XG2768,小港區,二苓里,高雄市小港區二苓里2鄰學府路115號,"120.359280 ","22.565233 ",B1,4175.0,小港分局
XG2786,小港區,二苓里,高雄市小港區二苓里19鄰大業北路376號,"120.347217 ","22.564515 ",B1,458.0,小港分局
XG2820,小港區,二苓里,高雄市小港區二苓里19鄰漢民路232號,"120.352067 ","22.565736 ",B1,162.0,小港分局
XG2838,小港區,二苓里,高雄市小港區二苓里4鄰二苓路133巷20號,"120.350215 ","22.564774 ",B1,51.0,小港分局
XG2449,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路393號,"120.355802 ","22.563005 ",B1,24.0,小港分局
XG2452,小港區,店鎮里,高雄市小港區店鎮里20鄰紹興街79號,"120.355941 ","22.563113 ",B1,12.0,小港分局
XG2453,小港區,店鎮里,高雄市小港區店鎮里20鄰紹興街77號,"120.355964 ","22.563086 ",B1,14.0,小港分局
XG2454,小港區,店鎮里,高雄市小港區店鎮里20鄰紹興街75號,"120.355992 ","22.563060 ",B1,14.0,小港分局
XG2668,小港區,店鎮里,高雄市小港區店鎮里25鄰店北路200號,"120.351220 ","22.563410 ",B1,1506.0,小港分局
XG0772,小港區,店鎮里,高雄市小港店鎮里12鄰店中路21號,"120.355065 ","22.562334 ",B1,84.0,小港分局
XG0773,小港區,店鎮里,高雄市小港區店鎮里12鄰店中路27號,"120.354949 ","22.562325 ",B1,21.0,小港分局
XG0835,小港區,店鎮里,高雄市小港區店鎮里17鄰光陽街7號,"120.365528 ","22.559477 ",B1,221.0,小港分局
XG0844,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路90之7號,"120.354367 ","22.559667 ",B1,34.0,小港分局
XG0845,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路90之3號,"120.354508 ","22.559775 ",B1,34.0,小港分局
XG0932,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路461號,"120.356927 ","22.561682 ",B1,188.0,小港分局
XG0957,小港區,店鎮里,高雄市小港區店鎮里1鄰頂橫路79號,"120.351974 ","22.561005 ",B1,29.0,小港分局
XG1401,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路399號,"120.356179 ","22.562573 ",B1,48.0,小港分局
XG1403,小港區,店鎮里,高雄市小港區店鎮里21鄰江山街15號,"120.357572 ","22.562000 ",B1,44.0,小港分局
XG1409,小港區,店鎮里,高雄市小港區店鎮里22鄰寶山街42號,"120.357465 ","22.563372 ",B1,20.0,小港分局
XG1410,小港區,店鎮里,高雄市小港區店鎮里13鄰長興街37號,"120.357433 ","22.563255 ",B1,19.0,小港分局
XG1411,小港區,店鎮里,高雄市小港區店鎮里13鄰長興街39號,"120.357498 ","22.563255 ",B1,25.0,小港分局
XG1412,小港區,店鎮里,高雄市小港區店鎮里13鄰長興街41號,"120.357543 ","22.563271 ",B1,20.0,小港分局
XG1413,小港區,店鎮里,高雄市小港區店鎮里13鄰長興街43號,"120.357586 ","22.563255 ",B1,20.0,小港分局
XG1414,小港區,店鎮里,高雄市小港區店鎮里13鄰長興街45號,"120.357626 ","22.563255 ",B1,20.0,小港分局
XG1415,小港區,店鎮里,高雄市小港區店鎮里13鄰長興街47號,"120.357669 ","22.563257 ",B1,20.0,小港分局
XG1416,小港區,店鎮里,高雄市小港區店鎮里13鄰長興街49號,"120.357710 ","22.563257 ",B1,20.0,小港分局
XG1460,小港區,店鎮里,高雄市小港區店鎮里17鄰光陽街6號,"120.365365 ","22.559032 ",B1,97.0,小港分局
XG1519,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路371號,"120.355452 ","22.563392 ",B1,50.0,小港分局
XG1520,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路369號,"120.355423 ","22.563427 ",B1,50.0,小港分局
XG1543,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路68號,"120.354856 ","22.561864 ",B1,34.0,小港分局
XG1544,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路26號,"120.354875 ","22.560887 ",B1,78.0,小港分局
XG1545,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路18號,"120.354874 ","22.560744 ",B1,38.0,小港分局
XG1563,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街40號,"120.356829 ","22.562422 ",B1,11.0,小港分局
XG1564,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷1號,"120.356890 ","22.562422 ",B1,11.0,小港分局
XG1565,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷3號,"120.356925 ","22.562441 ",B1,11.0,小港分局
XG1566,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷5號,"120.356958 ","22.562467 ",B1,11.0,小港分局
XG1567,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街42號,"120.356773 ","22.562503 ",B1,11.0,小港分局
XG1620,小港區,店鎮里,高雄市小港區店鎮里17鄰嘉興街6號,"120.361427 ","22.560725 ",B1,340.0,小港分局
XG1666,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷10號,"120.357218 ","22.562415 ",B1,18.0,小港分局
XG1667,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷8號,"120.357185 ","22.562397 ",B1,18.0,小港分局
XG1668,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷6號,"120.357151 ","22.562370 ",B1,18.0,小港分局
XG1669,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷4號,"120.357118 ","22.562360 ",B1,11.0,小港分局
XG1720,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39之7號,"120.353898 ","22.560379 ",B1,14.0,小港分局
XG1721,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39之6號,"120.353868 ","22.560351 ",B1,14.0,小港分局
XG1722,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39之5號,"120.353837 ","22.560324 ",B1,16.0,小港分局
XG1723,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39之4號,"120.353801 ","22.560288 ",B1,16.0,小港分局
XG1724,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39之3號,"120.353765 ","22.560269 ",B1,16.0,小港分局
XG1725,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39之2號,"120.353729 ","22.560243 ",B1,16.0,小港分局
XG1726,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39之1號,"120.353690 ","22.560214 ",B1,14.0,小港分局
XG1727,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路39號,"120.353652 ","22.560196 ",B1,14.0,小港分局
XG1728,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路43巷4號,"120.353764 ","22.560507 ",B1,15.0,小港分局
XG1729,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路43巷3號,"120.353810 ","22.560445 ",B1,11.0,小港分局
XG1730,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路43巷2號,"120.353785 ","22.560478 ",B1,11.0,小港分局
XG1731,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路43巷1號,"120.353832 ","22.560417 ",B1,22.0,小港分局
XG1732,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路37巷6號,"120.353577 ","22.560441 ",B1,11.0,小港分局
XG1733,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路37巷5號,"120.353592 ","22.560407 ",B1,11.0,小港分局
XG1734,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路37巷4號,"120.353607 ","22.560374 ",B1,11.0,小港分局
XG1735,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路37巷3號,"120.353618 ","22.560338 ",B1,11.0,小港分局
XG1736,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路37巷2號,"120.353629 ","22.560305 ",B1,11.0,小港分局
XG1737,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路37巷1號,"120.353641 ","22.560269 ",B1,11.0,小港分局
XG1765,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街34號,"120.356994 ","22.562206 ",B1,35.0,小港分局
XG1766,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街38巷2號,"120.357101 ","22.562324 ",B1,28.0,小港分局
XG1770,小港區,店鎮里,高雄市小港區店鎮里4鄰南北路11號,"120.354662 ","22.560497 ",B1,21.0,小港分局
XG1771,小港區,店鎮里,高雄市小港區店鎮里4鄰南北路13號,"120.354659 ","22.560541 ",B1,21.0,小港分局
XG1815,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街70號,"120.356435 ","22.562918 ",B1,11.0,小港分局
XG1823,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路439號,"120.356669 ","22.561979 ",B1,17.0,小港分局
XG1853,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街86號,"120.356146 ","22.563231 ",B1,10.0,小港分局
XG1854,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街84號,"120.356174 ","22.563205 ",B1,10.0,小港分局
XG1855,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街82號,"120.356196 ","22.563188 ",B1,10.0,小港分局
XG1856,小港區,店鎮里,高雄市小港區店鎮里19鄰紹興街80號,"120.356224 ","22.563151 ",B1,10.0,小港分局
XG1895,小港區,店鎮里,高雄市小港區店鎮里12鄰店中路41號,"120.354453 ","22.562314 ",B1,37.0,小港分局
XG2058,小港區,店鎮里,高雄市小港區店鎮里14鄰頂橫路2之7號,"120.355172 ","22.561892 ",B1,19.0,小港分局
XG2059,小港區,店鎮里,高雄市小港區店鎮里14鄰頂橫路2之8號,"120.355215 ","22.561892 ",B1,19.0,小港分局
XG2060,小港區,店鎮里,高雄市小港區店鎮里14鄰頂橫路2之9號,"120.355266 ","22.561892 ",B1,19.0,小港分局
XG2061,小港區,店鎮里,高雄市小港區店鎮里14鄰店陽街2號,"120.355399 ","22.561820 ",B1,59.0,小港分局
XG2062,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路54巷16號,"120.355204 ","22.561530 ",B1,20.0,小港分局
XG2063,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路54巷14號,"120.355165 ","22.561530 ",B1,20.0,小港分局
XG2069,小港區,店鎮里,高雄市小港區店鎮里21鄰江山街47巷2號,"120.358183 ","22.562301 ",B1,72.0,小港分局
XG2106,小港區,店鎮里,高雄市小港區店鎮里4鄰南北路10號,"120.354911 ","22.560580 ",B1,70.0,小港分局
XG2299,小港區,店鎮里,高雄市小港區店鎮里14鄰頂橫路2之3號,"120.355003 ","22.561890 ",B1,13.0,小港分局
XG2300,小港區,店鎮里,高雄市小港區店鎮里14鄰頂橫路2之4號,"120.355044 ","22.561890 ",B1,15.0,小港分局
XG2301,小港區,店鎮里,高雄市小港區店鎮里14鄰頂橫路2之5號,"120.355082 ","22.561892 ",B1,15.0,小港分局
XG2302,小港區,店鎮里,高雄市小港區店鎮里14鄰頂橫路2之6號,"120.355126 ","22.561892 ",B1,13.0,小港分局
XG2303,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路54巷6號,"120.355003 ","22.561520 ",B1,13.0,小港分局
XG2304,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路54巷8號,"120.355045 ","22.561530 ",B1,15.0,小港分局
XG2305,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路54巷10號,"120.355082 ","22.561530 ",B1,15.0,小港分局
XG2306,小港區,店鎮里,高雄市小港區店鎮里14鄰南北路54巷12號,"120.355121 ","22.561594 ",B1,13.0,小港分局
XG2319,小港區,店鎮里,高雄市小港區店鎮里7鄰明芳街97號,"120.352091 ","22.563388 ",B1,75.0,小港分局
XG2320,小港區,店鎮里,高雄市小港區店鎮里7鄰立群路67號,"120.351864 ","22.563486 ",B1,115.0,小港分局
XG2405,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路32之5號,"120.353224 ","22.560279 ",B1,22.0,小港分局
XG2406,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路32之4號,"120.353236 ","22.560248 ",B1,21.0,小港分局
XG2407,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路32之3號,"120.353247 ","22.560214 ",B1,21.0,小港分局
XG2408,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路32之2號,"120.353260 ","22.560181 ",B1,22.0,小港分局
XG2409,小港區,店鎮里,高雄市小港區店鎮里6鄰下橫路32之9號,"120.353121 ","22.560186 ",B1,31.0,小港分局
XG2450,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路395號,"120.355836 ","22.562985 ",B1,28.0,小港分局
XG2451,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路397號,"120.355863 ","22.562933 ",B1,33.0,小港分局
XG2455,小港區,店鎮里,高雄市小港區店鎮里20鄰紹興街73號,"120.356016 ","22.563033 ",B1,14.0,小港分局
XG2501,小港區,店鎮里,高雄市小港區店鎮里8鄰立群路45號,"120.352777 ","22.563354 ",B1,254.0,小港分局
XG2576,小港區,店鎮里,高雄市小港區店鎮里17鄰光陽街6之1號,"120.366857 ","22.557275 ",B1,1690.0,小港分局
XG2602,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路58號,"120.355598 ","22.560511 ",B1,164.0,小港分局
XG2651,小港區,店鎮里,高雄市小港區店鎮里22鄰江山街6號,"120.357314 ","22.562117 ",B1,286.0,小港分局
XG2660,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路80號,"120.355217 ","22.560212 ",B1,259.0,小港分局
XG2671,小港區,店鎮里,高雄市小港區店鎮里2鄰寶山街25號,"120.357280 ","22.562830 ",B1,507.0,小港分局
XG2686,小港區,店鎮里,高雄市小港區店鎮里22鄰店陽街10號,"120.355602 ","22.561605 ",B1,373.0,小港分局
XG2704,小港區,店鎮里,高雄市小港區店鎮里21鄰江山街61號,"120.358498 ","22.562609 ",B1,356.0,小港分局
XG2706,小港區,店鎮里,高雄市小港區店鎮里8鄰立群路57號,"120.352486 ","22.563479 ",B1,93.0,小港分局
XG2708,小港區,店鎮里,高雄市小港區店鎮里21鄰店陽街33號,"120.355969 ","22.561525 ",B1,391.0,小港分局
XG2740,小港區,店鎮里,高雄市小港區店鎮里26鄰立群路25巷9號,"120.353801 ","22.563141 ",B1,1326.0,小港分局
XG2744,小港區,店鎮里,高雄市小港區店鎮里4鄰南北路9號,"120.354586 ","22.560490 ",B1,490.0,小港分局
XG2749,小港區,店鎮里,高雄市小港區店鎮里15鄰店中路84之5號,"120.353172 ","22.562823 ",B1,470.0,小港分局
XG2751,小港區,店鎮里,高雄市小港區店鎮里8鄰立群路37號,"120.353005 ","22.563490 ",B1,470.0,小港分局
XG2763,小港區,店鎮里,高雄市小港區店鎮里20鄰沿海一路437號,"120.356632 ","22.562031 ",B1,82.0,小港分局
XG2877,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路90之8號,"120.354307 ","22.559629 ",B1,466.0,小港分局
XG2878,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路90之8號,"120.354080 ","22.559403 ",B2,466.0,小港分局
XG2879,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路90之8號,"120.354123 ","22.559458 ",B3,466.0,小港分局
XG2895,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路62號,"120.355484 ","22.560434 ",B1,284.0,小港分局
XG2896,小港區,店鎮里,高雄市小港區店鎮里17鄰中鋼路62號,"120.355469 ","22.560343 ",B2,284.0,小港分局
XG2923,小港區,店鎮里,高雄市小港區店鎮里3鄰頂橫路16號,"120.353216 ","22.561820 ",B1、B2、B3,4093.0,小港分局
XG0841,小港區,正苓里,高雄市小港區正苓里24鄰康莊路164號,"120.352655 ","22.568259 ",B1,35.0,小港分局
XG0842,小港區,正苓里,高雄市小港區正苓里24鄰康莊路166號,"120.352604 ","22.568263 ",B1,35.0,小港分局
XG0843,小港區,正苓里,高雄市小港區正苓里22鄰崇文路46之2號,"120.352690 ","22.567886 ",B1,73.0,小港分局
XG0884,小港區,正苓里,高雄市小港區正苓里30鄰平治街152號,"120.353292 ","22.567426 ",B1,106.0,小港分局
XG0897,小港區,正苓里,高雄市小港區正苓里20鄰崇文路23號,"120.352582 ","22.567326 ",B1,67.0,小港分局
XG0898,小港區,正苓里,高雄市小港區正苓里24鄰康莊路168號,"120.352541 ","22.568263 ",B1,53.0,小港分局
XG0903,小港區,正苓里,高雄市小港區正苓里1鄰宏平路671號,"120.351027 ","22.569524 ",B1,19.0,小港分局
XG0904,小港區,正苓里,高雄市小港區正苓里1鄰宏平路673號,"120.350997 ","22.569516 ",B1,33.0,小港分局
XG0905,小港區,正苓里,高雄市小港區正苓里1鄰宏平路675號,"120.350944 ","22.569514 ",B1,62.0,小港分局
XG0906,小港區,正苓里,高雄市小港區正苓里8鄰沿海一路91號,"120.350706 ","22.568638 ",B1,30.0,小港分局
XG0907,小港區,正苓里,高雄市小港區正苓里8鄰沿海一路93號,"120.350731 ","22.568611 ",B1,60.0,小港分局
XG0908,小港區,正苓里,高雄市小港區正苓里8鄰沿海一路97號,"120.350786 ","22.568546 ",B1,49.0,小港分局
XG0912,小港區,正苓里,高雄市小港區正苓里4鄰永順街206號,"120.351158 ","22.569074 ",B1,80.0,小港分局
XG0919,小港區,正苓里,高雄市小港區正苓里22鄰崇文路56號,"120.352397 ","22.568024 ",B1,24.0,小港分局
XG0920,小港區,正苓里,高雄市小港區正苓里22鄰崇文路54號,"120.352430 ","22.567992 ",B1,24.0,小港分局
XG0921,小港區,正苓里,高雄市小港區正苓里22鄰崇文路52號,"120.352461 ","22.567958 ",B1,27.0,小港分局
XG0925,小港區,正苓里,高雄市小港區正苓里14鄰永順街134號,"120.353724 ","22.568957 ",B1,113.0,小港分局
XG0931,小港區,正苓里,高雄市小港區正苓里21鄰沿海一路219號,"120.352541 ","22.566633 ",B1,78.0,小港分局
XG0943,小港區,正苓里,高雄市小港區正苓里11鄰康莊路201號,"120.351438 ","22.568307 ",B1,32.0,小港分局
XG0944,小港區,正苓里,高雄市小港區正苓里11鄰康莊路203巷1號,"120.351394 ","22.568479 ",B1,52.0,小港分局
XG0945,小港區,正苓里,高雄市小港區正苓里16鄰康莊路196巷6號,"120.351681 ","22.567837 ",B1,153.0,小港分局
XG0946,小港區,正苓里,高雄市小港區正苓里16鄰沿海一路127號,"120.351477 ","22.567793 ",B1,31.0,小港分局
XG0947,小港區,正苓里,高雄市小港區正苓里16鄰沿海一路129號,"120.351507 ","22.567757 ",B1,31.0,小港分局
XG0948,小港區,正苓里,高雄市小港區正苓里16鄰沿海一路131號,"120.351532 ","22.567739 ",B1,31.0,小港分局
XG0949,小港區,正苓里,高雄市小港區正苓里16鄰沿海一路133號,"120.351560 ","22.567703 ",B1,31.0,小港分局
XG0950,小港區,正苓里,高雄市小港區正苓里16鄰沿海一路135號,"120.351589 ","22.567675 ",B1,31.0,小港分局
XG0951,小港區,正苓里,高雄市小港區正苓里16鄰沿海一路137號,"120.351606 ","22.567630 ",B1,31.0,小港分局
XG0955,小港區,正苓里,高雄市小港區正苓里10鄰沿海一路117號,"120.351226 ","22.568227 ",B1,33.0,小港分局
XG0956,小港區,正苓里,高雄市小港區正苓里10鄰沿海一路119號,"120.351243 ","22.568192 ",B1,33.0,小港分局
XG0964,小港區,正苓里,高雄市小港區正苓里11鄰康莊路195號,"120.351573 ","22.568570 ",B1,36.0,小港分局
XG0966,小港區,正苓里,高雄市小港區正苓里9鄰永順街193號,"120.351522 ","22.568904 ",B1,84.0,小港分局
XG0967,小港區,正苓里,高雄市小港區正苓里5鄰宏平路655號,"120.351558 ","22.569633 ",B1,136.0,小港分局
XG0968,小港區,正苓里,高雄市小港區正苓里11鄰康莊路194號,"120.351660 ","22.568028 ",B1,26.0,小港分局
XG0979,小港區,正苓里,高雄市小港區正苓里11鄰康莊路188號,"120.351759 ","22.568100 ",B1,34.0,小港分局
XG0980,小港區,正苓里,高雄市小港區正苓里11鄰康莊路186號,"120.351789 ","22.568128 ",B1,34.0,小港分局
XG0981,小港區,正苓里,高雄市小港區正苓里11鄰康莊路184號,"120.351822 ","22.568145 ",B1,34.0,小港分局
XG0982,小港區,正苓里,高雄市小港區正苓里11鄰康莊路182號,"120.351849 ","22.568173 ",B1,34.0,小港分局
XG0983,小港區,正苓里,高雄市小港區正苓里11鄰康莊路180號,"120.351885 ","22.568192 ",B1,59.0,小港分局
XG0984,小港區,正苓里,高雄市小港區正苓里17鄰崇文路71號,"120.351956 ","22.568120 ",B1,9.0,小港分局
XG0985,小港區,正苓里,高雄市小港區正苓里17鄰崇文路69號,"120.351975 ","22.568083 ",B1,14.0,小港分局
XG0986,小港區,正苓里,高雄市小港區正苓里17鄰崇文路67號,"120.352000 ","22.568057 ",B1,14.0,小港分局
XG0987,小港區,正苓里,高雄市小港區正苓里17鄰崇文路65號,"120.352022 ","22.568030 ",B1,54.0,小港分局
XG0988,小港區,正苓里,高雄市小港區正苓里17鄰崇文路63號,"120.352042 ","22.567993 ",B1,55.0,小港分局
XG0989,小港區,正苓里,高雄市小港區正苓里17鄰崇文路61巷1號,"120.351865 ","22.567952 ",B1,70.0,小港分局
XG0994,小港區,正苓里,高雄市小港區正苓里12鄰康莊路163號,"120.352735 ","22.568570 ",B1,80.0,小港分局
XG1004,小港區,正苓里,高雄市小港區正苓里15鄰康莊路133號,"120.353665 ","22.568569 ",B1,116.0,小港分局
XG1023,小港區,正苓里,高雄市小港區正苓里6鄰宏平路631號,"120.352677 ","22.569623 ",B1,48.0,小港分局
XG1024,小港區,正苓里,高雄市小港區正苓里26鄰平治街133號,"120.353656 ","22.567675 ",B1,88.0,小港分局
XG1027,小港區,正苓里,高雄市小港區正苓里21鄰崇文路3號,"120.352862 ","22.567003 ",B1,200.0,小港分局
XG1033,小港區,正苓里,高雄市小港區正苓里19鄰崇文路43號,"120.352481 ","22.567544 ",B1,71.0,小港分局
XG1042,小港區,正苓里,高雄市小港區正苓里32鄰漢民路301號,"120.354153 ","22.567025 ",B1,123.0,小港分局
XG1043,小港區,正苓里,高雄市小港區正苓里31鄰平治街110號,"120.354308 ","22.567443 ",B1,102.0,小港分局
XG1102,小港區,正苓里,高雄市小港區正苓里25鄰康莊路144號,"120.353331 ","22.568279 ",B1,104.0,小港分局
XG1103,小港區,正苓里,高雄市小港區正苓里25鄰行義街16號,"120.353320 ","22.567944 ",B1,106.0,小港分局
XG20229,小港區,正苓里,高雄市小港區正苓里33鄰沿海一路241號,"120.353054 ","22.566098 ",B1,33.0,小港分局
XG1120,小港區,正苓里,高雄市小港區正苓里33鄰沿海一路239號,"120.353022 ","22.566119 ",B1,21.0,小港分局
XG1121,小港區,正苓里,高雄市小港區正苓里33鄰沿海一路237號,"120.352997 ","22.566144 ",B1,21.0,小港分局
XG1122,小港區,正苓里,高雄市小港區正苓里33鄰沿海一路235號,"120.352969 ","22.566172 ",B1,21.0,小港分局
XG1123,小港區,正苓里,高雄市小港區正苓里33鄰沿海一路233號,"120.352948 ","22.566199 ",B1,21.0,小港分局
XG1124,小港區,正苓里,高雄市小港區正苓里33鄰沿海一路231號,"120.352920 ","22.566227 ",B1,21.0,小港分局
XG1125,小港區,正苓里,高雄市小港區正苓里33鄰沿海一路229號,"120.352896 ","22.566258 ",B1,21.0,小港分局
XG1148,小港區,正苓里,高雄市小港區正苓里33鄰漢民路248號,"120.352968 ","22.566444 ",B1,44.0,小港分局
XG1149,小港區,正苓里,高雄市小港區正苓里33鄰漢民路250號,"120.353010 ","22.566471 ",B1,46.0,小港分局
XG1150,小港區,正苓里,高雄市小港區正苓里33鄰漢民路252號,"120.353047 ","22.566489 ",B1,46.0,小港分局
XG1151,小港區,正苓里,高雄市小港區正苓里33鄰漢民路254號,"120.353066 ","22.566526 ",B1,185.0,小港分局
XG1153,小港區,正苓里,高雄市小港區正苓里25鄰康莊路178號,"120.352318 ","22.568265 ",B1,153.0,小港分局
XG1154,小港區,正苓里,高雄市小港區正苓里21鄰沿海一路209號,"120.352406 ","22.566800 ",B1,54.0,小港分局
XG1169,小港區,正苓里,高雄市小港區正苓里19鄰崇文路51號,"120.352307 ","22.567733 ",B1,178.0,小港分局
XG1206,小港區,正苓里,高雄市小港區正苓里29鄰崇文路6號,"120.353269 ","22.567139 ",B1,71.0,小港分局
XG1221,小港區,正苓里,高雄市小港區正苓里36鄰漢民路256巷3號,"120.353371 ","22.566390 ",B1,18.0,小港分局
XG1222,小港區,正苓里,高雄市小港區正苓里29鄰崇文路8號,"120.353245 ","22.567176 ",B1,36.0,小港分局
XG1223,小港區,正苓里,高雄市小港區正苓里25鄰康莊路142號,"120.353404 ","22.568166 ",B1,68.0,小港分局
