編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,潮洋里,臺中市西屯區潮洋里朝貴路60號,1,399.0,第六分局,"120.632765 ","24.163212 "
2.0,潮洋里,臺中市西屯區潮洋里青海南街77號,2,1144.0,第六分局,"120.635371 ","24.172903 "
3.0,潮洋里,臺中市西屯區潮洋里朝貴一街16號,1,1819.0,第六分局,"120.635707 ","24.169837 "
4.0,潮洋里,臺中市西屯區潮洋里市政北二路449號,1,3458.0,第六分局,"120.632214 ","24.165462 "
5.0,潮洋里,臺中市西屯區潮洋里環河路211號,1,862.0,第六分局,"120.630162 ","24.163325 "
6.0,潮洋里,臺中市西屯區潮洋里朝富路256號,1,304.0,第六分局,"120.635219 ","24.163383 "
7.0,潮洋里,臺中市西屯區潮洋里龍門路39號,1,3205.0,第六分局,"120.633567 ","24.163595 "
8.0,潮洋里,臺中市西屯區潮洋里市政北二路330號,1,498.0,第六分局,"120.635570 ","24.164764 "
9.0,潮洋里,臺中市西屯區潮洋里朝富路81號,1,1382.0,第六分局,"120.637550 ","24.166173 "
10.0,潮洋里,臺中市西屯區潮洋里市政北二路300號,1,497.0,第六分局,"120.635506 ","24.164794 "
11.0,寶山里,臺中市南屯區寶山里工業區20路9號,1,1608.0,第六分局,"120.607958 ","24.161100 "
12.0,寶山里,臺中市南屯區寶山里工業18路11號,1,53.0,第六分局,"120.606907 ","24.161656 "
13.0,寶山里,臺中市南屯區寶山里工業21路35號,1,1612.0,第六分局,"120.606058 ","24.156407 "
14.0,寶山里,臺中市南屯區寶山里工業23路14號,1,266.0,第六分局,"120.606669 ","24.160128 "
15.0,寶山里,臺中市南屯區寶山里工業24路27號,1,1508.0,第六分局,"120.606651 ","24.157513 "
16.0,寶山里,臺中市南屯區寶山里工業24路5號,1,186.0,第六分局,"120.599701 ","24.162331 "
17.0,寶山里,臺中市南屯區寶山里工業27路2號,1,160.0,第六分局,"120.607775 ","24.162894 "
18.0,寶山里,臺中市南屯區寶山里工業區18路2號,1,68.0,第六分局,"120.607775 ","24.162894 "
19.0,寶山里,臺中市南屯區寶山里工業區18路32號,1,61.0,第六分局,"120.605508 ","24.157229 "
20.0,寶山里,臺中市南屯區寶山里工業區21路16號,1,22.0,第六分局,"120.606521 ","24.159618 "
21.0,寶山里,臺中市南屯區寶山里工業區22路37號,1,110.0,第六分局,"120.606100 ","24.156025 "
22.0,寶山里,臺中市南屯區寶山里工業區23路1號,1,482.0,第六分局,"120.608200 ","24.162057 "
23.0,寶山里,臺中市南屯區寶山里工業區23路12號,1,841.0,第六分局,"120.607038 ","24.161306 "
24.0,寶山里,臺中市南屯區寶山里工業區23路1號,1,482.0,第六分局,"120.608200 ","24.162057 "
25.0,寶山里,臺中市南屯區寶山里工業區23路6號,1,141.0,第六分局,"120.607654 ","24.162488 "
26.0,寶山里,臺中市南屯區寶山里工業區24路15號,1,293.0,第六分局,"120.607722 ","24.160487 "
27.0,寶山里,臺中市南屯區寶山里工業區25路20號,1,966.0,第六分局,"120.606269 ","24.158995 "
28.0,寶山里,臺中市南屯區寶山里工業區25路6號,1,301.0,第六分局,"120.607654 ","24.162488 "
29.0,寶山里,臺中市南屯區寶山里工業區27路17號,1,66.0,第六分局,"120.607108 ","24.158740 "
30.0,寶山里,臺中市南屯區寶山里工業區27路1號,1,385.0,第六分局,"120.608200 ","24.162057 "
31.0,寶山里,臺中市南屯區寶山里工業區27路2號,1,6256.0,第六分局,"120.607775 ","24.162894 "
32.0,寶山里,臺中市南屯區寶山里工業區29路8號,1,2496.0,第六分局,"120.607353 ","24.162246 "
33.0,寶山里,臺中市南屯區寶山里工業區33路1-3號,1,2644.0,第六分局,"120.617861 ","24.153141 "
34.0,上石里,臺中市西屯區上石里西屯路二段湳子巷60號,1,45.0,第六分局,"120.643690 ","24.174112 "
35.0,上石里,臺中市西屯區上石里上石路172號,1,2224.0,第六分局,"120.646095 ","24.170218 "
36.0,上石里,臺中市西屯區上石里上石路180號,1,950.0,第六分局,"120.646192 ","24.170307 "
37.0,上石里,臺中市西屯區上石里青海路二段216號,1,30.0,第六分局,"120.646314 ","24.169765 "
38.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷24號,1,40.0,第六分局,"120.643628 ","24.173961 "
39.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷26號,1,40.0,第六分局,"120.643585 ","24.173959 "
40.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷28號,1,40.0,第六分局,"120.643541 ","24.173966 "
41.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷2號,1,41.0,第六分局,"120.644195 ","24.174081 "
42.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷30號,1,40.0,第六分局,"120.643501 ","24.173957 "
43.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷32號,1,40.0,第六分局,"120.643462 ","24.173950 "
44.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷34號,1,40.0,第六分局,"120.643420 ","24.173945 "
45.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷36號,1,40.0,第六分局,"120.643384 ","24.173933 "
46.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷38號,1,40.0,第六分局,"120.643344 ","24.173925 "
47.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷40號,1,40.0,第六分局,"120.643302 ","24.173915 "
48.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷42號,1,40.0,第六分局,"120.643263 ","24.173908 "
49.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷4號,1,41.0,第六分局,"120.644158 ","24.174073 "
50.0,上石里,臺中市西屯區上石里西屯路二段上石南六巷6號,1,41.0,第六分局,"120.644118 ","24.174064 "
51.0,上石里,臺中市西屯區上石里湳子巷8-10號,1,50.0,第六分局,"120.643007 ","24.173857 "
52.0,上石里,臺中市西屯區上石里湳子巷9弄6號,1,146.0,第六分局,"120.643452 ","24.174161 "
53.0,上德里,臺中市西屯區上德里弘孝路22號,1,50.0,第六分局,"120.644064 ","24.166717 "
54.0,上德里,臺中市西屯區上德里弘孝路41號,1,40.0,第六分局,"120.645120 ","24.167593 "
55.0,上德里,臺中市西屯區上德里弘孝路51號,1,40.0,第六分局,"120.644718 ","24.167615 "
56.0,上德里,臺中市西屯區上德里臺灣大道三段376巷2-1號,1,30.0,第六分局,"120.643289 ","24.166754 "
57.0,上德里,臺中市西屯區上德里臺灣大道三段376巷2-2號,1,30.0,第六分局,"120.643333 ","24.166737 "
58.0,上德里,臺中市西屯區上德里臺灣大道三段376巷2-3號,1,30.0,第六分局,"120.643377 ","24.166723 "
59.0,上德里,臺中市西屯區上德里臺灣大道三段376巷2-4號,1,30.0,第六分局,"120.643418 ","24.166695 "
60.0,上德里,臺中市西屯區上德里臺灣大道三段376巷2-5號,1,30.0,第六分局,"120.643450 ","24.166664 "
61.0,上德里,臺中市西屯區上德里臺灣大道三段376巷5號,1,70.0,第六分局,"120.643151 ","24.166976 "
62.0,上德里,臺中市西屯區上德里臺灣大道三段376巷7號,1,50.0,第六分局,"120.643204 ","24.167017 "
63.0,上德里,臺中市西屯區上德里臺灣大道三段376巷9號,1,50.0,第六分局,"120.643274 ","24.167065 "
64.0,大河里,臺中市西屯區大河里長安路二段3號,1,133.0,第六分局,"120.661062 ","24.172613 "
65.0,大河里,臺中市西屯區大河里河南路二段74巷13弄2-1號,1,377.0,第六分局,"120.660641 ","24.174947 "
66.0,大河里,臺中市西屯區大河里文心路三段167-7號,1,345.0,第六分局,"120.658000 ","24.170943 "
