類別,檔案卡電腦編號,里別,防空疏散避難設施地址,地下層數位址,可容納人數
公寓,WWA01073,永春里,臺北市信義區松山路287巷3弄9號,1,105.0
公寓,WWA00999,永春里,臺北市信義區松山路249號,1,89.0
公寓,WWA01000,永春里,臺北市信義區松山路251號,1,92.0
公寓,WWA01001,永春里,臺北市信義區松山路261號,1,105.0
公寓,WWA01002,永春里,臺北市信義區松山路265號,1,105.0
公寓,WWA01003,永春里,臺北市信義區松山路273號,1,169.0
公寓,WWA01004,永春里,臺北市信義區松山路279號,1,110.0
公寓,WWA01005,永春里,臺北市信義區松山路281號,1,94.0
公寓,WWA00862,永春里,臺北市信義區忠孝東路五段781號,1,301.0
公寓,WWA00902,永春里,臺北市信義區忠孝東路五段743巷21弄2號,1,148.0
公寓,WWA02009,永春里,臺北市信義區忠孝東路五段743巷1弄22號,1,457.0
公寓,WWA02239,永春里,臺北市信義區忠孝東路五段743巷29號,1,513.0
大樓,WWA02295,永春里,臺北市信義區忠孝東路五段743巷21弄21號,1,1065.0
公寓,WWA00072,永春里,臺北市信義區永吉路492號,1,468.0
公寓,WWA00079,永春里,臺北市信義區永吉路520號,1,261.0
公寓,WWA00267,永春里,臺北市信義區永吉路502巷1號,1,34.0
公寓,WWA00268,永春里,臺北市信義區永吉路502巷2號,1,84.0
大樓,WWA00017,永春里,臺北市信義區中坡北路17號,1,1858.0
大樓,WWA00016,永春里,臺北市信義區中坡北路1號,1,1290.0
公寓,WWA00903,永春里,臺北市信義區忠孝東路五段743巷31弄6號,1,241.0
公寓,WWA00998,永春里,臺北市信義區松山路245號,1,97.0
公寓,WWA00264,永春里,臺北市信義區永吉路468巷17弄35號,1,45.0
公寓,WWA00265,永春里,臺北市信義區永吉路468巷17弄39號,1,92.0
大樓,WWA00018,永春里,臺北市信義區中坡北路15巷7號,1,1310.0
大樓,WWA02320,永春里,臺北市信義區忠孝東路五段743巷31弄15號,1,686.0
公寓,WWA01081,永春里,臺北市信義區松山路393巷28號,1,101.0
公寓,WWA01006,永春里,臺北市信義區松山路289號,1,81.0
公寓,WWA00899,永春里,臺北市信義區忠孝東路五段703巷1弄38-1號,1,40.0
公寓,WWA00900,永春里,臺北市信義區忠孝東路五段703巷1弄39號,1,586.0
公寓,WWA01067,永春里,臺北市信義區松山路287巷12號,1,56.0
公寓,WWA01068,永春里,臺北市信義區松山路287巷16號,1,206.0
公寓,WWA01069,永春里,臺北市信義區松山路287巷2號,1,94.0
公寓,WWA01070,永春里,臺北市信義區松山路287巷8號,1,128.0
公寓,WWA01074,永春里,臺北市信義區松山路287巷6弄2號,1,90.0
公寓,WWA01080,永春里,臺北市信義區松山路393巷17號,1,49.0
公寓,WWA01082,永春里,臺北市信義區松山路393巷3弄2號,1,202.0
公寓,WWA01083,永春里,臺北市信義區松山路393巷3弄3號,1,58.0
公寓,WWA01010,永春里,臺北市信義區松山路321號,1,44.0
公寓,WWA01012,永春里,臺北市信義區松山路331號,1,100.0
公寓,WWA00859,永春里,臺北市信義區忠孝東路五段623號,1,442.0
大樓,WWA02054,永春里,臺北市信義區忠孝東路五段659號,3,1664.0
大樓,WWA02116,永春里,臺北市信義區忠孝東路五689號,1,698.0
大樓,WWA02084,永春里,臺北市信義區忠孝東路五段669號,1,1664.0
大樓,WWA00997,四維里,臺北市信義區松山路240號,1,2180.0
大樓,WWA00069,四維里,臺北市信義區永吉路346號,2,5142.0
大樓,WWA00065,四維里,臺北市信義區永吉路330號,1,3968.0
大樓,WWA00068,四維里,臺北市信義區永吉路346號,1,3536.0
大樓,WWA01292,四維里,臺北市信義區虎林街70巷1號,1,2797.0
大樓,WWA01293,四維里,臺北市信義區虎林街70巷1號,1,2797.0
大樓,WWA01294,四維里,臺北市信義區虎林街76巷1號,1,1398.0
大樓,WWA01295,四維里,臺北市信義區虎林街76巷1號,1,1552.0
公寓,WWA02124,富台里,臺北市信義區忠孝東路五段423巷1號,1,198.0
大樓,WWA00252,四維里,臺北市信義區永吉路326巷15號,1,1380.0
公寓,WWA00253,四維里,臺北市信義區永吉路326巷27號,1,290.0
公寓,WWA00254,四維里,臺北市信義區永吉路326巷27號,1,212.0
大樓,WWA00996,四維里,臺北市信義區松山路206號,1,5432.0
公寓,WWA00147,五全里,臺北市信義區永吉路200巷21弄17號,1,240.0
大樓,WWA00061,五全里,臺北市信義區永吉路270號,1,684.0
大樓,WWA02033,五全里,臺北市信義區永吉路280號,3,1200.0
大樓,WWA00063,五全里,臺北市信義區永吉路302號,2,1745.0
公寓,WWA00064,五全里,臺北市信義區永吉路316號,1,318.0
公寓,WWA00146,五全里,臺北市信義區永吉路200巷11弄21號,1,45.0
公寓,WWA00184,五全里,臺北市信義區永吉路278巷1弄1號,1,28.0
公寓,WWA00186,五全里,臺北市信義區永吉路278巷1弄15號,1,365.0
公寓,WWA00187,五全里,臺北市信義區永吉路278巷1弄23號,1,202.0
公寓,WWA00189,五全里,臺北市信義區永吉路278巷2弄1號,1,96.0
公寓,WWA00193,五全里,臺北市信義區永吉路278巷28弄2號,1,112.0
公寓,WWA00192,五全里,臺北市信義區永吉路278巷28弄10號,1,225.0
公寓,WWA02323,五全里,臺北市信義區永吉路278巷2弄20號,1,125.0
公寓,WWA00181,五全里,臺北市信義區永吉路278巷13號,1,172.0
公寓,WWA00182,五全里,臺北市信義區永吉路278巷21號,1,244.0
公寓,WWA00185,五全里,臺北市信義區永吉路278巷1弄12號,1,65.0
公寓,WWA00188,五全里,臺北市信義區永吉路278巷1弄6號,1,65.0
公寓,WWA00191,五全里,臺北市信義區永吉路278巷27弄9號,1,281.0
公寓,WWA00194,五全里,臺北市信義區永吉路278巷37弄13號,1,120.0
公寓,WWA00190,五全里,臺北市信義區永吉路278巷27弄8號,1,256.0
大樓,WWA00056,五全里,臺北市信義區永吉路224號,1,1945.0
大樓,WWA02188,五全里,臺北市信義區永吉路278巷6號,1,1446.0
公寓,WWA00148,五全里,臺北市信義區永吉路200巷21弄26號,1,300.0
公寓,WWA00143,五全里,臺北市信義區永吉路200巷37號,1,50.0
公寓,WWA00150,五全里,臺北市信義區永吉路200巷41弄1號,1,220.0
公寓,WWA00151,五全里,臺北市信義區永吉路200巷41弄11號,1,253.0
公寓,WWA00152,五全里,臺北市信義區永吉路200巷41弄17號,1,230.0
公寓,WWA00144,五全里,臺北市信義區永吉路200巷43號,1,89.0
公寓,WWA00153,五全里,臺北市信義區永吉路200巷41弄2號,1,160.0
公寓,WWA00183,五全里,臺北市信義區永吉路278巷44號,1,40.0
公寓,WWA00195,五全里,臺北市信義區永吉路278巷42弄2號,1,217.0
公寓,WWA00156,五全里,臺北市信義區永吉路200巷61弄6號,1,373.0
公寓,WWA00197,五全里,臺北市信義區永吉路278巷48弄18號,1,245.0
公寓,WWA00155,五全里,臺北市信義區永吉路200巷61弄11號,1,73.0
公寓,WWA00154,五全里,臺北市信義區永吉路200巷61弄1-2號,1,70.0
公寓,WWA00157,五全里,臺北市信義區永吉路200巷61弄7號,1,73.0
公寓,WWA02112,五全里,臺北市信義區永吉路200巷21弄18號,1,358.0
公寓,WWA00159,五全里,臺北市信義區永吉路200巷81弄7號,1,301.0
大樓,WWA00158,五全里,臺北市信義區永吉路200巷81弄11號,1,617.0
公寓,WWA00127,五全里,臺北市信義區松信路115號,1,57.0
公寓,WWA00129,五全里,臺北市信義區松信路121號,1,145.0
公寓,WWA00130,五全里,臺北市信義區松信路129號,1,145.0
大樓,WWA01631,五全里,臺北市信義區松信路137號,1,693.0
公寓,WWA00149,五全里,臺北市信義區永吉路200巷24弄1號,1,84.0
公寓,WWA00128,五全里,臺北市信義區松信路119號,1,196.0
公寓,WWA02180,五全里,臺北市信義區永吉路200巷21弄6號,1,470.0
公寓,WWA00102,六藝里,臺北市信義區永吉路180巷89號,1,38.0
公寓,WWA00108,六藝里,臺北市信義區永吉路180巷67弄2號,1,276.0
公寓,WWA00136,六藝里,臺北市信義區松信路170號,1,397.0
公寓,WWA00134,六藝里,臺北市信義區松信路160號,1,93.0
公寓,WWA00049,六藝里,臺北市信義區永吉路170號,1,506.0
公寓,WWA00101,六藝里,臺北市信義區永吉路180巷18號,1,84.0
公寓,WWA00103,六藝里,臺北市信義區永吉路180巷16弄6號,1,194.0
公寓,WWA00104,六藝里,臺北市信義區永吉路180巷30弄8號,1,33.0
公寓,WWA02205,六藝里,臺北市信義區永吉路180巷30弄12號,1,173.0
大樓,WWA00048,六藝里,臺北市信義區永吉路122號,1,881.0
公寓,WWA00105,六藝里,臺北市信義區永吉路180巷66弄14號,1,161.0
公寓,WWA00106,六藝里,臺北市信義區永吉路180巷66弄22號,1,228.0
公寓,WWA00109,六藝里,臺北市信義區永吉路180巷70弄16號,1,106.0
公寓,WWA00110,六藝里,臺北市信義區永吉路180巷70弄20號,1,222.0
公寓,WWA00090,六藝里,臺北市信義區永吉路120巷43弄2號,1,181.0
公寓,WWA00083,六藝里,臺北市信義區永吉路120巷31號,1,369.0
大樓,WWA00107,六藝里,臺北市信義區永吉路180巷66弄29號,1,1453.0
公寓,WWA02220,六藝里,臺北市信義區永吉路180巷66弄18號,1,161.0
公寓,WWA02293,六藝里,臺北市信義區永吉路120巷43弄7號,1,114.0
公寓,WWA02316,六藝里,臺北市信義區永吉路120巷27弄8號,1,253.0
大樓,WWA00884,富台里,臺北市信義區忠孝東路五段423巷3弄1號,1,1477.0
大樓,WWA02149,富台里,臺北市信義區忠孝東路五段353號,5,2744.0
大樓,WWA02155,富台里,臺北市信義區忠孝東路五段451號,5,4676.0
公寓,WWA02197,富台里,臺北市信義區忠孝東路五段345巷1號,1,224.0
大樓,WWA02147,富台里,臺北市信義區忠孝東路五段275巷7弄2號,2,1064.0
大樓,WWA00125,富台里,臺北市信義區松信路208號,1,1854.0
大樓,WWA00126,富台里,臺北市信義區松信路211號,1,1597.0
大樓,WWA02138,富台里,臺北市信義區忠孝東路五段269號,1,526.0
公寓,WWA00087,富台里,臺北市信義區永吉路120巷89號,2,477.0
大樓,WWA00885,富台里,臺北市信義區忠孝東路五段423巷3弄2號,1,3782.0
大樓,WWA02224,富台里,臺北市信義區忠孝東五段345巷6號,1,1314.0
公寓,WWA02307,富台里,臺北市信義區忠孝東路五段267號,1,133.0
大樓,WWA00887,富台里,臺北市信義區忠孝東路五段423巷6弄2號,1,1984.0
大樓,WWA00886,富台里,臺北市信義區忠孝東路五段423巷6弄1號,1,2016.0
大樓,WWA02330,富台里,臺北市信義區忠孝東路五段465號,1,3484.0
大樓,WWA01007,長春里,臺北市信義區松山路294號,1,1129.0
大樓,WWA01008,長春里,臺北市信義區松山路298號,1,1230.0
公寓,WWA01174,長春里,臺北市信義區虎林街97號,1,134.0
公寓,WWA01177,長春里,臺北市信義區虎林街101巷3號,1,104.0
公寓,WWA01189,長春里,臺北市信義區虎林街120巷5號,1,190.0
公寓,WWA01009,長春里,臺北市信義區松山路312號,1,200.0
公寓,WWA01011,長春里,臺北市信義區松山路322號,1,652.0
公寓,WWA01158,長春里,臺北市信義區虎林街117-2號,1,88.0
公寓,WWA01176,長春里,臺北市信義區虎林街101巷12號,1,584.0
公寓,WWA01178,長春里,臺北市信義區虎林街101巷4號,1,34.0
公寓,WWA01183,長春里,臺北市信義區虎林街119巷9號,1,264.0
公寓,WWA01180,長春里,臺北市信義區虎林街108巷124號,1,152.0
公寓,WWA01182,長春里,臺北市信義區虎林街108巷88號,1,80.0
公寓,WWA01184,長春里,臺北市信義區虎林街120巷131號,1,48.0
公寓,WWA01179,長春里,臺北市信義區虎林街108巷101號,1,69.0
公寓,WWA01181,長春里,臺北市信義區虎林街108巷125號,1,54.0
公寓,WWA02137,長春里,臺北市信義區忠孝東五段295巷15.17號,1,302.0
公寓,WWA01173,長春里,臺北市信義區虎林街80號,1,108.0
公寓,WWA01175,長春里,臺北市信義區虎林街100巷35號,1,45.0
公寓,WWA00198,長春里,臺北市信義區永吉路278巷58弄15號,1,53.0
公寓,WWA00883,長春里,臺北市信義區忠孝東路五段423巷20號,1,162.0
公寓,WWA00132,長春里,臺北市信義區永吉路184巷66號,1,322.0
公寓,WWA00133,長春里,臺北市信義區永吉路184巷70號,1,164.0
大樓,WWA00135,長春里,臺北市信義區永吉路184巷80號,2,940.0
公寓,WWA00145,長春里,臺北市信義區永吉路200巷83號,1,38.0
公寓,WWA01185,長春里,臺北市信義區虎林街120巷179號,1,60.0
大樓,WWA01186,長春里,臺北市信義區虎林街120巷185號,1,1002.0
大樓,WWA02164,長春里,臺北市信義區虎林街120巷120號,1,358.0
公寓,WWA01267,松友里,臺北市信義區信義路六段26巷7號,1,96.0
公寓,WWA01418,松友里,臺北市信義區信義路六段76巷8弄36號,1,141.0
公寓,WWA01419,松友里,臺北市信義區信義路六段76巷8弄38號,1,516.0
公寓,WWA01261,松友里,臺北市信義區信義路六段76巷8弄68號,1,396.0
公寓,WWA01265,松友里,臺北市信義區信義路六段76巷2弄24-28號,1,128.0
公寓,WWA01270,松友里,臺北市信義區信義路六段76巷2弄46-48號,1,77.0
公寓,WWA01268,松友里,臺北市信義區信義路六段26巷1號,1,245.0
公寓,WWA01266,松友里,臺北市信義區信義路六段26巷2號,1,114.0
公寓,WWA02251,松友里,臺北市信義區信義路六段76巷2弄79號,1,157.0
公寓,WWA02273,松友里,臺北市信義區信義路六段76巷8弄50號,1,482.0
公寓,WWA01238,松友里,臺北市信義區信義路六段94號,1,412.0
公寓,WWA01240,松友里,臺北市信義區信義路六段88號,1,133.0
公寓,WWA02231,松友里,臺北市信義區信義路六段56號,1,237.0
大樓,WWA02020,松友里,臺北市信義區松山路620號  ,2,1926.0
公寓,WWA01168,松友里,臺北市信義區虎林街293-1號,1,184.0
公寓,WWA01033,松隆里,臺北市信義區松山路658號,1,1224.0
公寓,WWA02248,松隆里,臺北市信義區松山路656巷26號,1,1062.0
公寓,WWA01034,松隆里,臺北市信義區松山路673號,2,797.0
公寓,WWA01165,國業里,臺北市信義區虎林街214-1號,2,638.0
公寓,WWA01220,國業里,臺北市信義區虎林街222巷35號,1,536.0
公寓,WWA01226,國業里,臺北市信義區虎林街232巷36號,1,156.0
公寓,WWA01230,國業里,臺北市信義區虎林街242巷22號,1,354.0
公寓,WWA01022,國業里,臺北市信義區松山路552號,1,66.0
公寓,WWA01017,國業里,臺北市信義區松山路510號,1,2114.0
公寓,WWA01019,國業里,臺北市信義區松山路534號,1,254.0
公寓,WWA01167,國業里,臺北市信義區虎林街251號,1,36.0
公寓,WWA01157,國業里,臺北市信義區松德路25巷56號,1,438.0
大樓,WWA01015,國業里,臺北市信義區松山路488號,1,1586.0
大樓,WWA01014,國業里,臺北市信義區松山路484之1號,1,2578.0
公寓,WWA02260,國業里,臺北市信義區松德路25巷50號,1,1958.0
大樓,WWA01153,國業里,臺北市信義區松德路91號,4,6357.0
大樓,WWA02087,國業里,臺北市信義區松德路83號,2,769.0
公寓,WWA01163,國業里,臺北市信義區虎林街205號,1,204.0
大樓,WWA01162,國業里,臺北市信義區虎林街185號,1,2248.0
公寓,WWA02091,松光里,臺北市信義區忠孝東路五段494號,1,2897.0
公寓,WWA01094,松光里,臺北市信義區松山路421號,1,1841.0
公寓,WWA00858,松光里,臺北市信義區忠孝東路五段558號,1,284.0
公寓,WWA01102,松光里,臺北市信義區松山路541巷4號,1,1128.0
公寓,WWA01021,松光里,臺北市信義區松山路545號,1,205.0
公寓,WWA00895,松光里,臺北市信義區忠孝東路五段524巷3弄22號,1,530.0
公寓,WWA00979,松光里,臺北市信義區林口街89號,1,20.0
公寓,WWA00857,松光里,臺北市信義區忠孝東路五段536號,1,420.0
公寓,WWA00981,大仁里,臺北市信義區林口街10巷1號,1,508.0
公寓,WWA00982,大仁里,臺北市信義區林口街10巷2號,1,145.0
公寓,WWA00005,大道里,臺北市信義區大道路70號,1,105.0
公寓,WWA00973,大道里,臺北市信義區林口街164號,1,341.0
公寓,WWA00974,大道里,臺北市信義區林口街164-1號,1,68.0
公寓,WWA00983,大道里,臺北市信義區林口街149巷1號,1,70.0
公寓,WWA01897,大道里,臺北市信義區大道路42巷1號,1,146.0
公寓,WWA00969,大道里,臺北市信義區林口街124號,1,141.0
公寓,WWA01891,大道里,臺北市信義區大道路72號,1,109.0
公寓,WWA00007,大道里,臺北市信義區大道路76號,1,386.0
公寓,WWA01896,大道里,臺北市信義區大道路58巷5號,1,152.0
公寓,WWA00971,大道里,臺北市信義區林口街130號,1,185.0
公寓,WWA00972,大道里,臺北市信義區林口街138號,1,166.0
公寓,WWA01895,大道里,臺北市信義區大道路58巷2號,1,134.0
公寓,WWA00975,大道里,臺北市信義區林口街190號,1,278.0
公寓,WWA00984,大道里,臺北市信義區林口街149巷19號,1,196.0
公寓,WWA01900,大道里,臺北市信義區大道路28巷5號,1,77.0
公寓,WWA00009,大道里,臺北市信義區大道路8號,1,242.0
公寓,WWA01901,大道里,臺北市信義區大道路28巷10號,1,89.0
公寓,WWA00976,大道里,臺北市信義區林口街210號,1,473.0
公寓,WWA00861,大道里,臺北市信義區忠孝東路五段776號,1,656.0
公寓,WWA00037,大道里,臺北市信義區中坡南路22巷2號,1,93.0
公寓,WWA00038,大道里,臺北市信義區中坡南路22巷6號,1,324.0
大樓,WWA00860,大道里,臺北市信義區忠孝東路五段762-1號,1,906.0
公寓,WWA00031,大道里,臺北市信義區中坡南路12巷10號,1,1026.0
大樓,WWA02178,大道里,臺北市信義區忠孝東路五段800號,1,1057.0
公寓,WWA00905,大道里,臺北市信義區忠孝東路五段790巷17號,1,165.0
公寓,WWA00910,大道里,臺北市信義區忠孝東路五段790巷23弄14號,1,540.0
公寓,WWA00911,大道里,臺北市信義區忠孝東路五段790巷23弄5號,1,1642.0
公寓,WWA00912,大道里,臺北市信義區忠孝東路五段790巷24弄1號,1,340.0
公寓,WWA00036,大道里,臺北市信義區中坡南路22巷11號,1,88.0
公寓,WWA00014,大道里,臺北市信義區大道路49巷5號,1,225.0
公寓,WWA02279,大道里,臺北市信義區中坡南路22巷7號,1,397.0
公寓,WWA00013,大道里,臺北市信義區大道路49巷2號,1,58.0
公寓,WWA00913,大道里,臺北市信義區忠孝東路五段790巷30弄1號,1,205.0
公寓,WWA00012,大道里,臺北市信義區大道路49巷10號,1,364.0
公寓,WWA00006,大道里,臺北市信義區大道路71號,1,126.0
公寓,WWA00015,大道里,臺北市信義區大道路65巷10號,1,190.0
公寓,WWA00985,大道里,臺北市信義區林口街80巷47號,1,85.0
公寓,WWA00986,大道里,臺北市信義區林口街80巷49號,1,202.0
公寓,WWA00987,大道里,臺北市信義區林口街80巷73號,1,165.0
公寓,WWA00008,大道里,臺北市信義區大道路79號,1,177.0
公寓,WWA00909,大道里,臺北市信義區忠孝東路五段790巷53號,1,66.0
公寓,WWA00027,大道里,臺北市信義區中坡南路58號,1,150.0
公寓,WWA00028,大道里,臺北市信義區中坡南路66號,1,292.0
公寓,WWA02157,大道里,臺北市信義區林口街80巷83號,1,576.0
公寓,WWA02312,大道里,臺北市信義區忠孝東路五段790巷57弄1號,1、2,124.0
大樓,WWA00906,大道里,臺北市信義區忠孝東路五段790巷27號,1,468.0
大樓,WWA00907,大道里,臺北市信義區忠孝東路五段790巷27號,1,796.0
大樓,WWA00908,大道里,臺北市信義區忠孝東路五段790巷27號,1,949.0
公寓,WWA00003,中坡里,臺北市信義區大道路127號,1,816.0
公寓,WWA00004,中坡里,臺北市信義區大道路137-1號,1,73.0
公寓,WWA00002,中坡里,臺北市信義區大道路119號,1,482.0
公寓,WWA00918,中坡里,臺北市信義區忠孝東路五段790巷70弄1號,1,48.0
公寓,WWA00001,中坡里,臺北市信義區大道路115號,1,482.0
公寓,WWA00919,中坡里,臺北市信義區忠孝東路五段790巷70弄15-1號,1,320.0
公寓,WWA00920,中坡里,臺北市信義區忠孝東路五段790巷70弄5號,1,50.0
公寓,WWA00921,中坡里,臺北市信義區忠孝東路五段790巷70弄9號,1,96.0
公寓,WWA00922,中坡里,臺北市信義區忠孝東路五段790巷72弄2號,1,228.0
公寓,WWA00010,中坡里,臺北市信義區大道路89號,1,170.0
公寓,WWA00917,中坡里,臺北市信義區忠孝東路五段790巷68弄7號,1,148.0
