類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註,"unnamed (1)"
一般建築,XG2413,三苓里,高雄市小港區三苓里義興街129號,"22.566914,120.350956",1.0,39.0,小港分局,,
一般建築,XG1456,大苓里,高雄市小港區大苓里民益路77巷27弄5號,"22.567847,120.347116",1.0,39.0,小港分局,,
一般建築,XG1978,大苓里,高雄市小港區大苓里沿海一路160巷19號,"22.56791,120.350053",1.0,39.0,小港分局,,
一般建築,XG2103,正苓里,高雄市小港區正苓里平治街163號,"22.567654,120.352784",1.0,39.0,小港分局,,
一般建築,XG1003,鳳興里,高雄市小港區鳳興里5鄰鳳西街11之6號,"22.523748,120.346092",1.0,39.0,小港分局,,
一般建築,XG2283,濟南里,高雄市小港區濟南里青山街63號,"22.571562,120.361476",1.0,39.0,小港分局,,
一般建築,XG2284,濟南里,高雄市小港區濟南里青山街65號,"22.571535,120.361452",1.0,39.0,小港分局,,
工廠,XG1419,山明里,高雄市小港區山明里1鄰東林路3之3號,"22.544892,120.377171",1.0,40.0,小港分局,,
一般建築,XG0955,正苓里,高雄市小港區正苓里沿海一路117號,"22.568227,120.351226",1.0,40.0,小港分局,,
一般建築,XG0956,正苓里,高雄市小港區正苓里沿海一路119號,"22.568192,120.351243",1.0,40.0,小港分局,,
一般建築,XG2242,港明里,高雄市小港區港明里孝先街65號,"22.569102,120.331779",1.0,40.0,小港分局,,
一般建築,XG1862,順苓里,高雄市小港區順苓里平治街48號,"22.567478,120.356515",1.0,40.0,小港分局,,
一般建築,XG1860,順苓里,高雄市小港區順苓里平治街52號,"22.567478,120.35643",1.0,40.0,小港分局,,
一般建築,XG1491,鳳興里,高雄市小港區鳳興里11鄰鳳華路96號,"22.523353,120.347571",1.0,40.0,小港分局,,
一般建築,XG2281,濟南里,高雄市小港區濟南里青山街59號,"22.571608,120.361534",1.0,40.0,小港分局,,
一般建築,XG2282,濟南里,高雄市小港區濟南里青山街61號,"22.57159,120.361507",1.0,40.0,小港分局,,
一般建築,XG1588,正苓里,高雄市小港區正苓里金府路103號,"22.567985,120.354446",1.0,41.0,小港分局,,
一般建築,XG1589,正苓里,高雄市小港區正苓里金府路107號,"22.568048,120.354446",1.0,41.0,小港分局,,
一般建築,XG0626,廈莊里,高雄市小港區廈莊里2鄰新昌街14之1號,"22.583350549076886, 120.36228553676942",1.0,41.0,小港分局,,
一般建築,XG1904,正苓里,高雄市小港區正苓里金府路43巷2號,"22.566251,120.35455",1.0,41.0,小港分局,,
一般建築,XG1577,正苓里,高雄市小港區正苓里金府路63號,"22.567171,120.354468",1.0,41.0,小港分局,,
一般建築,XG1578,正苓里,高雄市小港區正苓里金府路67號,"22.567236,120.354468",1.0,41.0,小港分局,,
一般建築,XG1579,正苓里,高雄市小港區正苓里金府路71號,"22.567316,120.354467",1.0,41.0,小港分局,,
一般建築,XG1580,正苓里,高雄市小港區正苓里金府路75號,"22.567388,120.354462",1.0,41.0,小港分局,,
一般建築,XG1583,正苓里,高雄市小港區正苓里金府路83號,"22.567633,120.354459",1.0,41.0,小港分局,,
一般建築,XG1584,正苓里,高雄市小港區正苓里金府路87號,"22.567696,120.354459",1.0,41.0,小港分局,,
一般建築,XG1585,正苓里,高雄市小港區正苓里金府路91號,"22.567768,120.354451",1.0,41.0,小港分局,,
一般建築,XG1586,正苓里,高雄市小港區正苓里金府路95號,"22.567831,120.354448",1.0,41.0,小港分局,,
一般建築,XG1587,正苓里,高雄市小港區正苓里金府路99號,"22.567903,120.354449",1.0,41.0,小港分局,,
一般建築,XG1543,店鎮里,高雄市小港區店鎮里南北路68號,"22.561864,120.354856",1.0,41.0,小港分局,,
一般建築,XG2279,濟南里,高雄市小港區濟南里青山街55號,"22.571662,120.361591",1.0,41.0,小港分局,,
一般建築,XG2280,濟南里,高雄市小港區濟南里青山街57號,"22.571635,120.361562",1.0,41.0,小港分局,,
一般建築,XG1982,大苓里,高雄市小港區大苓里沿海一路160巷11號,"22.567903,120.350207",1.0,42.0,小港分局,,
工廠,XG0852,山明里,高雄市小港區山明里1鄰中林路11號,"22.536515703347135, 120.36739670711519",1.0,42.0,小港分局,,
一般建築,XG1619,六苓里,高雄市小港區六苓里新豐街47之1號,"22.566452,120.361835",1.0,42.0,小港分局,,
一般建築,XG1581,正苓里,高雄市小港區正苓里金府路79號,"22.567451,120.35446",1.0,42.0,小港分局,,
一般建築,XG2081,正苓里,高雄市小港區正苓里崇文路22號,"22.567356,120.353014",1.0,42.0,小港分局,,
一般建築,XG0841,正苓里,高雄市小港區正苓里康莊路164號,"22.568259,120.352655",1.0,42.0,小港分局,,
一般建築,XG0842,正苓里,高雄市小港區正苓里康莊路166號,"22.568263,120.352604",1.0,42.0,小港分局,,
一般建築,XG1576,正苓里,高雄市小港區正苓里漢民路315號,"22.567024,120.354472",1.0,42.0,小港分局,,
一般建築,XG2408,店鎮里,高雄市小港區店鎮里下橫路32之2號,"22.560181,120.35326",1.0,42.0,小港分局,,
一般建築,XG2407,店鎮里,高雄市小港區店鎮里下橫路32之3號,"22.560214,120.353247",1.0,42.0,小港分局,,
一般建築,XG2406,店鎮里,高雄市小港區店鎮里下橫路32之4號,"22.560248,120.353236",1.0,42.0,小港分局,,
一般建築,XG2405,店鎮里,高雄市小港區店鎮里下橫路32之5號,"22.560279,120.353224",1.0,42.0,小港分局,,
一般建築,XG2416,泰山里,高雄市小港區泰山里青山街45巷26號,"22.571646,120.362337",1.0,42.0,小港分局,,
一般建築,XG2415,泰山里,高雄市小港區泰山里青山街45巷28號,"22.571629,120.362367",1.0,42.0,小港分局,,
一般建築,XG1861,順苓里,高雄市小港區順苓里平治街50號,"22.567478,120.356478",1.0,42.0,小港分局,,
工廠,XG1331,山明里,高雄市小港區山明里鄰1鄰永春街1號,"22.54408,120.378428",1.0,43.0,小港分局,,
一般建築,XG1549,正苓里,高雄市小港區正苓里沿海一路193號,"22.567136,120.352087",1.0,43.0,小港分局,,
一般建築,XG1547,正苓里,高雄市小港區正苓里沿海一路197號,"22.567081,120.352147",1.0,43.0,小港分局,,
一般建築,XG2417,泰山里,高雄市小港區泰山里青山街45巷24號,"22.571674,120.362313",1.0,43.0,小港分局,,
一般建築,XG2414,泰山里,高雄市小港區泰山里青山街45巷30號,"22.571601,120.362397",1.0,43.0,小港分局,,
一般建築,XG2255,港明里,高雄市小港區港明里港興街41號,"22.568763,120.332553",1.0,43.0,小港分局,,
一般建築,XG2230,港明里,高雄市小港區港明里港興街42號,"22.568916,120.332482",1.0,43.0,小港分局,,
一般建築,XG2256,港明里,高雄市小港區港明里港興街43號,"22.568745,120.33252",1.0,43.0,小港分局,,
一般建築,XG2229,港明里,高雄市小港區港明里港興街44號,"22.568898,120.332438",1.0,43.0,小港分局,,
一般建築,XG2257,港明里,高雄市小港區港明里港興街45號,"22.568735,120.332482",1.0,43.0,小港分局,,
一般建築,XG2228,港明里,高雄市小港區港明里港興街46號,"22.56888,120.332404",1.0,43.0,小港分局,,
一般建築,XG2258,港明里,高雄市小港區港明里港興街47號,"22.568708,120.332449",1.0,43.0,小港分局,,
一般建築,XG2227,港明里,高雄市小港區港明里港興街48號,"22.56886,120.332369",1.0,43.0,小港分局,,
一般建築,XG2259,港明里,高雄市小港區港明里港興街49號,"22.568698,120.332415",1.0,43.0,小港分局,,
一般建築,XG2226,港明里,高雄市小港區港明里港興街50號,"22.568852,120.332335",1.0,43.0,小港分局,,
一般建築,XG2260,港明里,高雄市小港區港明里港興街51號,"22.568681,120.332376",1.0,43.0,小港分局,,
一般建築,XG2225,港明里,高雄市小港區港明里港興街52號,"22.568833,120.332301",1.0,43.0,小港分局,,
一般建築,XG2261,港明里,高雄市小港區港明里港興街53號,"22.568663,120.332342",1.0,43.0,小港分局,,
一般建築,XG2224,港明里,高雄市小港區港明里港興街54號,"22.568816,120.332266",1.0,43.0,小港分局,,
一般建築,XG2219,港明里,高雄市小港區港明里港興街64號,"22.568643,120.331958",1.0,43.0,小港分局,,
一般建築,XG2220,港明里,高雄市小港區港明里港興街66號,"22.568615,120.331923",1.0,43.0,小港分局,,
一般建築,XG2221,港明里,高雄市小港區港明里港興街68號,"22.568597,120.331892",1.0,43.0,小港分局,,
一般建築,XG0865,港興里,高雄市小港區港興里小港路90巷3弄24號,"22.56687,120.342437",1.0,43.0,小港分局,,
一般建築,XG0930,廈莊里,高雄市小港區廈莊里5鄰新昌街3之2號,"22.582239,120.361904",1.0,43.0,小港分局,,
一般建築,XG1433,廈莊里,高雄市小港區廈莊里9鄰孔鳳路472號,"22.581544,120.35978",1.0,43.0,小港分局,,
工廠,XG1871,龍鳳里,高雄市小港區龍鳳里1鄰興業街50號,"22.527788,120.364142",1.0,43.0,小港分局,,
一般建築,XG1548,正苓里,高雄市小港區正苓里沿海一路195號,"22.567108,120.352116",1.0,44.0,小港分局,,
一般建築,XG1981,大苓里,高雄市小港區大苓里沿海一路160巷13號,"22.567905,120.35017",1.0,45.0,小港分局,,
一般建築,XG1870,六苓里,高雄市小港區六苓里新豐街66巷3號,"22.567193,120.361941",1.0,45.0,小港分局,,
一般建築,XG1895,店鎮里,高雄市小港區店鎮里店中路41號,"22.562314,120.354453",1.0,45.0,小港分局,,
一般建築,XG0929,港興里,高雄市小港區港興里小港路142巷4弄36號,"22.567005,120.340253",1.0,45.0,小港分局,,
一般建築,XG2083,正苓里,高雄市小港區正苓里崇文路18號,"22.567311,120.353083",1.0,46.0,小港分局,,
一般建築,XG2082,正苓里,高雄市小港區正苓里崇文路20號,"22.567337,120.353047",1.0,46.0,小港分局,,
一般建築,XG2354,港墘里,高雄市小港區港墘里港中街27號,"22.567195,120.333509",1.0,46.0,小港分局,,
一般建築,XG0739,港墘里,高雄市小港區港墘里達德街83號,"22.567443,120.334519",1.0,46.0,小港分局,,
一般建築,XG0909,廈莊里,高雄市小港區廈莊里5鄰新昌街3之5號,"22.582338,120.361897",1.0,46.0,小港分局,,
一般建築,XG2448,合作里,高雄市小港區合作里1鄰孔祥街133號,"22.581665,120.365527",1.0,47.0,小港分局,,
一般建築,XG1505,宏亮里,高雄市小港區宏亮里安和街108號,"22.569379,120.359554",1.0,47.0,小港分局,,
一般建築,XG1545,店鎮里,高雄市小港區店鎮里南北路18號,"22.560744,120.354874",1.0,47.0,小港分局,,
工廠,XG1896,龍鳳里,高雄市小港區龍鳳里1鄰興業街10號,"22.524595,120.36232",1.0,47.0,小港分局,,
一般建築,XG2393,三苓里,高雄市小港區三苓里永義街92巷2弄40號,"22.567212,120.350782",1.0,48.0,小港分局,,
一般建築,XG2085,正苓里,高雄市小港區正苓里平治街156號,"22.567425,120.353177",1.0,48.0,小港分局,,
一般建築,XG2044,正苓里,高雄市小港區正苓里行義街40號,"22.568694,120.353371",1.0,48.0,小港分局,,
一般建築,XG1423,順苓里,高雄市小港區順苓里康莊路9號,"22.568532,120.358023",1.0,48.0,小港分局,,
工廠,XG2070,龍鳳里,高雄市小港區龍鳳里1鄰興業街25號,"22.526133,120.362917",1.0,48.0,小港分局,,
一般建築,XG2146,六苓里,高雄市小港區六苓里華盛街86巷3號,"22.568007,120.359894",1.0,49.0,小港分局,,
一般建築,XG1434,廈莊里,高雄市小港區廈莊里9鄰孔鳳路468號,"22.581544,120.359905",1.0,49.0,小港分局,,
工廠,XG2013,龍鳳里,高雄市小港區龍鳳里1鄰興業街3號,"22.524685,120.362116",1.0,49.0,小港分局,,
一般建築,XG1680,大苓里,高雄市小港區大苓里沿海一路162號,"22.568031,120.350426",1.0,50.0,小港分局,,
一般建築,XG1681,大苓里,高雄市小港區大苓里沿海一路164號,"22.567986,120.350459",1.0,50.0,小港分局,,
一般建築,XG1682,大苓里,高雄市小港區大苓里沿海一路166號,"22.567959,120.350485",1.0,50.0,小港分局,,
一般建築,XG1683,大苓里,高雄市小港區大苓里沿海一路168號,"22.567924,120.350517",1.0,50.0,小港分局,,
一般建築,XG1684,大苓里,高雄市小港區大苓里沿海一路170號,"22.567896,120.35055",1.0,50.0,小港分局,,
一般建築,XG1170,六苓里,高雄市小港區六苓里華盛街118號,"22.568774,120.359709",1.0,50.0,小港分局,,
一般建築,XG2193,順苓里,高雄市小港區順苓里漢民路369號,"22.567017,120.356337",1.0,50.0,小港分局,,
一般建築,XG1029,鳳鳴里,高雄市小港區鳳鳴里16鄰丹山一路15之5號,"22.510418,120.360657",1.0,50.0,小港分局,,
一般建築,XG1028,鳳鳴里,高雄市小港區鳳鳴里16鄰丹山一路15之6號,"22.510373,120.36071",1.0,50.0,小港分局,,
一般建築,XG1772,三苓里,高雄市小港區三苓里永義街92巷2弄2之1號,"22.567191,120.35003",1.0,51.0,小港分局,,
一般建築,XG1482,三苓里,高雄市小港區三苓里義興街124號,"22.567094,120.351012",1.0,51.0,小港分局,,
工廠,XG2017,山明里,高雄市小港區山明里1鄰永春街6號,"22.544499676175914, 120.37862538791668",1.0,51.0,小港分局,,
一般建築,XG2176,港后里,高雄市小港區港后里天順街137號,"22.570391,120.333284",1.0,51.0,小港分局,,
一般建築,XG2262,港明里,高雄市小港區港明里港興街55號,"22.568635,120.332306",1.0,51.0,小港分局,,
工廠,XG2133,龍鳳里,高雄市小港區龍鳳里1鄰興業街39號,"22.52806,120.363986",1.0,51.0,小港分局,,
一般建築,XG2005,正苓里,高雄市小港區正苓里沿海一路111號,"22.568262,120.351033",1.0,52.0,小港分局,,
一般建築,XG0968,正苓里,高雄市小港區正苓里康莊路194號,"22.568028,120.35166",1.0,52.0,小港分局,,
一般建築,XG1477,宏亮里,高雄市小港區宏亮里新豐街160號,"22.56895,120.358949",1.0,52.0,小港分局,,
一般建築,XG2317,桂林里,高雄市小港區桂林里11鄰桂陽路305號,"22.581876,120.352419",1.0,52.0,小港分局,,
一般建築,XG2574,港明里,高雄市小港區港明里孝先街102號,"22.569814,120.331486",1.0,52.0,小港分局,,
一般建築,XG2253,港明里,高雄市小港區港明里孝先街64號,"22.569077,120.33208",1.0,52.0,小港分局,,
一般建築,XG2298,濟南里,高雄市小港區濟南里青山街22巷33號,"22.572085,120.361446",1.0,52.0,小港分局,,
一般建築,XG1089,六苓里,高雄市小港區六苓里漢民路645號,"22.567167,120.360271",1.0,53.0,小港分局,,
一般建築,XG2084,正苓里,高雄市小港區正苓里崇文路16號,"22.567274,120.35311",1.0,53.0,小港分局,,
一般建築,XG1468,宏亮里,高雄市小港區宏亮里大鵬路140號,"22.56895,120.358559",1.0,53.0,小港分局,,
一般建築,XG2534,港明里,高雄市小港區港明里平和路234號,"22.568663,120.331042",1.0,53.0,小港分局,,
一般建築,XG2243,港明里,高雄市小港區港明里孝先街61號,"22.568977,120.331862",1.0,53.0,小港分局,,
一般建築,XG2099,港明里,高雄市小港區港明里港後路6號,"22.567178,120.332471",1.0,53.0,小港分局,,
一般建築,XG2211,順苓里,高雄市小港區順苓里漢民路413號,"22.56701,120.357744",1.0,53.0,小港分局,,
一般建築,XG1145,廈莊里,高雄市小港區廈莊里9鄰孔鳳路424號,"22.58153,120.360836",1.0,53.0,小港分局,,
一般建築,XG1324,三苓里,高雄市小港區三苓里永義街59號,"22.566763,120.349593",1.0,54.0,小港分局,,
工廠,XG1344,小港里,高雄市小港區小港里1鄰台糖路7號,"22.564774,120.344174",1.0,54.0,小港分局,,
一般建築,XG1355,正苓里,高雄市小港區正苓里宏平路691號,"22.569469,120.350657",1.0,54.0,小港分局,,
一般建築,XG1040,港明里,高雄市小港區港明里孝先街35號,"22.568048,120.332457",1.0,54.0,小港分局,,
一般建築,XG2101,港明里,高雄市小港區港明里港後路10號,"22.567219,120.332533",1.0,54.0,小港分局,,
一般建築,XG2100,港明里,高雄市小港區港明里港後路8號,"22.567201,120.332505",1.0,54.0,小港分局,,
一般建築,XG2254,港明里,高雄市小港區港明里港興街39號,"22.568781,120.332594",1.0,54.0,小港分局,,
一般建築,XG2250,港明里,高雄市小港區港明里港興街57號,"22.568525,120.33216",1.0,54.0,小港分局,,
一般建築,XG2209,順苓里,高雄市小港區順苓里漢民路405號,"22.56701,120.357586",1.0,54.0,小港分局,,
一般建築,XG1006,鳳鳴里,高雄市小港區鳳鳴里13鄰丹山三路51之1號,"22.511257,120.358124",1.0,54.0,小港分局,,
一般建築,XG2157,三苓里,高雄市小港區三苓里民益路1巷17號,"22.566503,120.347533",1.0,55.0,小港分局,,
工廠,XG1613,小港里,高雄市小港區小港里1鄰台糖路10號,"22.564851,120.343174",1.0,55.0,小港分局,,
工廠,XG0749,山明里,高雄市小港區山明里1鄰長泰街30號,"22.545970726840995, 120.37615201036867",1.0,55.0,小港分局,,
一般建築,XG0700,山東里,高雄市小港區山東里廠西路44號,"22.570328,120.350776",1.0,55.0,小港分局,,
