類別,電腦編號,村里別,地址,地下樓層數,可容納人數,備註
交通部航港局東部航務中心,1.0,民孝里,花蓮市民孝里港口路15號,1.0,290人。,
臺灣港務股份有限公司花蓮港務分公司,2.0,民德里,花蓮市民德里海岸路66號,1.0,2903人,
中國鋼鐵公司花蓮石料廠,3.0,民孝里,"24.004948, 121.636618",1.0,170人,花蓮港區第12號碼頭
