編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度
1.0,忠和里,臺中市龍井區忠和里中央路三段206號,1,440.0,烏日分局,"120.526712 ","24.216702 "
2.0,忠和里,臺中市龍井區忠和里中央路三段282號,1,1089.0,烏日分局,"120.527721 ","24.218388 "
3.0,龍津里,臺中市龍井區龍津里中央路一段165巷50號,1,616.0,烏日分局,"120.522001 ","24.201364 "
4.0,三德里,臺中市龍井區三德里三港路130號,1,844.0,烏日分局,"120.522623 ","24.204272 "
5.0,龍泉里,臺中市龍井區龍泉里沙田路4段247號,1,3945.0,烏日分局,"120.545697 ","24.192812 "
6.0,竹坑里,臺中市龍井區竹坑里觀光路9號,1,301.0,烏日分局,"120.543550 ","24.191905 "
7.0,山腳里,臺中市龍井區山腳里中山一路一段6號,1,1541.0,烏日分局,"120.550870 ","24.214147 "
8.0,新庄里,臺中市龍井區新庄里中沙路新庄仔巷2號,1,666.0,烏日分局,"120.576511 ","24.179451 "
9.0,新庄里,臺中市龍井區新庄里中沙路2號,1,1161.0,烏日分局,"120.576511 ","24.179451 "
10.0,瑞井里,臺中市大肚區瑞井里遊園路一段2號,1,990.0,烏日分局,"120.573226 ","24.155104 "
11.0,頂街里,臺中市大肚區頂街里沙田路三段38號,1,162.0,烏日分局,"120.544426 ","24.155007 "
12.0,頂街里,臺中市大肚區頂街里華山路151號,1,92.0,烏日分局,"120.547501 ","24.155252 "
13.0,大肚里,臺中市大肚區大肚里沙田路二段646號,1,1071.0,烏日分局,"120.545708 ","24.151147 "
14.0,螺潭里,臺中市烏日區螺潭里溪南路二段370號,1,377.0,烏日分局,"120.642822 ","24.062339 "
15.0,新庄里,臺中市龍井區中沙路新庄仔巷2號,1,1154.0,烏日分局,"120.575804 ","24.180957 "
16.0,三德里,臺中市龍井區三港路130號,1,697.0,烏日分局,"120.521508 ","24.204757 "
17.0,竹坑里,臺中市龍井區觀光路9號,1,120.0,烏日分局,"120.543370 ","24.192131 "
18.0,山腳里,臺中市龍井區中山一路一段6號,1,834.0,烏日分局,"120.551679 ","24.214088 "
19.0,新庄里,臺中市龍井區中沙路2號,1,146.0,烏日分局,"120.575984 ","24.179444 "
20.0,新庄里,臺中市龍井區中沙路2號,1,34.0,烏日分局,"120.575984 ","24.179444 "
21.0,新庄里,臺中市龍井區中沙路新庄仔巷2號,1,133.0,烏日分局,"120.575984 ","24.179444 "
22.0,大肚里,臺中市大肚區沙田路二段646號,1,140.0,烏日分局,"120.545647 ","24.151374 "
23.0,中和里,臺中市大肚區南榮路70巷10號,2,3830.0,烏日分局,"120.582743 ","24.115138 "
24.0,忠和里,臺中市龍井區忠和里海尾路240巷11號,1,72.0,烏日分局,"120.520203 ","24.219809 "
25.0,忠和里,臺中市龍井區忠和里海尾路278巷53號,1,104.0,烏日分局,"120.516214 ","24.221077 "
26.0,忠和里,臺中市龍井區忠和里海尾路240巷42號,1,50.0,烏日分局,"120.521227 ","24.219604 "
27.0,忠和里,臺中市龍井區忠和里工業路182巷29號,1,101.0,烏日分局,"120.519419 ","24.216397 "
28.0,忠和里,臺中市龍井區忠和里台西南路211號,1,105.0,烏日分局,"120.517626 ","24.221070 "
29.0,忠和里,臺中市龍井區忠和里工業路328號,1,74.0,烏日分局,"120.523460 ","24.211009 "
30.0,忠和里,臺中市龍井區忠和里工業路188巷5號,1,82.0,烏日分局,"120.516381 ","24.214580 "
31.0,忠和里,臺中市龍井區忠和里工業路188巷1號,1,200.0,烏日分局,"120.516053 ","24.214110 "
32.0,忠和里,臺中市龍井區忠和里工業路177巷8號,1,108.0,烏日分局,"120.515461 ","24.212721 "
33.0,忠和里,臺中市龍井區忠和里臨港路二段54號,1,92.0,烏日分局,"120.509483 ","24.216916 "
