類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,備註
公寓,WVA02220,百齡里,臺北市士林區華齡街22巷15弄5號,"25.083465,121.520346",1,"290 ",
公寓,WVA02231,百齡里,臺北市士林區華齡街40巷3弄2號,"25.083613,121.520062",1,"118 ",
公寓,WVA02532,百齡里,臺北市士林區華齡街40巷10號,"25.083926,121.520293",1,"32 ",
公寓,WVA02534,百齡里,臺北市士林區華齡街40巷12弄1號,"25.084045,121.520336",1,"164 ",
公寓,WVA02202,百齡里,臺北市士林區前港街96號,"25.085045,121.519014",1,"208 ",
公寓,WVA02204,百齡里,臺北市士林區福港街259巷29弄1號,"25.084446,121.518894",1,"253 ",
公寓,WVA02206,百齡里,臺北市士林區福港街259巷26號,"25.083998,121.518966",1,"160 ",
公寓,WVA02210,百齡里,臺北市士林區華齡街37號,"25.08378,121.51933",1,"536 ",
公寓,WVA02211,百齡里,臺北市士林區華齡街47號,"25.084126,121.519257",1,"365 ",
公寓,WVA02212,百齡里,臺北市士林區華齡街70號,"25.084403,121.519459",1,"269 ",
公寓,WVA02213,百齡里,臺北市士林區華齡街68號,"25.084427,121.519647",1,"361 ",
公寓,WVA02214,百齡里,臺北市士林區華齡街64號,"25.084364,121.519778",1,"756 ",
公寓,WVA02215,百齡里,臺北市士林區華齡街61號,"25.08453,121.519139",1,"257 ",
公寓,WVA02216,百齡里,臺北市士林區華齡街86號,"25.084743,121.519446",1,"186 ",
公寓,WVA02223,百齡里,臺北市士林區華齡街35巷1號,"25.083642,121.519136",1,"161 ",
公寓,WVA02224,百齡里,臺北市士林區華齡街35巷5號,"25.083648,121.518918",1,"157 ",
公寓,WVA02225,百齡里,臺北市士林區華齡街35巷6號,"25.083759,121.51896",1,"161 ",
公寓,WVA02234,百齡里,臺北市士林區福港街259巷21號,"25.084098,121.518753",1,"358 ",
公寓,WVA02235,百齡里,臺北市士林區福港街259巷13弄4號,"25.08422,121.51852",1,"322 ",
公寓,WVA02236,百齡里,臺北市士林區福港街259巷13弄8號,"25.084333,121.518502",1,"290 ",
公寓,WVA02238,百齡里,臺北市士林區華齡街74號,"25.084527,121.519454",1,"478 ",
公寓,WVA02525,百齡里,臺北市士林區華齡街73號,"25.084904,121.519264",1,"390 ",
公寓,WVA02535,百齡里,臺北市士林區前港街82巷9號,"25.084381,121.51996",1,"160 ",
公寓,WVA02639,百齡里,臺北市士林區前港街102號,"25.085083,121.518776",1,"44 ",
公寓,WVA02208,百齡里,臺北市士林區福港街259巷9弄1號,"25.084076,121.518163",1,"262 ",
公寓,WVA02606,百齡里,臺北市士林區福港街233號,"25.084603,121.517636",1,"244 ",
公寓,WVA02607,百齡里,臺北市士林區福港街237號,"25.08445,121.517612",1,"393 ",
公寓,WVA02638,百齡里,臺北市士林區前港街108號,"25.085113,121.518536",1,"456 ",
公寓,WVA02640,百齡里,臺北市士林區前港街110號,"25.085113,121.518536",1,"197 ",
公寓,WVA02641,百齡里,臺北市士林區前港街110巷9號,"25.084699,121.518534",1,"624 ",
公寓,WVA02642,百齡里,臺北市士林區前港街120巷2號,"25.084979,121.517936",1,"1498 ",
公寓,WVA02646,百齡里,臺北市士林區福港街241巷11號,"25.084482,121.518145",1,"129 ",
公寓,WVA02655,百齡里,臺北市士林區福港街259巷13弄1號,"25.084104,121.518395",1,"170 ",
公寓,WVA02207,百齡里,臺北市士林區華齡街35巷13弄1號,"25.083587,121.518559",1,"93 ",
公寓,WVA02393,百齡里,臺北市士林區通河東街一段37號,"25.083205,121.516706",1,"106 ",
公寓,WVA02394,百齡里,臺北市士林區通河東街一段38號,"25.083276,121.516672",1,"98 ",
公寓,WVA02395,百齡里,臺北市士林區通河東街一段40號,"25.0834,121.516608",1,"56 ",
公寓,WVA02396,百齡里,臺北市士林區通河東街一段43號,"25.083562,121.516544",1,"88 ",
公寓,WVA02398,百齡里,臺北市士林區通河東街一段83號,"25.083983,121.516405",1,"105 ",
公寓,WVA02399,百齡里,臺北市士林區通河東街一段86號,"25.084197,121.516363",1,"137 ",
公寓,WVA02612,百齡里,臺北市士林區福港街258號,"25.083787,121.517536",1,"288 ",
公寓,WVA02614,百齡里,臺北市士林區福港街261號,"25.083763,121.517703",1,"294 ",
公寓,WVA02615,百齡里,臺北市士林區福港街263號,"25.08357,121.517764",1,"1396 ",
公寓,WVA02616,百齡里,臺北市士林區福港街275號,"25.083321,121.517785",1,"1130 ",
公寓,WVA02657,百齡里,臺北市士林區福港街262巷13號,"25.083815,121.5168",1,"130 ",
公寓,WVA02659,百齡里,臺北市士林區福港街262巷19號,"25.084095,121.516881",1,"136 ",
公寓,WVA02660,百齡里,臺北市士林區福港街272巷1號,"25.08333,121.517556",1,"553 ",
公寓,WVA02661,百齡里,臺北市士林區福港街277巷3號,"25.08339,121.518162",1,"568 ",
公寓,WVA03079,百齡里,臺北市士林區通河東街一段45號,"25.083697,121.516499",1,"660 ",
公寓,WVA02400,百齡里,臺北市士林區通河東街一段91號,"25.084477,121.51633",1,"346 ",
公寓,WVA02401,百齡里,臺北市士林區通河東街一段98號,"25.084937,121.516247",1,"105 ",
公寓,WVA02402,百齡里,臺北市士林區通河東街一段105巷6號,"25.085163,121.516418",1,"341 ",
公寓,WVA02610,百齡里,臺北市士林區福港街252號,"25.084036,121.517508",1,"302 ",
公寓,WVA02643,百齡里,臺北市士林區福港街224巷1號,"25.085274,121.517371",1,"169 ",
公寓,WVA02645,百齡里,臺北市士林區福港街234巷1號,"25.084844,121.517308",1,"968 ",
公寓,WVA02648,百齡里,臺北市士林區福港街244巷1號,"25.084291,121.517296",1,"305 ",
公寓," WVA02649",百齡里,臺北市士林區福港街244巷19號,"25.084326,121.516762",1,"366 ",
公寓,WVA02650,百齡里,臺北市士林區福港街244巷2號,"25.084444,121.517416",1,"357 ",
公寓,WVA02651,百齡里,臺北市士林區福港街244巷20號,"25.084454,121.516688",1,"57 ",
公寓,WVA02652,百齡里,臺北市士林區福港街244巷18弄1號,"25.084588,121.516693",1,"282 ",
公寓,WVA02653,百齡里,臺北市士林區福港街244巷18弄2號,"25.084616,121.516842",1,"52 ",
公寓,WVA02654,百齡里,臺北市士林區福港街244巷18弄6號,"25.084776,121.516842",1,"101 ",
公寓,WVA02656,百齡里,臺北市士林區福港街262巷10號,"25.084116,121.517056",1,"152 ",
公寓,WVA02658,百齡里,臺北市士林區福港街262巷18號,"25.084,121.516862",1,"117 ",
公寓,WVA01440,岩山里,臺北市士林區至誠路一段16號,"25.101278,121.537013",1,"1004 ",
公寓,WVA01446,岩山里,臺北市士林區至誠路一段62巷10弄9號,"25.102018,121.536677",1,"134 ",
大樓,WVA02867,岩山里,臺北市士林區至誠路一段64號,"25.101723,121.536",1,"189 ",
大樓,WVA02939,岩山里,臺北市士林區至誠路一段62巷10弄5號,"25.102041,121.53646",1,"560 ",
公寓,WVA03105,岩山里,臺北市士林區至誠路一段62巷10弄1號,"25.101838,121.536396",1,"413 ",
大樓,WVA01441,岩山里,臺北市士林區至誠路一段96號,"25.101685,121.535078",1,"369 ",
公寓,WVA01442,岩山里,臺北市士林區至誠路一段136巷10號,"25.102153,121.534889",1,"197 ",
公寓,WVA01444,岩山里,臺北市士林區至誠路一段62巷12號,"25.101676,121.53633",1,"82 ",
公寓,WVA01615,岩山里,臺北市士林區忠義街71巷27號,"25.105948,121.533109",1,"520 ",
公寓,WVA01617,岩山里,臺北市士林區忠義街91巷16號,"25.106147,121.533006",1,"298 ",
公寓,WVA01979,岩山里,臺北市士林區芝玉路一段197巷2號,"25.107614,121.533276",1,"390 ",
