類別,電腦編號,村里別,地址,"地下樓 層數",可容納人數,派出所,備註,經度,緯度
私人住宅大樓,D405000103,順德里,新北市三重區順德里河邊北242號,1.0,88.0,長泰派出所,,121.50183,25.075844
私人住宅大樓,D405000104,長福里,新北市三重區長福里長榮路69號,1.0,125.0,長泰派出所,,121.50238,25.068991
公寓,D405000105,三安里,新北市三重區三安里安慶街8號,1.0,42.0,長泰派出所,,121.49737,25.069433
公寓,D405000106,三安里,新北市三重區三安里正義北路295號,1.0,116.0,長泰派出所,,121.4949,25.070688
私人住宅大樓,D405000107,三安里,新北市三重區三安里正義北路279號,3.0,707.0,長泰派出所,,121.49523,25.070319
私人住宅大樓,D405000109,三安里,新北市三重區三安里正義北路245號,2.0,373.0,長泰派出所,,121.49579,25.069496
私人住宅大樓,D405000110,三安里,新北市三重區三安里龍門路1號,3.0,847.0,長泰派出所,,121.49483,25.071009
私人住宅大樓,D405000111,三安里,新北市三重區三安里三和路2段206號,2.0,604.0,長泰派出所,,121.49806,25.069345
私人住宅大樓,D405000112,三安里,新北市三重區三安里文化北路133號,2.0,318.0,長泰派出所,,121.49781,25.068955
私人住宅大樓,D405000114,龍濱里,新北市三重區龍濱里龍濱路208號,1.0,126.0,長泰派出所,,121.50047,25.073444
禮寓,D405000115,長福里,新北市三重區長福里長榮路83號,1.0,276.0,長泰派出所,,121.50278,25.069097
光榮國小,D405000116,介壽里,新北市三重區介壽里介壽路32號,1.0,516.0,長泰派出所,,121.5014,25.071059
豐鼎,D405000117,長江里,新北市三重區長江里14鄰龍濱路3號,1.0,620.0,長泰派出所,,121.50325,25.067147
公寓,D406000004,六合里,新北市三重區六合里自強路2段20號,1.0,107.0,厚德派出所,,121.48975,25.069038
麗景公園大廈,D406000008,立德里,新北市三重區立德里忠孝路2段40號,2.0,1282.0,厚德派出所,,121.48537,25.070556
長青天下,D406000009,立德里,新北市三重區立德里忠孝路2段34號,4.0,381.0,厚德派出所,,121.48561,25.070703
經典人生,D406000010,立德里,新北市三重區立德里忠孝路2段80號,2.0,244.0,厚德派出所,,121.48425,25.069805
私人住宅大樓,D406000014,六合里,新北市三重區六合里三張街128巷11號,1.0,107.0,厚德派出所,,121.48681,25.069431
公寓,D406000022,瑞德里,新北市三重區瑞德里仁昌街83號,1.0,42.0,厚德派出所,,121.49917,25.074813
金莊花園大廈,D406000023,培德里,新北市三重區培德里忠孝路2段95號,3.0,935.0,厚德派出所,,121.48422,25.070101
名人凱旋門,D406000029,幸福里,新北市三重區幸福里重陽路3段174號,1.0,759.0,厚德派出所,,121.48987,25.067993
公寓,D406000030,幸福里,新北市三重區幸福里重陽路3段134號,1.0,105.0,厚德派出所,,121.48913,25.067028
公寓,D406000032,安慶里,新北市三重區安慶里民生東街7巷1號,1.0,161.0,厚德派出所,,121.49302,25.068576
私人住宅大樓,D406000033,福安里,新北市三重區福安里民生東街2號,1.0,183.0,厚德派出所,,121.49251,25.068239
私人住宅大樓,D406000037,厚德里,新北市三重區厚德里後竹圍街2巷1弄2號,1.0,313.0,厚德派出所,,121.49169,25.073295
公寓,D406000038,永德里,新北市三重區永德里大智街260號,1.0,141.0,厚德派出所,,121.48873,25.073839
公寓,D406000039,永德里,新北市三重區永德里大智街260號,1.0,132.0,厚德派出所,,121.48873,25.073839
公寓,D406000040,永德里,新北市三重區永德里後竹圍街175巷12弄6號,1.0,114.0,厚德派出所,,121.4854,25.072183
公寓,D406000041,永德里,新北市三重區永德里後竹圍街175巷12弄7號,1.0,104.0,厚德派出所,,121.48532,25.072288
公寓,D406000042,永德里,新北市三重區永德里後竹圍街175巷29號,1.0,106.0,厚德派出所,,121.48561,25.073001
私人住宅大樓,D406000045,信安里,新北市三重區信安里重陽路4段128號,2.0,568.0,厚德派出所,,121.49242,25.071259
金品,D406000046,信安里,新北市三重區信安里正義北路374號,1.0,177.0,厚德派出所,,121.49341,25.07145
公寓,D406000047,信安里,新北市三重區信安里重陽路4段79號,2.0,1754.0,厚德派出所,,121.49256,25.070902
私人住宅大樓,D406000048,信安里,新北市三重區信安里重陽路4段79號,2.0,614.0,厚德派出所,,121.49256,25.070902
私人住宅大樓,D406000051,尚德里,新北市三重區尚德里重陽路4段152號,1.0,107.0,厚德派出所,,121.49303,25.072015
私人住宅大樓,D406000052,厚德里,新北市三重區厚德里忠孝路1段45巷1號,1.0,284.0,厚德派出所,,121.49122,25.072229
公寓,D406000053,安慶里,新北市三重區安慶里雙園街57巷30號,1.0,116.0,厚德派出所,,121.49454,25.068316
公寓,D406000054,安慶里,新北市三重區安慶里雙園街57巷25號,1.0,118.0,厚德派出所,,121.49466,25.068387
私人住宅大樓,D406000055,培德里,新北市三重區培德里大智街238號,1.0,86.0,厚德派出所,,121.48954,25.072651
私人住宅大樓,D406000057,厚德里,新北市三重區厚德里後竹圍街6號,1.0,113.0,厚德派出所,,121.49165,25.073805
私人住宅大樓,D406000058,崇德里,新北市三重區崇德里仁昌街32號,2.0,475.0,厚德派出所,,121.49687,25.074173
私人住宅大樓,D406000059,崇德里,新北市三重區崇德里仁和街97號,1.0,165.0,厚德派出所,,121.49804,25.074042
麗寶團緣,D406000060,培德里,新北市三重區培德里忠孝路2段101號,2.0,845.0,厚德派出所,,121.48397,25.069917
私人住宅大樓,D406000061,安慶里,新北市三重區安慶里民生東街1號,1.0,165.0,厚德派出所,,121.4929,25.068515
私人住宅大樓,D406000062,福安里,新北市三重區福安里民生東街6號,1.0,420.0,厚德派出所,,121.49267,25.068492
承展汽車有限公司,D406000063,永德里,新北市三重區永德里後竹圍街195號,1.0,108.0,厚德派出所,,121.48523,25.071627
太平洋花園廣場,D406000064,厚德里,新北市三重區厚德里三和路4段16號,2.0,3822.0,厚德派出所,,121.49112,25.07394
私人住宅大樓,D406000065,幸福里,新北市三重區幸福里安慶街297巷1弄12號,1.0,722.0,厚德派出所,,121.48935,25.067859
私人住宅大樓,D406000066,安慶里,新北市三重區安慶里正義北路286號,1.0,77.0,厚德派出所,,121.49555,25.069383
私人住宅大樓,D406000067,安慶里,新北市三重區安慶里正義北路288號,1.0,210.0,厚德派出所,,121.49552,25.069424
私人住宅大樓,D406000068,六合里,新北市三重區六合里力行路1段89巷6號,1.0,708.0,厚德派出所,,121.4867,25.068548
私人住宅大樓,D406000069,立德里,新北市三重區立德里自強路2段88號,1.0,124.0,厚德派出所,,121.48781,25.070507
私人住宅大樓,D406000070,福安里,新北市三重區福安里正義北路314巷28號,1.0,234.0,厚德派出所,,121.49413,25.069937
私人住宅大樓,D406000071,福安里,新北市三重區福安里正義北路314巷27號,1.0,94.0,厚德派出所,,121.49413,25.070042
世達花園,D406000072,六合里,新北市三重區六合里自強路2段58號,1.0,687.0,厚德派出所,,121.4887,25.069748
公園森活,D406000073,福安里,新北市三重區福安里六張街90巷1號,1.0,1724.0,厚德派出所,,121.49299,25.069925
私人住宅大樓,D406000074,福安里,新北市三重區福安里正義北路332號,1.0,55.0,厚德派出所,,121.49455,25.070662
私人住宅大樓,D406000075,培德里,新北市三重區培德里中正北路165巷2號,2.0,448.0,厚德派出所,,121.47872,25.06966
寶石庭園,D406000076,福安里,新北市三重區福安里六張街85號,2.0,1909.0,厚德派出所,,121.49307,25.070089
私人住宅大樓,D406000077,尚德里,新北市三重區尚德里三和路3段103號,1.0,156.0,厚德派出所,,121.49448,25.072664
私人住宅大樓,D406000078,福安里,新北市三重區福安里正義北路332號,2.0,127.0,厚德派出所,,121.49455,25.070662
海德堡,D406000079,厚德里,新北市三重區厚德里忠孝路1段77號,2.0,552.0,厚德派出所,,121.49045,25.07215
私人住宅大樓,D406000081,立德里,新北市三重區立德里忠孝路2段52號,1.0,217.0,厚德派出所,,121.48506,25.070392
正義大樓,D406000082,福安里,新北市三重區福安里正義北路316號,2.0,581.0,厚德派出所,,121.49496,25.070247
私人住宅大樓,D406000083,崇德里,新北市三重區崇德里仁愛街141巷21號,1.0,377.0,厚德派出所,,121.49686,25.075731
皇家公園,D406000085,福安里,新北市三重區福安里正義北路338巷63號,1.0,223.0,厚德派出所,,121.49273,25.070331
私人住宅大樓,D406000087,六合里,新北市三重區六合里力行路1段153巷27號,1.0,3498.0,厚德派出所,,121.48613,25.069049
私人住宅大樓,D406000088,永德里,新北市三重區永德里自強路3段43巷16號,1.0,98.0,厚德派出所,,121.48764,25.073057
私人住宅大樓,D406000089,安慶里,新北市三重區安慶里雙園街57巷34弄59號,1.0,71.0,厚德派出所,,121.4931,25.068084
幸大百御園,D406000090,福安里,新北市三重區福安里重陽路4段35號,3.0,833.0,厚德派出所,,121.49165,25.069727
三和正旺,D406000091,厚德里,新北市三重區厚德里三和路3段172號,3.0,407.0,厚德派出所,,121.49244,25.073198
厚德國小,D406000092,立德里,新北市三重區立德里忠孝路1段70號,1.0,3888.0,厚德派出所,,121.48873,25.071822
躍龍門,D406000093,崇德里,新北市三重區崇德里仁愛街99號,1.0,858.0,厚德派出所,,121.49576,25.073825
樹一品,D406000094,信安里,新北市三重區信安里重陽路4段66號,1.0,396.0,厚德派出所,,121.49192,25.070568
私人住宅大樓,D406000096,厚德里,新北市三重區厚德里三和路3段156號,1.0,48.0,厚德派出所,,121.49299,25.072832
私人住宅大樓,D406000097,永德里,新北市三重區永德里國道路1段18號,1.0,413.0,厚德派出所,,121.48584,25.073257
私人住宅大樓,D406000098,厚德里,新北市三重區厚德里三和路三段186號,1.0,363.0,厚德派出所,,121.49211,25.073432
公寓,D406000099,培德里,新北市三重區培德里力行路1段88號,2.0,455.0,厚德派出所,,121.4828,25.070234
,D406000101,瑞德里,新北市三重區瑞德里仁愛街125巷69號,1.0,98.0,厚德派出所,,121.4977595,25.07593895
私人住宅大樓,D407000001,溪美里,新北市三重區溪美里福隆路30號,1.0,138.0,慈福派出所,,121.4918,25.078195
歌林科技大樓,D407000002,福隆里,新北市三重區福隆里溪尾街14號,1.0,1196.0,慈福派出所,,121.49119,25.075619
私人住宅大樓,D407000003,溪美里,新北市三重區溪美里仁政街157號,1.0,70.0,慈福派出所,,121.49142,25.079297
尊皇大都會,D407000004,溪美里,新北市三重區溪美里仁政街152號之7,2.0,561.0,慈福派出所,,121.49146,25.078843
住商不動產,D407000006,福隆里,新北市三重區福隆里自強路4段2號,1.0,151.0,慈福派出所,,121.48824,25.076123
私人住宅大樓,D407000008,溪美里,新北市三重區溪美里仁政街126號,3.0,1952.0,慈福派出所,,121.49164,25.078537
開發實業,D407000009,溪美里,新北市三重區溪美里溪尾街39號,2.0,543.0,慈福派出所,,121.49133,25.075865
全民開獎大樓,D407000012,五順里,新北市三重區五順里五華街35巷59號之1,1.0,168.0,慈福派出所,,121.496,25.08173
私人住宅大樓,D407000015,福隆里,新北市三重區福隆里溪尾街42號,3.0,379.0,慈福派出所,,121.49072,25.077018
私人住宅大樓,D407000016,福隆里,新北市三重區福隆里自強路4段31巷1號,3.0,1721.0,慈福派出所,,121.48941,25.076654
舊式公寓,D407000018,福隆里,新北市三重區福隆里溪尾街96號,1.0,182.0,慈福派出所,,121.48964,25.078575
鴻昌建材,D407000019,福隆里,新北市三重區福隆里自強路4段12號,1.0,168.0,慈福派出所,,121.48842,25.076353
CNC雕刻,D407000021,福隆里,新北市三重區福隆里溪尾街108巷46弄1號,1.0,128.0,慈福派出所,,121.48778,25.077857
舊式公寓,D407000022,福隆里,新北市三重區福隆里溪尾街108巷46弄2號,1.0,196.0,慈福派出所,,121.48778,25.077986
好師傅有限公司,D407000027,福隆里,新北市三重區福隆里溪尾街108巷46弄37號,1.0,561.0,慈福派出所,,121.48909,25.078273
舊式公寓,D407000028,福樂里,新北市三重區福樂里三和路4段135巷25號,1.0,611.0,慈福派出所,,121.48556,25.078259
私人住宅大樓,D407000031,福隆里,新北市三重區福隆里三和路4段95號之1,1.0,281.0,慈福派出所,,121.48804,25.076098
三和101,D407000034,福隆里,新北市三重區福隆里三和路4段103號,2.0,1582.0,慈福派出所,,121.48713,25.076629
台新銀行,D407000035,慈生里,新北市三重區慈生里三和路4段183號,1.0,254.0,慈福派出所,,121.48269,25.079102
蓮愛,D407000036,溪美里,新北市三重區溪美里溪尾街41號,1.0,613.0,慈福派出所,,121.49126,25.076133
私人住宅大樓,D407000037,福隆里,新北市三重區福隆里三和路4段117巷15號,1.0,312.0,慈福派出所,,121.48613,25.077749
私人住宅大樓,D407000038,五常里,新北市三重區五常里五華街7巷71號,1.0,386.0,慈福派出所,,121.49658,25.080676
私人住宅大樓,D407000039,福隆里,新北市三重區福隆里三和路4段117巷15號,1.0,594.0,慈福派出所,,121.48613,25.077749
私人住宅大樓,D407000040,福隆里,新北市三重區福隆里三和路4段117巷22號,1.0,270.0,慈福派出所,,121.48585,25.077999
私人住宅大樓,D407000041,五順里,新北市三重區五順里五華街35巷59號,1.0,268.0,慈福派出所,,121.49592,25.08168
巨林美而美,D407000042,五順里,新北市三重區五順里五華街16號,1.0,477.0,慈福派出所,,121.49487,25.080276
聖仁參藥行,D407000043,五常里,新北市三重區五常里五華街6號,1.0,1251.0,慈福派出所,,121.49505,25.080003
萊爾富車超商,D407000044,慈愛里,新北市三重區慈愛里三和路4段233號,1.0,771.0,慈福派出所,,121.48115,25.079966
私人住宅大樓,D407000048,福隆里,新北市三重區福隆里三和路4段95號,1.0,212.0,慈福派出所,,121.48815,25.076046
舊式公寓,D407000049,慈福里,新北市三重區慈福里慈愛街26號,1.0,334.0,慈福派出所,,121.48498,25.078889
舊式公寓,D407000053,福隆里,新北市三重區福隆里溪尾街108巷48號,1.0,318.0,慈福派出所,,121.48805,25.078333
私人住宅大樓,D407000063,福樂里,新北市三重區福樂里溪尾街108巷73號,1.0,475.0,慈福派出所,,121.48732,25.078259
正大藥局,D407000064,五順里,新北市三重區五順里五華街39號,1.0,172.0,慈福派出所,,121.49454,25.081058
7-11藥局,D407000071,五順里,新北市三重區五順里仁義街180號,1.0,280.0,慈福派出所,,121.49677,25.081514
仁義幼兒園,D407000072,五順里,新北市三重區五順里仁義街188號,1.0,901.0,慈福派出所,,121.49669,25.081663
三重社會福利大樓,D407000073,溪美里,新北市三重區溪美里溪尾街73號,1.0,2247.0,慈福派出所,,121.4906,25.077856
私人住宅大樓,D407000074,五順里,新北市三重區五順里仁義街211巷13號,1.0,1397.0,慈福派出所,,121.49737,25.082138
東北檳榔攤,D407000075,五順里,新北市三重區五順里仁義街169號,1.0,290.0,慈福派出所,,121.49695,25.081514
第一廣場,D407000076,溪美里,新北市三重區溪美里溪尾街115號,2.0,1451.0,慈福派出所,,121.48971,25.078864
私人住宅大樓,D407000077,溪美里,新北市三重區溪美里仁政街74號,1.0,482.0,慈福派出所,,121.4927,25.077393
私人住宅大樓,D407000078,五常里,新北市三重區五常里仁義街168號,1.0,1277.0,慈福派出所,,121.497,25.081109
私人住宅大樓,D407000079,福樂里,新北市三重區福樂里三和路4段117巷58號,1.0,256.0,慈福派出所,,121.48655,25.078021
瀚大,D407000080,溪美里,新北市三重區溪美里福隆路14號,1.0,134.0,慈福派出所,,121.49133,25.077965
私人住宅大樓,D407000081,五常里,新北市三重區五常里五華街1巷32號,1.0,63.0,慈福派出所,,121.49621,25.080133
金發工業股份有限公司,D407000082,五常里,新北市三重區五常里仁愛街269巷50號,1.0,243.0,慈福派出所,,121.49432,25.079603
富凱廣場,D407000083,溪美里,新北市三重區溪美里溪尾街121號,3.0,1388.0,慈福派出所,,121.48963,25.0791
黑石,D407000084,五常里,新北市三重區五常里仁義街160號,1.0,152.0,慈福派出所,,121.49714,25.080803
私人住宅大樓,D407000085,五常里,新北市三重區五常里仁義街159巷38號,2.0,1287.0,慈福派出所,,121.49862,25.082018
私人住宅大樓,D407000086,五順里,新北市三重區五順里五華街19號,1.0,1874.0,慈福派出所,,121.49495,25.080469
仁安堂中醫,D407000087,福樂里,新北市三重區福樂里三和路4段133號,1.0,1435.0,慈福派出所,,121.48465,25.077984
私人住宅大樓,D407000088,五常里,新北市三重區五常里五華街9號之1,1.0,902.0,慈福派出所,,121.49515,25.080158
柔佩詩髮廊,D407000089,五常里,新北市三重區五常里仁義街145號,1.0,502.0,慈福派出所,,121.49727,25.080884
佳潔車體美容,D407000090,五順里,新北市三重區五順里環河北路2段322號,2.0,180.0,慈福派出所,,121.49831,25.083218
想不到娃娃家族,D407000091,慈福里,新北市三重區慈福里三和路4段163巷50號,1.0,70.0,慈福派出所,,121.4884,25.080122
永和豆漿,D407000092,溪美里,新北市三重區溪美里仁愛街281號,1.0,127.0,慈福派出所,,121.49275,25.078943
酒饌洋酒,D407000093,福隆里,新北市三重區福隆里福隆路3號,1.0,1107.0,慈福派出所,,121.48941,25.077036
歡喜佛堂,D407000094,溪美里,新北市三重區溪美里福隆路20號,1.0,280.0,慈福派出所,,121.49149,25.078026
仁愛尊貴,D407000096,溪美里,新北市三重區溪美里仁愛街366巷12號,2.0,180.0,慈福派出所,,121.49113,25.08027
築城麗富,D407000098,溪美里,新北市三重區溪美里溪尾街125號,4.0,3390.0,慈福派出所,,121.4893,25.079696
幸福家綻,D407000100,慈惠里,新北市三重區慈惠里三和路4段203巷183號,1.0,458.0,慈福派出所,,121.48603,25.080518
悠悅賞,D407000115,仁華里,新北市三重區仁華里永安北路2段101號,1.0,954.0,慈福派出所,,121.48295,25.083864
合嘉逍遙遊,D407000120,仁華里,新北市三重區仁華里永安北路2段121號,1.0,1212.0,慈福派出所,,121.48358,25.084244
私人住宅大樓,D407000134,仁華里,新北市三重區仁華里永安北路二段117號,1.0,134.0,慈福派出所,,121.48351,25.084201
捷絲旅-三重館,D407000135,福隆里,新北市三重區福隆里三和路4段107-1號,1.0,596.0,慈福派出所,,121.48704,25.077195
小品川,D407000136,五常里,新北市三重區五常里元信一街161號,5.0,564.0,慈福派出所,,121.49711,25.077799
峰雲,D407000137,溪美里,新北市三重區溪美里福隆路75號,1.0,139.0,慈福派出所,,121.49156,25.077851
仁政公寓大廈,D407000138,溪美里,新北市三重區溪美里仁政街76巷17號,1.0,70.0,慈福派出所,,121.4917,25.077164
仁仁愛社區,D407000139,五常里,新北市三重區五常里仁義街79巷23號,1.0,742.0,慈福派出所,,121.49846,25.079499
達麗大景匯,D407000140,五常里,新北市三重區五常里環河北路2段220號,1.0,727.0,慈福派出所,,121.49999,25.080074
大亮時代一期,D407000141,五常里,新北市三重區五常里元信二街116號,1.0,520.0,慈福派出所,,121.49703,25.079791
徐匯棧,D407000142,仁華里,新北市三重區仁華里19鄰仁安街99號,1.0,1129.0,慈福派出所,,121.48295,25.083415
大亮時代二期,D407000143,五常里,新北市三重區五常里仁義街106號,1.0,534.0,慈福派出所,,121.49783,25.079485
日日東森社區,D407000144,五常里,新北市三重區五常里元信一街26號,4.0,629.0,慈福派出所,,121.49985,25.079006
大亮時代三期,D407000145,五常里,新北市三重區五常里6鄰元信三街19號,1.0,397.0,慈福派出所,,121.49904,25.081527
達麗麗水苑,D407000146,五常里,新北市三重區五常里1鄰仁義街79巷42號,1.0,395.0,慈福派出所,,121.49922,25.080007
欣世代國際館,D407000147,五常里,新北市三重區五常里5鄰元信二街56號,1.0,909.0,慈福派出所,,121.49851,25.080522
,D407000150,福隆里,新北市三重區福隆里三和路四段83號,3.0,1113.0,慈福派出所,,121.4891313,25.0756567
明志國中-勵志樓,D408000001,重陽里,新北市三重區重陽里明志街135號,1.0,279.0,光明派出所,,121.48988,25.063536
老舊公寓,D408000002,田心里,新北市三重區田心里忠孝路3段50巷51號,1.0,132.0,光明派出所,,121.48321,25.064254
私人住宅大樓,D408000006,過田里,新北市三重區過田里三寧街1號,1.0,1159.0,光明派出所,,121.48883,25.059317
老舊公寓,D408000007,錦田里,新北市三重區錦田里新北大道1段46巷11號,1.0,114.0,光明派出所,,121.4878,25.06207
公寓-陳皇霖,D408000013,民生里,新北市三重區民生里民生街40號,1.0,221.0,光明派出所,,121.49172,25.066978
公寓-朱明章,D408000014,民生里,新北市三重區民生里民生街50號,1.0,154.0,光明派出所,,121.49163,25.066845
公寓-黃碧華,D408000016,民生里,新北市三重區民生里民生街56號,1.0,129.0,光明派出所,,121.49154,25.066757
老舊公寓,D408000017,田安里,新北市三重區田安里中華路52號,1.0,132.0,光明派出所,,121.48339,25.061881
老舊公寓,D408000019,田安里,新北市三重區田安里中華路58號,1.0,125.0,光明派出所,,121.4834,25.062127
明志國中-行政大樓,D408000022,重陽里,新北市三重區重陽里明志街135號,1.0,341.0,光明派出所,,121.48988,25.063536
明志街113-115集合住宅,D408000024,重陽里,新北市三重區重陽里明志街113號,1.0,131.0,光明派出所,,121.49008,25.063594
洛陽街49巷11號集合住宅,D408000027,田心里,新北市三重區田心里洛陽街49巷11號,1.0,132.0,光明派出所,,121.48154,25.063698
老舊公寓,D408000028,田心里,新北市三重區田心里洛陽街49巷135號,1.0,214.0,光明派出所,,121.4815,25.063772
老舊公寓,D408000029,田心里,新北市三重區田心里洛陽街47號,1.0,214.0,光明派出所,,121.48197,25.063309
老舊公寓,D408000030,田心里,新北市三重區田心里洛陽街25巷6號,1.0,276.0,光明派出所,,121.48279,25.063616
新生街59號集合住宅,D408000031,光田里,新北市三重區光田里新生街59號,1.0,487.0,光明派出所,,121.48456,25.059412
三重區公所,D408000034,過田里,新北市三重區過田里新北大道1段11號,1.0,302.0,光明派出所,,121.4884,25.061199
老舊公寓,D408000036,過田里,新北市三重區過田里過圳街46號,1.0,226.0,光明派出所,,121.4873,25.06085
老舊公寓,D408000037,過田里,新北市三重區過田里重陽路1段115號,1.0,364.0,光明派出所,,121.487,25.06013
修德國小,D408000039,民生里,新北市三重區民生里重陽路3段3號,1.0,990.0,光明派出所,,121.4889,25.066233
修德國小,D408000040,民生里,新北市三重區民生里重陽路3段3號,1.0,1621.0,光明派出所,,121.48906,25.066175
老舊公寓,D408000042,光陽里,新北市三重區光陽里三陽路100巷1弄2號,1.0,221.0,光明派出所,,121.48352,25.058438
三陽路102號集合住宅,D408000044,光陽里,新北市三重區光陽里三陽路102號,1.0,184.0,光明派出所,,121.48343,25.05872
宏福白宮社區,D408000048,光陽里,新北市三重區光陽里名源街32號,1.0,484.0,光明派出所,,121.48225,25.059941
老舊公寓-魏志誠,D408000053,光陽里,新北市三重區光陽里中華路2巷31弄2號,1.0,321.0,光明派出所,,121.48221,25.060495
利恆大樓,D408000055,田安里,新北市三重區田安里新北大道1段86巷17號,1.0,314.0,光明派出所,,121.48599,25.062148
詹明煌,D408000056,田安里,新北市三重區田安里過圳街106號,1.0,94.0,光明派出所,,121.48618,25.062314
母心幼兒園,D408000057,大園里,新北市三重區大園里大同北路115巷3號,1.0,154.0,光明派出所,,121.49409,25.064505
老舊公寓-趙慧譁,D408000062,重陽里,新北市三重區重陽里大同北路148巷6號,1.0,133.0,光明派出所,,121.49158,25.06488
老舊公寓-李文章,D408000063,重陽里,新北市三重區重陽里大同北路148巷20號,1.0,162.0,光明派出所,,121.49128,25.064809
私人住宅大樓,D408000064,重陽里,新北市三重區重陽里大仁街50號,1.0,517.0,光明派出所,,121.4917,25.064703
老舊公寓-劉國勝,D408000067,光田里,新北市三重區光田里新北大道1段97號,1.0,409.0,光明派出所,,121.4844,25.061299
私人住宅大樓,D408000072,國隆里,新北市三重區國隆里明志街17號,1.0,260.0,光明派出所,,121.49236,25.064496
好利旺社區,D408000073,國隆里,新北市三重區國隆里大仁街11號,1.0,865.0,光明派出所,,121.49179,25.064134
福利旺社區,D408000074,過田里,新北市三重區過田里過圳街2號,1.0,1873.0,光明派出所,,121.48831,25.059092
私人住宅大樓,D408000075,過田里,新北市三重區過田里重陽路1段57號,1.0,123.0,光明派出所,,121.48687,25.058425
私人住宅大樓,D408000076,過田里,新北市三重區過田里過圳街7巷28號,1.0,199.0,光明派出所,,121.49023,25.059748
民生大第社區,D408000077,民生里,新北市三重區民生里民生街57號,1.0,186.0,光明派出所,,121.49114,25.066443
私人住宅大樓,D408000078,田安里,新北市三重區田安里新北大道1段100巷16號,1.0,53.0,光明派出所,,121.48549,25.06216
私人住宅大樓,D408000079,田安里,新北市三重區田安里新北大道1段100巷12號,1.0,265.0,光明派出所,,121.4855,25.06212
麗晶大廈,D408000080,光陽里,新北市三重區光陽里新生街100號,1.0,112.0,光明派出所,,121.48322,25.059217
私人住宅大樓,D408000081,過田里,新北市三重區過田里過圳街7巷16號,1.0,245.0,光明派出所,,121.48991,25.059534
私人住宅大樓,D408000082,光田里,新北市三重區光田里三民街14號,1.0,195.0,光明派出所,,121.48563,25.060698
三重戶政事務所,D408000083,過田里,新北市三重區過田里新北大道1段9號,1.0,466.0,光明派出所,,121.48921,25.061139
三民大廈丁棟,D408000084,三民里,新北市三重區三民里重陽路2段34巷61號,1.0,175.0,光明派出所,,121.48598,25.063569
中山吉祥大樓,D408000085,光田里,新北市三重區光田里新北大道1段95號,1.0,439.0,光明派出所,,121.48447,25.061298
台汽公司,D408000086,中山里,新北市三重區中山里中正北路27號,1.0,577.0,光明派出所,,121.49248,25.061882
三民大廈乙區,D408000087,三民里,新北市三重區三民里重陽路34巷82號,1.0,320.0,光明派出所,,121.48461,25.064514
大仁社區,D408000088,重陽里,新北市三重區重陽里大仁街68號,1.0,183.0,光明派出所,,121.49233,25.065117
私人住宅大樓,D408000089,光陽里,新北市三重區光陽里重陽路1段60巷67號,1.0,62.0,光明派出所,,121.48439,25.058317
三民大廈重陽社區,D408000090,三民里,新北市三重區三民里重陽路2段74號,1.0,1579.0,光明派出所,,121.48726,25.064211
三民大廈中正社區,D408000091,三民里,新北市三重區三民里中正北路118巷7號,1.0,1435.0,光明派出所,,121.48511,25.064776
私人住宅大樓,D408000092,過田里,新北市三重區過田里新北大道1段7號,1.0,1619.0,光明派出所,,121.48953,25.061179
私人住宅大樓,D408000093,田心里,新北市三重區田心里忠孝路3段99巷15號,1.0,94.0,光明派出所,,121.47958,25.064359
金寶石社區,D408000094,光陽里,新北市三重區光陽里三陽路55號,1.0,1248.0,光明派出所,,121.48443,25.059094
儷園大廈,D408000095,三民里,新北市三重區三民里中正北路118巷2號,1.0,325.0,光明派出所,,121.48482,25.064952
淇園大廈,D408000096,中山里,新北市三重區中山里中正北路19號,1.0,267.0,光明派出所,,121.49256,25.061773
國王特區,D408000097,過田里,新北市三重區過田里重陽路1段43巷24號,1.0,570.0,光明派出所,,121.48796,25.058295
重陽皇家大樓,D408000098,過田里,新北市三重區過田里重陽路1段45號,1.0,256.0,光明派出所,,121.48688,25.058133
興華德營大樓,D408000099,光田里,新北市三重區光田里興華街85號,1.0,363.0,光明派出所,,121.48453,25.059908
傳世寶第社區,D408000100,田安里,新北市三重區田安里中華路48號,1.0,240.0,光明派出所,,121.48338,25.06169
私人住宅大樓,D408000101,過田里,新北市三重區過田里重新路4段43號,1.0,268.0,光明派出所,,121.48788,25.057581
大同市民活動中心,D408000102,民生里,新北市三重區民生里大同北路186號,1.0,307.0,光明派出所,,121.49071,25.066295
全球大富貴社區,D408000103,光陽里,新北市三重區光陽里中華路20巷21號,1.0,712.0,光明派出所,,121.48264,25.060797
頭家恭喜社區,D408000104,田安里,新北市三重區田安里新北大道1段240號,1.0,1353.0,光明派出所,,121.48178,25.061669
傳家堡社區,D408000105,三民里,新北市三重區三民里三民街115巷9號,1.0,138.0,光明派出所,,121.48452,25.064812
私人住宅大樓,D408000106,過田里,新北市三重區過田里重新路四段51號,1.0,1450.0,光明派出所,,121.48777,25.057493
圓如意社區,D408000107,三民里,新北市三重區三民里中正北路118巷1號,1.0,323.0,光明派出所,,121.48546,25.065092
理想家社區,D408000108,民生里,新北市三重區民生里大智街116號,1.0,129.0,光明派出所,,121.49304,25.066936
世華經典大廈,D408000109,三民里,新北市三重區三民里重陽路2段36號,1.0,332.0,光明派出所,,121.48692,25.063127
新北市召會三重會所,D408000110,中山里,新北市三重區中山里大同北路36號,1.0,431.0,光明派出所,,121.49528,25.062648
