編號,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度,村里別
282.0,臺中市南區江川里五權南路278巷2號,1.0,458.0,第三分局," 120.670422",24.123424,江川里
283.0,臺中市南區江川里永東街65號,1.0,125.0,第三分局," 120.673991",24.124769,江川里
284.0,臺中市南區國光里台中路394巷42號,1.0,225.0,第三分局," 120.684096",24.125824,國光里
285.0,臺中市南區國光里台中路394巷36號,1.0,275.0,第三分局," 120.684278",24.125402,國光里
286.0,臺中市南區國光里合作街234號,1.0,158.0,第三分局," 120.682409",24.125421,國光里
287.0,臺中市南區國光里仁和路226號,1.0,133.0,第三分局,120.6821453,24.126508,國光里
288.0,臺中市南區國光里仁和路214巷20號,1.0,133.0,第三分局,120.6817650,24.125622,國光里
289.0,臺中市南區國光里仁和路214巷3號,1.0,133.0,第三分局," 120.681885",24.126121,國光里
290.0,臺中市南區國光里仁和路214巷7號,1.0,133.0,第三分局," 120.681966",24.126013,國光里
291.0,臺中市南區國光里仁和路215巷2號,4.0,458.0,第三分局," 120.681621",24.126804,國光里
292.0,臺中市南區國光里合作街256號,6.0,687.0,第三分局," 120.682539",24.124682,國光里
293.0,臺中市南區南門里合作街360號,1.0,242.0,第三分局,120.682423,24.121956,南門里
294.0,臺中市南區南門里明德街82巷14號,1.0,116.0,第三分局," 120.683128",24.121235,南門里
295.0,臺中市南區江川里建成路1775巷1之13號,1.0,166.0,第三分局," 120.670923",24.126195,江川里
296.0,臺中市南區江川里建成路1723號,1.0,222.0,第三分局," 120.672532",24.126457,江川里
297.0,臺中市南區江川里建成路1797號,1.0,133.0,第三分局," 120.670584",24.126458,江川里
298.0,臺中市南區城隍里正義街161號,1.0,217.0,第三分局,120.6809231,24.129127,城隍里
299.0,臺中市南區南門里國光路469巷6號,1.0,100.0,第三分局," 120.679934",24.118652,南門里
300.0,臺中市南區南門里國光路469巷10號,1.0,100.0,第三分局,120.6800421,24.118693,南門里
301.0,臺中市南區南門里國光路469巷11號,1.0,100.0,第三分局," 120.679977",24.118407,南門里
302.0,臺中市南區南門里國光路469巷3號,1.0,583.0,第三分局,120.6797012,24.118490,南門里
303.0,臺中市南區新榮里公理街41-1號,1.0,133.0,第三分局,120.6750861,24.130355,新榮里
304.0,臺中市南區新榮里公理街41-2號,1.0,133.0,第三分局," 120.675118",24.130405,新榮里
305.0,臺中市南區新榮里公理街41號,1.0,133.0,第三分局," 120.675034",24.130376,新榮里
306.0,臺中市南區新榮里永和街301巷11號,1.0,108.0,第三分局,120.6743220,24.127591,新榮里
307.0,臺中市南區新榮里復興路三段213巷5號,1.0,116.0,第三分局,120.6747545,24.131791,新榮里
308.0,臺中市南區新榮里學府路189號,1.0,260.0,第三分局,120.6739328,24.129720,新榮里
309.0,臺中市南區新榮里學府路126號,3.0,724.0,第三分局," 120.674410",24.128718,新榮里
310.0,臺中市南區新榮里學府路173號,1.0,208.0,第三分局,120.6739220,24.129769,新榮里
311.0,臺中市南區國光里仁和一街93號,1.0,133.0,第三分局,120.6837702,24.125979,國光里
312.0,臺中市南區國光里台中路348巷11號,1.0,124.0,第三分局," 120.683347",24.127335,國光里
313.0,臺中市南區國光里台中路476號,1.0,416.0,第三分局," 120.683479",24.124883,國光里
314.0,臺中市南區國光里台中路432號,1.0,166.0,第三分局,120.6835604,24.125302,國光里
315.0,臺中市南區國光里台中路423號,1.0,111.0,第三分局,120.6846966,24.122364,國光里
316.0,臺中市南區國光里台中路490號,1.0,100.0,第三分局,120.6833692,24.124581,國光里
317.0,臺中市南區國光里仁和一街72號,1.0,250.0,第三分局,120.6831226,24.125791,國光里
318.0,臺中市南區國光里仁和路250號,1.0,713.0,第三分局,120.6830590,24.126363,國光里
319.0,臺中市南區國光里仁和一街69號,1.0,118.0,第三分局,120.6833223,24.125994,國光里
320.0,臺中市南區國光里仁和路280號,1.0,822.0,第三分局,120.6833223,24.125994,國光里
321.0,臺中市南區國光里台中路420號,1.0,124.0,第三分局," 120.683585",24.125614,國光里
322.0,臺中市南區國光里台中路348巷13號,1.0,125.0,第三分局," 120.683906",24.127440,國光里
323.0,臺中市南區國光里仁和一街71號,1.0,100.0,第三分局," 120.683363",24.125996,國光里
324.0,臺中市南區國光里台中路386號,1.0,408.0,第三分局,120.683908,24.126504,國光里
325.0,臺中市南區長春里台中路22號,1.0,100.0,第三分局," 120.682469",24.135231,長春里
326.0,臺中市南區長春里復興路三段525號,1.0,125.0,第三分局," 120.682371",24.134728,長春里
327.0,臺中市南區長春里台中路44號,1.0,116.0,第三分局," 120.682698",24.134915,長春里
328.0,臺中市南區長春里台中路40號,1.0,208.0,第三分局,120.6826690,24.134929,長春里
329.0,臺中市南區長春里台中路34號,1.0,108.0,第三分局,120.6826715,24.135052,長春里
330.0,臺中市南區長春里台中路32號,1.0,108.0,第三分局,120.6826408,24.135022,長春里
331.0,臺中市南區長春里民生路14巷11號,1.0,166.0,第三分局," 120.681028",24.134454,長春里
332.0,臺中市南區長春里復興路三段382巷2號,1.0,250.0,第三分局," 120.682534",24.134338,長春里
333.0,臺中市南區長春里復興路三段374號,1.0,166.0,第三分局," 120.682352",24.134291,長春里
334.0,臺中市南區長春里台中路58號,1.0,316.0,第三分局,120.6829022,24.134344,長春里
335.0,臺中市南區長春里台中路18號,1.0,116.0,第三分局," 120.682419",24.135352,長春里
336.0,臺中市南區長春里復興路三段521號,1.0,242.0,第三分局," 120.682360",24.134616,長春里
337.0,臺中市南區長春里台中路16號,1.0,116.0,第三分局," 120.682368",24.135353,長春里
338.0,臺中市南區長春里台中路20號,1.0,225.0,第三分局," 120.682374",24.135243,長春里
339.0,臺中市南區長春里台中路2巷6號,1.0,116.0,第三分局," 120.682159",24.135223,長春里
340.0,臺中市南區新榮里學府路135巷20號,3.0,2889.0,第三分局,120.6736007,24.128665,新榮里
341.0,臺中市南區德義里有恆街167號,1.0,248.0,第三分局," 120.677626",24.127561,德義里
342.0,臺中市南區國光里台中路292號,1.0,300.0,第三分局,120.6844693,24.128588,國光里
343.0,臺中市南區新榮里復興路三段197巷7號,1.0,679.0,第三分局," 120.674606",24.131424,新榮里
344.0,臺中市南區江川里永南街13號,1.0,552.0,第三分局,120.6711017,24.124070,江川里
345.0,臺中市南區南門里南門路59巷43號,1.0,150.0,第三分局,120.6811969,24.121531,南門里
346.0,臺中市南區國光里建成路1479號,2.0,372.0,第三分局,120.6800487,24.127404,國光里
347.0,臺中市南區德義里建成路1601號,1.0,231.0,第三分局,120.6758770,24.126343,德義里
348.0,臺中市南區江川里永南街7號,1.0,669.0,第三分局," 120.671181",24.124692,江川里
349.0,臺中市南區長春里民生路9巷22號,1.0,167.0,第三分局,120.6801408,24.134074,長春里
350.0,臺中市南區長榮里復興路三段307號,1.0,216.0,第三分局,120.6772800,24.132518,長榮里
351.0,臺中市南區德義里仁德街32號,1.0,253.0,第三分局,120.6775557,24.125461,德義里
352.0,臺中市南區南門里明德街84號,3.0,2303.0,第三分局," 120.683940",24.120845,南門里
353.0,臺中市南區德義里忠孝路97號,2.0,677.0,第三分局," 120.678248",24.128459,德義里
354.0,臺中市南區國光里仁和二街51號,1.0,883.0,第三分局,120.6828923,24.125195,國光里
355.0,臺中市南區南門里台中路538號,1.0,1180.0,第三分局,120.6847732,24.121761,南門里
356.0,臺中市南區德義里忠孝路1號,1.0,1081.0,第三分局," 120.675382",24.127192,德義里
357.0,臺中市南區德義里忠孝路62-3號,1.0,1332.0,第三分局,120.6767009,24.127259,德義里
358.0,臺中市南區南門里南門路57號,2.0,1424.0,第三分局," 120.681233",24.122342,南門里
359.0,臺中市南區城隍里忠孝路149-1號,3.0,1081.0,第三分局," 120.681229",24.129682,城隍里
360.0,臺中市南區德義里學府路88號,1.0,1845.0,第三分局,120.675021,24.127667,德義里
361.0,臺中市南區城隍里正氣街47號,1.0,865.0,第三分局,120.6831852,24.129421,城隍里
362.0,臺中市南區南門里忠明南路1272號,1.0,100.0,第三分局," 120.682010",24.119160,南門里
363.0,臺中市南區新榮里復興路三段181號,2.0,537.0,第三分局,120.6738499,24.130998,新榮里
364.0,臺中市南區城隍里正氣街52號,3.0,1144.0,第三分局,120.682923,24.129397,城隍里
365.0,臺中市南區城隍里國光路225號,1.0,575.0,第三分局,120.6789509,24.127656,城隍里
366.0,臺中市南區南門里興大路137之6號,2.0,965.0,第三分局," 120.679994",24.123809,南門里
367.0,臺中市南區新榮里復興路三段152號,1.0,311.0,第三分局,120.6738994,24.130688,新榮里
368.0,臺中市南區德義里學府路91號,1.0,312.0,第三分局," 120.674876",24.126984,德義里
369.0,臺中市南區德義里建成路1639號,1.0,793.0,第三分局,120.6745538,24.126532,德義里
370.0,臺中市南區積善里國光路250號,1.0,726.0,第三分局," 120.679062",24.121779,積善里
371.0,臺中市南區積善里興大路196號,1.0,820.0,第三分局," 120.676773",24.124525,積善里
372.0,臺中市南區南門里忠明南路1298號,1.0,101.0,第三分局,120.6827430,24.119135,南門里
373.0,臺中市南區南門里明德街83號,2.0,1110.0,第三分局,120.6843773,24.120814,南門里
374.0,臺中市南區長春里合作街46號,1.0,956.0,第三分局," 120.680678",24.131144,長春里
375.0,臺中市南區城隍里正氣街36號,1.0,594.0,第三分局,120.682635,24.130131,城隍里
376.0,臺中市南區南門里國光路321號,2.0,2174.0,第三分局," 120.680199",24.122081,南門里
377.0,臺中市南區積善里學府路53號,1.0,244.0,第三分局,120.6750913,24.125373,積善里
378.0,臺中市南區積善里復新街88號,1.0,470.0,第三分局," 120.676396",24.125137,積善里
379.0,臺中市南區城隍里民意街68號,1.0,200.0,第三分局,120.6840564,24.129568,城隍里
380.0,臺中市東區新庄里台中路101號,1.0,211.0,第三分局,120.6838274,24.133377,新庄里
381.0,臺中市東區新庄里和平街142號,1.0,218.0,第三分局,120.6864694,24.134580,新庄里
382.0,臺中市東區振興里台中路163號,1.0,103.0,第三分局," 120.685255",24.130899,振興里
383.0,臺中市東區振興里台中路153號,1.0,283.0,第三分局," 120.684671",24.131735,振興里
384.0,臺中市東區振興里忠孝路258巷28號,1.0,213.0,第三分局," 120.685778",24.130296,振興里
385.0,臺中市東區振興里建成路716號,1.0,100.0,第三分局," 120.688635",24.131437,振興里
386.0,臺中市東區振興里建成路720號,1.0,150.0,第三分局,120.6885280,24.131419,振興里
387.0,臺中市東區振興里建成路722-1號,1.0,250.0,第三分局," 120.688451",24.131416,振興里
388.0,臺中市東區東興里建成路721號,1.0,572.0,第三分局," 120.688874",24.131005,東興里
389.0,臺中市東區東興里建德街144號,1.0,312.0,第三分局," 120.689693",24.129664,東興里
390.0,臺中市東區東興里立德街200號,1.0,250.0,第三分局,120.6882882,24.130604,東興里
391.0,臺中市東區東興里建中街135號,1.0,338.0,第三分局,120.6897799,24.129199,東興里
392.0,臺中市東區振興里建成路700號,1.0,416.0,第三分局,120.6891837,24.131710,振興里
393.0,臺中市東區振興里立德街109巷2號,1.0,116.0,第三分局," 120.687795",24.133235,振興里
394.0,臺中市東區振興里信義街116號之2,1.0,207.0,第三分局,120.6843626,24.133048,振興里
395.0,臺中市東區振興里信義街114之1號,1.0,207.0,第三分局,120.6868899,24.1332676,振興里
396.0,臺中市東區振興里大公街59號,1.0,224.0,第三分局," 120.686186",24.133638,振興里
397.0,臺中市東區振興里和平街50號,1.0,1542.0,第三分局,120.6846361,24.133628,振興里
398.0,臺中市東區振興里台中路131號,1.0,257.0,第三分局,120.6841028,24.132760,振興里
399.0,臺中市東區振興里信義街142號,1.0,207.0,第三分局," 120.687875",24.133682,振興里
400.0,臺中市東區振興里台中路151號,1.0,124.0,第三分局," 120.684369",24.132511,振興里
401.0,臺中市東區新庄里復興路四段116號,1.0,133.0,第三分局,120.6860909,24.135825,新庄里
402.0,臺中市東區東興里建中街41號,1.0,166.0,第三分局,120.6864746,24.129357,東興里
403.0,臺中市東區東興里建中街21巷12號,1.0,108.0,第三分局," 120.686067",24.129587,東興里
404.0,臺中市東區東興里大公街112號,1.0,166.0,第三分局," 120.687212",24.130142,東興里
405.0,臺中市東區東興里建德街58號,1.0,408.0,第三分局,120.686955,24.129640,東興里
406.0,臺中市東區東興里建中街37號,1.0,125.0,第三分局," 120.686291",24.129244,東興里
407.0,臺中市東區東興里建中街21巷7號,1.0,150.0,第三分局,120.685708,24.129665,東興里
408.0,臺中市東區東興里興大路1號,1.0,797.0,第三分局," 120.684804",24.123896,東興里
409.0,臺中市東區東興里七中路15號,1.0,708.0,第三分局,120.6850614,24.124848,東興里
410.0,臺中市東區東興里台中路289號,1.0,225.0,第三分局,120.6843660,24.126182,東興里
411.0,臺中市東區新庄里和平街160號,1.0,443.0,第三分局,120.6872719,24.134530,新庄里
412.0,臺中市東區新庄里和平街217號,1.0,100.0,第三分局," 120.688747",24.135622,新庄里
413.0,臺中市東區新庄里和平街181號,1.0,216.0,第三分局," 120.687824",24.135363,新庄里
414.0,臺中市東區新庄里大勇街30號,1.0,116.0,第三分局," 120.687219",24.135499,新庄里
415.0,臺中市東區新庄里大勇街32號,1.0,116.0,第三分局," 120.686953",24.135379,新庄里
416.0,臺中市東區新庄里振興路2-1號,1.0,100.0,第三分局," 120.689439",24.136770,新庄里
417.0,臺中市東區新庄里大勇街28號,1.0,150.0,第三分局,120.6870192,24.135489,新庄里
418.0,臺中市東區新庄里大智路17巷1號,1.0,124.0,第三分局," 120.688529",24.136273,新庄里
419.0,臺中市東區新庄里和平街121號,1.0,614.0,第三分局," 120.687318",24.135082,新庄里
420.0,臺中市東區新庄里和平街119號,1.0,520.0,第三分局," 120.686926",24.134840,新庄里
421.0,臺中市東區新庄里和平街239號,1.0,283.0,第三分局,120.6892811,24.135926,新庄里
422.0,臺中市東區東興里建中街96號,1.0,292.0,第三分局," 120.689088",24.128919,東興里
423.0,臺中市東區東橋里振興路148號,1.0,108.0,第三分局,120.6932051,24.133019,東橋里
424.0,臺中市東區新庄里台中路103號,2.0,100.0,第三分局,120.6837715,24.133319,新庄里
425.0,臺中市東區新庄里台中路3號,1.0,116.0,第三分局," 120.682709",24.135678,新庄里
426.0,臺中市東區新庄里台中路51號,1.0,125.0,第三分局,120.6832145,24.134538,新庄里
427.0,臺中市東區振興里大智路69號,1.0,150.0,第三分局," 120.688957",24.134779,振興里
428.0,臺中市東區振興里信義街230號,1.0,739.0,第三分局," 120.690208",24.134633,振興里
429.0,臺中市東區振興里大勇街85號,1.0,260.0,第三分局," 120.687957",24.134352,振興里
430.0,臺中市東區振興里信義街164號,1.0,142.0,第三分局," 120.688332",24.133895,振興里
431.0,臺中市東區振興里大勇街62號,1.0,492.0,第三分局," 120.687696",24.134578,振興里
432.0,臺中市東區振興里大勇街66號,1.0,395.0,第三分局,120.6876825,24.134329,振興里
433.0,臺中市東區新庄里復興路四段58號,1.0,100.0,第三分局," 120.684373",24.134987,新庄里
434.0,臺中市東區新庄里大公街1號,1.0,150.0,第三分局," 120.685282",24.135321,新庄里
435.0,臺中市東區新庄里大公街2號,1.0,216.0,第三分局," 120.685012",24.135022,新庄里
436.0,臺中市東區新庄里大公街18號,1.0,187.0,第三分局,120.6851749,24.134786,新庄里
437.0,臺中市東區新庄里復興路四段80號,1.0,250.0,第三分局," 120.684922",24.135316,新庄里
438.0,臺中市東區新庄里復興路四段78號,1.0,208.0,第三分局,120.6847947,24.135254,新庄里
439.0,臺中市東區新庄里大公街15號,1.0,416.0,第三分局," 120.685353",24.134881,新庄里
440.0,臺中市東區新庄里大公街6號,1.0,312.0,第三分局,120.6848590,24.134956,新庄里
441.0,臺中市東區新庄里復興路四段102號,1.0,859.0,第三分局," 120.685514",24.135663,新庄里
442.0,臺中市東區新庄里復興路四段82號,1.0,186.0,第三分局,120.6850248,24.135355,新庄里
443.0,臺中市東區新庄里復興路四段133號,1.0,253.0,第三分局," 120.685815",24.136084,新庄里
444.0,臺中市東區振興里台中路203號,1.0,327.0,第三分局," 120.685425",24.130339,振興里
445.0,臺中市東區東興里建中街25號,1.0,193.0,第三分局,120.6860418,24.129185,東興里
446.0,臺中市東區東門里東光園路276號,1.0,1221.0,第三分局," 120.697310",24.130754,東門里
447.0,臺中市東區振興里大智路65號,1.0,214.0,第三分局,120.6890358,24.134817,振興里
448.0,臺中市東區東橋里仁和路503號,1.0,268.0,第三分局," 120.692361",24.126903,東橋里
449.0,臺中市東區東興里立德街217之1號,1.0,543.0,第三分局," 120.688974",24.130177,東興里
450.0,臺中市東區振興里大勇街73號,1.0,158.0,第三分局,120.6879223,24.134672,振興里
451.0,臺中市東區東門里六順路36號,1.0,1434.0,第三分局," 120.700080",24.125311,東門里
452.0,臺中市東區東門里六順路112號,1.0,161.0,第三分局," 120.700517",24.125298,東門里
453.0,"臺中市東區東門里東福路110號 ",2.0,2243.0,第三分局," 120.698773",24.127886,東門里
454.0,臺中市東區新庄里大勇街69號,1.0,218.0,第三分局," 120.687724",24.134688,新庄里
455.0,臺中市東區振興里立德街88號,1.0,888.0,第三分局,120.6867897,24.133809,振興里
456.0,臺中市東區東門里東門路131號,1.0,196.0,第三分局,120.6995132,24.127637,東門里
457.0,臺中市東區東興里建中街77號,1.0,242.0,第三分局," 120.687656",24.129225,東興里
458.0,"臺中市東區東橋里建德街288號 ",2.0,1986.0,第三分局," 120.694459",24.129678,東橋里
459.0,臺中市東區東興里大智路432號,4.0,688.0,第三分局," 120.689926",24.127443,東興里
460.0,"臺中市東區東門里東福路128號   ",2.0,4171.0,第三分局,120.6992465,24.128808,東門里
461.0,臺中市東區富仁里精武路27巷85號,1.0,277.0,第三分局," 120.696974",24.147940,富仁里
462.0,臺中市東區東南里精武路19號,1.0,112.0,第三分局," 120.697176",24.147981,東南里
463.0,臺中市東區東南里精武路2巷23號,1.0,105.0,第三分局,120.6992533,24.150099,東南里
464.0,臺中市東區合作里東光路202號,1.0,509.0,第三分局," 120.698389",24.150177,合作里
465.0,臺中市東區合作里東光路210號,1.0,217.0,第三分局," 120.698497",24.150996,合作里
466.0,臺中市東區東南里精武路57號,1.0,185.0,第三分局," 120.695836",24.147974,東南里
467.0,臺中市東區合作里東光路220號,1.0,217.0,第三分局," 120.698564",24.151418,合作里
468.0,臺中市東區合作里東光路204號3巷6號,1.0,422.0,第三分局,120.6984365,24.150430,合作里
469.0,臺中市東區東南里精武路61號,2.0,881.0,第三分局," 120.695763",24.148025,東南里
470.0,臺中市東區東勢里精武路113巷1號,1.0,297.0,第三分局," 120.693284",24.147981,東勢里
471.0,臺中市東區東勢里精武路113巷2號,1.0,252.0,第三分局," 120.693299",24.147753,東勢里
472.0,臺中市東區東勢里精武路165號,1.0,327.0,第三分局,120.6917974,24.147693,東勢里
473.0,臺中市東區東勢里精武路113巷18號,1.0,100.0,第三分局,120.6931767,24.147805,東勢里
474.0,臺中市東區東勢里精武路113巷19號,1.0,142.0,第三分局,120.6935222,24.147716,東勢里
475.0,臺中市東區東勢里精武路113巷9號,1.0,415.0,第三分局,120.6930615,24.147804,東勢里
476.0,臺中市東區東勢里精武路169號,1.0,354.0,第三分局," 120.691542",24.147652,東勢里
477.0,臺中市東區東勢里精武路113巷6之1號,1.0,253.0,第三分局,120.6933162,24.148040,東勢里
478.0,臺中市東區東勢里進德路20巷24號,1.0,121.0,第三分局," 120.691651",24.146992,東勢里
479.0,臺中市東區東勢里精武路113巷17號,1.0,157.0,第三分局,120.6928120,24.147815,東勢里
480.0,臺中市東區東勢里精武路157號,1.0,311.0,第三分局,120.6921611,24.147792,東勢里
481.0,臺中市東區合作里進化路262號,1.0,120.0,第三分局,120.6945737,24.151902,合作里
482.0,臺中市東區合作里力行路85號,1.0,520.0,第三分局,120.6947534,24.151162,合作里
483.0,臺中市東區合作里力行路66巷11號,1.0,150.0,第三分局,120.6957058,24.151885,合作里
484.0,臺中市東區合作里力行路45號,1.0,112.0,第三分局," 120.696195",24.151174,合作里
485.0,臺中市東區東勢里進化路217號,1.0,284.0,第三分局," 120.694236",24.149974,東勢里
486.0,臺中市東區東勢里精武路112號,1.0,176.0,第三分局," 120.693730",24.148314,東勢里
487.0,臺中市東區東勢里進化路221巷1-1號,1.0,587.0,第三分局," 120.694138",24.150095,東勢里
488.0,臺中市東區東勢里精武路114號,1.0,413.0,第三分局," 120.693539",24.148432,東勢里
489.0,臺中市東區東勢里進化路195號,1.0,130.0,第三分局,120.6941226,24.148617,東勢里
490.0,臺中市東區東勢里進化路197號,1.0,413.0,第三分局,120.6942209,24.148706,東勢里
491.0,臺中市東區東勢里進化路191號,1.0,141.0,第三分局," 120.694022",24.148622,東勢里
492.0,臺中市東區東勢里進化路205巷24號,1.0,176.0,第三分局,120.6930234,24.149611,東勢里
493.0,臺中市東區東勢里精武路106號,2.0,854.0,第三分局," 120.694027",24.148489,東勢里
494.0,臺中市東區東勢里進化路205巷22號,1.0,627.0,第三分局," 120.693739",24.149025,東勢里
495.0,臺中市東區東南里進化路168巷6號,1.0,152.0,第三分局,120.6948622,24.146453,東南里
496.0,臺中市東區東南里東南街101號,1.0,113.0,第三分局," 120.695340",24.147603,東南里
497.0,臺中市東區東南里東南街95號,1.0,113.0,第三分局,120.6953520,24.147444,東南里
498.0,臺中市東區東南里東南街68號,1.0,606.0,第三分局," 120.695756",24.146894,東南里
499.0,臺中市東區東南里進化路158號,1.0,133.0,第三分局,120.6946440,24.146227,東南里
500.0,臺中市東區東南里東南街75號,1.0,240.0,第三分局," 120.695434",24.146888,東南里
501.0,臺中市東區東南里十甲路13巷21號,1.0,253.0,第三分局," 120.694920",24.145666,東南里
502.0,臺中市東區東勢里進德路38號,1.0,372.0,第三分局," 120.692408",24.146666,東勢里
503.0,臺中市東區合作里力行路202號,1.0,199.0,第三分局," 120.693023",24.152068,合作里
504.0,臺中市東區富仁里精武路217巷25號,1.0,261.0,第三分局,120.6890413,24.146824,富仁里
505.0,臺中市東區東南里南京東路一段343號,1.0,988.0,第三分局," 120.697317",24.146993,東南里
506.0,臺中市東區合作里力行路41號,1.0,140.0,第三分局,120.6963311,24.151075,合作里
507.0,臺中市東區富仁里進德路82號,2.0,3391.0,第三分局," 120.692354",24.145424,富仁里
508.0,臺中市東區東勢里進化路223號,1.0,114.0,第三分局," 120.693420",24.151536,東勢里
509.0,臺中市東區東勢里進德北路36號,1.0,100.0,第三分局," 120.692558",24.149148,東勢里
510.0,臺中市東區東勢里進德路31號,1.0,354.0,第三分局," 120.692449",24.146487,東勢里
511.0,臺中市東區東勢里精武路132號,1.0,347.0,第三分局," 120.692902",24.148390,東勢里
512.0,臺中市東區富仁里練武路43號,1.0,163.0,第三分局," 120.686938",24.143779,富仁里
513.0,臺中市東區東勢里進化路183號,1.0,970.0,第三分局," 120.693995",24.147873,東勢里
514.0,臺中市南區樹義里福田路158巷14號,1.0,117.0,第三分局," 120.658578",24.109921,樹義里
515.0,臺中市南區樹義里大慶街一段77-8號,1.0,2067.0,第三分局," 120.659101",24.113603,樹義里
516.0,臺中市南區樹義里大慶街一段265號,1.0,206.0,第三分局,120.6545574,24.113605,樹義里
517.0,臺中市南區樹義里大慶街一段77-19號,1.0,720.0,第三分局," 120.659123",24.113603,樹義里
518.0,臺中市南區西川里南屯路一段275巷73號,1.0,138.0,第三分局,120.656326,24.134543,西川里
519.0,臺中市南區西川里南屯路一段279號,1.0,187.0,第三分局," 120.656178",24.134500,西川里
520.0,臺中市南區西川里南屯路一段275巷47弄5號,1.0,184.0,第三分局," 120.656348",24.134513,西川里
521.0,臺中市南區西川里大忠南街170號,1.0,172.0,第三分局," 120.655363",24.134484,西川里
522.0,臺中市南區西川里南屯路一段237巷5弄71號,1.0,285.0,第三分局," 120.656029",24.130262,西川里
523.0,臺中市南區西川里南屯路一段237巷5弄60號,1.0,314.0,第三分局," 120.656343",24.130352,西川里
524.0,臺中市南區崇倫里崇倫街50巷20號,1.0,100.0,第三分局," 120.657132",24.129655,崇倫里
525.0,臺中市南區崇倫里崇倫街50巷28號,1.0,100.0,第三分局,120.656836,24.129605,崇倫里
526.0,臺中市南區崇倫里崇倫街50巷32號,1.0,100.0,第三分局," 120.656671",24.129862,崇倫里
527.0,臺中市南區崇倫里崇倫街50巷38號,1.0,100.0,第三分局," 120.656762",24.129736,崇倫里
528.0,臺中市南區西川里三民西路241號,1.0,630.0,第三分局,120.6613649,24.130056,西川里
529.0,臺中市南區福平里三民西路277號,1.0,166.0,第三分局," 120.659894",24.129961,福平里
530.0,臺中市南區西川里三民西路229號,1.0,1495.0,第三分局," 120.661713",24.130095,西川里
531.0,臺中市南區工學里忠明南路730巷21號,1.0,2885.0,第三分局,120.6590386,24.124677,工學里
532.0,臺中市南區樹義里復興路一段206號,1.0,250.0,第三分局,120.6539582,24.113940,樹義里
533.0,臺中市南區樹義里大慶街一段248號,1.0,216.0,第三分局,120.6551915,24.113933,樹義里
534.0,臺中市南區樹義里復興路一段226號,1.0,383.0,第三分局,120.6570438,24.114221,樹義里
535.0,臺中市南區樹義里復興路一段152巷12號,1.0,250.0,第三分局," 120.653916",24.112986,樹義里
536.0,臺中市南區樹義里復興路一段89號,1.0,113.0,第三分局," 120.648221",24.111686,樹義里
537.0,臺中市南區西川里忠明南路580巷7號,1.0,1784.0,第三分局," 120.656764",24.131289,西川里
538.0,臺中市南區西川里大忠南街246號,1.0,100.0,第三分局,120.6552908,24.131081,西川里
539.0,臺中市南區西川里大忠南街249號,1.0,260.0,第三分局," 120.655290",24.130877,西川里
540.0,臺中市南區西川里柳川東路一段79號,1.0,1666.0,第三分局," 120.659856",24.130517,西川里
541.0,臺中市南區西川里大忠南街243號,1.0,325.0,第三分局," 120.655188",24.131086,西川里
542.0,臺中市南區樹義里復興路一段117號,1.0,208.0,第三分局," 120.648091",24.111399,樹義里
543.0,臺中市南區樹義里復興路一段271號,1.0,1486.0,第三分局,120.6521934,24.113300,樹義里
544.0,臺中市南區樹義里大慶街二段5-5號,1.0,1311.0,第三分局," 120.652466",24.114412,樹義里
545.0,臺中市南區樹義里復興路一段2號,1.0,1052.0,第三分局,120.6505619,24.111721,樹義里
546.0,臺中市南區樹義里復興路一段207巷1號,1.0,580.0,第三分局," 120.649933",24.112217,樹義里
547.0,臺中市南區樹義里復興路一段81號,1.0,150.0,第三分局,120.6474608,24.111322,樹義里
548.0,臺中市南區樹義里復興路一段59號,1.0,333.0,第三分局,120.6465857,24.111327,樹義里
549.0,臺中市南區樹義里復興路一段51號,1.0,364.0,第三分局," 120.649052",24.111721,樹義里
550.0,臺中市南區樹義里復興路一段319號,1.0,526.0,第三分局,120.6536675,24.114359,樹義里
551.0,臺中市南區樹義里復興路一段85號,1.0,124.0,第三分局," 120.647988",24.111624,樹義里
552.0,臺中市南區樹德里大慶街二段11號,1.0,341.0,第三分局," 120.651893",24.114904,樹德里
553.0,臺中市南區樹德里大慶街二段130號,1.0,364.0,第三分局," 120.649131",24.119701,樹德里
554.0,臺中市南區樹德里大慶街二段59號,1.0,354.0,第三分局," 120.648882",24.118981,樹德里
555.0,臺中市南區樹德里大慶街二段100號,1.0,760.0,第三分局," 120.649441",24.118000,樹德里
556.0,臺中市南區樹德里樹德一巷18號,1.0,103.0,第三分局," 120.652710",24.116064,樹德里
557.0,臺中市南區樹德里大慶街二段17號,1.0,102.0,第三分局," 120.651085",24.115323,樹德里
558.0,臺中市南區樹德里樹德一巷2-1號,1.0,113.0,第三分局," 120.655654",24.118038,樹德里
559.0,臺中市南區工學里大慶街一段130巷7號,1.0,369.0,第三分局," 120.657184",24.114542,工學里
560.0,臺中市南區樹義里大慶街一段12號,1.0,191.0,第三分局," 120.668798",24.115342,樹義里
561.0,臺中市南區工學里大慶街一段130巷10號,1.0,183.0,第三分局," 120.657819",24.114689,工學里
562.0,臺中市南區工學里大慶街一段130巷8號,1.0,241.0,第三分局,120.6576246,24.114787,工學里
