編號,村里別,地址,建築物名稱,類別,地下樓層數,可容納人數,電腦編號,緯經度,備註,placemark_address
16.0,下廍里,彰化縣彰化市下廍里泰和路1段210巷1號,透天社區,地下室,1.0,912.0,JMA01222,24.090567666263045，120.55099070585526,,彰化縣彰化市下廍里泰和路1段210巷1號
17.0,下廍里,彰化縣彰化市下廍里泰和路1段163號,民宅,地下室,1.0,41.0,JMA01230,24.090741537851，120.54961100215536,,彰化縣彰化市下廍里泰和路1段163號
18.0,下廍里,彰化縣彰化市下廍里泰和路1段165號,民宅,地下室,1.0,30.0,JMA01231,24.090724754758032，120.54929742174127,,彰化縣彰化市下廍里泰和路1段165號
19.0,下廍里,彰化縣彰化市下廍里永康街87號,民宅,地下室,1.0,520.0,JMA01243,24.092916333527945，120.54422191989146,,彰化縣彰化市下廍里永康街87號
20.0,下廍里,彰化縣彰化市下廍里建國北路127號,弘道基金會,地下室,1.0,644.0,JMA01250,24.095284836436438，120.5501916058555,,彰化縣彰化市下廍里建國北路127號
21.0,下廍里,彰化縣彰化市下廍里自強路200-8號,社區大樓,地下室,1.0,444.0,JMA01254,24.090029872700875，120.54479567571272,,彰化縣彰化市下廍里自強路200-8號
22.0,下廍里,彰化縣彰化市下廍里長順街215巷12號,民宅,地下室,1.0,81.0,JMA01393,24.090153539019845，120.5490845063985,,彰化縣彰化市下廍里長順街215巷12號
23.0,下廍里,彰化縣彰化市下廍里長順街215巷14號,民宅,地下室,1.0,81.0,JMA01394,24.08990642300835，120.54920379475551,,彰化縣彰化市下廍里長順街215巷14號
24.0,下廍里,彰化縣彰化市下廍里長順街215巷16號,民宅,地下室,1.0,81.0,JMA01395,24.08990642300835，120.54920379475551,,彰化縣彰化市下廍里長順街215巷16號
25.0,下廍里,彰化縣彰化市下廍里長順街215巷30號,民宅,地下室,1.0,81.0,JMA01396,24.08988842859449，120.54925456167668,,彰化縣彰化市下廍里長順街215巷30號
26.0,下廍里,彰化縣彰化市下廍里長順街215巷7號,吉美染化有限公司,地下室,1.0,64.0,JMA01397,24.090172800420298，120.54964611749824,,彰化縣彰化市下廍里長順街215巷7號
27.0,下廍里,彰化縣彰化市下廍里長順街215巷9號,吉美染化有限公司,地下室,1.0,64.0,JMA01398,24.08978478974725，120.54958014263393,,彰化縣彰化市下廍里長順街215巷9號
28.0,下廍里,彰化縣彰化市下廍里長順街215巷31號,民宅,地下室,1.0,104.0,JMA01431,24.089567928839642，120.54888842174127,,彰化縣彰化市下廍里長順街215巷31號
29.0,下廍里,彰化縣彰化市下廍里長順街215巷33號,民宅,地下室,1.0,104.0,JMA01432,24.089580717735455，120.54874087571277,,彰化縣彰化市下廍里長順街215巷33號
30.0,下廍里,彰化縣彰化市下廍里長順街215巷37號,民宅,地下室,1.0,104.0,JMA01435,24.089622595504423，120.54924403099112,,彰化縣彰化市下廍里長順街215巷37號
31.0,下廍里,彰化縣彰化市下廍里長順街215巷39號,民宅,地下室,1.0,97.0,JMA01534,24.089577695559317，120.5487478794127,,彰化縣彰化市下廍里長順街215巷39號
32.0,下廍里,彰化縣彰化市下廍里長順街215巷41號,民宅,地下室,1.0,97.0,JMA01536,24.089488339983767，120.54877225242693,,彰化縣彰化市下廍里長順街215巷41號
33.0,下廍里,彰化縣彰化市下廍里長順街235巷9號,民宅,地下室,1.0,77.0,JMA01689,24.09032188345018，120.54920401009838,,彰化縣彰化市下廍里長順街235巷9號
34.0,下廍里,彰化縣彰化市下廍里長順街235巷7號,民宅,地下室,1.0,77.0,JMA01690,24.090211378012494，120.54945261379818,,彰化縣彰化市下廍里長順街235巷7號
35.0,下廍里,彰化縣彰化市下廍里長順街235巷5號,民宅,地下室,1.0,77.0,JMA01691,24.09022177240746，120.54961393099113,,彰化縣彰化市下廍里長順街235巷5號
36.0,下廍里,彰化縣彰化市下廍里長順街235巷3號,民宅,地下室,1.0,77.0,JMA01692,24.090172106010947，120.54938843893409,,彰化縣彰化市下廍里長順街235巷3號
37.0,下廍里,彰化縣彰化市下廍里長順街235巷1號,民宅,地下室,1.0,77.0,JMA01693,24.090288949932393，120.54936973708405,,彰化縣彰化市下廍里長順街235巷1號
38.0,下廍里,彰化縣彰化市下廍里長順街235巷27號,民宅,地下室,1.0,85.0,JMA01938,24.090192094807637，120.54860377386278,,彰化縣彰化市下廍里長順街235巷27號
39.0,下廍里,彰化縣彰化市下廍里長順街227號,民宅,地下室,1.0,77.0,JMA02049,24.090092756383065，120.5494447659197,,彰化縣彰化市下廍里長順街227號
40.0,下廍里,彰化縣彰化市下廍里長順街229號,民宅,地下室,1.0,77.0,JMA02050,24.090371610613566，120.54947698126261,,彰化縣彰化市下廍里長順街229號
41.0,下廍里,彰化縣彰化市下廍里泰和路1段21號,民宅,地下室,1.0,344.0,JMA1037,24.089206057428544，120.5457982315342,,彰化縣彰化市下廍里泰和路1段21號
42.0,下廍里,彰化縣彰化市下廍里長順街215巷35號,民宅,地下室,1.0,104.0,JMA1432,24.089562728843635，120.54906214078403,,彰化縣彰化市下廍里長順街215巷35號
43.0,五權里,彰化縣彰化市五權里自強南路22巷9弄2號,民宅,地下室,1.0,157.0,JMB01622,24.088972107295525，120.53637786776977,,彰化縣彰化市五權里自強南路22巷9弄2號
44.0,五權里,彰化縣彰化市五權里自強南路22巷11號,民宅,地下室,1.0,685.0,JMB01623,24.089105912661402，120.53645333708403,,彰化縣彰化市五權里自強南路22巷11號
45.0,五權里,彰化縣彰化市五權里自強南路22巷9弄4號,民宅,地下室,1.0,400.0,JMB01641,24.088967796305532，120.53643446961972,,彰化縣彰化市五權里自強南路22巷9弄4號
46.0,五權里,彰化縣彰化市五權里自強南路22巷9弄6號,民宅,地下室,1.0,360.0,JMB01642,24.088899234847375，120.53646665612683,,彰化縣彰化市五權里自強南路22巷9弄6號
47.0,五權里,彰化縣彰化市五權里彰美路1段229號,民宅,地下室,1.0,76.0,JMB01643,24.08928912352763，120.5373321100984,,彰化縣彰化市五權里彰美路1段229號
48.0,五權里,彰化縣彰化市五權里自強南路22巷20號,公寓,地下室,1.0,271.0,JMB01662,24.089425045560475，120.53718690161227,,彰化縣彰化市五權里自強南路22巷20號
49.0,五權里,彰化縣彰化市五權里金馬路3段119號,民宅,地下室,1.0,33.0,JMB01697,24.0879662409152，120.53418831194831,,彰化縣彰化市五權里金馬路3段119號
50.0,五權里,彰化縣彰化市五權里金馬路3段141巷22號,民宅,地下室,1.0,33.0,JMB01698,24.086973409435036，120.53438257886951,,彰化縣彰化市五權里金馬路3段141巷22號
51.0,五權里,彰化縣彰化市五權里金馬路3段167巷4號,民宅,地下室,1.0,133.0,JMB01701,24.08693730947375，120.53357425242682,,彰化縣彰化市五權里金馬路3段167巷4號
52.0,五權里,彰化縣彰化市五權里金馬路3段167巷2號,民宅,地下室,1.0,69.0,JMB01702,24.086932941547488，120.53425941325507,,彰化縣彰化市五權里金馬路3段167巷2號
53.0,五權里,彰化縣彰化市五權里金馬路3段167巷9號,民宅,地下室,1.0,17.0,JMB01703,24.087223682352423，120.53309945297009,,彰化縣彰化市五權里金馬路3段167巷9號
54.0,五權里,彰化縣彰化市五權里金馬路3段167巷5號,民宅,地下室,1.0,31.0,JMB01704,24.08704347362653，120.53408740585525,,彰化縣彰化市五權里金馬路3段167巷5號
55.0,五權里,彰化縣彰化市五權里金馬路3段3號,民宅,地下室,1.0,31.0,JMB01705,24.090396205771015，120.53651101934814,,彰化縣彰化市五權里金馬路3段3號
56.0,五權里,彰化縣彰化市五權里金馬路3段175號,民宅,地下室,1.0,17.0,JMB01707,24.08711695575215，120.53328789290553,,彰化縣彰化市五權里金馬路3段175號
57.0,五權里,彰化縣彰化市五權里金馬路3段171號,民宅,地下室,1.0,17.0,JMB01709,24.08702003614077，120.53314957386269,,彰化縣彰化市五權里金馬路3段171號
58.0,五權里,彰化縣彰化市五權里金馬路3段169號,民宅,地下室,1.0,17.0,JMB01710,24.087088862894042，120.53359411379823,,彰化縣彰化市五權里金馬路3段169號
59.0,五權里,彰化縣彰化市五權里金馬路3段177號,民宅,地下室,1.0,31.0,JMB01713,24.086880468304408，120.53330750824834,,彰化縣彰化市五權里金馬路3段177號
60.0,五權里,彰化縣彰化市五權里金馬路3段173號,民宅,地下室,1.0,17.0,JMB01788,24.08694876293695，120.53366304448387,,彰化縣彰化市五權里金馬路3段173號
61.0,五權里,彰化縣彰化市五權里彰和路1段1-12號,民宅,地下室,1.0,79.0,JMB01803,24.089646134333197，120.53697159236246,,彰化縣彰化市五權里彰和路1段1-12號
62.0,五權里,彰化縣彰化市五權里金馬路3段15號,政鋒大樓,地下室,1.0,411.0,JMB01804,24.089936722982806，120.53555826221987,,彰化縣彰化市五權里金馬路3段15號
63.0,五權里,彰化縣彰化市五權里金馬路3段53巷,金馬大鎮2,地下室,1.0,1467.0,JMB01816,24.089317512450958，120.5351644217412,,彰化縣彰化市五權里金馬路3段53巷
64.0,西勢里,彰化縣彰化市西勢里辭修路316巷19-32號,民宅,地下室,1.0,27.0,JMB01613,24.08159647573534，120.53601108311243,,彰化縣彰化市西勢里辭修路316巷19-32號
65.0,西勢里,彰化縣彰化市西勢里自強南路288巷6號,民宅,地下室,1.0,55.0,JMB01649,24.082634984006926，120.53456775242672,,彰化縣彰化市西勢里自強南路288巷6號
66.0,西勢里,彰化縣彰化市西勢里忠勢街76號,民宅,地下室,1.0,37.0,JMB01652,24.08296693388739，120.53382557571267,,彰化縣彰化市西勢里忠勢街76號
67.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-7號,民宅,地下室,1.0,19.0,JMB01679,24.08199374456922，120.53617074317701,,彰化縣彰化市西勢里辭修路316巷17-7號
68.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-8號,民宅,地下室,1.0,19.0,JMB01680,24.082103864948486，120.53713720955497,,彰化縣彰化市西勢里辭修路316巷17-8號
69.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-9號,民宅,地下室,1.0,19.0,JMB01681,24.081910844620083，120.53644460824822,,彰化縣彰化市西勢里辭修路316巷17-9號
70.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-10號,民宅,地下室,1.0,19.0,JMB01682,24.08191032973375，120.53644076406965,,彰化縣彰化市西勢里辭修路316巷17-10號
71.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-11號,民宅,地下室,1.0,19.0,JMB01683,24.081847119875974，120.53671450030522,,彰化縣彰化市西勢里辭修路316巷17-11號
72.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-12號,民宅,地下室,1.0,19.0,JMB01684,24.081915165294642，120.53665545612674,,彰化縣彰化市西勢里辭修路316巷17-12號
73.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-13號,民宅,地下室,1.0,19.0,JMB01685,24.081792114980605，120.53636153523394,,彰化縣彰化市西勢里辭修路316巷17-13號
74.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-14號,民宅,地下室,1.0,19.0,JMB01686,24.08169104475446，120.53652583893391,,彰化縣彰化市西勢里辭修路316巷17-14號
75.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-15號,民宅,地下室,1.0,19.0,JMB01687,24.081737819984617，120.5366523291409,,彰化縣彰化市西勢里辭修路316巷17-15號
76.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-16號,民宅,地下室,1.0,19.0,JMB01688,24.081687415092624，120.53642160824815,,彰化縣彰化市西勢里辭修路316巷17-16號
77.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-17號,民宅,地下室,1.0,19.0,JMB01689,24.081648120073808，120.53643266591965,,彰化縣彰化市西勢里辭修路316巷17-17號
78.0,西勢里,彰化縣彰化市西勢里辭修路316巷17-18號,民宅,地下室,1.0,19.0,JMB01690,24.081584634944267，120.53658329845533,,彰化縣彰化市西勢里辭修路316巷17-18號
79.0,西勢里,彰化縣彰化市西勢里忠誠路61號,忠孝國小,地下室,1.0,1497.0,JMB01738,24.084248643189788，120.5329538966053,,彰化縣彰化市西勢里忠誠路61號
80.0,西勢里,彰化縣彰化市西勢里辭修路244-354號,民宅,地下室,1.0,400.0,JMB01755,24.084028266532，120.53752587941244,,彰化縣彰化市西勢里辭修路244-354號
81.0,西勢里,彰化縣彰化市西勢里自立街5號,民宅,地下室,1.0,61.0,JMB01773,24.087673465516136，120.53683069105561,,彰化縣彰化市西勢里自立街5號
82.0,西勢里,彰化縣彰化市西勢里金馬路3段489號,大樓,地下室,1.0,17.0,JMB01813,24.079307665276175，120.53105873469083,,彰化縣彰化市西勢里金馬路3段489號
83.0,西勢里,彰化縣彰化市西勢里金馬路3段439號,金馬商務大樓,地下室,1.0,971.0,JMB01818,24.080666272441977，120.53057904872676,,彰化縣彰化市西勢里金馬路3段439號
84.0,西勢里,彰化縣彰化市西勢里金馬路3段656號,昭億通商大樓,地下室,1.0,31.0,JMB01824,24.079229155778744，120.52976005242668,,彰化縣彰化市西勢里金馬路3段656號
85.0,西興里,彰化縣彰化市西興里彰草路94號,民宅,地下室,1.0,33.0,JMA00697,24.07701066138767，120.53055939290525,,彰化縣彰化市西興里彰草路94號
86.0,西興里,彰化縣彰化市西興里彰草路94號,民宅,地下室,1.0,33.0,JMA00698,24.076991070576064，120.53079542729084,,彰化縣彰化市西興里彰草路94號
87.0,西興里,彰化縣彰化市西興里彰草路94號,民宅,地下室,1.0,33.0,JMA00699,24.077000865982228，120.53078469845512,,彰化縣彰化市西興里彰草路94號
88.0,西興里,彰化縣彰化市西興里西興東路21巷7號,民宅,地下室,1.0,51.0,JMA00703,24.076336911753565，120.53549583469079,,彰化縣彰化市西興里西興東路21巷7號
89.0,西興里,彰化縣彰化市西興里西興東路21巷3號,民宅,地下室,1.0,152.0,JMA00705,24.076336911753565，120.53549583469079,,彰化縣彰化市西興里西興東路21巷3號
90.0,西興里,彰化縣彰化市西興里西興東路21巷9號,民宅,地下室,1.0,51.0,JMA00706,24.076336911753565，120.53549583469079,,彰化縣彰化市西興里西興東路21巷9號
91.0,西興里,彰化縣彰化市西興里豐國路16號,民宅,地下室,1.0,28.0,JMA00708,24.074593149095918，120.53328085242653,,彰化縣彰化市西興里豐國路16號
92.0,西興里,彰化縣彰化市西興里豐國路14號,民宅,地下室,1.0,28.0,JMA00709,24.074723387290344，120.53284209899829,,彰化縣彰化市西興里豐國路14號
93.0,西興里,彰化縣彰化市西興里豐國路12號,民宅,地下室,1.0,28.0,JMA00710,24.074559144715355，120.53356338866217,,彰化縣彰化市西興里豐國路12號
94.0,西興里,彰化縣彰化市西興里豐國路10號,民宅,地下室,1.0,28.0,JMA00711,24.074477066754582，120.53306731989103,,彰化縣彰化市西興里豐國路10號
95.0,西興里,彰化縣彰化市西興里豐國路8號,民宅,地下室,1.0,28.0,JMA00712,24.074635283041786，120.53312815057663,,彰化縣彰化市西興里豐國路8號
96.0,西興里,彰化縣彰化市西興里豐國路6號,民宅,地下室,1.0,20.0,JMA00713,24.074456249179633，120.53328954078368,,彰化縣彰化市西興里豐國路6號
97.0,西興里,彰化縣彰化市西興里豐國路55號,民宅,地下室,1.0,28.0,JMA00728,24.075478508337596，120.53362505003345,,彰化縣彰化市西興里豐國路55號
98.0,西興里,彰化縣彰化市西興里豐國路57號,民宅,地下室,1.0,28.0,JMA00729,24.075431044115597，120.53308930824804,,彰化縣彰化市西興里豐國路57號
99.0,西興里,彰化縣彰化市西興里彰草路50巷11號,民宅,地下室,1.0,105.0,JMA00743,24.076308938977398，120.53358443893379,,彰化縣彰化市西興里彰草路50巷11號
100.0,西興里,彰化縣彰化市西興里西興東路21巷4號,民宅,地下室,1.0,51.0,JMA00746,24.076336911753565，120.53549583469079,,彰化縣彰化市西興里西興東路21巷4號
101.0,西興里,彰化縣彰化市西興里西興東路21巷8號,民宅,地下室,1.0,51.0,JMA00748,24.076336911753565，120.53549583469079,,彰化縣彰化市西興里西興東路21巷8號
102.0,西興里,彰化縣彰化市西興里西興東路21巷10號,民宅,地下室,1.0,28.0,JMA00749,24.076336911753565，120.53549583469079,,彰化縣彰化市西興里西興東路21巷10號
103.0,西興里,彰化縣彰化市西興里辭修路277號,民宅,地下室,1.0,32.0,JMA00762,24.080261545628982，120.53616807146948,,彰化縣彰化市西興里辭修路277號
104.0,西興里,彰化縣彰化市西興里辭修路273號,民宅,地下室,1.0,13.0,JMA00763,24.080486458231498，120.53612476961958,,彰化縣彰化市西興里辭修路273號
105.0,西興里,彰化縣彰化市西興里辭修路271號,民宅,地下室,1.0,13.0,JMA00764,24.080477167932173，120.53622868496238,,彰化縣彰化市西興里辭修路271號
106.0,西興里,彰化縣彰化市西興里辭修路269號,民宅,地下室,1.0,13.0,JMA00765,24.080466511551066，120.5361746542767,,彰化縣彰化市西興里辭修路269號
107.0,西興里,彰化縣彰化市西興里辭修路267號,民宅,地下室,1.0,13.0,JMA00766,24.08043772612408，120.53631612914084,,彰化縣彰化市西興里辭修路267號
108.0,西興里,彰化縣彰化市西興里辭修路470號,民宅,地下室,1.0,22.0,JMA00769,24.07890997013527，120.53477370030522,,彰化縣彰化市西興里辭修路470號
109.0,西興里,彰化縣彰化市西興里辭修路468號,民宅,地下室,1.0,23.0,JMA00770,24.07905311791165，120.53465835427667,,彰化縣彰化市西興里辭修路468號
110.0,西興里,彰化縣彰化市西興里辭修路406號,民宅,地下室,1.0,24.0,JMA00781,24.0802364925002，120.536074705855,,彰化縣彰化市西興里辭修路406號
111.0,西興里,彰化縣彰化市西興里辭修路408號,民宅,地下室,1.0,24.0,JMA00782,24.079999465064382，120.53539577941253,,彰化縣彰化市西興里辭修路408號
112.0,西興里,彰化縣彰化市西興里彰草路120號,順豐快遞,地下室,1.0,41.0,JMA00788,24.077204365919894，120.52954416406956,,彰化縣彰化市西興里彰草路120號
113.0,西興里,彰化縣彰化市西興里辭修路239號,民宅,地下室,1.0,25.0,JMA00795,24.081125830393578，120.53714346167658,,彰化縣彰化市西興里辭修路239號
114.0,西興里,彰化縣彰化市西興里辭修路538號,民宅,地下室,1.0,124.0,JMA00808,24.07777366362158，120.53365435612658,,彰化縣彰化市西興里辭修路538號
115.0,西興里,彰化縣彰化市西興里辭修路540號,民宅,地下室,1.0,42.0,JMA00809,24.077539556554086，120.53386965982656,,彰化縣彰化市西興里辭修路540號
116.0,西興里,彰化縣彰化市西興里辭修路542號,民宅,地下室,1.0,41.0,JMA00810,24.07759511021502，120.53347536406963,,彰化縣彰化市西興里辭修路542號
117.0,西興里,彰化縣彰化市西興里辭修路293號,海宏社,地下室,1.0,44.0,JMA00836,24.079684231605793，120.53566680030512,,彰化縣彰化市西興里辭修路293號
118.0,西興里,彰化縣彰化市西興里辭修路291號,海宏社,地下室,1.0,36.0,JMA00837,24.079744526759875，120.53578735427665,,彰化縣彰化市西興里辭修路291號
119.0,西興里,彰化縣彰化市西興里辭修路345號,民宅,地下室,1.0,23.0,JMA00838,24.07884773230918，120.53484025242678,,彰化縣彰化市西興里辭修路345號
120.0,西興里,彰化縣彰化市西興里辭修路341號,民宅,地下室,1.0,23.0,JMA00839,24.07883746542，120.53488505242667,,彰化縣彰化市西興里辭修路341號
121.0,西興里,彰化縣彰化市西興里辭修路343號,民宅,地下室,1.0,23.0,JMA00840,24.078876832284728，120.5349805696194,,彰化縣彰化市西興里辭修路343號
122.0,西興里,彰化縣彰化市西興里辭修路461巷39-41號,民宅,地下室,1.0,144.0,JMA00844,24.07743862425664，120.53503900770502,,彰化縣彰化市西興里辭修路461巷39-41號
123.0,西興里,彰化縣彰化市西興里辭修路461巷31號,民宅,地下室,1.0,66.0,JMA00846,24.07738712892226，120.53494032304778,,彰化縣彰化市西興里辭修路461巷31號
124.0,西興里,彰化縣彰化市西興里辭修路461巷29號,民宅,地下室,1.0,66.0,JMA00847,24.077487059579465，120.53415377571244,,彰化縣彰化市西興里辭修路461巷29號
125.0,西興里,彰化縣彰化市西興里辭修路249號,民宅,地下室,1.0,27.0,JMA00848,24.080863040378077，120.53682537146945,,彰化縣彰化市西興里辭修路249號
126.0,西興里,彰化縣彰化市西興里辭修路461巷27號,民宅,地下室,1.0,66.0,JMA00850,24.077289752057304，120.53494532489772,,彰化縣彰化市西興里辭修路461巷27號
127.0,西興里,彰化縣彰化市西興里辭修路461巷25號,民宅,地下室,1.0,66.0,JMA00851,24.07731302438151，120.53465517701922,,彰化縣彰化市西興里辭修路461巷25號
128.0,西興里,彰化縣彰化市西興里辭修路500號,民宅,地下室,1.0,61.0,JMA00852,24.078209046884385，120.5338777198911,,彰化縣彰化市西興里辭修路500號
129.0,西興里,彰化縣彰化市西興里西興東路6號,臺鐵彰化機務段,地下室,1.0,732.0,JMA00861,24.07843183735464，120.53585693469078,,彰化縣彰化市西興里西興東路6號
130.0,西興里,彰化縣彰化市西興里彰草路91號,民宅,地下室,1.0,63.0,JMA00867,24.07647726619704，120.53136777571251,,彰化縣彰化市西興里彰草路91號
131.0,西興里,彰化縣彰化市西興里彰草路91-14號,民宅,地下室,1.0,45.0,JMA00868,24.07593519874562，120.53203644263364,,彰化縣彰化市西興里彰草路91-14號
132.0,西興里,彰化縣彰化市西興里彰草路91-13號,民宅,地下室,1.0,45.0,JMA00869,24.0758830393029，120.53249451140483,,彰化縣彰化市西興里彰草路91-13號
133.0,西興里,彰化縣彰化市西興里彰草路91號,民宅,地下室,1.0,45.0,JMA00870,24.07644787985627，120.53155016591954,,彰化縣彰化市西興里彰草路91號
134.0,西興里,彰化縣彰化市西興里彰草路91號,民宅,地下室,1.0,45.0,JMA00871,24.07644787985627，120.53155016591954,,彰化縣彰化市西興里彰草路91號
135.0,西興里,彰化縣彰化市西興里彰草路91號,民宅,地下室,1.0,63.0,JMA00872,24.07644787985627，120.53155016591954,,彰化縣彰化市西興里彰草路91號
136.0,西興里,彰化縣彰化市西興里彰草路91號,民宅,地下室,1.0,63.0,JMA00873,24.07644787985627，120.53155016591954,,彰化縣彰化市西興里彰草路91號
137.0,西興里,彰化縣彰化市西興里彰草路91-8號,民宅,地下室,1.0,63.0,JMA00875,24.076026248219435，120.53228890585488,,彰化縣彰化市西興里彰草路91-8號
138.0,西興里,彰化縣彰化市西興里彰草路91-8號,民宅,地下室,1.0,63.0,JMA00876,24.076026248219435，120.53228890585488,,彰化縣彰化市西興里彰草路91-8號
139.0,西興里,彰化縣彰化市西興里彰草路91-6號,民宅,地下室,1.0,63.0,JMA00877,24.07612283911965，120.5320667868122,,彰化縣彰化市西興里彰草路91-6號
140.0,西興里,彰化縣彰化市西興里彰草路91-5號,民宅,地下室,1.0,63.0,JMA00878,24.07623820735054，120.53190318311225,,彰化縣彰化市西興里彰草路91-5號
141.0,西興里,彰化縣彰化市西興里辭修路572號,民宅,地下室,1.0,29.0,JMA00880,24.077046256780417，120.53321525242663,,彰化縣彰化市西興里辭修路572號
142.0,西興里,彰化縣彰化市西興里辭修路500號,民宅,地下室,1.0,29.0,JMA00882,24.078258023442547，120.53404938126245,,彰化縣彰化市西興里辭修路500號
143.0,西興里,彰化縣彰化市西興里辭修路498號,民宅,地下室,1.0,33.0,JMA00883,24.078329709316797，120.53418722544103,,彰化縣彰化市西興里辭修路498號
144.0,西興里,彰化縣彰化市西興里彰草路87號,民宅,地下室,1.0,43.0,JMA00886,24.076280166202736，120.53164293708382,,彰化縣彰化市西興里彰草路87號
145.0,西興里,彰化縣彰化市西興里彰草路87號,民宅,地下室,1.0,71.0,JMA00887,24.076280166202736，120.53164293708382,,彰化縣彰化市西興里彰草路87號
146.0,西興里,彰化縣彰化市西興里彰草路91號,民宅,地下室,1.0,36.0,JMA00888,24.076408698058103，120.53153943708382,,彰化縣彰化市西興里彰草路91號
147.0,西興里,彰化縣彰化市西興里彰草路91-2號,民宅,地下室,1.0,36.0,JMA00889,24.076380302632263，120.53165071009809,,彰化縣彰化市西興里彰草路91-2號
148.0,西興里,彰化縣彰化市西興里彰草路71號,民宅,地下室,1.0,36.0,JMA00890,24.076379816236194，120.53185286221961,,彰化縣彰化市西興里彰草路71號
149.0,西興里,彰化縣彰化市西興里辭修路249號,民宅,地下室,1.0,24.0,JMA00905,24.080863040378077，120.53670735427666,,彰化縣彰化市西興里辭修路249號
150.0,西興里,彰化縣彰化市西興里西興東路21巷18號,民宅,地下室,1.0,977.0,JMA00929,24.076229161686555，120.53513105427672,,彰化縣彰化市西興里西興東路21巷18號
151.0,西興里,彰化縣彰化市西興里景宗街12號,領帶城,地下室,1.0,418.0,JMA00931,24.079672045989454，120.53458807571245,,彰化縣彰化市西興里景宗街12號
152.0,忠孝里,彰化縣彰化市忠孝里辭修路82號,民宅,地下室,1.0,104.0,JMB00682,24.087385635889103，120.53845762598435,,彰化縣彰化市忠孝里辭修路82號
153.0,忠孝里,彰化縣彰化市忠孝里辭修路79-1號,民宅,地下室,1.0,104.0,JMB00711,24.087659176325825，120.53874082598432,,彰化縣彰化市忠孝里辭修路79-1號
