編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度,"unnamed (1)"
1235.0,潮洋里,臺中市西屯區潮洋里市政北二路383號,1.0,392.0,第六分局,"120.634235 ","24.164849 ",
1236.0,潮洋里,臺中市西屯區潮洋里台灣大道三段812號,1.0,718.0,第六分局,"120.635461 ","24.172315 ",
1237.0,惠來里,臺中市西屯區惠來里河南路四段66號,1.0,1454.0,第六分局,"120.636052 ","24.158639 ",
1238.0,潮洋里,臺中市西屯區潮洋里市政北二路286號,1.0,1536.0,第六分局,"120.636692 ","24.164072 ",
1239.0,潮洋里,臺中市西屯區潮洋里朝馬二街16號,1.0,206.0,第六分局,"120.632529 ","24.162497 ",
1240.0,龍潭里,臺中市西屯區龍潭里龍富5段261號,1.0,354.0,第六分局,"120.628654 ","24.157741 ",
1241.0,潮洋里,臺中市西屯區潮洋里青海南街37號,1.0,1112.0,第六分局,"120.636246 ","24.172457 ",
1242.0,潮洋里,臺中市西屯區潮洋里環中路2段1577號,1.0,1197.0,第六分局,"120.634316 ","24.173586 ",
1243.0,惠來里,臺中市西屯區惠來里惠中路一段170號,1.0,550.0,第六分局,"120.643002 ","24.159814 ",
1244.0,惠來里,臺中市西屯區惠來里市政路9號,1.0,1295.0,第六分局,"120.645465 ","24.155069 ",
1245.0,惠來里,臺中市西屯區惠來里西屯路二段236號,1.0,1462.0,第六分局,"120.649111 ","24.168958 ",
1246.0,龍潭里,臺中市西屯區龍潭里龍德路二段500號,1.0,541.0,第六分局,"120.628516 ","24.160004 ",
1247.0,惠來里,臺中市西屯區惠來里惠文一街15號,1.0,577.0,第六分局,"120.642418 ","24.155232 ",
1248.0,潮洋里,臺中市西屯區潮洋里市政北七路389號,1.0,1453.0,第六分局,"120.638270 ","24.166310 ",
1249.0,潮洋里,臺中市西屯區潮洋里臺灣大道四段5巷55號,1.0,233.0,第六分局,"120.632940 ","24.163180 ",
1250.0,潮洋里,臺中市西屯區潮洋里臺灣大道四段5巷55號,1.0,314.0,第六分局,"120.632940 ","24.163180 ",
1251.0,惠來里,臺中市西屯區惠來里文心路二段99號,1.0,2778.0,第六分局,"120.646520 ","24.158590 ",
1252.0,龍潭里,臺中市西屯區龍潭里龍富二十二路59號,1.0,877.0,第六分局,"120.629430 ","24.157470 ",
1253.0,龍潭里,臺中市西屯區龍潭里龍富二十一街8號,1.0,2505.0,第六分局,"120.627320 ","24.156150 ",
1254.0,何成里,臺中市西屯區何成里大洲街69號,1.0,134.0,第六分局,"120.650710 ","24.158760 ",
1255.0,潮洋里,臺中市西屯區潮洋里青海南街197號,4.0,664.0,第六分局,"120.635160 ","24.174880 ",
1256.0,潮洋里,臺中市西屯區潮洋里青海南街209號,3.0,1483.0,第六分局,"120.635120 ","24.174900 ",
1257.0,龍潭里,臺中市西屯區龍潭里市政南一路323號,2.0,2120.0,第六分局,"120.630620 ","24.158620 ",
1258.0,潮洋里,臺中市西屯區潮洋里朝馬二街39號,2.0,472.0,第六分局,"120.636288 ","24.168216 ",
1259.0,惠來里,臺中市西屯區惠來里智惠街26號,1.0,397.0,第六分局,"120.647236 ","24.167779 ",
1260.0,福安里,臺中市西屯區福安里福順路137號之1,1.0,1824.0,第六分局,"120.623260 ","24.180935 ",
1261.0,福雅里,臺中市西屯區福雅里永福路23號,1.0,166.0,第六分局,"120.619404 ","24.182189 ",
1262.0,福雅里,臺中市西屯區福雅里永福路27號,1.0,166.0,第六分局,"120.619474 ","24.182323 ",
1263.0,福雅里,臺中市西屯區福雅里永福路31號,1.0,166.0,第六分局,"120.619552 ","24.182456 ",
1264.0,福雅里,臺中市西屯區福雅里永福路21弄24號,1.0,166.0,第六分局,"120.619505 ","24.182498 ",
1265.0,福雅里,臺中市西屯區福雅里永福路21弄68號,1.0,166.0,第六分局,"120.619505 ","24.182498 ",
1266.0,福雅里,臺中市西屯區福雅里永福路21弄10號,1.0,166.0,第六分局,"120.619505 ","24.182498 ",
1267.0,福雅里,臺中市西屯區福雅里永福路21弄14號,1.0,166.0,第六分局,"120.619505 ","24.182498 ",
1268.0,福雅里,臺中市西屯區福雅里福順路255巷26號,1.0,100.0,第六分局,"120.620103 ","24.181856 ",
1269.0,福雅里,臺中市西屯區福雅里福順路255巷22號,1.0,100.0,第六分局,"120.620137 ","24.181912 ",
1270.0,福雅里,臺中市西屯區福雅里福順路255巷20號,1.0,100.0,第六分局,"120.620172 ","24.181968 ",
1271.0,福雅里,臺中市西屯區福雅里福順路255巷18號,1.0,100.0,第六分局,"120.620185 ","24.182033 ",
1272.0,福雅里,臺中市西屯區福雅里福順路255巷16號,1.0,100.0,第六分局,"120.620234 ","24.182081 ",
1273.0,福雅里,臺中市西屯區福雅里福順路255巷12號,1.0,100.0,第六分局,"120.620267 ","24.182137 ",
1274.0,福雅里,臺中市西屯區福雅里福順路255巷10號,1.0,100.0,第六分局,"120.620299 ","24.182195 ",
1275.0,福雅里,臺中市西屯區福雅里福順路255巷8號,1.0,100.0,第六分局,"120.620330 ","24.182251 ",
1276.0,福雅里,臺中市西屯區福雅里福順路255巷6號,1.0,100.0,第六分局,"120.620363 ","24.182309 ",
1277.0,福雅里,臺中市西屯區福雅里福順路255巷2號,1.0,100.0,第六分局,"120.620391 ","24.182372 ",
1278.0,福雅里,臺中市西屯區福雅里福順路241號,1.0,100.0,第六分局,"120.621018 ","24.182060 ",
1279.0,福雅里,臺中市西屯區福雅里福順路243號,1.0,100.0,第六分局,"120.620954 ","24.182085 ",
1280.0,福雅里,臺中市西屯區福雅里福順路245號,1.0,100.0,第六分局,"120.620876 ","24.182124 ",
1281.0,福雅里,臺中市西屯區福雅里福順路247號,1.0,100.0,第六分局,"120.620812 ","24.182150 ",
1282.0,福雅里,臺中市西屯區福雅里福順路249號,1.0,100.0,第六分局,"120.620735 ","24.182189 ",
1283.0,福雅里,臺中市西屯區福雅里福順路251號,1.0,100.0,第六分局,"120.620670 ","24.182213 ",
1284.0,福雅里,臺中市西屯區福雅里福順路253號,1.0,100.0,第六分局,"120.620586 ","24.182251 ",
1285.0,福雅里,臺中市西屯區福雅里福順路268號,1.0,100.0,第六分局,"120.620777 ","24.182482 ",
1286.0,福安里,臺中市西屯區福安里福林路133號,1.0,158.0,第六分局,"120.613888 ","24.186033 ",
1287.0,福雅里,臺中市西屯區福雅里永福路7號,1.0,100.0,第六分局,"120.619198 ","24.181851 ",
1288.0,福雅里,臺中市西屯區福雅里臺灣大道四段786巷36號,1.0,100.0,第六分局,"120.621038 ","24.181616 ",
1289.0,福雅里,臺中市西屯區福雅里臺灣大道四段786巷40號,1.0,100.0,第六分局,"120.621117 ","24.181775 ",
1290.0,福雅里,臺中市西屯區福雅里臺灣大道四段786巷42號,1.0,100.0,第六分局,"120.621148 ","24.181840 ",
1291.0,福雅里,臺中市西屯區福雅里臺灣大道四段786巷46號,1.0,100.0,第六分局,"120.621196 ","24.181915 ",
1292.0,福雅里,臺中市西屯區福雅里臺灣大道四段786巷48號,1.0,100.0,第六分局,"120.621236 ","24.181978 ",
1293.0,福雅里,臺中市西屯區福雅里福順路227巷1號,1.0,100.0,第六分局,"120.621365 ","24.181927 ",
1294.0,福雅里,臺中市西屯區福雅里福順路227巷3號,1.0,100.0,第六分局,"120.621312 ","24.181857 ",
1295.0,福雅里,臺中市西屯區福雅里福順路227巷5號,1.0,100.0,第六分局,"120.621269 ","24.181785 ",
1296.0,福雅里,臺中市西屯區福雅里福順路227巷7號,1.0,100.0,第六分局,"120.621233 ","24.181719 ",
1297.0,福雅里,臺中市西屯區福雅里福順路227巷9號,1.0,100.0,第六分局,"120.621190 ","24.181647 ",
1298.0,福雅里,臺中市西屯區福雅里福順路227巷11號,1.0,100.0,第六分局,"120.621154 ","24.181580 ",
1299.0,福雅里,臺中市西屯區福雅里西屯路三段148號,1.0,150.0,第六分局,"120.624585 ","24.185567 ",
1300.0,永安里,臺中市西屯區永安里西屯路三段123號,1.0,583.0,第六分局,"120.625883 ","24.184818 ",
1301.0,林厝里,臺中市西屯區林厝里西平南巷1號之10,1.0,375.0,第六分局,"120.616694 ","24.190959 ",
1302.0,福安里,臺中市西屯區福安里臺灣大道四段670號,1.0,180.0,第六分局,"120.622462 ","24.179908 ",
1303.0,福安里,臺中市西屯區福安里臺灣大道四段88-1號,1.0,180.0,第六分局,"120.622150 ","24.180173 ",
1304.0,福雅里,臺中市西屯區福雅里臺灣大道四段790號,1.0,93.0,第六分局,"120.620363 ","24.180951 ",
1305.0,林厝里,臺中市西屯區林厝里安林路49號之6,1.0,98.0,第六分局,"120.625221 ","24.200443 ",
1306.0,福雅里,臺中市西屯區福雅里臺灣大道四段768號,1.0,496.0,第六分局,"120.620796 ","24.180762 ",
1307.0,永安里,臺中市西屯區永安里西屯路三段宏安巷4號,1.0,110.0,第六分局,"120.618562 ","24.188414 ",
1308.0,永安里,臺中市西屯區永安里西屯路三段宏安巷6號,1.0,110.0,第六分局,"120.618582 ","24.188469 ",
1309.0,福林里,臺中市西屯區福林里福雅路41號,1.0,107.0,第六分局,"120.618135 ","24.183650 ",
1310.0,福林里,臺中市西屯區福林里福雅路65巷7號,1.0,178.0,第六分局,"120.618030 ","24.184137 ",
1311.0,福林里,臺中市西屯區福林里玉門路86號,1.0,241.0,第六分局,"120.610260 ","24.186394 ",
1312.0,福林里,臺中市西屯區福林里玉門路100號,1.0,252.0,第六分局,"120.610335 ","24.186761 ",
1313.0,福林里,臺中市西屯區福林里福科路689號,1.0,234.0,第六分局,"120.610557 ","24.186840 ",
1314.0,福林里,臺中市西屯區福林里福雅路111巷8號,1.0,126.0,第六分局,"120.619051 ","24.185874 ",
1315.0,福林里,臺中市西屯區福林里福康路82號,1.0,118.0,第六分局,"120.618163 ","24.186250 ",
1316.0,福林里,臺中市西屯區福林里玉門路106號,1.0,116.0,第六分局,"120.610360 ","24.186893 ",
1317.0,福林里,臺中市西屯區福林里福康路102號,1.0,316.0,第六分局,"120.618482 ","24.186699 ",
1318.0,林厝里,臺中市西屯區林厝里西平北巷1號之15,1.0,127.0,第六分局,"120.621716 ","24.200504 ",
1319.0,林厝里,臺中市西屯區林厝里西屯路三段宏安巷3弄22號,1.0,167.0,第六分局,"120.616926 ","24.191116 ",
1320.0,永安里,臺中市西屯區永安里永康街38號,1.0,136.0,第六分局,"120.625285 ","24.185639 ",
1321.0,永安里,臺中市西屯區永安里永康街32號,1.0,112.0,第六分局,"120.625528 ","24.185575 ",
1322.0,永安里,臺中市西屯區永安里永康街30號,1.0,127.0,第六分局,"120.625592 ","24.185563 ",
1323.0,永安里,臺中市西屯區永安里永康街28號,1.0,115.0,第六分局,"120.625699 ","24.185528 ",
1324.0,永安里,臺中市西屯區永安里永康街26號,1.0,113.0,第六分局,"120.625808 ","24.185509 ",
1325.0,福林里,臺中市西屯區福林里西屯路三段宏福五巷4弄2號之8,1.0,847.0,第六分局,"120.615424 ","24.188442 ",
1326.0,福林里,臺中市西屯區福林里西屯路三段宏福三巷4弄5號,1.0,497.0,第六分局,"120.616311 ","24.188020 ",
1327.0,福林里,臺中市西屯區福林里西屯路三段宏福三巷4弄9號,1.0,1016.0,第六分局,"120.616125 ","24.188065 ",
1328.0,福林里,臺中市西屯區福林里西屯路三段159之72號,1.0,1088.0,第六分局,"120.617142 ","24.188352 ",
1329.0,福林里,臺中市西屯區福林里西屯路三段宏福一巷30號,1.0,641.0,第六分局,"120.617131 ","24.187498 ",
1330.0,福林里,臺中市西屯區福林里西屯路三段159之74號,1.0,1411.0,第六分局,"120.616873 ","24.188330 ",
1331.0,福林里,臺中市西屯區福林里西屯路三段159號之53,1.0,695.0,第六分局,"120.617999 ","24.187957 ",
1332.0,福林里,臺中市西屯區福林里西屯路三段宏福五巷16號,1.0,581.0,第六分局,"120.615596 ","24.187984 ",
1333.0,福林里,臺中市西屯區福林里西屯路三段169號之10,1.0,1580.0,第六分局,"120.616265 ","24.188566 ",
1334.0,福林里,臺中市西屯區福林里福順路333號,1.0,3597.0,第六分局,"120.617363 ","24.183444 ",
1335.0,林厝里,臺中市西屯區林厝里福林路452號,1.0,1504.0,第六分局,"120.616941 ","24.191369 ",
1336.0,林厝里,臺中市西屯區林厝里福林路508號,1.0,2563.0,第六分局,"120.617408 ","24.191990 ",
1337.0,林厝里,臺中市西屯區林厝里福林路550號,1.0,938.0,第六分局,"120.617718 ","24.192404 ",
1338.0,林厝里,臺中市西屯區林厝里福林路482號,1.0,3460.0,第六分局,"120.617350 ","24.191754 ",
1339.0,福林里,臺中市西屯區福林里福康路80號,1.0,1366.0,第六分局,"120.618047 ","24.186031 ",
1340.0,福林里,臺中市西屯區福林里西屯路三段159-11巷2號,1.0,2675.0,第六分局,"120.619108 ","24.187346 ",
1341.0,林厝里,臺中市西屯區林厝里福林路428號,1.0,404.0,第六分局,"120.616574 ","24.190729 ",
1342.0,永安里,臺中市西屯區永安里西屯路三段164號之15,1.0,1601.0,第六分局,"120.617503 ","24.188846 ",
1343.0,福林里,臺中市西屯區福林里福科路681號,1.0,107.0,第六分局,"120.610742 ","24.186820 ",
1344.0,福雅里,臺中市西屯區福雅里西屯路三段159巷35弄20號之1,1.0,101.0,第六分局,"120.616969 ","24.188507 ",
1345.0,福林里,臺中市西屯區福林里福科路545號,1.0,296.0,第六分局,"120.616968 ","24.185404 ",
1346.0,福雅里,臺中市西屯區福雅里永福路60號,1.0,4413.0,第六分局,"120.620604 ","24.182925 ",
1347.0,永安里,臺中市西屯區永安里福雅路172號,1.0,400.0,第六分局,"120.620390 ","24.187218 ",
1348.0,福林里,臺中市西屯區福林里福雅路143號,1.0,638.0,第六分局,"120.619722 ","24.186613 ",
1349.0,福安里,臺中市西屯區福安里臺灣大道四段108號之5,1.0,922.0,第六分局,"120.617873 ","24.182443 ",
1350.0,福雅里,臺中市西屯區福雅里永福路22巷61號,1.0,743.0,第六分局,"120.621624 ","24.181137 ",
1351.0,永安里,臺中市西屯永安里安和路185號,1.0,860.0,第六分局,"120.626396 ","24.185618 ",
1352.0,福林里,臺中市西屯區福林里福順路500號,1.0,626.0,第六分局,"120.614993 ","24.185383 ",
1353.0,福林里,臺中市西屯區福林里西屯路三段宏福三巷24號,1.0,744.0,第六分局,"120.616293 ","24.187621 ",
1354.0,福林里,臺中市西屯區福林里福科路541號,1.0,351.0,第六分局,"120.617262 ","24.185247 ",
1355.0,永安里,臺中市西屯永安里安和路179號,1.0,551.0,第六分局,"120.626262 ","24.185395 ",
1356.0,福林里,臺中市西屯區福林里福科路468號,1.0,451.0,第六分局,"120.616774 ","24.186025 ",
1357.0,福林里,臺中市西屯區福林里西屯路三段宏福三巷9號,1.0,4541.0,第六分局,"120.616725 ","24.187705 ",
1358.0,福林里,臺中市西屯區福林里福順路627號,1.0,440.0,第六分局,"120.613955 ","24.185299 ",
1359.0,福雅里,臺中市西屯區福雅里福科路399號,1.0,1691.0,第六分局,"120.621575 ","24.183320 ",
1360.0,福雅里,臺中市西屯區福雅里永福路80號,1.0,2146.0,第六分局,"120.620510 ","24.183447 ",
1361.0,福林里,臺中市西屯區福林里福科路529號,1.0,2852.0,第六分局,"120.618270 ","24.184711 ",
1362.0,福林里,臺中市西屯區福林里西屯路三段159號之6,1.0,4066.0,第六分局,"120.619694 ","24.187106 ",
1363.0,福林里,臺中市西屯區福林里西屯路三段169號,1.0,1000.0,第六分局,"120.616265 ","24.188566 ",
1364.0,福安里,臺中市西屯區福安里福科路202號,1.0,2508.0,第六分局,"120.624726 ","24.182303 ",
1365.0,福林里,臺中市西屯區福林里福科路557巷1號,1.0,498.0,第六分局,"120.616365 ","24.185607 ",
1366.0,福安里,臺中市西屯區福安里臺灣大道四段698號,1.0,821.0,第六分局,"120.622022 ","24.180059 ",
1367.0,永安里,臺中市西屯區永安里國祥街1號,1.0,3094.0,第六分局,"120.608873 ","24.193708 ",
1368.0,福林里,臺中市西屯區福林里臺灣大道四段1230巷20號之3,1.0,2970.0,第六分局,"120.611799 ","24.185593 ",
1369.0,福安里,臺中市西屯區福安里西屯路三段159巷56弄66號,1.0,1402.0,第六分局,"120.631750 ","24.182829 ",
1370.0,永安里,臺中市西屯區永安里西屯路三段166號之25,1.0,3407.0,第六分局,"120.615307 ","24.189392 ",
1371.0,福安里,臺中市西屯區福安里福安路57號,1.0,3481.0,第六分局,"120.622196 ","24.180641 ",
1372.0,永安里,臺中市西屯區永安里西屯路三段133號,1.0,2062.0,第六分局,"120.624808 ","24.184711 ",
1373.0,福林里,臺中市西屯區福林里臺灣大道四段1238號,1.0,894.0,第六分局,"120.611067 ","24.184992 ",
1374.0,永安里,臺中市西屯區永安里永安一巷10號,1.0,348.0,第六分局,"120.626628 ","24.186544 ",
1375.0,福林里,臺中市西屯區福林里臺灣大道四段1176號,1.0,876.0,第六分局,"120.612575 ","24.184671 ",
1376.0,永安里,臺中市西屯區永安里國安一路51號,1.0,1198.0,第六分局,"120.614602 ","24.190383 ",
1377.0,福安里,臺中市西屯區福安里福泰街43號,1.0,853.0,第六分局,"120.624847 ","24.183544 ",
1378.0,福林里,臺中市西屯區福林里臺灣大道四段1150號,1.0,916.0,第六分局,"120.612891 ","24.184493 ",
1379.0,福林里,臺中市西屯區福林里臺灣大道四段1138號,1.0,1657.0,第六分局,"120.613699 ","24.184522 ",
1380.0,永安里,臺中市西屯區永安里國安一路25號,1.0,1133.0,第六分局,"120.615272 ","24.190190 ",
1381.0,福林里,臺中市西屯區福林里臺灣大道四段1086號,1.0,5644.0,第六分局,"120.614735 ","24.183944 ",
1382.0,永安里,臺中市西屯區永安里國安一路149號,1.0,2358.0,第六分局,"120.612129 ","24.191068 ",
1383.0,永安里,臺中市西屯區永安里國安一路162號,1.0,7238.0,第六分局,"120.612373 ","24.191748 ",
1384.0,福林里,臺中市西屯區福林里福科路620巷18弄10號,1.0,100.0,第六分局,"120.613554 ","24.187209 ",
1385.0,福林里,臺中市西屯區福林里臺灣大道四段1186號,1.0,1953.0,第六分局,"120.612335 ","24.184849 ",
1386.0,永安里,臺中市西屯區永安里國安一路67-1號,1.0,5766.0,第六分局,"120.614028 ","24.190847 ",
1387.0,永安里,臺中市西屯區永安里玉門路496號,1.0,2208.0,第六分局,"120.611324 ","24.191731 ",
1388.0,永安里,臺中市西屯區永安里國安一路83號,1.0,2471.0,第六分局,"120.613710 ","24.190790 ",
1389.0,福林里,臺中市西屯區福林里福科路718號,1.0,294.0,第六分局,"120.610856 ","24.187244 ",
1390.0,林厝里,臺中市西屯區林厝里國安二路242巷199號,1.0,838.0,第六分局,"120.614403 ","24.194662 ",
1391.0,福林里,臺中市西屯區福林里臺灣大道四段1216號,1.0,8518.0,第六分局,"120.611452 ","24.184868 ",
1392.0,福林里,臺中市西屯區福林里福林路333號,1.0,1221.0,第六分局,"120.614751 ","24.188723 ",
1393.0,福林里,臺中市西屯區福林里臺灣大道四段1270號,1.0,1521.0,第六分局,"120.610708 ","24.185690 ",
1394.0,福安里,臺中市西屯區福安里福安路55巷3號,1.0,1824.0,第六分局,"120.622490 ","24.180899 ",
1395.0,永安里,臺中市西屯區永安里國安一路133號,1.0,1327.0,第六分局,"120.612427 ","24.191096 ",
1396.0,福雅里,臺中市西屯區福雅里福順路288號,3.0,1824.0,第六分局,"120.619561 ","24.183440 ",
1397.0,永安里,臺中市西屯區永安里國安一路229號,5.0,735.0,第六分局,"120.610182 ","24.192462 ",
1398.0,永安里,臺中市西屯區永安里西屯路三段166之100號,5.0,735.0,第六分局,"120.615185 ","24.189667 ",
1399.0,福雅里,臺中市西屯區福雅里永福路37號之17,1.0,99.0,第六分局,"120.619718 ","24.183684 ",
1400.0,福安里,臺中市西屯區福安里安和路166號,1.0,925.0,第六分局,"120.625112 ","24.180378 ",
1401.0,永安里,臺中市西屯區永安里西屯路3段166號之98,1.0,980.0,第六分局,"120.610252 ","24.191573 ",
1402.0,福林里,臺中市西屯區福林里福康路8號,1.0,1738.0,第六分局,"120.616924 ","24.183364 ",FE00532
1403.0,福安里,臺中市西屯區福安里安和路188號,1.0,683.0,第六分局,"120.625559 ","24.183219 ",
1404.0,福安里,臺中市西屯區福安里福科路243號,1.0,847.0,第六分局,"120.626033 ","24.181412 ",
1405.0,福安里,臺中市西屯區福安里臺灣大道4段528號,1.0,1765.0,第六分局,"120.625236 ","24.178543 ",
1406.0,永安里,臺中市西屯區永安里國安一路168號,1.0,1455.0,第六分局,"120.612064 ","24.192233 ",FF00063
1407.0,永安里,臺中市西屯區永安里玉門路233號,4.0,1096.0,第六分局,"120.610676 ","24.191331 ",FF00166
1408.0,永安里,臺中市西屯區永安里東大路一段555號,1.0,2322.0,第六分局,"120.606238 ","24.194006 ",
1409.0,福雅里,臺中市西屯區福雅里福科362巷90號,3.0,234.0,第六分局,"120.620641 ","24.183734 ",FF00282
1410.0,福雅里,臺中市西屯區福雅里福雅路56號,1.0,577.0,第六分局,"120.618905 ","24.183589 ",
1411.0,福安里,臺中市西屯區福安里福科路152號,1.0,918.0,第六分局,"120.626780 ","24.181577 ",
1412.0,永安里,臺中市西屯區永安里國安二路179號,1.0,1088.0,第六分局,"120.612760 ","24.192680 ",
1413.0,福雅里,臺中市西屯區福雅里福雅路156巷51號,1.0,232.0,第六分局,"120.619750 ","24.186500 ",
1414.0,福林里,臺中市西屯區福林里福科路522號,1.0,2752.0,第六分局,"120.615378 ","24.186527 ",
1415.0,福雅里,臺中市西屯區福雅里福雅路156巷39號,1.0,96.0,第六分局,"120.620594 ","24.186012 ",
1416.0,福林里,臺中市西屯區福林里福雅路81號,1.0,84.0,第六分局,"120.618906 ","24.185009 ",
1417.0,福雅里,臺中市西屯區福雅里永福路176巷2號,1.0,319.0,第六分局,"120.621978 ","24.185507 ",
1418.0,福雅里,臺中市西屯區福雅里西屯路三段155巷19號,1.0,133.0,第六分局,"120.621050 ","24.185887 ",
1419.0,福林里,臺中市西屯區福林里福科路663號,1.0,210.0,第六分局,"120.611215 ","24.186779 ",
1420.0,福安里,臺中市西屯區福安里安和路182號,1.0,1447.0,第六分局,"120.625750 ","24.183760 ",
1421.0,福林里,臺中市西屯區福林里福林路158號,3.0,2111.0,第六分局,"120.614850 ","24.186844 ",
1422.0,福安里,臺中市西屯區福安里安和路196號,1.0,166.0,第六分局,"120.625970 ","24.184200 ",
1423.0,福林里,臺中市西屯區福林里福科路571號,1.0,394.0,第六分局,"120.614850 ","24.186675 ",
1424.0,協和里,臺中市西屯區協和里工業區41路16號,1.0,92.0,第六分局,"120.604350 ","24.169515 ",
1425.0,協和里,臺中市西屯區協和里工業區24路26號,1.0,266.0,第六分局,"120.603376 ","24.166578 ",
1426.0,協和里,臺中市西屯區協和里工業區14路2號,1.0,97.0,第六分局,"120.605954 ","24.174346 ",
1427.0,協和里,臺中市西屯區協和里工業區38路150號,1.0,194.0,第六分局,"120.620844 ","24.177308 ",
1428.0,協和里,臺中市西屯區協和里工業區35路52號,1.0,105.0,第六分局,"120.590832 ","24.168579 ",
1429.0,協和里,臺中市西屯區協和里工業區38路38巷6號,1.0,263.0,第六分局,"120.590122 ","24.176518 ",
1430.0,協和里,臺中市西屯區協和里順和一街21號,1.0,1052.0,第六分局,"120.589969 ","24.175529 ",
1431.0,協和里,臺中市西屯區協和里工業區35路66號,1.0,141.0,第六分局,"120.590012 ","24.166502 ",
1432.0,協和里,臺中市西屯區協和里工業區35路35號,1.0,602.0,第六分局,"120.623058 ","24.174554 ",
1433.0,協和里,臺中市西屯區協和里工業區33路16號,1.0,320.0,第六分局,"120.604350 ","24.169515 ",
1434.0,協和里,臺中市西屯區協和里工業區38路76號,1.0,355.0,第六分局,"120.623338 ","24.169398 ",
1435.0,協和里,臺中市西屯區協和里工業區38路82巷6號,1.0,216.0,第六分局,"120.589077 ","24.177306 ",
1436.0,協和里,臺中市西屯區協和里工業區14路9號,1.0,93.0,第六分局,"120.606061 ","24.171299 ",
1437.0,協和里,臺中市西屯區協和里工業區35路64號,1.0,245.0,第六分局,"120.620071 ","24.168496 ",
1438.0,協和里,臺中市西屯區協和里工業區6路17號,1.0,137.0,第六分局,"120.604477 ","24.170134 ",
1439.0,協和里,臺中市西屯區協和里工業區34路6號,1.0,301.0,第六分局,"120.601937 ","24.172891 ",
1440.0,寶山里,臺中市南屯區寶山里工業區22路37號,1.0,92.0,第六分局,"120.646747 ","24.176349 ",
1441.0,協和里,臺中市西屯區協和里順和七街1號,1.0,331.0,第六分局,"120.587194 ","24.175915 ",
1442.0,寶山里,臺中市南屯區寶山里工業區24路15號,1.0,244.0,第六分局,"120.603881 ","24.162825 ",
1443.0,寶山里,臺中市南屯區寶山里工業區25路20號,1.0,446.0,第六分局,"120.601396 ","24.161191 ",
1444.0,協和里,臺中市西屯區協和里工業區31路10號,1.0,841.0,第六分局,"120.597976 ","24.171216 ",
1445.0,協和里,臺中市西屯區協和里順和六街41號,1.0,986.0,第六分局,"120.588482 ","24.176424 ",
1446.0,協和里,臺中市西屯區協和里工業區38路38巷2號,1.0,631.0,第六分局,"120.590016 ","24.176378 ",
1447.0,協和里,臺中市西屯區協和里工業區10路13號,1.0,98.0,第六分局,"120.604140 ","24.171132 ",
1448.0,協和里,臺中市西屯區協和里工業區38路148巷13號,1.0,400.0,第六分局,"120.589328 ","24.176188 ",
1449.0,協和里,臺中市西屯區協和里工業區17路2號之1,1.0,118.0,第六分局,"120.605954 ","24.174346 ",
1450.0,協和里,臺中市西屯區協和里工業區35路30號,1.0,106.0,第六分局,"120.590389 ","24.176977 ",
1451.0,協和里,臺中市西屯區協和里工業區36路17號,1.0,210.0,第六分局,"120.603461 ","24.169834 ",
1452.0,協和里,臺中市西屯區協和里工業區22路16號,1.0,112.0,第六分局,"120.604350 ","24.169515 ",
1453.0,協和里,臺中市西屯區協和里工業區28路101號,1.0,107.0,第六分局,"120.620740 ","24.172324 ",
1454.0,寶山里,臺中市南屯區寶山里工業區23路6號,1.0,117.0,第六分局,"120.606121 ","24.163973 ",
1455.0,協和里,臺中市西屯區協和里工業區8路14號之1,1.0,762.0,第六分局,"120.604477 ","24.170134 ",
1456.0,協和里,臺中市西屯區協和里工業區31路2號,1.0,206.0,第六分局,"120.605954 ","24.174346 ",
1457.0,協和里,臺中市西屯區協和里工業區32路53號,1.0,90.0,第六分局,"120.624297 ","24.176454 ",
1458.0,協和里,臺中市西屯區協和里工業區35路51號,1.0,4306.0,第六分局,"120.624360 ","24.176421 ",
1459.0,協和里,臺中市西屯區協和里工業區35路54號,1.0,685.0,第六分局,"120.620206 ","24.168248 ",
1460.0,協和里,臺中市西屯區協和里工業區5路12號,1.0,93.0,第六分局,"120.607290 ","24.166500 ",
1461.0,協和里,臺中市西屯區協和里工業區36路18號,1.0,123.0,第六分局,"120.604048 ","24.168904 ",
1462.0,協和里,臺中市西屯區協和里工業區30路1號,1.0,827.0,第六分局,"120.623408 ","24.173950 ",
1463.0,協和里,臺中市西屯區協和里工業區37路39號之1,1.0,152.0,第六分局,"120.588054 ","24.169578 ",
1464.0,協和里,臺中市西屯區協和里工業區38路62號,1.0,322.0,第六分局,"120.594775 ","24.165538 ",
1465.0,寶山里,臺中市南屯區寶山里工業區25路6號,1.0,251.0,第六分局,"120.602641 ","24.164382 ",
1466.0,協和里,臺中市西屯區協和里工業區35路36號,1.0,191.0,第六分局,"120.623411 ","24.174961 ",
1467.0,協和里,臺中市西屯區協和里工業區31路13號,1.0,485.0,第六分局,"120.604140 ","24.171132 ",
1468.0,協和里,臺中市西屯區協和里工業區35路7號,1.0,204.0,第六分局,"120.614458 ","24.171188 ",
1469.0,協和里,臺中市西屯區協和里工業區10路12號,1.0,193.0,第六分局,"120.604708 ","24.171164 ",
1470.0,協和里,臺中市西屯區協和里工業區33路3號,1.0,95.0,第六分局,"120.623549 ","24.174140 ",
