編號,村里別,地址,避難所在之地下樓層數,可容納人數,轄區分局,經度,緯度,"unnamed (1)"
1.0,協和里,臺中市西屯區協和里工業區38路117巷15號,1.0,986.0,第六分局,"120.589209 ","24.177449 ",
2.0,協和里,臺中市西屯區協和里工業區23路14號,1.0,222.0,第六分局,"120.605138 ","24.162920 ",
3.0,寶山里,臺中市南屯區寶山里工業區十八路11號,1.0,326.0,第六分局,"120.610786 ","24.158966 ",
4.0,至善里,臺中市西屯區至善里青海路二段351號,1.0,1509.0,第六分局,"120.640307 ","24.173670 ",
5.0,逢福里,臺中市西屯區逢福里櫻城二街11號,1.0,811.0,第六分局,"120.650970 ","24.169934 ",
6.0,逢福里,臺中市西屯區逢福里福上巷216弄48號,1.0,111.0,第六分局,"120.648816 ","24.176117 ",
7.0,逢福里,臺中市西屯區逢福里福上巷214弄28號,1.0,147.0,第六分局,"120.649018 ","24.175436 ",
8.0,逢福里,臺中市西屯區逢福里福上巷214弄112號,1.0,564.0,第六分局,"120.650067 ","24.176428 ",
9.0,逢福里,臺中市西屯區逢福里福上巷216弄7號,1.0,155.0,第六分局,"120.648252 ","24.175692 ",
10.0,逢福里,臺中市西屯區逢福里福上巷214弄96號,1.0,2043.0,第六分局,"120.649797 ","24.176373 ",
11.0,逢福里,臺中市西屯區逢福里福上巷214弄49號,1.0,471.0,第六分局,"120.649466 ","24.175977 ",
12.0,西平里,臺中市西屯區西平里西安街127號,1.0,438.0,第六分局,"120.643336 ","24.181947 ",
13.0,西平里,臺中市西屯區西平里西安街130巷10號,1.0,173.0,第六分局,"120.643664 ","24.180993 ",
14.0,西平里,臺中市西屯區西平里西安街277巷25弄26號,1.0,951.0,第六分局,"120.647437 ","24.183157 ",
15.0,港尾里,臺中市西屯區港尾里中康街245號之3,1.0,833.0,第六分局,"120.661055 ","24.199562 ",
16.0,港尾里,臺中市西屯區港尾里中清路180巷52號,1.0,3777.0,第六分局,"120.662001 ","24.200451 ",
17.0,港尾里,臺中市西屯區港尾里中清路208號之22,1.0,208.0,第六分局,"120.653266 ","24.203613 ",
18.0,西安里,臺中市西屯區西安里西屯路二段296號之20,1.0,218.0,第六分局,"120.641797 ","24.178560 ",
19.0,西安里,臺中市西屯區西安里西屯路二段297號之16,1.0,80.0,第六分局,"120.640486 ","24.178640 ",
20.0,西安里,臺中市西屯區西安里西屯路二段297-8巷66號,1.0,120.0,第六分局,"120.639652 ","24.177413 ",
21.0,西安里,臺中市西屯區西安里逢甲路200巷17弄32號,1.0,765.0,第六分局,"120.640054 ","24.176012 ",
22.0,西安里,臺中市西屯區西安里西屯路二段297-8巷3號,1.0,208.0,第六分局,"120.641139 ","24.178288 ",
23.0,至善里,臺中市西屯區至善里逢甲路253巷31號,1.0,2270.0,第六分局,"120.641192 ","24.175477 ",
24.0,西安里,臺中市西屯區西安里逢明街31號,1.0,322.0,第六分局,"120.640100 ","24.176501 ",
25.0,西安里,臺中市西屯區西安里西屯路二段298號,1.0,520.0,第六分局,"120.641296 ","24.178820 ",
26.0,西安里,臺中市西屯區西安里西屯路二段297-8巷12弄32號,1.0,263.0,第六分局,"120.639802 ","24.177969 ",
27.0,西安里,臺中市西屯區西安里逢甲路218弄202號,1.0,555.0,第六分局,"120.640088 ","24.175892 ",
28.0,至善里,臺中市西屯區至善里逢甲路301巷22弄32號,1.0,1144.0,第六分局,"120.638938 ","24.173186 ",
29.0,西安里,臺中市西屯區西安里青海路二段365號,1.0,88.0,第六分局,"120.638688 ","24.175402 ",
30.0,逢甲里,臺中市西屯區逢甲里西屯路二段256巷6號,1.0,1111.0,第六分局,"120.647386 ","24.170850 ",
31.0,逢甲里,臺中市西屯區逢甲里寶慶街50巷45號,2.0,444.0,第六分局,"120.647454 ","24.172170 ",
32.0,逢甲里,臺中市西屯區逢甲里崇義街6號之5,1.0,166.0,第六分局,"120.646666 ","24.173954 ",
33.0,逢甲里,臺中市西屯區逢甲里寶慶街30巷9號,2.0,1666.0,第六分局,"120.647924 ","24.171907 ",
34.0,逢甲里,臺中市西屯區逢甲里寶慶街50巷17號,2.0,666.0,第六分局,"120.647233 ","24.172139 ",
35.0,上石里,臺中市西屯區上石里西屯路二段273號之5,1.0,222.0,第六分局,"120.643942 ","24.175159 ",
36.0,上石里,臺中市西屯區上石里西屯路二段287巷3號之1,1.0,111.0,第六分局,"120.643269 ","24.176819 ",
37.0,上石里,臺中市西屯區上石里西屯路二段275號之2,1.0,166.0,第六分局,"120.643963 ","24.175336 ",
38.0,上石里,臺中市西屯區上石里河南路二段436號,1.0,555.0,第六分局,"120.644957 ","24.172167 ",
39.0,上石里,臺中市西屯區上石里西屯路二段285號,1.0,222.0,第六分局,"120.643468 ","24.176114 ",
40.0,西墩里,臺中市西屯區西墩里黎明路三段412號,2.0,694.0,第六分局,"120.640219 ","24.184581 ",
41.0,西墩里,臺中市西屯區西墩里西屯路三段39號,1.0,111.0,第六分局,"120.637745 ","24.180779 ",
42.0,西墩里,臺中市西屯區西墩里黎明路149號,1.0,555.0,第六分局,"120.637590 ","24.180519 ",
43.0,西墩里,臺中市西屯區西墩里僑光路100號,1.0,711.0,第六分局,"120.643190 ","24.189102 ",
44.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,1024.0,第六分局,"120.649991 ","24.179310 ",
45.0,鵬程里,臺中市西屯區鵬程里逢大路65號,1.0,69.0,第六分局,"120.648325 ","24.177492 ",
46.0,上德里,臺中市西屯區上德里青海路二段193巷9號,1.0,83.0,第六分局,"120.646174 ","24.168905 ",
47.0,上德里,臺中市西屯區上德里青海路二段193巷15號,1.0,83.0,第六分局,"120.645831 ","24.168841 ",
48.0,西平里,臺中市西屯區西平里逢甲路157號,1.0,83.0,第六分局,"120.642788 ","24.177844 ",
49.0,西平里,臺中市西屯區西平里華夏巷西四弄69號之79,1.0,333.0,第六分局,"120.642830 ","24.179464 ",
50.0,西平里,臺中市西屯區西平里逢甲路153號,1.0,133.0,第六分局,"120.642953 ","24.178011 ",
51.0,西平里,臺中市西屯區西平里逢甲路162號,1.0,222.0,第六分局,"120.642522 ","24.178100 ",
52.0,西平里,臺中市西屯區西平里逢甲路20巷37號,1.0,277.0,第六分局,"120.645456 ","24.179819 ",
53.0,逢甲里,臺中市西屯區逢甲里福星路558號,1.0,266.0,第六分局,"120.645743 ","24.175474 ",
54.0,逢福里,臺中市西屯區逢福里逢甲路9號,1.0,421.0,第六分局,"120.646129 ","24.178675 ",
55.0,西墩里,臺中市西屯區西墩里光明路283號,1.0,622.0,第六分局,"120.637739 ","24.175132 ",
56.0,西墩里,臺中市西屯區西墩里西屯路三段51號,1.0,266.0,第六分局,"120.636456 ","24.181497 ",
57.0,西墩里,臺中市西屯區西墩里西屯路三段53號,1.0,122.0,第六分局,"120.636456 ","24.181497 ",
58.0,西墩里,臺中市西屯區西墩里西屯路三段25號,1.0,255.0,第六分局,"120.638341 ","24.180402 ",
59.0,至善里,臺中市西屯區至善里光明路42號之3,1.0,112.0,第六分局,"120.638075 ","24.173814 ",
60.0,至善里,臺中市西屯區至善里逢甲路309號,1.0,64.0,第六分局,"120.639084 ","24.173876 ",
61.0,至善里,臺中市西屯區至善里逢甲路311號,1.0,64.0,第六分局,"120.639061 ","24.173845 ",
62.0,西墩里,臺中市西屯區西墩里光明路57號之25,1.0,108.0,第六分局,"120.638284 ","24.177562 ",
63.0,西墩里,臺中市西屯區西墩里光明路57-18巷42號,1.0,118.0,第六分局,"120.638129 ","24.177163 ",
64.0,至善里,臺中市西屯區至善里逢甲路329號,1.0,127.0,第六分局,"120.638819 ","24.173497 ",
65.0,至善里,臺中市西屯區至善里逢甲路331號,1.0,121.0,第六分局,"120.638746 ","24.173449 ",
66.0,西安里,臺中市西屯區西安里西屯路二段300號,1.0,1013.0,第六分局,"120.640478 ","24.179400 ",
67.0,至善里,臺中市西屯區至善里逢甲路340號,1.0,343.0,第六分局,"120.638673 ","24.173719 ",
68.0,西安里,臺中市西屯區西安里西屯路二段330號,1.0,87.0,第六分局,"120.639083 ","24.180167 ",
69.0,西安里,臺中市西屯區西安里西屯路二段328號,1.0,205.0,第六分局,"120.639126 ","24.180143 ",
70.0,港尾里,臺中市西屯區港尾里中清路二段1250巷19號,1.0,88.0,第六分局,"120.659709 ","24.194081 ",
71.0,港尾里,臺中市西屯區港尾里中清路二段1250巷160號,1.0,166.0,第六分局,"120.660652 ","24.197199 ",
72.0,港尾里,臺中市西屯區港尾里中清路二段1250巷57號,1.0,133.0,第六分局,"120.660058 ","24.195135 ",
73.0,港尾里,臺中市西屯區港尾里中清路二段1250巷96弄3號,1.0,133.0,第六分局,"120.660495 ","24.195440 ",
74.0,上安里,臺中市西屯區上安里上安路41號,1.0,1371.0,第六分局,"120.641247 ","24.170041 ",
75.0,上安里,臺中市西屯區上安里上明二街39號,1.0,2093.0,第六分局,"120.641816 ","24.171116 ",
76.0,西墩里,臺中市西屯區西墩里西屯路三段40號,1.0,2596.0,第六分局,"120.637955 ","24.181052 ",
77.0,上德里,臺中市西屯區上德里青海路二段209號,1.0,1606.0,第六分局,"120.644786 ","24.170718 ",
78.0,港尾里,臺中市西屯區港尾里中康街185號,1.0,1068.0,第六分局,"120.660873 ","24.198190 ",
79.0,上石里,臺中市西屯區上石里青海路二段240號,1.0,1132.0,第六分局,"120.645929 ","24.170134 ",
80.0,上德里,臺中市西屯區上德里上石路2號,1.0,1076.0,第六分局,"120.644025 ","24.166692 ",
81.0,逢福里,臺中市西屯區逢福里慶和街54號之4,1.0,196.0,第六分局,"120.647582 ","24.176120 ",
82.0,上安里,臺中市西屯區上安里上仁街113號,1.0,996.0,第六分局,"120.641519 ","24.171303 ",
83.0,上安里,臺中市西屯區上安里青海路二段319號,1.0,1180.0,第六分局,"120.641268 ","24.173169 ",
84.0,逢甲里,臺中市西屯區逢甲里崇義街26號,2.0,3277.0,第六分局,"120.645934 ","24.173560 ",
85.0,港尾里,臺中市西屯區港尾里中康街226號,1.0,802.0,第六分局,"120.661276 ","24.199227 ",
86.0,上安里,臺中市西屯區上安里上安路60號,1.0,2071.0,第六分局,"120.640887 ","24.170725 ",
87.0,西平里,臺中市西屯區西平里文華路132號,1.0,2286.0,第六分局,"120.646418 ","24.182645 ",
88.0,港尾里,臺中市西屯區港尾里中清路二段1250巷80號,1.0,385.0,第六分局,"120.660326 ","24.195133 ",
89.0,逢甲里,臺中市西屯區逢甲里寶慶街18巷28號,1.0,894.0,第六分局,"120.648635 ","24.171099 ",
90.0,西平里,臺中市西屯區西平里西安街277巷77弄3號,1.0,2583.0,第六分局,"120.647574 ","24.184177 ",
91.0,逢甲里,臺中市西屯區逢甲里弘孝路127號,1.0,830.0,第六分局,"120.648109 ","24.170099 ",
92.0,至善里,臺中市西屯區至善里青海路二段308號,1.0,1661.0,第六分局,"120.640244 ","24.174564 ",
93.0,西平里,臺中市西屯區西平里西安街277巷61號,1.0,1267.0,第六分局,"120.648087 ","24.183955 ",
94.0,港尾里,臺中市西屯區港尾里中康街172號,1.0,389.0,第六分局,"120.661098 ","24.197956 ",
95.0,上安里,臺中市西屯區上安里上安路76號,1.0,1185.0,第六分局,"120.640660 ","24.170888 ",
96.0,至善里,臺中市西屯區至善里上安路111號,1.0,2324.0,第六分局,"120.639044 ","24.171759 ",
97.0,逢甲里,臺中市西屯區逢甲里西屯路二段268號之15,1.0,3523.0,第六分局,"120.644535 ","24.174275 ",
98.0,西墩里,臺中市西屯區西墩里僑光路100號,1.0,781.0,第六分局,"120.643190 ","24.189102 ",
99.0,西墩里,臺中市西屯區西墩里黎明路97巷2號,1.0,166.0,第六分局,"120.637229 ","24.173759 ",
100.0,西安里,臺中市西屯區西安里西屯路二段300號,1.0,333.0,第六分局,"120.640478 ","24.179400 ",
101.0,上德里,臺中市西屯區上德里青海路二段207號,1.0,5654.0,第六分局,"120.645805 ","24.169852 ",
102.0,港尾里,臺中市西屯區港尾里同志巷15號,1.0,666.0,第六分局,"120.649102 ","24.197704 ",
103.0,逢甲里,臺中市西屯區逢甲里文華路7號之6,1.0,133.0,第六分局,"120.645052 ","24.175744 ",
104.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,833.0,第六分局,"120.649991 ","24.179310 ",
105.0,西安里,臺中市西屯區西安里文華路155巷3號之9,1.0,166.0,第六分局,"120.646097 ","24.181004 ",
106.0,上石里,臺中市西屯區上石里湳子巷5弄39號,1.0,333.0,第六分局,"120.644253 ","24.174920 ",
107.0,西安里,臺中市西屯區西安里光明路160號,1.0,833.0,第六分局,"120.639933 ","24.181491 ",
108.0,西安里,臺中市西屯區西安里西屯路二段295號之18,1.0,133.0,第六分局,"120.641887 ","24.177886 ",
109.0,西安里,臺中市西屯區西安里西安街76巷12弄30號,1.0,208.0,第六分局,"120.641443 ","24.180523 ",
110.0,西安里,臺中市西屯區西安里西安街76巷18弄10號,1.0,166.0,第六分局,"120.641889 ","24.180071 ",
111.0,西平里,臺中市西屯區西平里福星北路92號,1.0,1500.0,第六分局,"120.644269 ","24.187187 ",
112.0,西平里,臺中市西屯區西平里逢甲路19巷9號,1.0,166.0,第六分局,"120.645833 ","24.178325 ",
113.0,西墩里,臺中市西屯區西墩里光明路63號,1.0,345.0,第六分局,"120.638396 ","24.178738 ",
114.0,上安里,臺中市西屯區上安里臺灣大道三段556巷1弄11號,1.0,90.0,第六分局,"120.640367 ","24.169042 ",
115.0,西安里,臺中市西屯區西安里西屯路二段317-325號,1.0,334.0,第六分局,"120.639206 ","24.179958 ",
116.0,上安里,臺中市西屯區上安里臺灣大道三段558號,1.0,318.0,第六分局,"120.640145 ","24.168825 ",
117.0,上石里,臺中市西屯區上石里西屯路二段261號之2,1.0,232.0,第六分局,"120.644607 ","24.173212 ",
118.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,1227.0,第六分局,"120.649991 ","24.179310 ",
119.0,逢甲里,臺中市西屯區逢甲里西屯路二段276號,1.0,100.0,第六分局,"120.644159 ","24.175899 ",
120.0,逢甲里,臺中市西屯區逢甲里西屯路二段278號,1.0,100.0,第六分局,"120.644105 ","24.175933 ",
121.0,逢甲里,臺中市西屯區逢甲里西屯路二段280號,1.0,100.0,第六分局,"120.644071 ","24.175989 ",
122.0,上安里,臺中市西屯區上安里臺灣大道三段552號,1.0,177.0,第六分局,"120.640350 ","24.168790 ",
123.0,上安里,臺中市西屯區上安里臺灣大道三段566號,1.0,117.0,第六分局,"120.640083 ","24.168863 ",
124.0,上安里,臺中市西屯區上安里臺灣大道三段568號,1.0,53.0,第六分局,"120.640041 ","24.168893 ",
125.0,上安里,臺中市西屯區上安里臺灣大道三段570號,1.0,53.0,第六分局,"120.640004 ","24.168921 ",
126.0,上安里,臺中市西屯區上安里臺灣大道三段572號,1.0,53.0,第六分局,"120.639966 ","24.168951 ",
127.0,上安里,臺中市西屯區上安里臺灣大道三段576號,1.0,53.0,第六分局,"120.639925 ","24.168989 ",
128.0,上安里,臺中市西屯區上安里臺灣大道三段578號,1.0,53.0,第六分局,"120.639887 ","24.169011 ",
129.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,218.0,第六分局,"120.649991 ","24.179310 ",
130.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,1163.0,第六分局,"120.649991 ","24.179310 ",
131.0,西墩里,臺中市西屯區西墩里僑光路100號,1.0,250.0,第六分局,"120.643190 ","24.189102 ",
132.0,西墩里,臺中市西屯區西墩里僑光路100號,1.0,416.0,第六分局,"120.643190 ","24.189102 ",
133.0,港尾里,臺中市西屯區港尾里中清路三段121巷122號,1.0,166.0,第六分局,"120.653425 ","24.200525 ",
134.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,260.0,第六分局,"120.649991 ","24.179310 ",
135.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,260.0,第六分局,"120.649991 ","24.179310 ",
136.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,555.0,第六分局,"120.649991 ","24.179310 ",
137.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,555.0,第六分局,"120.649991 ","24.179310 ",
138.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,208.0,第六分局,"120.649991 ","24.179310 ",
139.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,416.0,第六分局,"120.649991 ","24.179310 ",
140.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,260.0,第六分局,"120.649991 ","24.179310 ",
141.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,1041.0,第六分局,"120.649991 ","24.179310 ",
142.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,416.0,第六分局,"120.649991 ","24.179310 ",
143.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,354.0,第六分局,"120.649991 ","24.179310 ",
144.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,833.0,第六分局,"120.649991 ","24.179310 ",
145.0,西安里,臺中市西屯區西安里西屯路二段300號,1.0,76.0,第六分局,"120.640478 ","24.179400 ",
146.0,逢甲里,臺中市西屯區逢甲里文華路正煌巷12號,1.0,100.0,第六分局,"120.645050 ","24.174759 ",
147.0,逢甲里,臺中市西屯區逢甲里西屯路二段270巷1號,1.0,100.0,第六分局,"120.644834 ","24.174385 ",
148.0,逢甲里,臺中市西屯區逢甲里福上巷333號之1,1.0,100.0,第六分局,"120.645324 ","24.175113 ",
149.0,逢甲里,臺中市西屯區逢甲里福上巷333號之2,1.0,100.0,第六分局,"120.645273 ","24.175132 ",
150.0,西安里,臺中市西屯區西安里西屯路二段300號,1.0,291.0,第六分局,"120.640478 ","24.179400 ",
151.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,1333.0,第六分局,"120.649991 ","24.179310 ",
152.0,西平里,臺中市西屯區西平里文華路127巷5號,1.0,233.0,第六分局,"120.646034 ","24.180399 ",
153.0,西平里,臺中市西屯區西平里逢甲路2號,1.0,300.0,第六分局,"120.646372 ","24.179003 ",
154.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,250.0,第六分局,"120.649991 ","24.179310 ",
155.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,1666.0,第六分局,"120.649991 ","24.179310 ",
156.0,港尾里,臺中市西屯區港尾里同志巷15號,1.0,333.0,第六分局,"120.649102 ","24.197704 ",
157.0,西墩里,臺中市西屯區西墩里黎明路三段97巷6號,1.0,166.0,第六分局,"120.637229 ","24.173759 ",
158.0,港尾里,臺中市西屯區港尾里同志巷15號,1.0,666.0,第六分局,"120.649102 ","24.197704 ",
159.0,西安里,臺中市西屯區西安里西屯路二段300號,1.0,208.0,第六分局,"120.640478 ","24.179400 ",
160.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,833.0,第六分局,"120.649991 ","24.179310 ",
161.0,西平里,臺中市西屯區西平里文華路155巷3號,1.0,166.0,第六分局,"120.646097 ","24.181004 ",
162.0,上石里,臺中市西屯區上石里西屯路二段277號,1.0,250.0,第六分局,"120.643956 ","24.175612 ",
163.0,西安里,臺中市西屯區西安里光明路158號,1.0,833.0,第六分局,"120.639520 ","24.181201 ",
164.0,西安里,臺中市西屯區西安里西安街76巷12弄10號,1.0,166.0,第六分局,"120.641867 ","24.180647 ",
165.0,西平里,臺中市西屯區西平里光明路188號之18,1.0,1500.0,第六分局,"120.642107 ","24.185860 ",
166.0,西平里,臺中市西屯區西平里文華路139巷19弄14號,1.0,150.0,第六分局,"120.645625 ","24.181170 ",
167.0,西墩里,臺中市西屯區西墩里西屯路三段53號之1,1.0,92.0,第六分局,"120.636062 ","24.181346 ",
168.0,至善里,臺中市西屯區至善里西屯路二段293巷49號,1.0,62.0,第六分局,"120.641954 ","24.177074 ",
169.0,西墩里,臺中市西屯區西墩里僑光路100號,1.0,520.0,第六分局,"120.643190 ","24.189102 ",
170.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,1233.0,第六分局,"120.649991 ","24.179310 ",
171.0,西平里,臺中市西屯區西平里華夏巷華夏巷西五弄61號,1.0,316.0,第六分局,"120.642940 ","24.179345 ",
172.0,逢福里,臺中市西屯區逢福里文華路25-2號之1,1.0,333.0,第六分局,"120.646265 ","24.176501 ",
173.0,西平里,臺中市西屯區西平里逢甲路20巷10弄1號,1.0,133.0,第六分局,"120.643452 ","24.174161 ",
174.0,西平里,臺中市西屯區西平里逢甲路20巷28弄4號,1.0,133.0,第六分局,"120.646030 ","24.179821 ",
175.0,西墩里,臺中市西屯區西墩里光明路185號,1.0,100.0,第六分局,"120.639238 ","24.181498 ",
176.0,西平里,臺中市西屯區西平里文華路107號,1.0,133.0,第六分局,"120.646289 ","24.179258 ",
177.0,西平里,臺中市西屯區西平里文華路109號,1.0,133.0,第六分局,"120.646289 ","24.179304 ",
178.0,西平里,臺中市西屯區西平里文華路111號,1.0,133.0,第六分局,"120.646289 ","24.179362 ",
179.0,西平里,臺中市西屯區西平里文華路113號,1.0,133.0,第六分局,"120.646288 ","24.179397 ",
180.0,逢甲里,臺中市西屯區逢甲里文華路7號之5,1.0,133.0,第六分局,"120.645031 ","24.175719 ",
181.0,西安里,臺中市西屯區西安里光明路162號,1.0,535.0,第六分局,"120.639615 ","24.181495 ",
182.0,上石里,臺中市西屯區上石里西屯路二段267號之2,1.0,232.0,第六分局,"120.644609 ","24.173213 ",
183.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,1963.0,第六分局,"120.649991 ","24.179310 ",
184.0,西平里,臺中市西屯區西平里逢甲路20巷16弄24號,1.0,166.0,第六分局,"120.645718 ","24.179706 ",
185.0,西墩里,臺中市西屯區西墩里僑光路100號,1.0,295.0,第六分局,"120.643190 ","24.189102 ",
186.0,逢甲里,臺中市西屯區逢甲里崇義街54號,1.0,127.0,第六分局,"120.645732 ","24.173041 ",
187.0,逢甲里,臺中市西屯區逢甲里文華路3號之3,1.0,102.0,第六分局,"120.644820 ","24.175398 ",
188.0,西平里,臺中市西屯區西平里文華路139巷19弄19號,1.0,106.0,第六分局,"120.645545 ","24.181434 ",
189.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,1037.0,第六分局,"120.649991 ","24.179310 ",
190.0,西平里,臺中市西屯區西平里福星路435號,1.0,156.0,第六分局,"120.645302 ","24.178418 ",
191.0,西平里,臺中市西屯區西平里福星路451號,1.0,104.0,第六分局,"120.645318 ","24.178082 ",
192.0,西安里,臺中市西屯區西安里西屯路二段332號,1.0,205.0,第六分局,"120.639045 ","24.180192 ",
193.0,西平里,臺中市西屯區西平里福星路431號,1.0,368.0,第六分局,"120.645245 ","24.178948 ",
194.0,上石里,臺中市西屯區上石里弘孝路161號,1.0,507.0,第六分局,"120.647402 ","24.169699 ",
195.0,上石里,臺中市西屯區上石里西屯路二段287號之5,1.0,222.0,第六分局,"120.643213 ","24.176494 ",
196.0,港尾里,臺中市西屯區港尾里中康街83號,1.0,107.0,第六分局,"120.659415 ","24.196408 ",
197.0,西平里,臺中市西屯區西平里華夏巷華夏西四弄69號,1.0,2184.0,第六分局,"120.642719 ","24.179313 ",
198.0,逢福里,臺中市西屯區逢福里福上巷239號,1.0,182.0,第六分局,"120.651810 ","24.174704 ",
199.0,逢福里,臺中市西屯區逢福里福上巷243號之1,1.0,246.0,第六分局,"120.651439 ","24.174737 ",
200.0,西平里,臺中市西屯區西平里福星北路96號,1.0,485.0,第六分局,"120.645916 ","24.187906 ",
201.0,上德里,臺中市西屯區上德里弘孝路79號,1.0,87.0,第六分局,"120.645608 ","24.167988 ",
202.0,逢福里,臺中市西屯區逢福里弘孝路267號,1.0,147.0,第六分局,"120.651253 ","24.173884 ",
203.0,逢福里,臺中市西屯區逢福里福上巷龍欣一弄1號,1.0,230.0,第六分局,"120.651542 ","24.174925 ",
204.0,逢甲里,臺中市西屯區逢甲里福上巷319弄22號,1.0,422.0,第六分局,"120.645424 ","24.174268 ",
205.0,逢甲里,臺中市西屯區逢甲里上石北二巷11號,1.0,327.0,第六分局,"120.646947 ","24.172568 ",
206.0,上石里,臺中市西屯區上石里湳子巷9弄6號,1.0,122.0,第六分局,"120.643452 ","24.174161 ",
207.0,上石里,臺中市西屯區上石里西屯路二段269號之39,1.0,90.0,第六分局,"120.644315 ","24.174074 ",
208.0,上石里,臺中市西屯區上石里西屯路二段273號,1.0,884.0,第六分局,"120.644129 ","24.174869 ",
209.0,西平里,臺中市西屯區西平里逢甲路20巷28弄1號,1.0,473.0,第六分局,"120.645791 ","24.180021 ",
210.0,西墩里,臺中市西屯區西墩里西墩南二巷8號,1.0,112.0,第六分局,"120.636810 ","24.180990 ",
211.0,港尾里,臺中市西屯區港尾里中清路二段1250巷100號,1.0,128.0,第六分局,"120.660368 ","24.195599 ",
212.0,逢甲里,臺中市西屯區逢甲里西屯路二段282巷36號,1.0,193.0,第六分局,"120.644400 ","24.177240 ",
213.0,逢甲里,臺中市西屯區逢甲里福上巷331號,1.0,110.0,第六分局,"120.645410 ","24.175037 ",
214.0,西平里,臺中市西屯區西平里華夏巷西一弄31號,1.0,133.0,第六分局,"120.642886 ","24.180259 ",
215.0,西墩里,臺中市西屯區西墩里僑光路100號,1.0,300.0,第六分局,"120.643190 ","24.189102 ",
216.0,上石里,臺中市西屯區上石里青海路二段246號之9,1.0,112.0,第六分局,"120.643655 ","24.172035 ",
217.0,港尾里,臺中市西屯區港尾里中清路二段1250巷106號,1.0,279.0,第六分局,"120.660405 ","24.195758 ",
218.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,348.0,第六分局,"120.649991 ","24.179310 ",
219.0,鵬程里,臺中市西屯區鵬程里文華路100號,1.0,1862.0,第六分局,"120.649991 ","24.179310 ",
220.0,逢福里,臺中市西屯區逢福里慶和街80號,1.0,92.0,第六分局,"120.646747 ","24.176349 ",
221.0,西平里,臺中市西屯區西平里逢甲路29號,1.0,501.0,第六分局,"120.645460 ","24.178646 ",
222.0,西安里,臺中市西屯區西安里光明路58號,1.0,168.0,第六分局,"120.638707 ","24.178349 ",
223.0,上安里,臺中市西屯區上安里青海路二段300號,1.0,92.0,第六分局,"120.641628 ","24.172899 ",
224.0,西平里,臺中市西屯區西平里文華路135號之1,1.0,114.0,第六分局,"120.645976 ","24.180589 ",
225.0,西平里,臺中市西屯區西平里文華路135號,1.0,114.0,第六分局,"120.646113 ","24.180592 ",
226.0,西平里,臺中市西屯區西平里福星路222號,1.0,71.0,第六分局,"120.644502 ","24.182092 ",
227.0,逢甲里,臺中市西屯區逢甲里文華路永新巷南二弄60號,1.0,87.0,第六分局,"120.645065 ","24.176369 ",
228.0,西平里,臺中市西屯區西平里福星路333號,1.0,128.0,第六分局,"120.645190 ","24.181042 ",
229.0,西平里,臺中市西屯區西平里逢甲路22號,1.0,111.0,第六分局,"120.645643 ","24.179009 ",
230.0,西平里,臺中市西屯區西平里福星路357號,1.0,95.0,第六分局,"120.645238 ","24.180394 ",
231.0,西墩里,臺中市西屯區西墩里黎明路三段130號,1.0,402.0,第六分局,"120.637646 ","24.176653 ",
232.0,西平里,臺中市西屯區西平里西屯路二段284號之5,1.0,145.0,第六分局,"120.642977 ","24.177212 ",
233.0,港尾里,臺中市西屯區港尾里中康街137號,1.0,937.0,第六分局,"120.659892 ","24.197372 ",
234.0,西平里,臺中市西屯區西平里福星路182號,1.0,527.0,第六分局,"120.643297 ","24.182143 ",
235.0,逢甲里,臺中市西屯區逢甲里上石北二巷15號,1.0,358.0,第六分局,"120.647176 ","24.172795 ",
236.0,逢福里,臺中市西屯區逢福里櫻城五街32號,1.0,818.0,第六分局,"120.650377 ","24.172080 ",
237.0,西安里,臺中市西屯區西安里逢甲路218號,1.0,2406.0,第六分局,"120.639888 ","24.175782 ",
238.0,逢福里,臺中市西屯區逢福里櫻城一街59號之7,1.0,447.0,第六分局,"120.651450 ","24.171842 ",
