類別,電腦編號,村里別,地址,地下樓層數,可容納人數,備註
大樓,MMA0001,重興里,嘉義市西區重興里遠東街39-1號,1.0,45.0,
大樓,MMA0002,重興里,嘉義市西區重興里北興街244號,1.0,46.0,
公寓,MMA0003,重興里,嘉義市西區重興里北興街294號,1.0,16.0,
公寓,MMA0004,重興里,嘉義市西區重興里北興街304號,1.0,49.0,
公寓,MMA0005,重興里,嘉義市西區重興里北興街296號,1.0,18.0,
公寓,MMA0006,重興里,嘉義市西區重興里北興街298號,1.0,17.0,
大樓,MMA0007,重興里,嘉義市西區重興里遠東街37-10號,1.0,60.0,
大樓,MMA0008,重興里,嘉義市西區重興里北興街180號,1.0,800.0,
大樓,MMA0009,重興里,嘉義市西區重興里友忠路827巷75號,1.0,48.0,
大樓,MMA0010,重興里,嘉義市西區重興里博愛路1段480號,1.0,236.0,
大樓,MMA0011,重興里,嘉義市西區重興里博愛路1段482巷6號,1.0,1148.0,
大樓,MMA0012,重興里,嘉義市西區重興里博愛路1段440號,1.0,40.0,
公寓,MMA0013,重興里,嘉義市西區重興里博愛路1段506號,1.0,21.0,
政府機關(農會),MMA0014,後驛里,嘉義市西區後驛里北興街175-1號,1.0,181.0,
大樓,MMA0015,重興里,嘉義市西區重興里博愛路1段496巷1號,1.0,494.0,
公寓,MMA0016,後驛里,嘉義市西區後驛里北興街139-141號,1.0,28.0,
大樓,MMA0018,後驛里,嘉義市西區後驛里博愛路二段13號,1.0,58.0,
大樓,MMA0019,後驛里,嘉義市西區後驛里博愛路二段35號,1.0,37.0,
大樓,MMA0020,後驛里,嘉義市西區後驛里博愛路二段39號,1.0,36.0,
大樓,MMA0021,後驛里,嘉義市西區後驛里博愛路二段37號,1.0,53.0,
公寓,MMA0022,後驛里,嘉義市西區後驛里北興街177巷3-2號,1.0,22.0,
公寓,MMA0023,後驛里,嘉義市西區後驛里北興街177巷3-1號,1.0,24.0,
大樓,MMA0024,竹圍里,嘉義市西區竹圍里北興街227-5號,1.0,66.0,
大樓,MMA0025,竹圍里,嘉義市西區竹圍里北興街227-6號,1.0,65.0,
大樓,MMA0026,竹圍里,嘉義市西區竹圍里北興街227-7號,1.0,65.0,
公寓,MMA0027,竹圍里,嘉義市西區竹圍里北興街233號,1.0,24.0,
公寓,MMA0028,竹圍里,嘉義市西區竹圍里北興街235號,1.0,24.0,
大樓,MMA0029,竹圍里,嘉義市西區竹圍里北興街237號,1.0,49.0,
公寓,MMA0030,竹圍里,嘉義市西區竹圍里北興街239號,1.0,24.0,
