類別,編號,里別,地址,Location,地下層數位址,可容納人數,備註
一般建築,A0280,東金里,高雄市前金區東金里榮安街43號,"22.630901,120.293665",1,200,
學校,A0281,林投里,高雄市前金區林投里大同二路76號,"22.626574,120.293344",1,1106,
辦公室,A0282,林投里,高雄市前金區林投里中正四路215號,"22.628062,120.292762",1.2.3.4,3734,
一般建築,A0283,林投里,高雄市前金區林投里中正四路235號,"22.628062,120.292762",1.2.3.4,3779,
一般建築,A0284,林投里,高雄市前金區林投里中正四路259號,"22.627247,120.2903",1.2,2369,
辦公室,A0285,林投里,高雄市前金區林投里中正四路261號,"22.627101,120.289858",1,422,
一般建築,A0286,林投里,高雄市前金區林投里成功一路412號,"22.62732,120.292716",1.2.3.4,830,
辦公室,A0287,林投里,高雄市前金區林投里自強二路169號,"22.627535,120.294278",1,855,
辦公室,A0288,林投里,高雄市前金區林投里河東路188號,"22.626196,120.289519",1.2,9883,
辦公室,A0289,林投里,高雄市前金區林投里前金二街30號,"22.627642,120.293492",1,5731,
一般建築,A0290,社西里,高雄市前金區社西里市中一路105號,"22.623436,120.291962",1,265,
一般建築,A0291,社西里,高雄市前金區社西里市中一路109號,"22.623578,120.291895",1,196,
一般建築,A0292,社西里,高雄市前金區社西里民生二路203號,"22.623677,120.29168",1,324,
一般建築,A0293,社西里,高雄市前金區社西里民生二路205號,"22.623612,120.291501",1,255,
一般建築,A0294,社西里,高雄市前金區社西里民生二路207號,"22.623584,120.291396",1,273,
一般建築,A0295,社西里,高雄市前金區社西里民生二路227號,"22.623529,120.291192",1,675,
旅館,A0296,社東里,高雄市前金區社東里五福三路102號,"22.621534,120.295546",1,325,
一般建築,A0297,社東里,高雄市前金區社東里五福三路80號,"22.621763,120.296165",1.2,1440,
一般建築,A0298,社東里,高雄市前金區社東里民生二路129號,"22.624887,120.295202",1.2.3.4,1357,
一般建築,A0299,社東里,高雄市前金區社東里民生二路139號,"22.624647,120.294663",1.2,2222,
一般建築,A0300,社東里,高雄市前金區社東里光復二街48號,"22.623747,120.295306",1,1461,
一般建築,A0301,社東里,高雄市前金區社東里自強二路41號,"22.62318,120.295906",1,213,
一般建築,A0302,社東里,高雄市前金區社東里自強二路51號,"22.623415,120.295872",1.2.3,837,
一般建築,A0303,社東里,高雄市前金區社東里自強二路59號,"22.623559,120.295723",1,226,
一般建築,A0304,社東里,高雄市前金區社東里自強二路75號,"22.624262,120.295511",1,121,
一般建築,A0305,長生里,高雄市前金區長生里中華三路15號,"22.623334,120.297922",1.2,307,
一般建築,A0306,長生里,高雄市前金區長生里中華三路17號,"22.623379,120.29791",1,325,
辦公室,A0307,長生里,高雄市前金區長生里中華三路21號,"22.623495,120.297876",1,563,
一般建築,A0308,長生里,高雄市前金區長生里中華三路53號,"22.624849,120.297341",1,546,
一般建築,A0309,長生里,高雄市前金區長生里中華三路5號,"22.622855,120.298122",1,361,
一般建築,A0310,長生里,高雄市前金區長生里中華三路7號,"22.622965,120.298088",1,252,
旅館,A0311,長生里,高雄市前金區長生里五福三路38號,"22.622228,120.297655",1,498,
一般建築,A0312,長生里,高雄市前金區長生里五福三路50號,"22.622185,120.297563",1,680,
一般建築,A0313,長生里,高雄市前金區長生里五福三路60號,"22.621993,120.296993",1,621,
一般建築,A0314,長生里,高雄市前金區長生里民生二路67號,"22.62526,120.296398",1,265,
一般建築,A0315,長生里,高雄市前金區長生里民生二路71號,"22.625205,120.296229",1,1144,
一般建築,A0316,長生里,高雄市前金區長生里民生二路89號,"22.625022,120.295635",1.2,261,
一般建築,A0317,長生里,高雄市前金區長生里光復一街2號,"22.623694,120.297693",1,1583,
一般建築,A0318,長生里,高雄市前金區長生里自強二路50巷12號,"22.623532,120.296544",1.2.3,2640,
一般建築,A0319,長生里,高雄市前金區長生里長生街8號,"22.622751,120.29709",1.2.3.4.5,841,
旅館,A0320,長城里,高雄市前金區長城里七賢二路178號,"22.633458,120.295902",2.3,408,
醫院照護,A0321,長城里,高雄市前金區長城里七賢二路220之8號,"22.632726,120.293799",1,212,
一般建築,A0322,長城里,高雄市前金區長城里中山橫路95號,"22.631067,120.298665",1,1148,
一般建築,A0323,長城里,高雄市前金區長城里中山橫路98號,"22.631238,120.298428",1,198,
醫院照護,A0324,長城里,高雄市前金區長城里中正四路100號,"22.630474,120.298292",1,709,
一般建築,A0325,長城里,高雄市前金區長城里中正四路118號,"22.630233,120.297647",1,770,
一般建築,A0326,長城里,高雄市前金區長城里中正四路136號,"22.630077,120.297095",1,555,
辦公室,A0327,長城里,高雄市前金區長城里中正四路148號,"22.629994,120.296797",1.2,616,
一般建築,A0328,長城里,高雄市前金區長城里中華三路126號,"22.63020349,120.295778767346",1,401,
一般建築,A0329,長城里,高雄市前金區長城里中華三路232號,"22.633956,120.294354",1.2,715,
商場,A0330,長城里,高雄市前金區長城里六合二路107之1號,"22.631488,120.297861",1.2.3,1038,
宗教設施,A0331,長城里,高雄市前金區長城里六合二路121號,"22.631143,120.297026",1,637,
一般建築,A0332,長城里,高雄市前金區長城里六合二路145號之1,"22.63101129,120.296378267346",1,578,
一般建築,A0333,長城里,高雄市前金區長城里自立二路89號,"22.631374,120.298698",1,700,
一般建築,A0334,長城里,高雄市前金區長城里河南二路106號,"22.634806,120.294432",1,1047,
一般建築,A0335,長城里,高雄市前金區長城里河南二路109號,"22.634786,120.294284",1,269,
一般建築,A0336,長城里,高雄市前金區長城里河南二路97之2號,"22.635016,120.29494",1,588,
一般建築,A0337,長城里,高雄市前金區長城里新盛一街12號,"22.630345,120.296644",1,348,
一般建築,A0338,長城里,高雄市前金區長城里新盛一街28號,"22.630707,120.296505",1.2.3,2518,
一般建築,A0339,長城里,高雄市前金區長城里新盛一街9號,"22.63027735,120.296477899769",1.2,684,
一般建築,A0340,長城里,高雄市前金區長城里瑞源路72號,"22.630793,120.29786",1,432,
一般建築,A0341,長城里,高雄市前金區長城里瑞源路75號,"22.63070269,120.297601767346",1,390,
一般建築,A0342,長城里,高雄市前金區長城里瑞源路78號,"22.631136,120.297729",1,251,
一般建築,A0343,長城里,高雄市前金區長城里瑞源路88號,"22.631352,120.297573",1,416,
郵局,A0344,長興里,高雄市前金區長興里六合二路147號,"22.630851,120.296075",1.2.3.4,1607,
一般建築,A0345,長興里,高雄市前金區長興里新盛一街21號,"22.630507,120.296361",1.2.3.4,613,
一般建築,A0346,長驛里,高雄市新興區長驛里七賢二路89號,"22.633976,120.298779",1,158,
一般建築,A0347,長驛里,高雄市新興區長驛里七賢二路95之1號,"22.633894,120.298561",1,119,
一般建築,A0348,長驛里,高雄市新興區長驛里六合二路86號,"22.632249,120.298875",1.2,461,
一般建築,A0349,長驛里,高雄市新興區長驛里民主路59號之1,"22.63275259,120.299152125019",1.2,1067,
一般建築,A0350,長驛里,高雄市新興區長驛里自立二路146號,"22.633161,120.298374",1,308,
一般建築,A0351,長驛里,高雄市新興區長驛里自立二路150號,"22.633368,120.298289",1.2,368,
一般建築,A0352,長驛里,高雄市新興區長驛里明星街66號,"22.633634,120.299083",1,490,
一般建築,A0353,長驛里,高雄市新興區長驛里明星街68號,"22.633592,120.29901",1,258,
一般建築,A0354,長驛里,高雄市新興區長驛里明星街70號之1,"22.633561,120.298835",1,358,
一般建築,A0355,長驛里,高雄市新興區長驛里明星街71號,"22.633402,120.299007",1,615,
一般建築,A0356,長驛里,高雄市新興區長驛里南台路127號,"22.633987,120.299085",1,547,
一般建築,A0357,長驛里,高雄市新興區長驛里南台路89號,"22.632697,120.299558",1,338,
一般建築,A0358,長驛里,高雄市新興區長驛里南台路99號,"22.633163,120.299409",1,114,
一般建築,A0359,青山里,高雄市前金區青山里大同一路270號,"22.62796,120.297203",1.2.3.4.5,917,
一般建築,A0360,青山里,高雄市前金區青山里中正四路105號,"22.629773,120.297901",1,377,
一般建築,A0361,青山里,高雄市前金區青山里中正四路107號,"22.629691,120.297679",1.2,1606,
一般建築,A0362,青山里,高雄市前金區青山里中正四路111號,"22.629584,120.297327",1.2.3,1833,
一般建築,A0363,青山里,高雄市前金區青山里中正四路139號,"22.629335,120.296786",1.2.3,551,
一般建築,A0364,青山里,高雄市前金區青山里中正四路143號,"22.629352,120.296595",1,639,
商場,A0365,青山里,高雄市前金區青山里中正四路151號,"22.629169,120.296396",1.2.3,873,
一般建築,A0366,青山里,高雄市前金區青山里中正四路87號,"22.630019,120.298638",1.2,940,
一般建築,A0367,青山里,高雄市前金區青山里中正四路99號,"22.629919,120.298226",1.2,1187,
一般建築,A0368,青山里,高雄市前金區青山里中華三路106號,"22.62876,120.296368",1.2.3,1459,
辦公室,A0369,青山里,高雄市前金區青山里中華三路108號,"22.628926,120.296336",1.2,1005,
一般建築,A0370,青山里,高雄市前金區青山里中華三路86號,"22.627943,120.2967",1,634,
一般建築,A0371,青山里,高雄市前金區青山里中華三路98號,"22.628312,120.296559",1,737,
一般建築,A0372,青山里,高雄市前金區青山里自立二路35號,"22.629619,120.299443",1.2.3,527,
一般建築,A0373,青山里,高雄市前金區青山里自立橫路52號,"22.629498,120.299212",1,214,
一般建築,A0374,青山里,高雄市前金區青山里自立橫路65號,"22.629214,120.299035",1,1642,
一般建築,A0375,青山里,高雄市前金區青山里自立橫路75號,"22.62909,120.298714",1,736,
一般建築,A0376,青山里,高雄市前金區青山里新盛二街73號,"22.628442,120.297102",1,686,
一般建築,A0377,青山里,高雄市前金區青山里新盛二街83號,"22.628603,120.297055",1,725,
一般建築,A0378,青山里,高雄市前金區青山里新盛二街86號,"22.629061,120.297127",1.2.3,3792,
一般建築,A0379,青山里,高雄市前金區青山里新盛二街87號,"22.628812,120.296995",1,367,
一般建築,A0380,青山里,高雄市前金區青山里瑞源路16號,"22.62881,120.298606",1,255,
一般建築,A0381,青山里,高雄市前金區青山里瑞源路26號,"22.628917,120.298574",1,266,
一般建築,A0382,青山里,高雄市前金區青山里瑞源路31之1號,"22.628944,120.29821",1,2233,
一般建築,A0383,青山里,高雄市前金區青山里瑞源路33號,"22.629106,120.298137",1,58,
一般建築,A0384,青山里,高雄市前金區青山里瑞源路35號,"22.629204,120.298091",1,331,
一般建築,A0385,青山里,高雄市前金區青山里瑞源路46號,"22.629486,120.298354",1,162,
一般建築,A0386,南港里,高雄市新興區南港里七賢一路398號,"22.634463,120.306861",1.2,1942,
醫院照護,A0387,南港里,高雄市新興區南港里七賢一路420號,"22.634512,120.306079",1,813,
一般建築,A0388,南港里,高雄市新興區南港里七賢一路424號,"22.63453,120.305822",1,445,
辦公室,A0389,南港里,高雄市新興區南港里七賢一路430號,"22.634557,120.305564",1,718,
一般建築,A0390,南港里,高雄市新興區南港里七賢一路432號,"22.634556,120.305481",1,395,
一般建築,A0391,南港里,高雄市新興區南港里八德一路193號,"22.635408,120.308252",1,203,
一般建築,A0392,南港里,高雄市新興區南港里八德一路194號,"22.635742,120.308181",1,714,
一般建築,A0393,南港里,高雄市新興區南港里八德一路210號,"22.635731,120.307818",1.2.3,2868,
一般建築,A0394,南港里,高雄市新興區南港里仁愛一街291巷8號,"22.634708,120.307231",1,1994,
一般建築,A0395,南港里,高雄市新興區南港里仁愛一街296號,"22.634964,120.307799",1,113,
一般建築,A0396,南港里,高雄市新興區南港里仁愛一街311號,"22.636037,120.307614",1,187,
一般建築,A0397,南港里,高雄市新興區南港里忠孝一路437巷18號,"22.63546,120.305819",1,250,
辦公室,A0398,南港里,高雄市新興區南港里忠孝一路456號,"22.634551,120.306492",1.2,1084,
一般建築,A0399,南港里,高雄市新興區南港里忠孝一路476號,"22.63511749,120.306473296183",1,256,
一般建築,A0400,南港里,高雄市新興區南港里忠孝一路482號,"22.635228,120.306518",1,386,
一般建築,A0401,南港里,高雄市新興區南港里林森一路242號,"22.634943,120.305179",1.2,1793,
一般建築,A0402,南港里,高雄市新興區南港里林森一路252號,"22.635369,120.305148",1.2.3,823,
一般建築,A0403,南港里,高雄市新興區南港里南華橫二路27號,"22.634875,120.306783",1,381,
一般建築,A0404,南港里,高雄市新興區南港里南華橫二路33號,"22.634889,120.306629",1,889,
一般建築,A0405,建華里,高雄市新興區建華里七賢二路102號,"22.634263,120.298263",1,204,
辦公室,A0406,建華里,高雄市新興區建華里七賢二路110號,"22.634181,120.298002",1.2.3,892,
一般建築,A0407,建華里,高雄市新興區建華里七賢二路42號,"22.634903,120.300296",1,111,
一般建築,A0408,建華里,高雄市新興區建華里七賢二路58號,"22.634816,120.299861",1,1355,
一般建築,A0409,建華里,高雄市新興區建華里七賢二路74號,"22.634602,120.299338",1,908,
一般建築,A0410,建華里,高雄市新興區建華里七賢二路86號,"22.634454,120.298886",1,641,
旅館,A0411,建華里,高雄市新興區建華里八德二路10號,"22.63618249,120.301502067346",1,559,
一般建築,A0412,建華里,高雄市新興區建華里八德二路6號,"22.636201,120.301706",1,616,
一般建築,A0413,建華里,高雄市新興區建華里八德二路70號,"22.635992,120.298548",1.2.3,999,
一般建築,A0414,建華里,高雄市新興區建華里八德二路90號,"22.635732,120.297725",1,320,
一般建築,A0415,建華里,高雄市新興區建華里八德二路94號,"22.635705,120.297608",1,304,
辦公室,A0416,建華里,高雄市新興區建華里八德二路98號,"22.635677,120.297507",1,274,
一般建築,A0417,建華里,高雄市新興區建華里中山一路263號,"22.635408,120.301911",1,894,
一般建築,A0418,建華里,高雄市新興區建華里中山一路279號,"22.63567,120.301934",1.2,647,
一般建築,A0419,建華里,高雄市新興區建華里同愛街28號,"22.635456,120.300648",1.2.3.4.5,912,
一般建築,A0420,建華里,高雄市新興區建華里自立一路66之16號,"22.635974,120.297499",1.2,1608,
宗教設施,A0421,建華里,高雄市新興區建華里河南二路2號,"22.636561,120.301232",1,1432,
一般建築,A0422,建華里,高雄市新興區建華里河南二路46號,"22.636177,120.298052",1,96,
旅館,A0423,建華里,高雄市新興區建華里南台橫路31號,"22.63519,120.299566",1,584,
一般建築,A0424,建華里,高雄市新興區建華里南台橫路32號,"22.63546,120.29962",1,474,
一般建築,A0425,後金里,高雄市前金區後金里中正四路192號,"22.628814,120.293481",1,1293,
辦公室,A0426,後金里,高雄市前金區後金里中正四路226號,"22.629079,120.292734",1,877,
一般建築,A0427,後金里,高雄市前金區後金里中正四路258號,"22.628143,120.29134",1,1520,
政府機關,A0428,後金里,高雄市前金區後金里中正四路260號,"22.627922,120.290643",1,884,
一般建築,A0429,後金里,高雄市前金區後金里中正四路264號,"22.627662,120.289591",1,308,
學校,A0430,後金里,高雄市前金區後金里六合二路278號,"22.62936,120.290459",1,2245,
學校,A0431,後金里,高雄市前金區後金里六合二路278號,"22.629882627003212, 120.29003981011144",1,1736,
旅館,A0432,後金里,高雄市前金區後金里六合二路279號,"22.6292,120.290974",1,1596,
辦公室,A0433,後金里,高雄市前金區後金里成功一路428號,"22.628678,120.292312",1.2,2250,
辦公室,A0434,後金里,高雄市前金區後金里成功一路436號,"22.629194,120.292043",1.2.3,1597,
旅館,A0435,秋山里,高雄市新興區秋山里七賢二路11號,"22.634447,120.301419",1.2.3,1221,
一般建築,A0436,秋山里,高雄市新興區秋山里七賢二路21號,"22.634474,120.301055",1.2,536,
一般建築,A0437,秋山里,高雄市新興區秋山里七賢二路25號,"22.634481,120.300856",1,813,
一般建築,A0438,秋山里,高雄市新興區秋山里七賢二路39號,"22.634484,120.30029",1.2.3,659,
一般建築,A0439,秋山里,高雄市新興區秋山里七賢二路57號,"22.634371,120.299957",1.2.3.4.5,1046,
一般建築,A0440,秋山里,高雄市新興區秋山里七賢二路65號,"22.634277,120.299718",1,294,
辦公室,A0441,秋山里,高雄市新興區秋山里七賢二路69號,"22.634242,120.299618",1,156,
一般建築,A0442,秋山里,高雄市新興區秋山里七賢二路71號,"22.634224,120.29955",1,489,
一般建築,A0443,秋山里,高雄市新興區秋山里中山一路183號,"22.633365,120.301778",1,220,
一般建築,A0444,秋山里,高雄市新興區秋山里六合二路10號,"22.633087,120.301469",1.2,648,
一般建築,A0445,秋山里,高雄市新興區秋山里六合二路28號,"22.632847,120.30089",1,164,
一般建築,A0446,秋山里,高雄市新興區秋山里六合二路30號,"22.632838,120.300835",1,405,
一般建築,A0447,秋山里,高雄市新興區秋山里六合二路52號,"22.632628,120.300233",1.2,225,
一般建築,A0448,秋山里,高雄市新興區秋山里六合二路56號,"22.632601,120.300156",1,228,
一般建築,A0449,秋山里,高雄市新興區秋山里六合二路66號,"22.632508,120.299885",1,353,
旅館,A0450,秋山里,高雄市新興區秋山里民主路16號,"22.633378,120.300248",1.2,935,
一般建築,A0451,秋山里,高雄市新興區秋山里民主路18號,"22.633313,120.300062",1,407,
一般建築,A0452,秋山里,高雄市新興區秋山里民主路26號,"22.633268,120.299938",1.2,592,
一般建築,A0453,秋山里,高雄市新興區秋山里民主路9號,"22.633216,120.300668",1,474,
一般建築,A0454,秋山里,高雄市新興區秋山里明星街42號,"22.63391439,120.299912496183",1,275,
一般建築,A0455,秋山里,高雄市新興區秋山里明星街52號,"22.633854,120.299696",1,108,
一般建築,A0456,秋山里,高雄市新興區秋山里明星街5號,"22.633949,120.300939",1,913,
一般建築,A0457,秋山里,高雄市新興區秋山里南台路124號,"22.633835,120.299394",1,259,
一般建築,A0458,振成里,高雄市新興區振成里五福二路147號,"22.623847,120.303763",1,440,
一般建築,A0459,振成里,高雄市新興區振成里五福二路195號,"22.623289,120.302111",1,151,
一般建築,A0460,振成里,高雄市新興區振成里仁智街304號,"22.622982,120.302105",1,225,
一般建築,A0461,振成里,高雄市新興區振成里文化路103號,"22.622522,120.302282",1,139,
一般建築,A0462,振成里,高雄市新興區振成里文化路53號,"22.623327,120.304696",1,680,
一般建築,A0463,振成里,高雄市新興區振成里文化路56號,"22.623498,120.30463",1,197,
一般建築,A0464,振成里,高雄市新興區振成里文化路58之3號,"22.623389,120.304282",1,452,
一般建築,A0465,振成里,高雄市新興區振成里文化路65號,"22.623099,120.303993",1,309,
一般建築,A0466,振成里,高雄市新興區振成里文化路83號,"22.622741,120.303004",1,349,
一般建築,A0467,振成里,高雄市新興區振成里文化路97號,"22.622605,120.30253",1,458,
一般建築,A0468,振成里,高雄市新興區振成里文橫二路162之1號,"22.623332,120.303687",1.2,628,
一般建築,A0469,振成里,高雄市新興區振成里林森一路14號,"22.624945,120.304975",1,1222,
一般建築,A0470,振成里,高雄市新興區振成里林森一路41號,"22.623968,120.304993",1.2.3.4,708,
一般建築,A0471,振成里,高雄市新興區振成里新田路100號,"22.622802,120.304875",1.2,2541,
一般建築,A0472,振華里,高雄市新興區振華里文橫二路119號,"22.621005,120.304316",1,223,
一般建築,A0473,振華里,高雄市新興區振華里民享街102號,"22.621873,120.304773",1,444,
一般建築,A0474,振華里,高雄市新興區振華里民享街105號,"22.621648,120.304689",1,251,
一般建築,A0475,振華里,高雄市新興區振華里民享街108號,"22.62181,120.304571",1,245,
一般建築,A0476,振華里,高雄市新興區振華里民享街109號,"22.621604,120.304522",1.2,785,
一般建築,A0477,振華里,高雄市新興區振華里民享街127號,"22.621382,120.303852",1,141,
一般建築,A0478,振華里,高雄市新興區振華里民享街67號,"22.622178,120.306375",1,499,
辦公室,A0479,振華里,高雄市新興區振華里民享街74之1號,"22.62239679,120.306265925019",1,251,
一般建築,A0480,振華里,高雄市新興區振華里新田路103號,"22.622616,120.305107",1,992,
一般建築,A0481,振華里,高雄市新興區振華里新田路145號,"22.622094,120.303538",1.2,610,
一般建築,A0482,振華里,高雄市新興區振華里新田路161號,"22.621956,120.303135",1,104,
一般建築,A0483,振華里,高雄市新興區振華里新田路23號,"22.623484,120.307778",1,265,
一般建築,A0484,振華里,高雄市新興區振華里新田路71號,"22.62303989,120.306310796182",1.2,2256,
一般建築,A0485,振華里,高雄市新興區振華里新田路7號,"22.623705,120.308425",1,243,
一般建築,A0486,振華里,高雄市新興區振華里新田路93號,"22.622679,120.305305",1,502,
一般建築,A0487,振華里,高雄市新興區振華里新田路99號,"22.622634,120.305184",1,932,
學校,A0488,浩然里,高雄市新興區浩然里五福二路3號,"22.624915,120.309892",1,630,
學校,A0489,浩然里,高雄市新興區浩然里五福二路3號,"22.625236778324307, 120.30877633099703",1,1417,
學校,A0490,浩然里,高雄市新興區浩然里五福二路3號,"22.624949586562405, 120.30895872121397",1,1661,
學校,A0491,浩然里,高雄市新興區浩然里五福二路3號,"22.62452374939731, 120.30921621328498",1,625,
學校,A0492,浩然里,高雄市新興區浩然里五福二路3號,"22.625147649910677, 120.31019253738745",1,382,
學校,A0493,浩然里,高雄市新興區浩然里五福二路3號,"22.625236778324307, 120.30958099371885",1,2895,
一般建築,A0494,浩然里,高雄市新興區浩然里五福二路45之1號,"22.624945,120.307117",1,205,
一般建築,A0495,浩然里,高雄市新興區浩然里五福二路49號,"22.624886,120.306952",1.2,996,
商場,A0496,浩然里,高雄市新興區浩然里五福二路65號,"22.624527,120.305982",1,978,
一般建築,A0497,浩然里,高雄市新興區浩然里仁愛二街75號,"22.624324,120.307733",1,187,
一般建築,A0498,浩然里,高雄市新興區浩然里文化路5號,"22.624251,120.307512",1,503,
一般建築,A0499,浩然里,高雄市新興區浩然里民權街8之15號,"22.623747,120.311046",1,262,
一般建築,A0500,浩然里,高雄市新興區浩然里民權街8之4號,"22.623573,120.310541",1,136,
一般建築,A0501,浩然里,高雄市新興區浩然里民權街8之9號,"22.623662,120.310801",1,171,
一般建築,A0502,浩然里,高雄市新興區浩然里忠孝一路74號,"22.623653,120.306826",1.2,184,
一般建築,A0503,浩然里,高雄市新興區浩然里林森一路10之1號,"22.624061,120.305271",1,794,
一般建築,A0504,浩然里,高雄市新興區浩然里林森一路60號,"22.62624419,120.30496533851",1,1841,
一般建築,A0505,浩然里,高雄市新興區浩然里復興二路157號,"22.624644,120.308436",1,176,
一般建築,A0506,浩然里,高雄市新興區浩然里復興二路161號之1,"22.62477129,120.308380796182",1.2.3,772,
一般建築,A0507,浩然里,高雄市新興區浩然里復興二路171號,"22.625022,120.308287",1.2,1005,
一般建築,A0508,浩然里,高雄市新興區浩然里復興二路260號,"22.622781,120.309588",1.2,1892,
辦公室,A0509,浩然里,高雄市新興區浩然里復興二路286號,"22.623833,120.309111",1,754,
一般建築,A0510,草江里,高雄市前金區草江里七賢二路157號,"22.633333,120.296847",1.2.3,581,
辦公室,A0511,草江里,高雄市前金區草江里七賢二路183號,"22.633071,120.296098",1,283,
辦公室,A0512,草江里,高雄市前金區草江里七賢二路189號,"22.632988,120.295911",1,685,
一般建築,A0513,草江里,高雄市前金區草江里七賢二路191號,"22.632923,120.295734",1,654,
辦公室,A0514,草江里,高雄市前金區草江里中華三路148號,"22.631215,120.295407",1.2,1800,
一般建築,A0515,草江里,高雄市前金區草江里中華三路156號,"22.631485,120.295272",1,937,
一般建築,A0516,草江里,高雄市前金區草江里中華三路196號,"22.632325,120.294932",1,261,
一般建築,A0517,草江里,高雄市前金區草江里六合二路124號,"22.631347,120.296394",1,290,
一般建築,A0518,草江里,高雄市前金區草江里六合二路128號,"22.631301,120.296257",1.2,287,
商場,A0519,草江里,高雄市前金區草江里六合二路132號,"22.631163,120.295862",1,1510,
一般建築,A0520,草江里,高雄市前金區草江里明星街137號,"22.632594,120.296713",1,208,
一般建築,A0521,草江里,高雄市前金區草江里明星街153號,"22.632494,120.296351",1,251,
一般建築,A0522,草江里,高雄市前金區草江里新盛一街42號,"22.631689,120.296138",1,91,
一般建築,A0523,草江里,高雄市前金區草江里新盛一街47號,"22.631381,120.296012",1,508,
一般建築,A0524,草江里,高雄市前金區草江里新盛一街55號,"22.631786,120.295849",1,366,
辦公室,A0525,草江里,高雄市前金區草江里新盛一街57號,"22.631921,120.295807",1.2,699,
一般建築,A0526,草江里,高雄市前金區草江里瑞源路115號,"22.632207,120.296932",1,395,
一般建築,A0527,草江里,高雄市前金區草江里瑞源路140號,"22.632966,120.296983",1.2,1201,
一般建築,A0528,國民里,高雄市前金區國民里大同二路131號,"22.625499,120.29107",1,354,
辦公室,A0529,國民里,高雄市前金區國民里大同二路135之1號,"22.625426,120.290935",1,312,
商場,A0530,國民里,高雄市前金區國民里大同二路145號十之6,"22.62522319,120.290172696182",1.2,3549,
學校,A0531,國民里,高雄市前金區國民里大同二路61號,"22.626351,120.293921",1,346,
學校,A0532,國民里,高雄市前金區國民里大同二路61號,"22.626227626704047, 120.29389255191123",1,3209,
學校,A0533,國民里,高雄市前金區國民里大同二路61號,"22.62600975871684, 120.29338829660557",1,1100,
學校,A0534,國民里,高雄市前金區國民里大同二路61號,"22.625484893511544, 120.29460065510645",1,604,
一般建築,A0535,國民里,高雄市前金區國民里市中一路166號,"22.625425,120.29191",1,319,
一般建築,A0536,國民里,高雄市前金區國民里市中一路167號,"22.625364,120.291236",1,275,
一般建築,A0537,國民里,高雄市前金區國民里民生二路163號,"22.624199,120.293244",1,702,
一般建築,A0538,國民里,高雄市前金區國民里民生二路200號,"22.624471,120.291555",1.2.3.4.5,3177,
旅館,A0539,國民里,高雄市前金區國民里民生二路202號,"22.624213,120.290678",1.2.3,6307,
商場,A0540,國民里,高雄市前金區國民里河東路176號,"22.624845,120.290226",1.2.3,2752,
學校,A0541,博孝里,高雄市前金區博孝里五福三路122號,"22.620936,120.292738",1,1824,
學校,A0542,博孝里,高雄市前金區博孝里五福三路122號,"22.621376350712243, 120.29253311196503",1,916,
學校,A0543,博孝里,高雄市前金區博孝里五福三路122號,"22.62192103838953, 120.29412097973614",1,879,
一般建築,A0544,博孝里,高雄市前金區博孝里五福三路148號,"22.620894,120.291427",1,652,
一般建築,A0545,博孝里,高雄市前金區博孝里市中一路15號之1,"22.621383,120.291538",1,602,
一般建築,A0546,博孝里,高雄市前金區博孝里市中一路39號,"22.622053,120.292022",1,315,
一般建築,A0547,博孝里,高雄市前金區博孝里市中一路7號,"22.621084,120.291512",1,432,
一般建築,A0548,博孝里,高雄市前金區博孝里光復二街167號,"22.621963,120.291756",1.2.3,1815,
辦公室,A0549,博孝里,高雄市前金區博孝里河東路10號,"22.621932,120.291107",1.2.3,750,
一般建築,A0550,博孝里,高雄市前金區博孝里河東路2號,"22.621146,120.291123",1,744,
一般建築,A0551,博孝里,高雄市前金區博孝里河東路8號,"22.621661,120.291167",1.2.3,1775,
一般建築,A0552,復元里,高雄市前金區復元里大同二路11號,"22.627137,120.29599",1,271,
辦公室,A0553,復元里,高雄市前金區復元里大同二路23號,"22.627026,120.295638",1.2,1332,
一般建築,A0554,復元里,高雄市前金區復元里中華三路65號,"22.625409,120.297155",1.2.3,935,
一般建築,A0555,復元里,高雄市前金區復元里中華三路67號,"22.626408,120.296705",1,938,
一般建築,A0556,復元里,高雄市前金區復元里中華三路68號,"22.626989,120.297205",1.2,1769,
一般建築,A0557,復元里,高雄市前金區復元里中華三路68號,"22.62700861656165, 120.29747104689012",1.2,6735,
一般建築,A0558,復元里,高雄市前金區復元里中華三路77之1號,"22.627085,120.296477",1.2,666,
一般建築,A0559,復元里,高雄市前金區復元里中華三路79號,"22.627265,120.296397",1,416,
一般建築,A0560,復元里,高雄市前金區復元里文武二街138號,"22.626705,120.296221",1.2,786,
一般建築,A0561,復元里,高雄市前金區復元里民生二路58號地下室,"22.626467,120.297907",1,1639,
一般建築,A0562,復元里,高雄市前金區復元里民生二路76巷42號,"22.627002,120.296363",1,457,
一般建築,A0563,復元里,高雄市前金區復元里自強二路102之5號,"22.626031,120.29524",1,440,
一般建築,A0564,復元里,高雄市前金區復元里自強二路102之6號,"22.625986,120.295277",1,135,
一般建築,A0565,復元里,高雄市前金區復元里自強二路104號,"22.626094,120.295205",1,380,
一般建築,A0566,復元里,高雄市前金區復元里福音街104之2號,"22.62637379,120.295251996182",1.2,726,
一般建築,A0567,華聲里,高雄市新興區華聲里大同一路21號,"22.628619,120.306735",1,109,
一般建築,A0568,華聲里,高雄市新興區華聲里大同一路67號,"22.628737,120.30498",1,119,
