類別,建築物名稱,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,備註,placemark_address
地下室,大樓,JPA00064,四張里,彰化縣和美鎮德美路616巷65弄15號,24.11994451,120.497312,"1 ","111 ",,彰化縣和美鎮德美路616巷65弄15號
地下室,大樓,JPA00080,四張里,彰化縣和美鎮四張里平原路63號,24.1155682,120.4903435,"1 ","125 ",,彰化縣和美鎮四張里平原路63號
地下室,農田水利會,JPA00225,竹營里,彰化縣和美鎮竹營里忠善路57號,24.11453404,120.50438,"1 ","138 ",,彰化縣和美鎮竹營里忠善路57號
地下室,道周醫院,JPA00246,面前里,彰化縣和美鎮面前里和光路180號,24.11084643,120.4919431,"1 ","180 ",,彰化縣和美鎮面前里和光路180號
地下室,勝泰衛材,JPA00082,南佃里,彰化縣和美鎮南佃里彰草路3段99號,24.08839795,120.5017955,"1 ","300 ",,彰化縣和美鎮南佃里彰草路3段99號
地下室,大榮國小,JPA00067,鎮平里,彰化縣和美鎮鎮平里嘉佃路296號,24.08839795,120.5017955,"1 ","211 ",,彰化縣和美鎮鎮平里嘉佃路296號
地下室,能吉公司,JPA00149,鎮平里,彰化縣和美鎮鎮平里輝南路108號,24.08346375,120.5028901,"1 ","347 ",,彰化縣和美鎮鎮平里輝南路108號
地下室,大樓,JPA00178,鎮平里,彰化縣和美鎮鎮平里鎮南路20號,24.08119142,120.5083491,"1 ","368 ",,彰化縣和美鎮鎮平里鎮南路20號
地下室,大榮國小,JPA00099,鎮平里,彰化縣和美鎮鎮平里鎮南路20號,24.08840775,120.5017955,"1 ","111 ",,彰化縣和美鎮鎮平里鎮南路20號
地下室,大榮國小,JPA00283,南佃里,彰化縣和美鎮鎮平里嘉佃路296號,24.08196256,120.4918049,"1 ","125 ",,彰化縣和美鎮鎮平里嘉佃路296號
地下室,貿鴻工業,JPA00087,南佃里,彰化縣和美鎮南佃里彰草路3段271號,24.08196256,120.4918049,"1 ","131 ",,彰化縣和美鎮南佃里彰草路3段271號
地下室,貿鴻工業,JPA00060,南佃里,彰化縣和美鎮南佃里彰草路3段271號,24.08175158,120.4961619,"1 ","111 ",,彰化縣和美鎮南佃里彰草路3段271號
地下室,貿鴻工業,JPA00082,南佃里,彰化縣和美鎮南佃里彰草路3段271號,24.08196256,120.4918049,"1 ","125 ",,彰化縣和美鎮南佃里彰草路3段271號
地下室,和美實驗學校,JPA00142,仁愛里,彰化縣和美鎮仁愛里鹿和路6段115號,24.10506272,120.4922773,"1 ","138 ",,彰化縣和美鎮仁愛里鹿和路6段115號
地下室,和美實驗學校,JPA00044,仁愛里,彰化縣和美鎮仁愛里鹿和路6段115號,24.10506272,120.4922773,"1 ","180 ",,彰化縣和美鎮仁愛里鹿和路6段115號
地下室,富美麗公司,JPA00194,仁愛里,彰化縣和美鎮仁愛里和順路163號,24.10900131,120.4909789,"1 ","187 ",,彰化縣和美鎮仁愛里和順路163號
地下室,富美麗公司,JPA00185,仁愛里,彰化縣和美鎮仁愛里和順路164號,24.10900131,120.4909789,"1 ","41 ",,彰化縣和美鎮仁愛里和順路164號
地下室,"漢鎮羅馬大廈 ",JPA00239,仁愛里,彰化縣和美鎮仁愛里道周路532號,24.11011863,120.4932497,"1 ","62 ",,彰化縣和美鎮仁愛里道周路532號
地下室,和美實驗學校,JPA00251,仁愛里,彰化縣和美鎮仁愛里鹿和路6段115號,24.1050921,120.492331,"1 ","111 ",,彰化縣和美鎮仁愛里鹿和路6段115號
地下室,和美鎮立圖書館,JPA00069,山犁里,彰化縣和美鎮山犁里道周路346號,24.10811485,120.4967031,"1 ","222 ",,彰化縣和美鎮山犁里道周路346號
地下室,駿輝,JPA00092,山犁里,彰化縣和美鎮山犁里大佃路848號,24.10331956,120.5007986,"1 ","55 ",,彰化縣和美鎮山犁里大佃路848號
地下室,城市車旅,JPA00178,山犁里,彰化縣和美鎮山犁里道周路407號,24.1078077,120.4966522,"1 ","48 ",,彰化縣和美鎮山犁里道周路407號
地下室,和仁國小,JPA00287,山犁里,彰化縣和美鎮山犁里仁愛路279號,24.10456434,120.4954255,"1 ","62 ",,彰化縣和美鎮山犁里仁愛路279號
地下室,大嘉國小,JPA00196,嘉犁里,彰化縣和美鎮嘉犁里彰和路3段50號,24.09683285,120.5127411,"1 ","111 ",,彰化縣和美鎮嘉犁里彰和路3段50號
地下室,大嘉國小,JPA00084,嘉犁里,彰化縣和美鎮嘉犁里彰和路3段50號,24.09683285,120.5127411,"1 ","152 ",,彰化縣和美鎮嘉犁里彰和路3段50號
地下室,正長生公司,JPA00094,鐵山里,彰化縣和美鎮鐵山里彰美路2段6號,24.09954693,120.5239315,"1 ","159 ",,彰化縣和美鎮鐵山里彰美路2段6號
地下室,立祥公司,JPA00223,詔安里,彰化縣和美鎮鐵山里彰美路3段73號,24.09295466,120.5335299,"1 ","588 ",,彰化縣和美鎮鐵山里彰美路3段73號
地下室,友貿公司,JPA00207,詔安里,彰化縣和美鎮詔安里彰和路2段378號,24.09174082,120.5237824,"1 ","131 ",,彰化縣和美鎮詔安里彰和路2段378號
地下室,和群國中,JPA00245,柑井里,彰化縣和美鎮柑井里美寮路1段390號,24.11242007,120.5196613,"1 ","208 ",,彰化縣和美鎮柑井里美寮路1段390號
地下室,和群國中,JPA00050,柑井里,彰化縣和美鎮柑井里美寮路1段390號,24.11242007,120.5196613,"1 ","236 ",,彰化縣和美鎮柑井里美寮路1段390號
地下室,和群國中,JPA00045,柑井里,彰化縣和美鎮柑井里美寮路1段390號,24.11242007,120.5196613,"1 ","133 ",,彰化縣和美鎮柑井里美寮路1段390號
地下室,和群國中,JPA00046,柑井里,彰化縣和美鎮柑井里美寮路1段390號,24.11242007,120.5196613,"1 ","100 ",,彰化縣和美鎮柑井里美寮路1段390號
地下室,富山精機,JPA00053,柑井里,彰化縣和美鎮柑井里彰美路4段89巷22號,24.10290209,120.5135294,"1 ","177 ",,彰化縣和美鎮柑井里彰美路4段89巷22號
地下室,富山精機,JPA00101,柑井里,彰化縣和美鎮柑井里彰美路4段89巷22號,24.10290209,120.5135294,"1 ","152 ",,彰化縣和美鎮柑井里彰美路4段89巷22號
地下室,裕昌五金,JPA00280,柑井里,彰化縣和美鎮柑井里彰美路4段89巷15號,24.10279085,120.5136926,"1 ","159 ",,彰化縣和美鎮柑井里彰美路4段89巷15號
地下室,泉新工業,JPA00075,中圍里,彰化縣和美鎮中圍里彰新路3段616號,24.11663753,120.5280791,"1 ","368 ",,彰化縣和美鎮中圍里彰新路3段616號
地下室,大立紡織廠,JPA00009,犁盛里,彰化縣和美鎮犁盛里彰新路2段290號,24.10000859,120.5349817,"1 ","284 ",,彰化縣和美鎮犁盛里彰新路2段290號
地下室,新庄國小,JPA00210,犁盛里,彰化縣和美鎮犁盛里彰新路2段500號,24.10458236,120.5336206,"1 ","347 ",,彰化縣和美鎮犁盛里彰新路2段500號
地下室,新庄國小,JPA00054,犁盛里,彰化縣和美鎮犁盛里彰新路2段500號,24.10458236,120.5336206,"1 ","222 ",,彰化縣和美鎮犁盛里彰新路2段500號
地下室,鏗隆公司,JPA00068,犁盛里,彰化縣和美鎮犁盛里彰新路2段247號,24.0990989,120.5349708,"1 ","423 ",,彰化縣和美鎮犁盛里彰新路2段247號
地下室,勝榮實業公司,JPA00072,犁盛里,彰化縣和美鎮犁盛里彰新路2段267號,24.09926975,120.5350077,"1 ","293 ",,彰化縣和美鎮犁盛里彰新路2段267號
地下室,新庄國小,JPA00057,犁盛里,彰化縣和美鎮犁盛里彰新路2段500號,24.10465092,120.533642,"1 ","183 ",,彰化縣和美鎮犁盛里彰新路2段500號
地下室,茂成紡織公司,JPA00093,犁盛里,彰化縣和美鎮犁盛里彰新路2段362號,24.10182348,120.5344515,"1 ","91 ",,彰化縣和美鎮犁盛里彰新路2段362號
地下室,三五橡膠,JPA00006,新庄里,彰化縣和美鎮新庄里彰美路2段106號,24.09378431,120.5320089,"1 ","181 ",,彰化縣和美鎮新庄里彰美路2段106號
地下室,三五橡膠,JPA00043,新庄里,彰化縣和美鎮新庄里彰美路2段106號,24.09411731,120.5306999,"1 ","138 ",,彰化縣和美鎮新庄里彰美路2段106號
地下室,大樓,JPA00014,新庄里,彰化縣和美鎮新庄里彰美路2段155巷2號,24.09406834,120.5309574,"1 ","55 ",,彰化縣和美鎮新庄里彰美路2段155巷2號
地下室,大樓,JPA00016,新庄里,彰化縣和美鎮新庄里彰美路2段155巷6號,24.09406834,120.5309574,"1 ","48 ",,彰化縣和美鎮新庄里彰美路2段155巷6號
地下室,大樓,JPA00017,新庄里,彰化縣和美鎮新庄里彰美路2段155巷8號,24.09406834,120.5309574,"1 ","38 ",,彰化縣和美鎮新庄里彰美路2段155巷8號
地下室,大樓,JPA00015,新庄里,彰化縣和美鎮新庄里彰美路2段155巷10號,24.09406834,120.5309574,"1 ","88 ",,彰化縣和美鎮新庄里彰美路2段155巷10號
地下室,大樓,JPA00018,新庄里,彰化縣和美鎮新庄里彰美路2段155巷10號,24.09406834,120.5309574,"1 ","48 ",,彰化縣和美鎮新庄里彰美路2段155巷10號
地下室,大樓,JPA00019,新庄里,彰化縣和美鎮新庄里彰美路2段155巷14號,24.09406834,120.5309574,"1 ","62 ",,彰化縣和美鎮新庄里彰美路2段155巷14號
地下室,大樓,JPA00021,新庄里,彰化縣和美鎮新庄里彰美路2段155巷16號,24.09406834,120.5309574,"1 ","112 ",,彰化縣和美鎮新庄里彰美路2段155巷16號
地下室,楊家電子,JPA00022,新庄里,彰化縣和美鎮新庄里彰美路2段155巷18號,24.09406834,120.5309574,"1 ","186 ",,彰化縣和美鎮新庄里彰美路2段155巷18號
地下室,楊家電子,JPA00023,新庄里,彰化縣和美鎮新庄里彰美路2段155巷20號,24.09406834,120.5309574,"1 ","195 ",,彰化縣和美鎮新庄里彰美路2段155巷20號
地下室,大樓,JPA00024,新庄里,彰化縣和美鎮新庄里彰美路2段155巷22號,24.09406834,120.5309574,"1 ","129 ",,彰化縣和美鎮新庄里彰美路2段155巷22號
地下室,大樓,JPA00025,新庄里,彰化縣和美鎮新庄里彰美路2段155巷24號,24.09406834,120.5309574,"1 ","159 ",,彰化縣和美鎮新庄里彰美路2段155巷24號
地下室,大樓,JPA00026,新庄里,彰化縣和美鎮新庄里彰美路2段155巷26號,24.09406834,120.5309574,"1 ","170 ",,彰化縣和美鎮新庄里彰美路2段155巷26號
地下室,大樓,JPA00027,新庄里,彰化縣和美鎮新庄里彰美路2段155巷28號,24.09406834,120.5309574,"1 ","90 ",,彰化縣和美鎮新庄里彰美路2段155巷28號
地下室,大樓,JPA00028,新庄里,彰化縣和美鎮新庄里彰美路2段155巷30號,24.09406834,120.5309574,"1 ","83 ",,彰化縣和美鎮新庄里彰美路2段155巷30號
地下室,大樓,JPA00029,新庄里,彰化縣和美鎮新庄里彰美路2段155巷32號,24.09406834,120.5309574,"1 ","108 ",,彰化縣和美鎮新庄里彰美路2段155巷32號
地下室,大樓,JPA00030,新庄里,彰化縣和美鎮新庄里彰美路2段155巷34號,24.09406834,120.5309574,"1 ","101 ",,彰化縣和美鎮新庄里彰美路2段155巷34號
地下室,大樓,JPA00031,新庄里,彰化縣和美鎮新庄里彰美路2段155巷36號,24.09406834,120.5309574,"1 ","106 ",,彰化縣和美鎮新庄里彰美路2段155巷36號
地下室,大樓,JPA00039,新庄里,彰化縣和美鎮新庄里彰美路2段157號,24.09434006,120.5307599,"1 ","316 ",,彰化縣和美鎮新庄里彰美路2段157號
地下室,大樓,JPA00040,新庄里,彰化縣和美鎮新庄里彰美路2段159號,24.09434006,120.5307599,"1 ","163 ",,彰化縣和美鎮新庄里彰美路2段159號
地下室,大樓,JPA00041,新庄里,彰化縣和美鎮新庄里彰美路2段161號,24.09433591,120.5306321,"1 ","162 ",,彰化縣和美鎮新庄里彰美路2段161號
地下室,大樓,JPA00020,新庄里,彰化縣和美鎮新庄里彰美路2段155號14號,24.09375493,120.5319874,"1 ","274 ",,彰化縣和美鎮新庄里彰美路2段155號14號
地下室,富家企業社,JPA00145,新庄里,彰化縣和美鎮新庄里彰美路2段208巷1號之13,24.09535803,120.529964,"1 ","506 ",,彰化縣和美鎮新庄里彰美路2段208巷1號之13
地下室,新都管理室,JPA00047,糖友里,彰化縣和美鎮東萊路79巷1號,24.10588021,120.5336387,"1 ","115 ",,彰化縣和美鎮東萊路79巷1號
地下室,新都管理室,JPA00138,塗厝里,彰化縣和美鎮東萊路79巷1號,24.13503299,120.5104956,"1 ","222 ",,彰化縣和美鎮東萊路79巷1號
地下室,勝隆纖維,JPA00208,好修里,彰化縣和美鎮北圍路91號,24.13509223,120.4918203,"1 ","171 ",,彰化縣和美鎮北圍路91號
地下室,大豐環保技公司,JPA00234,湖內里,彰化縣和美鎮湖內里工一路7號,24.15885761,120.5120031,"1 ","316 ",,彰化縣和美鎮湖內里工一路7號
地下室,中聯資源股份有限公司,JPA00150,湖內里,彰化縣和美鎮湖內里工東三路8號,24.15480582,120.5157171,"1 ","91 ",,彰化縣和美鎮湖內里工東三路8號
地下室,弘裕企業股份有限公司,JPA00078,湖內里,彰化縣和美鎮湖內里工東三路3號,24.15480582,120.5157171,"1 ","113 ",,彰化縣和美鎮湖內里工東三路3號
地下室,皇鋼機械公司,JPA00294,湖內里,彰化縣和美鎮湖內里興工路262號,24.15807104,120.5102687,"1 ","115 ",,彰化縣和美鎮湖內里興工路262號
地下室,岱宇公司,JPA00221,湖內里,彰化縣和美鎮湖內里工一路1號,24.15878177,120.5137345,"1 ","129 ",,彰化縣和美鎮湖內里工一路1號
地下室,晉瑜水泥公司,JPA00261,湖內里,彰化縣和美鎮湖內里工東三路7號,24.15878177,120.5137345,"1 ","138 ",,彰化縣和美鎮湖內里工東三路7號
地下室,福裕實業股份有限公司,JPA00224,湖內里,彰化縣和美鎮湖內里興工路264號,24.15840758,120.5102187,"1 ","129 ",,彰化縣和美鎮湖內里興工路264號
地下室,鐘昱公司,JPA00198,溪底村,彰化縣伸港鄉溪底村興工路57號,24.16800524,120.5108837,"1 ","222 ",,彰化縣伸港鄉溪底村興工路57號
地下室,隴鈦公司,JPA00229,溪底村,彰化縣伸港鄉溪底村興工路61之1號,24.16803461,120.5107979,"1 ","506 ",,彰化縣伸港鄉溪底村興工路61之1號
地下室,三五鋼鐵,JPA00212,溪底村,彰化縣伸港鄉溪底村工西一路4號,24.1647293,120.5082525,"1 ","146 ",,彰化縣伸港鄉溪底村工西一路4號
地下室,達豐鐵材,JPA00034,溪底村,彰化縣伸港鄉溪底村工西二路6號,24.17045643,120.5061161,"1 ","138 ",,彰化縣伸港鄉溪底村工西二路6號
地下室,永豐餘工業,JPA00055,溪底村,彰化縣伸港鄉溪底村工西二路8號,24.17041311,120.5068301,"1 ","129 ",,彰化縣伸港鄉溪底村工西二路8號
地下室,冠財工業公司,JPA00066,溪底村,彰化縣伸港鄉溪底村興工路37號,24.16308759,120.5106463,"1 ","171 ",,彰化縣伸港鄉溪底村興工路37號
地下室,振鋒企業,JPA00077,溪底村,彰化縣伸港鄉溪底村興工路63號,24.16995273,120.5106464,"1 ","316 ",,彰化縣伸港鄉溪底村興工路63號
地下室,湯武生技,JPA00090,溪底村,彰化縣伸港鄉溪底村工東一路38號,24.1653477,120.5120465,"1 ","146 ",,彰化縣伸港鄉溪底村工東一路38號
地下室,大成長城企業,JPA00091,溪底村,彰化縣伸港鄉溪底村興工路64號,24.1706182,120.5101393,"1 ","222 ",,彰化縣伸港鄉溪底村興工路64號
地下室,享祥紗帶公司,JPA00102,溪底村,彰化縣伸港鄉溪底村工東一路31號,24.16355048,120.5122051,"1 ","113 ",,彰化縣伸港鄉溪底村工東一路31號
地下室,鵬隆工業,JPA00107,溪底村,彰化縣伸港鄉溪底村工西二路9號,24.16955155,120.506837,"1 ","170 ",,彰化縣伸港鄉溪底村工西二路9號
地下室,全貿國際,JPA00137,溪底村,彰化縣伸港鄉溪底村工東一路44號,24.16624174,120.5121336,"1 ","138 ",,彰化縣伸港鄉溪底村工東一路44號
地下室,弘裕企業,JPA00139,溪底村,彰化縣伸港鄉溪底村工西ㄧ路60號,24.16898935,120.5082544,"1 ","113 ",,彰化縣伸港鄉溪底村工西ㄧ路60號
地下室,國振社企業,JPA00140,溪底村,彰化縣伸港鄉溪底村工六路2號,24.16613368,120.5094559,"1 ","172 ",,彰化縣伸港鄉溪底村工六路2號
地下室,華豐紙公司,JPA00141,溪底村,彰化縣伸港鄉溪底村工三路1號,24.16283954,120.5140713,"1 ","170 ",,彰化縣伸港鄉溪底村工三路1號
地下室,瓏鈦企業有限公司,JPA00143,溪底村,彰化縣伸港鄉溪底村興工路61號,24.16807376,120.5109159,"1 ","129 ",,彰化縣伸港鄉溪底村興工路61號
地下室,來絡公司,JPA00146,溪底村,彰化縣伸港鄉溪底村興工路62號,24.16958136,120.5103453,"1 ","274 ",,彰化縣伸港鄉溪底村興工路62號
地下室,湯武生技,JPA00147,溪底村,彰化縣伸港鄉溪底村工東一路36號,24.16493597,120.5119085,"1 ","316 ",,彰化縣伸港鄉溪底村工東一路36號
地下室,群豪印刷,JPA00148,溪底村,彰化縣伸港鄉溪底村工三路3號,24.16320434,120.5128605,"1 ","91 ",,彰化縣伸港鄉溪底村工三路3號
地下室,裕展公司,JPA00151,溪底村,彰化縣伸港鄉溪底村工西二路7號,24.17041151,120.506678,"1 ","170 ",,彰化縣伸港鄉溪底村工西二路7號
地下室,萬上豪塑膠,JPA00152,溪底村,彰化縣伸港鄉溪底村工八路5號,24.17161118,120.5067827,"1 ","129 ",,彰化縣伸港鄉溪底村工八路5號
地下室,立富紡織公司,JPA00153,溪底村,彰化縣伸港鄉溪底村興工路39號,24.1636871,120.5105839,"1 ","138 ",,彰化縣伸港鄉溪底村興工路39號
地下室,祥聖針織公司,JPA00154,溪底村,彰化縣伸港鄉溪底村興工路41號,24.16386198,120.5106814,"1 ","506 ",,彰化縣伸港鄉溪底村興工路41號
地下室,鑫輿有限公司,JPA00155,溪底村,彰化縣伸港鄉溪底村工東一路26號,24.16373284,120.5119876,"1 ","146 ",,彰化縣伸港鄉溪底村工東一路26號
地下室,梅花長榮,JPA00156,溪底村,彰化縣伸港鄉溪底村工五路5號,24.16739228,120.510996,"1 ","273 ",,彰化縣伸港鄉溪底村工五路5號
地下室,臺灣凌豐,JPA00157,溪底村,彰化縣伸港鄉溪底村工東一路35號,24.16438767,120.5122204,"1 ","300 ",,彰化縣伸港鄉溪底村工東一路35號
地下室,勝鋒鋼鐵公司,JPA00158,溪底村,彰化縣伸港鄉溪底村工五路6號,24.16731564,120.511308,"1 ","66 ",,彰化縣伸港鄉溪底村工五路6號
地下室,大昇精密,JPA00161,溪底村,彰化縣伸港鄉溪底村工西一路66號,24.16997393,120.5083051,"1 ","138 ",,彰化縣伸港鄉溪底村工西一路66號
地下室,福裕公司,JPA00162,溪底村,彰化縣伸港鄉溪底村工西一路11號,24.16538689,120.5085139,"1 ","55 ",,彰化縣伸港鄉溪底村工西一路11號
地下室,瑾豐企業,JPA00163,溪底村,彰化縣伸港鄉溪底村工東一路43號,24.16676622,120.512229,"1 ","77 ",,彰化縣伸港鄉溪底村工東一路43號
地下室,誠瑋工業,JPA00165,溪底村,彰化縣伸港鄉溪底村興工路38號,24.16005435,120.5099731,"1 ","182 ",,彰化縣伸港鄉溪底村興工路38號
地下室,大樓,JPA00168,溪底村,彰化縣伸港鄉溪底村工東三路4號,24.15203559,120.516214,"1 ","170 ",,彰化縣伸港鄉溪底村工東三路4號
地下室,瑾豐企業,JPA00169,溪底村,彰化縣伸港鄉溪底村工東一路45號,24.16728067,120.512415,"1 ","129 ",,彰化縣伸港鄉溪底村工東一路45號
地下室,臺灣賓士,JPA00170,溪底村,彰化縣伸港鄉溪底村興工路58號,24.16768896,120.5103835,"1 ","138 ",,彰化縣伸港鄉溪底村興工路58號
地下室,福裕公司,JPA00171,溪底村,彰化縣伸港鄉溪底村興工路34號,24.15898314,120.5099405,"1 ","316 ",,彰化縣伸港鄉溪底村興工路34號
地下室,英全化學,JPA00172,溪底村,彰化縣伸港鄉溪底村興工路33號,24.15919508,120.5102784,"1 ","91 ",,彰化縣伸港鄉溪底村興工路33號
地下室,金山機械,JPA00173,溪底村,彰化縣伸港鄉溪底村興工路56號,24.16249404,120.5103116,"1 ","113 ",,彰化縣伸港鄉溪底村興工路56號
地下室,亞太醫療,JPA00174,溪底村,彰化縣伸港鄉溪底村工三路2號,24.16266363,120.5142021,"1 ","115 ",,彰化縣伸港鄉溪底村工三路2號
地下室,翔貿工業,JPA00175,溪底村,彰化縣伸港鄉溪底村興工路63之1號,24.16995273,120.5106679,"1 ","206 ",,彰化縣伸港鄉溪底村興工路63之1號
地下室,大樓,JPA00176,溪底村,彰化縣伸港鄉溪底村工一路5號,24.1585545,120.512461,"1 ","222 ",,彰化縣伸港鄉溪底村工一路5號
地下室,泳鋐慶染工業,JPA00179,溪底村,彰化縣伸港鄉溪底村興工路66號,24.17254122,120.5100667,"1 ","377 ",,彰化縣伸港鄉溪底村興工路66號
地下室,宜秦食品,JPA00180,溪底村,彰化縣伸港鄉溪底村工東一路30號,24.16410907,120.5118595,"1 ","83 ",,彰化縣伸港鄉溪底村工東一路30號
地下室,彰濱公司,JPA00183,溪底村,彰化縣伸港鄉溪底村興工路49號,24.16546919,120.5105752,"1 ","111 ",,彰化縣伸港鄉溪底村興工路49號
地下室,千島精密,JPA00186,溪底村,彰化縣伸港鄉溪底村工一路4號,24.15933116,120.5127523,"1 ","55 ",,彰化縣伸港鄉溪底村工一路4號
地下室,慶染工業公司,JPA00187,溪底村,彰化縣伸港鄉溪底村興工路66號,24.17259995,120.5100667,"1 ","48 ",,彰化縣伸港鄉溪底村興工路66號
地下室,湯武生技,JPA00188,溪底村,彰化縣伸港鄉溪底村工東一路50號,24.16618551,120.5118486,"1 ","38 ",,彰化縣伸港鄉溪底村工東一路50號
地下室,國宏公司,JPA00190,溪底村,彰化縣伸港鄉溪底村工東八路8號,24.16713542,120.5067418,"1 ","180 ",,彰化縣伸港鄉溪底村工東八路8號
地下室,益陽工業,JPA00191,溪底村,彰化縣伸港鄉溪底村興工路40之1號,24.16062782,120.5093806,"1 ","186 ",,彰化縣伸港鄉溪底村興工路40之1號
地下室,茂禎紡織,JPA00195,新港村,彰化縣伸港鄉新港村新港路60之1號,24.14208018,120.4877182,"1 ","138 ",,彰化縣伸港鄉新港村新港路60之1號
地下室,主光老人養護中心,JPA00201,新港村,彰化縣伸港鄉新港村忠孝路31號,24.1487149,120.4856269,"1 ","83 ",,彰化縣伸港鄉新港村忠孝路31號
地下室,忠孝醫院,JPA00214,新港村,彰化縣伸港鄉新港村忠孝路30號,24.14908637,120.4858265,"1 ","62 ",,彰化縣伸港鄉新港村忠孝路30號
地下室,忠孝醫院,JPA00204,新港村,彰化縣伸港鄉新港村忠孝路30號,24.14908637,120.4858265,"1 ","111 ",,彰化縣伸港鄉新港村忠孝路30號
地下室,伸仁紡織,JPA00214,新港村,彰化縣伸港鄉新港村新港路51號,24.14149172,120.4878172,"1 ","170 ",,彰化縣伸港鄉新港村新港路51號
地下室,璋釔企業,JPA00215,新港村,彰化縣伸港鄉新港村新港路60之2號,24.14208997,120.4878362,"1 ","187 ",,彰化縣伸港鄉新港村新港路60之2號
地下室,伸仁國小,JPA00216,曾家村,彰化縣伸港鄉曾家村曾家路3-15號,24.14609788,120.4759059,"1 ","41 ",,彰化縣伸港鄉曾家村曾家路3-15號
地下室,易暉企業,JPA00217,曾家村,彰化縣伸港鄉曾家村曾家路2號之1,24.14609788,120.4759059,"1 ","62 ",,彰化縣伸港鄉曾家村曾家路2號之1
地下室,臺灣日產公司,JPA00220,蚵寮村,彰化縣伸港鄉蚵寮村線工北一路15號,24.15388479,120.4494288,"1 ","69 ",,彰化縣伸港鄉蚵寮村線工北一路15號
地下室,臺灣鋼聯,JPA00222,蚵寮村,彰化縣伸港鄉蚵寮村線工北一路36號,24.15586818,120.4519024,"1 ","138 ",,彰化縣伸港鄉蚵寮村線工北一路36號
地下室,道琪實業,JPA00228,全興村,彰化縣伸港鄉全興村全興路1號之18,24.17086688,120.4894764,"1 ","125 ",,彰化縣伸港鄉全興村全興路1號之18
地下室,民環工業,JPA00230,定興村,彰化縣伸港鄉定興村彰新路7段464巷184號,24.15878865,120.4984637,"1 ","138 ",,彰化縣伸港鄉定興村彰新路7段464巷184號
地下室,線西國小,JPA00238,寓埔村,彰化縣線西鄉寓埔村中央路二段135號,24.1314516,120.4698154,"1 ","187 ",,彰化縣線西鄉寓埔村中央路二段135號
地下室,六堅公司,JPA00244,寓埔村,彰化縣線西鄉寓埔村彰濱東九路9號,24.14421851,120.4367657,"1 ","138 ",,彰化縣線西鄉寓埔村彰濱東九路9號
地下室,中華工程,JPA00248,寓埔村,彰化縣線西鄉寓埔村彰濱東六路3號,24.13959656,120.4322692,"1 ","377 ",,彰化縣線西鄉寓埔村彰濱東六路3號
地下室,健信公司,JPA00255,塭仔村,彰化縣線西鄉塭仔村彰濱東一路3號,24.12868941,120.4330603,"1 ","133 ",,彰化縣線西鄉塭仔村彰濱東一路3號
地下室,高僑自動化公司,JPA00256,塭仔村,彰化縣線西鄉塭仔村彰濱東二路5號,24.13021574,120.4326044,"1 ","100 ",,彰化縣線西鄉塭仔村彰濱東二路5號
