建築物名稱,里別,地址,緯度,經度,避難樓層,防空避難設備面積,可容納人數,轄管分局,備註
演說家社區,中寧里,桃園市桃園區中寧里大興西路二段29號,"25.011568 ","121.299532 ",B01,509,353.0,桃園分局,
公寓,同德里,桃園市桃園區同德里中埔一街86號,"25.013459 ","121.296007 ",B01,398,276.0,桃園分局,
桃園市桃園區永順國民小學,南埔里,桃園市桃園區南埔里永順街100號,"25.008729 ","121.297059 ",B01,2152.5,1494.0,桃園分局,
竹城橫綱社區,同德里,桃園市桃園區同德里中埔ㄧ街88巷88號,"25.013503 ","121.295987 ",B01B02B03,3204,2225.0,桃園分局,
桃園市政府消防局,中成里,桃園市桃園區中成里力行路280號,"24.999667 ","121.298043 ",B01B02,3844.96,2670.0,桃園分局,
錢都,同德里,桃園市桃園區同德里南平路366號,"25.017777 ","121.297208 ",B01B02B03,758,526.0,桃園分局,
天韻社區,寶慶里,桃園市桃園區寶慶里中埔一街105號,"25.013371 ","121.295679 ",B01B02,3648,2533.0,桃園分局,
藝文大觀社區,中寧里,桃園市桃園區中寧里大興西路二段139巷91號,"25.009442 ","121.297566 ",B01B02,8312,5772.0,桃園分局,
德有爵品社區,同德里,桃園市桃園區同德里中埔六街67號,"25.016463 ","121.295920 ",B01B02B03,1171,813.0,桃園分局,
百川十扇社區,寶慶里,桃園市桃園區寶慶里同德五街331號,"25.011672 ","121.294738 ",B01B02,714,495.0,桃園分局,
百川十扇社區,寶慶里,桃園市桃園區寶慶里同德五街300號,"25.011862 ","121.294308 ",B01B02,1400,972.0,桃園分局,
璟都群英會社區,長德里,桃園市桃園區長德里愛九街13號,"25.004339 ","121.300533 ",B01B02,2413,1675.0,桃園分局,
金融機構,同德里,桃園市桃園區同德里13鄰中正路1071號,"25.016380 ","121.297752 ",B01B02B03,737.79,512.0,桃園分局,
合雄首璽社區,寶安里,桃園市桃園區寶安里中埔ㄧ街398號,"25.019564 ","121.293159 ",B01B02B03,6039.36,4194.0,桃園分局,
品藏社區,慈文里,桃園市桃園區慈文里慈光街26號,"25.004372 ","121.297347 ",B01B02B03,1838.02,1276.0,桃園分局,
公寓,光興里,桃園市桃園區光興里莒光路84號,"24.995607 ","121.301666 ",B01,25,17.0,桃園分局,
公寓,光興里,桃園市桃園區光興里中山北路11號之1,"24.992488 ","121.303331 ",B01,39,27.0,桃園分局,
耶穌基督後期聖徒教會,光興里,桃園市桃園區光興里縣府路102號,"24.994205 ","121.302644 ",B01,103,71.0,桃園分局,
公寓,光興里,桃園市桃園區光興里忠一路66號,"24.995881 ","121.300754 ",B01,241,167.0,桃園分局,
88行館社區,光興里,桃園市桃園區光興里縣府路92號,"24.993910 ","121.302714 ",B01,102,70.0,桃園分局,
公寓,光興里,桃園市桃園區光興里文康街113號,"24.995809 ","121.303564 ",B01,26,18.0,桃園分局,
基督教桃園市府靈糧堂,光興里,桃園市桃園區光興里縣府路110號,"24.994324 ","121.302524 ",B01B02,735,510.0,桃園分局,
公寓,光興里,桃園市桃園區光興里中山北路83號,"24.994037 ","121.302906 ",B01,420,291.0,桃園分局,
公寓,光興里,桃園市桃園區光興里忠一路51號,"24.995792 ","121.301465 ",B01,301,209.0,桃園分局,
桃園市桃園區中山國民小學,中山里,桃園市桃園區中山里國際路一段1070號,"24.986239 ","121.289687 ",B01,598,415.0,桃園分局,
桃園市政府環境保護局,光興里,桃園市桃園區光興里縣府路98號,"24.994065 ","121.302531 ",B01,277,192.0,桃園分局,
昇捷白金漢社區,光興里,桃園市桃園區光興里縣府路76號,"24.993231 ","121.302577 ",B01B02,2240,1555.0,桃園分局,
縣府敦品大樓,光興里,桃園市桃園區光興里孝一街5號,"24.995721 ","121.302223 ",B01B02,1493.63,1037.0,桃園分局,
公寓,光興里,桃園市桃園區光興里中山北路45號,"24.993174 ","121.302996 ",B01,225,156.0,桃園分局,
公寓,光興里,桃園市桃園區光興里中山北路45號,"24.993174 ","121.302996 ",B01,270,187.0,桃園分局,
桃園信用合作社,光興里,桃園市桃園區光興里育樂街61號,24.99265,121.30413,B01,174,120.0,桃園分局,不對外開放
公寓,光興里,桃園市桃園區光興里中山北路42號,"24.993063 ","121.303282 ",B01,97,67.0,桃園分局,
公寓,光興里,桃園市桃園區光興里勇一街17號,"24.994622 ","121.302492 ",B01,44,30.0,桃園分局,
公寓,光興里,桃園市桃園區光興里文康街1號之9,"24.992917 ","121.303840 ",B01,90,62.0,桃園分局,
公寓,光興里,桃園市桃園區光興里中山路448巷2號,"24.992260 ","121.302138 ",B01,26,18.0,桃園分局,
公寓,光興里,桃園市桃園區光興里縣府路46號,"24.992678 ","121.302214 ",B01,244,169.0,桃園分局,
公寓,光興里,桃園市桃園區光興里縣府路132號,"24.994739 ","121.301522 ",B01,201,139.0,桃園分局,
公寓,光興里,桃園市桃園區光興里文康街2號,"24.993379 ","121.304141 ",B01,45,31.0,桃園分局,
公寓,光興里,桃園市桃園區光興里中山北路56號,"24.993527 ","121.303467 ",B01,32,22.0,桃園分局,
公寓,光興里,桃園市桃園區光興里文康街10號,"24.992990 ","121.304017 ",B01,15,10.0,桃園分局,
公寓,光興里,桃園市桃園區光興里勇一街1號,"24.994655 ","121.302869 ",B01,124,86.0,桃園分局,
公寓,光興里,桃園市桃園區光興里縣府路128號,"24.994641 ","121.301684 ",B01,68,47.0,桃園分局,
欣听園社區,光興里,桃園市桃園區光興里縣府路116號,"24.994430 ","121.302132 ",B01,343,238.0,桃園分局,
勞動部勞工保險局桃園辦事處,光興里,桃園市桃園區光興里縣府路26號,"24.992466 ","121.301875 ",B01B02,291,202.0,桃園分局,
私立普飛美語短期補習班,光興里,桃園市桃園區光興里中山北路14號,"24.992485 ","121.303590 ",B01,144,100.0,桃園分局,
公寓,光興里,桃園市桃園區光興里孝二街9號,"24.996108 ","121.301279 ",B01,23,15.0,桃園分局,
市議員余信憲服務處,光興里,桃園市桃園區光興里忠一街72號,"24.995867 ","121.300709 ",B01,38,26.0,桃園分局,
公寓,光興里,桃園市桃園區光興里仁一街14號,"24.995392 ","121.300254 ",B01,20,13.0,桃園分局,
公寓,光興里,桃園市桃園區光興里縣府路192號,"24.995050 ","121.300926 ",B01,120,83.0,桃園分局,
公寓,光興里,桃園市桃園區光興里忠二路53號,"24.996442 ","121.301911 ",B01,24,16.0,桃園分局,
公寓,光興里,桃園市桃園區光興里忠一路75號,"24.995747 ","121.300796 ",B01,23,15.0,桃園分局,
公寓,光興里,桃園市桃園區光興里忠一路63號,"24.995758 ","121.301197 ",B01,33,22.0,桃園分局,
公寓,光興里,桃園市桃園區光興里忠二路47號,"24.996304 ","121.301999 ",B01,28,19.0,桃園分局,
公寓,光興里,桃園市桃園區光興里忠二路61號,"24.996389 ","121.301723 ",B01,118,81.0,桃園分局,
公寓,光興里,桃園市桃園區光興里忠一路93號,"24.995609 ","121.300373 ",B01,16,11.0,桃園分局,
公寓,光興里,桃園市桃園區光興里忠一路67號,"24.995646 ","121.300866 ",B01,10,6.0,桃園分局,
公寓,光興里,桃園市桃園區光興里忠二路67號,"24.996250 ","121.301241 ",B01,21,14.0,桃園分局,
公寓,光興里,桃園市桃園區光興里忠二路47號,"24.996304 ","121.301999 ",B01,28,19.0,桃園分局,
公寓,光興里,桃園市桃園區光興里忠二路97號,"24.996293 ","121.300447 ",B01,30,20.0,桃園分局,
公寓,光興里,桃園市桃園區光興里忠一路149號,"24.995615 ","121.299278 ",B01,82,56.0,桃園分局,
公寓,光興里,桃園市桃園區光興里忠一路161號,"24.995629 ","121.298990 ",B01,29,20.0,桃園分局,
公寓,光興里,桃園市桃園區光興里民安路102號,"24.996264 ","121.299791 ",B01B02,786,545.0,桃園分局,
縣府LV社區,中路里,桃園市桃園區中路里延壽街121-10巷17號,"24.992999 ","121.290830 ",B01B02,790,548.0,桃園分局,
中泰宏園社區,中平里,桃園市桃園區中平里中平路103號,"24.988193 ","121.292808 ",B01B02B03,2495.84,1733.0,桃園分局,
公寓,中平里,桃園市桃園區中平里宏昌五街7號之2,"24.988016 ","121.294129 ",B01,313,217.0,桃園分局,
生活大賞社區,中平里,桃園市桃園區中平里宏昌六街124號,"24.987647 ","121.294389 ",B01B02,1674,1162.0,桃園分局,
住通誠品A+社區,中平里,桃園市桃園區中平里泰昌七街90號,"24.987850 ","121.293386 ",B01B02,836.47,580.0,桃園分局,
公寓,中原里,桃園市桃園區中原里宏昌十三街596號,"24.984640 ","121.293166 ",B01,780,541.0,桃園分局,
宏昌社區,中原里,桃園市桃園區中原里宏昌十三街566號,"24.984934 ","121.294461 ",B01,729,506.0,桃園分局,
金色大地社區,中山里,桃園市桃園區中山里宏昌十二街530號,"24.984637 ","121.290584 ",B01,924,641.0,桃園分局,
公寓,中山里,桃園市桃園區中山里國際路一段1008號,"24.984548 ","121.289647 ",B01,286,198.0,桃園分局,
公寓,中山里,桃園市桃園區中山里中平路160號,"24.985471 ","121.293449 ",B01B02,827,574.0,桃園分局,
尊貴嘉園社區,中山里,桃園市桃園區中山里泰昌十三街7號,"24.985086 ","121.290462 ",B01,486,337.0,桃園分局,
翰林雅築社區,中原里,桃園市桃園區中原里中平路178號,"24.984954 ","121.293484 ",B01,355,246.0,桃園分局,
廣元長照,泰山里,桃園市桃園區泰山里潮州街78號,"24.988161 ","121.299386 ",B01,557,386.0,桃園分局,
公寓,玉山里,桃園市桃園區玉山里大同西路69巷13號,"24.987281 ","121.302410 ",B01,205,142.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄28號,"24.995634 ","121.291715 ",B01,24,26.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路107號,"24.995746 ","121.292084 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路109號,"24.995795 ","121.292041 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路111號,"24.995801 ","121.292016 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路97號,"24.995798 ","121.292371 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路99號,"24.995801 ","121.292291 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路101號,"24.995802 ","121.292261 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路103號,"24.995661 ","121.292237 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路105號,"24.995801 ","121.292149 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄1號,"24.995380 ","121.292270 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄3號,"24.995366 ","121.292271 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄5號,"24.995373 ","121.292224 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄7號,"24.995395 ","121.292150 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄6號,"24.995630 ","121.292244 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄9號,"24.995382 ","121.291969 ",B01,24,26.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄8號,"24.995631 ","121.292193 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄12號,"24.995632 ","121.292079 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄14號,"24.995632 ","121.292051 ",B01,24,26.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄16號,"24.995633 ","121.292003 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄18號,"24.995632 ","121.291959 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄20號,"24.995632 ","121.291939 ",B01,24,26.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄22號,"24.995633 ","121.291862 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄24號,"24.995634 ","121.291814 ",B01,24,16.0,桃園分局,
公寓,文中里,桃園市桃園區文中里文中路95巷2弄26號,"24.995635 ","121.291741 ",B01,24,16.0,桃園分局,
公寓,中正里,桃園市桃園區中正里仁愛路21號,"24.993634 ","121.294290 ",B01,24,16.0,桃園分局,
公寓,中正里,桃園市桃園區中正里正光街125號,"24.994591 ","121.294978 ",B01,24,16.0,桃園分局,
公寓,中正里,桃園市桃園區中正里正光街165號,"24.995646 ","121.295006 ",B01,24,16.0,桃園分局,
公寓,中正里,桃園市桃園區中正里正光街167號,"24.995693 ","121.294908 ",B01,24,16.0,桃園分局,
公寓,中正里,桃園市桃園區中正里正光街143巷2號,"24.994867 ","121.294932 ",B01,24,16.0,桃園分局,
愛荷華社區,中正里,桃園市桃園區中正里仁愛路42號,"24.993908 ","121.293874 ",B01B02,1225,850.0,桃園分局,
翰林苑社區,中正里,桃園市桃園區中正里文中路25號,"24.995768 ","121.294380 ",B01B02B03,4830,5366.0,桃園分局,
公寓,中正里,桃園市桃園區中正里法院後街54號,"24.995797 ","121.296192 ",B01,24,16.0,桃園分局,
公寓,中正里,桃園市桃園區中正里法院後街56號,"24.995790 ","121.296311 ",B01,10,6.0,桃園分局,
夢想家社區,玉山里,桃園市桃園區玉山里秀山路96巷10號,"24.988070 ","121.301395 ",B01,413,458.0,桃園分局,
來鑫廣場大廈,泰山里,桃園市桃園區泰山里復興路389號,"24.990786 ","121.302485 ",B01,558,387.0,桃園分局,
公寓,玉山里,桃園市桃園區玉山里秀山路138號,"24.986787 ","121.301284 ",B01,109,75.0,桃園分局,
公寓,玉山里,桃園市桃園區玉山里秀山路140號,"24.986727 ","121.301042 ",B01,121,84.0,桃園分局,
公寓,玉山里,桃園市桃園區玉山里秀山路104號,"24.987736 ","121.301303 ",B01,1053,731.0,桃園分局,
公寓,中正里,桃園市桃園區中正里延壽街12號,"24.991944 ","121.293695 ",B01,1129,784.0,桃園分局,
公寓,中正里,桃園市桃園區中正里仁愛路85號,"24.993729 ","121.293931 ",B01,663,460.0,桃園分局,
公寓,中正里,桃園市桃園區中正里延壽街28號,"24.991574 ","121.293741 ",B01,18,12.0,桃園分局,
公寓,中正里,桃園市桃園區中正里壽星街22號,"24.993089 ","121.293309 ",B01,568,394.0,桃園分局,
台灣桃園地方法院,文中里,桃園市桃園區文中里仁愛路120號,"24.994821 ","121.291749 ",B01,85,59.0,桃園分局,
公寓,中正里,桃園市桃園區中正里壽星街41號,"24.993456 ","121.292715 ",B01,102,70.0,桃園分局,
公寓,中正里,桃園市桃園區中正里壽星街37號,"24.993416 ","121.292640 ",B01,65,45.0,桃園分局,
公寓,中正里,桃園市桃園區中正里壽星街25號,"24.993065 ","121.292915 ",B01,192,133.0,桃園分局,
公寓,中正里,桃園市桃園區中正里壽星街39號,"24.993461 ","121.292682 ",B01,68,75.0,桃園分局,
公寓,中正里,桃園市桃園區中正里壽星街43號,"24.993569 ","121.292764 ",B01,73,50.0,桃園分局,
公寓,中正里,桃園市桃園區中正里壽星街33號,"24.993336 ","121.292635 ",B01,42,29.0,桃園分局,
公寓,文中里,桃園市桃園區文中里延壽街134號,"24.993705 ","121.291154 ",B01B02B03,28,19.0,桃園分局,
公寓,文中里,桃園市桃園區文中里延壽街132號,"24.993704 ","121.291154 ",B01,28,19.0,桃園分局,
公寓,文中里,桃園市桃園區文中里延壽街70號,"24.993218 ","121.292637 ",B01,20,13.0,桃園分局,
公寓,中正里,桃園市桃園區中正里守法路21號,"24.992301 ","121.296488 ",B01,260,180.0,桃園分局,
公寓,中正里,桃園市桃園區中正里法治路12號,"24.992612 ","121.295947 ",B01,36,25.0,桃園分局,
公寓,中正里,桃園市桃園區中正里守法路1號,"24.991457 ","121.296637 ",B01,39,27.0,桃園分局,
公寓,中正里,桃園市桃園區中正里中山路658巷2弄12號,"24.991463 ","121.295800 ",B01,112,77.0,桃園分局,
欣桃天然氣股份有限公司,中正里,桃園市桃園區中正里法治路10號,24.992569,121.296197,B01B02,918,637.0,桃園分局,不對外開放
公寓,中正里,桃園市桃園區中正里守法路19號,"24.992297 ","121.296548 ",B01B02,2396,1663.0,桃園分局,
公寓,中正里,桃園市桃園區中正里中山路642號,"24.991041 ","121.295951 ",B01,141,97.0,桃園分局,
圓舞曲社區,中原里,桃園市桃園區中原里宏昌六街145號,"24.987192 ","121.295170 ",B01B02,1975,1371.0,桃園分局,
公寓,玉山里,桃園市桃園區玉山里大同西路120巷1號,"24.989343 ","121.301370 ",B01,113,78.0,桃園分局,
公寓,中正里,桃園市桃園區中正里守法路16號,"24.991754 ","121.296776 ",B01,88,61.0,桃園分局,
公寓,中正里,桃園市桃園區中正里守法路58號,"24.993168 ","121.296725 ",B01,500,347.0,桃園分局,
公寓,中正里,桃園市桃園區中正里守法路76巷2號,"24.993741 ","121.296800 ",B01,27,18.0,桃園分局,
公寓,中正里,桃園市桃園區中正里守法路76巷6號,"24.993749 ","121.296948 ",B01,27,18.0,桃園分局,
公寓,中正里,桃園市桃園區中正里守法路76巷3號,"24.993975 ","121.296945 ",B01,30,20.0,桃園分局,
公寓,中正里,桃園市桃園區中正里守法路76巷5號,"24.993952 ","121.297065 ",B01,87,60.0,桃園分局,
公寓,中正里,桃園市桃園區中正里館後一街28號,"24.993862 ","121.297844 ",B01,4,2.0,桃園分局,
公寓,中正里,桃園市桃園區中正里廈門街61巷6號,"24.994315 ","121.298245 ",B01,6,4.0,桃園分局,
公寓,中正里,桃園市桃園區中正里廈門街61巷9號,"24.994312 ","121.298292 ",B01,86,59.0,桃園分局,
公寓,光興里,桃園市桃園區光興里縣府路18號,"24.992279 ","121.301593 ",B01B02,245,170.0,桃園分局,
公寓,光興里,桃園市桃園區光興里中山路528號,"24.991980 ","121.299777 ",B01B02B03,942,654.0,桃園分局,
桃園市政府警政大樓,光興里,桃園市桃園區光興里縣府路51號,24.993192,121.299867,B01B02B03,1753,1217.0,桃園分局,不對外開放
公寓,玉山里,桃園市桃園區玉山里大同西路68號,"24.987981 ","121.302354 ",B01,58,40.0,桃園分局,
公寓,玉山里,桃園市桃園區玉山里秀山路67號,"24.988897 ","121.302446 ",B01,356,247.0,桃園分局,
公寓,玉山里,桃園市桃園區玉山里大同西路73號,"24.987894 ","121.302241 ",B01,86,59.0,桃園分局,
公寓,玉山里,桃園市桃園區玉山里大同西路91號,"24.988237 ","121.301763 ",B01,34,23.0,桃園分局,
公寓,玉山里,桃園市桃園區玉山里育樂街21號,"24.991271 ","121.303568 ",B01,36,25.0,桃園分局,
公寓,泰山里,桃園市桃園區泰山里復興路443號,"24.991408 ","121.301255 ",B01,54,37.0,桃園分局,
公寓,中平里,桃園市桃園區中平里中平路77巷20號,"24.988907 ","121.293311 ",B01B02,80,55.0,桃園分局,
公寓,中平里,桃園市桃園區中平里壽昌街102號,"24.988914 ","121.296687 ",B01,67,46.0,桃園分局,
公寓,中平里,桃園市桃園區中平里宏昌六街98號,"24.988317 ","121.296514 ",B01,249,172.0,桃園分局,
公寓,中平里,桃園市桃園區中平里中山路647號,"24.991045 ","121.293333 ",B01,30,20.0,桃園分局,
桃園市桃園區中山國民小學,中山里,桃園市桃園區中山里國際路一段1070號,"24.986239 ","121.289687 ",B01,587,407.0,桃園分局,
桃園市桃園區中山國民小學,中山里,桃園市桃園區中山里國際路一段1070號,"24.986239 ","121.289687 ",B01,744,516.0,桃園分局,
桃園市桃園區中山國民小學,中山里,桃園市桃園區中山里國際路一段1070號,"24.986239 ","121.289687 ",B01,436,302.0,桃園分局,
春城VILLA社區,中原里,桃園市桃園區中原里泰昌十一街37號,"24.985858 ","121.291710 ",B01B02,1806.84,1254.0,桃園分局,
公寓,中山里,桃園市桃園區中山里中平路132號,"24.986311 ","121.293140 ",B01,427,296.0,桃園分局,
電信機構,中山里,桃園市桃園區中山里宏昌六街237號,24.986924,121.292185,B01,1137,789.0,桃園分局,不對外開放
長泰大樓,中山里,桃園市桃園區中山里中平路136號,"24.986070 ","121.293158 ",B01,793.12,550.0,桃園分局,
公寓,中山里,桃園市桃園區中山里中山路709號,"24.990789 ","121.291323 ",B01,70,48.0,桃園分局,
集賢大樓,中平里,桃園市桃園區中平里中山路687號,"24.990918 ","121.292035 ",B01,150,104.0,桃園分局,
公寓,中山里,桃園市桃園區中山里吉昌街123號,"24.989210 ","121.290730 ",B01,483,335.0,桃園分局,
富豪林園社區,中山里,桃園市桃園區中山里泰昌十街2號,"24.988326 ","121.291156 ",B01B02,1529,1061.0,桃園分局,
公寓,中山里,桃園市桃園區中山里中平路18號,"24.990027 ","121.291860 ",B01,410,284.0,桃園分局,
桃園大賞社區,中山里,桃園市桃園區中山里中山路775號,"24.990472 ","121.290327 ",B01B02B03,3231,2243.0,桃園分局,
延壽吉祥社區,中路里,桃園市桃園區中路里延壽街159號,"24.993981 ","121.289186 ",B01,331,229.0,桃園分局,
公寓,中路里,桃園市桃園區中路里中山路854號,"24.990698 ","121.289436 ",B01,67,46.0,桃園分局,
公寓,中路里,桃園市桃園區中路里國際路二段36號,"24.991333 ","121.288593 ",B01,545,378.0,桃園分局,
國際雙星社區,中路里,桃園市桃園區中路里衡陽二街8號,"24.990795 ","121.288657 ",B01,481,334.0,桃園分局,
美學苑社區,中路里,桃園市桃園區中路里中山路788巷3號,"24.991183 ","121.291432 ",B01B02B03,2396,1663.0,桃園分局,
公寓,泰山里,桃園市桃園區泰山里中山路511號,"24.991121 ","121.297425 ",B01,312,216.0,桃園分局,
公寓,泰山里,桃園市桃園區泰山里中山路507巷60弄7號,"24.989574 ","121.296051 ",B01,453,314.0,桃園分局,
亞洲商業大樓,中山里,桃園市桃園區中山里中平路98號,"24.987612 ","121.292682 ",B01B02B03,160,111.0,桃園分局,
歡喜百年社區,中路里,桃園市桃園區中路里國際路二段130號,"24.993239 ","121.288350 ",B01,2518,1748.0,桃園分局,
森活達人日麗社區,中原里,桃園市桃園區中原里泰昌一街35號,"24.986537 ","121.297647 ",B01B02,1033,717.0,桃園分局,
森活達人日麗社區,中原里,桃園市桃園區中原里泰昌一街32號,"24.986852 ","121.297375 ",B01B02,895,621.0,桃園分局,
長鴻金廈社區,豐林里,桃園市桃園區豐林里35鄰南豐三街12號,"24.981741 ","121.306396 ",B01,15,10.0,桃園分局,
吉多臻寶社區,福林里,桃園市桃園區福林里19鄰建新街167號,"24.980198 ","121.311172 ",B01,296,205.0,桃園分局,
台電桃園配電變電所,建國里,桃園市桃園區建國里6鄰桃鶯路133號,24.986718,121.318155,B01,294,204.0,桃園分局,不對外開放
城東巨星社區,建國里,桃園市桃園區建國里24鄰紹興街26號,"24.989977 ","121.319431 ",B01,419,290.0,桃園分局,
名人皇宮社區,大豐里,桃園市桃園區大豐里19鄰樹林七街21巷1號,"24.979611 ","121.316288 ",B01,276,191.0,桃園分局,
公寓,大林里,桃園市桃園區大林里2鄰大仁路103號,"24.971167 ","121.323428 ",B01,619,429.0,桃園分局,
桃園大地社區,雲林里,桃園市桃園區雲林里1鄰建國東路6號,"24.985966 ","121.318708 ",B01,176,122.0,桃園分局,
德仁醫院,雲林里,桃園市桃園區雲林里2鄰桃鶯路245號,"24.984097 ","121.318654 ",B01B02,185,128.0,桃園分局,
公寓,大豐里,桃園市桃園區大豐里24鄰樹仁一街28號,"24.979042 ","121.315372 ",B01,115,79.0,桃園分局,
公寓,大豐里,桃園市桃園區大豐里1鄰建新街6號,"24.984735 ","121.312880 ",B01,49,34.0,桃園分局,
吉祥新貴社區,大林里,桃園市桃園區大林里2鄰大仁路58號,"24.972196 ","121.323057 ",B01,178,123.0,桃園分局,
向陽門第社區,豐林里,桃園市桃園區豐林里10鄰三民路三段475號,"24.986382 ","121.307434 ",B01,119,82.0,桃園分局,
信東生技公司,豐林里,桃園市桃園區豐林里16鄰介壽路22號,"24.987059 ","121.310867 ",B01,17,11.0,桃園分局,
桃園市桃園區建國國民小學,大豐里,桃園市桃園區大豐里5鄰昆明路95號,"24.981893 ","121.314929 ",B01,175,121.0,桃園分局,
桃園泥水業職業工會,大豐里,桃園市桃園區大豐里16鄰樹林六街30號,"24.979168 ","121.315529 ",B01,24,16.0,桃園分局,
龜山工業區汙水處理廠,建國里,桃園市桃園區建國里5鄰建國東路27號,24.986447,121.321889,B01,20,13.0,桃園分局,不對外開放
公寓,福安里,桃園市桃園區福安里建華三街52號,"24.983163 ","121.310996 ",B01,224,155.0,桃園分局,
公寓,福安里,桃園市桃園區福安里18鄰建華三街15號之2,"24.982979 ","121.311413 ",B01,129,89.0,桃園分局,
友華生技醫療公司,大樹里,桃園市桃園區大樹里5鄰大誠路11號,"24.983679 ","121.322785 ",B01,17,11.0,桃園分局,
公寓,大林里,桃園市桃園區大林里18鄰興邦路39號之1,"24.981340 ","121.326831 ",B01,20,13.0,桃園分局,
公寓,豐林里,桃園市桃園區豐林里11鄰三和街76號,"24.984525 ","121.306805 ",B01,136,94.0,桃園分局,
克絡耐股份有限公司,大樹里,桃園市桃園區大樹里5鄰興華路8號,"24.978908 ","121.324027 ",B01,20,13.0,桃園分局,
公寓,大豐里,桃園市桃園區大豐里22鄰大豐路63號,"24.980226 ","121.315715 ",B01,9,6.0,桃園分局,
克絡耐股份有限公司,大樹里,桃園市桃園區大樹里5鄰興華路8號,"24.978908 ","121.324027 ",B01,12,8.0,桃園分局,
麥迪森醫藥股份有限公司,大樹里,桃園市桃園區大樹里5鄰桃鶯路445號之2,"24.976925 ","121.323005 ",B01,287,199.0,桃園分局,
神采飛揚綠第大廈,福安里,桃園市桃園區福安里8鄰保羅街22號,"24.981974 ","121.310840 ",B01,117,81.0,桃園分局,
三普皇第社區,豐林里,桃園市桃園區豐林里33鄰介壽路346號,"24.979972 ","121.304973 ",B01,271,188.0,桃園分局,
公寓,大豐里,桃園市桃園區大豐里22鄰大豐路11號,"24.980827 ","121.319204 ",B01,35,24.0,桃園分局,
公寓,福林里,桃園市桃園區福林里21鄰介壽路401號,"24.984828 ","121.310516 ",B01,276,191.0,桃園分局,
善存科技公司,大樹里,桃園市桃園區大樹里5鄰興華路11號,"24.978643 ","121.324949 ",B01,378,262.0,桃園分局,
正裕特殊金屬公司,大林里,桃園市桃園區大林里18鄰興華路19號,"24.976187 ","121.326619 ",B01,378,262.0,桃園分局,
公寓,大豐里,桃園市桃園區大豐里13鄰金門二街248號,"24.981627 ","121.313962 ",B01,58,40.0,桃園分局,
名人香榭社區,福安里,桃園市桃園區福安里8鄰保羅街20號,"24.981848 ","121.310923 ",B01,439,304.0,桃園分局,
城東巨星社區,建國里,桃園市桃園區建國里24鄰紹興街26號,"24.989977 ","121.319431 ",B01,376,261.0,桃園分局,
崑益企業股份有限公司,大樹里,桃園市桃園區大樹里5鄰興華路10號,"24.978630 ","121.324326 ",B01,219,152.0,桃園分局,
飛皇富邑社區,豐林里,桃園市桃園區豐林里36鄰南豐三街34號,"24.981858 ","121.305693 ",B01,276,191.0,桃園分局,
柏迪商業大樓,豐林里,桃園市桃園區豐林里13鄰介壽路286號,"24.981938 ","121.307366 ",B01,195,135.0,桃園分局,
第一家庭社區,雲林里,桃園市桃園區雲林里19鄰金門二街67號,"24.981979 ","121.317062 ",B01,185,128.0,桃園分局,
百年富邑社區,雲林里,桃園市桃園區雲林里18鄰大豐路62號,"24.980660 ","121.317836 ",B01,121,84.0,桃園分局,
公寓,建國里,桃園市桃園區建國里10鄰南京街13號,"24.986490 ","121.316953 ",B01,24,16.0,桃園分局,
公寓,福安里,桃園市桃園區福安里9鄰建國路99號,"24.985272 ","121.311976 ",B01,1843,1279.0,桃園分局,
公寓,建國里,桃園市桃園區建國里林森路70號,"24.987888 ","121.320636 ",B01,22,15.0,桃園分局,
