建築物名稱,縣(市),鄉鎮市區,村里別,地址,避難樓層,"防空避難 設備面積 (平方公尺)",是否兼作停車空間,"容量 （自動計算）",轄管分局,"建檔日期 （西元年/月/日）","最後修正日期 （西元年/月/日）",緯經度,備註
民宅公寓,苗栗縣,頭份市,東庄里,苗栗縣頭份市東庄里18鄰自強路248號,B01,155.0,0.0,172.0,頭份分局,860729.0,1130918.0,"24.686233340513855, 120.90408181220427",
民宅公寓,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里3鄰自強路241號,B01,236.0,0.0,262.0,頭份分局,770903.0,1130918.0,"24.686183143945915, 120.90475375453222",
民宅公寓,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里12鄰東興路176號,B01,16.0,0.0,17.0,頭份分局,770315.0,1130918.0,"24.68380291312329, 120.90365364104025",
民宅公寓,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里6鄰錦華街56號,B01,64.0,0.0,71.0,頭份分局,701126.0,1130918.0,"24.685445848547733, 120.90543666802431",
民宅公寓,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里6鄰錦華街46號,B01,63.0,0.0,70.0,頭份分局,701126.0,1130918.0,"24.685335226064634, 120.90549808892426",
民宅公寓,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里6鄰錦華街50號,B01,64.0,0.0,71.0,頭份分局,701126.0,1130918.0,"24.685485048480306, 120.90524705268027",
民宅公寓,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里3鄰自強路245號,B01,400.0,0.0,444.0,頭份分局,710313.0,1130918.0,"24.686151395669132, 120.90468793918835",
民宅公寓,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里8鄰民族路128號,B01,16.0,0.0,17.0,頭份分局,720223.0,1130918.0,"24.684917594755422, 120.90471151035226",
民宅公寓,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里12鄰東民路81號,B01,24.0,0.0,26.0,頭份分局,711124.0,1130918.0,"24.684197, 120.903071",
民宅公寓,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里2鄰錦華街51號,B01,19.0,0.0,21.0,頭份分局,751203.0,1130918.0,"24.68568419325628, 120.90514839686021",
民宅公寓,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里6鄰錦華街28號,B01,33.0,0.0,36.0,頭份分局,750823.0,1130918.0,"24.685579145079874, 120.90484568336824",
民宅公寓,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里12鄰民族路179號,B01,22.0,0.0,24.0,頭份分局,760505.0,1130918.0,"24.684973, 120.902829",
民宅公寓,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里12鄰東民路83號,B01,159.0,0.0,176.0,頭份分局,780804.0,1130918.0,"24.684079, 120.902801",
民宅公寓,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里10鄰二份街3號,B01,204.0,0.0,226.0,頭份分局,781204.0,1130918.0,"24.684102, 120.904646",
民宅公寓,苗栗縣,頭份市,民權里,苗栗縣頭份市民權里12鄰民族路200號,B01,242.0,0.0,268.0,頭份分局,841023.0,1130918.0,"24.685341784344445, 120.90283984104022",
民宅公寓,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里4鄰錦華街31號,B01,526.0,0.0,584.0,頭份分局,830205.0,1130918.0,"24.68570769972759, 120.90477859686031",
豪旺大夏,苗栗縣,頭份市,民族里,苗栗縣頭份市民族里7鄰中華路951號,B01,4808.0,1.0,3338.0,頭份分局,830406.0,1130918.0,"24.684489, 120.905937",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里8鄰信東路246號,B01,387.0,0.0,430.0,頭份分局,830817.0,1130918.0,"24.692454327859874, 120.90781422569637",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里8鄰信東路268號,B01,23.0,0.0,25.0,頭份分局,781013.0,1130918.0,"24.692865292350653, 120.90748618151639",
民宅公寓,苗栗縣,頭份市,自強里,苗栗縣頭份市自強里12鄰信東路152號,B01,41.0,0.0,45.0,頭份分局,760505.0,1130918.0,"24.690128, 120.909128",
民宅公寓,苗栗縣,頭份市,自強里,苗栗縣頭份市自強里12鄰忠孝一路132號,B01,23.0,0.0,25.0,頭份分局,710120.0,1130918.0,"24.690648131534164, 120.90955016987644",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里2鄰信東路256號,B01,310.0,0.0,344.0,頭份分局,840822.0,1130918.0,"24.692665627430074, 120.9077023833684",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里14鄰忠孝一路115號,B01,18.0,0.0,20.0,頭份分局,780916.0,1130918.0,"24.69046553990829, 120.90872425453236",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里14鄰忠孝一路109號,B01,18.0,0.0,20.0,頭份分局,780916.0,1130918.0,"24.69039688403943, 120.90861154104036",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里14鄰忠孝一路102號,B01,46.0,0.0,51.0,頭份分局,781128.0,1130918.0,"24.69030586438128, 120.90857268151639",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里14鄰忠孝一路109號,B01,18.0,0.0,20.0,頭份分局,780916.0,1130918.0,"24.690455371943997, 120.90853643918834",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里14鄰忠孝一路106號,B01,58.0,0.0,64.0,頭份分局,780916.0,1130918.0,"24.690263132317273, 120.90877202569641",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里14鄰忠孝一路113號,B01,18.0,0.0,20.0,頭份分局,780916.0,1130918.0,"24.69043898795424, 120.90864872569637",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里14鄰忠孝一路115號,B01,18.0,0.0,20.0,頭份分局,780916.0,1130918.0,"24.690572767653347, 120.90876716987637",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里14鄰忠孝一路107號,B01,15.0,0.0,16.0,頭份分局,780916.0,1130918.0,"24.690376028104833, 120.9084599833684",
民宅公寓,苗栗縣,頭份市,自強里,苗栗縣頭份市自強里15鄰自強路82號,B01,112.0,0.0,124.0,頭份分局,710902.0,1130918.0,"24.68968664124898, 120.91078162384433",
民宅公寓,苗栗縣,頭份市,自強里,苗栗縣頭份市自強里16鄰長樂街32號,B01,175.0,0.0,194.0,頭份分局,710120.0,1130918.0,"24.68984113028239, 120.9110296990298",
民宅公寓,苗栗縣,頭份市,忠孝里,苗栗縣頭份市忠孝里11鄰忠孝一路111巷1號,B01,160.0,0.0,177.0,頭份分局,700903.0,1130918.0,"24.690507979817156, 120.90834761035235",
民宅公寓,苗栗縣,頭份市,信義里,苗栗縣頭份市信義里10鄰中正路103號,B01,92.0,0.0,102.0,頭份分局,780708.0,1130918.0,"24.68610583083789, 120.90891149686024",
