建築物名稱,里別,地址,緯度,經度,避難樓層,可容納人數,轄管分局,備註
光鈦國際工業公司,南榮里,桃園市蘆竹區新南路一段305巷38號,"25.038460 ","121.296080 ",B01,1287.0,蘆竹分局,
私人住宅,羊稠里,桃園市蘆竹區中山路72號,"25.054774 ","121.299201 ",B01,164.0,蘆竹分局,
久順精密機械公司,內厝里,桃園市蘆竹區南山路二段205巷22弄11號,"25.066576 ","121.284272 ",B01,210.0,蘆竹分局,
竹城富良野社區,營盤里,桃園市蘆竹區歐楓街51號,"25.060572 ","121.295146 ",B01,2829.0,蘆竹分局,
長昇美居社區,羊稠里,桃園市蘆竹區中山路22號,"25.051636 ","121.301141 ",B01,2875.0,蘆竹分局,
英橋帝景社區,羊稠里,桃園市蘆竹區愛山街1號,"25.053892 ","121.300843 ",B01,1611.0,蘆竹分局,
施華洛奇社區,營福里,桃園市蘆竹區六福路120號,"25.059269 ","121.296916 ",B01,4018.0,蘆竹分局,
宜誠居悅社區2期,錦中里,桃園市蘆竹區南崁路一段138號,"25.053629 ","121.287003 ",B01,3017.0,蘆竹分局,
富立登飯店,瓦窯里,桃園市蘆竹區長榮路55號,"25.056591 ","121.287747 ",B01,2449.0,蘆竹分局,
經國方略商業大樓,南崁里,桃園市蘆竹區經國路900號,"25.033557 ","121.300946 ",B01,2615.0,蘆竹分局,
朋程科技,長興里,桃園市蘆竹區南崁路二段28號,"25.058138 ","121.280221 ",B01,2080.0,蘆竹分局,
長榮航空公司,南崁里,桃園市蘆竹區新南路一段376號,"25.040175 ","121.297156 ",B01,1530.0,蘆竹分局,
竹城豐田社區,營盤里,桃園市蘆竹區六福一路5號,"25.061530 ","121.298764 ",B01,608.0,蘆竹分局,
宜誠大美社區,長壽里,桃園市蘆竹區長春路51號,"25.051646 ","121.298321 ",B01,1306.0,蘆竹分局,
飛飛想社區,瓦窯里,桃園市蘆竹區南山路一段125號,"25.055461 ","121.290009 ",B01,2037.0,蘆竹分局,
錦興國小,興榮里,桃園市蘆竹區南竹路一段100號,"25.046704 ","121.289697 ",B01,1928.0,蘆竹分局,
極上寓社區,南崁里,桃園市蘆竹區忠孝東路11-2號,"25.044909 ","121.295658 ",B01,1738.0,蘆竹分局,
經緯水電公司,內厝里,桃園市蘆竹區南山路二段500號。,"25.072778 ","121.285631 ",B01,262.0,蘆竹分局,
大毅科技公司,山鼻里,桃園市蘆竹區南山路三段17巷4號,"25.077376 ","121.284091 ",B01,2996.0,蘆竹分局,
人文秀樹社區,中山里,桃園市蘆竹區福祿一街76號,"25.056542 ","121.296806 ",B01,1651.0,蘆竹分局,
白金漢宮社區,錦興里,桃園市蘆竹區錦明街80號,"25.050447 ","121.288533 ",B01,1528.0,蘆竹分局,
私人住宅,五福里,桃園市蘆竹區五福一路202號,"25.054330 ","121.294282 ",B01,259.0,蘆竹分局,
中謹工業園區,內厝里,桃園市蘆竹區長安路二段220號,"25.063243 ","121.281276 ",B01,420.0,蘆竹分局,
兆賀資產管理公司,瓦窯里,桃園市蘆竹區六福路95號,"25.058582 ","121.293299 ",B01,422.0,蘆竹分局,
私人住宅,中山里,桃園市蘆竹區中山路125巷21號,"25.055800 ","121.297216 ",B01,248.0,蘆竹分局,
美福倉儲,內厝里,桃園市蘆竹區長安路二段109號,"25.063604 ","121.283393 ",B01,5371.0,蘆竹分局,
長榮航勤公司,內厝里,桃園市蘆竹區長興路三段3號,"25.072931 ","121.284558 ",B01,3631.0,蘆竹分局,
瑞建醫療公司,福祿里,桃園市蘆竹區六福路36號,"25.057808 ","121.292271 ",B01,4632.0,蘆竹分局,
東瞱雲想社區,營盤里,桃園市蘆竹區長興路一段40號,"25.060279 ","121.294152 ",B01,2010.0,蘆竹分局,
新綸實業有限公司,瓦窯里,桃園市蘆竹區南山路一段438號,"25.060009 ","121.289015 ",B01,289.0,蘆竹分局,
興和針織公司,長興里,桃園市蘆竹區西溪路231巷28號,"25.063866 ","121.274073 ",B01,2934.0,蘆竹分局,
乙泰企業有限公司,長興里,桃園市蘆竹區南崁路二段297巷32號,"25.059788 ","121.271294 ",B01,317.0,蘆竹分局,
南崁國中,五福里,桃園市蘆竹區五福六路1號,"25.054686 ","121.298579 ",B01,1041.0,蘆竹分局,
私人住宅,長興里,桃園市蘆竹區南崁路二段402巷15號,"25.063310 ","121.268516 ",B01,208.0,蘆竹分局,
光明鼎社區,錦興里,桃園市蘆竹區光明路二段56號,"25.046203 ","121.287949 ",B01,2090.0,蘆竹分局,
桃苗汽車,錦中里,桃園市蘆竹區南崁路一段101號,"25.051628 ","121.287705 ",B01,3191.0,蘆竹分局,
春維通商行,山鼻里,桃園市蘆竹區長興路二段236號,"25.073364 ","121.285963 ",B01,253.0,蘆竹分局,
宜誠一極社區,南榮里,桃園市蘆竹區忠孝西路53號,"25.043934 ","121.292517 ",B01,3081.0,蘆竹分局,
蘆竹區老人會館,錦中里,桃園市蘆竹區錦溪路125號,"25.055268 ","121.288773 ",B01,691.0,蘆竹分局,
合遠涵翠社區,羊稠里,桃園市蘆竹區中山北街101號,"25.052023 ","121.302313 ",B01,1404.0,蘆竹分局,
蘆竹市民運動中心,瓦窯里,桃園市蘆竹區仁愛路一段49號,"25.051006 ","121.294140 ",B01,2732.0,蘆竹分局,
鑣達精機有限公司,長興里,桃園市蘆竹區南工路一段8-8號,"25.058522 ","121.279005 ",B01,547.0,蘆竹分局,
"RIVER ONE社區",南榮里,桃園市蘆竹區榮興路22巷30號,"25.041429 ","121.294175 ",B01,462.0,蘆竹分局,
私人住宅,內厝里,桃園市蘆竹區內溪路7號,"25.070813 ","121.284588 ",B01,845.0,蘆竹分局,
智勤工業公司,內厝里,桃園市蘆竹區南山路二段12巷58號,"25.060901 ","121.290595 ",B01,878.0,蘆竹分局,
私人住宅,內厝里,桃園市蘆竹區南山路二段230號,25.0665304,121.286835,B01,132.0,蘆竹分局,
朋程科技,長興里,桃園市蘆竹區南崁路二段12號,"25.056750 ","121.279980 ",B01B02,2320.0,蘆竹分局,
吉澧景悅社區,山鼻里,桃園市蘆竹區機捷路二段768巷28號,25.081654,121.2885711,B01,1268.0,蘆竹分局,
先鋒科技公司,瓦窯里,桃園市蘆竹區榮安路6巷100號,"25.059300 ","121.287490 ",B01,844.0,蘆竹分局,
仕梧實業公司,瓦窯里,桃園市蘆竹區榮安路6巷36號,"25.059303 ","121.286012 ",B01,567.0,蘆竹分局,
德懋A10綻社區,山鼻里,桃園市蘆竹區機捷路二段816-1號,25.0811489,121.2874295,B01,1233.0,蘆竹分局,
益展閱美社區,中山里,桃園市蘆竹區五福六路22-1號,"25.054996 ","121.297669 ",B01,2073.0,蘆竹分局,
長揆實業股份有限公司,吉祥里,桃園市蘆竹區南祥路390號,"25.048906 ","121.302451 ",B01,1838.0,蘆竹分局,
中謹建設股份有限公司,內厝里,桃園市蘆竹區長興路一段205巷28號,"25.063947 ","121.291063 ",B01,3051.0,蘆竹分局,
新隆建設股份有限公司,山鼻里,桃園市蘆竹區機捷路二段991號,25.0790624,121.2826101,B01,919.0,蘆竹分局,
中山非營利幼兒園,中山里,桃園市蘆竹區中山路211號,"25.058669 ","121.296287 ",B01,981.0,蘆竹分局,
芳彬建設有限公司,山鼻里,桃園市蘆竹區機捷路二段960號,25.0812557,121.2831394,B01,764.0,蘆竹分局,
關東鑫林科技股份有限公司,山鼻里,桃園市蘆竹區機捷路二段935巷51號,25.0797685,121.2834129,B01,741.0,蘆竹分局,
私人住宅,山鼻里,桃園市蘆竹區機捷路二段826號,"25.081179 ","121.287040 ",B01,278.0,蘆竹分局,
寶國建設,山鼻里,桃園市蘆竹區機捷路二段771號,"25.074281 ","121.283971 ",B01,1393.0,蘆竹分局,
私人住宅,山鼻里,桃園市蘆竹區機捷路二段999巷23號,"25.080125 ","121.281892 ",B01,305.0,蘆竹分局,
華碩電腦公司,山鼻里,桃園市蘆竹區南山路三段17巷10-1號,"25.077176 ","121.283149 ",B01,1711.0,蘆竹分局,
新潤興業股份有限公司,山鼻里,桃園市蘆竹區山鼻里機捷路二段999巷35號,"25.079701 ","121.282329 ",B01,334.0,蘆竹分局,
寶國建築經理股份有限公司,山鼻里,桃園市蘆竹區山鼻里山鼻二路58號,25.0792886,121.2839807,B01,3352.0,蘆竹分局,
桃園市政府警察局蘆竹分局,南崁里,桃園市蘆竹區南崁里1鄰南崁路177號,,,B01,904.0,蘆竹分局,不對外公開
寶佳建設股份有限公司,山鼻里,桃園市蘆竹區山鼻里機捷路二段633號,"25.080490 ","121.291166 ",B01,3038.0,蘆竹分局,
元周建築開發股份有限公司(周寶光),山鼻里,桃園市蘆竹區山鼻里山鼻一路120號,"25.080079 ","121.286897 ",B01,343.0,蘆竹分局,
私人住宅,山鼻里,桃園市蘆竹區山鼻里山鼻二路23號,"25.078888 ","121.285133 ",B01,356.0,蘆竹分局,
群邑建設股份有限公司負責人(陳志昇),羊稠里,桃園市蘆竹區羊稠里中山北街78號,"25.051766 ","121.302406 ",B01,1110.0,蘆竹分局,
和耀建設股份有限公司,錦興里,桃園市蘆竹區15鄰光明路二段166號,"25.048203 ","121.287942 ",B01,1000.0,蘆竹分局,
新潤麗蒔社區,山鼻里,桃園市蘆竹區山鼻里機捷路二段895號,25.0802914,121.2839493,B01,1298.0,蘆竹分局,
定泰A10公園翫社區,山鼻里,桃園市蘆竹區山鼻里機捷路二段646號,"25.081211 ","121.291322 ",B01,1667.0,蘆竹分局,
合雄心之丘社區,山鼻里,桃園市蘆竹區山鼻里機捷路二段721號,"25.080342 ","121.288724 ",B01,2705.0,蘆竹分局,
合遠森格社區,山鼻里,桃園市蘆竹區山鼻里機捷路二段800號,25.081186,121.2882685,B01,1137.0,蘆竹分局,
和發F1社區,山鼻里,桃園市蘆竹區山鼻里埤腳街55號,"25.080378 ","121.289917 ",B01,2281.0,蘆竹分局,
佳陞豐景社區,山鼻里,桃園市蘆竹區山鼻里9鄰埤腳街160號,"25.078549 ","121.290141 ",B01,1943.0,蘆竹分局,
中謹雲極MIT廠辦,山鼻里,桃園市蘆竹區山鼻里1鄰長興路二段72巷29號,"25.070058 ","121.289192 ",B01,5037.0,蘆竹分局,
合雄心之丘二期社區,山鼻里,桃園市蘆竹區山鼻里6鄰機捷路二段689號,"25.080241 ","121.289511 ",B01,1250.0,蘆竹分局,
泓瑞建設股份有限公司負責人:胡正杰,新興里,桃園市蘆竹區大竹路119巷6號,"25.014378 ","121.270542 ",B01,27.0,蘆竹分局,
佳準企業股份有限公司,新興里,桃園市蘆竹區大竹路111巷9號,"25.013459 ","121.271287 ",B01,18.0,蘆竹分局,
佳準企業股份有限公司,新興里,桃園市蘆竹區大竹路111巷7號,"25.013610 ","121.271379 ",B01,19.0,蘆竹分局,
枝群企業股份有限公司,新興里,桃園市蘆竹區大竹路119巷9號,"25.014123 ","121.270669 ",B01,18.0,蘆竹分局,
三和電機實業公司,新興里,桃園市蘆竹區大竹路111巷5號,"25.013718 ","121.271501 ",B01,18.0,蘆竹分局,
永隆塑膠公司,上竹里,桃園市蘆竹區大竹路234號,"25.015815 ","121.268584 ",B01,22.0,蘆竹分局,
樺記企業公司,上竹里,桃園市蘆竹區大竹路261號,"25.016646 ","121.268625 ",B01,77.0,蘆竹分局,
樺記企業公司,上竹里,桃園市蘆竹區大竹路263號,"25.016649 ","121.268548 ",B01,78.0,蘆竹分局,
太久工業公司,上竹里,桃園市蘆竹區大竹路258號,"25.017770 ","121.268930 ",B01,56.0,蘆竹分局,
綠寶石社區,上興里,桃園市蘆竹區大竹路483號,"25.022137 ","121.261762 ",B01,2392.0,蘆竹分局,
金吉利冷凍食品公司,新興里,桃園市蘆竹區新興街123號,"25.009063 ","121.271294 ",B01,230.0,蘆竹分局,
華通電腦公司,新莊里,桃園市蘆竹區大新路814巷91號,25.0249575,121.2424368,B01,400.0,蘆竹分局,
華通電腦公司,新莊里,桃園市蘆竹區大新路814巷91號,25.0251374,121.2423295,B01,250.0,蘆竹分局,
華通電腦公司,新莊里,桃園市蘆竹區大新路938巷110號,"25.024588 ","121.240881 ",B01,932.0,蘆竹分局,
華通電腦公司,新莊里,桃園市蘆竹區大新路814巷66號,25.0245005,121.2432578,B01,44.0,蘆竹分局,
私人住宅,新莊里,桃園市蘆竹區大新路812號,25.0234327,121.2445609,B01,55.0,蘆竹分局,
私人住宅,大竹里,桃園市蘆竹區大新三街71號,"25.023247 ","121.255208 ",B01,446.0,蘆竹分局,
台北合眾汽車工廠,中福里,桃園市蘆竹區龍壽街一段206號,"24.992956 ","121.266981 ",B01,41.0,蘆竹分局,
好鮮公司,中福里,桃園市蘆竹區龍壽街一段8號,"24.990220 ","121.267414 ",B01,60.0,蘆竹分局,
詰合公司,新興里,桃園市蘆竹區大竹路285號,"25.017650 ","121.267740 ",B01,35.0,蘆竹分局,
華通電腦公司,新莊里,桃園市蘆竹區大新路938巷110號,"25.024588 ","121.240881 ",B01,1431.0,蘆竹分局,
開南大學,新興里,桃園市蘆竹區開南路1號,"25.010781 ","121.271561 ",B01,5070.0,蘆竹分局,
元昌臻園社區,上竹里,桃園市蘆竹區愛國一路90號,"25.024675 ","121.263189 ",B01,594.0,蘆竹分局,
益萊工業公司,新興里,桃園市蘆竹區新興街127號,"25.009014 ","121.270965 ",B01,96.0,蘆竹分局,
華通電腦公司,新莊里,桃園市蘆竹區大新路938巷110號,"25.024588 ","121.240881 ",B01,784.0,蘆竹分局,
哲偉工業公司,新興里,桃園市蘆竹區中興一街150號,"25.015490 ","121.265334 ",B01,647.0,蘆竹分局,
華通電腦公司,新莊里,桃園市蘆竹區大新路814巷91號,25.0252832,121.2422222,B01,1826.0,蘆竹分局,
諾貝爾社區,上竹里,桃園市蘆竹區上竹二街1號,"25.019949 ","121.266597 ",B01,1371.0,蘆竹分局,
哲固資訊科技公司,新莊里,桃園市蘆竹區大興路20巷21弄11號,"25.021988 ","121.251810 ",B01,143.0,蘆竹分局,
黎豐電子公司,新莊里,桃園市蘆竹區大興路20巷21弄9號,"25.022262 ","121.251848 ",B01,1248.0,蘆竹分局,
大竹國小,大竹里,桃園市蘆竹區大竹路556號,"25.024664 ","121.258589 ",B01,414.0,蘆竹分局,
玫瑰庭園社區,大竹里,桃園市蘆竹區新福街28號,"25.024455 ","121.253552 ",B01,123.0,蘆竹分局,
開南大學,新興里,桃園市蘆竹區開南路1號,"25.010781 ","121.271561 ",B01,1638.0,蘆竹分局,
開南大學,新興里,桃園市蘆竹區開南路1號,"25.010781 ","121.271561 ",B01,963.0,蘆竹分局,
瓦特汽車材料製造公司,中福里,桃園市蘆竹區文中路一段168號,"24.991140 ","121.265336 ",B01,510.0,蘆竹分局,
私人住宅,大竹里,桃園市蘆竹區大竹路533號,"25.023828 ","121.259259 ",B01,124.0,蘆竹分局,
大竹國中,大竹里,桃園市蘆竹區大竹路國中巷35號,"25.023000 ","121.258380 ",B01,608.0,蘆竹分局,
四季Villa社區,中興里,桃園市蘆竹區上興路371號,"25.018595 ","121.257791 ",B01,1077.0,蘆竹分局,
音悅桂冠社區,中興里,桃園市蘆竹區興中街100巷1號,"25.017761 ","121.259159 ",B01,1544.0,蘆竹分局,
龍安國小,新興里,桃園市蘆竹區文中路一段35號,24.9918313,121.2730624,B01,1262.0,蘆竹分局,
大築A+社區,中興里,桃園市蘆竹區興中街51號,"25.017963 ","121.259876 ",B01,2766.0,蘆竹分局,
大華國小,宏竹里,桃園市蘆竹區大華街98號,"25.039256 ","121.254247 ",B01,414.0,蘆竹分局,
龍安國小,新興里,桃園市蘆竹區文中路一段35號,24.9916077,121.272931,B01,2021.0,蘆竹分局,
宜誠湖水岸社區,上竹里,桃園市蘆竹區大竹路288巷1號,"25.018592 ","121.268150 ",B01,1534.0,蘆竹分局,
星光麗緻社區,上興里,桃園市蘆竹區上興路261號,"25.018663 ","121.259994 ",B01,4391.0,蘆竹分局,
開南大學,新興里,桃園市蘆竹區開南路1號,"25.010781 ","121.271561 ",B01,1696.0,蘆竹分局,
開南金磚社區,新興里,桃園市蘆竹區新興街138號,"25.009160 ","121.270470 ",B01,642.0,蘆竹分局,
宜誠領袖會館社區,上興里,桃園市蘆竹區大興四街112號,"25.018267 ","121.260312 ",B01,2806.0,蘆竹分局,
漢豐御品苑社區,上興里,桃園市蘆竹區中興五街41號,"25.020156 ","121.262808 ",B01,955.0,蘆竹分局,
群英會館社區,上興里,桃園市蘆竹區中興四街222號,"25.015732 ","121.263690 ",B01,1710.0,蘆竹分局,
楓丹白露社區,新莊里,桃園市蘆竹區大興十街105號,"25.021435 ","121.254952 ",B01,1276.0,蘆竹分局,
青川之丘社區,大竹里,桃園市蘆竹區大福路155號,"25.020731 ","121.256429 ",B01,703.0,蘆竹分局,
唯美社區,中福里,桃園市蘆竹區中興路553巷15-8號,"25.009090 ","121.255403 ",B01,662.0,蘆竹分局,
寶欣美廈社區,大竹里,桃園市蘆竹區大興十四街31號,"25.024107 ","121.253283 ",B01,873.0,蘆竹分局,
私人住宅,中興里,桃園市蘆竹區大興九街26號,"25.018335 ","121.257159 ",B01,349.0,蘆竹分局,
文藝復興社區,大竹里,桃園市蘆竹區大新路197號,"25.024780 ","121.252660 ",B01,929.0,蘆竹分局,
巴黎情歌社區,新莊里,桃園市蘆竹區大福路121號,"25.020530 ","121.255287 ",B01,1703.0,蘆竹分局,
韋瓦第社區,中興里,桃園市蘆竹區大新一街351號,"25.017782 ","121.257695 ",B01,1086.0,蘆竹分局,
中麗璞遇社區,上竹里,桃園市蘆竹區上竹七街26號,"25.022953 ","121.262749 ",B01,403.0,蘆竹分局,
築拾居社區,中興里,桃園市蘆竹區大興七街18巷6號,"25.016652 ","121.258244 ",B01,520.0,蘆竹分局,
宜誠國玥社區,中興里,桃園市蘆竹區大興路371號,"25.014704 ","121.259832 ",B01,2213.0,蘆竹分局,
寓上春樹社區,大竹里,桃園市蘆竹區大新三街202號,"25.020727 ","121.256047 ",B01,729.0,蘆竹分局,
群耀V1社區,大竹里,桃園市蘆竹區大新一街118巷9號,"25.021521 ","121.257020 ",B01,1721.0,蘆竹分局,
領秀社區,大竹里,桃園市蘆竹區大新四街66號,"25.023510 ","121.253861 ",B01,676.0,蘆竹分局,
雲邦社區,中福里,桃園市蘆竹區龍安街二段806號,"25.002713 ","121.258060 ",B01,1950.0,蘆竹分局,
徐薇英文大樓,上竹里,桃園市蘆竹區大同街30號,"25.023779 ","121.260769 ",B01,209.0,蘆竹分局,
福倉湖碩社區,中興里,桃園市蘆竹區大福路226號,"25.020479 ","121.258812 ",B01,1342.0,蘆竹分局,
寶欣樂GO社區,大竹里,桃園市蘆竹區大新路169號,"25.024792 ","121.254108 ",B01,1578.0,蘆竹分局,
卓悅心澄社區,上竹里,桃園市蘆竹區上興路2-2號,"25.020772 ","121.266329 ",B01,407.0,蘆竹分局,
私人住宅,中興里,桃園市蘆竹區興中街156號,"25.016957 ","121.259376 ",B01,277.0,蘆竹分局,
金格食品觀光工廠,宏竹里,桃園市蘆竹區大竹北路90-66號,"25.031762 ","121.253417 ",B01,1621.0,蘆竹分局,
宇志物業,新興里,桃園市蘆竹區新興街125巷1號,"25.008671 ","121.271714 ",B01,935.0,蘆竹分局,
美居大樓,中福里,桃園市蘆竹區福林街33巷5號,"25.016003 ","121.251810 ",B01,1106.0,蘆竹分局,
曉知青社區,新興里,桃園市蘆竹區國豐十街239巷20號,"24.990615 ","121.274677 ",B01,1073.0,蘆竹分局,
達見綜合工業股份有限公司,新莊里,桃園市蘆竹區大新路812號,25.0236162,121.2438488,B01,407.0,蘆竹分局,
鐮裕實業公司,中福里,桃園市蘆竹區文中路一段133號,"24.990898 ","121.266308 ",B01,2221.0,蘆竹分局,
中麗璞聚社區,新莊里,桃園市蘆竹區大興十街9號,"25.020931 ","121.254684 ",B01,376.0,蘆竹分局,
興仁市民活動中心,中興里,桃園市蘆竹區興仁路330號,"25.014284 ","121.262019 ",B01,890.0,蘆竹分局,
豐郡大景社區,中興里,桃園市蘆竹區大興路271號,"25.017112 ","121.257382 ",B01B02B03,861.0,蘆竹分局,
宜賈金屬公司,新興里,桃園市蘆竹區文新街7號,"24.993624 ","121.273775 ",B01B02,713.0,蘆竹分局,
蘆竹2號社會注宅,大竹里,桃園市蘆竹區大新路36號,"25.024970 ","121.257340 ",B01,3709.0,蘆竹分局,
金剛禪寺,新興里,桃園市蘆竹區大竹路1巷48號,"25.011168 ","121.275583 ",B01,2675.0,蘆竹分局,
傳佳建設股份有限公司,上興里,桃園市蘆竹區中興四街2巷16號四樓,"25.020500 ","121.262537 ",B01,1058.0,蘆竹分局,
寶國建築經理股份有限公司,新莊里,桃園市蘆竹區大興路111號,"25.020434 ","121.254519 ",B01,851.0,蘆竹分局,
蘆竹1號社會注宅,大竹里,桃園市蘆竹區大新三街175-3號9樓,"25.021647 ","121.255805 ",B01,1078.0,蘆竹分局,
寶欣建設社區,上興里,桃園市蘆竹區中興七街81號,"25.014353 ","121.261191 ",B01,1182.0,蘆竹分局,
泓瑞建設股份有限公司,大竹里,桃園市蘆竹區新福街276號,"25.024170 ","121.257593 ",B01,1927.0,蘆竹分局,
中麗碧波社區,上興里,桃園市蘆竹區興福街207-1號,"25.019974 ","121.261645 ",B01,908.0,蘆竹分局,
大聯邦社區,福昌里,桃園市蘆竹區南昌路266號,"25.039718 ","121.292109 ",B01,135.0,蘆竹分局,
台北新領空社區,南興里,桃園市蘆竹區南福街17號,"25.041937 ","121.291109 ",B01,2731.0,蘆竹分局,
國際富市社區,福昌里,桃園市蘆竹區南昌路278號,"25.039470 ","121.292580 ",B01,152.0,蘆竹分局,
萬昌富貴社區,福昌里　,桃園市蘆竹區南昌路270號,"25.039597 ","121.292277 ",B01,1766.0,蘆竹分局,
大聯邦社區,正興里,桃園市蘆竹區奉化路106號,25.0395561,121.2884525,B01B02,3455.0,蘆竹分局,
台北領航家社區,順興里,桃園市蘆竹區南昌路2號,"25.042452 ","121.286893 ",B01B02B03,2502.0,蘆竹分局,
萬昌富貴社區,福昌里,桃園市蘆竹區南昌路282巷1號,"25.039230 ","121.292823 ",B01,235.0,蘆竹分局,
全聯,南興里,桃園市蘆竹區南福街102號,"25.040068 ","121.292815 ",B01,450.0,蘆竹分局,
大聯邦社區,南興里,桃園市蘆竹區南昌路259號,"25.040236 ","121.291642 ",B01B02,903.0,蘆竹分局,
大聯邦社區,順興里,桃園市蘆竹區南昌路20巷1號,"25.042092 ","121.287653 ",B01B02,949.0,蘆竹分局,
大聯邦社區,正興里,桃園市蘆竹區奉化路88號,"25.039992 ","121.287415 ",B01B02,6858.0,蘆竹分局,
星馳市社區,福昌里,桃園市蘆竹區忠孝西路169巷32號,"25.039925 ","121.290175 ",B01,6791.0,蘆竹分局,
木材工廠,蘆竹里,桃園市蘆竹區蘆竹177-8號,"25.048261 ","121.266318 ",B01B02,362.0,蘆竹分局,
環太企業公司,蘆竹里,桃園市蘆竹區南崁路2段和美巷19號,"25.055840 ","121.272210 ",B01B02B03,318.0,蘆竹分局,
昇捷林園,正興里,桃園市蘆竹區奉化路56號,"25.040551 ","121.286456 ",B01B02B03B04,2163.0,蘆竹分局,
星光市社區,福昌里,桃園市蘆竹區南昌路242號,"25.040334 ","121.290790 ",B01B02B03B04B05,4933.0,蘆竹分局,
風車的故鄉社區,福昌里,桃園市蘆竹區奉化路185號,"25.038443 ","121.290954 ",B01B02,2711.0,蘆竹分局,
新傳凱悅社區,南興里,桃園市蘆竹區南昌路135號,"25.041736 ","121.288832 ",B01,1378.0,蘆竹分局,
星河社區,南興里,桃園市蘆竹區南福街51號,"25.041450 ","121.291991 ",B01B02B03,5995.0,蘆竹分局,
新傳凱悅社區,順興里,桃園市蘆竹區南昌路130號,"25.041677 ","121.288462 ",B01,2774.0,蘆竹分局,
龍天下社區,正興里,桃園市蘆竹區南順一街2巷2號,"25.040198 ","121.285349 ",B01,679.0,蘆竹分局,
麗寶經典社區,福興里,桃園市蘆竹區奉化路182號,"25.038363 ","121.290494 ",B01,4959.0,蘆竹分局,
威尼斯社區,福昌里,桃園市蘆竹區奉化路183-1號,"25.038830 ","121.290233 ",B01,1228.0,蘆竹分局,
微風生活社區,正興里,桃園市蘆竹區奉化路36號,"25.041014 ","121.285645 ",B01B02,4190.0,蘆竹分局,
爵士堡社區,福昌里,桃園市蘆竹區南順六街20號,"25.039259 ","121.290038 ",B01,2326.0,蘆竹分局,
昇捷荷堂社區,正興里　,桃園市蘆竹區奉化路66號,"25.040341 ","121.286799 ",B01B02,5291.0,蘆竹分局,
鳳祥社區,正興里,桃園市蘆竹區南順一街2巷16號,"25.040036 ","121.285624 ",B01,722.0,蘆竹分局,
帝景龍禧社區,正興里,桃園市蘆竹區奉化路40號,"25.040873 ","121.285880 ",B01,2208.0,蘆竹分局,
國家學院社區,南興里,桃園市蘆竹區忠孝西路60號,"25.042126 ","121.290509 ",B01,1313.0,蘆竹分局,
夢想家社區,福昌里,桃園市蘆竹區奉化路187號,"25.038356 ","121.291070 ",B01B02,1068.0,蘆竹分局,
夢想家社區,福昌里,桃園市蘆竹區奉化路191號,"25.038242 ","121.291331 ",B01B02,724.0,蘆竹分局,
私人住宅,蘆竹里,桃園市蘆竹區富國路三段1200號,"25.058759 ","121.268230 ",B01,2356.0,蘆竹分局,
都會風閣社區,福興里,桃園市蘆竹區奉化路142號,"25.039096 ","121.289069 ",B01,2953.0,蘆竹分局,
花都社區,福興里,桃園市蘆竹區奉化路156號,"25.038753 ","121.289711 ",B01,5111.0,蘆竹分局,
時尚風閣社區,順興里,桃園市蘆竹區奉化路17號,"25.041067 ","121.286004 ",B01,2920.0,蘆竹分局,
宜誠皇家社區,福昌里,桃園市蘆竹區奉化路229號,"25.037668 ","121.291923 ",B01,820.0,蘆竹分局,
公寓(無名稱),福昌里,桃園市蘆竹區奉化路145號,"25.039055 ","121.289924 ",B01,390.0,蘆竹分局,
香榭尊堤社區,南興里,桃園市蘆竹區南昌路47號,"25.042401 ","121.287687 ",B01,3393.0,蘆竹分局,
公寓(無名稱),福昌里,桃園市蘆竹區南順七街32巷5號,"25.039356 ","121.291169 ",B01,184.0,蘆竹分局,
樸實賞社區,福昌里,桃園市蘆竹區南福街186巷9號1樓,"25.038108 ","121.292559 ",B01,1966.0,蘆竹分局,
私人住宅,蘆竹里,桃園市蘆竹區富國路三段1086號,"25.055190 ","121.269566 ",B01,230.0,蘆竹分局,
香榭尊堤社區,南興里,桃園市蘆竹區南昌路51號,"25.042307 ","121.287859 ",B01,3058.0,蘆竹分局,
新植物園社區,正興里,桃園市蘆竹區南順四街1巷1號,"25.039456 ","121.286724 ",B01,1161.0,蘆竹分局,
新台北華城社區,南興里,桃園市蘆竹區榮興路26號,"25.040358 ","121.293342 ",B01B02,1716.0,蘆竹分局,
橘園社區,福昌里,桃園市蘆竹區南福街186巷15號,"25.038461 ","121.292331 ",B01B02,1546.0,蘆竹分局,
涵園社區,福興里,桃園市蘆竹區奉化路232號,"25.037831 ","121.291392 ",B01,4345.0,蘆竹分局,
悅園社區,福興里,桃園市蘆竹區南順七街2巷2號,"25.037495 ","121.290434 ",B01,2167.0,蘆竹分局,
昇恆昌公司,蘆竹里,桃園市蘆竹區南工路136號,"25.055081 ","121.276700 ",B01,2606.0,蘆竹分局,
明水苑社區,南興里,桃園市蘆竹區忠孝西路78號,"25.041629 ","121.290217 ",B01,7899.0,蘆竹分局,
星晴天社區,南興里,桃園市蘆竹區南福街223號,"25.037392 ","121.293372 ",B01,1952.0,蘆竹分局,
創國精密股份有限公司,蘆竹里,桃園市蘆竹區富國路三段1228號,"25.058827 ","121.268619 ",B01,1440.0,蘆竹分局,
鴻百科技公司,蘆竹里,桃園市蘆竹區南青路1188號,"25.057669 ","121.274396 ",B01,6248.0,蘆竹分局,
