電腦編號,鄉鎮市區,村里別,地址,經度,緯度,避難樓層,可容納人數,轄管分局
ZN2271,楠梓區,瑞屏里,高雄市楠梓區瑞屏里瑞昌街20號,120.311941,22.721371,B1,622.0,楠梓分局
ZN2272,楠梓區,瑞屏里,高雄市楠梓區瑞屏里德民路356巷60弄3號,120.305007,22.728456,B1,768.0,楠梓分局
ZN2273,楠梓區,秀昌里,高雄市楠梓區秀昌里後昌路862之1號,"120.294621 ","22.712391 ",B1,63.0,楠梓分局
ZN2274,楠梓區,瑞屏里,高雄市楠梓區瑞屏里瑞仁路46號,"120.313468 ","22.723527 ",B1,158.0,楠梓分局
ZN2275,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路175號,"120.306383 ","22.726440 ",B1,534.0,楠梓分局
ZN2276,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路356巷46弄48號,"120.305851 ","22.727919 ",B1,126.0,楠梓分局
ZN2277,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路400巷37弄13號,"120.299672 ","22.727083 ",B1,1137.0,楠梓分局
ZN2278,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路52號,"120.312393 ","22.728372 ",B1,1255.0,楠梓分局
ZN2280,楠梓區,清豐里,高雄市楠梓區清豐里清安街42巷3號,"120.338488 ","22.737811 ",B1,845.0,楠梓分局
ZN2281,楠梓區,瑞屏里,高雄市楠梓區瑞屏里瑞仁路36號,"120.313886 ","22.723718 ",B1,203.0,楠梓分局
ZN2282,楠梓區,清豐里,高雄市楠梓區清豐里清平街16號,"120.338623 ","22.735372 ",B1,1147.0,楠梓分局
ZN2283,楠梓區,清豐里,高雄市楠梓區清豐里清平街50號,"120.338856 ","22.736059 ",B1,1756.0,楠梓分局
ZN2285,楠梓區,中陽里,高雄市楠梓區中陽里朝明路130巷7弄8號,"120.328773 ","22.724067 ",B1,370.0,楠梓分局
ZN2286,楠梓區,仁昌里,高雄市楠梓區仁昌里壽豐路404號,"120.296505 ","22.724989 ",B2,538.0,楠梓分局
ZN2288,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路210號,"120.306419 ","22.726828 ",B1,743.0,楠梓分局
ZN2289,楠梓區,秀昌里,高雄市楠梓區秀昌里後昌路876巷2弄105號,"120.297899 ","22.712558 ",B1,465.0,楠梓分局
ZN2290,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路356巷60弄2號,"120.304922 ","22.728836 ",B1,1304.0,楠梓分局
ZN2293,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路400巷37弄8號,"120.299659 ","22.726523 ",B1,1548.0,楠梓分局
ZN2294,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路220巷67號,"120.306223 ","22.728165 ",B1,1546.0,楠梓分局
ZN2295,楠梓區,中陽里,高雄市楠梓區中陽里朝明路114之1號,"120.327988 ","22.723822 ",B1,218.0,楠梓分局
ZN2296,楠梓區,清豐里,高雄市楠梓區清豐里常德路317巷4號,"120.336905 ","22.737324 ",B1,1911.0,楠梓分局
ZN2297,楠梓區,惠民里,高雄市楠梓區惠民里高楠公路1868巷1號,"120.321138 ","22.730902 ",B1,313.0,楠梓分局
ZN2298,楠梓區,清豐里,高雄市楠梓區清豐里清成街74號,"120.335787 ","22.737086 ",B1,513.0,楠梓分局
ZN2299,楠梓區,清豐里,高雄市楠梓區清豐里旗楠路534號,"120.335218 ","22.737499 ",B1,699.0,楠梓分局
ZN2300,楠梓區,隆昌里,高雄市楠梓區隆昌里後昌路837巷37號,"120.293975 ","22.711123 ",B1,3671.0,楠梓分局
ZN2301,楠梓區,清豐里,高雄市楠梓區清豐里常德路240巷23弄76號,"120.338077 ","22.736616 ",B1,3633.0,楠梓分局
ZN2302,楠梓區,瑞屏里,高雄市楠梓區瑞屏里瑞仁路56號,"120.313191 ","22.723507 ",B1,1085.0,楠梓分局
ZN2304,楠梓區,久昌里,高雄市楠梓區久昌里廣昌街43巷87號,"120.284525 ","22.707460 ",B1,275.0,楠梓分局
ZN2305,楠梓區,翠屏里,高雄市楠梓區翠屏里德祥路172號,"120.308122 ","22.726673 ",B1,873.0,楠梓分局
ZN2306,楠梓區,加昌里,高雄市楠梓區加昌里壽民路223號,"120.296867 ","22.716329 ",B1,101.0,楠梓分局
ZN2309,楠梓區,翠屏里,高雄市楠梓區翠屏里德祥路5號,"120.311378 ","22.729037 ",B1,288.0,楠梓分局
ZN2310,楠梓區,加昌里,高雄市楠梓區加昌里壽民路180巷1弄13號,"120.296130 ","22.717202 ",B1,1077.0,楠梓分局
ZN2312,楠梓區,瑞屏里,高雄市楠梓區瑞屏里德賢路537號,"120.301499 ","22.725822 ",B2,263.0,楠梓分局
ZN2314,楠梓區,翠屏里,高雄市楠梓區翠屏里德祥路5號,"120.311378 ","22.729037 ",B1,889.0,楠梓分局
ZN2315,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路153號,"120.306842 ","22.726614 ",B1,253.0,楠梓分局
ZN2316,楠梓區,東寧里,高雄市楠梓區東寧里旗楠路長安巷30弄2號,"120.329975 ","22.731010 ",B1,1923.0,楠梓分局
ZN2317,楠梓區,久昌里,高雄市楠梓區久昌里久昌街28巷1號,"120.284698 ","22.709584 ",B1,1267.0,楠梓分局
ZN2318,楠梓區,清豐里,高雄市楠梓區清豐里清平街24號,"120.338678 ","22.735527 ",B1,309.0,楠梓分局
ZN2319,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路550巷10弄1號,"120.301394 ","22.726319 ",B1,890.0,楠梓分局
ZN2320,楠梓區,清豐里,高雄市楠梓區清豐里常德路247號,"120.336753 ","22.736169 ",B1,377.0,楠梓分局
ZN2322,楠梓區,惠民里,高雄市楠梓區惠民里高楠公路1692號,"120.322089 ","22.727347 ",B1,1127.0,楠梓分局
ZN2323,楠梓區,清豐里,高雄市楠梓區清豐里清平街47號,"120.338828 ","22.736529 ",B1,1446.0,楠梓分局
ZN2324,楠梓區,翠屏里,高雄市楠梓區翠屏里加仁路76號,"120.301571 ","22.727910 ",B1,800.0,楠梓分局
ZN2325,楠梓區,清豐里,高雄市楠梓區清豐里清平街51巷44號,"120.337877 ","22.737077 ",B1,1611.0,楠梓分局
ZN2326,楠梓區,清豐里,高雄市楠梓區清豐里常德路240巷23弄17號,"120.337659 ","22.736073 ",B1,2023.0,楠梓分局
ZN2328,楠梓區,興昌里,高雄市楠梓區興昌里右昌街487巷30號,"120.286269 ","22.715706 ",B1,931.0,楠梓分局
ZN2329,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路376號,"120.302283 ","22.725529 ",B1,258.0,楠梓分局
ZN2331,楠梓區,享平里,高雄市楠梓區享平里岳陽街25巷8號,"120.330595 ","22.730042 ",B1,2479.0,楠梓分局
ZN2333,楠梓區,五常里,高雄市楠梓區五常里鳳楠路108巷29號,"120.331744 ","22.723749 ",B1,67.0,楠梓分局
ZN2334,楠梓區,翠屏里,高雄市楠梓區翠屏里加仁路13巷1號,"120.299884 ","22.727758 ",B1,1327.0,楠梓分局
ZN2335,楠梓區,瑞屏里,高雄市楠梓區瑞屏里後昌路128號,"120.310246 ","22.718374 ",B1,626.0,楠梓分局
ZN2336,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路127號,"120.308668 ","22.727277 ",B1,5217.0,楠梓分局
ZN2338,楠梓區,翠屏里,高雄市楠梓區翠屏里惠民路48號,"120.298544 ","22.724834 ",B2,1566.0,楠梓分局
ZN2339,楠梓區,清豐里,高雄市楠梓區清豐里清成街92號,"120.336061 ","22.737548 ",B1,1088.0,楠梓分局
ZN2340,楠梓區,清豐里,高雄市楠梓區清豐里清成街73號,"120.335605 ","22.737302 ",B1,1045.0,楠梓分局
ZN2341,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路143號,"120.308205 ","22.727062 ",B1,1425.0,楠梓分局
ZN2342,楠梓區,慶昌里,高雄市楠梓區慶昌里新昌街115號,"120.298447 ","22.711314 ",B1,63.0,楠梓分局
ZN2343,楠梓區,秀昌里,高雄市楠梓區秀昌里後昌路876巷2弄71號,"120.297081 ","22.712212 ",B1,509.0,楠梓分局
ZN2344,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路208號,"120.306479 ","22.726838 ",B1,2712.0,楠梓分局
ZN2347,楠梓區,加昌里,高雄市楠梓區加昌里壽民路222號,"120.296576 ","22.716301 ",B1,1009.0,楠梓分局
ZN2348,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路544號,"120.301464 ","22.726558 ",B1,3617.0,楠梓分局
ZN2350,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路266號之1,"120.308122 ","22.726034 ",B1,530.0,楠梓分局
ZN2351,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路248巷30號,"120.305567 ","22.727087 ",B2,1063.0,楠梓分局
ZN2352,楠梓區,仁昌里,高雄市楠梓區仁昌里壽豐路424號,"120.296251 ","22.724967 ",B1,860.0,楠梓分局
ZN2353,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路356巷30之1號,"120.304744 ","22.726551 ",B1,3253.0,楠梓分局
ZN2354,楠梓區,仁昌里,高雄市楠梓區仁昌里壽豐路410號,"120.296402 ","22.724969 ",B2,1172.0,楠梓分局
ZN2355,楠梓區,仁昌里,高雄市楠梓區仁昌里壽豐路405號,"120.296664 ","22.724720 ",B1,2463.0,楠梓分局
ZN2356,楠梓區,翠屏里,高雄市楠梓區翠屏里加仁路102號,"120.302325 ","22.728006 ",B1,2492.0,楠梓分局
ZN2357,楠梓區,秀昌里,高雄市楠梓區秀昌里後昌路826號,"120.295692 ","22.711168 ",B1,93.0,楠梓分局
ZN2358,楠梓區,翠屏里,高雄市楠梓區翠屏里海專路420號,"120.309854 ","22.727637 ",B1,130.0,楠梓分局
ZN2360,楠梓區,清豐里,高雄市楠梓區清豐里常德路318號,"120.337306 ","22.737074 ",B1,509.0,楠梓分局
ZN2362,楠梓區,清豐里,高雄市楠梓區清豐里清平街66號,"120.339174 ","22.736874 ",B1,477.0,楠梓分局
ZN2364,楠梓區,隆昌里,高雄市楠梓區隆昌里後昌路803之2號,"120.295204 ","22.711057 ",B1,114.0,楠梓分局
ZN2365,楠梓區,翠屏里,高雄市楠梓區翠屏里德祥路12之6號,"120.311544 ","22.728368 ",B1,398.0,楠梓分局
ZN2366,楠梓區,翠屏里,高雄市楠梓區翠屏里德惠路60巷5號,"120.303186 ","22.726769 ",B1,1013.0,楠梓分局
ZN2367,楠梓區,慶昌里,高雄市楠梓區慶昌里新昌街101號,"120.298940 ","22.710947 ",B1,333.0,楠梓分局
ZN2368,楠梓區,隆昌里,高雄市楠梓區隆昌里後昌路837巷11號,"120.294533 ","22.711524 ",B1,226.0,楠梓分局
ZN2369,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路338號,"120.306066 ","22.725800 ",B1,542.0,楠梓分局
ZN2371,楠梓區,清豐里,高雄市楠梓區清豐里常德路305號,"120.336952 ","22.736865 ",B1,1022.0,楠梓分局
ZN2372,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路161號,"120.306656 ","22.726586 ",B1,155.0,楠梓分局
ZN2373,楠梓區,稔田里,高雄市楠梓區稔田里高楠公路1001號,"120.325460 ","22.714493 ",B1,1296.0,楠梓分局
ZN2374,楠梓區,興昌里,高雄市楠梓區興昌里右昌街419號,"120.287774 ","22.715900 ",B3,152.0,楠梓分局
ZN2377,楠梓區,享平里,高雄市楠梓區享平里旗楠路126巷109號,"120.331739 ","22.730582 ",B1,1636.0,楠梓分局
ZN2378,楠梓區,享平里,高雄市楠梓區享平里興楠路298號,"120.332453 ","22.729797 ",B1,1757.0,楠梓分局
ZN2379,楠梓區,五常里,高雄市楠梓區五常里興楠路151巷7號,"120.336495 ","22.730685 ",B1,1371.0,楠梓分局
ZN2381,楠梓區,清豐里,高雄市楠梓區清豐里旗楠路99號,"120.345524 ","22.749382 ",B1,419.0,楠梓分局
ZN2382,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路150號,"120.310586 ","22.727018 ",B1,371.0,楠梓分局
ZN2383,楠梓區,翠屏里,高雄市楠梓區翠屏里德祥路5號,"120.311378 ","22.729037 ",B2,1004.0,楠梓分局
ZN2385,楠梓區,五常里,高雄市楠梓區五常里楠陽路63巷58號,"120.331729 ","22.723956 ",B1,806.0,楠梓分局
ZN2386,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路143號,"120.308205 ","22.727062 ",B1,575.0,楠梓分局
ZN2387,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路208號,"120.306479 ","22.726838 ",B1,660.0,楠梓分局
ZN2388,楠梓區,秀昌里,高雄市楠梓區秀昌里加昌路781號,"120.295075 ","22.714001 ",B1,811.0,楠梓分局
ZN2389,楠梓區,秀昌里,高雄市楠梓區秀昌里後昌路858之1號,"120.294825 ","22.712139 ",B1,166.0,楠梓分局
ZN2391,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路266號之1,"120.308122 ","22.726034 ",B1,297.0,楠梓分局
ZN2392,楠梓區,加昌里,高雄市楠梓區加昌里秀群路539巷45號,"120.297704 ","22.717362 ",B1,5175.0,楠梓分局
ZN2393,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路588號,"120.300702 ","22.725838 ",B2,506.0,楠梓分局
ZN2394,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路547號,"120.300070 ","22.725275 ",B2,3976.0,楠梓分局
ZN2395,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路172號,"120.309498 ","22.726441 ",B1,2371.0,楠梓分局
ZN2396,楠梓區,翠屏里,高雄市楠梓區翠屏里壽民路86之2號,"120.295169 ","22.720666 ",B1,35.0,楠梓分局
ZN2397,楠梓區,加昌里,高雄市楠梓區加昌里加宏路22巷32號,"120.297608 ","22.719456 ",B1,4558.0,楠梓分局
ZN2398,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路380巷26號,"120.304508 ","22.727091 ",B1,1240.0,楠梓分局
ZN2399,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路356巷18號,"120.304748 ","22.725981 ",B1,3331.0,楠梓分局
ZN2400,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路220巷85號,"120.306155 ","22.728760 ",B1,1007.0,楠梓分局
ZN2401,楠梓區,加昌里,高雄市楠梓區加昌里樂群路72巷1號,"120.298074 ","22.716777 ",B1,558.0,楠梓分局
ZN2402,楠梓區,金田里,高雄市楠梓區金田里學專路775號,"120.317286 ","22.721938 ",B1,395.0,楠梓分局
ZN2405,楠梓區,慶昌里,高雄市楠梓區慶昌里新昌街49號,"120.298766 ","22.709835 ",B1,501.0,楠梓分局
ZN2406,楠梓區,宏昌里,高雄市楠梓區宏昌里信昌街28號,"120.293086 ","22.717113 ",B1,886.0,楠梓分局
ZN2407,楠梓區,惠豐里,高雄市楠梓區惠豐里高楠公路1753號,"120.321010 ","22.728083 ",B1,1559.0,楠梓分局
ZN2408,楠梓區,加昌里,高雄市楠梓區加昌里加昌路602號,"120.299178 ","22.715996 ",B1,166.0,楠梓分局
ZN2409,楠梓區,享平里,高雄市楠梓區享平里楠梓東街79號,"120.329732 ","22.729763 ",B1,413.0,楠梓分局
ZN2412,楠梓區,宏昌里,高雄市楠梓區宏昌里藍昌路360巷51號之1,"120.292459 ","22.722697 ",B1,297.0,楠梓分局
ZN2413,楠梓區,加昌里,高雄市楠梓區加昌里壽民路146號,"120.295575 ","22.718166 ",B2,1292.0,楠梓分局
ZN2414,楠梓區,宏昌里,高雄市楠梓區宏昌里宏昌街132號,"120.293747 ","22.717392 ",B2,641.0,楠梓分局
ZN2415,楠梓區,東寧里,高雄市楠梓區東寧里旗楠路67號,"120.330051 ","22.732482 ",B1,1222.0,楠梓分局
ZN2417,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路220巷22號,"120.305933 ","22.726989 ",B1,414.0,楠梓分局
ZN2418,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路1010號,"120.286067 ","22.719434 ",B1,2027.0,楠梓分局
ZN2419,楠梓區,東寧里,高雄市楠梓區東寧里旗楠路67號,"120.330051 ","22.732482 ",B1,1222.0,楠梓分局
ZN2421,楠梓區,惠豐里,高雄市楠梓區惠豐里惠豐街105號,"120.318698 ","22.728200 ",B1,520.0,楠梓分局
ZN2422,楠梓區,仁昌里,高雄市楠梓區仁昌里藍昌路360巷77號,"120.292897 ","22.722605 ",B2,963.0,楠梓分局
ZN2423,楠梓區,宏昌里,高雄市楠梓區宏昌里德民路829號,"120.291783 ","22.721419 ",B1,1327.0,楠梓分局
ZN2424,楠梓區,仁昌里,高雄市楠梓區仁昌里藍昌路360巷30號,"120.291809 ","22.722669 ",B2,754.0,楠梓分局
ZN2426,楠梓區,盛昌里,高雄市楠梓區盛昌里久昌街632號,"120.279666 ","22.718280 ",B1,590.0,楠梓分局
ZN2427,楠梓區,惠豐里,高雄市楠梓區惠豐里惠春街143號,"120.318821 ","22.727606 ",B1,5539.0,楠梓分局
ZN2428,楠梓區,惠豐里,高雄市楠梓區惠豐里惠豐街248號,"120.317330 ","22.729600 ",B1,2009.0,楠梓分局
ZN2429,楠梓區,加昌里,高雄市楠梓區加昌里壽民路128號,"120.295156 ","22.718477 ",B1,307.0,楠梓分局
ZN2430,楠梓區,清豐里,高雄市楠梓區清豐里卓越路2號,"120.331323 ","22.751963 ",B1,4619.0,楠梓分局
ZN2431,楠梓區,惠豐里,高雄市楠梓區惠豐里惠豐街206巷26號,"120.318368 ","22.729438 ",B2,1445.0,楠梓分局
ZN2432,楠梓區,惠豐里,高雄市楠梓區惠豐里惠春街161號,"120.318502 ","22.727806 ",B1,2214.0,楠梓分局
ZN2433,楠梓區,惠豐里,高雄市楠梓區惠豐里惠豐街300號,"120.316654 ","22.730492 ",B2,4127.0,楠梓分局
ZN2436,楠梓區,五常里,高雄市楠梓區五常里興楠路151巷46號,"120.336673 ","22.729873 ",B1,297.0,楠梓分局
ZN2439,楠梓區,宏榮里,高雄市楠梓區宏榮里榮新街163號,"120.299638 ","22.712696 ",B1,538.0,楠梓分局
ZN2440,楠梓區,惠豐里,高雄市楠梓區惠豐里惠豐街300號,"120.316654 ","22.730492 ",B1,724.0,楠梓分局
ZN2442,楠梓區,中和里,高雄市楠梓區中和里德中路280巷251號,"120.276032 ","22.725385 ",B1,1160.0,楠梓分局
ZN2443,楠梓區,加昌里,高雄市楠梓區加昌里秀群路451號,"120.299518 ","22.716258 ",B1,540.0,楠梓分局
ZN2444,楠梓區,藍田里,高雄市楠梓區藍田里高雄大學路700號,"120.282810 ","22.733891 ",B1,2655.0,楠梓分局
ZN2445,楠梓區,藍田里,高雄市楠梓區藍田里高雄大學路700號,"120.282810 ","22.733891 ",B2,2405.0,楠梓分局
ZN2446,楠梓區,建昌里,高雄市楠梓區建昌里軍校路973號,"120.291807 ","22.711741 ",B2,1141.0,楠梓分局
ZN2448,楠梓區,清豐里,高雄市楠梓區清豐里安泰街180號,"120.336616 ","22.745049 ",B1,1268.0,楠梓分局
ZN2449,楠梓區,仁昌里,高雄市楠梓區仁昌里藍昌路360巷55號,"120.292539 ","22.722586 ",B1,588.0,楠梓分局
ZN2450,楠梓區,清豐里,高雄市楠梓區清豐里卓越路51巷6號,"120.332716 ","22.751234 ",B1,2304.0,楠梓分局
ZN2451,楠梓區,加昌里,高雄市楠梓區加昌里秀群路457巷11號,"120.298997 ","22.716218 ",B1,514.0,楠梓分局
ZN2452,楠梓區,瑞屏里,高雄市楠梓區瑞屏里瑞屏路66巷2號,"120.311680 ","22.723523 ",B2,1708.0,楠梓分局
ZN2453,楠梓區,藍田里,高雄市楠梓區藍田里高雄大學路700號,"120.282810 ","22.733891 ",B1,1635.0,楠梓分局
ZN2455,楠梓區,加昌里,高雄市楠梓區加昌里加宏路22巷9號,"120.297498 ","22.719086 ",B1,2097.0,楠梓分局
ZN2456,楠梓區,藍田里,高雄市楠梓區藍田里大學七街336號,"120.288984 ","22.729614 ",B1,656.0,楠梓分局
ZN2457,楠梓區,東寧里,高雄市楠梓區東寧里土庫一路199號,"120.328616 ","22.736084 ",B2,1807.0,楠梓分局
ZN2458,楠梓區,惠豐里,高雄市楠梓區惠豐里德民路22之6號,"120.318181 ","22.732657 ",B1,2164.0,楠梓分局
ZN2459,楠梓區,加昌里,高雄市楠梓區加昌里壽民路178號,"120.296120 ","22.717537 ",B2,1673.0,楠梓分局
ZN2460,楠梓區,東寧里,高雄市楠梓區東寧里土庫一路175號,"120.329552 ","22.735925 ",B2,1008.0,楠梓分局
ZN2461,楠梓區,建昌里,高雄市楠梓區建昌里軍校路930號,"120.290879 ","22.713799 ",B2,542.0,楠梓分局
ZN2462,楠梓區,中和里,高雄市楠梓區中和里大學五十八街81號,"120.275790 ","22.730346 ",B1,592.0,楠梓分局
ZN2463,楠梓區,翠屏里,高雄市楠梓區翠屏里德惠路70巷19號,"120.303848 ","22.727499 ",B1,411.0,楠梓分局
ZN2464,楠梓區,藍田里,高雄市楠梓區藍田里大學東路399號,"120.290231 ","22.730248 ",B1,473.0,楠梓分局
ZN2465,楠梓區,仁昌里,高雄市楠梓區仁昌里惠民路241號,"120.293173 ","22.723593 ",B2,3033.0,楠梓分局
ZN2467,楠梓區,五常里,高雄市楠梓區五常里興楠路355巷82弄25號,"120.332883 ","22.728321 ",B2,1002.0,楠梓分局
ZN2469,楠梓區,宏昌里,高雄市楠梓區宏昌里加宏路191巷53號,"120.294895 ","22.715468 ",B2,821.0,楠梓分局
ZN2470,楠梓區,五常里,高雄市楠梓區五常里興楠路355巷83號之1,"120.332657 ","22.727637 ",B1,469.0,楠梓分局
ZN2472,楠梓區,五常里,高雄市楠梓區五常里興楠路355巷58號,"120.331940 ","22.728196 ",B2,884.0,楠梓分局
ZN2473,楠梓區,宏榮里,高雄市楠梓區宏榮里榮昌街6號,"120.298165 ","22.714511 ",B2,1384.0,楠梓分局
ZN2474,楠梓區,宏榮里,高雄市楠梓區宏榮里榮新街17號,"120.297607 ","22.714462 ",B2,2068.0,楠梓分局
ZN2478,楠梓區,清豐里,高雄市楠梓區清豐里卓越路251號,"120.328610 ","22.751469 ",B1,792.0,楠梓分局
ZN2479,楠梓區,五常里,高雄市楠梓區五常里興楠路355巷82弄2號,"120.332886 ","22.728071 ",B1,864.0,楠梓分局
ZN2480,楠梓區,瑞屏里,高雄市楠梓區瑞屏里海專路142號,"120.314498 ","22.724713 ",B1,1403.0,楠梓分局
ZN2481,楠梓區,藍田里,高雄市楠梓區藍田里高雄大學路375號,"120.284242 ","22.728638 ",B1,572.0,楠梓分局
ZN2482,楠梓區,宏昌里,高雄市楠梓區宏昌里藍昌路320號,"120.291369 ","22.722538 ",B2,2185.0,楠梓分局
ZN2483,楠梓區,翠屏里,高雄市楠梓區翠屏里德民路450號,"120.300085 ","22.724701 ",B2,1314.0,楠梓分局
ZN2485,楠梓區,藍田里,高雄市楠梓區藍田里大學十一街66號,"120.287930 ","22.725110 ",B2,928.0,楠梓分局
ZN2488,楠梓區,藍田里,高雄市楠梓區藍田里高雄大學路205號,"120.284779 ","22.726182 ",B2,1047.0,楠梓分局
ZN2489,楠梓區,翠屏里,高雄市楠梓區翠屏里德豐街225號,"120.298392 ","22.727423 ",B1,333.0,楠梓分局
ZN2490,楠梓區,中陽里,高雄市楠梓區中陽里朝明路108號,"120.327707 ","22.723913 ",B1,691.0,楠梓分局
ZN2491,楠梓區,清豐里,高雄市楠梓區清豐里創新路888號,"120.331819 ","22.749922 ",B1,660.0,楠梓分局
ZN2493,楠梓區,翠屏里,高雄市楠梓區翠屏里德賢路588號,"120.300702 ","22.725838 ",B1,738.0,楠梓分局
ZN2494,楠梓區,興昌里,高雄市楠梓區興昌里德民路1226號,"120.283432 ","22.717500 ",B2,3037.0,楠梓分局
ZN2495,楠梓區,翠屏里,高雄市楠梓區翠屏里德豐街165號,"120.298236 ","22.725916 ",B1,1588.0,楠梓分局
ZN2496,楠梓區,裕昌里,高雄市楠梓區裕昌里裕昌街167號,"120.288335 ","22.716920 ",B3,2270.0,楠梓分局
ZN2497,楠梓區,東寧里,高雄市楠梓區東寧里楠裕街22號,"120.331236 ","22.732313 ",B3,1722.0,楠梓分局
ZN2498,楠梓區,加昌里,高雄市楠梓區加昌里秀群路457巷2號,"120.299380 ","22.716533 ",B3,2662.0,楠梓分局
ZN2499,楠梓區,藍田里,高雄市楠梓區藍田里高雄大學路397號,"120.284242 ","22.729299 ",B3,833.0,楠梓分局
ZN2502,楠梓區,宏昌里,高雄市楠梓區宏昌里後昌新路58巷27號,"120.292677 ","22.719608 ",B3,919.0,楠梓分局
ZN2505,楠梓區,五常里,高雄市楠梓區五常里鳳楠路96號,"120.331441 ","22.723054 ",B1,1616.0,楠梓分局
ZN2507,楠梓區,宏昌里,高雄市楠梓區宏昌里信昌街122號,"120.292550 ","22.718574 ",B1,630.0,楠梓分局
ZN2508,楠梓區,玉屏里,高雄市楠梓區玉屏里聖雲街36巷50號,"120.316419 ","22.716214 ",B1,166.0,楠梓分局
ZN2509,楠梓區,裕昌里,高雄市楠梓區裕昌里裕昌街157號,"120.288535 ","22.717063 ",B1,586.0,楠梓分局
ZN2510,楠梓區,翠屏里,高雄市楠梓區翠屏里德惠路128號,"120.303383 ","22.728356 ",B1,3072.0,楠梓分局
ZN2511,楠梓區,藍田里,高雄市楠梓區藍田里大學二十六街27巷9號,"120.290933 ","22.728684 ",B3,1440.0,楠梓分局
ZN2514,楠梓區,藍田里,高雄市楠梓區藍田里高雄大學路700號,"120.282810 ","22.733891 ",B1,1419.0,楠梓分局
ZN2515,楠梓區,清豐里,高雄市楠梓區清豐里土庫二路188號,"120.326126 ","22.739464 ",B1,2393.0,楠梓分局
