編號,地址,經度,緯度,里別,避難所在之地下樓層數,可容納人數,轄管分局,"unnamed (1)","unnamed (2)"
250.0,臺中市北區中達里英才路258號,120.6724326,24.15574779,中達里,1.0,"  459 ",第二分局,,
251.0,臺中市北區文莊里五權路255號,120.675923,24.15051615,文莊里,1.0,"  9,184 ",第二分局,,
252.0,臺中市北區淡溝里健行路803號,120.6713741,24.1591918,淡溝里,1.0,"  351 ",第二分局,,
253.0,臺中市北區淡溝里育德路178號,120.6712482,24.15784084,淡溝里,1.0,"  594 ",第二分局,,
254.0,臺中市北區中達里英才路280號,120.671498,24.156197,中達里,1.0,"  96 ",第二分局,,
255.0,臺中市北區建德里國強街24巷1號,120.6954162,24.1563853,建德里,1.0,"  346 ",第二分局,,
256.0,臺中市北區錦平里三民路三段129號,120.6814945,24.1496435,錦平里,1.0,"  520 ",第二分局,,
257.0,臺中市北區錦平里三民路三段157號,"120.684989064903 ","24.151994151208 ",錦平里,4.0,"  1,096 ",第二分局,,", "
258.0,臺中市北區錦平里三民路三段187號,120.685456,24.152935,錦平里,4.0,"  2,266 ",第二分局,,
259.0,臺中市北區錦祥里北屯路24巷1號,120.6926031,24.16140087,錦祥里,1.0,"  372 ",第二分局,,
260.0,臺中市北區錦祥里北屯路24巷11號,120.692544,24.161477,錦祥里,1.0,"  274 ",第二分局,,
261.0,臺中市北區錦祥里北屯路24巷27弄3號," 120.69326",24.161500,錦祥里,1.0,"  370 ",第二分局,,
262.0,臺中市北區建成里天祥街276巷16號,120.703314,24.158204,建成里,1.0,"  258 ",第二分局,,
263.0,臺中市北區錦祥里北屯路10號," 120.69186",24.160028,錦祥里,1.0,"  916 ",第二分局,,
264.0,臺中市北區錦村里進化路330號,120.69461,24.153572,錦村里,2.0,"  117 ",第二分局,,
265.0,臺中市北區錦村里自強一街39號,120.695753,24.153305,錦村里,1.0,"  158 ",第二分局,,
266.0,臺中市北區新北里雙十路二段45巷10號,120.688134,24.153489,新北里,2.0,"  781 ",第二分局,,
267.0,臺中市北區樂英里雙十路一段16號,120.687420,24.149245,樂英里,1.0,"  492 ",第二分局,,
268.0,臺中市北區樂英里雙十路一段14號,120.686705,24.145283,樂英里,1.0,"  300 ",第二分局,,
269.0,臺中市北區建德里興進路72號,120.697091,24.155766,建德里,1.0,"  277 ",第二分局,,
270.0,臺中市北區建德里興進路134號,120.695339,24.155819,建德里,1.0,"  294 ",第二分局,,
271.0,臺中市北區樂英里錦中街41號," 120.68832",24.155039,樂英里,1.0,"  10,440 ",第二分局,,
272.0,臺中市北區建成里梅豐街47號,120.69683,24.156835,建成里,1.0,"  200 ",第二分局,,
273.0,臺中市北區建成里東成二街73號,120.7018533,24.15962414,建成里,1.0,"  350 ",第二分局,,
274.0,臺中市北區新興里三民路三段69號,120.682526,24.146536,新興里,1.0,"  432 ",第二分局,,
275.0,臺中市北區新興里三民路三段77號,120.682627,24.146754,新興里,1.0,"  432 ",第二分局,,
276.0,臺中市北區新北里尊賢街11號,120.685787,24.149328,新北里,1.0,"  416 ",第二分局,,
277.0,臺中市北區錦祥里雙十路二段48巷31號,120.6937128,24.15615767,錦祥里,1.0,"  1,139 ",第二分局,,
278.0,臺中市北區建成里東光二街13-3號," 120.69975",24.152986,建成里,1.0,"  233 ",第二分局,,
279.0,臺中市北區金華里進化路351巷16號,120.693636,24.154032,金華里,1.0,"  208 ",第二分局,,
280.0,臺中市北區金華里興進路177號,120.69379,24.154765,金華里,3.0,"  312 ",第二分局,,
281.0,臺中市北區金華里興進路191號,120.69314,24.154916,金華里,2.0,"  244 ",第二分局,,
282.0,臺中市北區錦祥里雙十路二段92號,120.691420,24.159087,錦祥里,2.0,"  304 ",第二分局,,
283.0,臺中市北區錦洲里國泰街84巷6號," 120.69635",24.160887,錦洲里,1.0,"  221 ",第二分局,,
284.0,臺中市北區錦洲里國泰街42號,120.697252,24.159977,錦洲里,1.0,"  277 ",第二分局,,
285.0,臺中市北區錦祥里北屯路14號," 120.69214",24.160492,錦祥里,2.0,"  2,604 ",第二分局,,
286.0,臺中市北區新興里精武路291之3號," 120.68554",24.146089,新興里,1.0,"  503 ",第二分局,,
287.0,臺中市北區錦平里五權路334號,120.680351,24.152204,錦平里,1.0,"  285 ",第二分局,,
288.0,臺中市北區錦平里五權路356號,120.6806805,24.15240881,錦平里,1.0,"  416 ",第二分局,,
289.0,臺中市北區錦平里太平路74號," 120.68161",24.149642,錦平里,1.0,"  392 ",第二分局,,
290.0,臺中市北區錦平里中華路二段171號,120.681213,24.150278,錦平里,1.0,"  478 ",第二分局,,
291.0,臺中市北區錦平里五權路322號,120.680015,24.1521,錦平里,1.0,"  367 ",第二分局,,
292.0,臺中市北區錦平里五常街6-8號,120.681586,24.152431,錦平里,1.0,"  225 ",第二分局,,
293.0,臺中市北區錦平里太平路74號," 120.68161",24.149642,錦平里,1.0,"  862 ",第二分局,,
294.0,臺中市北區錦平里五權路336號,120.6783027,24.1522477,錦平里,1.0,"  520 ",第二分局,,
295.0,臺中市北區錦祥里進化路627號,120.694212,24.160856,錦祥里,1.0,"  255 ",第二分局,,
296.0,臺中市北區建成里東成三街206號,120.701235,24.155742,建成里,1.0,"  208 ",第二分局,,
297.0,臺中市北區建成里東光路366巷121號," 120.69932",24.158044,建成里,1.0,"  619 ",第二分局,,
298.0,臺中市北區建成里東光路366巷51號," 120.70174",24.156260,建成里,1.0,"  2,344 ",第二分局,,
299.0,臺中市北區建成里東成三街296號,120.702278,24.156483,建成里,1.0,"  500 ",第二分局,,
300.0,臺中市北區建成里東成路47巷6號,120.700841,24.157468,建成里,1.0,"  416 ",第二分局,,
301.0,臺中市北區錦平里三民路三段125號,120.68328,24.14872,錦平里,2.0,"  986 ",第二分局,,
302.0,臺中市北區金華里三民路三段258號,120.687687,24.155681,金華里,1.0,"  166 ",第二分局,,
303.0,臺中市北區錦洲里國泰街84巷6號," 120.69635",24.160887,錦洲里,1.0,"  221 ",第二分局,,
304.0,臺中市北區建成里東光三街26巷1號之17,120.699169,24.153691,建成里,1.0,"  312 ",第二分局,,
305.0,臺中市北區建成里東光東街31號,120.699586,24.153924,建成里,1.0,"  520 ",第二分局,,
306.0,臺中市北區建成里東光一街7-1號," 120.69925",24.152699,建成里,1.0,"  260 ",第二分局,,
307.0,臺中市北區建成里東光東街81號,120.699026,24.153877,建成里,1.0,"  1,197 ",第二分局,,
308.0,臺中市北區錦祥里北屯路4號,120.6927246,24.16198367,錦祥里,1.0,"  555 ",第二分局,,
309.0,臺中市北區建成里東光路266號,120.698721,24.152201,建成里,1.0,"  125 ",第二分局,,
310.0,臺中市北區錦祥里北屯路12巷24號,120.692148,24.160112,錦祥里,1.0,"  325 ",第二分局,,
311.0,臺中市北區錦祥里北屯路12巷26弄3號,120.6898062,24.1600589,錦祥里,1.0,"  397 ",第二分局,,
312.0,臺中市北區錦祥里進化路573號之9," 120.69421",24.159715,錦祥里,2.0,"  3,416 ",第二分局,,
313.0,臺中市北區錦祥里北屯路22號,120.692356,24.160941,錦祥里,1.0,"  986 ",第二分局,,
314.0,臺中市北區錦祥里北屯路12巷26弄12號,120.691898,24.160239,錦祥里,1.0,"  1,003 ",第二分局,,
315.0,臺中市北區錦祥里雙十路二段50號,120.690681,24.156948,錦祥里,1.0,"  225 ",第二分局,,
316.0,臺中市北區錦祥里雙十路二段48巷3弄50號,120.69306,24.156137,錦祥里,1.0,"  705 ",第二分局,,
317.0,臺中市北區錦祥里雙十路二段48巷17號,120.69306,24.156137,錦祥里,1.0,"  239 ",第二分局,,
318.0,臺中市北區錦祥里育興街１巷８號," 120.69252",24.156260,錦祥里,1.0,"  244 ",第二分局,,
319.0,臺中市北區建德里國強街119巷1號," 120.69693",24.160493,建德里,1.0,"  677 ",第二分局,,
320.0,臺中市北區建德里國瑞街93號,120.696104,24.157471,建德里,1.0,"  166 ",第二分局,,
321.0,臺中市北區建德里國豐街40號,120.696074,24.157014,建德里,1.0,"  166 ",第二分局,,
322.0,臺中市北區樂英里力行路258號," 120.69108",24.152672,樂英里,1.0,"  1,041 ",第二分局,,
323.0,臺中市北區樂英里力行路271號,120.689795,24.152591,樂英里,1.0,"  500 ",第二分局,,
324.0,臺中市北區建成里東光八街36號,120.700985,24.159431,建成里,1.0,"  163 ",第二分局,,
325.0,臺中市北區建成里東光八街38號,120.700937,24.159448,建成里,1.0,"  163 ",第二分局,,
326.0,臺中市北區建成里東光八街46號,120.700827,24.159502,建成里,1.0,"  163 ",第二分局,,
327.0,臺中市北區錦平里太平路62號,120.682841,24.14871,錦平里,2.0,"  483 ",第二分局,,
328.0,臺中市北區建德里福樂街3號,120.698485,24.158981,建德里,1.0,"  218 ",第二分局,,
329.0,臺中市北區建德里福樂街14巷2號,120.698196,24.159407,建德里,1.0,"  218 ",第二分局,,
330.0,臺中市北區錦祥里北屯路26號,120.692564,24.161518,錦祥里,1.0,"  372 ",第二分局,,
331.0,臺中市北區新北里雙十路一段117號," 120.68658",24.148271,新北里,1.0,"  83 ",第二分局,,
332.0,臺中市北區新北里尊賢街7號," 120.68528",24.148916,新北里,4.0,"  520 ",第二分局,,
333.0,臺中市北區錦村里南京東路7號," 120.69713",24.145433,錦村里,1.0,"  574 ",第二分局,,
334.0,臺中市北區錦洲里進化路546號,120.694631,24.15849,錦洲里,1.0,"  305 ",第二分局,,
335.0,臺中市北區金華里進化路381號,120.694184,24.154899,金華里,2.0,"  567 ",第二分局,,
336.0,臺中市北區錦平里育才北路69號," 120.68402",24.153265,錦平里,1.0,"  1,421 ",第二分局,,
337.0,臺中市北區建成里東光路398號,120.699599,24.158449,建成里,2.0,"  764 ",第二分局,,
338.0,臺中市北區錦平里三民路三段211號,120.685513,24.15368,錦平里,3.0,"  1,313 ",第二分局,,
339.0,臺中市北區金華里雙十路二段101號,120.689798,24.155806,金華里,2.0,"  984 ",第二分局,,
340.0,臺中市北區金華里興進路205號,120.692652,24.155372,金華里,1.0,"  1,269 ",第二分局,,
341.0,臺中市北區錦祥里錦祥街23號,120.692061,24.156706,錦祥里,1.0,"  284 ",第二分局,,
342.0,臺中市北區錦平里中華路二段112號之1,120.682124,24.151940,錦平里,1.0,"  215 ",第二分局,,
343.0,臺中市北區新北里雙十路二段45巷1號," 120.68843",24.153351,新北里,1.0,"  244 ",第二分局,,
344.0,臺中市北區新北里育才街2號,120.684368,24.150021,新北里,1.0,"  8,856 ",第二分局,,
345.0,臺中市北區錦平里三民路三段129號,120.6814945,24.1496435,錦平里,1.0,"  12,183 ",第二分局,,
346.0,臺中市北區金華里興進路213號,120.692103,24.156041,金華里,1.0,"  572 ",第二分局,,
347.0,臺中市北區錦祥里育強街78巷6號,120.69259,24.15831,錦祥里,1.0,"  1,311 ",第二分局,,
348.0,臺中市北區錦平里錦平街52號,120.6830854,24.15226475,錦平里,1.0,"  200 ",第二分局,,
349.0,臺中市北區金華里雙十路二段42號之3,120.690401,24.156150,金華里,1.0,"  1,448 ",第二分局,,
350.0,臺中市北區新北里一中街148號之38,120.687074,24.154072,新北里,1.0,"  3,713 ",第二分局,,
351.0,臺中市北區新北里錦新街32號,120.687706,24.153212,新北里,1.0,"  4,022 ",第二分局,,
352.0,臺中市北區錦洲里進化路428號,120.694557,24.156628,錦洲里,1.0,"  256 ",第二分局,,
353.0,臺中市北區錦洲里進化路508號,120.694565,24.158204,錦洲里,1.0,"  583 ",第二分局,,
354.0,臺中市北區錦祥里育隆路8號,120.69345,24.157886,錦祥里,1.0,"  1,987 ",第二分局,,
355.0,臺中市北區金華里三民路三段328號,120.689415,24.157222,金華里,1.0,"  1,208 ",第二分局,,
356.0,臺中市北區建成里東光三街25號,120.699945,24.152927,建成里,1.0,"  939 ",第二分局,,
357.0,臺中市北區新北里錦新街18號,120.687947,24.153039,新北里,1.0,"  427 ",第二分局,,
358.0,臺中市北區新興里太平路75巷36號,120.683312,24.146610,新興里,1.0,"  488 ",第二分局,,
359.0,臺中市北區錦祥里育樂街70號,120.692119,24.157736,錦祥里,4.0,"  4,792 ",第二分局,,
360.0,臺中市北區錦祥里育興街29號,120.693623,24.156502,錦祥里,2.0,"  478 ",第二分局,,
361.0,臺中市北區新北里育才北路53號," 120.68546",24.152954,新北里,1.0,"  68 ",第二分局,,
362.0,臺中市北區錦洲里育樂街88號," 120.69099",24.158128,錦洲里,4.0,"  4,478 ",第二分局,,
363.0,臺中市北區錦平里文祥街126號,120.681151,24.151852,錦平里,2.0,"  717 ",第二分局,,
364.0,臺中市北區錦平里中華路二段193號,120.6817337,24.15150316,錦平里,1.0,"  345 ",第二分局,,
365.0,臺中市北區新北里錦南街46號," 120.68696",24.154825,新北里,1.0,"  520 ",第二分局,,
366.0,臺中市北區錦村里進化路322號,120.6946461,24.15354085,錦村里,4.0,"  6,831 ",第二分局,,
367.0,臺中市北區新北里錦南街19之18號," 120.68686",24.154436,新北里,1.0,"  3,503 ",第二分局,,
368.0,臺中市北區新北里錦南街17號," 120.68727",24.154343,新北里,1.0,"  4,022 ",第二分局,,
369.0,臺中市北區錦平里錦平街40號,120.6839159,24.15205658,錦平里,1.0,"  1,261 ",第二分局,,
370.0,臺中市北區錦祥里育樂街39號,120.6926651,24.15692413,錦祥里,1.0,"  690 ",第二分局,,
371.0,臺中市北區金華里雙十路二段97號,120.6899854,24.15574859,金華里,1.0,"  984 ",第二分局,,
372.0,臺中市北區錦洲里進化路580號,120.6944742,24.15963126,錦洲里,1.0,"  501 ",第二分局,,
373.0,臺中市北區建成里東成路22號,120.7014686,24.15683795,建成里,1.0,"  293 ",第二分局,,
374.0,臺中市北區建成里天祥街228號之11," 120.70263",24.159978,建成里,1.0,"  1,535 ",第二分局,,
375.0,臺中市北區錦祥里錦祥街47號,120.6910801,24.15707218,錦祥里,1.0,"  228 ",第二分局,,
376.0,臺中市北區錦祥里進化路581號,120.6942837,24.16024252,錦祥里,1.0,"  1,459 ",第二分局,,
377.0,臺中市北區金華里雙十路二段29號," 120.68864",24.152833,金華里,2.0,"  411 ",第二分局,,
378.0,臺中市北區樂英里雙十路一段12巷,120.6872594,24.14844691,樂英里,1.0,"  1,244 ",第二分局,,
379.0,臺中市北區錦祥里興進路228號," 120.69165",24.156422,錦祥里,1.0,"  476 ",第二分局,,
380.0,臺中市北區健行里忠明路200號*,120.663374,24.161283,健行里,23.0,"  1,242 ",第二分局,,
381.0,臺中市北區健行里忠明路424號,120.6694,24.162599,健行里,3.0,"  1,304 ",第二分局,,
382.0,臺中市北區明德里太原路一段390號,120.665381,24.164756,明德里,1.0,"  360 ",第二分局,,
383.0,臺中市北區明德里太原路一段448號," 120.66740",24.165094,明德里,1.0,"  331 ",第二分局,,
384.0,臺中市北區明德里忠明七街10號,120.668842,24.164477,明德里,1.0,"  300 ",第二分局,,
385.0,臺中市北區明德里忠明八街28號,120.670402,24.163872,明德里,2.0,"  278 ",第二分局,,
386.0,臺中市北區明德里忠太東路85巷5號之3,120.6696684,24.16385814,明德里,1.0,"  621 ",第二分局,,
387.0,臺中市北區明德里忠明七街13號,120.6671379,24.1643512,明德里,1.0,"  140 ",第二分局,,
388.0,臺中市北區明德里太原路一段470號,120.66604,24.164747,明德里,2.0,"  744 ",第二分局,,
389.0,臺中市北區明新里忠太東路118號," 120.67147",24.164402,明新里,3.0,"  2,445 ",第二分局,,
390.0,臺中市北區賴明里山西路二段46號,120.675811,24.16835,賴明里,12.0,"  6,136 ",第二分局,,
391.0,臺中市北區賴興里天津路二段139號,120.677225,24.170021,賴興里,2.0,"  583 ",第二分局,,
392.0,臺中市北區賴興里山西路二段116號,120.675918,24.170396,賴興里,1.0,"  151 ",第二分局,,
393.0,臺中市北區賴興里文昌東一街19號,120.677215,24.17206,賴興里,2.0,"  788 ",第二分局,,
394.0,臺中市北區賴旺里文心路四段176號,120.6722772,24.1736128,賴旺里,3.0,"  1,179 ",第二分局,,
395.0,臺中市北區賴旺里文昌一街19號,120.674888,24.172477,賴旺里,1.0,"  765 ",第二分局,,
396.0,臺中市北區賴興里文昌一街98號,120.67762,24.172186,賴興里,1.0,"  321 ",第二分局,,
397.0,臺中市北區賴興里青島東街33號,120.675218,24.172136,賴興里,1.0,"  440 ",第二分局,,
398.0,臺中市北區賴興里青島東街47號,120.675241,24.171959,賴興里,1.0,"  677 ",第二分局,,
399.0,臺中市北區明德里忠明路213號,120.665867,24.163091,明德里,2.0,"  291 ",第二分局,,
400.0,臺中市北區健行里忠明路502之5號,120.673619,24.162704,健行里,2.0,"  683 ",第二分局,,
401.0,臺中市北區中清路一段403號,120.674102,24.163931,明新里,1.0,"  214 ",第二分局,,
402.0,臺中市北區健行里民權路572號,120.670636,24.162161,健行里,1.0,"  230 ",第二分局,,
403.0,臺中市北區立人里陝西路75號,120.668162,24.17049,立人里,1.0,"  1,433 ",第二分局,,
404.0,臺中市北區立人里北平路一段31號,120.668362,24.17173,立人里,1.0,"  1,035 ",第二分局,,
405.0,臺中市北區賴明里漢口路四段21號,120.674256,24.167092,賴明里,1.0,"  585 ",第二分局,,
406.0,臺中市北區健行里忠太西路55號,120.66779,24.162512,健行里,1.0,"  283 ",第二分局,,
407.0,臺中市北區健行里民權路531號,120.670385,24.160919,健行里,2.0,"  881 ",第二分局,,
408.0,臺中市北區健行里忠太西路28號,120.667837,24.161311,健行里,3.0,"  538 ",第二分局,,
409.0,臺中市北區健行里華興街55號,120.6690038,24.15999232,健行里,2.0,"  352 ",第二分局,,
410.0,臺中市北區健行里華興街47巷10號," 120.66863",24.160171,健行里,2.0,"  175 ",第二分局,,
411.0,臺中市北區立人里北平二街2號," 120.66925",24.173069,立人里,1.0,"  208 ",第二分局,,
412.0,臺中市北區立人里北平四街9號,120.671074,24.172951,立人里,1.0,"  296 ",第二分局,,
413.0,臺中市北區長青里陝西路76號,120.668367,24.169395,長青里,1.0,"  392 ",第二分局,,
414.0,臺中市北區長青里漢陽街38號,120.667137,24.167943,長青里,1.0,"  285 ",第二分局,,
415.0,臺中市北區長青里陝西路35號,120.668133,24.168653,長青里,1.0,"  313 ",第二分局,,
416.0,臺中市北區長青里陝西路39號,120.66817,24.168434,長青里,1.0,"  480 ",第二分局,,
417.0,臺中市北區長青里陝西五街32號,120.6654163,24.169126,長青里,2.0,"  479 ",第二分局,,
418.0,臺中市北區立人里華美街二段230號,120.667179,24.170162,立人里,1.0,"  535 ",第二分局,,
419.0,臺中市北區長青里陝西四街1號,120.666824,24.170120,長青里,2.0,"  276 ",第二分局,,
420.0,臺中市北區長青里漢口路三段23號,120.666771,24.167257,長青里,1.0,"  208 ",第二分局,,
421.0,臺中市北區立人里陝西四街31號,120.668149,24.168156,立人里,1.0,"  263 ",第二分局,,
422.0,臺中市北區長青里陝西路31號,120.668138,24.168151,長青里,2.0,"  631 ",第二分局,,
423.0,臺中市北區長青里華美街190號,120.6654163,24.169126,長青里,1.0,"  131 ",第二分局,,
424.0,臺中市北區賴明里山西路二段7號,120.675522,24.168382,賴明里,1.0,"  147 ",第二分局,,
425.0,臺中市北區賴旺里北平路28號,120.672602,24.171652,賴旺里,1.0,"  200 ",第二分局,,
426.0,臺中市北區明新里忠太東路105號,120.670916,24.164066,明新里,1.0,"  1,133 ",第二分局,,
427.0,臺中市北區明德里漢口路三段88號,120.669315,24.166625,明德里,1.0,"  245 ",第二分局,,
428.0,臺中市北區明德里太原五街16號,120.669678,24.165709,明德里,1.0,"  522 ",第二分局,,
429.0,臺中市北區明德里太原路一段488號,120.670181,24.164776,明德里,1.0,"  174 ",第二分局,,
430.0,臺中市北區賴旺里北平路29號," 120.67318",24.171918,賴旺里,2.0,"  475 ",第二分局,,
431.0,臺中市北區明德里太原四街6號,120.669062,24.166245,明德里,2.0,"  568 ",第二分局,,
432.0,臺中市北區明新里太原七街7號,120.671442,24.165928,明新里,2.0,"  1,431 ",第二分局,,
433.0,臺中市北區明德里太原二街1號,120.667449,24.166528,明德里,1.0,"  135 ",第二分局,,
434.0,臺中市北區明德里太原路448號,120.667241,24.164778,明德里,2.0,"  685 ",第二分局,,
435.0,臺中市北區明德里忠明五街33號,120.667687,24.16328,明德里,1.0,"  283 ",第二分局,,
436.0,臺中市北區明德里忠明路371號,120.668226,24.163111,明德里,1.0,"  300 ",第二分局,,
437.0,臺中市北區明德里華美街二82號," 120.66306",24.161937,明德里,1.0,"  257 ",第二分局,,
438.0,臺中市北區明德里太原南二街2號,120.664431,24.164078,明德里,1.0,"  300 ",第二分局,,
439.0,臺中市北區賴興里文昌東二街101號,120.678358,24.170857,賴興里,1.0,"  187 ",第二分局,,
440.0,臺中市北區賴明里漢口路四段49號,120.676263,24.167166,賴明里,3.0,"  715 ",第二分局,,
441.0,臺中市北區賴明里文昌東一街300號,120.676713,24.169325,賴明里,1.0,"  386 ",第二分局,,
442.0,臺中市北區明新里忠太東路115之4號," 120.67130",24.164337,明新里,1.0,"  129 ",第二分局,,
443.0,臺中市北區賴旺里北平路二段30巷21號,120.6708289,24.1708887,賴旺里,1.0,"  136 ",第二分局,,
444.0,臺中市北區賴興里北平路二段125號,120.677271,24.171496,賴興里,1.0,"  1,247 ",第二分局,,
445.0,臺中市北區長青里陝西路三段31號,120.668138,24.168151,長青里,1.0,"  394 ",第二分局,,
446.0,臺中市北區立人里福壽街6號,120.669816,24.172794,立人里,1.0,"  606 ",第二分局,,
447.0,臺中市北區立人里福壽街5號,120.670054,24.173236,立人里,1.0,"  606 ",第二分局,,
448.0,臺中市北區賴旺里北平路二段26號,120.672546,24.171658,賴旺里,1.0,"  200 ",第二分局,,
449.0,臺中市北區健行里民權路535號," 120.67023",24.161333,健行里,2.0,"  881 ",第二分局,,
450.0,臺中市北區立人里北平路31號,120.668362,24.17173,立人里,1.0,"  1,035 ",第二分局,,
451.0,臺中市北區梅川里梅川西路四段149號,120.6787579,24.16918017,梅川里,1.0,"  2,827 ",第二分局,,
452.0,臺中市北區健行里華興街117巷2號,120.669559,24.160072,健行里,1.0,"  188 ",第二分局,,
453.0,臺中市北區明德里漢口路三段92號,120.669459,24.166633,明德里,1.0,"  243 ",第二分局,,
454.0,臺中市北區健行里華富街69號,120.666526,24.16091,健行里,1.0,"  1,002 ",第二分局,,
455.0,臺中市北區立人里陝西四街13號,120.667186,24.169934,立人里,2.0,"  276 ",第二分局,,
456.0,臺中市北區賴興里青島東街33號,120.675218,24.172136,賴興里,1.0,"  440 ",第二分局,,
457.0,臺中市北區長青里武漢街78號,120.670531,24.167376,長青里,1.0,"  819 ",第二分局,,
458.0,臺中市北區明德里漢口路三段2號,120.666751,24.166625,明德里,1.0,"  146 ",第二分局,,
459.0,臺中市北區立人里陝西路75號,120.668162,24.17049,立人里,1.0,"  1,433 ",第二分局,,
460.0,臺中市北區立人里北平路一段31號,120.668362,24.17173,立人里,1.0,"  1,035 ",第二分局,,
461.0,臺中市北區賴旺里天津路二段13號,120.673081,24.170186,賴旺里,1.0,"  846 ",第二分局,,
462.0,臺中市北區賴興里文心路四段208號,120.677476,24.172933,賴興里,2.0,"  582 ",第二分局,,
463.0,臺中市北區明德里太原南二街155之15號,120.6662363,24.1641179,明德里,2.0,"  412 ",第二分局,,
464.0,臺中市北區長青里陝西路24號,120.668413,24.167828,長青里,1.0,"  646 ",第二分局,,
465.0,臺中市北區賴興里文昌東二街76號,120.678329,24.171976,賴興里,1.0,"  165 ",第二分局,,
466.0,臺中市北區立人里陝西一街3號,120.66788,24.172101,立人里,1.0,"  164 ",第二分局,,
467.0,臺中市北區明新里忠明路499號,120.6719669,24.16333366,明新里,2.0,"  6,769 ",第二分局,,
468.0,臺中市北區健行里華富街92號,120.666625,24.161909,健行里,1.0,"  460 ",第二分局,,
469.0,臺中市北區健行里梅亭街586之5號,120.670267,24.160773,健行里,1.0,"  243 ",第二分局,,
470.0,臺中市北區健行里忠太東路58號,120.668291,24.162032,健行里,2.0,"  844 ",第二分局,,
471.0,臺中市北區賴興里文心路四段230號,120.67872,24.172792,賴興里,2.0,"  3,315 ",第二分局,,
472.0,臺中市北區健行里華興街80號,120.669517,24.16007,健行里,2.0,"  935 ",第二分局,,
473.0,臺中市北區長青里武漢街138號,120.671668,24.167316,長青里,2.0,"  343 ",第二分局,,
474.0,臺中市北區健行里忠太東路55號,120.668436,24.161439,健行里,4.0,"  1,150 ",第二分局,,
475.0,臺中市北區立人里北平三街5號,120.670613,24.172689,立人里,2.0,"  438 ",第二分局,,
476.0,臺中市北區明德里太原路一段478之1號," 120.66942",24.165022,明德里,1.0,"  519 ",第二分局,,
477.0,臺中市北區長青里陝西路22號,120.66842,24.167778,長青里,1.0,"  237 ",第二分局,,
478.0,臺中市北區賴旺里文心路四段172號,120.674359,24.173611,賴旺里,1.0,"  408 ",第二分局,,
479.0,臺中市北區賴興里文昌東二街81號,120.678556,24.171844,賴興里,1.0,"  296 ",第二分局,,
480.0,臺中市北區健行里健行路906巷2號,120.6653043,24.159611,健行里,1.0,"  190 ",第二分局,,
481.0,臺中市北區健行里梅亭街536號,120.67299,24.160767,健行里,2.0,"  1,308 ",第二分局,,
482.0,臺中市北區健行里忠太東路8號,120.668314,24.160301,健行里,3.0,"  1,479 ",第二分局,,
483.0,臺中市北區立人里北平路162號,120.670715,24.171533,立人里,1.0,"  1,183 ",第二分局,,
484.0,臺中市北區立人里北平路160號,120.670715,24.171533,立人里,1.0,"  864 ",第二分局,,
485.0,臺中市北區明德里太原路一段392之1號," 120.66556",24.164980,明德里,1.0,"  204 ",第二分局,,
486.0,臺中市北區長青里武昌路145號,120.671657,24.167629,長青里,1.0,"  904 ",第二分局,,
487.0,臺中市北區賴興里文心路四段190號,120.67518,24.173235,賴興里,1.0,"  1,116 ",第二分局,,
488.0,臺中市北區長青里陝西八街2號,120.6660644,24.16735328,長青里,1.0,"  535 ",第二分局,,
489.0,臺中市北區明德里忠明路325號,120.666315,24.163094,明德里,1.0,"  1,571 ",第二分局,,
490.0,臺中市北區健行里健行路898號,120.667758,24.159347,健行里,1.0,"  517 ",第二分局,,
491.0,臺中市北區健行里華興街69巷2號,120.668065,24.16105053,健行里,1.0,"  1,068 ",第二分局,,
492.0,臺中市北區立人里北平一街10號,120.668627,24.172494,立人里,1.0,"  780 ",第二分局,,
493.0,臺中市北區長青里陜西路25號,120.668031,24.16797,長青里,3.0,"  800 ",第二分局,,
494.0,臺中市北區長青里陝西東一街16號,120.668799,24.169395,長青里,1.0,"  315 ",第二分局,,
495.0,臺中市北區健行里忠太東路51號,120.6681851,24.16069852,健行里,1.0,"  1,087 ",第二分局,,
496.0,臺中市北區明德里太原一街6號,120.666496,24.165942,明德里,1.0,"  446 ",第二分局,,
497.0,臺中市北區立人里北平路一段77號," 120.67068",24.172015,立人里,1.0,"  669 ",第二分局,,
498.0,臺中市北區立人里中清路一段637號,120.6712015,24.17065739,立人里,1.0,"  1,509 ",第二分局,,
499.0,臺中市北區明新里忠太東路114號,120.671313,24.164092,明新里,1.0,"  237 ",第二分局,,
500.0,臺中市北區立人里華美街二段368號," 120.67123",24.173342,立人里,1.0,"  1,608 ",第二分局,,
501.0,臺中市北區健行里忠明路370號,120.667062,24.162932,健行里,1.0,"  718 ",第二分局,,
502.0,臺中市北區健行里德化街507號," 120.67171",24.161484,健行里,1.0,"  2,533 ",第二分局,,
503.0,臺中市北區賴興里永定一街68號,120.678797,24.170734,賴興里,1.0,"  235 ",第二分局,,
504.0,臺中市北區賴明里中清路一段606號," 120.67312",24.168231,賴明里,1.0,"  980 ",第二分局,,
505.0,臺中市北區賴旺里青島路一段6號之1," 120.67392",24.173802,賴旺里,1.0,"  1,419 ",第二分局,,
506.0,臺中市北區賴旺里中清路一段880巷23號,120.673322,24.173662,賴旺里,12.0,"  757 ",第二分局,,
507.0,臺中市北區長青里陜西路62號,120.6683475,24.16908338,長青里,1.0,"  942 ",第二分局,,
