類別,電腦編號,村里別,地址,地下樓層數,可容納人數,轄管分局,備註,placemark_address
斗六高中,193.0,信義里,"雲林縣斗六市信義里民生路224號 ",1.0,501.0,斗六分局,,雲林縣斗六市信義里民生路224號
雲林縣商業會,194.0,信義里,"雲林縣斗六市信義里民生路172號 ",1.0,309.0,斗六分局,,雲林縣斗六市信義里民生路172號
不公開,195.0,埔子村,雲林縣莿桐鄉埔子村和平路74號,1.0,213.0,斗六分局,,雲林縣莿桐鄉埔子村和平路74號
私立義峰高中,196.0,烏麻村,雲林縣林內鄉烏麻村16鄰長源路201號,1.0,1246.0,斗六分局,,雲林縣林內鄉烏麻村16鄰長源路201號
永洪建設公司,197.0,崙峰里,雲林縣斗六市崙峰里崙南路41號,1.0,850.0,斗六分局,,雲林縣斗六市崙峰里崙南路41號
福智文教湖山院區,198.0,湖山里,雲林縣斗六市湖山里岩山路88號,1.0,170.0,斗六分局,,雲林縣斗六市湖山里岩山路88號
莿桐鄉農會大樓,199.0,莿桐村,雲林縣莿桐鄉莿桐村中正路75號,1.0,1066.0,斗六分局,,雲林縣莿桐鄉莿桐村中正路75號
清水建設公司,200.0,莿桐村,雲林縣莿桐村延平路275號,1.0,785.0,斗六分局,,雲林縣莿桐村延平路275號
建大輪胎公司,201.0,莿桐村,雲林縣莿桐鄉莿桐村延平路50號,1.0,226.0,斗六分局,,雲林縣莿桐鄉莿桐村延平路50號
德欣公司,202.0,溪州里,雲林縣斗六市溪州里萬年路700號,1.0,188.0,斗六分局,,雲林縣斗六市溪州里萬年路700號
日益和股份有限公司,203.0,溪洲里,雲林縣斗六市溪洲里科加路18號,1.0,660.0,斗六分局,,雲林縣斗六市溪洲里科加路18號
財團法人紡織研究所,204.0,溪州里,雲林縣斗六市溪州里科加路20號,1.0,2645.0,斗六分局,,雲林縣斗六市溪州里科加路20號
"正新橡膠工業  羅結",205.0,溪洲里,雲林縣斗六市溪洲里13鄰科加二路8號,1.0,2866.0,斗六分局,,雲林縣斗六市溪洲里13鄰科加二路8號
國紡企業股份有限公司,206.0,溪洲里,雲林縣斗六市溪洲里科加三路8號,1.0,7092.0,斗六分局,,雲林縣斗六市溪洲里科加三路8號
環球科技大學,207.0,嘉東里,雲林縣斗六市嘉東里5鄰鎮南路1121號,1.0,5380.0,斗六分局,,雲林縣斗六市嘉東里5鄰鎮南路1121號
環球科技大學,208.0,嘉東里,雲林縣斗六市嘉東里5鄰鎮南路1122號,1.0,3732.0,斗六分局,,雲林縣斗六市嘉東里5鄰鎮南路1122號
環球科技大學,209.0,嘉東里,雲林縣斗六市嘉東里5鄰鎮南路1123號,1.0,1549.0,斗六分局,,雲林縣斗六市嘉東里5鄰鎮南路1123號
環球科技大學,210.0,嘉東里,雲林縣斗六市嘉東里5鄰鎮南路1124號,1.0,1752.0,斗六分局,,雲林縣斗六市嘉東里5鄰鎮南路1124號
私立維多利亞中學,211.0,嘉東里,雲林縣斗六市嘉東里鎮南路1110號,1.0,196.0,斗六分局,,雲林縣斗六市嘉東里鎮南路1110號
公寓,212.0,榴中里,雲林縣斗六市榴中里石榴路79號,1.0,501.0,斗六分局,,雲林縣斗六市榴中里石榴路79號
公寓,213.0,榴中里,雲林縣斗六市榴中里22鄰石榴路369巷133號,1.0,1517.0,斗六分局,,雲林縣斗六市榴中里22鄰石榴路369巷133號
福懋公司(一廠),214.0,榴中里,雲林縣斗六市榴中里河南街319號,1.0,1074.0,斗六分局,,雲林縣斗六市榴中里河南街319號
福懋公司(二廠),215.0,榴中里,雲林縣斗六市榴中里河南街319號,1.0,1313.0,斗六分局,,雲林縣斗六市榴中里河南街319號
順晉實業,216.0,榴中里,雲林縣斗六市榴中里復興路56號,1.0,317.0,斗六分局,,雲林縣斗六市榴中里復興路56號
惠洋工業,217.0,榴中里,雲林縣斗六市榴中里民有街22號,1.0,168.0,斗六分局,,雲林縣斗六市榴中里民有街22號
雲乳食品,218.0,榴中里,雲林縣斗六市榴中里工業路79號,1.0,100.0,斗六分局,,雲林縣斗六市榴中里工業路79號
茂一電子,219.0,榴中里,雲林縣斗六市榴中里工業路93號,1.0,140.0,斗六分局,,雲林縣斗六市榴中里工業路93號
大成企業,220.0,榴中里,雲林縣斗六市榴中里工業路115號,1.0,212.0,斗六分局,,雲林縣斗六市榴中里工業路115號
大勝公司,221.0,榴中里,雲林縣斗六市榴中里工業路99號,1.0,106.0,斗六分局,,雲林縣斗六市榴中里工業路99號
大成企業一廠,222.0,榴中里,雲林縣斗六市榴中里工業路115號,1.0,212.0,斗六分局,,雲林縣斗六市榴中里工業路115號
大成企業二廠,223.0,榴中里,雲林縣斗六市榴中里工業路115號,1.0,212.0,斗六分局,,雲林縣斗六市榴中里工業路115號
眾鉅公司,224.0,榴中里,雲林縣斗六市榴中里工業路109號,1.0,266.0,斗六分局,,雲林縣斗六市榴中里工業路109號
綠世紀公司,225.0,榴中里,雲林縣斗六市榴中里民有街16號,1.0,200.0,斗六分局,,雲林縣斗六市榴中里民有街16號
彰源公司,226.0,榴中里,雲林縣斗六市榴中里工業路122號,1.0,330.0,斗六分局,,雲林縣斗六市榴中里工業路122號
眾鉅公司,227.0,榴中里,雲林縣斗六市榴中里工業路109號,1.0,266.0,斗六分局,,雲林縣斗六市榴中里工業路109號
廣瓏建設,228.0,榴中里,雲林縣斗六市榴中里石榴路228之6號,1.0,2624.0,斗六分局,,雲林縣斗六市榴中里石榴路228之6號
建樹(福懋)(一廠),229.0,榴中里,雲林縣斗六市榴中里石榴路317號,1.0,1204.0,斗六分局,,雲林縣斗六市榴中里石榴路317號
建樹(福懋)(二廠),230.0,榴中里,雲林縣斗六市榴中里石榴路317號,1.0,830.0,斗六分局,,雲林縣斗六市榴中里石榴路317號
彰源公司,231.0,榴中里,雲林縣斗六市榴中里民有街35號,1.0,293.0,斗六分局,,雲林縣斗六市榴中里民有街35號
建旺(福懋)(二廠),232.0,榴中里,雲林縣斗六市榴中里石榴路307號,1.0,1042.0,斗六分局,,雲林縣斗六市榴中里石榴路307號
東峰公司,233.0,榴中里,雲林縣斗六市榴中里復興路287號,1.0,818.0,斗六分局,,雲林縣斗六市榴中里復興路287號
久泰精業股份有限公司,234.0,榴中里,斗六市榴中里25鄰民有街36號,1.0,342.0,斗六分局,,斗六市榴中里25鄰民有街36號
公寓,235.0,榴南里,雲林縣斗六市榴南里榴南路123號,1.0,1204.0,斗六分局,,雲林縣斗六市榴南里榴南路123號
集隆公司,236.0,榴南里,雲林縣斗六市榴南里9鄰斗工十路152號,1.0,268.0,斗六分局,,雲林縣斗六市榴南里9鄰斗工十路152號
億霖公司,237.0,榴南里,雲林縣斗六市榴南里9鄰斗工二路33號,1.0,178.0,斗六分局,,雲林縣斗六市榴南里9鄰斗工二路33號
聚隆公司,238.0,榴南里,雲林縣斗六市榴南里9鄰斗工十路150號,1.0,166.0,斗六分局,,雲林縣斗六市榴南里9鄰斗工十路150號
豪傑公司,239.0,榴南里,雲林縣斗六市榴南里9鄰斗工十二路15號,1.0,97.0,斗六分局,,雲林縣斗六市榴南里9鄰斗工十二路15號
權茗金屬(玉鑫金屬),240.0,榴南里,雲林縣斗六市榴南里9鄰斗工三路3號,1.0,322.0,斗六分局,,雲林縣斗六市榴南里9鄰斗工三路3號
述睦喜公司,241.0,榴南里,雲林縣斗六市榴南里9鄰斗工十路148號,1.0,242.0,斗六分局,,雲林縣斗六市榴南里9鄰斗工十路148號
鋼藝工業,242.0,榴南里,雲林縣斗六市榴南里9鄰斗工二路46號,1.0,170.0,斗六分局,,雲林縣斗六市榴南里9鄰斗工二路46號
台日古河銅箔公司,243.0,榴南里,雲林縣斗六市榴南里9鄰斗工二路148號,1.0,217.0,斗六分局,,雲林縣斗六市榴南里9鄰斗工二路148號
國山石材企業,244.0,榴南里,雲林縣斗六市榴南里9鄰斗工六路12號,1.0,109.0,斗六分局,,雲林縣斗六市榴南里9鄰斗工六路12號
富喬工業(一廠),245.0,榴南里,雲林縣斗六市榴南里9鄰斗工十六路8號,1.0,324.0,斗六分局,,雲林縣斗六市榴南里9鄰斗工十六路8號
永寬化學,246.0,榴南里,雲林縣斗六市榴南里9鄰斗工六路36號,1.0,424.0,斗六分局,,雲林縣斗六市榴南里9鄰斗工六路36號
星美行鋼鐵,247.0,榴南里,雲林縣斗六市榴南里9鄰斗工八路29號,1.0,234.0,斗六分局,,雲林縣斗六市榴南里9鄰斗工八路29號
展頌公司,248.0,榴南里,雲林縣斗六市榴南里9鄰斗工十路156號,1.0,7894.0,斗六分局,,雲林縣斗六市榴南里9鄰斗工十路156號
富喬工業(二廠),249.0,榴南里,雲林縣斗六市榴南里9鄰斗工十六路8號,1.0,1350.0,斗六分局,,雲林縣斗六市榴南里9鄰斗工十六路8號
永寬化學,250.0,榴南里,雲林縣斗六市榴南里斗工六路47號,1.0,986.0,斗六分局,,雲林縣斗六市榴南里斗工六路47號
台日古河銅箔公司,251.0,榴南里,雲林縣斗六市榴南里斗工二路8號,1.0,431.0,斗六分局,,雲林縣斗六市榴南里斗工二路8號
義美食品公司,252.0,榴南里,雲林縣斗六市榴南里18鄰斗工八路1號,1.0,1424.0,斗六分局,,雲林縣斗六市榴南里18鄰斗工八路1號
和家建設公司,253.0,龍潭里,雲林縣斗六市龍潭里2鄰龍潭南路26號,1.0,815.0,斗六分局,,雲林縣斗六市龍潭里2鄰龍潭南路26號
公寓,254.0,龍潭里,雲林縣斗六市龍潭里9鄰忠孝路155號,1.0,3041.0,斗六分局,,雲林縣斗六市龍潭里9鄰忠孝路155號
公寓,255.0,龍潭里,雲林縣斗六市龍潭里忠孝路125號,1.0,1856.0,斗六分局,,雲林縣斗六市龍潭里忠孝路125號
雲林科技大學(行政樓),256.0,龍潭里,雲林縣斗六市龍潭里9鄰大學路3段123號,1.0,4034.0,斗六分局,,雲林縣斗六市龍潭里9鄰大學路3段123號
雲林科技大學(資訊樓),257.0,龍潭里,雲林縣斗六市龍潭里9鄰大學路3段123號,1.0,1358.0,斗六分局,,雲林縣斗六市龍潭里9鄰大學路3段123號
雲林科技大學(技職樓),258.0,龍潭里,雲林縣斗六市龍潭里9鄰大學路3段123號,1.0,2865.0,斗六分局,,雲林縣斗六市龍潭里9鄰大學路3段123號
雲林科技大學(禮堂),259.0,龍潭里,雲林縣斗六市龍潭里9鄰大學路3段123號,1.0,2865.0,斗六分局,,雲林縣斗六市龍潭里9鄰大學路3段123號
雲林科技大學(圖書館),260.0,龍潭里,雲林縣斗六市龍潭里9鄰大學路3段123號,1.0,1358.0,斗六分局,,雲林縣斗六市龍潭里9鄰大學路3段123號
雲林科技大學(體育館),261.0,龍潭里,雲林縣斗六市龍潭里9鄰大學路3段123號,1.0,6072.0,斗六分局,,雲林縣斗六市龍潭里9鄰大學路3段123號
雲林科技大學(教室),262.0,龍潭里,雲林縣斗六市龍潭里9鄰大學路3段123號,1.0,4034.0,斗六分局,,雲林縣斗六市龍潭里9鄰大學路3段123號
公寓,263.0,鎮北里,雲林縣斗六市鎮北里東興街168至170號,1.0,401.0,斗六分局,,雲林縣斗六市鎮北里東興街168至170號
公寓,264.0,鎮北里,雲林縣斗六市鎮北里育英北街117號,1.0,954.0,斗六分局,,雲林縣斗六市鎮北里育英北街117號
公寓,265.0,鎮北里,雲林縣斗六市鎮北里鎮北路138號,1.0,200.0,斗六分局,,雲林縣斗六市鎮北里鎮北路138號
公寓,266.0,鎮北里,雲林縣斗六市鎮北里鎮北路68號,1.0,102.0,斗六分局,,雲林縣斗六市鎮北里鎮北路68號
公寓,267.0,鎮北里,雲林縣斗六市鎮北里育英北街111巷45號,1.0,354.0,斗六分局,,雲林縣斗六市鎮北里育英北街111巷45號
公寓,268.0,鎮北里,雲林縣斗六市鎮北里育英北街111巷45-49號,1.0,354.0,斗六分局,,雲林縣斗六市鎮北里育英北街111巷45-49號
公寓,269.0,鎮西里,雲林縣斗六市鎮西里建成路41至43號、同心街1至5號,1.0,845.0,斗六分局,,雲林縣斗六市鎮西里建成路41至43號、同心街1至5號
公寓,270.0,鎮西里,雲林縣斗六市鎮西里雲林路1段223至227號,1.0,153.0,斗六分局,,雲林縣斗六市鎮西里雲林路1段223至227號
公寓,271.0,鎮西里,雲林縣斗六市鎮西里建成路105號,1.0,1593.0,斗六分局,,雲林縣斗六市鎮西里建成路105號
公寓,272.0,鎮西里,雲林縣斗六市鎮西里同德街15號,1.0,557.0,斗六分局,,雲林縣斗六市鎮西里同德街15號
公寓,273.0,鎮西里,雲林縣斗六市鎮西里建成路275至287號、安和街2號,1.0,876.0,斗六分局,,雲林縣斗六市鎮西里建成路275至287號、安和街2號
公寓,274.0,鎮西里,雲林縣斗六市鎮西里安和街73號,1.0,152.0,斗六分局,,雲林縣斗六市鎮西里安和街73號
公寓,275.0,鎮西里,雲林縣斗六市鎮西里建成路269至273號、安和街1號,1.0,189.0,斗六分局,,雲林縣斗六市鎮西里建成路269至273號、安和街1號
公寓,276.0,鎮西里,雲林縣斗六市鎮西里雲林路2段203號,1.0,460.0,斗六分局,,雲林縣斗六市鎮西里雲林路2段203號
公寓,277.0,鎮西里,雲林縣斗六市鎮西里雲林路2段221號,1.0,826.0,斗六分局,,雲林縣斗六市鎮西里雲林路2段221號
公寓,278.0,鎮西里,雲林縣斗六市鎮西里11鄰樂利街53號,1.0,991.0,斗六分局,,雲林縣斗六市鎮西里11鄰樂利街53號
公寓,279.0,鎮西里,雲林縣斗六市鎮西里雲林路2段6巷59號,1.0,584.0,斗六分局,,雲林縣斗六市鎮西里雲林路2段6巷59號
公寓,280.0,鎮西里,雲林縣斗六市鎮西里雲林路2段180巷11號,1.0,484.0,斗六分局,,雲林縣斗六市鎮西里雲林路2段180巷11號
雲林縣政府,281.0,鎮西里,雲林縣斗六市鎮西里雲林路2段445號,1.0,600.0,斗六分局,,雲林縣斗六市鎮西里雲林路2段445號
斗六市公所,282.0,鎮西里,雲林縣斗六市鎮西里府文路38號,1.0,1260.0,斗六分局,,雲林縣斗六市鎮西里府文路38號
雲林監理站,283.0,鎮西里,雲林縣斗六市鎮西里雲林路2段367號,1.0,168.0,斗六分局,,雲林縣斗六市鎮西里雲林路2段367號
雲林監理站,284.0,鎮西里,雲林縣斗六市鎮西里雲林路2段411號,1.0,429.0,斗六分局,,雲林縣斗六市鎮西里雲林路2段411號
雲林縣稅務局,285.0,鎮西里,雲林縣斗六市鎮西里府文路35號,1.0,5022.0,斗六分局,,雲林縣斗六市鎮西里府文路35號
雲林縣政府,286.0,鎮西里,雲林縣斗六市鎮西里明德路399號,1.0,1736.0,斗六分局,,雲林縣斗六市鎮西里明德路399號
雲林縣消防局,287.0,鎮西里,雲林縣斗六市鎮西里公園路6號,1.0,1834.0,斗六分局,,雲林縣斗六市鎮西里公園路6號
中華幼稚園,288.0,鎮西里,雲林縣斗六市鎮西里建成路33號,1.0,294.0,斗六分局,,雲林縣斗六市鎮西里建成路33號
廣泉行公司,289.0,鎮西里,雲林縣斗六市鎮西里建成路45至47號,1.0,292.0,斗六分局,,雲林縣斗六市鎮西里建成路45至47號
台大醫院,290.0,鎮西里,雲林縣斗六市鎮西里雲林路2段579號,1.0,116.0,斗六分局,,雲林縣斗六市鎮西里雲林路2段579號
新光人壽,291.0,鎮西里,雲林縣斗六市鎮西里雲林路2段243號,1.0,441.0,斗六分局,,雲林縣斗六市鎮西里雲林路2段243號
台大雲林分院(新醫療大樓),292.0,鎮西里,雲林縣斗六市鎮西里雲林路2段579號,1.0,7176.0,斗六分局,,雲林縣斗六市鎮西里雲林路2段579號
家福股份有限公司,293.0,鎮西里,雲林縣斗六市鎮西里雲林路2段297號,1.0,14133.0,斗六分局,,雲林縣斗六市鎮西里雲林路2段297號
公寓,294.0,鎮東里,雲林縣斗六市鎮東里文化路2號,1.0,150.0,斗六分局,,雲林縣斗六市鎮東里文化路2號
公寓,295.0,鎮東里,雲林縣斗六市鎮東里民生路238號,1.0,320.0,斗六分局,,雲林縣斗六市鎮東里民生路238號
公寓,296.0,鎮東里,雲林縣斗六市鎮東里民生路240號,1.0,400.0,斗六分局,,雲林縣斗六市鎮東里民生路240號
公寓,297.0,鎮東里,雲林縣斗六市鎮東里民生路238號,1.0,330.0,斗六分局,,雲林縣斗六市鎮東里民生路238號
公寓,298.0,鎮東里,雲林縣斗六市鎮東里文化路35號,1.0,217.0,斗六分局,,雲林縣斗六市鎮東里文化路35號
公寓,299.0,鎮東里,雲林縣斗六市鎮東里文化路73巷20號,1.0,212.0,斗六分局,,雲林縣斗六市鎮東里文化路73巷20號
公寓,300.0,鎮東里,雲林縣斗六市鎮東里民生路272號,1.0,1062.0,斗六分局,,雲林縣斗六市鎮東里民生路272號
公寓,301.0,鎮東里,雲林縣斗六市鎮東里民生路2846號,1.0,261.0,斗六分局,,雲林縣斗六市鎮東里民生路2846號
公寓,302.0,鎮東里,雲林縣斗六市鎮東里民生路242號,1.0,873.0,斗六分局,,雲林縣斗六市鎮東里民生路242號
公寓,303.0,鎮東里,雲林縣斗六市鎮東里鎮東路10號,1.0,173.0,斗六分局,,雲林縣斗六市鎮東里鎮東路10號
公寓,304.0,鎮東里,雲林縣斗六市鎮東里文化路180號,1.0,3176.0,斗六分局,,雲林縣斗六市鎮東里文化路180號
公寓,305.0,鎮東里,雲林縣斗六市鎮東里警民街26號,1.0,265.0,斗六分局,,雲林縣斗六市鎮東里警民街26號
斗六市公所,306.0,鎮東里,雲林縣斗六市鎮東里永樂街18號,1.0,3929.0,斗六分局,,雲林縣斗六市鎮東里永樂街18號
雲林縣總工會,307.0,鎮東里,雲林縣斗六市鎮東里永樂街35號,1.0,129.0,斗六分局,,雲林縣斗六市鎮東里永樂街35號
鎮東國小,308.0,鎮東里,雲林縣斗六市鎮東里文化路205號,1.0,172.0,斗六分局,,雲林縣斗六市鎮東里文化路205號
斗六國中,309.0,鎮東里,雲林縣斗六市鎮東里育英北街69號,1.0,2876.0,斗六分局,,雲林縣斗六市鎮東里育英北街69號
鎮東國小,310.0,鎮東里,雲林縣斗六市鎮東里文化路205號,1.0,397.0,斗六分局,,雲林縣斗六市鎮東里文化路205號
大成中醫,311.0,鎮東里,雲林縣斗六市鎮東里鎮東路117號,1.0,633.0,斗六分局,,雲林縣斗六市鎮東里鎮東路117號
公寓,312.0,鎮南里,雲林縣斗六市鎮南里5鄰中山路194號,1.0,517.0,斗六分局,,雲林縣斗六市鎮南里5鄰中山路194號
大樓,313.0,鎮南里,雲林縣斗六市鎮南里8鄰永昌西街2號之10,1.0,1918.0,斗六分局,,雲林縣斗六市鎮南里8鄰永昌西街2號之10
公寓,314.0,鎮南里,雲林縣斗六市鎮南里7鄰中山路234號,1.0,169.0,斗六分局,,雲林縣斗六市鎮南里7鄰中山路234號
公寓,315.0,鎮南里,雲林縣斗六市鎮南里7鄰中山路268號之3,1.0,1025.0,斗六分局,,雲林縣斗六市鎮南里7鄰中山路268號之3
大樓,316.0,鎮南里,雲林縣斗六市鎮南里7鄰永昌西街1號之5,1.0,560.0,斗六分局,,雲林縣斗六市鎮南里7鄰永昌西街1號之5
公寓,317.0,鎮南里,雲林縣斗六市鎮南里5鄰中山路258號,1.0,164.0,斗六分局,,雲林縣斗六市鎮南里5鄰中山路258號
公寓,318.0,鎮南里,雲林縣斗六市鎮南里7鄰南興街23號,1.0,429.0,斗六分局,,雲林縣斗六市鎮南里7鄰南興街23號
公寓,319.0,鎮南里,雲林縣斗六市鎮南里4鄰中山路198號,1.0,392.0,斗六分局,,雲林縣斗六市鎮南里4鄰中山路198號
公寓,320.0,鎮南里,雲林縣斗六市鎮南里13鄰南揚街120號,1.0,550.0,斗六分局,,雲林縣斗六市鎮南里13鄰南揚街120號
公寓,321.0,鎮南里,雲林縣斗六市鎮南里12鄰明德路91號,1.0,576.0,斗六分局,,雲林縣斗六市鎮南里12鄰明德路91號
公寓,322.0,鎮南里,雲林縣斗六市鎮南里明德路463至481號,1.0,1390.0,斗六分局,,雲林縣斗六市鎮南里明德路463至481號
大樓,323.0,鎮南里,雲林縣斗六市鎮南里文安街59號,1.0,1296.0,斗六分局,,雲林縣斗六市鎮南里文安街59號
公寓,324.0,鎮南里,雲林縣斗六市鎮南里14鄰武陵街55-67號,1.0,1510.0,斗六分局,,雲林縣斗六市鎮南里14鄰武陵街55-67號
公寓,325.0,鎮南里,雲林縣斗六市鎮南里14鄰武陵街49巷423號,1.0,2141.0,斗六分局,,雲林縣斗六市鎮南里14鄰武陵街49巷423號
公寓,326.0,鎮南里,雲林縣斗六市鎮南里14鄰武陵街46號,1.0,2640.0,斗六分局,,雲林縣斗六市鎮南里14鄰武陵街46號
公寓,327.0,鎮南里,雲林縣斗六市鎮南里文安街60-62號,1.0,168.0,斗六分局,,雲林縣斗六市鎮南里文安街60-62號
公寓,328.0,鎮南里,雲林縣斗六市鎮南里明德路549號,1.0,813.0,斗六分局,,雲林縣斗六市鎮南里明德路549號
公寓,329.0,鎮南里,雲林縣斗六市鎮南里14鄰武陵街25-33號,1.0,449.0,斗六分局,,雲林縣斗六市鎮南里14鄰武陵街25-33號
景新鞋業,330.0,饒平村,雲林縣莿桐鄉饒平村饒平路73巷16號之3,1.0,333.0,斗六分局,,雲林縣莿桐鄉饒平村饒平路73巷16號之3
歐迪工程公司,331.0,長安里,斗六市長安里長安西路1-6號,1.0,2577.0,斗六分局,,斗六市長安里長安西路1-6號
