編號,村里別,地址,可容納人數,轄區分局,經度,緯度,避難所在之地下樓層數
503.0,社皮里,臺中市豐原區社皮里社皮路185巷28號,25.0,豐原分局,"120.701611 ","24.243967 ",1.0
504.0,社皮里,臺中市豐原區社皮里社皮路185巷30號,25.0,豐原分局,"120.701570 ","24.243962 ",1.0
505.0,社皮里,臺中市豐原區社皮里社皮路185巷32號,25.0,豐原分局,"120.701517 ","24.243952 ",1.0
506.0,社皮里,臺中市豐原區社皮里社皮路185巷34號,25.0,豐原分局,"120.701415 ","24.243941 ",1.0
507.0,社皮里,臺中市豐原區社皮里社皮路185巷36號,25.0,豐原分局,"120.701355 ","24.243935 ",1.0
508.0,社皮里,臺中市豐原區社皮里社皮路123巷3號,126.0,豐原分局,"120.700159 ","24.244440 ",1.0
509.0,社皮里,臺中市豐原區社皮里社皮路41巷16號,45.0,豐原分局,"120.699706 ","24.245507 ",1.0
510.0,豐田里,臺中市豐原區豐田里田心路二段337號,31.0,豐原分局,"120.722600 ","24.236902 ",1.0
511.0,豐田里,臺中市豐原區豐田里田心路二段335號,31.0,豐原分局,"120.722600 ","24.236940 ",1.0
512.0,豐田里,臺中市豐原區豐田里田心路二段333號,30.0,豐原分局,"120.722598 ","24.236979 ",1.0
513.0,豐田里,臺中市豐原區豐田里田心路二段331號,27.0,豐原分局,"120.722600 ","24.237017 ",1.0
514.0,豐田里,臺中市豐原區豐田里田心路二段329號,31.0,豐原分局,"120.722598 ","24.237055 ",1.0
515.0,豐田里,臺中市豐原區豐田里田心路二段327號,22.0,豐原分局,"120.722600 ","24.237093 ",1.0
516.0,豐田里,臺中市豐原區豐田里田心路二段325號,27.0,豐原分局,"120.722601 ","24.237128 ",1.0
517.0,豐田里,臺中市豐原區豐田里田心路二段196號,60.0,豐原分局,"120.721429 ","24.239303 ",1.0
518.0,豐田里,臺中市豐原區豐田里豐南街254號,22.0,豐原分局,"120.718863 ","24.237866 ",1.0
519.0,豐田里,臺中市豐原區豐田里豐南街240巷16號,22.0,豐原分局,"120.718365 ","24.237769 ",1.0
520.0,豐田里,臺中市豐原區豐田里豐南街230號,61.0,豐原分局,"120.718382 ","24.238102 ",1.0
521.0,豐田里,臺中市豐原區豐田里豐南街228號,43.0,豐原分局,"120.718340 ","24.238116 ",1.0
522.0,豐田里,臺中市豐原區豐田里豐田里豐南街231號,23.0,豐原分局,"120.718498 ","24.238254 ",1.0
523.0,豐田里,臺中市豐原區豐田里豐南街282號,63.0,豐原分局,"120.719457 ","24.237514 ",1.0
524.0,中興里,臺中市豐原區中興里三村路92號,18.0,豐原分局,"120.710815 ","24.241987 ",1.0
525.0,中興里,臺中市豐原區中興里三村路94號,18.0,豐原分局,"120.710723 ","24.241931 ",1.0
526.0,中興里,臺中市豐原區中興里成功路95號,16.0,豐原分局,"120.710753 ","24.243447 ",1.0
527.0,中興里,臺中市豐原區中興里成功路103號,16.0,豐原分局,"120.710644 ","24.243579 ",1.0
528.0,中興里,臺中市豐原區中興里成功路105號,16.0,豐原分局,"120.710613 ","24.243613 ",1.0
529.0,中興里,臺中市豐原區中興里成功路107號,16.0,豐原分局,"120.710589 ","24.243642 ",1.0
530.0,中興里,臺中市豐原區中興里成功路109號,16.0,豐原分局,"120.710567 ","24.243679 ",1.0
531.0,中興里,臺中市豐原區中興里成功路77巷33號,23.0,豐原分局,"120.710669 ","24.242573 ",1.0
532.0,中興里,臺中市豐原區中興里三村路20巷23號,18.0,豐原分局,"120.712413 ","24.244074 ",1.0
533.0,中興里,臺中市豐原區中興里三村路20巷27號,18.0,豐原分局,"120.712326 ","24.244136 ",1.0
534.0,中興里,臺中市豐原區中興里三村路96號,28.0,豐原分局,"120.710628 ","24.241889 ",1.0
535.0,田心里,臺中市豐原區田心里中山路139號,19.0,豐原分局,"120.711044 ","24.239194 ",1.0
536.0,田心里,臺中市豐原區田心里中山路141號,18.0,豐原分局,"120.711063 ","24.239232 ",1.0
537.0,田心里,臺中市豐原區田心里中山路111號,14.0,豐原分局,"120.710826 ","24.238619 ",1.0
538.0,田心里,臺中市豐原區田心里中山路123號,16.0,豐原分局,"120.710924 ","24.238892 ",1.0
539.0,田心里,臺中市豐原區田心里合作街46號,33.0,豐原分局,"120.709337 ","24.239528 ",1.0
540.0,田心里,臺中市豐原區田心里中山路72號,27.0,豐原分局,"120.710747 ","24.237480 ",1.0
541.0,田心里,臺中市豐原區田心里中山路65號,93.0,豐原分局,"120.710532 ","24.237867 ",1.0
542.0,田心里,臺中市豐原區田心里中山路59巷1弄12號,133.0,豐原分局,"120.709990 ","24.237646 ",1.0
543.0,田心里,臺中市豐原區田心里中山路35巷6號,27.0,豐原分局,"120.710217 ","24.238257 ",1.0
544.0,田心里,臺中市豐原區田心里育英路134巷8號,14.0,豐原分局,"120.714815 ","24.241233 ",1.0
545.0,田心里,臺中市豐原區田心里育英路151號,26.0,豐原分局,"120.715276 ","24.240580 ",1.0
546.0,社皮里,臺中市豐原區社皮里中正路510巷13號,18.0,豐原分局,"120.708455 ","24.250724 ",1.0
547.0,社皮里,臺中市豐原區社皮里中正路510巷21號,18.0,豐原分局,"120.708475 ","24.250572 ",1.0
548.0,社皮里,臺中市豐原區社皮里中正路510巷24號,18.0,豐原分局,"120.708502 ","24.251021 ",1.0
549.0,社皮里,臺中市豐原區社皮里中正路544號,28.0,豐原分局,"120.707691 ","24.250319 ",1.0
550.0,社皮里,臺中市豐原區社皮里中正路548巷2號,20.0,豐原分局,"120.707601 ","24.250561 ",1.0
551.0,社皮里,臺中市豐原區社皮里中正路510巷5號,18.0,豐原分局,"120.708429 ","24.250862 ",1.0
552.0,社皮里,臺中市豐原區社皮里成功路356巷34號,18.0,豐原分局,"120.707471 ","24.248823 ",1.0
553.0,社皮里,臺中市豐原區社皮里成功路356巷22號,16.0,豐原分局,"120.707207 ","24.248895 ",1.0
554.0,社皮里,臺中市豐原區社皮里成功路342號,100.0,豐原分局,"120.706472 ","24.248588 ",1.0
555.0,社皮里,臺中市豐原區社皮里成功路334號,41.0,豐原分局,"120.706515 ","24.248418 ",1.0
556.0,社皮里,臺中市豐原區社皮里中正路609號,99.0,豐原分局,"120.707449 ","24.249967 ",1.0
557.0,田心里,臺中市豐原區田心里育英路145號,134.0,豐原分局,"120.715480 ","24.240724 ",1.0
558.0,田心里,臺中市豐原區田心里中山路220-3號,91.0,豐原分局,"120.712627 ","24.241001 ",1.0
559.0,田心里,臺中市豐原區田心里中山路200號,206.0,豐原分局,"120.712489 ","24.240379 ",1.0
560.0,社皮里,臺中市豐原區社皮里中正路526號,918.0,豐原分局,"120.708198 ","24.250384 ",2.0
561.0,田心里,臺中市豐原區田心里中山路1號,539.0,豐原分局,"120.710217 ","24.238257 ",1.0
562.0,田心里,臺中市豐原區田心里中山路220-5號,461.0,豐原分局,"120.712697 ","24.241073 ",1.0
563.0,北湳里,臺中市豐原區北湳里圓環北路二段141號,954.0,豐原分局,"120.723204 ","24.261234 ",2.0
564.0,豐原里,臺中市豐原區豐原里三民路27號,226.0,豐原分局,"120.721835 ","24.253843 ",1.0
565.0,豐原里,臺中市豐原區豐原里三民路29號,226.0,豐原分局,"120.721791 ","24.253830 ",1.0
566.0,豐原里,臺中市豐原區豐原里三民路44巷11號,63.0,豐原分局,"120.721858 ","24.254366 ",1.0
567.0,豐原里,臺中市豐原區豐原里三民路65號,222.0,豐原分局,"120.720924 ","24.253610 ",2.0
568.0,豐原里,臺中市豐原區豐原里三民路16號,54.0,豐原分局,"120.722300 ","24.254431 ",1.0
569.0,豐原里,臺中市豐原區豐原里中正路19號,47.0,豐原分局,"120.722363 ","24.253439 ",1.0
570.0,豐原里,臺中市豐原區豐原里三民路44巷9號,27.0,豐原分局,"120.721946 ","24.254422 ",1.0
571.0,豐原里,臺中市豐原區豐原里中正路2號,16.0,豐原分局,"120.722273 ","24.253869 ",1.0
572.0,豐原里,臺中市豐原區豐原里中正路10號,54.0,豐原分局,"120.722275 ","24.253692 ",1.0
573.0,豐原里,臺中市豐原區豐原里中正路16號,413.0,豐原分局,"120.722202 ","24.253581 ",2.0
574.0,頂街里,臺中市豐原區頂街里中正路114號,27.0,豐原分局,"120.720611 ","24.251882 ",1.0
575.0,頂街里,臺中市豐原區頂街里中正路136號,27.0,豐原分局,"120.720091 ","24.251825 ",1.0
576.0,頂街里,臺中市豐原區頂街里中正路142號,14.0,豐原分局,"120.719807 ","24.251816 ",1.0
577.0,頂街里,臺中市豐原區頂街里中正路182號,20.0,豐原分局,"120.718673 ","24.251856 ",1.0
578.0,頂街里,臺中市豐原區頂街里中正路184號,27.0,豐原分局,"120.718632 ","24.251861 ",1.0
579.0,頂街里,臺中市豐原區頂街里中正路190號,30.0,豐原分局,"120.718502 ","24.251885 ",1.0
580.0,頂街里,臺中市豐原區頂街里中正路198號,27.0,豐原分局,"120.718312 ","24.251918 ",1.0
581.0,頂街里,臺中市豐原區頂街里中正路200號,27.0,豐原分局,"120.718269 ","24.251925 ",1.0
582.0,頂街里,臺中市豐原區頂街里中正路77號,27.0,豐原分局,"120.721421 ","24.252433 ",1.0
583.0,頂街里,臺中市豐原區頂街里中正路81號,17.0,豐原分局,"120.721358 ","24.252372 ",1.0
584.0,頂街里,臺中市豐原區頂街里中正路89號,71.0,豐原分局,"120.721262 ","24.252275 ",1.0
585.0,頂街里,臺中市豐原區頂街里中正路91號,14.0,豐原分局,"120.721237 ","24.252246 ",1.0
586.0,頂街里,臺中市豐原區頂街里中正路95號,20.0,豐原分局,"120.721192 ","24.252203 ",1.0
587.0,頂街里,臺中市豐原區頂街里向陽路2號,27.0,豐原分局,"120.721027 ","24.251695 ",1.0
588.0,頂街里,臺中市豐原區頂街里向陽路51號,14.0,豐原分局,"120.722089 ","24.252157 ",1.0
589.0,頂街里,臺中市豐原區頂街里新生北路64號,27.0,豐原分局,"120.719262 ","24.252481 ",1.0
590.0,頂街里,臺中市豐原區頂街里新生北路70號,14.0,豐原分局,"120.719418 ","24.252486 ",1.0
591.0,頂街里,臺中市豐原區頂街里新生北路72號,14.0,豐原分局,"120.719461 ","24.252488 ",1.0
592.0,頂街里,臺中市豐原區頂街里信義街145號,27.0,豐原分局,"120.718748 ","24.252357 ",1.0
593.0,頂街里,臺中市豐原區頂街里信義街124號,14.0,豐原分局,"120.718890 ","24.252113 ",1.0
594.0,頂街里,臺中市豐原區頂街里信義街126號,20.0,豐原分局,"120.718880 ","24.252205 ",1.0
595.0,頂街里,臺中市豐原區頂街里信義街128號,20.0,豐原分局,"120.718879 ","24.252241 ",1.0
596.0,頂街里,臺中市豐原區頂街里和平街13巷16號,14.0,豐原分局,"120.719385 ","24.252217 ",1.0
597.0,中山里,臺中市豐原區中山里復興路2號,102.0,豐原分局,"120.720586 ","24.250768 ",1.0
598.0,中山里,臺中市豐原區中山里中正路167巷3號,582.0,豐原分局,"120.719251 ","24.251493 ",1.0
599.0,中山里,臺中市豐原區中山里中正路151號,20.0,豐原分局,"120.719533 ","24.251611 ",1.0
600.0,中山里,臺中市豐原區中山里府前街34號,34.0,豐原分局,"120.719516 ","24.249628 ",1.0
601.0,中山里,臺中市豐原區中山里信義街74號,14.0,豐原分局,"120.718942 ","24.250200 ",1.0
602.0,中山里,臺中市豐原區中山里中正路115號,57.0,豐原分局,"120.720654 ","24.251657 ",1.0
603.0,中山里,臺中市豐原區中山里中正路167巷4號,412.0,豐原分局,"120.719313 ","24.250996 ",1.0
604.0,中山里,臺中市豐原區中山里復興路59號,41.0,豐原分局,"120.719342 ","24.250533 ",1.0
605.0,中山里,臺中市豐原區中山里府前街102號,41.0,豐原分局,"120.717856 ","24.249610 ",1.0
606.0,中山里,臺中市豐原區中山里中正路123號,41.0,豐原分局,"120.720451 ","24.251650 ",1.0
607.0,中山里,臺中市豐原區中山里復興路9號,68.0,豐原分局,"120.720597 ","24.250596 ",1.0
608.0,中山里,臺中市豐原區中山里中正路199號,442.0,豐原分局,"120.718389 ","24.251674 ",1.0
609.0,中山里,臺中市豐原區中山里信義街75號,27.0,豐原分局,"120.718800 ","24.250380 ",1.0
610.0,中山里,臺中市豐原區中山里府前街32號,34.0,豐原分局,"120.719693 ","24.249583 ",1.0
611.0,中山里,臺中市豐原區中山里中正路131號,11.0,豐原分局,"120.720709 ","24.251660 ",1.0
612.0,中山里,臺中市豐原區中山里中正路113號,34.0,豐原分局,"120.720765 ","24.251667 ",1.0
613.0,大湳里,臺中市豐原區大湳里三豐路172號,100.0,豐原分局,"120.721395 ","24.258056 ",1.0
614.0,大湳里,臺中市豐原區大湳里三豐路200號,39.0,豐原分局,"120.721395 ","24.258056 ",1.0
615.0,大湳里,臺中市豐原區大湳里三豐路205號,31.0,豐原分局,"120.720613 ","24.258769 ",1.0
616.0,大湳里,臺中市豐原區大湳里三豐路233號,22.0,豐原分局,"120.722157 ","24.256810 ",1.0
617.0,大湳里,臺中市豐原區大湳里大昌街51巷2號,14.0,豐原分局,"120.716655 ","24.255991 ",1.0
618.0,大湳里,臺中市豐原區大湳里大昌街51巷9號,135.0,豐原分局,"120.716511 ","24.255866 ",1.0
619.0,大湳里,臺中市豐原區大湳里圓環北路一段170號,27.0,豐原分局,"120.716767 ","24.256325 ",1.0
620.0,大湳里,臺中市豐原區大湳里大昌街55號,14.0,豐原分局,"120.716843 ","24.256087 ",1.0
621.0,大湳里,臺中市豐原區大湳里大昌街57號,14.0,豐原分局,"120.716832 ","24.256125 ",1.0
622.0,大湳里,臺中市豐原區大湳里大昌街36號,14.0,豐原分局,"120.717003 ","24.255941 ",1.0
623.0,大湳里,臺中市豐原區大湳里三豐路265號,14.0,豐原分局,"120.722157 ","24.256810 ",1.0
624.0,大湳里,臺中市豐原區大湳里三豐路266號,14.0,豐原分局,"120.721395 ","24.258056 ",1.0
625.0,大湳里,臺中市豐原區大湳里大湳街51號,18.0,豐原分局,"120.720359 ","24.256226 ",1.0
626.0,大湳里,臺中市豐原區大湳里三豐路290號,17.0,豐原分局,"120.721395 ","24.258056 ",1.0
627.0,大湳里,臺中市豐原區大湳里三豐路252巷11號,14.0,豐原分局,"120.722067 ","24.256710 ",1.0
628.0,大湳里,臺中市豐原區大湳里大仁街7號,102.0,豐原分局,"120.721464 ","24.257114 ",1.0
629.0,大湳里,臺中市豐原區大湳里圓環北路一段321號,102.0,豐原分局,"120.719748 ","24.258710 ",1.0
630.0,大湳里,臺中市豐原區大湳里三豐路298號,54.0,豐原分局,"120.721395 ","24.258056 ",1.0
631.0,大湳里,臺中市豐原區大湳里三豐路329號,14.0,豐原分局,"120.722157 ","24.256810 ",1.0
632.0,大湳里,臺中市豐原區大湳里三豐路331號,14.0,豐原分局,"120.722157 ","24.256810 ",1.0
633.0,東湳里,臺中市豐原區東湳里三豐路二段158號,27.0,豐原分局,"120.721089 ","24.267067 ",1.0
634.0,東湳里,臺中市豐原區東湳里三豐路二段112號,27.0,豐原分局,"120.720646 ","24.266344 ",1.0
635.0,東湳里,臺中市豐原區東湳里三豐路二段76號,27.0,豐原分局,"120.720552 ","24.265488 ",1.0
636.0,東湳里,臺中市豐原區東湳里三豐路二段78號,27.0,豐原分局,"120.720552 ","24.265488 ",1.0
637.0,東湳里,臺中市豐原區東湳里三豐路一段382號,271.0,豐原分局,"120.720074 ","24.261606 ",1.0
638.0,西湳里,臺中市豐原區西湳里豐北街221號,585.0,豐原分局,"120.717483 ","24.260739 ",1.0
639.0,西湳里,臺中市豐原區西湳里仁洲街48號,135.0,豐原分局,"120.714567 ","24.258707 ",1.0
640.0,北湳里,臺中市豐原區北湳里豐中路124號,57.0,豐原分局,"120.722505 ","24.255993 ",1.0
641.0,北湳里,臺中市豐原區北湳里豐中路126號,115.0,豐原分局,"120.722505 ","24.255993 ",1.0
642.0,北湳里,臺中市豐原區北湳里豐中路130號,43.0,豐原分局,"120.722505 ","24.255993 ",1.0
643.0,北湳里,臺中市豐原區北湳里豐中路132號,37.0,豐原分局,"120.722505 ","24.255993 ",1.0
644.0,北湳里,臺中市豐原區北湳里豐中路172號,27.0,豐原分局,"120.722505 ","24.255993 ",1.0
645.0,北湳里,臺中市豐原區北湳里豐中路170號,50.0,豐原分局,"120.722505 ","24.255993 ",1.0
646.0,北湳里,臺中市豐原區北湳里大順街77號,22.0,豐原分局,"120.722635 ","24.259338 ",1.0
647.0,北湳里,臺中市豐原區北湳里大順街35號,12.0,豐原分局,"120.721952 ","24.258725 ",1.0
648.0,北湳里,臺中市豐原區北湳里大順街37號,16.0,豐原分局,"120.721985 ","24.258758 ",1.0
649.0,北湳里,臺中市豐原區北湳里圓環北路二段204巷46號,51.0,豐原分局,"120.724774 ","24.259353 ",1.0
650.0,北湳里,臺中市豐原區北湳里豐中路120號,19.0,豐原分局,"120.722505 ","24.255993 ",1.0
651.0,北湳里,臺中市豐原區北湳里大順街39號,158.0,豐原分局,"120.722024 ","24.258792 ",1.0
652.0,西湳里,臺中市豐原區西湳里仁洲街161號,179.0,豐原分局,"120.713251 ","24.261341 ",1.0
653.0,豐原里,臺中市豐原區豐原里東北街65號,14.0,豐原分局,"120.724044 ","24.256235 ",1.0
654.0,豐原里,臺中市豐原區豐原里東北街73號,14.0,豐原分局,"120.724112 ","24.256350 ",1.0
655.0,豐原里,臺中市豐原區豐原里東北街69號,14.0,豐原分局,"120.724065 ","24.256266 ",1.0
656.0,豐原里,臺中市豐原區豐原里豐勢路一段95號,14.0,豐原分局,"120.723656 ","24.253671 ",1.0
657.0,豐原里,臺中市豐原區豐原里隆豐街58巷4號,14.0,豐原分局,"120.723598 ","24.257795 ",1.0
658.0,豐原里,臺中市豐原區豐原里隆豐街58巷21號,14.0,豐原分局,"120.724277 ","24.257328 ",1.0
659.0,豐原里,臺中市豐原區豐原里隆豐街92號,34.0,豐原分局,"120.724577 ","24.257781 ",1.0
660.0,豐原里,臺中市豐原區豐原里隆豐街94號,41.0,豐原分局,"120.724543 ","24.257750 ",1.0
661.0,豐原里,臺中市豐原區豐原里隆豐街100號,41.0,豐原分局,"120.724446 ","24.257669 ",1.0
662.0,豐原里,臺中市豐原區豐原里三民路8號10,1440.0,豐原分局,"120.722122 ","24.254563 ",3.0
663.0,豐原里,臺中市豐原區豐原里三民路18號,34.0,豐原分局,"120.722286 ","24.254400 ",1.0
664.0,豐原里,臺中市豐原區豐原里三民路38號,9.0,豐原分局,"120.722016 ","24.254071 ",1.0
665.0,豐原里,臺中市豐原區豐原里三民路21號,221.0,豐原分局,"120.721872 ","24.253848 ",1.0
666.0,中山里,臺中市豐原區中山里中正路149號,149.0,豐原分局,"120.719752 ","24.251621 ",1.0
667.0,豐原里,臺中市豐原區豐原里東北街3號,675.0,豐原分局,"120.723225 ","24.254874 ",1.0
668.0,北湳里,臺中市豐原區北湳里豐中路134號,26.0,豐原分局,"120.722505 ","24.255993 ",1.0
669.0,西湳里,臺中市豐原區西湳里文昌街95巷2號,7.0,豐原分局,"120.716368 ","24.259889 ",1.0
670.0,頂街里,臺中市豐原區頂街里向陽路671號,190.0,豐原分局,"120.722126 ","24.252208 ",1.0
671.0,豐原里,臺中市豐原區豐原里三豐路一段68號,1073.0,豐原分局,"120.722708 ","24.255673 ",2.0
672.0,東陽里,臺中市豐原區東陽里東陽路20號,22.0,豐原分局,"120.735223 ","24.235489 ",1.0
673.0,南陽里,臺中市豐原區南陽里永康路5號,90.0,豐原分局,"120.728077 ","24.244206 ",1.0
674.0,南陽里,臺中市豐原區南陽里永康路129號,24.0,豐原分局,"120.724959 ","24.240853 ",1.0
675.0,南陽里,臺中市豐原區南陽里永康路114號,24.0,豐原分局,"120.726473 ","24.242668 ",1.0
676.0,南陽里,臺中市豐原區南陽里永康路119號,22.0,豐原分局,"120.726563 ","24.242483 ",1.0
677.0,南陽里,臺中市豐原區南陽里永康路117號,22.0,豐原分局,"120.726586 ","24.242514 ",1.0
678.0,南陽里,臺中市豐原區南陽里永康路107號,22.0,豐原分局,"120.726718 ","24.242671 ",1.0
679.0,南陽里,臺中市豐原區南陽里永康路113號,22.0,豐原分局,"120.726641 ","24.242578 ",1.0
680.0,南陽里,臺中市豐原區南陽里保康路66巷1號,3404.0,豐原分局,"120.722669 ","24.242096 ",1.0
681.0,南陽里,臺中市豐原區南陽里保康路5號,14.0,豐原分局,"120.721913 ","24.243172 ",1.0
682.0,南陽里,臺中市豐原區南陽里保康路7號,15.0,豐原分局,"120.721934 ","24.243137 ",1.0
683.0,南陽里,臺中市豐原區南陽里圓環東路220號,68.0,豐原分局,"120.720524 ","24.243153 ",1.0
684.0,南陽里,臺中市豐原區南陽里保康路18號,33.0,豐原分局,"120.721829 ","24.242944 ",1.0
685.0,南陽里,臺中市豐原區南陽里保康路15號,83.0,豐原分局,"120.722027 ","24.243006 ",1.0
686.0,南陽里,臺中市豐原區南陽里保康路14號,14.0,豐原分局,"120.721780 ","24.243020 ",1.0
687.0,南陽里,臺中市豐原區南陽里保康路11號,14.0,豐原分局,"120.721980 ","24.243074 ",1.0
688.0,南陽里,臺中市豐原區南陽里保康路12號,14.0,豐原分局,"120.721760 ","24.243061 ",1.0
689.0,南陽里,臺中市豐原區南陽里保康路10號,14.0,豐原分局,"120.721732 ","24.243106 ",1.0
690.0,南陽里,臺中市豐原區南陽里保康路9號,14.0,豐原分局,"120.721959 ","24.243106 ",1.0
691.0,南陽里,臺中市豐原區南陽里保康路22號,33.0,豐原分局,"120.721875 ","24.242865 ",1.0
692.0,南陽里,臺中市豐原區南陽里圓環東路312巷39號,33.0,豐原分局,"120.722397 ","24.243169 ",1.0
693.0,南陽里,臺中市豐原區南陽里保康路20號,30.0,豐原分局,"120.721847 ","24.242908 ",1.0
694.0,南陽里,臺中市豐原區南陽里圓環東路218號,65.0,豐原分局,"120.720466 ","24.243160 ",1.0
695.0,陽明里,臺中市豐原區陽明里圓環東路133號,18.0,豐原分局,"120.719166 ","24.243507 ",1.0
696.0,陽明里,臺中市豐原區陽明里圓環東路135號,18.0,豐原分局,"120.719168 ","24.243507 ",1.0
697.0,陽明里,臺中市豐原區陽明里圓環東路139號,18.0,豐原分局,"120.719266 ","24.243499 ",1.0
698.0,陽明里,臺中市豐原區陽明里圓環東路141號,18.0,豐原分局,"120.719314 ","24.243496 ",1.0
699.0,陽明里,臺中市豐原區陽明里圓環東路147號,18.0,豐原分局,"120.719463 ","24.243483 ",1.0
700.0,陽明里,臺中市豐原區陽明里圓環東路149號,54.0,豐原分局,"120.719511 ","24.243478 ",1.0
701.0,陽明里,臺中市豐原區陽明里圓環東路151號,54.0,豐原分局,"120.719556 ","24.243480 ",1.0
702.0,陽明里,臺中市豐原區陽明里圓環東路159號,47.0,豐原分局,"120.719775 ","24.243478 ",1.0
703.0,陽明里,臺中市豐原區陽明里圓環東路167號,47.0,豐原分局,"120.719938 ","24.243472 ",1.0
704.0,陽明里,臺中市豐原區陽明里圓環東路163號,47.0,豐原分局,"120.719858 ","24.243472 ",1.0
705.0,陽明里,臺中市豐原區陽明里圓環東路165號,47.0,豐原分局,"120.719858 ","24.243472 ",1.0
706.0,陽明里,臺中市豐原區陽明里明政街13號,149.0,豐原分局,"120.720494 ","24.244385 ",1.0
707.0,陽明里,臺中市豐原區陽明里明政街26號,28.0,豐原分局,"120.720332 ","24.244544 ",1.0
708.0,陽明里,臺中市豐原區陽明里明政街24號,28.0,豐原分局,"120.720332 ","24.244544 ",1.0
709.0,陽明里,臺中市豐原區陽明里明政街22號,28.0,豐原分局,"120.720348 ","24.244337 ",1.0
710.0,陽明里,臺中市豐原區陽明里雙龍街27號,19.0,豐原分局,"120.718930 ","24.246959 ",1.0
711.0,陽明里,臺中市豐原區陽明里信義街30號,16.0,豐原分局,"120.718965 ","24.249110 ",1.0
712.0,陽明里,臺中市豐原區陽明里信義街4號,27.0,豐原分局,"120.718988 ","24.248345 ",1.0
713.0,陽明里,臺中市豐原區陽明里信義街39號,43.0,豐原分局,"120.718834 ","24.249217 ",1.0
714.0,陽明里,臺中市豐原區陽明里雙龍街17號,19.0,豐原分局,"120.719097 ","24.247095 ",1.0
715.0,陽明里,臺中市豐原區陽明里中興路7號,33.0,豐原分局,"120.718746 ","24.248156 ",1.0
716.0,陽明里,臺中市豐原區陽明里信義街26巷7號,56.0,豐原分局,"120.719292 ","24.248975 ",1.0
717.0,陽明里,臺中市豐原區陽明里中興路5號,27.0,豐原分局,"120.718796 ","24.248156 ",1.0
718.0,陽明里,臺中市豐原區陽明里府前街85號,27.0,豐原分局,"120.717920 ","24.249158 ",1.0
719.0,陽明里,臺中市豐原區陽明里府前街77號,24.0,豐原分局,"120.718020 ","24.249516 ",1.0
720.0,陽明里,臺中市豐原區陽明里信義街26巷21號,11.0,豐原分局,"120.719579 ","24.248840 ",1.0
721.0,陽明里,臺中市豐原區陽明里信義街33號,27.0,豐原分局,"120.718836 ","24.249123 ",1.0
722.0,陽明里,臺中市豐原區陽明里府前街49號,45.0,豐原分局,"120.719053 ","24.249580 ",1.0
723.0,陽明里,臺中市豐原區陽明里府前街83號,24.0,豐原分局,"120.717928 ","24.249123 ",1.0
724.0,陽明里,臺中市豐原區陽明里府前街61號,65.0,豐原分局,"120.718733 ","24.249610 ",1.0
725.0,陽明里,臺中市豐原區陽明里府前街61-2號,19.0,豐原分局,"120.718663 ","24.249604 ",1.0
726.0,陽明里,臺中市豐原區陽明里雙龍街35號,31.0,豐原分局,"120.718800 ","24.246849 ",1.0
727.0,陽明里,臺中市豐原區陽明里博愛街110號,19.0,豐原分局,"120.719795 ","24.248902 ",1.0
728.0,陽明里,臺中市豐原區陽明里雙龍街25號,19.0,豐原分局,"120.718967 ","24.246988 ",1.0
729.0,陽明里,臺中市豐原區陽明里雙龍街23號,19.0,豐原分局,"120.718999 ","24.247015 ",1.0
730.0,陽明里,臺中市豐原區陽明里雙龍街21號,28.0,豐原分局,"120.719033 ","24.247040 ",1.0
731.0,陽明里,臺中市豐原區陽明里雙龍街19號,19.0,豐原分局,"120.719064 ","24.247067 ",1.0
732.0,陽明里,臺中市豐原區陽明里雙龍街41號,19.0,豐原分局,"120.718700 ","24.246767 ",1.0
733.0,陽明里,臺中市豐原區陽明里雙龍街39號,19.0,豐原分局,"120.718740 ","24.246794 ",1.0
734.0,陽明里,臺中市豐原區陽明里雙龍街37號,19.0,豐原分局,"120.718763 ","24.246821 ",1.0
735.0,陽明里,臺中市豐原區陽明里信義街32號,12.0,豐原分局,"120.718965 ","24.249144 ",1.0
736.0,陽明里,臺中市豐原區陽明里信義街39-1號,23.0,豐原分局,"120.718829 ","24.249251 ",1.0
737.0,陽明里,臺中市豐原區陽明里府前街61之6號,58.0,豐原分局,"120.718511 ","24.249571 ",1.0
738.0,陽明里,臺中市豐原區陽明里府前街69號,1726.0,豐原分局,"120.718345 ","24.249566 ",1.0
739.0,陽明里,臺中市豐原區陽明里中興路21號,17.0,豐原分局,"120.718436 ","24.248161 ",1.0
740.0,陽明里,臺中市豐原區陽明里中興路9號,15.0,豐原分局,"120.718697 ","24.248161 ",1.0
741.0,陽明里,臺中市豐原區陽明里府前街23號,27.0,豐原分局,"120.719832 ","24.249406 ",1.0
742.0,中陽里,臺中市豐原區中陽里南陽路102號,34.0,豐原分局,"120.724613 ","24.246896 ",1.0
743.0,中陽里,臺中市豐原區中陽里自強街1號,316.0,豐原分局,"120.724940 ","24.249030 ",1.0
744.0,中陽里,臺中市豐原區中陽里自強街75號,99.0,豐原分局,"120.724940 ","24.249030 ",1.0
745.0,中陽里,臺中市豐原區中陽里直興街45號,46.0,豐原分局,"120.726484 ","24.250962 ",1.0
746.0,中陽里,臺中市豐原區中陽里中陽路208號,31.0,豐原分局,"120.723490 ","24.251918 ",1.0
747.0,北陽里,臺中市豐原區北陽里圓環東路496號,43.0,豐原分局,"120.726544 ","24.247036 ",1.0
