行政區,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
萬華區,WZA01335,華江里,臺北市萬華區環河南路二段196號,"25.032318,121.491802",1,"114 ",萬華分局,
萬華區,WZA01642,華江里,臺北市萬華區環河南路二段250巷42弄2號,"25.034077,121.491197",1,"1066 ",萬華分局,
萬華區,"WZA01076 ",新安里,臺北市萬華區萬大路275號,"25.025462,121.500575",1,"28 ",萬華分局,
萬華區,"WZA01104 ",新安里,臺北市萬華區萬大路237巷10弄21號,"25.025935,121.501301",1,"56 ",萬華分局,
萬華區,"WZA01105 ",新安里,臺北市萬華區萬大路237巷10弄31號,"25.025835,121.501642",1,"76 ",萬華分局,
萬華區,WZA01106,新安里,臺北市萬華區萬大路237巷10弄41號,"25.025827,121.501131",1,"64 ",萬華分局,
萬華區,"WZA01107 ",新安里,臺北市萬華區萬大路237巷10弄42號,"25.025817,121.501016",1,"56 ",萬華分局,
萬華區,"WZA01108 ",新安里,臺北市萬華區萬大路237巷10弄45號,"25.025742,121.501141",1,"246 ",萬華分局,
萬華區,"WZA01109 ",新安里,臺北市萬華區萬大路237巷10弄59號,"25.025482,121.501142",1,"56 ",萬華分局,
萬華區,"WZA01110 ",新安里,臺北市萬華區萬大路237巷10弄62號,"25.025679,121.501019",1,"86 ",萬華分局,
萬華區,"WZA01111 ",新安里,臺北市萬華區萬大路277巷3號,"25.025452,121.500789",1,"128 ",萬華分局,
萬華區,"WZA01380 ",新安里,臺北市萬華區萬大路277巷33弄5號,"25.02625,121.501611",1,"817 ",萬華分局,
萬華區,"WZA01381 ",新安里,臺北市萬華區萬大路277巷33弄5號,"25.02625,121.501611",1,"269 ",萬華分局,
萬華區,WZA02415,新安里,臺北市萬華區萬大路277巷29號,"25.025518,121.501656",1,"180 ",萬華分局,
萬華區,WZA00413,新安里,臺北市萬華區萬大路135-161號,"25.029059,121.500377",1,"7817 ",萬華分局,
萬華區,WZA00471,新安里,"臺北市萬華區新安里23鄰西藏路125巷31號 ","25.026005,121.503335",1,"812 ",萬華分局,
萬華區,WZA00470,新安里,"臺北市萬華區新安里23鄰西藏路125巷31號 ","25.026005,121.503335",1,"848 ",萬華分局,
萬華區,WZA00464,新和里,臺北市萬華區西藏路125巷50-52號,"25.026641,121.503304",1,"718 ",萬華分局,
萬華區,WZA02219,新和里,臺北市萬華區中華路二段416巷1-5號,"25.027194,121.50514",1,"40 ",萬華分局,
萬華區,WZA02220,新和里,臺北市萬華區青年路6號,"25.02614,121.506208",1,"60 ",萬華分局,
萬華區,WZA02221,新和里,臺北市萬華區青年路30巷2號,"25.026167,121.504501",1,"640 ",萬華分局,
萬華區,WZA02369,新和里,臺北市萬華區中華路二段416巷68號,"25.027113,121.503911",2,"4392 ",萬華分局,
萬華區,WZA02224,新和里,臺北市萬華區青年路30巷4號,"25.026327,121.504219",1,"640 ",萬華分局,
萬華區,WZA00106,新和里,臺北市萬華區中華路二段384號,"25.028635,121.505173",1,"34 ",萬華分局,
萬華區,WZA00128,新和里,臺北市萬華區中華路二段390巷1號,"25.028455,121.505123",1,"73 ",萬華分局,
萬華區,WZA02216,新和里,臺北市萬華區中華路二段422號,"25.027625,121.50605",1,"73 ",萬華分局,
萬華區,WZA02217,新和里,臺北市萬華區西藏路125巷54號,"25.02647,121.503373",1,"493 ",萬華分局,
萬華區,WZA02218,新和里,臺北市萬華區中華路二段416巷7-17號,"25.026872,121.50479",1,"593 ",萬華分局,
萬華區,WZA00463,新忠里,臺北市萬華區西藏路125巷1號,"25.029396,121.502166",1,"8288 ",萬華分局,
萬華區,WZA02215,新忠里,臺北市萬華區西藏路125巷17號,"25.028074,121.502497",1,"266 ",萬華分局,
萬華區,WZA02357,新忠里,臺北市萬華區西藏路107號,"25.029677,121.503412",2,"5585 ",萬華分局,
萬華區,WZA02370,新忠里,臺北市萬華區中華路二段364巷24弄1號,"25.029066,121.503564",2,"4102 ",萬華分局,
萬華區,WZA02222,新忠里,臺北市萬華區中華路二段300巷5弄24號,"25.029306,121.50386",1,"66 ",萬華分局,
萬華區,WZA02223,新忠里,臺北市萬華區中華路二段300巷5弄24號,"25.029306,121.50386",1,"133 ",萬華分局,
萬華區,WZA02379,新忠里,臺北市萬華區中華路二段364巷46號,"25.028161,121.502831",1,"3842 ",萬華分局,
萬華區,WZA00851,新起里,臺北市萬華區康定路65號,"25.040928,121.502253",1,"336 ",萬華分局,
萬華區,WZA1038,新起里,臺北市萬華區隆昌街117號,"25.040897,121.502768",1,"188 ",萬華分局,
萬華區,WZA1037,新起里,臺北市萬華區隆昌街107號,"25.040834,121.503023",1,"158 ",萬華分局,
萬華區,WZA1884,新起里,臺北市萬華區康定路51號,"25.042876,121.502375",1,"133 ",萬華分局,
萬華區,WZA1883,新起里,臺北市萬華區康定路67號,"25.040848,121.502236",1,"29 ",萬華分局,
萬華區,WZA1040,新起里,臺北市萬華區隆昌街139號,"25.04134,121.502621",1,"161 ",萬華分局,
萬華區,WZA0847,新起里,臺北市萬華區康定路45號,"25.041336,121.502318",1,"41 ",萬華分局,
萬華區,WZA0846,新起里,臺北市萬華區康定路41號,"25.041443,121.502348",1,"1546 ",萬華分局,
萬華區,WZA02389,新起里,臺北市萬華區內江街128號,"25.041543,121.503066",1,"1336 ",萬華分局,
萬華區,WZA00850,新起里,臺北市萬華區康定路63號,"25.040959,121.502255",1,"101 ",萬華分局,
萬華區,WZA00849,新起里,臺北市萬華區康定路53號,"25.041188,121.502296",1,"146 ",萬華分局,
萬華區,WZA00848,新起里,臺北市萬華區康定路45號,"25.041336,121.502318",1,"622 ",萬華分局,
萬華區,WZA01896,新起里,臺北市萬華區康定路59號,"25.041018,121.50227",1,"10 ",萬華分局,
萬華區,WZA01895,新起里,臺北市萬華區康定路57號,"25.041084,121.502281",1,"400 ",萬華分局,
萬華區,WZA01894,新起里,臺北市萬華區康定路55號,"25.041142,121.502287",1,"40 ",萬華分局,
萬華區,WZA01893,新起里,臺北市萬華區康定路69號,"25.040831,121.50223",1,"266 ",萬華分局,
萬華區,WZA01892,新起里,臺北市萬華區內江街142,"25.041599,121.50257",1,"80 ",萬華分局,
萬華區,WZA01891,新起里,臺北市萬華區隆昌街125號,"25.041066,121.502709",1,"46 ",萬華分局,
萬華區,WZA01890,新起里,臺北市萬華區隆昌街119號,"25.040932,121.502752",1,"46 ",萬華分局,
萬華區,WZA01889,新起里,臺北市萬華區隆昌街141號,"25.041405,121.502606",1,"80 ",萬華分局,
萬華區,WZA01888,新起里,臺北市萬華區內江街140號,"25.041574,121.502782",1,"297 ",萬華分局,
萬華區,WZA01887,新起里,臺北市萬華區內江街130巷4號,"25.041277,121.502808",1,"46 ",萬華分局,
萬華區,WZA01886,新起里,臺北市萬華區康定路45號,"25.041336,121.502318",1,"133 ",萬華分局,
萬華區,WZA01885,新起里,臺北市萬華區長沙街2段151~161號,"25.041249,121.500247",1,"266 ",萬華分局,
萬華區,WZA00133,新起里,臺北市萬華區內江街118號,"25.041537,121.503304",1,"105 ",萬華分局,
萬華區,WZA00145,新起里,臺北市萬華區內江街96號,"25.041495,121.503795",1,"258 ",萬華分局,
萬華區,WZA01913,新起里,臺北市萬華區隆昌街95號,"25.040856,121.503415",1,"66 ",萬華分局,
萬華區,WZA00142,新起里,臺北市萬華區內江街86-1號,"25.041488,121.503947",1,"217 ",萬華分局,
萬華區,WZA001905,新起里,臺北市萬華區內江街80號,"25.041475,121.504133",1,"66 ",萬華分局,
萬華區,WZA001904,新起里,臺北市萬華區內江街78號,"25.041471,121.504194",1,"40 ",萬華分局,
萬華區,WZA001903,新起里,臺北市萬華區內江街110巷4號,"25.041246,121.503307",1,"166 ",萬華分局,
萬華區,WZA001902,新起里,臺北市萬華區內江街90號,"25.041492,121.503849",1,"133 ",萬華分局,
萬華區,WZA001901,新起里,臺北市萬華區隆昌街49號,"25.041118,121.504135",1,"40 ",萬華分局,
萬華區,WZA001900,新起里,臺北市萬華區隆昌街83號,"25.040917,121.503578",1,"42 ",萬華分局,
萬華區,WZA001908,新起里,臺北市萬華區內江街114號,"25.041525,121.503407",1,"40 ",萬華分局,
萬華區,WZA001907,新起里,臺北市萬華區隆昌街51巷11號,"25.041073,121.503771",1,"66 ",萬華分局,
萬華區,WZA001906,新起里,臺北市萬華區隆昌街51巷3號,"25.041091,121.503967",1,"53 ",萬華分局,
萬華區,WZA001911,新起里,臺北市萬華區內江街122號,"25.04154,121.503207",1,"40 ",萬華分局,
萬華區,WZA001910,新起里,臺北市萬華區內江街120號,"25.041539,121.503241",1,"33 ",萬華分局,
萬華區,WZA001909,新起里,臺北市萬華區內江街116號,"25.04153,121.503371",1,"42 ",萬華分局,
萬華區,WZA001899,新起里,臺北市萬華區隆昌街85號,"25.040904,121.503544",1,"33 ",萬華分局,
萬華區,WZA001898,新起里,臺北市萬華區隆昌街87號,"25.040891,121.503512",1,"40 ",萬華分局,
萬華區,WZA001897,新起里,臺北市萬華區隆昌街89號,"25.04088,121.50348",1,"38 ",萬華分局,
萬華區,WZA00143,新起里,臺北市萬華區內江街88號,"25.04149,121.503877",1,"185 ",萬華分局,
萬華區,WZA00150,新起里,臺北市萬華區內江街126巷9號,"25.041119,121.503127",1,"116 ",萬華分局,
萬華區,WZA01058,新起里,臺北市萬華區隆昌街51巷1號,"25.041097,121.504033",1,"236 ",萬華分局,
萬華區,WZA00146,新起里,臺北市萬華區內江街110巷2號,"25.041364,121.503463",1,"392 ",萬華分局,
萬華區,WZA00147,新起里,臺北市萬華區內江街110巷6號,"25.041069,121.503514",1,"40 ",萬華分局,
萬華區,WZA00148,新起里,臺北市萬華區內江街110巷7號,"25.041115,121.50358",1,"72 ",萬華分局,
萬華區,WZA00149,新起里,臺北市萬華區內江街110巷7號,"25.041115,121.50358",1,"90 ",萬華分局,
萬華區,WZA00690,新起里,臺北市萬華區長沙街二段119號,"25.040535,121.503469",1,"188 ",萬華分局,
萬華區,WZA00684,新起里,臺北市萬華區長沙街二段105號,"25.040493,121.503996",1,"653 ",萬華分局,
萬華區,WZA00683,新起里,臺北市萬華區長沙街二段103號,"25.040489,121.504056",1,"86 ",萬華分局,
萬華區,WZA00550,新起里,臺北市萬華區昆明街202號,"25.040955,121.504346",1,"194 ",萬華分局,
萬華區,WZA00549,新起里,臺北市萬華區昆明街196號,"25.041046,121.504362",1,"296 ",萬華分局,
萬華區,WZA00551,新起里,臺北市萬華區昆明街212號,"25.040769,121.504307",1,"245 ",萬華分局,
萬華區,WZA01036,新起里,臺北市萬華區隆昌街104號,"25.040755,121.50305",1,"60 ",萬華分局,
萬華區,WZA01048,新起里,臺北市萬華區隆昌街64號,"25.040921,121.504133",1,"45 ",萬華分局,
萬華區,WZA02259,新起里,臺北市萬華區昆明街192號,"25.041194,121.504389",1,"176 ",萬華分局,
萬華區,WZA00703,新起里,臺北市萬華區長沙街二段149巷3號,"25.040738,121.50281",1,"237 ",萬華分局,
萬華區,WZA01914,新起里,臺北市萬華區隆昌街84號,"25.040813,121.503522",1,"26 ",萬華分局,
萬華區,WZA01054,新起里,臺北市萬華區隆昌街84號,"25.040813,121.503522",1,"28 ",萬華分局,
萬華區,WZA01053,新起里,臺北市萬華區隆昌街82號,"25.040832,121.50357",1,"26 ",萬華分局,
萬華區,WZA01052,新起里,臺北市萬華區隆昌街70號,"25.040901,121.503932",1,"97 ",萬華分局,
萬華區,WZA01051,新起里,臺北市萬華區隆昌街69號,"25.04096,121.503884",1,"117 ",萬華分局,
萬華區,WZA01050,新起里,臺北市萬華區隆昌街67號,"25.040963,121.503913",1,"83 ",萬華分局,
萬華區,WZA01049,新起里,臺北市萬華區隆昌街66號,"25.040914,121.504051",1,"121 ",萬華分局,
萬華區,WZA00688,新起里,臺北市萬華區長沙街二段113號,"25.040524,121.503614",1,"356 ",萬華分局,
萬華區,WZA00687,新起里,臺北市萬華區長沙街二段111號,"25.040516,121.503715",1,"365 ",萬華分局,
萬華區,WZA01055,新起里,臺北市萬華區隆昌街94號,"25.040732,121.503263",1,"305 ",萬華分局,
萬華區,WZA01915,新起里,臺北市萬華區長沙街二段97號,"25.040476,121.504216",1,"106 ",萬華分局,
萬華區,WZA00994,新起里,臺北市萬華區貴陽街二段85號,"25.039871,121.503846",1,"28 ",萬華分局,
萬華區,WZA00691,新起里,臺北市萬華區長沙街二段124號,"25.040334,121.50364",1,"77 ",萬華分局,
萬華區,WZA02288,新起里,臺北市萬華區貴陽街二段79號,"25.039849,121.503998",1,"1137 ",萬華分局,
萬華區,WZA00685,新起里,臺北市萬華區長沙街二段106號,"25.040306,121.504112",1,"314 ",萬華分局,
萬華區,WZA00580,新起里,臺北市萬華區昆明街167巷6號,"25.040181,121.504358",1,"69 ",萬華分局,
萬華區,WZA00579,新起里,臺北市萬華區昆明街167巷3-2號,"25.040181,121.504358",1,"72 ",萬華分局,
萬華區,WZA00689,新起里,臺北市萬華區長沙街二段114號,"25.040322,121.503896",1,"290 ",萬華分局,
萬華區,WZA00692,新起里,臺北市萬華區長沙街二段130號,"25.040344,121.503502",1,"649 ",萬華分局,
萬華區,WZA01004,新起里,臺北市萬華區貴陽街二段115巷1號,"25.040063,121.503265",1,"134 ",萬華分局,
萬華區,WZA00996,新起里,臺北市萬華區貴陽街二段95號,"25.039909,121.503629",1,"113 ",萬華分局,
萬華區,WZA00686,新起里,臺北市萬華區長沙街二段110號,"25.040313,121.504003",1,"482 ",萬華分局,
萬華區,WZA01917,新起里,臺北市萬華區昆明街226號,"25.040255,121.504214",1,"53 ",萬華分局,
萬華區,WZA01916,新起里,臺北市萬華區昆明街242號,"25.039895,121.504143",1,"40 ",萬華分局,
萬華區,WZA00553,新起里,臺北市萬華區昆明街236號,"25.040035,121.504167",1,"30 ",萬華分局,
萬華區,WZA05522,新起里,臺北市萬華區昆明街230號,"25.04014,121.504189",1,"164 ",萬華分局,
萬華區,WZA00554,新起里,臺北市萬華區昆明街238號,"25.039992,121.504158",1,"304 ",萬華分局,
萬華區,WZA01961,新起里,臺北市萬華區長沙街二段85~93號,"25.041249,121.500247",1,"2733 ",萬華分局,
萬華區,WZA01047,新起里,臺北市萬華區隆昌街54號,"25.041115,121.50469",1,"45 ",萬華分局,
萬華區,WZA01046,新起里,臺北市萬華區隆昌街43號,"25.041214,121.504793",1,"124 ",萬華分局,
萬華區,WZA01039,新起里,臺北市萬華區隆昌街12號,"25.041284,121.505612",1,"201 ",萬華分局,
萬華區,WZA00702,新起里,臺北市萬華區長沙街二段73號,"25.0406,121.50503",1,"501 ",萬華分局,
萬華區,WZA00701,新起里,臺北市萬華區長沙街二段57-1號,"25.040702,121.505576",1,"438 ",萬華分局,
萬華區,WZA01057,新起里,臺北市萬華區隆昌街46巷7號,"25.040959,121.504937",1,"40 ",萬華分局,
萬華區,WZA02364,新起里,臺北市萬華區長沙街二段61號,"25.040683,121.505449",1,"253 ",萬華分局,
萬華區,WZA01042,新起里,臺北市萬華區隆昌街26號,"25.041284,121.505245",1,"48 ",萬華分局,
萬華區,WZA01041,新起里,臺北市萬華區隆昌街24號,"25.041245,121.505394",1,"76 ",萬華分局,
萬華區,WZA01056,新起里,臺北市萬華區隆昌街46巷3號,"25.041053,121.504915",1,"14 ",萬華分局,
萬華區,WZA01045,新起里,臺北市萬華區隆昌街39號,"25.041226,121.504912",1,"102 ",萬華分局,
萬華區,WZA01044,新起里,臺北市萬華區隆昌街38號,"25.041184,121.505054",1,"69 ",萬華分局,
萬華區,WZA01043,新起里,臺北市萬華區隆昌街36號,"25.04119,121.505078",1,"172 ",萬華分局,
萬華區,WZA02320,新起里,臺北市萬華區西寧南路128號,"25.041122,121.505944",1,"264 ",萬華分局,
萬華區,WZA01920,新起里,臺北市萬華區西寧南路185號,"25.041491,121.506078",1,"65 ",萬華分局,
萬華區,WZA00394,新起里,臺北市萬華區西寧南路136號,"25.040946,121.505955",1,"285 ",萬華分局,
萬華區,WZA00393,新起里,臺北市萬華區西寧南路132號,"25.041024,121.50595",1,"246 ",萬華分局,
萬華區,WZA02298,新起里,臺北市萬華區西寧南路118號,"25.041426,121.505923",1,"325 ",萬華分局,
萬華區,WZA01919,新起里,臺北市萬華區西寧南路185號,"25.041491,121.506078",1,"33 ",萬華分局,
萬華區,WZA01922,新起里,臺北市萬華區西寧南路185-2號,"25.041443,121.50608",1,"40 ",萬華分局,
萬華區,WZA00542,新起里,臺北市萬華區昆明街133號,"25.041305,121.504572",1,"117 ",萬華分局,
萬華區,WZA01918,新起里,臺北市萬華區西寧南路112號,"25.041558,121.505914",1,"41 ",萬華分局,
萬華區,WZA02271,新起里,臺北市萬華區長沙街二段51號,"25.040728,121.505717",1,"376 ",萬華分局,
萬華區,WZA00700,新起里,臺北市萬華區長沙街二段45號,"25.040762,121.50591",1,"158 ",萬華分局,
萬華區,WZA01921,新起里,臺北市萬華區西寧南路187號,"25.041407,121.50608",1,"86 ",萬華分局,
萬華區,WZA02304,新起里,臺北市萬華區中華路一段170號,"25.041051,121.507549",1,"586 ",萬華分局,
萬華區,WZA02315,新起里,臺北市萬華區中華路一段168號,"25.041208,121.507589",3,"489 ",萬華分局,
萬華區,WZA02375,新起里,臺北市萬華區中華路一段160號,"25.041795,121.507767",1,"716 ",萬華分局,
萬華區,WZA02295,新起里,臺北市萬華區漢中街176號,"25.040966,121.506392",3,"625 ",萬華分局,
萬華區,WZA02411,新起里,臺北市萬華區貴陽街二段33號,"25.039669,121.50528",2,"2845 ",萬華分局,
萬華區,WZA00299,新起里,臺北市萬華區西寧南路241號,"25.040126,121.506189",1,"833 ",萬華分局,
萬華區,WZA02423,新起里,臺北市萬華區貴陽街二段5號,"25.039507,121.506274",1,"285 ",萬華分局,
萬華區,WZA02265,新起里,臺北市萬華區長沙街二段92號,"25.040376,121.504776",3,"1392 ",萬華分局,
萬華區,WZA02307,新起里,臺北市萬華區長沙街二段88號,"25.040396,121.504886",1,"504 ",萬華分局,
萬華區,WZA02319,新起里,臺北市萬華區長沙街二段76號,"25.040454,121.505197",1,"1344 ",萬華分局,
萬華區,WZA02440,新起里,臺北市萬華區漢中街160號,"25.04126378569731,121.50660095527257",1,"1624 ",萬華分局,
萬華區,WZA01199,萬壽里,臺北市萬華區漢口街二段100號,"25.046208,121.504155",1,"82 ",萬華分局,
萬華區,WZA01200,萬壽里,臺北市萬華區漢口街二段106號,"25.046236,121.504041",1,"248 ",萬華分局,
萬華區,WZA01753,萬壽里,臺北市萬華區漢口街二段94號,"25.046251,121.504752",1,"26 ",萬華分局,
萬華區,WZA01754,萬壽里,臺北市萬華區漢口街二段90巷2號,"25.046047,121.504247",1,"26 ",萬華分局,
萬華區,WZA01755,萬壽里,臺北市萬華區漢口街二段104號,"25.046226,121.504081",1,"133 ",萬華分局,
萬華區,WZA01756,萬壽里,臺北市萬華區武昌街二段89號,"25.045452,121.504028",1,"160 ",萬華分局,
萬華區,WZA01757,萬壽里,臺北市萬華區武昌街二段95號,"25.044938,121.505658",1,"26 ",萬華分局,
萬華區,WZA00571,萬壽里,臺北市萬華區昆明街76號,"25.045766,121.505532",1,"629 ",萬華分局,
萬華區,WZA00572,萬壽里,臺北市萬華區昆明街76號,"25.045766,121.505532",2,"616 ",萬華分局,
萬華區,WZA01764,萬壽里,臺北市萬華區漢口街二段74巷6號,"25.04576,121.504589",1,"32 ",萬華分局,
萬華區,WZA00672,萬壽里,臺北市萬華區武昌街二段83之11號,"25.045684,121.504983",1,"194 ",萬華分局,
萬華區,WZA01763,萬壽里,臺北市萬華區漢口街二段88號,"25.04622,121.504884",1,"34 ",萬華分局,
萬華區,WZA01207,萬壽里,臺北市萬華區漢口街二段56號,"25.045905,121.505474",1,"482 ",萬華分局,
萬華區,WZA01208,萬壽里,臺北市萬華區漢口街二段60號,"25.04596,121.505247",1,"130 ",萬華分局,
萬華區,WZA01209,萬壽里,臺北市萬華區漢口街二段62號,"25.04598,121.505165",1,"76 ",萬華分局,
萬華區,WZA01212,萬壽里,臺北市萬華區漢口街二段76號,"25.046074,121.504749",1,"141 ",萬華分局,
萬華區,WZA01758,萬壽里,臺北市萬華區漢口街二段66巷5號,"25.045852,121.504966",1,"26 ",萬華分局,
萬華區,WZA01761,萬壽里,臺北市萬華區漢口街二段84號,"25.046268,121.504951",1,"26 ",萬華分局,
萬華區,WZA01762,萬壽里,臺北市萬華區漢口街二段90巷1號,"25.046023,121.50424",1,"33 ",萬華分局,
萬華區,WZA00670,萬壽里,臺北市萬華區武昌街二段77號,"25.045076,121.505709",3,"2554 ",萬華分局,
萬華區,WZA01204,萬壽里,臺北市萬華區漢口街二段54號,"25.045787,121.505939",3,"2492 ",萬華分局,
萬華區,WZA00400,萬壽里,臺北市萬華區西寧南路36號,"25.045591,121.50664",3,"5585 ",萬華分局,
萬華區,WZA00086,萬壽里,臺北市萬華區中華路一段88號,"25.044789,121.508613",1,"2130 ",萬華分局,
萬華區,WZA01777,萬壽里,臺北市萬華區武昌街二段61號,"25.044774,121.507026",1,"53 ",萬華分局,
萬華區,WZA01778,萬壽里,臺北市萬華區漢口街二段34巷8號,"25.04521,121.507289",1,"40 ",萬華分局,
萬華區,WZA01220,萬壽里,臺北市萬華區漢口街二段20巷11號,"25.044924,121.508055",1,"310 ",萬華分局,
萬華區,WZA01230,萬壽里,臺北市萬華區漢中街23號,"25.045171,121.50778",2,"314 ",萬華分局,
萬華區,WZA02297,萬壽里,臺北市萬華區西寧南路105號,"25.045127,121.506721",2,"717 ",萬華分局,
萬華區,WZA01233,萬壽里,臺北市萬華區漢中街35號,"25.045017,121.507743",1,"644 ",萬華分局,
萬華區,WZA01769,萬壽里,臺北市萬華區漢中街35號,"25.045017,121.507743",1,"266 ",萬華分局,
萬華區,WZA01765,萬壽里,臺北市萬華區武昌街二段53號,"25.044716,121.507268",1,"40 ",萬華分局,
萬華區,WZA01776,萬壽里,臺北市萬華區西寧南路101號,"25.045234,121.506752",1,"40 ",萬華分局,
萬華區,WZA01767,萬壽里,臺北市萬華區中華路一段90號,"25.044699,121.508598",1,"400 ",萬華分局,
萬華區,WZA01768,萬壽里,臺北市萬華區武昌街二段37號,"25.04462,121.507718",1,"66 ",萬華分局,
萬華區,WZA01796,萬壽里,臺北市萬華區武昌街二段37號,"25.04462,121.507718",1,"40 ",萬華分局,
萬華區,WZA01770,萬壽里,臺北市萬華區西寧南路99巷4號,"25.045179,121.506934",1,"40 ",萬華分局,
萬華區,WZA01771,萬壽里,臺北市萬華區漢口街二段34巷10號,"25.045079,121.507137",1,"40 ",萬華分局,
萬華區,WZA01772,萬壽里,臺北市萬華區漢口街二段34巷6號,"25.045282,121.507217",1,"80 ",萬華分局,
萬華區,WZA01773,萬壽里,臺北市萬華區漢口街二段34巷4號,"25.045317,121.507228",1,"66 ",萬華分局,
萬華區,WZA01774,萬壽里,臺北市萬華區漢口街二段34巷1號,"25.045314,121.507324",1,"66 ",萬華分局,
萬華區,WZA01775,萬壽里,臺北市萬華區西寧南路107號,"25.045099,121.506711",1,"186 ",萬華分局,
萬華區,WZA00077,萬壽里,臺北市萬華區中華路一段110號,"25.043917,121.508376",1,"265 ",萬華分局,
萬華區,WZA01781,萬壽里,臺北市萬華區中華路一段104號,"25.04406,121.508416",1,"160 ",萬華分局,
萬華區,WZA00091,萬壽里,臺北市萬華區中華路一段114巷2號,"25.043793,121.508143",1,"154 ",萬華分局,
萬華區,WZA01780,萬壽里,臺北市萬華區中華路一段106號,"25.043975,121.508392",1,"1328 ",萬華分局,
萬華區,WZA00679,萬壽里,臺北市萬華區武昌街二段50巷13弄1號,"25.044305,121.507136",1,"558 ",萬華分局,
萬華區,WZA01235,萬壽里,臺北市萬華區漢中街42號,"25.044225,121.507346",1,"566 ",萬華分局,
萬華區,WZA01237,萬壽里,臺北市萬華區漢中街50巷7號,"25.044108,121.50713",1,"85 ",萬華分局,
萬華區,WZA01783,萬壽里,臺北市萬華區漢中街50巷6號,"25.044114,121.50672",1,"48 ",萬華分局,
萬華區,WZA01784,萬壽里,臺北市萬華區武昌街二段50巷20號,"25.043866,121.506733",1,"40 ",萬華分局,
萬華區,WZA00678,萬壽里,臺北市萬華區武昌街二段50巷10號,"25.044065,121.506795",1,"720 ",萬華分局,
萬華區,WZA01786,萬壽里,臺北市萬華區武昌街二段50巷13弄2號,"25.044269,121.507098",1,"26 ",萬華分局,
萬華區,WZA01787,萬壽里,臺北市萬華區武昌街二段36號,"25.044543,121.507379",1,"40 ",萬華分局,
萬華區,WZA01792,萬壽里,臺北市萬華區武昌街二段60號,"25.044681,121.506764",1,"40 ",萬華分局,
萬華區,WZA01794,萬壽里,臺北市萬華區武昌街二段62號,"25.044687,121.506735",1,"266 ",萬華分局,
萬華區,WZA00668,萬壽里,臺北市萬華區武昌街二段68號,"25.044778,121.506347",2,"1034 ",萬華分局,
萬華區,WZA01789,萬壽里,臺北市萬華區武昌街二段80號,"25.044854,121.506023",1,"40 ",萬華分局,
萬華區,WZA01791,萬壽里,臺北市萬華區武昌街二段82巷2弄5號,"25.044709,121.505698",1,"26 ",萬華分局,
萬華區,WZA01792,萬壽里,臺北市萬華區武昌街二段58-60號,"25.044637,121.506784",1,"40 ",萬華分局,
萬華區,WZA01793,萬壽里,臺北市萬華區武昌街二段82巷2弄6號,"25.044646,121.505702",1,"26 ",萬華分局,
萬華區,WZA01795,萬壽里,臺北市萬華區武昌街二段82巷2弄3號,"25.044699,121.505736",1,"26 ",萬華分局,
萬華區,WZA01797,萬壽里,臺北市萬華區武昌街二段72號,"25.044813,121.5062",1,"266 ",萬華分局,
萬華區,WZA00575,萬壽里,臺北市萬華區昆明街92之4號,"25.044891,121.50527",1,"74 ",萬華分局,
萬華區,WZA00576,萬壽里,臺北市萬華區昆明街94號,"25.044758,121.505238",1,"280 ",萬華分局,
萬華區,WZA00577,萬壽里,臺北市萬華區昆明街98之4號,"25.044433,121.505142",1,"442 ",萬華分局,
萬華區,WZA00590,萬壽里,臺北市萬華區昆明街96巷6號,"25.044709,121.50496",1,"1077 ",萬華分局,
萬華區,WZA00776,萬壽里,臺北市萬華區峨眉街109號,"25.044241,121.504192",1,"161 ",萬華分局,
萬華區,WZA01798,萬壽里,臺北市萬華區武昌街二段114號,"25.045102,121.504924",1,"66 ",萬華分局,
萬華區,WZA01799,萬壽里,臺北市萬華區武昌街二段106號,"25.045065,121.505101",1,"66 ",萬華分局,
萬華區,WZA01801,萬壽里,臺北市萬華區峨眉街107號,"25.044228,121.504232",1,"20 ",萬華分局,
萬華區,WZA01802,萬壽里,臺北市萬華區昆明街92之4號,"25.044891,121.50527",1,"29 ",萬華分局,
萬華區,WZA01803,萬壽里,臺北市萬華區武昌街二段116號,"25.045161,121.504667",1,"26 ",萬華分局,
萬華區,WZA01804,萬壽里,臺北市萬華區昆明街92之1號,"25.044968,121.505292",1,"53 ",萬華分局,
萬華區,WZA01805,萬壽里,臺北市萬華區昆明街96巷8號,"25.044784,121.504562",1,"80 ",萬華分局,
萬華區,WZA01806,萬壽里,臺北市萬華區昆明街96巷1號,"25.044785,121.50496",1,"24 ",萬華分局,
萬華區,WZA01807,萬壽里,臺北市萬華區昆明街96巷6之7號,"25.044761,121.504709",1,"55 ",萬華分局,
萬華區,WZA00665,萬壽里,臺北市萬華區武昌街二段124-2號,"25.045383,121.503683",1,"957 ",萬華分局,
萬華區,WZA00666,萬壽里,臺北市萬華區武昌街二段132號,"25.045573,121.502853",1,"410 ",萬華分局,
萬華區,WZA00777,萬壽里,臺北市萬華區峨眉街115號,"25.044345,121.503763",3,"1780 ",萬華分局,
萬華區,WZA00778,萬壽里,臺北市萬華區峨眉街137號,"25.044785,121.501949",1,"20 ",萬華分局,
萬華區,WZA00786,萬壽里,臺北市萬華區峨眉街125巷2號,"25.044775,121.502381",1,"88 ",萬華分局,
